Speaker,Umineko Project (UP)
{f:5:Beatrice},"""......What was fortunate for me was that during those twenty years, Kinzo tried to use every magic to find and capture me, and failed in them all."""
{f:5:Beatrice},"""A human cannot bring about miracles very many times. Even simply holding me captive for that long had been a miracle far above his place. It would be unthinkable for me to be captured like that multiple times."""
Ushiromiya Battler,""".........Grandfather said something in the previous game. It was something like, magic dwells in probabilistic miracles."""
{f:5:Beatrice},"""Mmhm. While Kinzo searched for a hidden art to capture me again, he ended up at that. ...............Then, he finally worked out the ritual involving the offering of thirteeen sacrifices to revive me again."""
Ushiromiya Battler,"""Thirteen......sacrifices..."""
Ronove,"""That is the witch's epitaph. It is a poem of sacrifices. ......Six people on the first twilight. Two people on the second twilight. And then five more people on the fourth through eighth twilights. A forbidden ritual, involving the offering of a total of thirteen people as sacrifices... Those sacrifices are chosen randomly, and the one holding the ritual, Kinzo himself, is not an exception."""
Ushiromiya Battler,"""You're out of your mind... Are you saying that all of the gruesome murders that occurred on this island were all part of a weird ritual?!!"""
,I was vaguely thinking that this might be a possibility...
,"But I can't just hear that this is the truth from a witch and a demon and say ""Oh, really?"" and accept it!"
{f:5:Beatrice},"""There are eighteen people on Rokkenjima. Thirteen are sacrificed; only five are left alive. Then I revive."""
{f:5:Beatrice},"""......In other words, the odds that Kinzo will be able to meet me again are probably around one third. He bet his own life on those odds, wishing for a reunion with me for the last bit of his remaining life."""
Ushiromiya Battler,""".........You're saying he gathered our family for the sake of that fucked‐up ritual?! Oh, yeah, real fucking funny!! Don't say stuff like that, damn it!!"""
{f:5:Beatrice},"""It was according to the contract from the beginning. When Kinzo's life ended, all of the gold I had lent him, and all of the assets that Kinzo had created, were to be received by me."""
{f:5:Beatrice},"""......Kinzo put me through a nightmareish ordeal, but thinking back on it now, it was an extraordinary period, even amid the past thousand years. After all, the natural enemy of a witch is boredom. To Kinzo, who offered me a chance to run away from that for several decades, yes, considering that among other things, I might have a slight debt to him."""
{f:5:Beatrice},"""I decided to go along with Kinzo's game. And so, first off, Kinzo returns to me the Ushiromiya family Head's Ring. It is the house revived by my gold, you see."""
{f:5:Beatrice},""".........Then I choose thirteen people arbitrarily as sacrifices. And as that unfolds, you people are thrown into total confusion, and show me various aspects of the fabric of human relationships as you stand against me, which gives me great pleasure. I really do like this game of Kinzo's! *cackle*cackle*."""
Ushiromiya Battler,"""Aaaaaaaaaahh!! I definitely won't believe in that kind of magic story! ......Then who are you?! You fell off a cliff and died, dammit! Your soul slipped out, became butterflies, and went to the forest? That's all a load of bullshit!!"""
Ushiromiya Battler,"""But you are here! Who are you?!! Aren't you the 19th person?!"""
{f:5:Beatrice},"""That is true, I most surely am the 19th person. *cackle*cackle*cackle*! But it's no good, I'm afraid...? It's no goddamn good at all!!"""
{f:5:Beatrice},"""{p:1:There are no more than 18 humans on this Rokkenjima}!"""
Ushiromiya Battler,"""Wha, ...............what did you saaaaaaay...... So you're saying......the X of the 18+X doesn't exist?! Are you saying the piece that I took...{0}{nobreak:the X}...{0}doesn't exist?!"""
Ronove,"""Pu ku ku ku... That is what it means. You have my condolences. ...However, Milady, you truly are a fast worker. I thought you would let him flounder around a little more before turning everything over at the end. Well then, Battler‐sama, would some more tea be agreeable to you?"""
Ushiromiya Battler,"""I, I don't want any, damn it!! I don't believe! The culprit can't be one of the 18!"""
Ushiromiya Battler,"""Then, what the hell are you, why are you here?!! If the 19th person doesn't exist, then are you saying you're one of the 18 in disguise?!"""
{f:5:Beatrice},"""*cackle*cackle*! For you, although you are reluctant to use it, doubting one of the 18 will serve as a final escape route, much like castling."""
{f:5:Beatrice},""".........However, for me, the hard part is just beginning. You need only throw away appearances, and you can prepare a culprit freely amid the 18 people! Finding a route through those 18 pieces, in order to checkmate you and force you to accept me, .........will be truly difficult."""
Ushiromiya Battler,"""Like hell I'd do that!! I won't doubt any of the 18! I don't want to doubt!! Have I really been cornered here again...?! Damn it, damn it damn it!!"""
{f:5:Beatrice},"""It looks like my game with you, which has lasted three rounds, is finally entering the endgame, doesn't it? There's nowhere to run anymore, you know? *cackle*cackle*! You don't want to doubt any of those beloved people in the 18, riiight? I can take that burden from you if you want? And yet, why do you refuse me?"""
{f:5:Beatrice},"""They say you should play the opening like a book, the middle game like a magician, and the endgame like a machine. I'll corner you from here on. Slowly, carefully, ...surely. Or, on the other hand, would it be better if I pressed you all at once, as would be fitting for you?"""
{f:5:Beatrice},"""That should suit you, let's do that. I already have a thorough knowledge of which methods of attack you cannot handle! *cackle*cackle*cackle* hihihi{0}hi{0}hi{0}hi{0}hi{0}hihihi!!"""
