Speaker,Umineko Project (UP)
{f:5:Beatrice},"""{p:2:I've got plenty more!! At eleven o'clock last night, Kinzo escaped out the window! Natsuhi watched him go, then locked the window!! This doesn't lead to any problems. In fact, it might be the most beautiful blue truth yet}!"""
{f:5:Beatrice},"""How's that, Dlanor A. Knox?! Hyah{0}ha{0}ha{0}ha{0}ha{0}a{0}a{0}a{0}a{0}aahh!! There are any number of ways to escape from this locked room!!"""
Satan,"""Know your foolishness in trying to oppose my master!"""
Belphegor,"""There's no need for you to argue back."""
Mammon,"""Just suffer defeat here and sleep for all eternity...!"""
,"The Seven Sisters appeared from Beato's golden tornado one after another, and they pierced Dlanor with blue wedges."
,"Four blue wedges were buried into her neck, her chest, her gut, and her thigh."
,"Including the one buried into the top of her foot, she had been pincushioned by five stakes."
Leviathan,"""Aaaah, {f:5:Beatrice}‐sama! What about my turn?!"""
{f:5:Beatrice},"""I'll use you if I think of any more. Be quiet for now!! *cackle*cackle*, how's that, Dlanor the witch hunter?!! After skewering so many witches in the past and burning them at the stake, how does it feel to have the tables turned and be skewered by a witch?!! Heh{0}hi{0}hha{0}hha{0}a{0}ahhha{0}ha{0}ha{0}ha{0}ha{0}haha!!"""
,"They were all ridiculous arguments, but they came fiercely one after another."
,"Though a total of five wedges pierced Dlanor, her expression didn't change in the slightest."
,"However, her movements had indeed been limited..."
Chiester410,"""Ooh... Witches sure are scary nyeh... You can't beat twisted logic nyeh."""
Chiester45,"""They don't violate the Knox Decalogue... They're all valid...!"""
Dlanor,"""..........................."""
Ushiromiya Natsuhi,"""...W‐......well done, {f:5:Beatrice}...! Even if there was no one in this study and even if it was a locked room, that alone isn't enough to deny Father's existence...!"""
{f:5:Beatrice},"""Against a normal opponent, I'd think the matter settled by now. ......But this is Dlanor, Chief Inquisitor! This ruthless woman even killed her father when he violated the Ten Commandments...! Kinzo, now!"""
Ushiromiya Kinzo,"""Mm...!"""
,"Now that Dlanor had been pinned down, this was their last chance to recover their magical power and escape."
,"Once again, a pitch‐black gate began to rise slowly in front of Beato and Kinzo......"
,"Though the gate had once been opened by simply drawing in the air, it wasn't so easy in the study now, filled as it was with the power of denial."
Ushiromiya Natsuhi,"""D‐......do you see now, everyone?! No matter how much you question the state of this study, the truth of Father's good health remains unshakeable...!!"""
Furudo Erika,"""......Oh, very bold words. I suggest you don't forget that you and I...are both also a part of this battle. I cannot fight against witches, but I can fight against you."""
,Erika grinned at Natsuhi with a smile more demonic than a real demon's.
Furudo Erika,"""......Natsuhi‐san. Let me ask you again. ......Are you sure that last night, you spoke with Ushiromiya Kinzo‐san in this room?"""
Ushiromiya Natsuhi,"""Y‐yes. I have said repeatedly that I reported the day's events to him and bid him good night...!"""
Furudo Erika,"""This may be a strange thing to ask, but since it's needed to prove your innocence, please answer me straightforwardly. ......Is this Kinzo‐san you speak of the same Ushiromiya Kinzo‐san we are all thinking of? It isn't a different person or thing with the same name, is it?"""
Ushiromiya Natsuhi,"""I, I'm not really sure what you mean...!"""
Ushiromiya Eva,"""......It's like this. You didn't, for instance, start calling this room itself ""Father"" after Father's death, right? That's what she's asking."""
Ushiromiya Eva,"""You said you gave a report of the day's events to Father before bed, right? That doesn't mean you were here alone, delivering your report directly to the wall of the study and addressing it as ""Father"", does it...?"""
Ushiromiya Natsuhi,"""H‐how rude!! Nothing of the sort happened...! Father is Father!! He is in good health! And I most certainly gave him a report and said good night to him in this room last night...!! I'm not trying to trick you or talk my way out of anything!"""
Furudo Erika,"""I see. In that case, can you repeat what I tell you to? If you aren't tricking or deceiving us in any way, you should be able to repeat my words."""
Ushiromiya Natsuhi,"""F‐fine. I'll repeat whatever you want...!"""
Furudo Erika,"""Repetition requested. ""Ushiromiya Natsuhi, at eleven o'clock last night, spoke with Ushiromiya Kinzo in this room, where he was also present""."""
Ushiromiya Natsuhi,"""I, I, ""Ushiromiya Natsuhi, at eleven o'clock last night, spoke with Ushiromiya Kinzo in this room, where he was also present""!!"""
Furudo Erika,"""<Good>! Then I'll ask one last thing. ......Seriously now, Natsuhi‐san, you didn't do anything such as throwing Kinzo‐san out of the window after your conversation and locking the window behind him, I presume? Because everything still makes sense if you did."""
Ushiromiya Natsuhi,"""Wh‐why would I send Father out through the window?!! This is intolerable! This mockery is intolerable!!"""
Gertrude,"""For your attention: I beg to inform you of the following. {p:1:The ""Kinzo"" Natsuhi mentions refers to nothing other than Ushiromiya Kinzo}."""
Cornelia,"""For your attention: I beg to inform you of the following! {p:1:Natsuhi claims that she was face‐to‐face with Kinzo in the study at 11 p.m.}!"""
Ushiromiya Natsuhi,"""Ah, .........aaa{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}aahhhh...!!"""
,"Natsuhi let out a cry, but it was too late...{n}She had completely risen to their provocation...!"
,The blue wedge to the foot representing a telephone discussion.
,The blue wedge to the neck representing the study itself being called Kinzo.
,The blue wedge to the gut representing Natsuhi herself being called Kinzo.
,The blue wedge to the thigh representing Natsuhi letting Kinzo escape out of the window and locking it afterwards.
,The four of them shattered with the sound of thin glass...!
,"Because Natsuhi, {i:the one who knew the truth,} had denied them, those denials had gained the power of the red truth...!"
,"Despite Kinzo's absence from this locked room, Beato had introduced five ways that Kinzo could still exist."
,Natsuhi had carelessly destroyed the premises behind four of those herself...!!
,Only one wedge remained.
,"In other words, this was the last blue truth which could bury the contradiction of Kinzo existing in the study at eleven o'clock but not existing there later after it had become a locked room."
,"There was only the theory that pierced Dlanor's chest: ""Kinzo is hiding somewhere in this room""."
,"With this theory, even if Kinzo wasn't present in this locked room of a study, he could ""exist"" here...!"
,"If this wedge of Satan's were to be crushed, their chances of escaping this room would become hopelessly dim......!"
Satan,"""Gghhh, .........ack...!! B‐{f:5:Beatrice}‐sama...! Quickly, escape while you still can...!! Ggh, gyah......"""
,"Dlanor slowly grasped the final wedge, which still pierced her chest."
,......Her vice‐like grip seemed to be causing Satan intense pain as though all the bones in her body were being broken.
Dlanor,"""All that remains......is this one {f:5:wedge}. It was about Kinzo hiding somewhere in this room, {f:5:correct}?"""
Furudo Erika,"""I am the detective, and I have searched everywhere. If even I haven't found him, just where do you suggest he is hiding? *giggle*giggle*giggle*!!"""
,"With the final wedge still sticking out of her chest, Dlanor slowly approached Beato..."
,"If this wedge was taken out, ......then......!"
Dlanor,"""Allow me to {f:5:ask}. Just where in this study is Kinzo {f:5:hiding}?"""
{f:5:Beatrice},"""Heheh, who knows... {p:2:Maybe he's under the bed}?!"""
Dlanor,"""{p:1:That possibility was searched and {f:5:voided}}."""
{f:5:Beatrice},"""{p:2:Maybe he's in the bathtub}!!"""
Dlanor,"""{p:1:Searched and {f:5:voided}}."""
{f:5:Beatrice},"""{p:2:Inside the closet! Under the desk! Behind the curtains}!!"""
Dlanor,"""{p:1:Searched and {f:5:voided}. {f:5:Voided}. {f:5:Voided}}."""
{f:5:Beatrice},"""{p:2:Behind the bookshelf, behind the closet, under the carpet, under the floor, above the ceiling, behind the wallpaper, inside the sofa, inside the chair. Inside the bed, inside the blankets, inside the walls, inside a rock, inside a stone, inside the room}!!"""
Dlanor,"""{p:1:Voi{f:5:ded}, voi{f:5:ded}, voi{f:5:ded}. Voi‐voi‐voi‐{f:5:dead‐dead‐dead}! Voi‐voi‐voi‐voi‐voi‐voi‐voi‐voi‐{f:5:death‐death‐death‐death‐death‐death‐death‐death}! <Die the DEATH>! <Sentence to DEATH>! <Great equalizer is the DEATH>}!!"""
,No locations would work against Dlanor by this point.
,"Dlanor took Beato's final desperate onslaught head‐on, turning everything back with a far stronger power of denial!"
,Smack them down! Beat them down with overwhelming force!!
,No longer is there any place in this study for Kinzo to escape to...!!
,"Beato was blown back like a leaf dancing in the wind, knocked around over and over again like an empty can lying on a road."
,"By now, no matter how many times Beato used the blue truth, it wouldn't be able to defeat Dlanor's red truth..."
Furudo Erika,"""Hahahahaha, ahhaha{0}ha{0}ha{0}ha{0}ha{0}haha...!! .........You witches are truly pitiful beings. ......You just try to talk your way out of things endlessly in an attempt to cover up the truth. Let me borrow Dlanor's words. ......I'm disappointed, {f:5:Beatrice}‐san. ...*giggle*giggle*giggle*!"""
{f:5:Beatrice},"""......guh........................ggghh......"""
,"Erika coldly delivered these decisive words to Beato, ......who was crawling on the ground."
Furudo Erika,"""Detective's authority. The detective has the right to inspect all crime scenes. And I have exercised that right. Therefore, I can say this."""
Furudo Erika,"""Kinzo‐san is not inside this room. Furthermore, this room is a perfect locked room. From the above two points, I can state this fact: This room has been uninhabited all along. Natsuhi‐san was lying about having met Kinzo‐san here last night! And that is checkmate, {f:5:Beatrice}‐san...!"""
Furudo Erika,"""*giggle*giggle*, ......ahahahaha, ahhah{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}haa{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}haha! What do you think of that? All it takes is the presence of this room, and a deduction like this becomes trivial for Furudo Erika! Your thoughts, ladies and gentlemen?! Ahha{0}ha{0}ha{0}hah{0}hah{0}hah{0}ha{0}a{0}aahh!!"""
,"At these words, the final wedge shattered, and at the same time, the pitch‐black gate which was about to open shattered once again."
,"This time, the warp portal had been completely destroyed..."
,No longer would Kinzo be permitted to exist in this room......or escape from it...
,Beato struggled to her feet......but that was the best she could do.{n}She no longer had the energy to fight.
,She had taken all of the denying red head‐on from close range.
,"It was all she could do to withstand the pain, which was so strong it felt like she'd vomit up all her insides..."
,"Even Beato, who had held a monopoly on the title of strongest and most evil witch all this time, ......couldn't do a thing against a witch hunter."
,"No matter how sturdy a sandcastle you build on the beach, it can never win against the rising tide......"
{f:5:Beatrice},""".........S‐sorry, Kinzo... ......She really is...too tough for me......"""
Ushiromiya Kinzo,"""{f:5:Beatrice}, I thank you. ......You've fought so hard for me despite your lingering grudge."""
{f:5:Beatrice},"""I guess it's true that your life flashes by when you see death coming. ......I've remembered how you once looked when you were young. .........You were annoyingly like Battler."""
Ushiromiya Kinzo,"""Battler is now carrying on everything, including my soul and the right to lead the family. I no longer have any regrets...!"""
{f:5:Beatrice},"""............Battler............ ...My apologies... ...Though I swore to fight with you once again, ...I must settle my accounts with something like this... ......How pitiful..."""
Ushiromiya Battler,"""................................."""
,"To Beato, it seemed as though Battler had met her gaze.{n}......There was no way he could have."
,This Battler was the piece Battler.{n}There was no way he could see Beato in this higher‐level world.
,"However, his eyes really did meet hers.{n}Even though they couldn't have, .........Beato was sure they did."
,"As Erika, Eva and the others closed in on Natsuhi, questioning her over and over, ......only Battler stood apart from that tumult."
,His expression held none of the enthusiasm and excitement that the other humans had.
,It just piercingly and coldly surveyed the scene.
,And the expression on his face......was a quiet displeasure. Anger.
,He wasn't feeling compassion for Natsuhi because her lie was about to be exposed.
,"However, he couldn't forgive Erika, who was simply enjoying the ""intellectual rape"" of cornering Natsuhi, or any of the people going along with her."
,"Then, he whispered softly."
Ushiromiya Battler,"{a:c:"".........No good.""}"
,Beato and the others definitely heard that...
{f:5:Beatrice},"""You don't think......Battler might...turn things around from this weakened position......?"""
Ushiromiya Kinzo,"""......I probably could have done it, back in the day. ......And Battler can probably do it."""
{f:5:Beatrice},""".........Battler..."""
Ushiromiya Kinzo,"""Battler... ......If you are indeed the man who will inherit everything from me, ......now is the time to prove it...! Don't let the legend of the Golden Witch end here......!"""
Ushiromiya Natsuhi,"""It's true that I met Father here last night!! It's true!! And he spoke to me of the Ushiromiya family's glorious history, as well as the burden of bearing it..."""
Furudo Erika,"""Your lie has already been exposed, Natsuhi‐san. We already know that you were alone in this room last night."""
Furudo Erika,"""Would you please give this up now and launch into your confession? The culprit's refusal to capitulate is proportional to the poor quality of a mystery. At least show me that this third‐rate mystery had some redeeming qualities in the end."""
Ushiromiya Battler,""".........Yeah, this is no good. No goddamn good at all."""
,"Battler, who had been silent off by himself up until then, finally spoke."
,"At first, it sounded as though he was attacking Natsuhi."
,"......However, when Erika realized he was glaring directly at her, her expression visibly clouded with displeasure."
Furudo Erika,"""Exactly what......is no good?"""
Ushiromiya Battler,"""If the mystery is third‐rate, then so is the detective. ......Listen up. I'll be Grandfather for you."""
{f:5:Beatrice},"""......B‐......Battler......?!"""
Furudo Erika,"""You'll be......Kinzo‐san? Are you saying you'll become Kinzo‐san to reenact his disappearance from this room?"""
Furudo Erika,"""......You can't possibly...intend on denying my checkmate...? ......That's ridiculous!!!"""
Dlanor,"""......What is this man {f:5:saying}?"""
Ushiromiya Battler,"""Hey, new girls. .........Is this is your first game here? Sorry, but calling checkmate after something like that is no good. Yeah, it's no goddamn good at all...!!"""
Ushiromiya Rudolf,"""Wh‐what are you talking about, Battler? You're gonna be Dad......?!"""
Ushiromiya Battler,"""Yeah. I'll reenact it. I'll become Grandfather and disappear from this room."""
Ushiromiya Hideyoshi,"""Y‐you can't use the windows or the door! How're you gonna do it...?!"""
Gohda Toshiro,"""Did you find where the hidden door is?!"""
Kumasawa Chiyo,"""We don't have a clue... Yes, not a clue...!!"""
,Rustle.
,.........That sound wasn't just the noise of the onlookers fidgeting.{n}...It was a provocative chill that ran up Erika's spine.
Furudo Erika,""".........I like it. Yes, you are after all the Ushiromiya family head, the one who bears the Head's Ring. That should more than qualify you to stand in for Kinzo‐san. .........So let's hear your deduction!!"""
,Erika's expression was no longer a challenging smile.{n}......It was malicious. Extremely displeased.
,She couldn't conceal her anger at having her most pleasurable moment ruined.
{f:5:Beatrice},"""......H‐......how will he...get us out of here......?"""
Ushiromiya Kinzo,"""Heh, ......heheheheh... ......I've got it. I see, so that move is still available."""
Ushiromiya Battler,"""So you finally figured it out, you damn geezer. Hidden doors and hiding under the bed...... All that stuff is so pathetic I was almost weeping for you. This is {i:the} Ushiromiya Kinzo we're talking about here. ......There's got to be a more thrilling and exciting answer."""
Ushiromiya Kinzo,"""Exactly. How pitiful that I couldn't even match my own ingenuity. And how pitiful that with all these relatives of mine present, the only one to understand me is the grandson who's returned after six years of absence. .........Battler, you are my acting proxy. Do not disgrace my legacy!"""
Ushiromiya Battler,"""Sure thing, Gramps!! I'll teach these guests what the majesty of the Ushiromiya family head is all about!!"""
Ushiromiya Natsuhi,"""What are you planning to do...Father...?!"""
Ushiromiya Kinzo,"""Wahhahahahaha!! Natsuhi, {f:5:Beatrice}, stand by and watch! ......We'll show you what it means to be the head of the Ushiromiya family!"""
{f:5:Beatrice},"""...That Battler, what is he trying to prove......?"""
Furudo Erika,"""There's no way he can do anything. ......This is a perfect locked room!"""
Ushiromiya Battler,"""Aunt Natsuhi, come over here. I'll tell you how I want you to move."""
,Battler called Natsuhi over to the window and whispered something to her with his back towards the others...
Furudo Erika,"""......Miss Dlanor, there isn't a remote chance of a mistake, is there? It {i:is} impossible for Kinzo and the witch to slip out of this room, correct?"""
Dlanor,"""Of {f:5:course}. ......Gertrude, Cornelia, and the imperial guard, double check that the seal of this locked room is {f:5:perfect}."""
Gertrude,"""For your attention: I beg to inform you of the following. Our barrier is perfect."""
Cornelia,"""For your attention: there are no hidden doors, and escape will not be granted through the door or the windows! Guards, if Battler breaks through the barrier, fire your arrows without hesitation!"""
Chiester00,"""Ch‐Chiester Troops, roger. Battler‐sama, prepare yourself...!"""
Chiester45,"""Escaping from this room...is impossible...!"""
Chiester410,""".........But he'll do it nyeh."""
Chiester45,"""H‐how...?!"""
Chiester410,"""He's certain he can succeed even without any basis. That's what it means to be the Ushiromiya head nyeh...!"""
Ronove,"""............True. Let's watch."""
Gaap,"""Yeah. ...Let's see the majesty of Riiche's opponent...!"""
Ushiromiya Battler,"""Then I'll begin."""
,Everyone nodded and watched Battler's every move...
Ushiromiya Battler,"""So I'm Grandfather, and I was lying in bed like this, grunting my understanding of Aunt Natsuhi's report or whatever."""
,Battler laid down on the bed himself.
,"As if it still mattered now, Erika grumbled about disturbing the crime scene, but no one listened to her."
Ushiromiya Battler,"""Then, I stop answering and fall asleep. .........Well, realistically speaking, I probably get tired of all that talking and only pretend to be asleep."""
Ushiromiya Kinzo,"""Ahahahaha! You know me too well...!"""
Ushiromiya Natsuhi,"""I, ......I see that Father has gone to sleep, ...bow silently, and leave."""
,"Natsuhi lowered her head to Battler, who was still lying down in the bed, and turned around..."
,"Then, she started wandering around, as though doing an inspection of the room."
Ushiromiya Battler,"""......After seeing Grandfather go to sleep, Aunt Natsuhi apparently performs an inspection of the room before leaving."""
Ushiromiya Battler,"""Of course, she has Shannon‐chan and the others clean it every day, but she still checks it thoroughly herself. ......Making sure there was no dust piling up. Making sure that he hadn't run out of any consumables."""
Ushiromiya Natsuhi,"""Y‐yes. This is the family head's treasured room, so I check everything carefully myself instead of relying entirely on the servants. I do this every single time."""
Shannon,""".........Th‐that's true. Madam always checks things very carefully."""
Kanon,"""Her inspection is very detailed, and she even checks all of the consumables in the washroom one by one."""
Ushiromiya Battler,"""In other words, it's not just dust on the windowsill like you see all the time on TV. .........She even checks to see that there's enough soap and toilet paper in the washroom. Pretty devoted, if you ask me. It wouldn't kill you to skip a day from time to time."""
Ushiromiya Natsuhi,"""Th‐that is my routine. I mustn't become complacent in my inspection of the head's room for even a single day."""
Furudo Erika,"""............What is your point? Please don't waste our time putting on airs."""
Ushiromiya Kyrie,"""*giggle*. Isn't putting on airs the detective's right?"""
Furudo Erika,"""Nn, gah, ......{i:I}...am the...d‐detective........."""
Ushiromiya Battler,"""Since we're inside the study, you can probably tell, but even though we call it a study, it wouldn't be wrong to call it a second house inside the mansion."""
Ushiromiya Battler,"""It has a sleeping room, a study, a washroom, and even a toilet and bath. So it's not so much a ""room""...as it is a ""house""."""
Dlanor,"""......Thank you for the explanation of the study's {f:5:layout}. However, the move of having him hide somewhere within it has already been {f:5:defeated}."""
Ushiromiya Battler,"""There won't be any hiding. But I'm pretty sure there are plenty of blind spots. ......For example, if Aunt Natsuhi went into the bathroom to check the amount of toilet paper, most of the study would be out of her sight range."""
Ushiromiya Battler,"""......In other words, for almost every location in the study, the observer would have disappeared."""
Chiester45,"""!! ......O‐observer disappearance...! We've lost track of Kinzo...!"""
Gertrude,"""For your attention: I beg to inform you that the witch's darkness is filling the study."""
Ushiromiya Kinzo,"""Good. ......It's being filled with the power of darkness. Heh{0}eh{0}eh{0}eh{0}eh{0}eheh!"""
Furudo Erika,"""And so what if the observer...if Natsuhi left...? ......So what?!"""
Ushiromiya Battler,"""When Grandfather noticed that fussy Aunt Natsuhi finally leaving, he got up."""
Furudo Erika,"""Why?!"""
Ushiromiya Kinzo,"""Wahhahhahhahhahha!! On a night of madness such as this, nothing goes better with a drink than enjoying the mad weather of the night sky!!"""
Ushiromiya Battler,"""......Because Aunt Natsuhi was in the blind spot of the bathroom, it becomes possible for Grandfather to walk about the study at will."""
,It was possible for him to move without Natsuhi's knowledge.{n}It was possible for him to move without contradicting what Natsuhi knew!
Chiester00,"""Warning! Battler is approaching the study door!"""
Gertrude,"""For your attention: a loud noise is produced when the lock on the study door is released. Know that {p:1:you cannot leave through the door without drawing Natsuhi's suspicion}."""
,"Because Battler had acted as though he was heading for the door, Gertrude, who was sealing the door, immediately issued a warning."
,Maybe it was possible for him to leave the study while in Natsuhi's blind spot.
,......However.
Furudo Erika,"""That's right...the sound!! We know there's a loud sound when the auto‐lock's released! Even if Natsuhi was in a blind spot inside the study, she wouldn't have missed the loud sound of the auto‐lock releasing. There's no {i:way} she wouldn't find that odd...!!"""
Gertrude,"""For your attention: I beg to inform you that {p:1:Natsuhi did not hear the sound of the door opening while in the room}."""
,"The washroom and toilet are very close to the door.{n}Even if they hadn't been, that auto‐lock always lets off such a massive sound."
,She'd be able to hear that sound no matter what.
,"Natsuhi had already spoken with Erika and the others about the details of the previous night, and she had made it quite clear that nothing out of the ordinary had occurred."
,The argument that Natsuhi could have failed to hear the lock would not work...!
Gertrude,"""For your attention: I further inform you of the following. {p:1:Kinzo entering or exiting through the door will not be permitted}."""
Cornelia,"""For your attention: I beg to inform you that this is a useless struggle! It is foolish in the extreme...!!"""
Ushiromiya Battler,""".........It's true that I can't break through the red of that girl by the door. .........But what about you over there by the window?"""
Cornelia,""".........!"""
,"Turning his back to Gertrude, who claimed that leaving through the door was impossible, Battler locked his gaze on Cornelia, who stood in front of the window."
Ushiromiya Battler,"""Make sure you hold that barrier of yours up tight. ......Or else you're gonna be.........{i:sent flying}."""
,"By now, Battler's target was clear. .........It was Cornelia.{n}And......it was the window."
,He was going......to smash this locked room from the window.
,"Not expecting to be chosen as the target herself, Cornelia was overawed for just a second, but she quickly regained her composure."
,"Although it was rare, it happened sometimes that a witch struggling to flee would directly target the one setting up the barriers."
,And it was always the witch's last futile resistance at the brink of death!
Gertrude,"""For your attention: I beg to inform you of the following. Battler's target is you, Cornelia. I ask that you be on your guard."""
Cornelia,"""It is foolish in the extreme! God, have pity on this foolish lamb...!!"""
Ushiromiya Battler,"""I'm no lamb. ......The head of the Ushiromiya family is an eagle. Even if he only has one wing. .........Don't think you can keep me shut up in this study forever with just a flimsy window like that."""
,"......Starting from a low posture, ......both silent and supple, ......Battler ran forward like a white leopard."
Furudo Erika,"""............Th‐......this guy......couldn't possibly mean to.........!!"""
Cornelia,"""............!! Th‐this is...... .........gh. F‐for your attention...! There is no way to defeat my red! Know that your wish will not be granted...!!"""
,"Cornelia thrust out both her arms and drew a sign.{n}When she did, a red barrier blocked the way ahead of Battler."
Cornelia,"""I beg to inform you that this is useless, Ushiromiya Battler...! For your attention: my {p:1:windows are sealed from the inside, and Natsuhi did not help Kinzo to escape}...!!"""
Ushiromiya Battler,"""{p:2:I'm not saying Aunt Natsuhi helped Grandfather escape. ......What if Grandfather snuck out, keeping it a secret from Aunt Natsuhi}?!"""
Furudo Erika,"""Wh‐why would Kinzo go out the window on his own?!!!"""
Ushiromiya Kinzo,"""On this night of madness, leaping out into the rainy sky...is but a leisure activity to pair with my drink!!!"""
Furudo Erika,"""But this is the third floor! It's impossible!!!"""
{f:5:Beatrice},"""Even you must occasionally jump the bottom step when going down a flight of stairs, right? Three stories is nothing for Kinzo...!"""
Nanjo Terumasa,"""I wouldn't put it past him."""
Kumasawa Chiyo,"""Yes, I wouldn't put it past him."""
Furudo Erika,"""Th‐that's...r‐ridiculous......!!!"""
,"Blue cracks appeared in Cornelia's red barrier, and it shattered with a crisp sound."
,It was all far too quick.
,It looked almost as though she'd gotten out of the way herself in fear of Battler.
Chiester45,"""E‐...{ruby:99.9999999...:endless nine}...!! Magic resistance, {ruby:99.9999999...:endless nine}!!"""
Chiester00,"""Cornelia‐sama, you can't block it, retreat...!"""
,"At the same time the barrier shattered, the window behind Cornelia's back was flung open."
,The curtains fluttered for just an instant.
,"Though it was all filled with rain, the heavens and the courtyard were spread out in front of them...{n}A fitting exit for an eagle leaping from this locked room!"
Dlanor,"""Cornelia, reapply the {f:5:barrier}!!"""
Cornelia,"""As you wish, Supervisor Dlanor! Kn‐know that you will not succeed in breaching this window...!!"""
,Cornelia quickly came back to her senses and set up another red barrier.
,"......However, this was the last one."
Cornelia,"""For your attention: I beg to state the following...!! Let us temporarily assume that Kinzo did escape through the window...! In that case, how did he lock a window which cannot be locked from the outside?! {p:1:The window was locked from the inside}!!"""
Ushiromiya Kinzo,""".........No good!"""
Ushiromiya Battler,"""Yeah, it's no goddamn good at all!!"""
,Kinzo and Battler grinned!
,"She thought this feeble red could block the charge of Battler and Kinzo, the two family heads?"
Ushiromiya Battler,"""{p:2:After Grandfather jumped out the window, Aunt Natsuhi probably noticed a slight draft. She then approached the window, realized that it was wide open, and quickly closed and locked it}...!!"""
Ushiromiya Kinzo,"""{p:2:Natsuhi probably couldn't even imagine that I had slipped out the window}!"""
Ushiromiya Battler,"""{p:2:Yeah!! So it's only natural that Aunt Natsuhi thought Grandfather was sleeping in bed}!!"""
,"Now that Battler had found the answer, the red barrier was more fragile than thin glass."
,"The red magical wall of certainty had been smashed again, so easily that it disgraced the name of certainty itself!"
,Could it be believed?
,That barrier was more firm than any shield Ronove had ever used against Jessica.
,And yet it had been......destroyed so easily...!
,"Though Battler was charging furiously forward and had almost reached Cornelia, she didn't step aside."
,"Her steel spirit, worthy of the name Eiserne Jungfrau, didn't allow her to step aside."
,"She took a talisman from her pocket, placed it in thin air, and drew a sign."
,"Then, not red, but blue burned there.{n}Though it was far more frail than the red barrier, it was her last method of resistance."
Cornelia,"""Y‐you won't get through, you won't!! For your attention, for your attention!! {p:2:Be that as it may, this is the third floor...! How could a wingless human escape from the window}......?!! Know that you won't get through, you wooooooooon't!!"""
Ushiromiya Kinzo,"""Just quit your whining and watch!!!"""
Ushiromiya Battler,"""{p:2:This is the answe{-}e{-}e{-}e{-}e{-}e{-}e{-}er{-}r{-}r{0}r{0}r{0}r{0}ra{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}aahhhh}!!"""
,Battler......flew.
,"He burst through Cornelia's blue barrier, smashing it away, .....and his body flew out the window into the darkness of the rainy sky."
,"The fragments of the blue barrier scattered, leaving blue dust in their wake, coloring the air beautifully."
,The locked room......had been smashed open......!!
,Battler......had jumped from the mansion.
,He was in the sky above the rainy courtyard.
,......All of the raindrops had become small round gems that were scattered through the air.
,Battler was floating through the jewelry‐box world of this beautiful stormy sky filled with countless raindrop gems.
,"In the sky of a world frozen in time, Dlanor and Battler faced each other."
,"If Battler, who had smashed and flown out the window, was like a knight leaping off a white horse, ......then Dlanor, who floated in the air waiting for him, was also a knight."
,"In the air above the courtyard surrounded by the Ushiromiya mansion and frozen in time, ......the true new head of the Ushiromiya family and the disciple of heaven who would test him crossed paths......"
Dlanor,"""......Brilliantly {f:5:done}. Whether you live or die when you fall into the courtyard, it does not change the fact that Kinzo could have broken out of this locked {f:5:room}...!! You are a true martyr, giving up your life to {f:5:jump}...!! You did well to break our locked‐room {f:5:barrier}. I am {f:5:impressed}, Ushiromiya Battler!!"""
Dlanor,"""However, I am Dlanor A. Knox, Chief {f:5:Inquisitor}!! I cannot allow you to escape out from under my {f:5:nose}...! Now, at the end, allow me the honor of crossing swords with {f:5:you}!!"""
Ushiromiya Battler,"""Sure, bring it on. ......This game isn't as easy as it looks."""
,In this world where the gems of rain......fell slowly like large snowflakes on a snowy field.
,......Dlanor and Battler slowly.........crossed paths.
,"It seemed slow. And yet, ......it happened in a flash."
,Their gazes crossed and clashed like lightning.
,"When knight confronts knight, it is always head‐on and decided in a single strike......!"
,Blue and red......crossed paths......
Dlanor,"""{p:2:Was the existence of Natsuhi's blind spot within the study depicted {f:5:beforehand}? If it was not, this theory is {f:5:impermissible}}. {p:1:Knox's 8th: It is forbidden for the case to be resolved with clues that are not {f:5:presented}}...!!"""
,"Dlanor's double strike with both the blue and red blades sliced at Battler, .........and missed."
,"Those longswords, which had never lost in a hundred battles, cut through the empty air......"
Ushiromiya Battler,"""{p:1:When we entered the study, its structure was mentioned clearly}. ......Sorry, little miss."""
,"For the first time, Dlanor showed an expression.{n}......It was a soft smile."
,She had known since long ago that the study's structure had been mentioned.
,"But she couldn't let him escape without making a single strike.{n}As an Inquisitor, she could not do that."
,"So though she had known that she wouldn't make it, she had still crossed swords with Battler."
Dlanor,"""Yes, I {f:5:knew}. ......That answer of yours doesn't violate Knox's eighth {f:5:commandment}."""
Ushiromiya Battler,"""......Don't hold this against me. I hope you're ready."""
Dlanor,"""Yes, {f:5:come}."""
,In Battler's hand......was a blade that shone red.{n}That blade etched out the red truth......
,{p:1:― It wouldn't be an exaggeration to say that Kinzo's study was a small villa he had created inside the mansion.}
,{p:1:― A study. A book archive. A place to sleep. And a bathroom and washroom. It was divided into multiple rooms.}
,That was already presented.
,And it suggests that room‐sized blind spots can exist within the study...
,"Without any mercy, ...no, without any reluctance that would have been dishonorable, ......the sword of red truth cut into Dlanor."
,Its sharp trail cut the countless gemdrops filling the sky into beautiful hemispheres......
Dlanor,"""Brilliant.........{f:5:work}......"""
Ushiromiya Battler,"""........................"""
,Time...exploded into life.
