Speaker,Turkish (TR)
,"Başka bir deyişle, bu cinayetler Büyükbabaya yönelik bir tehditti.{n}......Eğer suçluya altının yerini söylemezse, aile üyeleri teker teker öldürülecekti."
,Ya bu bilmeceyi çözmek zorunda kalan sadece biz değilsek... ...Ya Büyükbabam da çözmek zorundaysa?!
,"Eğer bu şekilde düşünürseniz, bu Büyükbabamın gizemli kayboluşunu açıklar."
,"Eğer suçlu Büyükbabaya saldırmış olsaydı, altı cesedin bırakıldığı duruma bakıldığında, kesinlikle o korkunç makyajla bir yerde sergilenmiş olurdu."
,"Ama buna rağmen onu hala bulamamıştık. ......Bu, Büyükbabamın kaçırıldığı ve bir yerde tutulduğu anlamına mı geliyordu?!"
Ushiromiya Natsuhi,""".........Nasıl olur... .........Demek istediğin, nasıl olur......!"""
Ushiromiya Eva,"""*giggle*giggle*. Kulağa ilginç geliyor. ...Yani Babam bir yerde kapalı tutuluyor, ve onlara altının yerini söylemezse teker teker öldürüleceğimiz tehdidine mi maruz kalıyor?"""
Ushiromiya Natsuhi,"""Bunun nesini ilginç bulduğunu anlamakta güçlük çekiyorum...!"""
,Natsuhi Teyze onu tehdit etti ama Eva Teyze sakince gülümsedi.
Ushiromiya George,"""......Bunca zaman geçmesine rağmen onu hala görmediğimize göre, Büyükbabanın da bu suça karışmış olması neredeyse kesin gibi. Bunu düşündüğünüzde, Battler-kun'un teorisini görmezden gelemezsiniz, değil mi...?"""
Ushiromiya Eva,"""George, sessiz ol. ......İlk olarak, Babam tam olarak ne zaman kayboldu?"""
Ushiromiya Hideyoshi,"""...Babamı en son gören kimdi?"""
Ushiromiya Natsuhi,""".........Muhtemelen bendim. Bu sabah, kocamın ve diğerlerinin nerede olduğunu bilmediğimiz için endişelendiğimizde, Babamın çalışma odasında olabilecekleri hakkında konuşuyorduk, ve ben de odasını kontrol etmeye gittim ve onu selamladım."""
Ushiromiya Natsuhi,""".........Bir düşününce, çalışma odasının anahtarı bunca zamandır bendeydi. Genji, bunu sana geri vereyim."""
,Natsuhi Teyze altın anahtarı çıkardı ve Genji-san'a uzattı...
,Anahtara bakan Eva Teyze kıkırdadı...
Ushiromiya Eva,"""...Hey, Genji-san. Eminim polis babamın odasını didik didik arayacaktır. ...Ne sakladığın önemli değil, nasıl olsa ortaya çıkacak. ......Bu yüzden bize hemen şimdi, burada anlatabilirsin, öyle değil mi?"""
Ronoue Genji,"""............Neyden bahsediyorsunuz?"""
Ushiromiya Eva,"""Çok basit. .........Unutma, babamın çalışma odası kilitli bir oda, anahtar dışında giriş çıkış yok. Bunun nasıl ifade edildiğini ikinci bir kez kontrol etmek istiyorum. Babamın çalışma odasının tek bir girişi var. Peki ya pencereler? Başka giriş ya da çıkış var mı?"""
Ronoue Genji,"""............Başka yok. Kapı dışında içeri girmenin bir yolu yok."""
Ushiromiya Eva,"""Bundan emin misin? Gizli bir kapı falan yok mu? ......Babam burada olmadığına göre, Ushiromiya ailesinin en yüksek rütbeli üyesi benim. Sana Ushiromiya aile reisinin temsilcisi olarak soruyorum. Bunun farkında ol ve bana cevap ver."""
Ushiromiya Eva,"""O odaya ana kapıdan başka giriş veya çıkış yolu var mı? ......Babamın en yakın yardımcısı olarak, eminim biliyorsundur."""
,"Natsuhi Teyze ""en yüksek rütbeli üyesi"" kısmından biraz rahatsız olmuş görünüyordu, ama şimdilik ağzını kapalı tuttu ve Genji'nin cevabını bekledi."
,......Kendimi biraz rahatsız hissetmekten alıkoyamadım.{n}Neden sürekli gizli kapılardan bahsedip duruyordu...??
Ushiromiya Eva,"""Siz de, Kanon-kun, Kumasawa-san—eğer biliyorsanız, bana söylemeyecek misiniz? Eğer varsa, söyleseniz iyi olur."""
Ushiromiya Eva,"""...Eğer yoksa, o zaman birileri bir saniye içinde köşeye sıkışacak. ......Eğer bana gizli bir kapı olduğunu söylerseniz, o zaman tüm argümanım boşa gider."""
,"Eva Teyze hangi kişinin köşeye sıkışmak üzere olduğunu belirtmedi, ...ama konuşmanın akışını takip ettiğimde, Natsuhi Teyze'den bahsettiğini hissetmek zorunda kaldım."
Ushiromiya George,"""......Anne, ...neyden bahsediyorsun?"""
Ushiromiya Eva,"""George, bir süre sessiz kal. .........Ne diyorsunuz? Genji-san? Kanon-kun? Ve Kumasawa-san? Gizli bir kapı var mı? Yoksa yok mu? Genji-san, babamın çalışma odasını yeniden düzenlediğinde, inşaatı denetlemiş olmalısın. Bilmediğini söylemene izin vermeyeceğim."""
Ronoue Genji,"""............Efendi'nin çalışma odasında öyle bir şey yok."""
Ushiromiya Eva,"""Emin misin? Peki ya Tek Kanatlı Kartal'ı takmasına izin verilen Kanon-kun?"""
Kanon,"""......Evet. Eminim. ......Efendi'nin çalışma odasında gizli kapı gibi bir şey yok."""
Ushiromiya Eva,"""Kumasawa-san?"""
Kumasawa Chiyo,"""H-......Hayır, böyle bir şey duymadım..."""
Ushiromiya Eva,"""Peki ya babamla yakın bir ilişkisi olan Doktor Nanjo?"""
Nanjo Terumasa,"""......Ben, ben de böyle bir şeyi hiç duymadım..."""
Ushiromiya Eva,"""Harika! O zaman hazır mısınız? Başlayayım. Gerçekten çok basit."""
,Herkes Eva Teyze'nin gururla anlatmaya başlayacağı şeyin ne olduğunu merak ederek başını şüpheyle yana eğdi.
,...Eva Teyze sanki sadece kendisinin bildiği bir sırrı açıklamak üzereymiş gibi zafer edasıyla güldü.
Ushiromiya Eva,"""Babamı gören son kişi Natsuhi nee-san'dı, değil mi? ...Tam saatini unuttum ama sanırım sabah dokuzdan biraz önceydi."""
Ushiromiya Eva,"""......Nee-san, hatırlıyor musun? Sen Babamın çalışma odasından çıkarken sana rastlamıştım."""
Ushiromiya Natsuhi,"""......Evet, hatırlıyorum. Bunun bir şeyle ne ilgisi var?"""
Ushiromiya Eva,"""Peki Babamın çalışma odasına bir sonraki gidişin? Nii-san ve diğerlerinin cesetlerini bulduktan sonra değil miydi? Benimle birlikte bunu bildirmek için çalışma odasına gittin ve orada olmadığını gördük."""
Ushiromiya Eva,""".........Bu arada, Nee-san. O anda, Babamın çalışma odasına girdiğinde bir şey fark ettin mi?"""
Ushiromiya Natsuhi,""".........Bir şey fark etmek mi? ...Sen neden bahsediyorsun?"""
Ushiromiya Eva,"""Hadi ama. Yerden bir çöp almadın mı? Katlanmış bir fiş."""
Ushiromiya Natsuhi,"""......Bazı çöpler topladığımı hatırlıyor gibiyim. Bunun ne ile ilgisi var...?"""
Ushiromiya Eva,"""O fişi havaalanındaki bir dükkandan şeker alırken almıştım."""
,Eva Teyze çantasından küçük bir şeker torbası çıkardı.
Ushiromiya George,"""...Aah, o şekeri aldığın zamanki fiş mi? ...Ama anne, bu fişin buradaki bir şeyle ne ilgisi var...?"""
Ushiromiya Hideyoshi,"""George, sessiz ol ve biraz daha dinle..."""
,"Hideyoshi Amca'nın ifadesi biraz katıydı.{n}...Her nasılsa, Eva Teyzenin ne demek istediğini anlamış gibiydi."
Ushiromiya Eva,"""Gerçekten sadece bir anda aklıma geldi. Herhangi bir öngörüden kaynaklanmıyordu, ve kesinlikle sana tuzak kurmayı falan planlamıyordum."""
Ushiromiya Eva,"""......İşin aslı, bu fiş... Nee-san, Babamla konuşup odadan ayrıldıktan hemen sonra benimle karşılaştığını hatırlıyorsun, değil mi? Bunu çalışma odasının kapısına o zaman sıkıştırmıştım."""
Ushiromiya Battler,"""......Peki, bu ne anlama geliyor? Natsuhi Teyze o fişi yerden alana kadar kapıyı kimsenin açmadığı anlamına mı geliyor...?"""
Ushiromiya Jessica,"""B-Bekle bir saniye, Eva Teyze...! Fişi sıkıştırmak çok bariz olurdu! Büyükbabam kapıyı açtığında bunu fark etmiş, ilginç bulmuş ve kapıya geri sıkıştırmış olabilir..."""
,Jessica aceleyle karşılık verdi.
,"...Hâlâ bunun ne anlama geldiğini tam olarak bilmiyordu, ama her ne olursa olsun, bunun kendi annesine bir tür şüphe yüklediğini fark etti."
Ushiromiya Eva,"""Elbette, kimse fark etmesin diye fişi çok küçük bir şekilde katladım. Ama düştüğünü gördüğünü varsaysak bile, kapının ne kadar yukarısına sıkışmış olduğunu bilmesine imkân var mı?"""
Ushiromiya Eva,"""Natsuhi nee-san anahtarı çıkarırken kontrol ettim. Fiş hala koyduğum yerden bir milimetre bile oynamamıştı...!"""
Ushiromiya Natsuhi,"""Ben, ......ben neden böyle çocukça bir şaka yaptığını anlayamıyorum! Bahse girerim odamın kapısına o şakayı yapan da sendin!"""
Nanjo Terumasa,"""......Odanın kapısı mı?"""
Ushiromiya Natsuhi,"""...Bu konu hakkında konuşmak hoş olmazdı, o yüzden hiç bahsetmedim, ama bu sabah uyandığımda kapımın dışında bir şakanın izleri vardı, muhtemelen kepengin üzerine çizilmiş olan kırmızı boyanın aynısıydı. Sanki biri kapıyı tırmalamış gibi bazı hoş olmayan izler vardı..."""
Ushiromiya Hideyoshi,"""Bekle, o da ne!? Neden şimdiye kadar bu konuda sessiz kaldın...?!!!"""
Ushiromiya Natsuhi,"""Özür dilerim. O zamandan beri o kadar çok korkunç şey oldu ki, şu ana kadar tamamen unutmuştum."""
Ushiromiya Eva,"""Bunu bilmiyorum ya da umursamıyorum. Senin kapından değil, Babamın odasının kapısından bahsediyorum! Nee-san, sen onun odasında olduğunu kontrol ettikten sonra ve biz olmadığından emin olana kadar, o kapı bir kez bile açılmadı. Babam kapıyı kullanmadıysa nasıl dışarı çıktı?"""
Ushiromiya Natsuhi,""".........Ben, ...bunu bilmiyorum...! Ben de bunu bilmek istiyorum!!!"""
Ushiromiya Hideyoshi,"""Natsuhi nee-san, senden başka kim Babamın odasında olup olmadığını kontrol etti?"""
Nanjo Terumasa,"""En son Kinzo-san'ı dün gece satranç oynarken görmüştüm... ...Akşam yemeğinden hemen öncesine kadar onunla birlikteydim......"""
Ushiromiya Hideyoshi,"""Ondan sonra onu gören oldu mu?"""
Ronoue Genji,"""...............Ben gördüm. Dün gece ona yemeğini ben götürdüm."""
Kanon,"""......Evet. Shannon ve ben de onunlaydık."""
Ushiromiya Hideyoshi,"""Yani o zamana kadar babam kesinlikle odasındaydı. ...Ama, Natsuhi nee-san. Orada olmadığını öğrendiğinde, çalışma odasına olan giriş ve çıkışlar tamamen kilitli gibi görünmüyor muydu? ......Ama böyle bile olsa, bu sabah onunla konuştuğunu söyledin."""
Nanjo Terumasa,"""......Ben, ......herkesin neden bu kadar kasvetli olduğunu anlayamıyorum. ...Biri bana bunu açıklayabilir mi...?"""
Ushiromiya George,"""A-......Anne, baba, siz.........Natsuhi Teyze'nin bu sabah Büyükbabayla görüştüğünü söylemesinin......yalan olduğunu mu söylüyorsunuz?"""
Ushiromiya Jessica,"""Ne-Neden yalan söylesin ki? Annem masum!! Neden yalan söylesin ki!!"""
Ushiromiya Natsuhi,"""Jessica! Sana diline dikkat etmeni söyleyip duruyorum!"""
,Bir anda her şey karıştı...
,"Salon masasının karşısından Eva Teyze ve Natsuhi Teyze birbirleriyle karşı karşıya gelirken, George-aniki de Jessica ile yüzleşiyordu... ......Ne haltlar dönüyor...?!!"
Ushiromiya Eva,"""Unutmayın, dün geceye kadar onu gördüğünü söyleyen birden fazla kişi vardı. Ama bu sabahtan beri Babamı gördüğünü iddia eden tek kişi Natsuhi nee-san."""
Ushiromiya Eva,"""......Ve bir de fişten öğrendiğimiz şu garip gerçek var. ...Peki, bu noktaları nasıl birleştirebiliriz...?"""
,Eva Teyze herkesi hayal güçlerini zorlamaya çağırdı...
,"......Elbette, o fiş önemli bir noktaya dönüşebilir.{n}...Ama başka hangi noktaya doğru bir çizgi çekebileceğimi bilmiyordum...!"
,"Eva Teyze'nin beklediği cevap.........Natsuhi Teyze'nin, Büyükbabanın bu sabah o odadaymış gibi görünmesi için yalan söylediğiydi."
,Ve Eva Teyze'nin bir anlığına aklına gelen bu yaptığı şey......bunu ortaya mı çıkarmıştı?
Ushiromiya Jessica,"""Bu lanet şey hiç mantıklı değil!! Annem neden yalan söylesin ki?!! Bunun için hiçbir sebebi yok!!"""
Ushiromiya Eva,"""......Ben de bunu bilmek istiyorum."""
Ushiromiya Eva,"""Ama Jessica-chan. Babamın odada olduğu konusunda yalan söylemesi için hiçbir neden olmadığını söyleyemezsin, değil mi? Dedektif romanlarında arada bir görürsünüz. Bir mazeret yaratmak için ölüm zamanını saptırma numarası."""
Ushiromiya Jessica,"""Se-Sen neyden bahsediyorsun?! Bunu hiç duymadım bile!!"""
Ushiromiya Eva,"""...Babamı henüz bulamadık, ama normal olarak düşünürseniz, çoktan öldürüldüğünü varsaymak doğal olacaktır. Bu durumda, yakında cesedini bulmayı beklemeliyiz."""
Ushiromiya Eva,"""...O noktada, ölüm zamanı üzerinde sahtecilik yapılabilirse, Natsuhi nee-san bir mazeret yaratabilir. ......Anladınız mı? Millet?"""
,"...Bu sabah, Natsuhi Teyze Büyükbabamın orada olup olmadığını kontrol etmeye gittiğinde yalan söyledi, ...ve Büyükbabam o sırada çoktan ölmüş müydü?"
,"...Ve, cesedi bir yere taşıdı ve orada öldürülmüş gibi görünmesi için örtbas etti."
,......Ve sonra diğer herkesle birlikte kalıp bir mazeret yaratabilirdi.
,"......Ve sonra, ""Birinin bağırdığını duydum!"" ...ya da onun gibi bir şey söyleyip oraya koşabilir ve herkesle birlikte cesedi bulan ilk kişi olabilirdi... Eva Teyze'nin söylemeye çalıştığı şey bu muydu......?"
Ushiromiya Natsuhi,"""Ne kadar gülünç. Dedektiflik romanları hoş bir eğlenceden başka bir şey değil! Böyle düşüncesiz bir fikri ancak onları sürekli okuduğun için aklına getirebilirsin!"""
Ushiromiya Jessica,"""Evet!! Ölüm saatini biraz uydurmaya çalışmış olsa bile, polis otopsi yaptığında tüm bunlar bir anda anlamsız olur!!! Eski kitaplardaki insanları kandırabilir, ama modern Japonya'da böyle bir numaranın işe yarayacağını gerçekten düşünüyor musun?! Delirdin mi sen?!"""
Ushiromiya Eva,"""......Öyle mi diyorsun? Bu sabah, Doktor Nanjo cesetlere baktığında, ölüm zamanı hakkında sadece belirsiz bir tahminde bulunabildi, değil mi? Otopsi sonuçları cesedin çevresinden ve bireysel özelliklerinden büyük ölçüde etkilenir. Bu, birkaç saatlik belirsizliği olan çok tahmini bir değerdir."""
Ushiromiya Eva,"""Ve ne yazık ki polisin bilimsel araştırması yarına kadar beklemek zorunda. Modern Japonya'da bile ölüm zamanını bu kadar doğru ölçmek kolay olmaz. Değil mi, Doktor Nanjo...?"""
Nanjo Terumasa,"""............Bir cesedi incelemek hem deneyim hem de içgüdü gerektiren son derece zor bir iştir... Yanlış teşhis oranının çok yüksek olduğunu duymuştum... Sadece birkaç saatlik bir yanlış teşhisin çok mümkün olabileceğini düşünüyorum..."""
Ushiromiya Hideyoshi,"""...Ancak, bir mazeret için bu fazlasıyla yeterli! Bu sadece klişe bir numara değil! Gerçekten işe yarayan bir numara! ......Natsuhi nee-san. Senden şüphelenmek istediğimiz falan yok, tamam mı? Bu yüzden sadece masum olduğunu kanıtlamanı istiyoruz."""
Ushiromiya Natsuhi,"""Kanıtlamamı istediğiniz masumiyet nedir?!! Bu sabah kesinlikle Babamla konuştum!! Ve bana Tek Kanatlı Kartal'ı kalbime kazımamı söyledi... ......Bunu söylediğini de mi inkâr ediyorsun?!!"""
Ushiromiya Natsuhi,"""Buna kesinlikle izin vermeyeceğim!! Babamın bu sözleri söylediğini inkâr etmenize izin vermeyeceğim!!"""
Ushiromiya Eva,"""......Ya da belki de babamın bedeni hiç ortaya çıkmayacak? Normalde bir kişinin resmi olarak öldüğünün ilan edilmesi için yedi yıl boyunca kayıp olması gerekir. Bu, Babamın neredeyse bitmek üzere olan ömrünü yedi yıl daha uzatmanın ve tüm servetini kendinize saklamanın akıllıca bir yolu olmaz mıydı!?"""
Ushiromiya Natsuhi,"""B-Bunu söyleyip paçayı sıyırmana izin veremem!! Daha fazla konuşmana izin veremem!!"""
Ushiromiya Natsuhi,"""Ben Ushiromiya Natsuhi'yim!! Tek Kanatlı Kartal'ı vücudumda taşımaya hakkım olmasa da, kesinlikle kalbimde taşımaya hakkım var!! Reis'in halefi Krauss'un eşiyle—onun yerine geçecek kişiyle bu şekilde konuşmak—kesinlikle iğrenç!"""
Ushiromiya Eva,"""Ne? O silahla beni vuracak mısın? Devam et. Neden ateş etmiyorsun?! Bir çıkış yolu bulamadığın için çaresizsin, değil mi?! Yap hadi, ve gerçeği şiddetle gizlemeye çalış...!!"""
Ushiromiya Natsuhi,"""S-......Seniiiiiiii!!!!"""
,Natsuhi Teyze'nin silahı hazırda tutup birilerini tehdit ettiği falan yoktu.{n}Ama Eva Teyze ona böyle yapmasını söyledikten sonra silahını hazır şekilde tuttu!
,"...Şaşırtıcı olmayan bir şekilde, işler bu aşamaya geldiğinde Jessica ve Genji-san onu durdurmaya çalıştı."
Ronoue Genji,"""...Madam, lütfen kendinizi sakinleştirin......!"""
Ushiromiya Jessica,"""Anne, sen yalan söylemiyorsun! Bu saçmalıkları dinlemene gerek yok!!"""
Ushiromiya Hideyoshi,"""......Sakin ol, Natsuhi nee-san. Babamın kesinlikle o odada olduğuna yemin etmen gerekmiyor mu? Neden bu kadar telaşlanıyorsun...?"""
Nanjo Terumasa,"""...Bu-...Bu doğru. Natsuhi-san yalan söylemiyor. Bunun sona erdirmeniz gerekmiyor mu...?"""
Ushiromiya Eva,"""O zaman açıklama istiyorum. Babam odadan kaybolmayı nasıl başardı? ...Pencereler içeriden sıkıca kilitlenmişti. Ve unutma, kapı da!"""
Ushiromiya Eva,"""......Eğer bu sabah gerçekten babamla konuştuysan, ...Natsuhi nee-san, o zaman onun bu ""açılmamış kapı"" kilitli oda senaryosundan nasıl kaybolduğunu açıklamalısın. Eğer açıklamazsan, bu senin bir yalancı olduğun anlamına gelmez mi?"""
Ushiromiya Natsuhi,"""Benimle daha ne kadar alay etmeyi planlıyorsun......?!!!"""
Ushiromiya Eva,"""Tartışmak istiyorsan, devam et!! Doğru, hemen şimdi burada açıklamayı dene. Ondan sonra, senden şüphe ettiğim için özür dileyebilirim. Babam o kilitli odadan çıkmayı nasıl başardı?!!"""
Ushiromiya Natsuhi,"""Bunu açıklayamam, açıklamama gerek de yok!!"""
Ushiromiya Eva,"""Gerçekten mi? O zaman ben açıklayayım! Benim ve senin bakış açımızdan en iyi kısımları alıp daha dostane bir açıklama bulacağız! ......Dediğin gibi, babamın bu sabah hala odasında olduğuna inanacağım."""
Ushiromiya Eva,"""Ama bir sonraki sefer kapı açıldığında Babam orada değildi. Buraya kadar herhangi bir itirazın var mı?"""
Ushiromiya Natsuhi,"""Söyleyeceğin başka hiçbir şeyi dinlemek istemiyorum!! Kapa şu anlamsız çeneni!!"""
Ushiromiya Eva,"""Mantığım şöyle işliyor. Her iki seferde de o kapıdan geçen tek kişinin sen olduğunu doğruladım. Ve fiş de bunun kanıtı! Peki Babamın odadan nasıl çıktığı bilmecesinin cevabı ne?"""
Ushiromiya Eva,"""Pencere! Pencereden dışarı çıktı. ......Natsuhi nee-san, Babamı çalışma odasının üçüncü kat penceresinden avluya ittin!!!"""
Ushiromiya Natsuhi,"""....S—SENİİİİİİİİİİİİİİİİ!!!"""
Kanon,"""Madam, lütfen sakin kalın...!!!"""
Kumasawa Chiyo,"""Eva-sama... Lütfen buna son verin.....!!"""
Ushiromiya Eva,"""Babam avluya düşerek öldü, ve sen de kapı ve pencereleri kontrol edeceğini söyleyerek ayrıldıktan sonra gidip cesedi bir yere sakladın! Muhtemelen o sırada ölüm zamanını saptırmak için bazı önlemler aldın, değil mi?!"""
Ushiromiya Hideyoshi,"""......Tüm bunlar Krauss nii-san ve diğerleriyle ilgili davayla ve ayrıca dün gece {f:5:Beatrice}'le olan davayla bağlantılı! Natsuhi-san'ın bu vakalarda şüpheli olma ihtimali çok yüksek... Normalde bunu söylemek istemezdim."""
Ushiromiya Hideyoshi,"""...Ama artık her şey açığa çıktı, yapabileceğim başka bir şey yok...! Lütfen, Natsuhi nee-san! Lütfen nasıl masum olabileceğini açıkla!! Yoksa senden şüphelenmekten başka bir şey yapamam...!!"""
Ushiromiya Natsuhi,"""Neden ben?!! Neden ben, Ushiromiya Natsuhi, bu şekilde aşağılanmak zorundayım!!!!!!!!"""
,...............Hmm. ...Görünüşe göre herkes söyleyeceğini söyledi.
Ushiromiya Battler,"""Ihihihi. ...Bu iyi değil. {i:Hiç iyi değil}, Eva Teyze."""
Ushiromiya Jessica,"""...Bu-...Bu ""iyi değil"" ile ne demek istiyorsun Battler...?"""
,"Jessica başını kaldırıp bana baktı, her kelimemi dikkatle dinliyordu.{n}Eva Teyze'nin ifadesi her zamanki gibi sakindi."
Ushiromiya Eva,"""......Hiç iyi değil mi diyorsun? Neymiş o? Battler-kun, açıkla."""
Ushiromiya Battler,"""Bunu sadece tek bir açıdan görebiliyorsun—bu yüzden Natsuhi Teyze olması gerektiğine ikna oldun. ...Onu savunduğumdan değil ama şah mat blöfü yapmak işe yaramayacak."""
Ushiromiya Battler,"""Bence bu fiş üzerine kurduğun teori kabul edilebilir. Kötü bir mantık örgüsü değil. Ama en iyi ihtimalle 65 veririm. Ama biliyor musun, eğer bu bir sınav olsaydı, bu sana fazladan ceza dersi aldıracak kadar kötü olurdu. Ihihi!"""
Ushiromiya Eva,"""...Amanın. Peki, fişle mühürlenmiş bir kapıyı benim teorim dışında nasıl kırıp da Babamın ortadan kaybolmasını sağlayabilirsin?!"""
Ushiromiya Battler,"""Teorinin ilginç olduğunu itiraf ediyorum. Ve eğer Büyükbabayı ortadan kaldırmanın seninkinden başka bir yolu olmadığını kesin olarak söyleyebilirsek, o zaman onu son gören kişinin, Natsuhi Teyze'nin sorumlu olması gerektiğini kesin olarak söyleyebiliriz."""
Ushiromiya Battler,"""Ancak, onun hala masum olma ve bu suçlamaların yanlış olma ihtimali olduğu için, bu iddiada bulunamazsın!!"""
Ushiromiya Eva,"""......Hmm...... O halde, Battler-kun, Natsuhi nee-san dışında Büyükbabanı ortadan kimin kaldırmış olabileceğini söylüyorsun? Nee-san dışında başka birinin bunu yapması imkansız. Fişim bunu kanıtlamadı mı?"""
Ushiromiya Eva,"""O çalışma odasını Natsuhi nee-san, ilk ziyaret ettiği andan birlikte ziyaret ettiğimiz ikinci ana kadar, çalışma odası mükemmel bir kilitli odaydı ve kilitli odanın mührü kırıldığında, o çoktan kaybolmuştu! Eğer bu onun suçlu olduğunu kanıtlamıyorsa, ne tür bir numara kullanmış olabilirler?!"""
Ushiromiya Battler,"""Dediğim gibi sadece 65 puan Eva Teyze. O zaman ""satranç tahtasını ters çevirmeyi"" deneyelim mi? Mesele Büyükbabayı dışarıdan nasıl yok ettikleri değil. Büyükbabanın içeriden nasıl kaybolduğunu düşünün."""
Ushiromiya Battler,"""Kapıya fiş sıkıştırılmıştı, bu yüzden kullanılamazdı. Ayrıca pencereden de çıkmış olamaz, çünkü pencereler dışarıdan kilitlenemez ve çalışma odasını ziyaret ettiğinizde kilitli olup olmadıklarını kontrol ettiniz. Yani pencereler de kullanılmamıştı. O noktada çalışma odası gerçekten de kilitli bir odaydı. Bunu kabul etmek zorundayız!"""
Ushiromiya Battler,"""Ancak, çalışma odası sonsuza kadar kilitli bir oda olarak kalmadı. Fiş tarafından oluşturulan mühür kaldırıldığında, kapıyı kullanmak ve kapıdan kaçmak mümkün hale geldi."""
Ushiromiya Battler,"""...Başka bir deyişle, mesele Natsuhi Teyze'nin Büyükbabayı nasıl ortadan kaldırdığı değil. ...Aksine Büyükbabanın nasıl kaçabildiğini düşünmeliyiz!"""
Ushiromiya Battler,"""Büyükbabanın çalışma odası sıradan bir çalışma odası değil, doğru muyum? Genji-san'ın dediğine göre, tuvalet, mutfak ve hatta yatak odası bile var, neredeyse küçük bir ev gibi. ......Örneğin yatağın altına saklanırsa, ikinizi de ortadan kaybolduğunu düşünmeniz için kandıramaz mı?"""
Ushiromiya Battler,"""Eva Teyze, sen bile bu kadar dikkatli kontrol etmedin değil mi? Ve sonra ikiniz onun orada olmadığını düşünerek merdivenlerden geri aşağı indiniz."""
Ushiromiya Battler,"""O vakitte, fiş çoktan gitmişti! Başka bir deyişle, eğer Büyükbaba kilitli olduğu süre boyunca odasında saklandıysa, ve ikinizin gelip gitmesini bekledikten sonra kaçtıysa, bu kilitli odayı hemen kırıp açabiliriz!!"""
Ushiromiya Eva,"""O-O da ne?! Babam neden böyle garip bir şey yapıp sonra da odadan kaçmak istesin ki?! Bu kadar absürtleşme!"""
Ushiromiya Battler,"""Evet, absürt olabilir. Ama yine de Natsuhi Teyze'nin haksız yere suçlanma ihtimali olduğunu gösteriyor. Eva Teyze, fişin mükemmel değildi. Satrançta buna şah diyebiliriz, ama bu bir şah mat değil!!"""
Ushiromiya Battler,"""Ve en hoşuma gitmeyen şey, Natsuhi Teyze'ye bunu açıklaması için nasıl baskı kurduğunuz ve sonra da açıklamazsa suçlu olması gerektiğini düşünmeniz! Bu mantık olarak sayılıyorsa, neden bana, Ushiromiya Battler'a......"""
Ushiromiya Battler,"""...satranç tahtasını bir kez daha ters çevirmesine izin vermiyorsun!!"""
Ushiromiya Battler,"""Eva Teyze, senin mantığına göre, ......bize burada hemen şimdi, sen ve Hideyoshi Amca'nın neden dün gece o altı kişiyi öldürüp sonra da konukevine dönmüş olamayacağınızı açıklamalısın...!"""
Ushiromiya Battler,"""Natsuhi Teyze'yi açıklama yapmaya zorluyorsun. Eminim kendi masumiyetini de kanıtlayabilirsin, değil mi?! Büyükbabanın tüm serveti bir anda avuçlarının içine düşen Eva Teyze!!"""
Ushiromiya Jessica,"""Do-Doğru ya, Eva Teyze, sen de oldukça şüpheli değil misin?!! Annemin onu en son gören kişi olduğu için şüpheli olduğunu söylüyorsan, Eva Teyze, o zaman babamı ve diğerlerini en son gören kişi olan sana ne demeli?!! Battler'ın dediği gibi, onları öldürenin sen olmadığını kanıtla!!!"""
Ushiromiya George,""".........Anne, ben de senin mantığının biraz fazla aceleci olduğunu düşünüyorum. ......Fiş eminim önemli bir ipucuydu."""
Ushiromiya George,"""Ancak, Battler-kun'un da dediği gibi, bu Natsuhi Teyze'nin suçlu olduğunu kanıtlamak için yeterli değil. ......Hepimiz eşit derecede şüpheliyiz. Sadece Natsuhi Teyze'ye baskı yapılması doğru değil."""
Ushiromiya Eva,"""Asil Babamız yatağının altında yerde mi sürünüyordu? Böyle bir saçmalığa açıklama mı diyorsun?!"""
Ushiromiya Jessica,"""O zaman neden önce sen açıklamıyorsun?!! O altısını kimin nasıl öldürdüğünü, ve sonra da bize bu işe karışmadığına dair bir kanıt göstermeye çalış!!"""
Ushiromiya Jessica,"""......*cough*, *cough* *cough* *cough*, *cough*, *kof*!!! uu, *cough* *cough* *cough*!! *coughCOUGH*!! *kofkofkofkof*!!!"""
Kanon,"""Leydim... Leydim...!!"""
,"Jessica aniden öksürmeye başladı. İlk başta çok yüksek sesle bağırdığı için boğulduğunu düşündüm, ama bu gerektiğinden uzun sürüyor gibiydi ve gerçekten acı çekiyor gibi görünüyordu..."
,Jessica elleri ve dizleri üzerinde öksürmeye ve boğulmaya devam etti...
Ushiromiya Natsuhi,"""Jessica... Dayan...!! Doktor Nanjo...!"""
Nanjo Terumasa,"""...Jessica-san, astım spreyin, çabuk. ......Hayır, bekle, yanımda bir tane var."""
,Doktor Nanjo kanepenin üzerinde duran kendi çantasından bir astım spreyi çıkardı ve Kanon-kun'a uzattı.
,"......Bir düşündüm de, altı yıl önce de Jessica bazen şiddetli öksürük krizlerine girip bunu kullanmak zorunda kalmıyor muydu...?"
,Ama altı yıl önce Jessica'nın bu kadar acı çekiyormuş gibi göründüğünü hiç görmemiştim.
Ushiromiya Battler,"""......Aniki, Jessica'nın astımı hep bu kadar kötü müydü...?"""
