Speaker,Turkish (TR)
Ushiromiya Battler,"""Herkes gelmediğini—yani onu görmediğini söylese bile—""gizlice gelmiş olabileceğini"" inkâr edemezsin. ""Şeytan'ın İspatı"" dedikleri şey bu."""
,"Bir şeytanın ""var olduğunu"" kanıtlamak kolaydır.{n}Tek yapmanız gereken bir şeytanla karşılaşmak.{n}Ancak şeytanların ""var olmadığını"" kanıtlamak imkansızdır."
,"Hiç kimsenin bir şeytanla karşılaşmamış olması, onların insanların gidemeyeceği bir yerde saklanıyor olma olasılığını inkâr edebileceğiniz anlamına gelmez."
,......Aynı sebeplerden ötürü uzaylıların varlığını da inkâr edemezsiniz.
,"İnsanlık tüm uzayı araştırıp uzaylıların var olmadığını mükemmel bir şekilde gösterene kadar, onların var olmadığından emin olamazsınız."
,Ve uzayın tamamını uzaylıların varlığı için kontrol etmemiz kesinlikle imkansızdır.
,"...Bu nedenle, uzaylıların var olduğunu kanıtlamanın çeşitli yolları olsa da, varlıklarını inkâr eden bir kanıt göstermek imkansızdır."
Ushiromiya George,"""......Bu durumda, bindiğimiz tekneden ayrı bir teknenin adaya gelip gelmediğini tartışarak zamanımızı boşa harcamış oluruz. ......O, bizimle birlikte teknede değildi. Bu kadarı kesin, ve o zaman adaya başka bir yolla gelmiş olmalı."""
Ushiromiya Kyrie,"""Bu doğru. Buraya nasıl geldiğini tartışmaya gerek olmayabilir. Asıl önemli olan nokta, şu anda bu malikanede olması ve bizimle akşam yemeği yemek istememesi."""
Ushiromiya Rudolf,"""Tekrar gözden geçirelim. ...Şu anda bu adada Ushiromiya ailesinin 18 üyesinden başka bir misafir daha var. Ve bu Aniki ve Natsuhi nee-san'ın bile bilmediği bir misafir, değil mi?"""
Ushiromiya Natsuhi,"""Bilmiyorum...! Neden bahsettiğinizi bilmiyorum...!"""
Ushiromiya Krauss,"""Bir süre sessiz ol. Baş ağrın daha da kötüleşecek. ......Eşimin de dediği gibi. Şu ana kadar ne konuştuğunuz hakkında hiçbir fikrim yok."""
Ushiromiya Eva,"""O halde tek bir cevap olabilir. ......Onu buraya babam çağırdı. Bugünkü aile konferansı için!"""
Ushiromiya Krauss,"""Aile konferansı için mi?! Ama ne sebeple?!"""
Ushiromiya Eva,"""O kadarını bilmiyorum! Nii-san, bildiğini sandığım için seni sorguluyordum!"""
Ushiromiya Hideyoshi,"""Eva, şunu bırakır mısın artık?! Krauss nii-san bilmediğini söyledi! ......Yani elimizde olan şu. Babam çaktırmadan portrenin cadısını gizli bir misafir olarak davet etti. Ve Rosa-san onunla karşılaştı, Maria-chan onunla karşılaştı ve Kyrie-san da onunla karşılaştı."""
Ushiromiya Hideyoshi,""".........Şimdilik tüm bildiklerimiz bunlar! Bize söyleyecek bir şeyi varsa, kendini hemen gösterebilir! Bilmek istediğim şey, neden bizi selamlamadan kendini odasına kapadığı."""
Ushiromiya Rudolf,"""Bu, aile konferansını zaten hiç umursamayan babamın buraya gizlice yeni bir metres çağırdığı anlamına mı geliyor? Ve ona ideal cadısının kıyafetlerini mi giydirdi? ............Hayır, bu gün bu sonuca varılamayacak kadar önemli bir gün."""
Ushiromiya Eva,"""Bunun tek bir nedeni olabilir. Aile konferansına bizimle katılmak için. ...Babamın mirası üzerinde hak iddia etmek istiyor!"""
Ushiromiya Natsuhi,"""Saçmalık!! Aile reisinin asla metres gibi iğrenç bir şeyi olmaz!"""
Ushiromiya Krauss,"""Sana sessiz olmanı söylemiştim! Uzun zamandır babamla birlikte bu malikanedeyim, ve bir kez bile böyle bir şey duymadım."""
Ushiromiya Krauss,""".........Eğer inandırıcılığın sınırlarını zorlarsak... ......ve babamın onlarca yıl önce bir metresinden gayrimeşru bir çocuğu olduğunu varsayarsak, ......belki de babam onu araştırıp buldu ve bugün buraya çağırdı. ...Söylemek istediğiniz bu mu?"""
Ushiromiya Natsuhi,"""Hayatım! Babam asla böyle bir şey yapmaz! Ushiromiya ailesinin asil kanını bir metres için harcamak...! Bu, birkaç kişinin bir şey gördüğünü söylemesinden başka bir şey değil! Bu açıkça bir fantezi, bir hayal, bir rüya! Yoksa hepiniz kocamı tuzağa düşürmek için bir tür rol mü yapıyorsunuz?!"""
Ushiromiya Eva,"""Ne rolü?!! Rol yapan biri varsa, o da sensin!"""
Ushiromiya Rudolf,"""Kes şunu, Aneki. ......Bunu biraz pervasız bir şekilde söyledi, ama Natsuhi-san haklı. Kyrie onu gördü, ama ben görmedim. Aneki, sen de görmedin. Ama Rosa gördü."""
Ushiromiya Rudolf,"""......Bununla birlikte, bu onun ""var olduğu"" anlamına geliyor. Onun ""var olduğunu"" kanıtlayabilecek biri olduğu için, doğrudan onun var olduğu sonucuna varıyoruz. Bu, Şeytan'ın İspatı'nın tam tersi bir kalıp."""
Ushiromiya Rudolf,""".........Ve ben de onunla tanışmak istiyorum. Ve ona Ushiromiya ailesiyle ne tür bir işi olduğunu doğrudan sormak istiyorum."""
Ushiromiya Krauss,"""Bu konuda sana katılıyorum. Rokkenjima'da ne işi olduğunu gerçekten öğrenmek istiyorum."""
Ushiromiya Eva,"""Bilmiyormuş gibi davranma! Peşinde olduğu tek bir şey olabilir. O da babamın mirası! Miras konularında bilgili bir avukatla ileriye dönük bir strateji oluşturmalıyız. Eğer metres, annemle aynı hakları talep ederse, hisselerimiz yarıya düşer!"""
Ushiromiya Rosa,""".........Bi-Bir saniye bekleyin, millet! Genji-san çok yakında gelecek. O her şeyi biliyor. Eminim sorularımıza cevap verecektir! O zamana kadar, bu konuda konuşmayı bırakalım!!"""
Ushiromiya Rosa,"""Hey, çocuklar! Üzgünüm, ama biz yetişkinler biraz karmaşık bir şey hakkında konuşmaya başlamalıyız! Konukevine dönün!!"""
,Rosa biraz duygusal bir şekilde çocuklara bağırdı.
,Çocuklar neden birdenbire kendilerine bağırıldığını anlayamadılar ama Eva ve diğerleri de bir süre sonra Rosa ile ortak bir fikre vardılar.
,Çocukların önünde miras gibi iğrenç bir konu hakkında hararetle konuşuyorlardı.
,...Çocuklarının burada kalmalarını istemelerine imkan yoktu.{n}Bu yüzden hepsi Rosa'nın planını hemen kabul etti.
Ushiromiya Hideyoshi,"""Ev-Evet, Rosa-san'ın dediği gibi! George! Bütün kuzenleri al ve konukevine geri dön! Hep birlikte uslu durun, duydunuz mu?!"""
Ushiromiya Eva,"""George, sana söyleneni yap. Bütün kuzenleri al, ve hemen git!"""
Ushiromiya George,"""Be-...Bekle bir saniye, anne...! Daha yemeğimizi bile bitirmedik...!"""
Ushiromiya Maria,"""Uu! Ve hâlâ tatlı yemediiik!! Uuu!!"""
Ushiromiya Rosa,"""Gohda-san'a tatlıları konukevine götürmesini söyleriz! Bu yüzden gidin hadi!!"""
Ushiromiya Natsuhi,"""Jessica. Şu andan itibaren, yetişkinler birlikte konuşuyor olacaklar. Hadi."""
Ushiromiya Jessica,""".........Pe-...Peki. .........Ama daha yemeğimin yarısındayım..."""
Ushiromiya Battler,"""...Yani sanırım istisna olmayacağım."""
Ushiromiya Kyrie,"""Anlayışın için teşekkürler, Battler-kun. ...Ama sen şanslısın, biliyorsun."""
Ushiromiya Battler,"""Huh? Nedenmiş?"""
Ushiromiya Kyrie,"""Elimde olsa ben de gitmek isterdim."""
Ushiromiya Battler,"""...Ihihihi! Eminim isterdin. Bırakayım da siz yetişkinler mirasla ilgili mutlu aile sohbetinizin tadını çıkarın."""
Nanjo Terumasa,"""............Ben de kalkacağım. Görünüşe göre bu gece burada yerim yok."""
,Nanjo oturduğu yerden usulca kalktı.
,"...Masanın en uzak köşesindeki koltuğundan, tüm tartışmayı anlamsızca bölmeden sakince izliyordu. ......Tepkisi çok yetişkin, sakin yaşlı bir beyefendi gibiydi."
,"Nanjo yerinden kalktığında, gitmesi gereken diğer insanları da harekete geçirdi."
,"Çocuklar gürültüyle yerlerinden kalkarken, hizmetkârların dönmesiyle koridorda bir kargaşa duyuldu."
Gohda Toshiro,"""Bu kadar uzun sürdüğü için özür dilerim... Genji'yi çağırdım..."""
Ronoue Genji,"""......Tüm kapı ve pencerelerin kapalı olup olmadığını kontrol ediyordum, bu yüzden biraz zamanımı aldı. Özürlerimi sunarım."""
Ushiromiya Rosa,"""Haydi! Çocuklar, konukevine gidin! Gohda-san, çok özür dilerim ama çocukların tatlıları konukevine taşıyabilir misin?"""
Gohda Toshiro,"""Hah... ...İstediğiniz bu mu...?"""
,"Gohda, üzerinde çok çalıştığı akşam yemeğinin bu şekilde kesintiye uğramasından hoşlanmamış gibi görünüyordu."
,...Natsuhi'ye bunun gerçekten uygun olup olmadığını sorar gibi bir bakış gönderdi.
Ushiromiya Natsuhi,"""Rosa-san'ın dediğini yap. Ayrıca, bizim için tatlı hazırlamana gerek yok. Biz seni çağırana kadar yemek salonuna yaklaşmadığından emin ol. Bunu diğer hizmetkârlara da söyle. Anlaşıldı mı?"""
Gohda Toshiro,"""Ev-...Evet. Emredersiniz..."""
Nanjo Terumasa,"""Hadi, millet. Gidelim mi? Maria-san, sen de, anneni daha fazla rahatsız etmemelisin."""
Ushiromiya Maria,"""Uu-uu-uu!! Maria da Beato hakkında konuşmak istiyor!! Hayır, hayır, hayır, uu-uu-uu!!!"""
Ushiromiya George,"""Maria-chan, bize konukevinde {f:5:Beatrice}'i anlatır mısın? ...Gerçekten cadı hakkında bir şeyler duymak istiyorum. Olur mu?"""
Ushiromiya Maria,"""Uu? Uu!"""
Ushiromiya Jessica,"""......George nii-san, gerçekten çok iyisin. Etkilendim."""
Ushiromiya Battler,"""Çocuğun olmadığına emin misin? Buna çok alışkınsın, ihihi!"""
,George'un sözleri üzerine Maria'nın ruh hali tamamen normale döndü ve hatta herkesi aceleyle konukevine götürmek için harekete geçti.
,Görünüşe göre Gohda da kovulmaktan hoşlanmamıştı ama Natsuhi'ye itaatsizlik edemedi ve Battler ile diğerleriyle birlikte kapıyı kapatarak odadan çıktı...
Ronoue Genji,"""......Yardımcı olabileceğim bir şey var mı?"""
Ushiromiya Eva,"""Evet, var. Hem de bir sürü. Ve bu hepimiz için geçerli. O kadar çok ki, ilk soruyu kimin soracağını görmek için neredeyse kura çekmek istiyoruz."""
Ushiromiya Krauss,"""Gerçi kazanan kurayı kim çekerse çeksin, ilk sorunun aynı olacağına inanıyorum."""
Ushiromiya Rudolf,"""Hiç şüphesiz. .........Genji-san. Bize dürüstçe cevap ver. ...Şu anda VIP odasında olan...{f:5:Beatrice} adındaki bu kadın da kim?"""
