Speaker,Arabic (AR)
Ushiromiya Battler,"""ﻣﺎ، ﻣﺎﺫﺍ؟ ﺃ، ﺃ...ﺃﻧﺖ ﺗﻤﺰﺣﻴﻦ، ﺻﺤﻴﺢ؟ ﺑﺎﻟﻄﺒﻊ ﻟﻢ ﻳﺤﺼﻞ ﻟﻲ ﺃﻱ ﺷﻲﺀ ﻣﺮﻳﺐ ﻛﻬﺬﺍ! ﺃﺗﻌﻠﻤﻴﻦ، ﺃﺧﺒﺮﻳﻨﻲ ﺇﺫﺍ ﻋﺮﻓﺖ ﺃﻱ ﺃﺣﺪ ﻫﻜﺬﺍ!"""
Ushiromiya Eva,"""ﺑﺎﻟﺘﺄﻛﻴﺪ ﺃﻧﻚ ﺗﻤﻠﻚ ﺑﻌﺾ ﺍﻟﺤﻜﺎﻳﺎ!...* ﻗﻬﻘﻬﺔ * ﻳﺠﺐ ﺃﻥ ﺗﺨﺒﺮ ﻋﻤﺘﻚ ﻋﻦ ﻛﻞ ﺷﻲﺀ ﻓﻲ ﻭﻗﺖ ﻻﺣﻖ. ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ، ﻻ ﺷﻲﺀ ﻣﻦ ﻫﺬﻩ ﺍﻷﻣﻮﺭ ﺗﺤﺪﺙ ﻟﺠﻮﺭﺝ ﺇﻃﻼﻗﺎ. ﻫﻴﻬﻴﻬﻴﻬﻲ..."""
,ﻫﺬﻩ ﻋﻤﺘﻲ ﻭﻭﺍﻟﺪﺓ ﺃﺧﻲ ﺟﻮﺭﺝ، ﺍﻟﻌﻤﺔ ﺇﻳﻔﺎ ({p:0:羽絵}).
,ﺇﻧﻬﺎ ﺍﻷﺧﺖ ﺍﻟﻜﺒﻴﺮﺓ ﻟﻮﺍﻟﺪﻱ.{n}ﻫﻲ ﻭﺍﻟﻌﻢ ﻫﻴﺪﻳﻮﺷﻲ ﺯﻭﺟﺎﻥ ﻣﻦ ﺍﻟﻤﻬﺮﺟﻴﻦ، ﻭﺩﺍﺋﻤﺎ ﻣﺎ ﻳﺘﻌﻤﺪﻭﺍ ﻣﻀﺎﻳﻘﺘﻲ ﺑﻘﺪﺭ ﻣﺎ ﺃﺗﺬﻛﺮ.
,ﻫﺬﺍ ﺍﻷﻣﺮ ﺟﻌﻠﻨﻲ ﺃﺟﺪ ﺻﻌﻮﺑﺔ ﻓﻲ ﺍﻟﺘﻮﺍﺻﻞ ﻣﻌﻬﻢ ﻋﻨﺪﻣﺎ ﻛﻨﺖ ﺻﻐﻴﺮﺍ. {n}.....ﺣﺴﻨﺎ، ﺃﻋﺘﻘﺪ ﺃﻥ ﻣﺎ ﺣﺪﺙ ﺁﺧﺮ ﺛﻼﺛﻴﻦ ﺛﺎﻧﻴﺔ ﻳﺜﺒﺖ ﺑﺄﻧﻪ ﻻ ﻳﺰﺍﻝ ﻣﻦ ﺍﻟﺼﻌﺐ ﺍﻟﺘﻌﺎﻣﻞ ﻣﻌﻬﻢ.
,ﺭﻏﻢ ﺫﻟﻚ، ﻓﺈﻥ ﺃﺧﻲ ﺟﻮﺭﺝ ﻳﻤﺘﻠﻚ ﻋﺎﺋﻠﺔ ﻣﺤﺒﺔ ﻭﻣﺮﺣﺔ، ﻭﻳﺒﺪﻭ ﺃﻧﻬﻢ ﻳﺘﻌﺎﻳﺸﻮﻥ ﻓﻴﻤﺎ ﺑﻴﻨﻬﻢ.
,.......ﺁﺁﻩ، ﻫﺬﺍ ﻋﻜﺲ ﻋﺎﺋﻠﺘﻲ ﺗﻤﺎﻣﺎ.
Ushiromiya Kyrie,"""ﺑﺎﺗﻠﺮ-ﻛﻦ... ﻫﻞ ﺭﺃﻳﺖ ﺭﻭﺩﻭﻟﻒ-ﺳﺎﻥ؟"""
Ushiromiya Battler,"""ﻫﺎ؟ ﺫﻫﺐ ﺇﻟﻰ ﺩﻭﺭﺓ ﺍﻟﻤﻴﺎﻩ ﻣﻨﺬ ﻣﺪﺓ. ﻟﻢ ﻳﻌﺪ ﺣﺘﻰ ﺍﻵﻥ؟ ﻫﻴﻪ، ﺭﺑﻤﺎ ﺫﻟﻚ ﺍﻟﺮﺟﻞ ﺍﻟﻤﺴﻜﻴﻦ ﻗﺪ ﺳﻘﻂ ﻣﻐﺸﻴﺎ ﻋﻠﻴﻪ {c:86EF9C:umanumanumaN}."""
Ushiromiya Kyrie,"""ﻫﺬﺍ ﻟﻴﺲ ﺃﺳﻠﻮﺑﺎ ﺟﻴﺪﺍ ﺗﺘﺤﺪﺙ ﺑﻪ ﻋﻦ ﻭﺍﻟﺪﻙ. ﻭﻟﻜﻦ، ﻫﺬﻩ ﻟﻴﺴﺖ ﺍﻟﻤﺮﺓ ﺍﻷﻭﻟﻰ ﺍﻟﺘﻲ ﻳﻘﻀﻲ ﻓﻴﻬﺎ ﻭﻗﺘﺎ ﻃﻮﻳﻼ ﻓﻲ ﺩﻭﺭﺓ ﺍﻟﻤﻴﺎﻩ."""
Ushiromiya Battler,"""ﺃﺟﻞ، ﻫﺬﺍ ﺍﻟﺮﺟﻞ ﺩﻭﻣﺎ ﻳﺘﺼﺮﻑ ﻫﻜﺬﺍ. ﻫﻞ ﻋﻠﻴﻪ ﻓﻌﻼ ﺃﺧﺬ ﻣﺠﻠﺔ ﻣﻌﻪ ﻓﻲ ﻛﻞ ﻣﺮﺓ ﻳﺤﺘﺎﺝ ﻓﻴﻬﺎ ﺇﻟﻰ ﺍﻟﺘﻔﺮﻳﻎ؟ ﺃﻭﻩ، ﻣﺎ ﻧﻮﻉ ﺗﻠﻚ ﺍﻟﻤﺠﻼﺕ ﻭﻣﺎ ﺍﻟﺬﻱ ﻳﻔﻌﻠﻪ ﺑﻬﺎ؟ ﺃﻫﻴﻬﻴﻬﻲ!"""
Ushiromiya Kyrie,"""ﻻ ﺗﻘﻠﻖ ﺣﻮﻝ ﺫﻟﻚ ﺃﺑﺪﺍ. ﻣﻨﺬ ﺃﻥ ﺗﺰﻭﺟﻨﺎ، ﻟﻢ ﺃﺳﻤﺢ ﻟﻪ ﺑﻔﻌﻞ ﺫﻟﻚ ﺑﺈﺭﺍﺩﺗﻪ."""
Ushiromiya Battler,"""ﺃﻫﻴﻬﻴﻬﻲ! ﺃﻭﻩ، ﻋﻠﻲ ﺃﺧﺬ ﺍﻟﺘﻔﺎﺻﻴﻞ ﺍﻟﺸﻴﻘﺔ ﻻﺣﻘﺎ. ﻳﺒﺪﻭ ﺃﻧﻚ ﺗﺴﻴﻄﺮﻳﻦ ﻋﻠﻰ ﻭﺍﻟﺪﻱ ﺑﻘﺒﻀﺔ ﻣﻦ ﺣﺪﻳﺪ."""
Ushiromiya Kyrie,"""ﺃﻧﺖ ﺗﻌﻠﻢ ﺑﺎﻟﻀﺒﻂ ﻣﺎ ﻳﻤﻜﻦ ﺃﻥ ﻳﻔﻌﻞ ﺫﻟﻚ ﺍﻟﺮﺟﻞ ﺇﺫﺍ ﺃﺭﺧﻴﺖ ﻗﺒﻀﺘﻲ."""
Ushiromiya Battler,"""ﺑﻼ ﻣﺰﺍﺡ. ﺃﻧﺖ ﻭﺣﺪﻙ ﻣﻦ ﻳﻤﻜﻨﻬﺎ ﺍﻟﺴﻴﻄﺮﺓ ﻋﻠﻰ ﺫﻟﻚ ﺍﻟﻌﺠﻮﺯ ﺍﻟﻠﻌﻴﻦ. ﺑﺼﻔﺘﻲ ﺍﺑﻨﻪ، ﺃﻧﺎ ﺃﻛﺜﺮ ﻣﻦ ﺳﻌﻴﺪ ﻟﺘﻮﻟﻴﻚ ﻫﺬﻩ ﺍﻟﻤﺴﺆﻭﻟﻴﺔ."""
Ushiromiya Kyrie,"""ﺃﺟﻞ، ﺩﻉ ﻛﻞ ﺷﻲﺀ ﺗﺤﺖ ﻣﺴﺆﻭﻟﻴﺘﻲ. ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ، ﻫﺬﺍ ﻫﻮ ﺍﺧﺘﺼﺎﺻﻲ."""
,ﻫﺬﻩ ﺍﻟﻤﺮﺃﺓ ﻫﻲ ﺯﻭﺟﺔ ﻭﺍﻟﺪﻱ.
,ﺍﺳﻤﻬﺎ ﻛﻴﺮﻳﻲ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ({p:0:江霧}).
,ﻳﻤﻜﻨﻚ ﺃﻥ ﺗﺘﻮﻗﻊ ﻣﻦ ﻣﺤﺎﺩﺛﺘﻨﺎ ﻣﻊ ﺑﻌﺾ، ﺃﻧﻬﺎ ﻟﻴﺴﺖ ﺃﻣﻲ ﺍﻟﺤﻘﻴﻘﻴﺔ.{n}ﻓﻲ ﺍﻷﺻﻞ ﻫﻲ ﺯﻭﺟﺔ ﺃﺑﻲ.
,ﺃﻣﻲ ﺍﻟﺤﻘﻴﻘﻴﺔ ﻣﺎﺗﺖ ﻣﻨﺬ ﺳﺘﺔ ﺃﻋﻮﺍﻡ.{n}ﻛﻴﺮﻳﻲ-ﺳﺎﻥ ﻫﻲ ﺍﻟﻤﺮﺃﺓ ﺍﻟﺘﻲ ﺗﺰﻭﺟﻬﺎ ﺃﺑﻲ ﺑﻌﺪ ﺫﻟﻚ.
,"ﺇﻧﻪ ﺃﻣﺮ ﻣﻔﻬﻮﻡ ﻟﺸﺨﺺ ﻓﻲ ﻋﻤﺮﻱ.{n}ﻟﻢ ﺃﺭﻏﻢ ﻧﻔﺴﻲ ﺃﺑﺪﺍ ﻋﻠﻰ ﻣﻨﺎﺩﺍﺓ ﺯﻭﺟﺘﻪ ﺍﻟﺠﺪﻳﺪﺓ ﺑـ""ﺃﻣﻲ"""
,"ﻭﺃﺷﻚ ﻓﻲ ﺃﻧﻬﺎ ﺗﻤﺘﻠﻚ ﺭﻏﺒﺔ ﻓﻲ ﺍﺳﺘﺨﺪﺍﻡ ﻛﻠﻤﺔ ""ﺍﺑﻨﻲ"" ﻋﻠﻰ ﻫﺬﺍ ﺍﻟﻄﻔﻞ ﺍﻟﻀﺨﻢ ﺍﻟﺬﻱ ﻻ ﺗﺮﺑﻄﻬﺎ ﺑﻪ ﻋﻼﻗﺔ ﺇﻃﻼﻗﺎ."
,ﻧﺤﻦ ﻟﺴﻨﺎ ﺃﻃﻔﺎﻻ ﺻﻐﺎﺭﺍ.{n}ﻧﺪﺭﻙ ﺃﻥ ﻻ ﺷﻲﺀ ﻳﻤﻜﻦ ﺃﻥ ﻧﻜﺴﺒﻪ ﻣﻦ ﺍﻟﺨﺼﺎﻡ.
,ﻟﺬﻟﻚ، ﻗﺮﺭﻧﺎ ﻋﺪﻡ ﺇﺭﻏﺎﻡ ﺃﻧﻔﺴﻨﺎ ﻋﻠﻰ ﺍﻟﺘﻈﺎﻫﺮ ﺑﺄﻧﻨﺎ ﺃﺳﺮﺓ.{n}ﻗﺮﺭﺕ ﺃﻥ ﺗﻜﻮﻥ ﻋﻼﻗﺘﻲ ﺑﻬﺎ ﻭﺍﺿﺤﺔ، ﻭﻛﺄﻧﻬﺎ ﺟﺎﺭﺓ ﺻﺪﻳﻘﺔ ﻻ ﺃﻛﺜﺮ.
,ﺑﺪﻻ ﻣﻦ ﺗﺼﻨﻊ ﺍﻟﺘﻘﺎﺭﺏ ﺑﻴﻨﻨﺎ، ﺳﻴﻜﻮﻥ ﻣﻦ ﺍﻷﻓﻀﻞ ﻭﺿﻊ ﺣﺪﻭﺩ ﻟﻬﺬﻩ ﺍﻟﻌﻼﻗﺔ ﻟﺘﺠﻨﺐ ﺇﺣﺮﺍﺝ ﺑﻌﻀﻨﺎ ﺍﻟﺒﻌﺾ.
,ﻛﻴﺮﻳﻲ-ﺳﺎﻥ ﺗﻤﺘﻠﻚ ﻭﻋﻴﺎ ﻣﻨﻔﺘﺤﺎ ﺟﺪﺍ ﺣﻮﻝ ﻛﻞ ﻫﺬﺍ، ﻭﺑﻔﻀﻞ ﺫﻟﻚ، ﺗﻤﻜﻨﺎ ﻣﻦ ﺍﻟﺘﻮﺍﺻﻞ ﺟﻴﺪﺍ.
,ﺣﻴﻨﻤﺎ ﻛﺎﻧﺖ ﺃﻓﻮﺍﻫﻨﺎ ﺗﺘﺤﺪﺙ ﺑﺎﻟﺴﻮﺀ، ﻇﻬﺮ ﺃﺑﻲ ﻋﻨﺪ ﺩﻭﺭﺓ ﺍﻟﻤﻴﺎﻩ. ﻟﻘﺪ ﻋﺎﺩ ﺫﻟﻚ ﺍﻟﺮﺟﻞ ﺑﻤﻔﺮﺩﻩ، ﻭﻫﻮ ﻳﻤﺴﺢ ﻳﺪﻳﻪ ﺑﻤﻨﺪﻳﻞ.
Ushiromiya Rudolf,"""ﻫﻤﻤﻢ؟ ﺑﺎﺗﻠﺮ."""
Ushiromiya Battler,"""ﺃﻫﻼ، ﻣﺎ ﺍﻷﻣﺮ ﻳﺎ ﺃﺑﻲ؟"""
Ushiromiya Battler,"""ﺃﻭﻭﻭﻭﻭ؟! ﻻ ﺗﻘﺮﺹ ﺃﺫﻧﻲ، ﻏﺎﺍﺍﻩ!"""
Ushiromiya Rudolf,"""ﺇﺫﻥ، ﺗﺘﺤﺪﺙ ﺑﺄﻣﻮﺭ ﺳﻴﺌﺔ ﻋﻨﻲ ﻣﻊ ﻣﺎﻣﺎ ﻣﺠﺪﺩﺍ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ﻣﺎ ﺍﻟﺬﻱ ﻳﺠﻌﻞ ﻣﻦ ﺍﻟﺼﻌﺐ ﺟﺪﺍ ﺇﻇﻬﺎﺭ ﺑﻌﺾ ﺍﻻﺣﺘﺮﺍﻡ ﻟﻮﺍﻟﺪﻙ؟"""
Ushiromiya Battler,"""ﺃﻭﻭﻭﺃﻭ، ﺃﻭﻭﻭﺃﻭ! ﺳﺤﻘﺎ، ﻫﺬﺍ ﻳﺆﻟﻢ! ﻳﻤﻜﻨﻚ ﻗﺮﺹ ﺃﺫﻧﻲ ﺑﻘﺪﺭ ﻣﺎ ﺗﺮﻳﺪ، ﻟﻜﻨﻨﻲ ﻟﻦ ﺃﻧﻔﺬ ﻣﺎ ﺗﻄﻠﺒﻪ. ﻫﺬﺍ ﻣﺆﻟﻢ!!"""
Ushiromiya Rudolf,"""ﺗﻮﻗﻒ ﻋﻦ ﺫﻟﻚ. ﻓﻮﻕ, ﻓﻮﻕ, ﻳﺴﺎﺭ, ﻳﻤﻴﻦ, ﻳﺴﺎﺭ, ﻳﻤﻴﻦ, ﺯﺍﺩ ﻋﺪﺩ ﺍﻟﻼﻋﺒﻴﻦ, ﻭﺯﺍﺩ ﻋﺪﺩ ﺍﻟﻨﻘﺎﻁ ﺃﻳﻀﺎ! ﻟﺘﻘﻞ ﺍﻵﻥ 'ﺳﺎﻣﺤﻨﻲ ﻳﺎ ﺃﺑﻲ ﻟﻜﻮﻧﻲ ﻭﻗﺤﺎ ﺟﺪﺍ'."""
Ushiromiya Battler,"""ﺗﺒﺎ ﻟﻬﺬﻩ ﺍﻟﺤﺮﻛﺎﺕ، ﺇﺫﻫﺐ ﻭﺍﺑﺤﺚ ﻋﻦ ﻧﺎﺩ ﺧﺎﺹ ﻟﻠﻤﻬﻮﻭﺳﻴﻦ ﻣﺜﻠﻚ ﻹﺷﺒﺎﻉ ﺭﻏﺒﺘﻚ! ﻫﺬﺍ ﻣﺆﻟﻢ ﺃﻓﻠﺖ ﺃﺫﻧﻲ!!!"""
,........ﻫﺬﺍ ﺍﻟﻌﺠﻮﺯ ﺍﻟﻠﻌﻴﻦ ﻫﻮ ﺃﺑﻲ.{n}ﺃﻋﺘﻘﺪ ﺃﻧﻲ ﻃﻮﻳﻞ ﺟﺪﺍ، ﻟﻜﻦ ﻷﺑﻲ ﻧﻔﺲ ﺍﻟﻄﻮﻝ.
,ﻟﻴﺲ ﻣﻦ ﺍﻟﻤﺴﺘﻐﺮﺏ ﺃﻥ ﺍﻟﻌﻤﺔ ﺇﻳﻔﺎ ﺑﺪﺃﺕ ﺑﺎﻟﺘﺤﺪﺙ ﻋﻦ ﺩﻣﺎﺀ ﺃﺑﻲ ﻋﻨﺪﻣﺎ ﺭﺃﺕ ﻃﻮﻟﻲ.
,ﺑﺎﻟﻤﻨﺎﺳﺒﺔ، ﻟﻴﺲ ﻃﻮﻟﻲ ﺍﻟﺸﻲﺀ ﺍﻟﻮﺣﻴﺪ ﺍﻟﺬﻱ ﻭﺭﺛﺘﻪ ﻣﻨﻪ.{n}ﻳﺒﺪﻭ ﺃﻥ ﺍﻻﺳﻤﺎﺀ ﺍﻟﻐﺮﻳﺒﺔ ﻣﻨﺘﺸﺮﺓ ﻓﻲ ﺍﻟﻌﺎﺋﻠﺔ.
,ﺍﺳﻢ ﺃﺑﻲ ﺍﻟﻜﺎﻣﻞ ﻫﻮ {p:0:夫弗留 宮代右}.
,.............ﻟﺴﺖ ﻗﺎﺩﺭﺍ ﻋﻠﻰ ﻗﺮﺍﺀﺗﻪ، ﺻﺤﻴﺢ؟ﺑﺤﻘﻚ، ﺇﻧﻪ ﻓﻘﻂ {f:6:夫弗留}.{n}ﺑﺄﻱ ﺣﺎﻝ، ﻳﻨﻄﻖ ﺍﺳﻢ ﻫﺬﺍ ﺍﻟﺮﺟﻞ 'ﺭﻭﺩﻭﻟﻒ'.
,ﻫﺎﻫﺎﻫﺎ... ﻻ ﺑﺪ ﻭﺃﻧﻪ ﻳﻜﺮﻩ ﺟﺪﻱ ﻹﻋﻄﺎﺋﻪ ﻫﺬﺍ ﺍﻻﺳﻢ.
,ﻭﻟﻜﻦ، ﻫﺬﺍ ﻟﻴﺲ ﻣﺒﺮﺭﺍ ﻟﻪ ﻟﺘﻤﺮﻳﺮ ﻫﺬﻩ ﺍﻟﺘﺴﻤﻴﺔ ﺍﻟﺘﻘﻠﻴﺪﻳﺔ ﺍﻟﻐﺮﻳﺒﺔ ﻋﻠﻲ.
,ﺑﻴﻨﻤﺎ ﻫﺬﺍ ﺍﻟﻌﺠﻮﺯ ﺍﻟﻠﻌﻴﻦ ﻳﻘﺮﺹ ﺃﺫﻧﻲ ﻓﻲ ﻛﻞ ﺃﻧﺤﺎﺀ ﺍﻟﻤﻜﺎﻥ، ﺗﺴﻠﻠﺖ ﺍﻟﻌﻤﺔ ﺇﻳﻔﺎ ﻣﻦ ﺧﻠﻔﻪ ﻭﺃﻣﺴﻜﺖ ﺑﺄﺫﻧﻪ.
Ushiromiya Eva,"""ﻫﻴﻪ، ﺭﻭﺩﻭﻟﻒ؟ ﺃﻻ ﻳﻌﺪ ﻫﺬﺍ ﺗﻌﻨﻴﻒ ﺃﻃﻔﺎﻝ؟"""
Ushiromiya Rudolf,"""ﺁﺁﺁﻩ، ﻫﺬﺍ ﻣﺆﻟﻢ ﻳﺎ ﺃﺧﺘﻲ......"""
,ﻫﺬﺍ ﻣﺸﻬﺪ ﻣﺜﺎﻟﻲ ﻳﻮﺿﺢ ﺍﻟﻌﻼﻗﺔ ﺑﻴﻦ ﺍﻷﺥ ﺍﻷﺻﻐﺮ ﺍﻟﻮﻏﺪ ﻭﺍﻷﺧﺖ ﺍﻟﻜﺒﺮﻯ ﺍﻟﺘﻲ ﺃﻣﻜﻨﻬﺎ ﻣﻌﺎﻗﺒﺘﻪ ﺭﻏﻢ ﺫﻟﻚ.
Ushiromiya Kyrie,"""ﺃﻋﺘﻘﺪ ﺃﻥ ﻫﺬﺍ ﺟﻴﺪ ﺑﻤﺎ ﻓﻴﻪ ﺍﻟﻜﻔﺎﻳﺔ ﻓﻲ ﺍﻟﻮﻗﺖ ﺍﻟﺮﺍﻫﻦ ﻳﺎ ﺃﺧﺘﻲ ﺇﻳﻔﺎ. ﺳﺄﺣﺮﺹ ﻋﻠﻰ ﻗﺮﺹ ﺃﺫﻧﻪ ﺍﻷﺧﺮﻯ ﻻﺣﻘﺎ."""
Ushiromiya Eva,"""ﺃﻭﻩ، ﺍﻋﺘﺬﺍﺭﺍﺗﻲ. ﺳﺄﺩﻉ ﺍﻟﺒﺎﻗﻲ ﻟﻜﻴﺮﻳﻲ-ﺳﺎﻥ."""
Ushiromiya Eva,"""ﺭﻭﺩﻭﻟﻒ؟ ﻟﺘﺤﺮﺹ ﻋﻠﻰ ﺃﻥ ﺗﻌﻄﻴﻚ ﻛﻴﺮﻳﻲ-ﺳﺎﻥ ﺍﻟﻜﺜﻴﺮ ﻭﺍﻟﻜﺜﻴﺮ ﻣﻦ ﺍﻟﻌﻘﺎﺏ ﻻﺣﻘﺎ، ﺣﺴﻨﺎ؟"""
Ushiromiya Rudolf,"""ﻫﺬﺍ ﺍﻟﺤﺪﻳﺚ ﻣﻮﺟﻪ ﻟﻚ ﻳﺎ ﺃﺧﺘﻲ، ﻟﻤﻌﺎﻗﺒﺔ ﺃﺧﻴﻚ ﺍﻟﺼﻐﻴﺮ ﺑﻬﺬﺍ ﺍﻟﺸﻜﻞ."""
Ushiromiya Rudolf,"""ﺃﺧﻲ ﻫﻴﺪﻳﻮﺷﻲ، ﺃﻭﺩ ﺣﻘﺎ ﺃﻥ ﺃﺷﻜﺮﻙ ﻋﻠﻰ ﺯﻭﺍﺟﻚ ﺑﻬﺎ. ﻟﻮ ﻟﻢ ﺗﻜﻦ ﺑﻬﺬﺍ ﺍﻟﺴﺨﺎﺀ، ﻟﻈﻠﺖ ﻏﻴﺮ ﻣﺒﺎﻋﺔ ﻓﻲ ﺍﻟﻤﺨﺰﻥ. ﺃﻗﺪﻡ ﻟﻚ ﺍﻣﺘﻨﺎﻧﻲ ﻭﺁﺳﻔﻲ."""
Ushiromiya Eva,"""...ﻫﻤﻢ~!؟ ﻣﻦ ﺍﻟﺬﻱ ﺗﺪﻋﻮﻩ ""ﻏﻴﺮ ﻣﺒﺎﻉ""؟"""
,ﺑﻌﺪ ﺃﺧﺬ 2...3 ﺧﻄﻮﺍﺕ ﻟﻠﺨﻠﻒ،  ﻧﻔﺬﺕ ﺍﻟﻌﻤﺔ ﺇﻳﻔﺎ ﺇﺣﺪﻯ ﺭﻛﻼﺗﻬﺎ ﺍﻟﻤﺴﺘﺪﻳﺮﺓ ﺍﻟﻌﺎﻟﻴﺔ ﻭﺍﻟﻤﺬﻫﻠﺔ، ﻭﺍﻟﺘﻲ ﺗﻮﻗﻔﺖ ﻣﺠﺮﺩ ﺳﻨﺘﻴﻤﺘﺮ ﻭﺍﺣﺪ ﺑﺎﻟﻘﺮﺏ ﻣﻦ ﻣﻘﺪﻣﺔ ﺃﻧﻒ ﻭﺍﻟﺪﻱ.
,ﺑﻌﺪ ﺍﻟﺒﺪﺀ ﻣﻊ ﺗﺎﻱ-ﺗﺸﻲ-ﺗﺸﻮﺍﻥ ﻣﻦ ﺃﺟﻞ ﻣﻈﻬﺮﻫﺎ، ﺗﻄﻮﺭ ﺍﻫﺘﻤﺎﻡ ﺍﻟﻌﻤﺔ ﺇﻳﻔﺎ ﻓﻲ ﻓﻨﻮﻥ ﺍﻟﺪﻓﺎﻉ ﻋﻦ ﺍﻟﻨﻔﺲ ﺍﻟﺼﻴﻨﻴﺔ... ﺑﻌﺪ ﺫﻟﻚ، ﺍﺗﺠﻬﺖ ﻟﻠﻜﺎﺭﺍﺗﻴﻪ، ﻭﺗﺎﻱ ﻛﻮﺍﻥ ﺩﻭ، ﻭﻛﺎﺑﻮﻳﺮﺍ... ﻭﻣﺎ ﺍﻟﺬﻱ ﺗﺘﻌﻠﻤﻪ ﺍﻵﻥ ﻣﺠﺪﺩﺍ؟
,ﺣﺴﻨﺎ ﺑﺄﻱ ﺣﺎﻝ، ﻳﻘﻮﻟﻮﻥ ﺃﺳﻠﺤﺔ ﺍﻟﻤﺮﺃﺓ ﺗﻘﻊ ﻓﻲ ﺟﺴﻤﻬﺎ ﺍﻟﺴﻔﻠﻲ، ﻭﻫﺬﺍ ﺑﺎﻟﻤﻌﻨﻰ ﺍﻟﺤﺮﻓﻲ ﻳﻨﻄﺒﻖ ﻋﻠﻰ ﻋﻤﺘﻲ ﺇﻳﻔﺎ.
Ushiromiya Eva,"""ﺭﻭﺩﻭ~ﻟﻒ... ﻫﻞ ﺗﻌﻠﻢ ﺃﻥ ﺿﺮﺑﺔ ﻭﺍﺣﺪﺓ ﻣﺒﺎﺷﺮﺓ ﺇﻟﻰ ﺟﺎﻧﺐ ﺍﻟﺮﺃﺱ ﻣﺜﻞ ﺍﻟﺘﻲ ﻗﻤﺖ ﺑﻬﺎ ﻣﻦ ﺷﺄﻧﻬﺎ ﺃﻥ ﺗﻄﺮﺣﻚ ﺃﺭﺿﺎ ﻓﺎﻗﺪﺍ ﻟﻠﻮﻋﻲ؟ ﻣﻨﺬ ﻭﻗﺖ ﻟﻴﺲ ﺑﺒﻌﻴﺪ، ﻭﻋﻦ ﻃﺮﻳﻖ ﺍﻟﻤﺼﺎﺩﻓﺔ ﺍﺷﺘﺒﻜﺖ ﻓﻲ ﻣﺒﺎﺭﺍﺓ ﺗﺪﺭﻳﺒﻴﺔ ﻭﻧﺘﻴﺠﺔ ﺫﻟﻚ ﺍﻧﺘﻬﻰ ﺑﺨﺼﻤﻲ ﻓﺎﻗﺪﺍ ﻟﻠﻮﻋﻲ."""
Ushiromiya Rudolf,"""....ﺷﻴﺶ، ﻛﻢ ﻫﺬﺍ ﻣﺰﻋﺞ. ﺃﺭﻯ ﺃﻥ ﻋﻠﻲ ﺍﻹﻋﺘﺬﺍﺭ ﺑﺸﺄﻥ ﻃﺮﻳﻘﺘﻬﺎ ﺍﻟﻐﺮﻳﺒﺔ ﻓﻲ ﺍﻟﻤﺸﻲ ﺃﻳﻀﺎ."""
,ﻟﻢ ﻳﻨﺰﻋﺞ ﺃﺑﻲ ﺗﻤﺎﻣﺎ، ﻓﻘﺪ ﺍﺑﺘﺴﻢ ﺑﺎﻣﺘﻌﺎﺽ ﻭﺳﺨﺮﻳﺔ ﻋﻠﻰ ﺍﻟﻌﻢ ﻫﻴﺪﻳﻮﺷﻲ.
Ushiromiya Hideyoshi,"""ﻭﻫﺎﻫﺎﻫﺎﻫﺎ، ﻟﻢ ﺃﺣﻆ ﺑﺄﺥ ﺃﻭ ﺃﺧﺖ ﻃﻮﺍﻝ ﺣﻴﺎﺗﻲ. ﻟﺬﺍ ﻋﻨﺪﻣﺎ ﺃﺭﻯ ﻣﺸﺎﺣﻨﺔ ﻫﺬﻳﻦ ﺍﻹﺛﻨﻴﻦ ﻣﻊ ﺑﻌﻀﻬﻤﺎ، ﻳﺨﺘﻠﺞ ﻗﻠﺒﻲ ﺷﻌﻮﺭ ﺑﺎﻟﺪﻑﺀ ﻭﺍﻟﻐﺮﺍﺑﺔ. ﺣﺘﻤﺎ ﺃﻧﻪ ﻣﻦ ﺍﻟﺠﻤﻴﻞ ﺃﻥ ﻳﺤﻈﻰ ﺍﻟﻤﺮﺀ ﺑﺄﺳﺮﺓ ﻛﺒﻴﺮﺓ ﻭﺃﺷﻘﺎﺀ."""
Ushiromiya Kyrie,"""ﺃﻭﻩ، ﺇﺫﻥ ﻟﻤﺎﺫﺍ ﻻ ﺗﻀﻊ ﻓﻲ ﻋﻴﻦ ﺍﻻﻋﺘﺒﺎﺭ ﺇﻧﺠﺎﺏ ﺃﺥ ﺻﻐﻴﺮ ﻟﺠﻮﺭﺝ-ﻛﻦ؟ ﺇﻧﻪ ﺑﺎﻟﻔﻌﻞ ﺑﺎﻟﻎ ﻭﺑﺨﻴﺮ ﻭﻣﺴﺘﻌﺪ ﻟﻴﺘﺼﺮﻑ ﻋﻠﻰ ﺳﺠﻴﺘﻪ، ﻟﺬﻟﻚ ﺇﻧﻪ ﺍﻟﻮﻗﺖ ﺍﻟﻤﻨﺎﺳﺐ ﻹﻧﺠﺎﺏ ﻃﻔﻞ ﺁﺧﺮ."""
