Speaker,Arabic (AR)
Ushiromiya Maria,"""ﺃﻭﻭ! ﻣﺎﺭﻳﺎ ﺃﻳﻀًﺎ! ﺟﻤﻴﻌﻨﺎ ﺃﺻﺪﻗﺎﺀ!!"""
Ushiromiya George,"""ﺻﺤﻴﺢ. ﺑﺎﻟﻄﺒﻊ. ﺳﻨﻈﻞ ﺩﺍﺋﻤًﺎ ﻣﻌًﺎ. ﺳﻨﺒﻘﻰ ﺩﺍﺋﻤًﺎ ﻋﻠﻰ ﻭﺩ."""
Ushiromiya Jessica,"""ﻫﻴﻬﻴﻪ. ﻳﺎ ﺇﻟﻬﻲ، ﻗﻠﻨﺎ ﺃﺷﻴﺎﺀ ﻣﺤﺮﺟﺔ ﺟﺪًﺍ. ﺃﺷﻌﺮ ﺑﺒﻌﺾ ﺍﻟﺤﺮﺝ."""
Shannon,"""ﻟﻜﻨﻨﻲ ﺃﻋﺘﻘﺪ ﺃﻥ ﻫﺬﺍ ﻣﻬﻢ ﺟﺪًﺍ. ﻣﻦ ﺍﻟﺼﻌﺐ ﺃﻥ ﻳﻈﻞ ﺍﻟﻨﺎﺱ ﻋﻠﻰ ﻭﺩ ﺩﺍﺋﻢ، ﻧﺎﻫﻴﻚ ﻋﻦ ﺍﻟﺒﻘﺎﺀ ﻣﻌًﺎ، ﻣﺎ ﻟﻢ ﻳﺘﻤﻨﻮﺍ ﺫﻟﻚ."""
Ushiromiya George,"""ﻫﺬﺍ ﺻﺤﻴﺢ. ﻻ ﻳﻤﻜﻦ ﺃﻥ ﺗﺄﺧﺬ ﻭﺩ ﺍﻟﺠﻤﻴﻊ ﻛﺄﻣﺮ ﻣﺴﻠﻢ ﺑﻪ."""
Ushiromiya Maria,"""ﺃﻭﻭ. ﺳﺎﺣﺮﺓ ﺃﻋﺮﻓﻬﺎ ﻗﺎﻟﺖ ﺫﻟﻚ. ﻗﺎﻟﺖ ﺃﻥ ﺍﻟﺴﻌﺎﺩﺓ ﻟﻦ ﺗُﻤﻨﺢ ﻣﺎ ﻟﻢ ﻳﺆﻣﻦ ﺑﻬﺎ ﺍﻟﺠﻤﻴﻊ."""
Ushiromiya George,"""ﻫﺬﺍ ﺻﺤﻴﺢ. ﻳﻜﻤﻦ ﺍﻟﺴﺤﺮ ﻓﻲ ﻗﻮﺓ ﺍﻹﻳﻤﺎﻥ. ﺇﺫﺍ ﻛﻨﺎ ﺟﻤﻴﻌًﺎ ﻧﺆﻣﻦ ﺑﺬﻟﻚ، ﻓﺄﻧﺎ ﻣﺘﺄﻛﺪﺓ ﻣﻦ ﺃﻧﻪ ﺳﻴﺠﻠﺐ ﻟﻨﺎ ﺍﻟﺴﻌﺎﺩﺓ."""
Ushiromiya Jessica,"""ﺣﺴﻨًﺎ. ﻣﺎ ﺩﻣﻨﺎ ﻧﻮﺍﺻﻞ ﺇﺣﺮﺍﺝ ﺃﻧﻔﺴﻨﺎ... ﻟﻢ ﻻ ﻧﻌﺪ ﺑﻌﻀﻨﺎ ﺃﻥ ﻧﺆﻣﻦ ﺑﻬﺬﺍ ﺟﻤﻴﻌًﺎ، ﺍﺗﻔﻘﻨﺎ؟ ﺃﻧﻨﺎ ﺳﻨﻜﻮﻥ ﺩﻭﻣًﺎ ﺳﻌﺪﺍﺀ ﻭﻋﻠﻰ ﻋﻼﻗﺔ ﻃﻴﺒﺔ."""
,"""ﻣﻦ ﺍﻟﻤﺤﺎﻝ ﺃﻥ ﻳﻨﺘﻬﻲ ﺑﻨﺎ ﺍﻷﻣﺮ ﻣﺜﻞ ﺁﺑﺎﺋﻨﺎ."
,"ﻧﺘﺼﻴﺪ ﻧﻘﺎﻁ ﺿﻌﻔﻨﺎ، ﻭﻧﺴﻌﻰ ﺧﻠﻒ ﺛﺮﻭﺓ ﺟﺪﻱ، ﺗﺒًﺎ ﻟﻜﻞ ﺫﻟﻚ..."""
Ushiromiya Battler,"""ﻧﻌﻢ! ﺳﻨﻜﻮﻥ ﺩﺍﺋﻤًﺎ ﻋﻠﻰ ﻭﺩ ﻭﺳﻌﺪﺍﺀ. ﻭﻟﻨﺆﻣﻦ ﺟﻤﻴﻌًﺎ ﺑﺬﻟﻚ."""
,ﺑﻐﺾ ﺍﻟﻨﻈﺮ ﻋﻦ ﺍﻟﻮﻗﺖ ﺍﻟﺬﻱ ﻣﻀﻰ، ﺃﻭ ﻣﻘﺪﺍﺭ ﺍﻟﻤﺘﻌﺔ ﺍﻟﺘﻲ ﻧﺤﻈﻰ ﺑﻬﺎ، ﻟﻢ ﻳﻤﻨﻊ ﺫﻟﻚ ﺍﻟﻐﻴﻮﻡ ﺍﻟﻤﻈﻠﻤﺔ ﻣﻦ ﺍﻻﻗﺘﺮﺍﺏ ﻣﻦ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ.
,.........ﺃﺗﺴﺎﺀﻝ ﻋﻤﺎ ﺇﺫﺍ ﻛﺎﻥ ﺍﻹﻋﺼﺎﺭ ﺳﻴﻤﺮ ﻭﻳﺪﻋﻨﺎ ﻧﺮﻯ ﺍﻟﺴﻤﺎﺀ ﺻﺎﻓﻴﺔ ﻗﺒﻞ ﺃﻥ ﻧﻐﺎﺩﺭ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ.
,ﻣﻦ ﻳﻬﺘﻢ ﺑﻤﺎ ﻳﺨﻄﻂ ﻟﻪ ﺁﺑﺎﺅﻧﺎ؟{n}ﻣﻦ ﻳﻬﺘﻢ ﺑﻤﻴﺮﺍﺙ ﻭﺷﺮﻑ ﻋﺎﺋﻠﺘﻨﺎ ﺍﻟﻌﺘﻴﻘﺔ؟
,ﻣﻊ ﺃﻧﻨﺎ ﺻﻐﺎﺭ، ﺇﻻ ﺃﻧﻨﺎ ﻛﻨﺎ ﻧﺠﺪﺩ ﺻﺪﺍﻗﺘﻨﺎ ﺍﻟﻘﺪﻳﻤﺔ.{n}ﻭﻛﻞ ﻭﺍﺣﺪ ﻣﻨﺎ ﻳﺆﻣﻦ ﻣﻌًﺎ ﺑﺄﻧﻨﺎ ﻳﻤﻜﻦ ﺃﻥ ﻧﻜﻮﻥ ﺳﻌﺪﺍﺀ.
,ﻟﺬﺍ...ﺃﺭﻳﺪ ﺃﻥ ﻳﻨﺘﻬﻲ ﻫﺬﺍ ﺍﻟﻴﻮﻡ، ﺑﺪﻭﻥ ﺣﺪﻭﺙ ﺃﻱ ﺷﻲﺀ ﻏﺮﻳﺐ، ﻓﻲ ﺳﻼﻡ ﻭﺳﻌﺎﺩﺓ، ﻭﻫﺪﻭﺀ...
,"ﻻ، ...ﻟﻴﺲ ""ﺃﺭﻳﺪ ﺃﻥ ﻳﻨﺘﻬﻲ"".{n}...ﺑﻞ ﻣﻦ ﻓﻀﻠﻚ، ﻳﺎ ﺭﺏ ﻳﻨﺘﻬﻲ...!"
{f:5:Beatrice},"""ﻓﻲ ﺃﺣﻼﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﻣﻚ! ﻛﻴﺎﻫﺎ-ﻫﺎﻫﺎﻫﻬﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ!!"""
Ushiromiya Battler,"""ﺳﺤﻘًﺎﺍﺍﺍﺍﺍﺍﺍﺍ!! ﻻ ﺗﻈﻬﺮﻱ، ﻻ ﺗﺄﺗﻲ!! ﺳﺤﻘًﺎﺳﺤﻘًﺎﺳﺤﻘًﺎ!!"""
{f:5:Beatrice},"""ﻋﺬﺭًﺍ ﻟﺠﻌﻠﻚ ﺗﻨﺘﻈﺮ. ﺍﻟﻠﻌﺒﺔ ﺍﻟﺠﺪﻳﺪﺓ ﺟﺎﻫﺰﺓ ﻭﺃﺧﻴﺮًﺍ."""
{f:5:Beatrice},"""ﻫﻴﺎ، ﻟﻨﺒﺪﺃ ﺣﻜﺎﻳﺔ ﺍﻟﻤﺄﺳﺎﺓ ﻫﺬﻩ! ﻫﻠﻤﻮﺍ ﺇﻟﻲّ ﻳﺎ ﺭﻳﺎﺡ ﻭﻳﺎ ﻣﻄﺮ ﻭﻳﺎ ﺇﻋﺼﺎﺭ! ﺍﻓﺼﻠﻲ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ ﻋﻦ ﺍﻟﻌﺎﻟﻢ ﺍﻟﺤﻘﻴﻘﻲ!! ﺍﺭﻣﻮﺍ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ ﺇﻟﻰ ﻋﺎﻟﻢ ﺁﺧﺮ، ﺇﻟﻰ ﻋﺎﻟﻢ ﺍﻷﺭﻭﺍﺡ ﻭﺍﻟﺨﻴﺎﻝ!"""
,ﻭﻫﻜﺬﺍ، ﻋﺎﺩﺕ ﺍﻟﺤﻜﺎﻳﺔ ﻟﺘﺘﻜﺮﺭ ﻟﻠﻤﺮﺓ ﺍﻟﺜﺎﻟﺜﺔ.
,ﻟﻜﻦ ﺃﻣﺎﻡ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻷﺯﻟﻴﺔ، ﻣﺎ ﺍﻟﺬﻱ ﻳﻬﻢ ﺇﺫﺍ ﻛﺎﻧﺖ ﺍﻟﻤﺮﺓ ﺍﻷﻭﻟﻰ ﺃﻭ ﺍﻟﺜﺎﻧﻴﺔ ﺃﻭ ﺍﻟﺜﺎﻟﺜﺔ؟
,ﺭﺑﻤﺎ ﻟﻢ ﻳﻜﻦ ﺍﻷﻣﺮ ﻣﻬﻤًﺎ ﺇﻃﻼﻗًﺎ.
,ﻓﻔﻲ ﺍﻟﻨﻬﺎﻳﺔ، ﺳﺘﻈﻞ ﻫﺬﻩ ﺍﻟﺤﻜﺎﻳﺔ ﺍﻟﺨﻴﺎﻟﻴﺔ ﺗﺘﻜﺮﺭ ﺑﻼ ﺗﻮﻗﻒ، ﺣﺘﻰ ﺗُﺤﺴﻢ ﺍﻟﻤﻮﺍﺟﻬﺔ، ﻭﻳﺮﻓﻊ ﺇﻣﺎ ﺑﺎﺗﻠﺮ ﺃﻭ ﺍﻟﺴﺎﺣﺮﺓ ﺭﺍﻳﺔ ﺍﻻﺳﺘﺴﻼﻡ.
,ﺛﻢ ﺃﺻﺒﺤﺖ ﺍﻟﺴﻤﺎﺀ ﻣﻈﻠﻤﺔ ﻭﻏﺎﺋﻤﺔ، ﻭﺍﻧﺪﻣﺠﺖ ﺍﻟﺮﻳﺎﺡ ﻣﻊ ﺍﻟﻤﻄﺮ ﻣُﺸﻜﻠﺔً ﺇﻋﺼﺎﺭًﺍ ...
,ﻭﻛﺎﻧﺖ ﻣﺎﺭﻳﺎ ﺗُﺮﻯ ﻓﻲ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ، ﻏﻴﺮ ﻣﺒﺎﻟﻴﺔ ﺑﺎﻟﻤﻄﺮ ﺍﻟﺬﻱ ﺑﺪﺃ ﻳﻨﻬﻤﺮ، ﺗﺪﻭﺭ ﻓﻲ ﺣﻠﻘﺎﺕ، ﺗﺒﺤﺚ ﻋﻦ ﺗﻠﻚ ﺍﻟﻮﺭﺩﺓ ﺍﻟﻮﺣﻴﺪﺓ ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﻗﺪ ﻣﻴﺰﺗﻬﺎ ﺑﻌﻼﻣﺔ...
Ushiromiya Maria,"""...ﻟﻴﺴﺖ ﻫﻨﺎ... ﻟﻴﺴﺖ ﻫﻨﺎ... ﺍﻟﻮﺭﺩﺓ ﺍﻟﺘﻲ ﻭﺿﻌﻨﺎ ﻋﻠﻴﻬﺎ ﻋﻼﻣﺔ، ......ﻟﻴﺴﺖ ﻫﻨﺎ... ......ﺃﻭﻭ. ............ﺃﻭﻭ!!"""
,ﻛﺎﻧﺖ ﻣﺎﺭﻳﺎ ﻭﺍﺛﻘﺔ ﺗﻤﺎﻣًﺎ.
,ﺃﻥ ﺗﻠﻚ ﺍﻟﻮﺭﺩﺓ ﻛﺎﻧﺖ ﻓﻲ ﺣﻮﺽ ﺍﻟﺰﻫﻮﺭ. ﻟﻜﻨﻬﺎ ﻟﻢ ﺗﻜﻦ ﻫﻨﺎﻙ.
,ﻛﺎﻧﺖ ﺣﺎﻧﻘﺔ ﺟﺪًﺍ ﻟﻌﺪﻡ ﻗﺪﺭﺗﻬﺎ ﻋﻠﻰ ﺍﻟﻌﺜﻮﺭ ﻋﻠﻰ ﺷﻲﺀ ﻛﺎﻥ ﻳﺠﺐ ﺃﻥ ﻳﻜﻮﻥ ﻫﻨﺎﻙ، ﻓﺒﺪﺃﺕ ﺗﺌﻦ ﺑﻤﺮﺍﺭﺓ، ﻭﻟﻢ ﺗﺘﻮﻗﻒ ﻋﻦ ﺍﻟﺤﺮﻛﺔ ﺫﻫﺎﺑًﺎ ﻭﺇﻳﺎﺑًﺎ ﻓﻲ ﺩﻭﺍﺋﺮ ﺣﻮﻝ ﻧﻔﺲ ﺍﻟﻤﻜﺎﻥ.
,ﻛﺎﻧﺖ ﺗﻈﻦ ﺃﻧﻬﺎ ﻗﺎﺩﺭﺓ ﻋﻠﻰ ﺭﺅﻳﺘﻬﺎ ﺇﺫﺍ ﻧﻈﺮﺕ ﻣﻦ ﺯﺍﻭﻳﺔ ﻣﺨﺘﻠﻔﺔ، ﻟﻜﻦ ﻣﻬﻤﺎ ﺣﺎﻭﻟﺖ، ﻟﻢ ﻳﻜﻦ ﻫﻨﺎﻙ ﺃﻣﻞ ﻓﻲ ﺍﻟﻌﺜﻮﺭ ﻋﻠﻰ ﻣﺎ ﻻ ﻭﺟﻮﺩ ﻟﻪ...
,ﺍﺷﺘﺪﺕ ﺍﻟﺮﻳﺎﺡ، ﻭﺗﺤﻮﻝ ﺍﻟﻤﻄﺮ ﺇﻟﻰ ﻗﻄﺮﺍﺕ ﺑﺎﺭﺩﺓ ﻛﺒﻴﺮﺓ.{n}ﻟﻢ ﻳﻜﻦ ﻣﻤﻜﻨًﺎ ﺃﻻ ﺗﺘﺄﺛﺮ ﻣﺎﺭﻳﺎ ﺑﻬﺬﺍ.
,ﻭﻣﻊ ﻫﺬﺍ، ﺇﻥ ﻟﻢ ﺗﻌﺜﺮ ﻋﻠﻰ ﻭﺭﺩﺗﻬﺎ ﺍﻵﻥ، ﻓﻤﻦ ﺍﻟﻤﺆﻛﺪ ﺃﻧﻬﺎ ﺳﺘﺨﺘﻔﻲ ﺇﻟﻰ ﺍﻷﺑﺪ.
,...ﻫﺬﺍ ﻣﺎ ﺁﻣﻨﺖ ﺑﻪ ﻣﺎﺭﻳﺎ. ﻟﺬﺍ ﺩﻓﻌﻬﺎ ﻫﺬﺍ ﺍﻟﺸﻌﻮﺭ ﺇﻟﻰ ﻣﻮﺍﺻﻠﺔ ﺍﻟﺒﺤﺚ ﻋﻦ ﻭﺭﺩﺓ ﻟﻢ ﺗﻤﻠﻚ ﺃﺩﻧﻰ ﻓﺮﺻﺔ ﻟﻠﻌﺜﻮﺭ ﻋﻠﻴﻬﺎ...
,ﻭﻟﻜﻦ ﻓﺠﺄﺓ، ﺗﻮﻗﻔﺖ ﻗﻄﺮﺍﺕ ﺍﻟﻤﻄﺮ ﺍﻟﺒﺎﺭﺩﺓ ﺍﻟﺘﻲ ﻛﺎﻧﺖ ﺗﺆﺫﻱ ﻣﺎﺭﻳﺎ.
Ushiromiya Maria,"""..................ﺃﻭﻭ؟"""
,ﺭﻓﻌﺖ ﻣﺎﺭﻳﺎ ﺭﺃﺳﻬﺎ. ...ﻓﺈﺫﺍ ﺑﻤﻈﻠﺔ ﺗُﻔﺘَﺢ ﻓﻮﻗﻬﺎ، ﺗﻘﻴﻬﺎ ﻭﺍﺑﻞ ﺍﻟﻤﻄﺮ...
,ﻭﻛﺎﻧﺖ ﺍﻟﺘﻲ ﺗﻤﺴﻚ ﺗﻠﻚ ﺍﻟﻤﻈﻠﺔ...ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﺘﻲ ﺗُﻜِﻦُّ ﻟﻬﺎ ﺍﻹﻋﺠﺎﺏ، {f:7:ﺑﻴﺎﺗﺮﻳﺲ}.
Ushiromiya Maria,"""{f:7:ﺑﻴﺎﺗﺮﻳﺲ}...!!"""
{f:5:Beatrice},"""ﻣﺎ ﺍﻟﺬﻱ ﻳﺪﻓﻌﻚِ ﻟﻠﻬَﺮَﻉ ﻫﻜﺬﺍ ﻭﺳﻂ ﻫﺬﺍ ﺍﻟﻤﻄﺮ ﺍﻟﻐﺎﻣﺮ؟ ﻗﺪ ﺗﺼﺎﺑﻴﻦ ﺑﻨﺰﻟﺔ ﺑﺮﺩ ﻋﻠﻰ ﻫﺬﺍ ﺍﻟﺤﺎﻝ. ﺣﺘﻰ ﺍﻟﺴﺎﺣﺮﺍﺕ ﻳﻨﺒﻐﻲ ﺃﻥ ﻳﺮﻋَﻴﻦ ﺻﺤﺘﻬﻦ."""
Ushiromiya Maria,"""ﻭﺭﺩﺗﻲ... ...ﻭﺭﺩﺗﻲ... ﻻ ﺃﺳﺘﻄﻴﻊ ﺍﻟﻌﺜﻮﺭ ﻋﻠﻴﻬﺎ... ......ﺃﻭﻭ. ﺑﺤﺜﺖُ ﻟﻤﺮﺍﺕٍ ﻋِﺪﺓ، ...... ﻳﺠﺐ ﺃﻥ ﺗﻜﻮﻥ ﻫﻨﺎ، ...ﻭﻣﻊ ﻫﺬﺍ ﻟﻢ ﺃﺟﺪﻫﺎ..."""
,ﺭﻭﺕ ﻣﺎﺭﻳﺎ ﻟـ{f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻗﺼﺔ ﻭﺭﺩﺓٍ ﻛﺎﻧﺖ ﺷﺎﺣﺒﺔً، ﻳَﺮِﻕُّ ﻟﻬﺎ ﺍﻟﻘﻠﺐ، ﻭﺃﻛﺪﺕ ﺃﻧﻬﺎ ﻗﺪ ﻭﺳﻤَﺘْﻬﺎ ﺑﻌﻼﻣﺔ.
{f:5:Beatrice},"""ﻫﻮﻭﻩ. ﻭﻟﻢ ﺗَﻌُﺪْ ﻓﻲ ﻣﺘﻨﺎﻭﻝ ﻋﻴﻨﻴﻚِ. ...ﺇﻥ ﻛﻨﺖِ ﺗﺘﻠﻤﺬﻳﻦ ﻋﻠﻰ ﺍﻟﺴﺤﺮ، ﻓﺎﺳﺘﻌﻴﻨﻲ ﺑﻪ ﻟﺘﻌﻘُﺐِ ﺍﻟﻮﺭﺩﺓ. ﻣﺎ ﺗﻜﺘﻔﻴﻦ ﺑﻪ ﻣﻦ ﻧﻈﺮﺍﺕ ﺍﻟﻌﻴﻦ ﻟﻦ ﻳﺠﺪﻱ ﻧﻔﻌًﺎ."""
Ushiromiya Maria,"""......ﺃﻭﻭ. .........ﻻ ﺃﺟﺪﻫﺎ. ...ﺍﺟﺘﻬﺪﺕُ ﻭﺣﺎﻭﻟﺖُ ﺍﺳﺘﺤﻀﺎﺭ ﺍﻟﺴﺤﺮ، ﻟﻜﻨﻲ ﻻ ﺃﺟﺪﻫﺎ..."""
{f:5:Beatrice},"""ﺣﺴﻨًﺎ، ﻫﺬﺍ ﺗﻤﺮﻳﻦٌ ﻻ ﺑﺄﺱ ﺑﻪ ﻟﺼﻘﻞ ﺳﺤﺮﻙِ، ﻟﻜﻦ ﺍﻟﺮﻳﺎﺡ ﻭﺍﻟﻤﻄﺮ ﻗﺪ ﻳُﺜﻘﻼﻥ ﻛﺎﻫﻠﻚ. ......ﺍﺳﻤﺤﻲ ﻟﻲ ﺃﻥ ﺃﻋﻴﺮﻙِ ﺑﻌﻀًﺎ ﻣﻦ ﻗﻮﺗﻲ. ﺭﻋﺎﻳﺔ ﺍﻟﺘﻠﻤﻴﺬ ﻭﺍﺟﺐ ﺍﻷﺳﺘﺎﺫ."""
Ushiromiya Maria,"""ﺷـ-ﺷﻜﺮﺭﺭﺭﺭﺍ ﻟﻚِ ﻳﺎ{f:7:ﺑﻴﺎﺗﺮﻳﺲ}!"""
,ﺍﺑﺘﻬﺞ ﻭﺟﻪ ﻣﺎﺭﻳﺎ، ﺍﻟﺬﻱ ﻛﺎﻥ ﻳﻐﺸﺎﻩ ﺍﻟﺤﺰﻥ.
,ﻋﻠﻤﺖ ﻣﺎﺭﻳﺎ. ﺃﻥ ﻻ ﺷﻲﺀ ﻳﻌﺠﺰ ﻋﻨﻪ ﺳﺤﺮ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}.
,ﻓﻜﺎﻧﺖ ﻋﻠﻰ ﻳﻘﻴﻦ ﺑﺄﻥ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺳﺘﻌﺜﺮ ﺑﺴﻬﻮﻟﺔ ﻋﻠﻰ ﺍﻟﻮﺭﺩﺓ ﺍﻟﺘﻲ ﻋﺠﺰﺕ ﻫﻲ ﻋﻦ ﺇﻳﺠﺎﺩﻫﺎ.
,ﺃﻏﻤﻀﺖ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻋﻴﻨﻴﻬﺎ ﺑﺮﻓﻖ، ﻭﻛﺄﻧﻬﺎ ﺗُﺼﻐﻲ ﻟﺸﻲﺀٍ ﻭﺳﻂ ﻋﻮﻳﻞ ﺍﻟﺮﻳﺢ ﻭﺯﺧﺎﺕ ﺍﻟﻤﻄﺮ. ﺛﻢ ﺳﻤﻌﺘْﻪ، ﻓﻔﺘﺤﺖ ﻋﻴﻨﻴﻬﺎ ﻭﻧﻄﻘﺖ:
{f:5:Beatrice},"""............ﻫﻤﻢ. ﻛﻞ ﺷﻲﺀ ﻓﻲ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ ﺯﺍﺋﻞ. ﻳﺎ ﻟﻸﺳﻒ ﻳﺎ ﻣﺎﺭﻳﺎ. ...ﻳﺒﺪﻭ ﺃﻥ ﻭﺭﺩﺗﻚِ ﻟﻢ ﺗﻘﻮَ ﻋﻠﻰ ﻣﻘﺎﻭﻣﺔ ﻫﺬﺍ ﺍﻟﺮﻳﺢ ﻭﺍﻟﻤﻄﺮ."""
Ushiromiya Maria,"""ﺃﻭﻭ... ﺃﺗﻌﻨﻴﻦ ﺃﻥ ﻭﺭﺩﺓ ﻣﺎﺭﻳﺎ...."""
{f:5:Beatrice},"""ﺍﻗﺘﻠﻌﺘﻬﺎ ﺍﻟﺮﻳﺎﺡ، ﻭﻟﻢ ﺗﻌﺪ ﻣﻦ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ."""
Ushiromiya Maria,"""..................ﺃﻭﻭ......"""
,ﻣﺎ ﻗﺎﻟﺘﻪ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻛﺎﻥ ﻣﻨﻄﻘﻴًﺎ ﺑﻼ ﺭﻳﺐ. ...ﻓﻠﻴﺲ ﻏﺮﻳﺒًﺎ ﺃﻥ ﺗﻨﻜﺴﺮ ﻭﺭﺩﺓٌ ﻋﻨﺪ ﺳﺎﻗﻬﺎ ﻓﻲ ﻣﺜﻞ ﻫﺬﻩ ﺍﻟﺮﻳﺎﺡ ﺍﻟﻌﺎﺗﻴﺔ.
,...ﻟﻜﻦ ﻣﺎﺭﻳﺎ ﻟﻢ ﺗﺴﺘﻄﻊ ﺗﻘﺒُّﻞ ﺫﻟﻚ، ﻓﺄﻃﻠﻘﺖ ﺃﻧﻴﻨًﺎ ﺧﺎﻓﺘًﺎ ﻣُﺮًّﺍ...
Ushiromiya Maria,"""...............ﻛﻼ."""
{f:5:Beatrice},"""ﻫﻮﻩ؟"""
Ushiromiya Maria,"""......ﻛﻼ ﻛﻼ ﻛﻼ! ﺇﻧﻬﺎ ﻭﺭﺩﺗﻲ! ﻳﺠﺐ ﺃﻥ ﺗﻌﻮﺩ ﻭﺭﺩﺗﻲ! ﺳﺄﻋﻴﺪﻫﺎ ﺇﻟﻰ ﺍﻟﺤﻴﺎﺓ ﺑﺴﺤﺮﻱ."""
Ushiromiya Maria,"""{f:7:ﺑﻴﺎﺗﺮﻳﺲ}، ﻋﻠّﻤﻴﻨﻲ ﻛﻴﻒ ﺃُﺣﻴﻲ ﻭﺭﺩﺓً ﺑﺎﻟﺴﺤﺮ...!"""
{f:5:Beatrice},"""ﻫﺎ! ﻣﻦ ﺍﻟﻤﺒﻜﺮٌ ﺟﺪًﺍ ﻋﻠﻰ ﻣﺘﺪﺭﺑﺔ ﻣﺜﻠﻚِ ﺃﻥ ﺗﺘﻌﻠّﻢ ﻓﻦ ﺍﻟﺴﺤﺮ ﺍﻷﺯﻟﻲ ﺍﻟﺨﻔﻲ. ﺍﻋﺮﻓﻲ ﻣﻨﺰﻟﺘﻚ!"""
Ushiromiya Maria,"""..................ﺃﻭﻭﻭﻭ."""
,ﻣﺴﺤﺖ ﻣﺎﺭﻳﺎ ﺩﻣﻮﻋﻬﺎ ﺑﻌﻴﻨﻴﻦ ﺗﻔﻴﻀﺎﻥ ﺑﺎﻷﺳﻰ.
,ﺣﻴﻦ ﺭﺃﺕ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺫﻟﻚ ﺍﻟﻮﺟﻪ ﺍﻟﺬﻱ ﻳﺴﺘﺪﺭّ ﺍﻟﺸﻔﻘﺔ، ﻫﺰّﺕ ﻛﺘﻔﻴﻬﺎ ﻭﺿﺤﻜﺖ ﺑﺨﻔﺔ.
{f:5:Beatrice},"""ﺣﺴﻨًﺎ. ﺳﺄﻣﺪّﻙِ ﺑﻘﻮﺓٍ ﻟﻔﻦٍ ﺧﻔﻲ ﻳﺴﺘﻄﻴﻊ ﺇﺣﻴﺎﺀ ﻭﺭﺩﺓ."""
Ushiromiya Maria,"""ﺣﻘًﺎ؟!"""
{f:5:Beatrice},"""ﺑﺎﻟﻄﺒﻊ. ...ﻫﻴﺎ ﺇﺫًﺍ، ﺭﻛّﺰﻱ ﻗﻮﺓ ﻗﻠﺒﻚِ. ﺃﻏﻤﻀﻲ ﻋﻴﻨﻴﻚِ، ﺍﻧﺴﻲ ﺍﻟﻤﻄﺮ، ﺍﻧﺴﻲ ﺍﻟﺮﻳﺎﺡ، ﻭﺍﺑﺤﺜﻲ ﻋﻦ ﺭﻭﺡ ﺍﻟﻮﺭﺩﺓ ﺍﻟﺘﺎﺋﻬﺔ ﺑﻌﻴﻨﻲ ﻗﻠﺒﻚِ."""
Ushiromiya Maria,"""...ﺃﻭﻭ."""
,ﺃﻏﻤﻀﺖ ﻣﺎﺭﻳﺎ ﻋﻴﻨﻴﻬﺎ،{n}ﺛﻢ ﺃﻋﺎﺩﺕ ﺗﺮﺩﻳﺪ ﻛﻠﻤﺎﺕ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺍﻟﺸﺒﻴﻬﺔ ﺑﺎﻟﻘﺼﻴﺪﺓ...
{f:5:Beatrice},"""ﻫﻴَّﺎ ﺣﺎﻭﻟﻲ ﺃﻥ ﺗﺘﺬﻛﺮﻱ... ﻳﺎ ﻭﺭﺩﺓ، ﻋﻠﻰ ﺃﻱّ ﻫﻴﺌﺔٍ ﻛﻨﺖِ..."""
Ushiromiya Maria,"""...ﻫﻴَّﺎ ﺣﺎﻭﻟﻲ ﺃﻥ ﺗﺘﺬﻛﺮﻱ؟ ﻳﺎ ﻭﺭﺩﺓ، ﻋﻠﻰ ﺃﻱّ ﻫﻴﺌﺔٍ ﻛﻨﺖِ...؟"""
