Speaker,Original Witch Hunt (OG)
Furudo Erika,"""This may be a strange thing to ask, but since it's needed to prove your innocence, please answer me straightforwardly. ......Is this Kinzo-san you speak of the Ushiromiya Kinzo-san we all know of? It isn't a different person or thing with the same name, is it?"""
Ushiromiya Natsuhi,"""I, I'm not really sure what you mean...!"""
Ushiromiya Eva,"""......It's like this. You didn't, for instance, start calling this room itself 'Father' after Father's death, right? That's what she's asking."
Ushiromiya Eva," You said you gave a daily report to Father before he went to sleep, right? That doesn't mean you gave a daily report to the wall here inside the study called 'Father' all by yourself, right...?"""
Ushiromiya Natsuhi,"""H, how rude!! Nothing of the sort happened...! Father is Father!! He is in good health! And I most certainly gave him a report and said good night to him last night...!! I'm not trying to trick you or talk my way out of anything!"""
Furudo Erika,"""I see. In that case, can you repeat what I tell you to? If you aren't tricking or deceiving us in any way, you should be able to repeat my words."""
Ushiromiya Natsuhi,"""F, fine. I'll repeat whatever you want...!"""
Furudo Erika,"""Repeat it. 'Ushiromiya Natsuhi did, at 23:00 last night, speak with Ushiromiya Kinzo in the same room as him, which was this room'."""
Ushiromiya Natsuhi,"""I, I, 'Ushiromiya Natsuhi did, at 23:00 last night, speak with Ushiromiya Kinzo in the same room as him, which was this room'!!"""
Furudo Erika,"""<Good>! Then I'll ask one last thing. ......Seriously now, Natsuhi-san, you didn't do anything such as throwing Kinzo-san out the window after your conversation and locking the window behind him, right? Because everything still makes sense if you did."""
Ushiromiya Natsuhi,"""Wh, why would I want to chase Father out the window?!! This is intolerable! This mockery is intolerable!!"""
Gertrude,"""Please, allow me to speak. Let it be said that {p:1:the 'Kinzo' Natsuhi mentions refers to nothing other than Ushiromiya Kinzo}."""
Cornelia,"""Please, allow me to speak! {p:1:Natsuhi claims to have met face to face with Kinzo in the study at 23:00}!"""
Ushiromiya Natsuhi,"""Ah, .........aaaaaaaaaaaaaahhhh...!!"""
,"Natsuhi let out a cry, but it was too late... She had been totally suckered in by their provocation...! "
,The blue wedge to the foot representing a telephone discussion.
, The blue wedge to the neck representing the study itself being called Kinzo.
, The blue wedge to the gut representing Natsuhi herself being called Kinzo.
, The blue wedge to the thigh representing Natsuhi letting Kinzo escape out the window and locking it afterwards.
, The four of them were smashed up with a thin sound...! 
,"Because Natsuhi, 'the one who knew the truth', had denied them, those denials had gained the power of the red truth...! "
,"Despite Kinzo's absence in this closed room, Beato had introduced five ways that Kinzo could still exist."
, Natsuhi had carelessly crushed the premises behind four of those herself...!! 
,Only one wedge remained.
," In other words, this was the last blue truth which could bury the contradiction of Kinzo existing in the study at 23:00 but not existing there later, after it had become a closed room."
," There was only the theory that pierced Dlanor's chest, 'Kinzo is hiding somewhere in this room'."
," With this theory, even if Kinzo didn't exist in this closed room of a study, he could 'exist' there...! "
,"If this wedge of Satan's were to be crushed, their chances of escaping this room would become hopelessly dim......!"
Satan,"""Gghhh, .........ack...!! B, Beatrice-sama...! Quickly...escape while you still can...!! Ggh, gyah......"""
,"Dlanor slowly grasped the final wedge, which still pierced her chest."
,"......Apparently, that vice-like grip was hurting Satan as though all the bones in her body were being broken."
Dlanor,"""All that remains......is this one WEDGE. It was about Kinzo hiding somewhere in this room, CORRECT?"""
Furudo Erika,"""As the detective, I've searched all of those places. If I didn't find him, just where could he be hiding? *giggle*giggle*giggle*!!"""
,"With the final wedge still sticking out of her chest, Dlanor slowly approached Beato..."
," If this wedge was taken out, ......then......!"
Dlanor,"""Allow me to ASK. Just where in this study is Kinzo HIDING?"""
{f:5:Beatrice},"""Heheh, well then... {p:2:Maybe he's under the bed?!}"""
Dlanor,"""{p:1:A check of that place has been FINISHED.}"""
{f:5:Beatrice},"""{p:2:Maybe he's in the bathtub!!}"""
Dlanor,"""{p:1:A check of that place has been FINISHED.}"""
{f:5:Beatrice},"""{p:2:Inside the closet! Under the desk! Behind the curtains!!}"""
Dlanor,"""{p:1:A check of that place has been FINISHED. Check FINISHED. Check FINISHED.}"""
{f:5:Beatrice},"""{p:2:Behind the bookshelf, behind the closet, under the carpet, under the floor, above the ceiling, behind the wallpaper, inside the sofa, inside the chair, inside the bed, inside the blankets, inside the walls, inside a rock, inside a stone, inside the room!!}"""
Dlanor,"""{p:1:CheckFINISHED checkFINISHED checkFINISHED checkcheckcheck FINISHEDFINISHEDFINISHED checkcheckcheckcheckcheckcheckcheckcheck FINISHEDFINISHEDFINISHEDFINISHED FINISHEDFINISHEDFINISHEDFINISHED <Die The death>! <Sentence to death>! <Great equalizer is The Death>!!}"""
,No locations would work against Dlanor by this point.
," Dlanor took Beato's final desperate onslaught head on, turning everything back with a far stronger power of denial! "
,Beat them up! Knock them down with overwhelming force!! 
,No longer does any place exist in this study for Kinzo to escape to...!! 
,"Beato was blown back like a leaf dancing in the wind, knocked around over and over again like an empty can lying on a road."
," By now, no matter how many times Beato used the blue truth, it wouldn't be able to defeat Dlanor's red truth..."
Furudo Erika,"""Hahahahaha, ahhahahahahahahaha...!! .........Witches are so pathetic. ......You just try to talk your way out of things endlessly, trying to confuse the truth. Let me borrow Dlanor's words. ......I'm disappointed, Beatrice-san. ...*giggle*giggle*giggle*giggle*!"""
{f:5:Beatrice},"""......guh........., ............ggghh......"""
,"Erika coldly delivered these decisive words to Beato, ......who was crawling on the ground."
Furudo Erika,"""Detective's authority. The detective has the right to inspect all crime scenes. I have exercised this right. Therefore, I can say this."""
Furudo Erika,"""Kinzo-san is not inside this room. Furthermore, this room is a perfect closed room. From the above two points, I can state this fact: this room was empty the whole time. Natsuhi-san lied about having met Kinzo-san here last night! That makes this checkmate. Beatrice-san...!"""
Furudo Erika,"""*giggle*giggle*, ......ahahahaha, ahhahhahahahahahahahaahahahahahahahahaha! How's that? Simply by the existence of this room! This level of reasoning is possible for Furudo Erika. What do you think, everyone?! Ahhahahahahhahhahhaaaahh!!"""
,"At these words, the final wedge shattered, and at the same time, the pitch black gate which was about to open shattered once again."
," This time, the warp portal had been completely destroyed..."
, No longer would Kinzo be permitted to exist in this room......or escape from it...
, Beato struggled to her feet......but that was the best she could do. She no longer had the energy to fight.
, She had taken all of the denying red head on from close range.
, It was all she could do to withstand a pain so strong it felt like she'd vomit up all her insides...
," Even Beato, who had aimed for the title of strongest and most evil witch all this time, ......couldn't do a thing against a witch hunter."
," No matter how sturdy a sandcastle you build on the beach, it can never win against the rising tide......"
{f:5:Beatrice},""".........S, sorry, Kinzo.........Looks like...this opponent really was tough after all......"""
Ushiromiya Kinzo,"""Beatrice, I thank you. ......You've done so much for me despite your remaining grudge."""
{f:5:Beatrice},"""I guess it's true that your life flashes by when you see death coming. ......I've remembered how you once looked when you were young. .........You were annoyingly like Battler."""
Ushiromiya Kinzo,"""I now pass on everything, my soul and the qualifications of the head, to Battler. I no longer have any regrets...!"""
{f:5:Beatrice},"""............Battler...............My apologies......How pitiful......Though I swore to fight with you once again, ...I must settle my accounts with something like this..."""
Ushiromiya Battler,"""..............."""
,"To Beato, it seemed as though Battler had met her gaze.......There was no way he could have."
, This Battler was the piece Battler. There was no way he could see Beato in this higher-level world.
," However, his eyes really did meet hers. Even though they couldn't have, .........Beato was sure they did."
," As Erika, Eva and the others closed in on Natsuhi, questioning her over and over, ......only Battler stood apart from that tumult."
, His expression held none of the enthusiasm and excitement that the other humans had.
, It just piercingly and coldly surveyed the scene.
, And the expression on his face......was a quiet displeasure. Anger.
, He wasn't feeling compassion for Natsuhi because her lie was about to be exposed.
," However, he couldn't excuse Erika, who called herself an intellectual rapist and was simply enjoying cornering Natsuhi and those who sympathized with her."
," Then, he whispered softly."
Ushiromiya Battler,"{a:c: "".........It's useless.""}"
,Beato and the others definitely heard that...
{f:5:Beatrice},"""You don't think......Battler might...turn things around from this weakened position......?"""
Ushiromiya Kinzo,"""......I probably could have done it, back in the day. ......And Battler can probably do it."""
{f:5:Beatrice},""".........Battler..."""
Ushiromiya Kinzo,"""Battler.........If you are indeed the man who will inherit everything from me, ......now is the time to prove it...! Don't let the Legend of the Golden Witch end here......!"""
Ushiromiya Natsuhi,"""It's true that I met Father here last night!! It's true!! And he spoke to me of the Ushiromiya family's glorious history, as well as the burden of bearing it..."""
Furudo Erika,"""Your lie has already been exposed, Natsuhi-san. We already know that you were alone in this room last night."""
Furudo Erika,"""Isn't it about time to give up and confess? Culprits who are bad at giving up tend to go with bad mystery novels. At least in the end, please prove that this is a slightly better third-rate mystery than that."""
Ushiromiya Battler,""".........Aah, it's useless. It's all useless."""
,"Battler, who had been silent off by himself up until then, spoke."
," At first, it sounded as though he was attacking Natsuhi."
,"......However, when Erika realized he was glaring directly at her, her expression visibly clouded with displeasure."
Furudo Erika,"""And just what......is useless?"""
Ushiromiya Battler,"""If this is a third-rate mystery, then the detective is also third-rate. ......Listen up. I'm gonna become Grandfather."""
{f:5:Beatrice},"""......B, Battler......?!"""
Furudo Erika,"""You'll become......Kinzo-san? Are you saying you'll become Kinzo-san and reenact his disappearance from this room?"""
Furudo Erika,"""......You couldn't possibly think you can deny my checkmate, right? ......Fool!!!"""
Dlanor,"""......What is this man SAYING?"""
Ushiromiya Battler,"""Hey, new girls. ......This is your first game, correct? Sorry, but calling checkmate after something like that is totally useless. Yeah, it's all useless...!!"""
Ushiromiya Rudolf,"""Wh, what are you talking about, Battler? You say you'll become Dad......?!"""
Ushiromiya Battler,"""Yeah. I'll reenact it. I'll become Grandfather and disappear from this room."""
Ushiromiya Hideyoshi,"""Y, you can't use the windows or the door, right?! How would you do it...?!"""
Gohda Toshiro,"""Did you find a hidden door?!"""
Kumasawa Chiyo,"""I don't have a clue either...yes, not a clue...!!"""
,*rustle*.
,.........That sound wasn't just the noise of the onlookers fidgeting....It was a provocative chill that ran up Erika's spine.
Furudo Erika,""".........Interesting. I see, you are the Ushiromiya family head, the one who bears the Head's Ring. That should more than qualify you to stand in for Kinzo-san. .........Why don't you let us have a look at your theory?!!"""
,Erika's expression was no longer a provocative smile.......It was malicious. Extremely displeased.
, She couldn't conceal her anger at having this very pleasurable time of hers ruined.
{f:5:Beatrice},"""......H, ......how will he...get us out of here......?"""
Ushiromiya Kinzo,"""Heh, ......heheheheh.........I've got it. I see, so that move is still available."""
Ushiromiya Battler,"""So you finally figured it out, you damn geezer. Hidden doors and hiding under the bed......all that stuff is so pitiful it brings tears to the eyes. This is THE Ushiromiya Kinzo we're talking about here. ......There's got to be a more thrilling and exciting answer."""
Ushiromiya Kinzo,"""Exactly. How pitiful that even I couldn't think of it, even though it was about me. And how pitiful that the only one of my relatives to understand me is Battler, the kid who's returned after being gone six years. .........Battler, take my place. Do not shame me!"""
Ushiromiya Battler,"""Sure, Gramps!! I'll teach these guests what the dignity of the Ushiromiya family head is all about!!"""
Ushiromiya Natsuhi,"""What are you planning to do..., Father...?!"""
Ushiromiya Kinzo,"""Wahhahahahaha!! Natsuhi, Beatrice, watch! ......We'll show you what being the Ushiromiya family head is all about!"""
{f:5:Beatrice},"""...That Battler, what is he trying to prove......?"""
Furudo Erika,"""There's no way he can do anything. ......This is a perfect closed room!"""
Ushiromiya Battler,"""Natsuhi oba-san. Come over here. Now, move as I tell you to."""
,Battler called Natsuhi over to the window and whispered something to her with his back towards the others...
Furudo Erika,"""......<Miss> Dlanor. You're ready for everything, right? It's not possible for Kinzo and the witch to slip out of this room, right?"""
Dlanor,"""Of COURSE. ......Gertrude, Cornelia. And the palace guards. Double check that the seal of this closed room is PERFECT."""
Gertrude,"""Please, allow me to speak. Our barrier is perfect."""
Cornelia,"""Allow me to speak. There are no hidden doors, and escape will not be granted through either door or window! Palace guards, when Battler hits the barrier, fire your arrows without hesitation!"""
Chiester00,"""S, Siesta Corps, roger. Battler-sama, prepare yourself...!"""
Chiester45,"""Escaping from this room...is impossible...!"""
Chiester410,""".........But he'll do it nyeh."""
Chiester45,"""H, how...?!"""
Chiester410,"""He's certain he can succeed even without any basis. That's what it means to be the Ushiromiya head nyeh...!"""
Ronove,""".........True. Let's watch."""
Gaap,"""Yeah. ...Let's see the majesty of Riiche's opponent...!"""
Ushiromiya Battler,"""Then I'll begin."""
,Everyone nodded and watched Battler's every move...
Ushiromiya Battler,"""Grandfather was lying in bed like this grunting his understanding of Natsuhi oba-san's daily report or whatever."""
,Battler laid down on the bed himself.
," As if it still mattered now, Erika grumbled about disturbing the crime scene, but no one listened to her."
Ushiromiya Battler,"""Then, I stop answering and sleep. .........Well, realistically speaking, I probably get tired of all that talking and only pretend to be asleep."""
Ushiromiya Kinzo,"""Ahahahaha! You really do get it...!"""
Ushiromiya Natsuhi,"""I, ......I see that Father has gone to sleep, ...bow silently, and leave."""
,"Natsuhi lowered her head to Battler, who was still lying down in the bed, and turned around..."
," Then, she started wandering around, as though doing an inspection of the room."
Ushiromiya Battler,"""......After seeing that Grandfather was asleep, Natsuhi oba-san probably did an inspection of the room before leaving."""
Ushiromiya Battler,"""Of course, she had Shannon-chan and the others clean it every day, but she still checked it thoroughly herself. ......Making sure there was no dust piling up. Making sure that he hadn't run out of any consumables."""
Ushiromiya Natsuhi,"""Y, yes. This is the room of the precious family head, so I check everything carefully myself instead of relying entirely on the servants. I always do that."""
Shannon,""".........Th, that's true. Madam usually checks things very carefully."""
Kanon,"""Her inspection is very detailed, and she even checks all of the consumables in the washroom one by one."""
Ushiromiya Battler,"""In other words, it's not just dust on the windowsill like you see all the time on TV. .........She checks to see that there's enough soap and toilet paper in the washroom. Though she probably doesn't have to do it each day, she's very devoted."""
Ushiromiya Natsuhi,"""Th, that is my routine. I mustn't slack off in my inspection of the head's room for even a single day."""
Furudo Erika,""".........So what's your point? Please keep any showing off to a minimum."""
Ushiromiya Kyrie,"""*giggle*. So only the detective is allowed to show off?"""
Furudo Erika,"""Nn, gah, ......I, ...I'm...the...detective........."""
Ushiromiya Battler,"""Since we're inside the study, you can probably tell, but even though we call it a study, it wouldn't be wrong to call it a second house inside the mansion."""
Ushiromiya Battler,"""It has a sleeping room, a study, a washroom, and even a toilet and bath. In other words, it isn't a single room. You could call it a full house."""
Dlanor,"""......Thank you for the explanation of the room's LAYOUT. However, the move of having him hide somewhere in this room has already been DEFEATED."""
Ushiromiya Battler,"""He isn't hiding. However, there has to be several blind spots. ......For example, if Natsuhi oba-san went into the bathroom to check the amount of toilet paper, most of the study would be out of her sight range."""
Ushiromiya Battler,"""......In other words, for almost every location in the study, the observer would have disappeared."""
Chiester45,"""!! ......O, observer disappearance...! We've lost track of Kinzo...!"""
Gertrude,"""Let it be said that the witch's darkness is filling the study."""
Ushiromiya Kinzo,"""Good. ......It's being filled with the power of darkness. Heheheheheheheh!"""
Furudo Erika,"""And so what if the observer...if Natsuhi left...? ......What next?!"""
Ushiromiya Battler,"""When Grandfather noticed that fussy Natsuhi oba-san leaving, he got up."""
Furudo Erika,"""Why?!"""
Ushiromiya Kinzo,"""Wahhahhahhahhahha!! On a mad night like this, nothing goes better with a drink than enjoying the mad weather of the night sky!!"""
Ushiromiya Battler,"""......Because Natsuhi oba-san was in the blind spot of the bathroom, it becomes possible for Grandfather to walk about the study at will."""
,It was possible for him to move without Natsuhi's knowledge. It was possible for him to move without contradicting what Natsuhi knew!
Chiester00,"""Warning, Battler is approaching the study door."""
Gertrude,"""Allow me to speak. A noise rings out when the lock on the study door is released. Know that {p:1:you cannot leave through the door without Natsuhi thinking something was odd}."""
,"Because Battler had acted as though he was heading for the door, Gertrude, who was sealing the door, immediately sent out a warning."
, Maybe it was possible for him to leave the study while in Natsuhi's blind spot.
,......However.
Furudo Erika,"""That's right..., it's the sound!! We know that there's a loud sound when the auto-lock is released! Even if Natsuhi was in a blind spot inside the study, she wouldn't miss hearing the loud sound when the auto-lock is released. Of course she would find that odd...!!"""
Gertrude,"""Allow me to speak. Let it be said that {p:1:Natsuhi did not hear the sound of the door opening while in the room}."""
,"The washroom and toilet are very close to the door. Even if they hadn't been, that auto-lock always lets off such a massive sound."
, She'd be able to hear that sound no matter what.
," Now that Natsuhi had spoken with Erika and the others about the details of the previous night, she had made it quite clear that nothing out of the ordinary had occurred."
, The argument that Natsuhi would have failed to hear the lock would not work...!
Gertrude,"""Please, allow me to speak once more. {p:1:Kinzo entering or exiting through the door will not be permitted.}"""
Cornelia,"""Let it be said that this is a useless struggle! It is foolish...!!"""
Ushiromiya Battler,""".........It's true that I can't break through the red of that Nee-chan by the door. .........But what about you over there by the window?"""
Cornelia,""".........!"""
,"Turning his back to Gertrude, who claimed that leaving through the door was impossible, Battler locked his gaze on Cornelia, who stood in front of the window."
Ushiromiya Battler,"""Make sure you hold that barrier of yours up tight. ......'Cause you're gonna be.........blasted away, got it?"""
,"By now, Battler's target was clear..........It was Cornelia. And......it was the window."
, He was going......to smash this closed room from the window.
," Not expecting to be chosen as the target herself, Cornelia was overawed for just a second, but she quickly regained her composure."
," It was rare that a struggling, fleeing witch would directly challenge the barriers she set up."
," Furthermore, such witches were always fighting desperately on the brink of death!"
Gertrude,"""Please, allow me to speak. You are Battler's target, Cornelia. I ask that you be on your guard."""
Cornelia,"""Fool! God, have pity on this foolish lamb...!!"""
Ushiromiya Battler,"""I'm no sheep. ......The head of the Ushiromiya family is an eagle. With one wing. ......Don't think you can keep me shut up in this study forever with just a flimsy window like that."""
,"......Starting from a low posture, ......both silent and supple, ......Battler ran forward like a white leopard."
Furudo Erika,"""............Th, ......this guy......couldn't possibly mean to.........!!"""
Cornelia,"""............ah!! Th, this is...............agh. A, allow me to speak...! There is no way to defeat my red! Know that your wish will not be granted...!!"""
,"Cornelia thrust out both her arms and made a sign. When she did, a red barrier closed in front of Battler."
Cornelia,"""Know that this is useless, Ushiromiya Battler...! Know that my {p:1:window is sealed from the inside and Natsuhi did not let Kinzo escape...!!}"""
Ushiromiya Battler,"""{p:2:Natsuhi oba-san didn't let Grandfather escape. ......What if Grandfather snuck out, keeping it a secret from Natsuhi oba-san?!}"""
Furudo Erika,"""Wh, why would Kinzo go out the window on his own?!!!"""
Ushiromiya Kinzo,"""To me, jumping out into the rainy sky on a mad night is nothing more than a bit of fun to go with a drink!!!"""
Furudo Erika,"""But this is the third floor, right?! It's impossible!!!"""
{f:5:Beatrice},"""Even you've jumped down a flight of stairs at least once in your life, right? Three stories is nothing for Kinzo...!"""
Nanjo Terumasa,"""I wouldn't put it past him."""
Kumasawa Chiyo,"""Wouldn't put it past him."""
Furudo Erika,"""Th, that's...r, ridiculous......!!!"""
,"Blue cracks appeared in Cornelia's red barrier, and it shattered with a crisp sound."
, It was all far too quick.
, It looked almost as though she'd gotten out of the way herself in fear of Battler.
Chiester45,"""E, ...Endless Nine...!! Magic Resistance Power, Endless Nine!!"""
Chiester00,"""Cornelia-sama, you can't block it, retreat...!"""
,"At the same time the barrier shattered, the window behind Cornelia's back was flung open."
, The curtains fluttered for just an instant.
," Though it was all filled with rain, the heavens and the courtyard were spread out in front of them... A fitting exit for an eagle leaping from this closed room!"
Dlanor,"""Cornelia, repair the BARRIER!!"""
Cornelia,"""As you wish, Commander Dlanor! Kn, know that you will not be allowed to break this...!!"""
,Cornelia quickly came back to her senses and set up another red barrier.
,"......However, this was the last one."
Cornelia,"""Please, allow me to speak...!! Then let us accept for the time being that Kinzo escaped through the window...! In that case, how did he lock a window which cannot be locked from the outside?! {p:1:The window was locked from the inside!!}"""
Ushiromiya Kinzo,""".........Useless!"""
Ushiromiya Battler,"""Yeah, it's all useless!!"""
,Kinzo and Battler grinned! 
,"She thought this feeble red could block the charge of Battler and Kinzo, the two family heads?"
Ushiromiya Battler,"""{p:2:After Grandfather jumped out the window, Natsuhi oba-san probably noticed a slight draft. She then approached the window, realized that it was wide open, and quickly closed and locked it...!!}"""
Ushiromiya Kinzo,"""{p:2:Natsuhi probably couldn't even imagine that I had slipped out the window!}"""
Ushiromiya Battler,"""{p:2:Yeah!! So it's only natural that Natsuhi oba-san thought Kinzo was sleeping in bed!!}"""
,"Now that Battler had found the answer, the red barrier was more fragile than thin glass."
," The red magical wall of certainty had been smashed again, so easily that it disgraced the name of certainty itself! "
,"Unbelievable, right? "
,That barrier was more firm than any Ronove had ever used against Jessica.
, And yet it had been......destroyed so easily...! 
,"Though Battler was rushing fiercely and had almost reached Cornelia, she didn't step aside."
," Her steel spirit, worthy of the name Eiserne Jungfrau, didn't allow her to step aside."
," She took a charm from her pocket, placed it against the thin air, and made a sign."
," Then, not red, but blue burned there. Though it was far more frail than the red barrier, it was her last method of resistance."
Cornelia,"""Y, you won't get through, you won't!! Let me speak, let me speak!! {p:2:Be that as it may, this is the third floor...! How could a wingless human escape from the window......?!! }Know that you won't get through, you wooooooooon't!!"""
Ushiromiya Kinzo,"""Just quit your whining and watch!!!"""
Ushiromiya Battler,"""{p:2:This is the answeeeeeeeer aaaaaaaaaaahhhhh!!}"""
,Battler......jumped.
," He burst through Cornelia and her blue barrier, knocked them away, .....and his body flew out the window through the darkness of the rainy sky."
," The fragments of the blue barrier scattered, coloring the air beautifully."
, The closed room......had been smashed open......!! 
,Battler......flew out of the mansion.
, He was in the sky above the rainy courtyard.
,......All of the raindrops became small round gems and were scattered through the air.
," Battler flew through the treasure box world of the beautiful stormy sky, ......through the countless gems of rain that filled it."
," In the sky over the world frozen in time, Dlanor and Battler faced each other."
," If Battler, who had smashed and flown out the window, was like a knight leaping off a white horse, ......then Dlanor, who floated in the air waiting for him, was also a knight."
," In the air above the courtyard surrounded by the Ushiromiya mansion and frozen in time, ......the true new head of the Ushiromiya family and the disciple of heaven who would test him crossed paths......"
Dlanor,"""......Well DONE. When you fall into the courtyard, whether you live or die, it won't change the fact that Kinzo could have defeated this closed ROOM...!! You who have thrown away your life and jumped are a MARTYR...!! Well done, you have smashed our closed room BARRIER. Splendid, Ushiromiya Battler!!"""
Dlanor,"""However, I am the Head Inquisitor of Heresy, Dlanor A. Knox!! I cannot allow you to escape out from under my NOSE...! Now, at the end, allow me the honor of crossing swords with YOU!!"""
Ushiromiya Battler,"""Sure, bring it on. ......This game is surprisingly unrelenting."""
,In this world where the gems of rain......fell slowly like large snowflakes on a snowy field.
,......Dlanor and Battler slowly.........crossed paths.
," It seemed slow. And yet, ......it happened in a flash."
, Their gazes crossed and clashed like lightning.
," Knight confronted knight head on, and it would all be decided in a single strike......! "
,Blue and red......crossed paths......
Dlanor,"""{p:2:Was it shown beforehand that a blind spot existed within the study for Natsuhi? If it wasn't shown, this theory will not be permitted.} {p:1:Knox's 8th. It is forbidden for the case to be resolved with clues that are not PRESENTED...!!}"""
,Dlanor's double strike with both the blue and red blades reached out to slice Battler.........and missed.
," Those longswords, which had never lost in a hundred battles, cut through the empty air......"
Ushiromiya Battler,"""{p:1:When we entered the study, its structure was clearly referred to. }......Too bad for you."""
,"For the first time, Dlanor showed an expression.......It was a sudden smile."
, She had known since long ago that the study's structure had been referred to.
," But she couldn't let him escape without making a single strike. As an Inquisitor of Heresy, she could not do that."
," So though she had known that she wouldn't make it, she had still crossed swords with Battler."
Dlanor,"""Yes, I KNEW. ......That answer of yours doesn't violate Knox's 8th."""
Ushiromiya Battler,"""......Here it comes. Don't regret it."""
Dlanor,"""Yes, COME."""
,In Battler's hand......was a blade that shone red. That blade etched out the red truth......
,{p:1:'It wouldn't be an exaggeration to say that Kinzo's study was a small villa he had created inside the mansion'}
,{p:1:'A study. A book archive. A place to sleep. And a bathroom and washroom. It was divided into multiple rooms'
,That has already been shown.
, And it suggests that there might have been a blind spot somewhere within the room...
," Without any mercy, ...no, without any reluctance that would have been dishonorable, ......the sword of red truth cut into Dlanor."
, It cut a beautiful hemisphere through the countless gems of rain that filled the sky......
Dlanor,"""Well.........DONE......"""
Ushiromiya Battler,"""............"""
,Time...exploded into life.
, Both of them...fell through the courtyard.
, One drifted down. The other tumbled through the air.
," Then, there was a soft sound and a dull thud."
,......The first was the sound of Battler landing gently in the courtyard. The second was the sound of Dlanor crashing down.
," After crouching down for a while, .........Battler slowly stood up."
," Though he had jumped down from the third floor, ......he had landed as lightly as though he had merely jumped over a fence......"
{f:5:Beatrice},"""B, ...Battleeeeeeeeeeer.........!!"""
,"Beato leaned out of the study window, looking to see if the supposedly wingless Battler had landed safely."
Ushiromiya Battler,"""Beato!! Come on, jump!!"""
{f:5:Beatrice},"""Huh......?!"""
Ushiromiya Battler,"""That window is our way out! ......So jump!! You aren't the kind of witch who can be locked up inside a closed room, right?!!"""
,"The study was no longer a closed room. She could jump from here, escape from here...! "
,"By now, the closed room which had threatened to capture the witch and suffocate her had been destroyed."
{f:5:Beatrice},"""Y, ......yes...!! Y, you too, Kinzo...!"""
Ushiromiya Kinzo,"""Go. From the moment Battler showed his answer, my spirit had already escaped from this room."""
,"Kinzo's form became a group of gold butterflies and disappeared. The closed room barrier had dissolved, and the power which denies magic had scattered."
, Beato ran towards the window.......That was the only exit from the closed room of this witch hunt.
," After glancing at the subordinates of the Inquisitor of Heresy and the Siesta Sisters, she readied her wound-covered body and ran towards the window, just like Battler had done."
, She looked like Cinderella running as she heard the bell toll.
Furudo Erika,"""Th, there's no way we'll let you escape, Beatrice, Illusion of the Witch!!"""
,"Erika flew at Beato, trying to latch on as Beato dashed, but it was like trying to catch smoke, and she landed face first on the floor."
,"......There's no way a human can catch a witch. For one such as her, without love, even touching Beato was impossible...!"
Furudo Erika,"""Siesta Corps, shoot the witch! Shoot her dead!!"""
Chiester00,"""Alignment conflict. Unable to fire."""
Gertrude,"""Allow me to speak. I have no barrier prepared which can block Battler's blue truth."""
,Both Siesta 00 and Gertrude spoke with unbelievably calm voices.
Furudo Erika,"""N, no one can stop them? Not Battler? Not Kinzo? Not Beatrice?! If these guys escape, ......m, ......my closed room, my theory...!!"
Furudo Erika," I'm......the detective, ...Furudo...Erika... kkggghhhaaaaaaaaaaaggghhgh! Gyaaaaaaaaaaggghhhaaaaaaaaaaaaaaaahhhhhh!!!"""
,"Erika crouched, screaming and clutching at her head."
Ushiromiya Battler,"""The great Golden Witch isn't gonna be defeated by something like that geezer's grubby study!! It's still just the first twilight! I'll teach these newcomers that your game isn't that easy!!"""
,"Just like Battler, Beato also......jumped."
, She drifted down through the rain treasure box world into Battler's chest.
,......Battler caught her with both arms as though catching an angel's wings.
," It was like a knight catching a princess who had been locked up in a tower, ......like a beautiful picture of a scene in some fairy tale..."
Gaap,""".........Crap, I think I'm in love. ...Are all the Ushiromiya family heads guys like this?"""
Ronove,"""If you were to write down the unprecedented feats of Ushiromiya Kinzo, ......you would probably have an uproarious tale longer than all the grimoires in the study put together. It seems the tale of the next head will be worth writing down as well. In fact, it already is being written. It's already a very, very long tale. ......Pu ku ku ku."""
,"The demons giggled on top of the roof, holding umbrellas. Then, they quietly looked down over the two in the courtyard."
{f:5:Beatrice},"""Hah, hahhahhahahahahahaha.........You're......not bad at all......"""
Ushiromiya Battler,"""I guess all your games've toughened me up."""
,"In shock, Beato.....actually praised Battler as he held her in his arms."
, Battler laughed in his usual carefree way......
Furudo Erika,""".........Th, ......this is........., impossible...impossible!!"""
,"Erika looked down from the window and clenched her teeth, still clutching at her head."
," Still holding Beato in his arms, Battler grinned back."
Ushiromiya Battler,"""Erika."""
Furudo Erika,"""......Wh, ...what is it...?"""
Ushiromiya Battler,"""I'm not giving the riddle of the Golden Witch up to you. I'll solve it. ......That riddle belongs to the two of us. Right, Beato?"""
{f:5:Beatrice},"""Y, ......yes...! My riddle is...yo......yo......"""
Ushiromiya Battler,"""Yo?"""
,"When Battler laughed evilly, Beato's face turned uncharacteristically red, but even so, she spoke while laughing loudly."
{f:5:Beatrice},"""My riddle is... yo......yours......yours alone...!! Ushiromiya Battler! I won't let anyone else solve it...!!"""
Ushiromiya Battler,"""Heheh, listen to her, saying something like that...!!"""
,"Battler snorted, amused that Beato had said something so unlike her."
," And, still holding Beato in his arms, he spun around in a kind of waltz."
, The falling gems of rain celebrated their overcoming of this trial......
