Speaker,Original Witch Hunt (OG)
Sumadera Kasumi,"I wanted to kill her!!  But Nee-san just went and died on her own!  That's why I'll kill you!!  Otherwise, my thorn-covered life will never eeeeeeeeeeeeeeend!!"""
,"......From Kasumi's eyes, tears of passion dripped down."
,"So pitiable.........This person's tears were so clear and beautiful."
,"But for that very reason, ......she hadn't been able to fully withstand her sad pain, and had had no choice but to listen to the black witch's temptation..."
Ushiromiya Ange,"""..................So pitiable.  ......In that case, I'll at least release you...your soul...for all eternity, and free you from the bonds of resentment.  .........That might be the only bit of charity I can give right now."""
Sumadera Kasumi,"""Diiiiiiiiiiiee, Ushiromiya Angeeeeeeeeeee!!!"""
Ushiromiya Ange,"""Goodbye, Kasumi oba-san.  .........Take a long rest in a quiet world."""
,"I can no longer feel your anger and hatred.I just want to let your soul rest in peace."
,"Kasumi's handgun spat fire."
,"Slowly, that bullet continued through a world frozen to the utmost limit......, aiming for ANGE's forehead."
Ushiromiya Ange,"""Mammon."""
Mammon,"""......Y, ......yeah!!  Mammon of Greed, right here...!!"""
Ushiromiya Ange,"""Thanks."""
Mammon,"""......Huh?""\"
Ushiromiya Ange,"""Because I met with you and Sakutarou, I was able to understand everything."""
Sakutarou,"『......Ange......』"
Ushiromiya Ange,"""Look away, Sakutarou.  .........Mammon.  Release that woman.  And, protect the honor of Mariage Sorciere...!!"""
Mammon,"""Y, .........yes!!  ......Prepare yourself, Sumadera Kasumi!!"""
,"Even though the world was frozen, the Stake of Greed flashed like lightning, .........and had already pierced Kasumi's back..."
Mammon,"""If you possess the slightest virtue, you shall have an audience again on the mountain of Purgatory!!  .........Diiiiiiiieee!!!"""
,"The upper half of Sumadera Kasumi's head was smashed."
,"......Her cage of flesh was shattered, ......and she was finally released......"
Ushiromiya Ange,""".........Next is you.  ...........The black witch.  ......By now, I think even the fact that you look like Eva oba-san is inexcusable to her."""
{f:5:Eva Beatrice},"""Heh, ......heheheheheh.  ...If my form still looks like Ushiromiya Eva, that means you still haven't been able to forgive 'me' inside yourself."
{f:5:Eva Beatrice},"I understand, Ange.  ............You also want to be released from your thorn-covered life more than anything."""
Ushiromiya Ange,"""........................"""
{f:5:Eva Beatrice},"""In that case, ......I thought of something interesting.  I'll show you magic as well.  .........I won't be the one to kill you."""
,"With the worst smile on her face, the black witch changed her form into something like a black mist, ...or else a vast swarm of black flying insects, which began to swirl around me."
,"Then that black mist began to gather bit by bit, ......shaping itself into the form of a human."
Ushiromiya Ange,"""..................What's this supposed to be......"""
{f:5:Eva Beatrice},"Ehheheheheh!You at least have a vague idea, don't you?!{n}That woman you hated and despised the most!{n}And that woman hated and despised you the most...!"
,"When the black mist cleared, .........over there was, ............Eva oba-san's form, ......as she had been while alive."
,"......Her hands...were holding a gun."
Ushiromiya Ange,"""............Eva oba-san, ......died."""
Ushiromiya Eva,"""*giggle*, long time no see, Angeeee.  ......I've returned from hell to kill youu!  *cackle*cackle*!!"""
,"Eva oba-san glared at me with a mad laugh."
Ushiromiya Ange,"""But, ......I'm not that surprised.  Eva oba-san was that kind of person."""
Ushiromiya Eva,"""I imagine your mood's cleared up quite a bit since my funeral, right?  Mine has too, since I never have to see your face again...!  But I had just one regret.And this is it!!"""
Ushiromiya Ange,""".........Killing me?  .........Was that your last request?"""
,"How pitiful.......Even after death, ......Oba-san wasn't released from her pain......"
Ushiromiya Eva,"""The black witch's power is itself the source of my magic.  Anger and hatred taught me how to work hard and persist.  Completely different from this magic to escape reality that you speak of!"""
Ushiromiya Ange,"""......The magic you speak of is nothing more than stress reduction through outbursts of anger.  ......Our magic is different.  It can remake the entire world.  .........It's of a completely different class than your ill-natured magic."""
Ushiromiya Eva,"""*giggle*!!  In that case, let's settle who will win right here, black or white...!!  Against my miracle done by black magic of reviving even after death and pointing a gun at you like this, what kind of miracle will your white magic oppose me with?"
Ushiromiya Eva,"You're wrapped up in the magic-resisting toxin.  You can't call the Seven Sisters any more.  That miracle just now won't occur again...!!"""
Ushiromiya Ange,"""............Having it occur despite all that is the reason it's called magic.  ......Alright.  Mammon.  Lend me your power."""
,"......But Mammon didn't respond.  She didn't appear."
,"Certainly, as she said, the magic-resisting toxin had burned everything up like a wasteland parched by a blazing sun..."
,".........This might be a little tough."
Ushiromiya Eva,"""It's useless to call out.  Never again!  The Seven Sisters of Purgatory won't answer!"""
Ushiromiya Ange,"""And, being able to call them even so is what makes it magic, right?"""
Ushiromiya Eva,"""........................How pitiful, Ange.  So long.  The scarce days with you were somewhat fun.  This is goodbye.  ......Isn't it great that your final stop would be here?"""
Ushiromiya Ange,"""Yeah, totally.  How thoughtful."""
Ushiromiya Eva,"""Thanks.  Then this is farewell."""
,"The barrel of the gun rose slowly, ......so that you could see all the way down it."
,"Then, .........the trigger was slowly........."
,"At that moment, ......the gun exploded."
,"...It wasn't that it fired.......It ruptured."
,"............You're...kidding me......"
,"......In shock, inside a frozen space, ......Eva looked at the ruptured gun."
,"When time melted, the fragments would probably smash into her face all at once..."
Mammon,"""......Mammon of Greed.  Right here."""
Ushiromiya Eva,""".....................You're...kidding me..."""
,"Behind Eva's back, Mammon stood..........She had already penetrated the target I had given her.......Which was...the gun."
Ushiromiya Ange,"""Is this, ......enough magic for you?  ............Eva oba-san."""
Ushiromiya Eva,"""......A, .........Angeee........."""
,"Then, time melted.The fragments of the burst gun and exploding gunpowder burned her face.Letting out a shrill scream, she covered her face and rolled around......"
,"......It was pitiful."
Ushiromiya Ange,"""......You were unlucky.  ......This is game over.  Eva oba-san."""
,"I signaled to Mammon....So that Eva would be freed quickly from the pain of her burnt face as she writhed around."
Ushiromiya Ange,"""............Thank you, Mammon.  ...This time, I want to apologize again, and from the bottom of my heart, for calling all of you powerless on that day in the classroom.  You were excellent furniture for protecting witches."""
Mammon,""".........I'm the one that's grateful.  ......I feel truly honored at being able to meet a good witch...a good master in the end, and at being able to fulfill my duty as furniture...!"""
,"Mammon had understood.This would be the final job I'd give her."
,"Mammon quietly walked up to me.Then, she looked down at Eva."
Ushiromiya Ange,"""......Eva oba-san.  Thank you for sticking with me for so long.  This is farewell.  <Have a nice dream>.  <See you in hell>."""
Ushiromiya Eva,"""<Cool>."""
,"Then, ......the light sound of her forehead being bored into rang out."
,"......The battle of gunpowder smoke and fury...of white and black magic...ended."
,"I get the feeling it was a long, .........truly long journey.And the world slowly......sank into darkness........."
,"The stars that should be sparkling, .........lay not in the sky, but were scattered beneath me."
,"......When I realized that the pearl and ruby made a red and white stream, I noticed that it was a vast nighttime scene spread out below me..."
,"I was in the sky of that nighttime scene, neither standing nor flying, ......but simply floating."
,"......From nowhere in particular, I could hear a *clap*clap*clap*, a truly dull applause."
,"I know.......It's the one who ordered me to go on a journey, ......Bernkastel.\"
{f:5:Bernkastel},"""............Congratulations, Endless Witch, ANGE Beatrice.  At the end of your travels, you understood everything about magic."""
Ushiromiya Ange,"""......Yes.  .........I now, ...understand everything about magic.  .........I am...a witch.  ......The last witch who inherited the magical world created by Mariage Sorciere."""
{f:5:Bernkastel},""".........No one besides you...can tear Beatrice's world to pieces."""
Ushiromiya Ange,"""Because I know witches, .........I learned how to resist them."""
{f:5:Bernkastel},"""........................"""
Ushiromiya Ange,"""......Magic is made of love and sadness and anger.  ......No matter how cruel a witch Beatrice might have been, the source of her magic is exactly the same."
Ushiromiya Ange,".........And that's why I wish I could leave that world of hers alone.  ......After all, in her eyes at least, that world is complete."""
{f:5:Bernkastel},"""............But then you'd have to give up on your family."""
Ushiromiya Ange,"""...........................That's right.  So, I don't like doing it, but I have to fight.  .........The very reason I left on this journey to become a witch......was so that I could place my bet on the faint probability that I could take my family back someday."""
{f:5:Bernkastel},"""Unless you kill Beatrice, only worlds of isolation can exist for you.  ......As one who has traveled to billions of Fragments, I can guarantee it."""
Ushiromiya Ange,"""............I understand.  ......I don't have room for compassion.  ......I must make my heart a demon, .........and tear her heart to pieces."""
{f:5:Bernkastel},"""......It is good that you are steady in that resolve.  I was worried that, as another witch like her, you might grow attached and loose your will to continue."""
,"It felt a bit hollow hearing that from a person whose face was almost always expressionless, like her."
,"Bernkastel.......The witch of mystery who invited me to this journey.  ........................"
Ushiromiya Ange,"""At times, I've suspected that you might have lied to me."""
{f:5:Bernkastel},"""..................Why?"""
Ushiromiya Ange,"""......I am the Ange of 1998, so even if I save my family, they will only be saved for the Ange of 1986.  ......They won't be saved for me.  So I've sometimes felt like I was being deceived."""
{f:5:Bernkastel},"""........................That is correct.  I deceived you."""
Ushiromiya Ange,"""......But, now I'm grateful.  .........After all, in the end, you did teach me the way to take my family back."""
{f:5:Bernkastel},"""............I didn't teach you anything.  ......If you know that, it is because, as a witch, you have reached that mental state by yourself.  That mental state is different from mine.  .........I myself cannot understand, but if that is the truth, congratulations."""
Ushiromiya Ange,"""I am not a player in this game, but a piece.  You said this to me, right?"""
{f:5:Bernkastel},"""............Yes, I said it."""
Ushiromiya Ange,"""Now, I fully understand that role.  ............A piece doesn't need emotions.  It just has to give its all for victory's sake."""
{f:5:Bernkastel},"""............Yes.  That is correct.  A game is where you each make the best possible move, right?  If your moves get distorted by hesitation and confusion, your opponent will be confused as well."""
,"............Sorry, Beatrice."
,"But...don't hate me.......'Ushiromiya Ange' still needs her family."
,"So I have the right to fight you...so that I can take them back."
,"And, you have the responsibility to be challenged by me to a fight."
,".........So...don't hate me."
,"In exchange...If you do win in this game, I'll give you my blessing as well."
,"Come on, let's go..........As the piece I am, it's finally time for my true turn."
,"Sorry, Beatrice."
,"{e:120:I won't hand Onii-chan over to you...!!!}"
