Speaker,Original Witch Hunt (OG)
{f:5:Beatrice},"""No.  There is no way that you are my opponent Ushiromiya Battler.  With this as proof."""
Ushiromiya Battler,"""Proof, you say?!"""
{f:5:Beatrice},"""You do not know of that sin six years ago."""
Ushiromiya Battler,""".........Uh, .........th, that's........."""
{f:5:Beatrice},"""No, the true Ushiromiya Battler did not commit a sin.  But as a result, a sin occurred, the span of six years became a blank space, and a man who knew nothing of that time took the name Ushiromiya Battler and appeared on Rokkenjima.  ............That truth...goes like this."""
,"Six years ago, ......my opponent, the true Ushiromiya Battler, was already dead."
,"You were involved in a plot by Rudolf having something to do with distribution of the inheritance...a body double set up in Ushiromiya Battler's place."
Ushiromiya Battler,"""H, ......how could something that stupid be true.........?  .........That's......so, ......ridiculous............"""
{f:5:Lambdadelta},"""......B, Battler......!  Get a hold of yourself...!!"""
{f:5:Bernkastel},""".....................Well.  ...If he can't counter back, there's nothing more to do.  ...Battler did not possess that qualification.  That's how it is."""
{f:5:Lambdadelta},"""A, are you okay with that, Bern?!  If you accept that, you'll lose too, right?!"""
{f:5:Bernkastel},"""Won't you win?  ......Why are you taking Battler's side......?"""
{f:5:Lambdadelta},"""N, ............nnnn..."""
{f:5:Bernkastel},"""What a shame, Battler.  .........What a real shame that you didn't have the qualifications to be Beatrice's opponent.  I was careless myself.  Betting on an unqualified piece.  ............It's my utter defeat, Beatrice."""
{f:5:Beatrice},"""......There is no victory or defeat.  The opponent will simply disappear.  Perhaps I should say that he wasn't there in the first place."""
Ushiromiya Battler,"""But then......, who, .........am I......?  Am I, ......not Dad and Mom's child......?!  "
Ushiromiya Battler,"Who am I......, what am I......?  ............If I'm not Mom's child, ......then what, are you saying I'm a kid they picked up somewhere, like a stray cat?!"""
{f:5:Beatrice},"""If that is the case, it would mean that you do not share Kinzo's blood.  Either way, you are not qualified to compete in this game."""
Ushiromiya Battler,"""...............You're kidding........., .........you're kidding............"""
{f:5:Beatrice},"""That is enough.  ......I was slightly aware from the beginning that you might not be Ushiromiya Battler.  ......So, I had to question you.  I had to ask about something the real Battler would have known."
{f:5:Beatrice},"............What a shame.  I even bet on the one in a quadrillion chance of a miracle, that you might really be Ushiromiya Battler.  However, it looks like you're a different person with the same first and last names after all."""
Ushiromiya Battler,"""............ku, ......uuu............"""
,"Bit by bit, ......Battler's form began to be clouded in darkness..."
,"No, maybe it was the other way around.......The whole world was clouded in darkness, leaving only Battler..."
,"Battler was down on all fours, hanging his head and repeatedly questioning himself."
,"......However, he was not given an answer......"
,"In the world stained with darkness, Beato spoke something and Lambdadelta ran up to him, yelling something very quickly, but it already seemed very far away, and it didn't reach Battler's ears..."
,"............Then 'he', .........not knowing who he himself was, ............erased, ...himself............"
{f:5:Lambdadelta},"""Battleeeeeeeeeeeeer......r, ......nn, ah........."""
{f:5:Beatrice},"""Now the opponent has disappeared.  ......Well then, if you would excuse me.  And Ladies, you should prepare for your journey.  No more festivities are prepared for in my territory.  It was good seeing you.  ......Goodbye."""
,"Without saying anything more, she clouded her own form in darkness as well, and disappeared......"
{f:5:Lambdadelta},"""A, .........are you, ......alright with this?!  Battler, ......d, disappeared, right?!  Someone who hates losing as much as you do is okay with this?!"""
{f:5:Bernkastel},"""..................Weren't you betting on my defeat?  Then isn't this wonderful.  Congratulations, Lambda.  Well then, let's meet again in some other world, okay?"
{f:5:Bernkastel},"Well, this is a world of endless Fragments.  The chances of us having some connection again somewhere are probably less than one in a quadrillion.  ............Alright, it was fun.  Bye-bye."""
{f:5:Lambdadelta},"""Ah, ...wait up, Bern...!!!"""
,"Chasing after Bernkastel, who had disappeared first, Lambdadelta disappeared as well..."
,"Then, everyone had disappeared, .........and there was no one in the study."
,"It returned to silence, almost as though no one had been there from the beginning.......No one was here in the first place."
,"The silent study told of that wordlessly, and the sound of the wind and rain began to fill the room bit by bit......"
,"In a world where everything had sunk into darkness, Beato questioned herself."
{f:5:Beatrice},"""......As I thought, .........from the very beginning, magic should only have been used within Mariage Sorciere."""
Ushiromiya Maria,""".........Seems so.  ...Maria also, ......thought that with Ange."""
{f:5:Beatrice},"""The witches' alliance is you and I.  It started with those two.  ......Mixing in other people was the first mistake..."""
Ushiromiya Maria,""".........It's just so fun.  ...We wanted to add someone close to us into that circle.And we wished that the witches' alliance would grow very large, that everyone would be able to use fun magic together, and that we'd all be happy."""
{f:5:Beatrice},"""However, .........only you and I were able to understand magic after all."""
Ushiromiya Maria,"""We are, ......the only witches who met with a miracle in this world.  .........By now, as long as Maria has Beato, no one else is needed."""
{f:5:Beatrice},"""............Me too.  As long as you are here, I don't need anyone else anymore."""
Ushiromiya Maria,"""In the very first moment that Mariage Sorciere was formed, ......it was already complete."""
{f:5:Beatrice},"""...............That is...so.  That is truly so......"""
,"It had been a witches' alliance to make everyone happy together with magic.......I wonder when it got this screwed up?"
,"What did I want to do when I started this game?  ......I can't really remember even that."
,"No, I may remember, ...but that's a feeling I now wish to throw away to the far side of oblivion."
Ushiromiya Maria,""".........It's alright.  Why not forget everything?  Mariage Sorciere, with just the two of us.  ......We will acknowledge each other.  And no one will hurt us.  So we won't be hurt.  We won't cry."
Ushiromiya Maria,"  Let's forget everything.  ............Hey, Beato.  ......We are...eternity......"""
{f:5:Beatrice},"""........................Maria..................uuuuuuuu, .........uuuuuuuuuuuuu...!!"""
