Speaker,Original Witch Hunt (OG)
Shannon,""".........Enemies are coming from behind.  Multiple."""
Ushiromiya Kyrie,"""Yeah, this time even we can tell.  ......The ground's really shaking.  I can tell that some ridiculous monsters are rushing at us."""
Shannon,"""Don't worry.  I'll make a blockade of the metal bars we just came through with a magic lock.  Goats won't be able to break it."""
,"Shannon held her hand out towards the metal bars they had gone through."
,"......But she stopped right away."
Nanjo Terumasa,"""Wh, what is it...?"""
Shannon,"""Virgilia-sama has started neutralizing the Spirit Wave Jamming...  It'll be bad if it's broken, and we'll lose the initiative once the Siesta Sisters are rebooted...!"""
{f:5:Virgilia},"""I'll make you pay in full for bullying these cute rabbits."
{f:5:Virgilia},"If you're trying to gain the advantage with those clever spirit particles, I'll tear all that off and rob you of them."""
Kanon,"""Nee-san, concentrate on the Spirit Wave Jamming!  The gap in those metal bars is too narrow for those goats.  It should hold them back for a while...!"""
Ushiromiya Krauss,"""I don't have a clue what you're saying, but-"""
Ushiromiya Kyrie,"""We know it's something pretty bad."""
,"Kyrie picked up a metal bar that Kanon had just cut.Krauss had no weapon, but he rubbed his fist, and the two of them glared into the depths of the underground passage where the shaking was coming from."
Nanjo Terumasa,"""......I believe these are the final metal bars blocking the way."""
Ushiromiya Krauss,"""How far is it to the mansion from here?"""
Nanjo Terumasa,"""Quite a walk...  The path is even, but I seem to remember walking for 30 minutes......"""
Ushiromiya Kyrie,"""So if we run all out, it'll be half that time."""
,"They couldn't tell for sure since they didn't have the three-sided mirror, but there was no guarantee that George and Jessica would still be alright against demon opponents after all this time."
Ushiromiya Kyrie,"""......If we run at twice the speed of walking, it'll be 15 minutes.  And twice that speed would make it eight minutes."""
Ushiromiya Krauss,"""And if we sprint all out at double that speed, it won't even take 5.  No problem."""
Nanjo Terumasa,"""Wh, what an unreasonable calculation...  But, I guess this how you'd calculate when in a fire...!"""
Kanon,"""......My sincere apologies, everyone.  Please watch my back...!"""
Ushiromiya Krauss,"""Leave it to us.  Kanon, you cut the bars as fast as you can.  Shannon, you concentrate on jamming this witch called Virgilia or whatever.  Kyrie-san and I will defend against the pursuers...!"""
,"Then, the roars of beasts rang out from the darkness, and several fiery, glowing, bright-red eyes appeared."
,"Goats that were several levels more massive than the guards had been were rushing with an incredible force."
,"The tremors they created were almost like an earthquake.There was a frightening intensity and terror, but Kyrie instead laughed with relief.......Those massive bodies wouldn't be able to go through the crack in the bars!"
,"The group of goats crashed into the metal bars with a fierce sound like that of a train colliding with a dead end."
,"Clumps of dirt fell here and there from the ceiling, and you could tell that the metal bars had bent as if collapsing."
,".....Their charging power probably really was the same as a train.If the metal bars hadn't been there, they would likely have overwhelmed the five of them and crushed them in an instant."
,"When the group of goats pressed up against the metal bars noticed the five people right in front of them, they let out a terrible howl, trying to intimidate the five."
,"......Although it was hard to tell whether that was really intimidation, or because of the pain from playing push and shove."
,"One calm goat among them figured out what should be done about the metal bars, then grabbed two of them with its massive arms and began bending them as though opening double doors."
,"Kyrie sharply jabbed her metal pole at that goat's vitals...!  The goat let out a roar of anguish."
,"It probably hurt a lot, but that was all.It wasn't enough to bring it down..."
Ushiromiya Kyrie,"""Krauss-san...!!"""
Ushiromiya Krauss,"""Whoooaaaaaaaaaaaaahhh!!"""
,"Still holding the metal pole she had stuck out, Kyrie relinquished the opposite tip to Krauss."
,"Krauss ran there with all his might, jumped up and kicked down with all his weight and kicking power combined...!"
,"All of that destructive power was focused on a single pole, drilling it in!!"
Nanjo Terumasa,"""......A, are you alright?  Please don't rub the affected area.  I shall proscribe some medicine later.  Take care..."""
,"As the goat who'd taken a pile bunker to its vitals writhed with teary eyes, it nodded its head."
Ushiromiya Kyrie,"""Looks like our link isn't that bad either.  We won't lose to Shannon-chan and Kanon-kun."""
Ushiromiya Krauss,"""Naturally, for a loving family like us."""
Ushiromiya Kyrie,"""We can do it if we take them together!  Next, that one on the right!"""
Ushiromiya Krauss,"""Understood...!  You really are a good wife.  That Rudolf must have grumbled a little too much."""
Ushiromiya Kyrie,"""Ooh, tell me about it later.  If Rudolf turns pale in heaven, it's way too late for him."""
,"The goats' massive bodies had sunk into the rose bushes.Even taking into account that a leg's power is three times that of an arm's, this strength surpassed common sense."
,"To think that those massive bodies had been kicked in the chin and flown through the air...it was too fierce!"
,"Even George seemed a little surprised."
Ushiromiya George,"""......To think that my kick works on monsters too.  I'm surprised."""
Gaap,"""............It's because of your counterattacking-type barrier.  ......The attacking power that grazes you is added on to your own.  ......Your kick has been supplemented by those monsters' superhuman power..."""
Ushiromiya George,"""Hmm.........I don't really get it, but isn't that just perfect for me?  ......No matter who attacks me, they should be prepared for a counter-attack of equal measure.  Nonaggressive defense.  That's my policy."""
,"That's why Gaap couldn't easily touch him."
,"The counterattacking-type barrier had no defensive power.However, because of its counterattacking characteristic, it could be useful in defense by making the opponent hesitate to attack."
,"The goats had been foolish and so had attacked without worrying, but that effect had been demonstrated perfectly against Gaap."
Ushiromiya George,"""These guys really are dull.  When your power is even, it's better to be of a smaller build."""
,"Lightly dodge the log-like arms."
,"When those arms touched the barrier that protected George, they let off a strong, red light."
,"......And the tip of the foot that was counterattacking gained the same sparkle, and had the superhuman power of the goat added to its own."
,"The second goat fell forwards and floated in the air for a second.Then, George's next roundhouse kick missed right over the falling goat's head."
,"......For an instant, the goat hoped to get away with its life."
,"But no!!  A heel was dropped onto the back of its head, and it was forced to kiss the ground."
Ushiromiya George,"""......Going from a high roundhouse kick into a neri chagi is pretty basic, right?  Works pretty well every now and then."""
Gaap,"""This guy's, ......a problem, ...seriously a problem......!!"""
Ushiromiya George,"""What do you mean, demons.  What do you mean, witches.  .........The rulers of Rokkenjima are this Ushiromiya family.  I'll teach you that with my body."""
Gaap,""".........Yoooooooooooouuuuuu.........!!"""
,"The only way to finish off George now that his body was wrapped up in the counterattacking-type barrier...was to not allow him a counterattack."
,"......Nothing to do but suck him into the Abyss next, then kick and drop him, kick and drop him, kick and drop him, until she kicked him to death!!!"
,"But George had already completely seen through the faint warning signs that told of the appearance of Gaap's pitfalls."
,"......If he could jump over that next pitfall, ......then this time, he would probably pulverize Gaap's head with his whirlwind-like kick, without holding back in the slightest, ......just as had been done to his parents."
,"She was able to envision that scene vividly."
,"Gaap hated Kinzo more than ever for calling her out to this ridiculous island...!"
,"Even though Ronove held out a shield, he had finally started using his hands."
,"Without a more powerful shield, he wouldn't be able to block Jessica's fists anymore."
,"The enchantment on Jessica's fists grew the more she fought."
,"The permeating upgrade had already grown several times, and those fists had also been given an impact upgrade, a piercing upgrade, and a speed upgrade, making them fists worthy to fight on par with a demon..."
Ushiromiya Jessica,""".........What's wrong?!  Starting to get tired?!  You're getting all slow!!"""
Ronove,"""No.  Your movements and thoughts and kinetic vision have been rapidly enchanted.  .........My movements have not changed from the beginning.  ......Your movements are beginning to capture me."""
Ushiromiya Jessica,"""And you still won't fight back...?!!"""
Ronove,"""This is my style.  ......However, I cannot allow it to continue at this rate.  It's about time for me to get serious and end this......!!"""
,"Ronove's face turned into an expression he hadn't shown before.It was full of respect for Jessica in a truly demonic way."
,"Because it was an expression he only showed for enemies who made him get serious."
Ushiromiya Jessica,"""Whooaa?!?!  What the?!"""
,"With a gesture of his whole body that you couldn't call elegant, Ronove held out a shield with all his strength...a shield the size and thickness of a wall."
,"It was more tenacious than a simple shield.It was literally a wall."
,"And on top of that, with all of Ronove's magical power, it pushed Jessica back bit by bit."
,"......Did he plan on pushing her back against the wall and crushing her to death?"
,"Jessica tried to break through the wall with both fists, but it was solid.  ......Without any exaggeration, it was solid!"
Ushiromiya Jessica,"""Is this what you call serious...?!!  No problem, I'll break right through iiiiiiiiiiitt!!"""
Ronove,"""I will not let you this time.  This wall is somewhat different.  ......Here, allow me to enchant it as well."""
,"When Ronove made a magic sign almost like a ninja, the wall glowed red for just an instant, and some kind of ominous power dwelt within it."
,"Jessica was able to realize that almost immediately with her body."
,"Every time her fists hit the wall, pain as though glass fragments had scattered and hit all over her body rebounded against her."
Ronove,"""I upgraded it with attack-reactive armor.  An exceptional item which will decrease the force of your attacks by counterbalancing them, and can even counterattack with reactive fragments."
Ronove,"......It's perfectly fine to keep punching it, but doing so will affect you as well."""
Ushiromiya Jessica,"""Heh, ...heheh!!  In short, it's an endurance test between me and your wall?!!  No problem!!"""
Ronove,"""Will you fall to your knees first, or be pushed into the wall first?  ......Allow me to observe."""
Ushiromiya Jessica,"""Except I might break through it and smash that whole wall along with your face, right?!  Watch iiiiiiiiiiiiiiiit!!"""
,"Without hesitation, Jessica punched using both fists.  Each time she did, a large amount of shards scattered, torturing her entire body."
,"Instantly, several red gashes appeared all over her body..."
,"She grimaced at the intense pain, but her eyes were burning with fighting spirit, and her lips curved in a grin exactly the opposite of the pain...!"
Ushiromiya Krauss,"""Kanon, are you done yet?!  We are alright, ......but the metal bars blocking them don't look like they are...!"""
Kanon,"""Just, ......a little more......!"""
Ushiromiya Kyrie,"""There's no end to these guys...  These metal bars might break just from them shoving each other!"""
,"The group of goats made the metal bars creak.Several arms grabbed the bars, twisting them with superhuman strength."
,"......However, some bars were being pulled in opposite directions by different hands.Apparently they really were stupid."
,"The way those countless hands grabbed the metal bars, ......sometimes happened to match up by chance."
,"Several hands grasping two metal bars neatly put their power together and pulled the bars to the left and right."
,"The incredible sound of metal bending could be heard, and that crack was getting larger bit by bit...!"
,"They attacked the arms of those goats one by one, but they weren't getting anywhere.They couldn't stop the gap from spreading left and right...!"
,"At that time, there was a loud metal sound behind them.Kanon had finally finished cutting."
Kanon,"""Quickly!!"""
Ushiromiya Krauss,"""Kyrie-san, ladies first.  You go next, Doctor Nanjo!"""
Kanon,"""Krauss-sama, please leave this place to me...!  Nn, ......what is?!"""
,"Kanon's red sword that had cut the metal bars disappeared."
Shannon,"""......Sorry!  We've entered Virgilia-sama's Spirit Particle Combat Area of Influence!!  Our magic power has been neutralized!"""
{f:5:Virgilia},"""Hohhohhoh.  How dare you resist me this far...I, who was called a Great Witch.  You can no longer use your magic in that underground passage."""
,"A magic circle column drew a complex magical formula with Virgilia at the center."
,"......With such genuine magic being used, Shannon's power couldn't even compete."
,"On the contrary, it was surprising that she had withstood as much as she had."
{f:5:Virgilia},"""Spirit Particle Superiority Ensured.  Come, Siesta Sisters.  Now it's your turn, right?  "
{f:5:Virgilia},"Wait, are you still rebooting?!  Why are kids so bad at waking up these days...?!"""
Chiester00,"""M, my apologies...!!  We're all different versions..."""
Chiester410,"""Why is it that the shortcuts and pulldown menus get all screwed up every time you change versions, nyeh...!  You did not shut down correctly last time?  Administrator privileges??  What's going on I don't knooooooow!!"""
Chiester45,"""Ukyu~~!!  Ukyu~~!!  (Fix me quickly~!!  Waaaah!)"""
Chiester00,"""Call Imperial Guards' troubleshooting!  What?  You won't tell us without a user code?!"""
Chiester410,"""45 had the user code nyeh."""
Chiester45,"""Ukyu-!!  U, kyu, kyu, kyo, ukyu, kyu-!!!"""
Chiester00,"""I, I can't hear anything except 9999......  Have her write it on some paper."""
Chiester410,"""She can't reinstall the IME, so she can't write characters nyeh."""
{f:5:Virgilia},"""..................Y, you take your time fixing yourselves...  I'm going..."""
,"""""Sorryyyyyyyyy~!!"""""
,"The narrow underground passage was packed with goats, truly like a commuter train in the morning."
,"Virgilia was again shocked by this congestion."
{f:5:Virgilia},"""What are you doing...?!!  "
{f:5:Virgilia},"Huh?  You want to go first because you want the prize?  You're getting in each other's way because you don't want the other goats to steal the prize from you?  "
{f:5:Virgilia},"You stupid goooooooooooooaaaa---ts!!!  I'm going, so open the way!!"
{f:5:Virgilia},"What?!  You don't want to?!  Virgilia-sama is trying to steal the prize?!"
{f:5:Virgilia},"Why are you standing arm in arm?!!  "
{f:5:Virgilia},"Aaah, tight, narrow!!  When did this become a goats-only car?!  Ugyu~~!!  You, that kid who just touched my butt, get off at the next statioo~~n!!!  "
{f:5:Virgilia},".........Hm?  What's with you?  Come this way, you say??"""
,"The five people in Krauss's group dashed through the passageway with all their strength!They couldn't dawdle around in an underground place like this."
,"They had to quickly join up with the children on the surface!If they could join together, there would no longer be any more sorrow!"
,"At that time, a terrible rumble started chasing them.Had the pursuers finally made it through the metal bars?!"
,"But they couldn't see anyone when they turned around."
,"But that rumble and the dirt that fell here and there from the ceiling grew closer and closer, finally catching up with them and even going past them."
,"It felt almost like being chased by ghosts."
,"The instant after they thought they'd gotten away, the ceiling in front of them fell in, and a single goat stood in their path."
,"......Virgilia was sitting on its shoulder."
{f:5:Virgilia},"""This wise child knew a shortcut.  What a good kid, you get first prize.  Later, you can eat some handmade mackerel curry."""
,"Maybe it really was happy about that dubious prize.  The massive goat showed its joy by putting its hands together and writhing."
,"Virgilia leapt down, laughing that this time was finally checkmate."
Kanon,"""......Damn......, no good.........Our magic has been completely killed..."""
Shannon,"""...Not yet.........Even without magic, we still have these bodies..."""
Nanjo Terumasa,"""D, don't be ridiculous...!  There's no way you could fight a monster like that without that strange power...!"""
Ushiromiya Krauss,"""......S, stay back, children...  "
Ushiromiya Krauss,"I'll do something about this, so escape past the sides of that monster while I distract them...!"""
{f:5:Virgilia},"""I won't let you.  Hohhohohohohoho!"""
,"When Virgilia clapped her hands, a purple magic circle wall appeared behind her, stealing even the faint hope that Krauss had been betting on."
Ushiromiya Krauss,"""Is there...nothing more to be done......?  ...N, no, not yet.  ......Jessica fought as well.  I must fight..."""
Ushiromiya Kyrie,"""A, are you serious?!  It's not possible, not against that massive monster...!"""
Nanjo Terumasa,"""Don't be absurd...!  Krauss-san, let us think of another way......"""
Ushiromiya Krauss,"""If you think of something, say it.  Until then, it looks like I'll have to manage something.........Come on, get back."""
Ushiromiya Kyrie,"""......Take care."""
{f:5:Virgilia},"""Hohohoho..., hohhohohohohohohoho!  My, my, Krauss.  You intend to fight this child alone?"""
Ushiromiya Krauss,"""..................Ack...  I, I'm not sure.  In a fight, it's possible to get in a lucky shot..."""
{f:5:Virgilia},"""Hohhohohoho.  You think you can win even with a fluke...?  Allow me to explain the situation so that even one who doesn't know his place, such as you, could understand."""
Ushiromiya Krauss,"""Whaat......?"""
{f:5:Virgilia},"""Hohohoho...  If you were to wield 100% of your strength, your power level is at most 6.  In comparison, this child has a power level of 1000.  In short, even if there were 100 of you, you definitely couldn't win."
{f:5:Virgilia},"Well, it's true that there are uncertain elements in a fight.  Let us admit that your power level has a slight scaling factor to it.  "
{f:5:Virgilia},"But even so, your chances of defeating this child are around perhaps 0.00001%.  Do you understand?  You don't even have a one in ten thousand chance of victory.  Hoh-hoh-hoh-hoh...!"""
,"Virgilia and the goat guffawed together."
Ushiromiya Krauss,"""D, ...damn it......  If it is a one in ten thousand chance, that means the payoff will be ten thousand times more, right?  ......A good dark horse.  I like that kind of betting ticket, makes me want to buy it..."""
{f:5:Virgilia},"""Hoh-hoh-hoh-hoh!  But the coin to buy that is your life, and there's only one of those, right?  However, I can understand why you would still want to entrust that miracle to fate."
{f:5:Virgilia},"......Therefore, I shall praise your courage for standing against us without fear, and give you a bit of a handicap.  This child will fight with only his left arm.  Well, even so, I have absolutely no intention of losing to you."
{f:5:Virgilia},"............Come to think of it, what is that, that *bing*bong*bing*bong* noise I've been hearing?"""
Ushiromiya Krauss,"""V, ......very well.  I'll take that challenge......  Whether it uses its left arm or not, I'm sure I'd be killed with a single strike.  ......I also only have a single chance at a strike.  I can only bet everything on that."""
Nanjo Terumasa,"""That's absurd, Krauss-san...!  I know that you used to do boxing, but I believe that was from your college days...  No, no, even if you were a pro boxer, there's no way you could defeat a monster like that with one strike...!"""
Ushiromiya Kyrie,"""......That would be true if it were a match in the ring.  But while Krauss nii-san's chance to bet on his hope is faint, it does exist.  ......He's betting everything on that hope..."""
Kanon,"""Y, you aren't saying......  But, there's no way that would go well..."""
Shannon,"""......Krauss-sama........."""
Ushiromiya Krauss,"""W, watch me...  I'll settle this with a single strike......"""
,"Hoh-hoh-hoh-hoh...  How frivolous.I know what you're after.The distance between the two of them is more than 10 meters."
,"If the goat and Krauss both step in with all their strength to settle the fight with a single blow, their power will be double what is normal.Both will crash together, so it's a relative four times normal."
,"Even if, on top of that, the strike lands on a weak point for a critical hit, that will only double the power."
,".........In short, Krauss's maximum power level of 6 times 8 would be 48 at the most."
,"He might or might not be able to win if he repeated that lucky shot a full 20 times."
,"Hohhohohohoho, if you're killed every time you take a hit, and your damage still accumulates, .......let's see, I wonder if you could finally win when we get to Episode 24?"
,"Hoh-hoh-hoh-hoh, if only this series could stretch on so long...!!  Either way, you don't even have a slight chance of victory!"
,"......Hey, what was that just now, that *bing*bong*?"
Ushiromiya Krauss,"""Let me bet everything on a single strike as well...  You have no reason to hold back either, goat-kun.  Come at me seriously..."""
{f:5:Virgilia},"""Hohohoho, he's requesting that you go all out.  Smash him with a single serious strike, and turn him into chunks of meat."""
,"As the goat got excited and beat its chest over and over, it took a position as though preparing for a sprint."
,"Hoh-hoh-hoh-hoh, is this as you wish?"
,"Bet your hopes on your greatest power level, and despair when even that doesn't reach at all!"
,"It rang again!  I'm getting annoyed, what is this?!"
Ushiromiya Krauss,"""Here I go......  Ready?"""
,"The goat howled in response."
,"Then, with a matched timing that only the men confronting each other could comprehend, ......the two leapt forward like bullets shot out of a gun."
,"The men howled, collecting the strength from all over their bodies into one arm each."
,"The goat's fiery glowing eyes clearly locked onto Krauss's face."
,"......He could perfectly see a vision of when he would step forwards, when he would punch through Krauss and blow him away, and when he would win perfectly."
,"The long, painful days up to that point drifted through the goat's mind......"
,"The painful days of training where his senpais had picked on him..."
,"The faint glimpses of his senpais' warm concern during those days."
,"And the joy of that day his power had been acknowledged, and he had been accepted as one of the comrades...!"
,"I never properly respected my parents."
,"......That's right, I'd actually planned on washing my hands of this business when this job was over, and returning to my hometown."
,"Sorry, my little goat sister, Onii-chan...I was only ever a nuisance."
,"And I, ...a, actually had a childhood friend, and was going to marry her when I got ho---me!!!"
{f:5:Virgilia},"""Gyaaaaaaaaahh!!!  Nooooooooooo!!  Don't trip so many loser flaaaaaaaaaaags!!  "
{f:5:Virgilia},"You can't handle that punch, dodge iiiiiiiiiit!!"""
,"It happened the instant right before the two crashed and their punches crossed."
Ushiromiya Kyrie,"""You fool, Virgilia.  Looks like you couldn't make a composed decision."""
{f:5:Virgilia},"""You must not take that punch!!  Repel it!!"""
The Goat Butler,"""?!?!"""
,"The very instant the goat's left straight and Krauss's right straight crossed!  The goat obeyed Virgilia's order with super-fast reflexes and pulled his straight back, repelling Krauss's punch!"
Ushiromiya Krauss,""".........mu-"""
,"That's right, Virgilia's decision probably had been wise.After all, the number of loser flags amplify the opponent's power level!"
{f:5:Virgilia},"""That was close, if you had taken that punch after tripping so many loser flags, imagine just how great a force would it have been amplified to...!!"
{f:5:Virgilia},"Come on, from there, smash the completely open right side of his face with a right straight!!  "
{f:5:Virgilia},"What?  The promise about fighting with only your left arm?  "
{f:5:Virgilia},"Hoh-hoh-hoh!!  Aren't promises made to be broken?!!  "
{f:5:Virgilia},"Gyaah, tripped another ooooooone!!"""
Ushiromiya Kyrie,"""I'm disappointed, Virgilia.  You really have lost your composure."""
{f:5:Virgilia},"""What's that......?!  How was I not composed by noticing it beforehand and making him avoid it...?!"""
Shannon,"""Wh, ...why is that, Kyrie-sama...?  If they had crashed like that, wouldn't it have been Krauss's......"""
Kanon,""".........Ah, I, I see..., even with 20 loser flags, ......that's not enough!"""
,"Krauss's and the goat's double rush made for times 4.With a miracle as an ally, the firm promise of a critical hit doubled it again for times 8."
,"On top of that, there was an amplification of times 20, equal to the number of loser flags, making for times 160."
,"At a glance, that was an incredible amplification, but even so, Krauss's power level was 6.Even multiplied by 160, it only made for a power level of 960.Just barely below the goat's 1000...!"
Ushiromiya Kyrie,"""That's why I said you weren't composed.  It's your blunder.  If they had crashed like that, you would have won."""
{f:5:Virgilia},"""H, hoh-hoh-hoh-hoh!!  Even if that were so, it all comes to the same thing if this right straight smashes Krauss's head!!  Die Ushiromiya Krauss!!!"""
Ushiromiya Krauss,"""......Take this, the strongest strike of the boxing world."""
,"After repelling Krauss's right straight, the goat's right straight attacked the right side of Krauss's face, which had been left open..."
,"But there, it crossed Krauss's left straight..."
,"The two punches crossed, and time stopped as each aimed for the face of the other......"
{f:5:Virgilia},"""Ho, .........hohohoho.  To think that it would be timed for a simultaneous strike!  But his power level stops at x160, making it 960!!  It doesn't reach up to my child's 1000...!"""
Nanjo Terumasa,""".........No.  Virgilia-san.  ......It's your loss."""
{f:5:Virgilia},"""Why?!"""
Nanjo Terumasa,"""You made him repel the first cross-counter.  ......Certainly, if another right straight after that were to hit, Krauss-san would probably be in pieces."
Nanjo Terumasa,"...However, that was crossed.........That's no good.  Sorry, but this is a complete loss for you and this goat."""
,"A cross-counter has four times the destructive power.This is common knowledge in boxing."
,"And if that is blocked, and the right straight hits, then the double cross-counter has 8 times the destructive power.This is also common knowledge in boxing."
,"If that is crossed......By the principle of leverage, the triple cross then multiplies the destructive power by 12!"
,"This is also painfully common knowledge in the boxing world!! It's even written in a Minmeishobou book!"
Ushiromiya Kyrie,""".........Krauss-san's power level is 6."""
Kanon,"""The rushing from both sides is times 4."""
Shannon,"""Th, the critical hit is times 8."""
Nanjo Terumasa,"""And times 160 for tripping too many loser flags."""
Ushiromiya Krauss,"""......And times 12 again for the triple cross-counter."""
{f:5:Virgilia},"""T, ......times 1920......"""
,"His power level is 11520...!!Krauss's punch now had the power to easily win the very first Tenkaichi Budokai...!!!"
Nanjo Terumasa,"""......This result was brought about by Krauss-san's persistence in not giving up on victory until the end, ......and your pride.  Without either, this strength would not exist..."
Nanjo Terumasa,"......You fought well.  ......You may now fall..."""
,"Nanjo clapped the goat on the shoulder..."
,"......O, ......onii-chan, I gave it my all......"
,"As the sparkling drops from the goat's eyes scattered, he bent backwards, and fell on Virgilia."
{f:5:Virgilia},"""Ugyu-!!  Heavyyyyyyy, move awaaaay!"""
,"The goat's massive body was too heavy for the slender Virgilia.She wriggled around with it on top of her, but it didn't look like she would be able to escape."
,"In that instant, the barrier Virgilia had sealed broke."
Ushiromiya Krauss,"""Don't think badly of us.  You lost because of the principle of leverage."""
Ushiromiya Kyrie,"""......I wonder why the principle of leverage worked on that counter.  It's an eternal mystery."""
Nanjo Terumasa,"""Let's escape while we can...!!  You take care too, goat-san...!"""
Shannon,"""W, well then, excuse us, Virgilia-sama!"""
Kanon,""".........*bow*."""
{f:5:Virgilia},"""Waaaaaaaaiiit!!  Wait uup!!  Get this off meeeeee!!  Kiiii---!!  Gapgapgapgap!!!"""
,"After that, there was nothing to block their way.......They ran intently through the underground passage...!"
,"Jessica had finally been cornered with the wall at her back.......Ronove advanced with his magic circle wall bit by bit, and would probably crush her against the other wall eventually."
,"Considering the distance, she threw out her fists...  This would be the final strike."
,"Jessica had dealt out many punches so far."
,"......The wall wasn't invincible.It had already started to crack, and it wouldn't be strange for it to smash at any moment."
,"However, due to the rebounding damage, Jessica also had cuts all over her body, and was all worn out."
Ronove,"""......Just put a stop to this.  I don't intend to crush you.  It is up to the Master to decide how to deal with you.  ......However, I also intend to give you a special congratulation for your good fight."""
Ushiromiya Jessica,"""Q, .........quit fucking a, ......around.........Not yet......  It isn't, ......over yet........."""
Ronove,"""......You have wounds all over your body.  It's all you can manage just to stand, is it not?  ......It seems that you plan on putting all of your strength into this final strike.  However, that final strike will actually become fatal for you."""
,"The damage reflected by Ronove's magic circle wall was proportional to the strength of the attack.Jessica's all-out punch would be bounced back onto her."
,"......The more all-out she went, the more suicidal it would be for Jessica."
Ushiromiya Jessica,"""I, I get it......, I know that........."""
Ronove,"""I am warning you.  Stop this now.  That is for your own sake."""
Ushiromiya Jessica,"""Stop bluffing.  Your wall is already about to break, right...?  I can tell by its feel after punching it so much, you see..........?"""
Ronove,"""....................."""
,"That was...a fact.Ronove's wall was already on the verge of breaking."
,"And on top of that, Jessica's fists had been imbued with an unimaginable magical attack power by now, and their destructive power defied the imagination."
,"......In the worst case, that destructive power might even pierce the defensive wall, smash Ronove as well, and create an expansion connecting this room to the next."
,"......However, that damage would rebound on Jessica as well.  She wouldn't escape unharmed!"
Ronove,"""I will say it just one more time.  Stop.  I say this out of consideration for you!"""
Ushiromiya Jessica,"""Shut the fuck up...............Prepare yourself."""
,"Jessica howled.......Putting all the strength of her greatest and final destructive power into her fist, she roared......"
,"The three goats had been beaten down long ago.Without straining to breathe in the slightest, George cautiously closed the distance between him and Gaap."
,"......He was after her.He was planning on bringing her down with a single strike..."
,"Gaap was also aiming for a single strike..........If she let that chance slide, she would be killed this time......"
Ushiromiya George,"""......Aren't you going to use your pitfalls?"""
Gaap,"""............Ack......"""
,"Even the tiny opening during the time it took to open the hole would prove fatal with George as an opponent right now."
,"......Gaap cautiously calculated the distance and timing, but even as she did, George closed the gap between them..."
Ushiromiya George,""".........If you won't come, I'll go."""
Gaap,"""......C, ......come over here...  I have no tricks by this point.  ......I'll settle it, ......with this kick of mine!"""
,"The instant she thought George's body blurred, ......only his jacket was floating in the air."
,"The instant she thought 'ah-', darkness covered Gaap."
,"George, with his heel swung up high, was attacking from the sky, looking like a massive dragon."
Gaap,"""I, it worked............This is my victory, Ushiromiya George!!"""
Ushiromiya George,"""What?"""
,"Gaap opened a vast pitfall with her in the center, and swallowed up George along with herself...!!"
,"The two were swallowed up by the pitfall, and spat out from the ceiling of the arbor."
,"But that was what Gaap had been after, so she alone landed lightly.......But there was another pitfall in George's landing spot."
Gaap,"""Ehheheheheheheh, aaaahhahahahahahahahahaha!!!  Gotcha, Ushiromiya Geoooooooooorge!!"
Gaap,"It was fun, so die, the Ushiromiya family headship would be a waste on one such as you, so I'll finish you right here, right now!!!  Oooooooooowhooooooooaaaaahhh!!"""
,"George once again fell from the ceiling of the arbor.He had probably been dropped the same distance as falling off the roof of a two story building."
,"In the sky, he couldn't control his posture in any way.It was impossible to resist or defend or avoid!!"
,"As Gaap spun like a whirlwind, she concentrated all of her energy on the sharp tip of her stiletto heel."
,"......This was the final strike...to perform his requiem.The final strike of the queen bee that bored into heaven, knocking him down into the true Abyss!!"
Gaap,"""Welcome to the Abyss!!  This the end of the line for you!!!"""
,"She closed in on her prey, and stuck her foot up into the sky."
,"......At that time, she saw George's face..........Even though he was in midair, he was calmly adjusting his glasses with the middle finger of his right hand."
,"And his posture was still preserved as that of an axe kick.Without the faintest deviation, he aimed for Gaap's forehead......"
Ushiromiya George,""".........I had already hypothesized that this move would come up."""
Gaap,""".............Wh...at.........?"""
Ushiromiya George,"""If I'd jumped to make the person that was on the ground taste my heel, my posture would have collapsed long ago.  .........However, my posture hasn't collapsed in the slightest.  Do you know why?"""
Gaap,"""......You, ......don't, ...mean......"""
Ushiromiya George,"""From the very beginning, ......I jumped to make the person that was two stories below taste my heel!!!"""
Gaap,"""Uu, ......oooooooooooooohhhaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahhhhh!!!"""
Ushiromiya George,"""It's your loss, Miss!!!"""
Gaap,"""*bing*bong*."""
Ushiromiya Jessica,"""Whooooooaaaaaaahhh, take thiiiiiiiiiiiiiiiiiss!!!"""
,"The final, strongest punch that Jessica had raised, reached the wall, ......and was sucked in."
,"It was sucked into the black, large hole that had suddenly opened on the wall."
Ronove,"""Well, .........I did advise you to stop."""
Ushiromiya Jessica,"""This, .........is............"""
Ushiromiya George,"""......Gu, ............ah......"""
Gaap,"""Actually, .........I wasn't even close to being in a pinch.  Soorry..."""
,"......Jessica's fist had gone for George's stomach, ......and George's axe kick had lined up on Jessica's head."
,"The shocking destructive power imbued in Jessica's fist crushed George's organs and scattered his abdomen."
,"The same destructive power in George's axe kick smashed half of Jessica's head, and scattered its contents in the same manner......"
Gaap,"""Pfft, ...ahhahahahahahahahahahaha...!!  Didn't I tell yooou?  About a witch's acting poweeeeeeer?  Hey, hey, Beato, what do you think, were you watching, I wonder...?"""
