Speaker,Original Witch Hunt (OG)
,"That itself was of course atrocious, but because half of their faces remained, it was easy to confirm their identity."
,But Dad and the other three were different.
,"Because his face had been completely destroyed, even I, as his son, could only guess by inference that it had to have been Dad because of his clothes and the like."
,"......In short, it remained vague until the end whether that really was Dad's corpse."
Ushiromiya Battler,"""If this reasoning battle had taken place during the first game as well, I would probably have claimed that, since the identities of Dad and the rests' bodies were impossible to confirm, there was a possibility that one was a fake corpse.  ......After all, Beato didn't state anything in red during that game."""
Gaap,"""Well done.  Correct.  .........A faked death is one of the basics of the mystery genre.  Even if you make a doctor examine the corpse, you can't trust the results if you suspect him of being the culprit's accomplice.  Therefore, corpses that can't guarantee a death for certain are always disadvantageous for the witch's side."""
Ushiromiya Ange,"""You can suspect faked deaths for all corpses, and hypothesize that they are the culprit for the cases that follow.  ......It's a move Battler doesn't like, but it's the most elementary move to use against a witch."""
Ushiromiya Battler,"""Yeah, that's right.  That's why Beato started using the red.  ......With the red truth, she can carry out a perfect autopsy."""
{f:5:Beatrice},"""*cackle*cackle*!  That's how it is.  Normally, for the first twilight, I would use the red truth right away, confirming the deaths of these six."
{f:5:Beatrice},"  However, as you know, my battle strategy this time is the complete opposite of previous games, and I have switched to using red truth starvation tactics...!"
{f:5:Beatrice},"Since you use it as a grounding from which to counterattack, I will not use the red easily.  I can just make you come apart at the seams by using red in just a single place, as rarely as possible!"
{f:5:Beatrice},"  In the end, it means I will permit all rants regarding your guesswork for all the closed rooms, and I only have to smash one of those once with the red truth."""
Ushiromiya Battler,"""Ihihi!  Even though you've always teased me, once I start counterattacking, you now hole up back inside your shell.  Quit kidding around."""
{f:5:Beatrice},"""Anyways, I do not want to use the red, I want to be stingy!  I want to bully Battleeer!!  "
{f:5:Beatrice},"But how could I guarantee a death for certain without using red?  I worried and worried over it.  ......Then Gaap gave me an idea!  It truly is a simple method.  *cackle*cackle*!"""
Gaap,"""......I just said something obvious and you hit upon the idea, Riiche.  I simply said that you only had to create corpses whose identity could be distinguished and whose complete death could be known."""
{f:5:Beatrice},"""Kuhhihihihi!  In short, I put those two things together!  The face which is necessary to distinguish their identity, and the perfect symbol of death, which is the pulverization of the head, the vessel for the soul!  "
{f:5:Beatrice},"When I put those two parts neatly together, aah, wonderful!  I came up with the perfect answer of corpses with their heads half-smashed!"""
Ushiromiya Battler,"""I'll bet you love two-colored bread and two-colored ice cream.  A shameless hobby of a greedy kid..."""
Ushiromiya Ange,""".........In any event, even if half of their heads are smashed, we shouldn't assume that they are dead at this point in time."""
Ushiromiya Battler,"""I get it.  ......Since Beato is trying to act tough and refuse to say anything in red, I have to suspect everything.  ......Of course, I'm definitely not going to swallow the magic mass murder by the Siesta ass nee-chans."""
Gaap,"""*giggle*.  You sure have gotten prudent.  ......If this were the first game, you would have swallowed everything."""
{f:5:Beatrice},"""*cackle*cackle*!  It wouldn't be interesting if a rival wasn't like that.  "
{f:5:Beatrice},"Since there is fortunately no red now, he can imagine whatever he wants and reason over and over again as he likes.  At the very end, at the very sweetest spot, I'll cut him down at once with the red truth...!"""
