Speaker,Italian (Ars Magica) (Old) (ITA)
,"Gli occhi di Erika si spalancarono. Dopotutto, ciò che lui aveva appena detto era completamente assurdo."
,... In quel momento... loro non erano ancora stati uccisi...?!
,Nonostante dei cadaveri con le gole squarciate giacessero lì?!
Furudo Erika,"""{p:1:La morte dei quattro nella stanza dei cugini è stata proclamata col testo rosso!!} Stai provando ad usare l'Illusione della Strega?! Stai provando a resuscitare George e gli altri usando il concetto di magia, nonostante in quel momento fossero morti?!"""
Ushiromiya Battler,"""Capisco, dato che tu credi che loro fossero morti in quel momento, probabilmente ti sembra come se i morti stessero venendo riportati in vita...! Quindi questa ai tuoi occhi può sembrare magia."
Ushiromiya Battler,"... In tal caso, non sarò io ad infliggerti il prossimo colpo!"""
Furudo Erika,"""Sciocco!! Quante volte lo devo dire?!!"
Furudo Erika,"{p:1:La morte delle quattro persone nella stanza dei cugini è stata proclamata con la verità rossa!!} {p:1:Inoltre, quei cadaveri sono stati visti da molte persone!!} {p:1:Inoltre, è già stato proclamato in rosso che l'esame di quei cadaveri non avrebbe potuto portare ad un risultato erroneo...!!}"
Furudo Erika,"{p:1:}Prendete questo, persone morte!!!"""
Ronove,"""{p:2:... Quando è stata fatta quella verità rossa?} {p:2:Se n'é dimenticata, Miss?}"""
,"La violenta cascata di rossi fu bloccata da una barriera magica creata da Ronove, che era improvvisamente apparso di fronte a Battler."
,"Ora che Beato era sparita, i demoni non dovrebbero essere capaci di manifestarsi nel mondo reale..."
,Tuttavia... lui ‘esisteva’ lì... e si occupò tranquillamente dell'attacco di Erika.
Furudo Erika,"""T... Tu... Ronove!! C-Come sei arrivato qui...?! Beh, chi se ne importa, meglio così. Ora non c'è nemmeno bisogno di andare a cercarti. Ti catturerò qui e negherò anche la tua esistenza!!"""
Ushiromiya Battler,"""... La lascio a te. Insegnale che non si può controllare tutto con una sola, arrogante verità."""
Ronove,"""{p:0:＜}Yes, your majesty{p:0:＞}. ... Bene allora... mi permetta di essere il suo avversario per un poco. Che ne dice, Miss?"""
Furudo Erika,"""{p:2:In questo caso, quando affermi che sia avvenuta la proclamazione di morte con la verità rossa?!} {p:2:Stai dicendo che puoi puntualizzarlo?!} {p:2:Non puoi farlo, quindi non puoi negare che la proclamazione di morte sia stata fatta al momento della scoperta del delitto!!}"""
Ronove,"""{p:1:Quando è stata aperta questa corte, Lady Lambdadelta ha fatto una dichiarazione.} {p:1:Lei ha detto che questa era una sessione di risposte per le ventiquattr'ore!} {p:2:... La proclamazione di morte è stata fatta alle 24:00 del secondo giorno, in altre parole, alla fine del gioco.} {p:2:Questo non nega la possibilità che l'omicidio sia avvenuto dopo la mattina del secondo giorno,} {p:2:dopo la cosiddetta ‘scoperta del delitto’...!}"""
Furudo Erika,"""Allora, stai dicendo... che le vittime a quel punto erano vive?! Anche se le loro gole erano squarciate?!"""
Ronove,"""{p:2:L'ha visto lei stessa, Miss Detective...?} {p:2:Può essere vero che tutti i cadaveri non avrebbero portato ad un'indagine erronea,} {p:2:a prescindere da chi li controllasse per vedere se erano vivi,} {p:2:... ma non è mai stato detto che ci fosse una regola che proibisse che qualcosa che non è un cadavere venga chiamato cadavere.}"""
,"Erika agitò senza sosta la sua falce, ma Ronove bloccò tutto con gesti eleganti fatti con lo scudo su una delle sue mani."
Furudo Erika,"""Q... Quindi, in quel momento, nessuno era morto?! Non c'erano nemmeno ferite nelle loro gole?! In questo caso... perché Battler ha urlato?!"""
Gaap,"""Meglio che guardi sotto ai tuoi piedi, ragazzina. {p:1:... Ushiromiya Kinzo è già morto al tempo di inizio di tutti i giochi!}"""
Furudo Erika,"""Uh?! Ah-"""
,Un buco nero pece si aprì sotto i piedi di Erika e la inghiottì.
,Poteva probabilmente vedere attraverso l'altra parte del varco.
,... Fu la stessa cosa che si vedrebbe guardando giù dal lucernario di questa cattedrale.
Gaap,"""Lia!!"""
{f:5:Virgilia},"""Sì."""
,Virgilia poteva già essere vista a mezz'aria dentro la cattedrale.
,"Come Erika cadde dal cielo, Virgilia fu proprio sotto di lei e la prese sulla punta della divina lancia che brillava di blu!"
{f:5:Virgilia},"""{p:2:... Non dovresti rivedere il tuo ragionamento?} {p:2:Kinzo non esiste.} {p:2:Pertanto, il modo in cui i corpi spariscono nella tua teoria è un fallimento.}"""
Dlanor,"""CORRETTO. ... A meno che qualcuno a parte Kinzo faccia sparire i cadaveri, la sua teoria FALLISCE."""
Furudo Erika,"""Geh... gah... dannazioneeeeee, questo è niente... graggh... gah...!!"""
,La divina lancia blu di Virgilia infilzò e trafisse Erika a mezz'aria.
,"Erika lottò, piena d'odio, ma non poteva toglierla facilmente."
,"Poi, tutt'attorno a lei... diversi piccoli, veloci oggetti rimbalzarono con fragore dalle pareti e la circondarono."
,Le sette persone si manifestarono immediatamente.
Lucifer,"""Siamo le Sette Sorelle del Purgatorio...!! Sappi questo, nemica del nostro padrone!!"""
Furudo Erika,"""... Voi... insignificanti fermacarte...!!"""
Asmodeus,"""{p:1:Dopo la morte di George, il suo cadavere non è mai stato spostato!}"""
Beelzebub,"""{p:1:Dopo la morte di Jessica, il suo cadavere non è mai stato spostato!}"""
Mammon,"""{p:1:Dopo la morte di Maria, il suo cadavere non è mai stato spostato!}"""
Belphegor,"""{p:1:Dopo la morte di Rosa, il suo cadavere non è mai stato spostato!}"""
Satan,"""{p:1:Dopo la morte di Genji, il suo cadavere non è mai stato spostato!}"""
Leviathan,"""{p:1:Dopo la morte di Krauss, il suo cadavere non è mai stato spostato!}"""
Lucifer,"""{p:1:Pertanto, i corpi non sarebbero potuti sparire dopo essere stati scoperti!!} {p:1:La tua teoria riguardo Kinzo che porta via i cadaveri fallisce!}"""
Furudo Erika,"""AAAaaaaaaarrggghhhhhhhghhh...!!! Ma quindi? Anche senza Kinzo, io posso spiegare come... i corpi sparis-... nnngg... gaaaaaaaaaggghhh!! Io... Furudo Erika, devo rivedere la mia teoria...?! Nnnnnngggaaaaaaaaaarrrrggghh!! {n}Io?!... La detective?!!"
Furudo Erika,"Gaaaaaaaaaaaaaaaaaaarrggghhhhh!!"""
,... Erika era probabilmente capace di scamparla anche con l'esistenza di Kinzo negata facendo solamente una piccola correzione alla sua teoria.
,"Tuttavia... per lei, dover rivedere una teoria che aveva già creato... era estremamente... umiliante!"
Gaap,"""Sembra tu abbia giocato troppo con il tuo piano per mettere spalle al muro Natsuhi in quel modo."""
Ronove,"""Hai giocato un po' troppo col tuo ragionamento. ... A questo punto, la tua padrona non è l'unica che può parlare della morte di Kinzo con la verità rossa."""
{f:5:Virgilia},"""Questo è ciò che ottieni giocando nell'oscurità delle streghe. ... Sappilo, Furudo Erika...!"""
Furudo Erika,"""Nngh... gggh, ggh...!!"""
,"Ovviamente, anche Erika aveva dubitato dell'esistenza di Kinzo dall'inizio."
,"Tuttavia, precedentemente era impossibile per qualcuno negare la sua esistenza in quel processo eccetto per Bernkastel e Lambdadelta, che si erano schierate dalla stessa parte."
,"E per via del voluto silenzio di quelle due, la verità su Kinzo era rimasta incerta."
,"Eppure, pensare che Battler... era diventato una strega... uno stregone, e capace di usare il rosso senza prove!!"
,"Tuttavia, lei aveva la sua Inquisitrice dell'Eresia che poteva anch'ella usare il rosso senza prove per controbattere!!"
Furudo Erika,"""D-Dlanoooooooooooorrrr!!!!"""
Dlanor,"""{p:1:Knox Secondo!!} {p:1:È proibito che fattori sovrannaturali vengano impiegati come strumenti nell'investigazione!} {p:1:Nel caso tu dimostrassi che Kinzo è morto con la verità rossa, allora ti domando di mostrare prove di una verità umana che può essere usata per fare quella AFFERMAZIONE...!}"""
Ushiromiya Battler,"""... Perdonami, maledetto vecchiaccio."""
Ushiromiya Kinzo,"""Superalo, Battler. Non lasciare che il mio cadavere ti fermi...!!"""
Ushiromiya Battler,"""{p:1:Presentazione della prova.} {p:1:Presenterò un cadavere che può essere identificato come quello di Ushiromiya Kinzo...!!}"""
Dlanor,"""{p:2:Puoi provare che quel cadavere è quello di Ushiromiya Kinzo?!} {p:2:Non importa quanto esso gli assomigli, a meno che tu non provi che quello sia lui,} {p:2:è possibile affermare che sia il cadavere di qualcun altro che lo SOSTITUISCE!!} {p:2:Puoi provare che quello sia il cadavere di Kinzo con la verità degli UMANI?!} {p:2:Solo in questo caso, e nello specifico con la verità rossa, nessuna contro-argomentazione sarà EFFICACE...!!}"""
{f:5:Lambdadelta},"""... Ooh. Qualsiasi contrattacco con la verità rossa sarà inefficace? Suppongo funzioni."""
{f:5:Bernkastel},"""Può essere vero che l'esistenza di cadaveri di terzi sia già stata negata con il rosso. Tuttavia, se si dice che con il rosso è proibito... *giggle*, Battler non ha vie di uscita. Heheheheheheheheheh!"""
Ushiromiya Battler,"""È vero... {p:1:In questa isolata Rokkenjima, non c'è un modo oggettivo di mostrare che questo cadavere sia quello del Nonno.}"""
Dlanor,"""{p:2:E proprio ciò suggerisce la possibilità che questo cadavere sia un sosia!} {p:2:Questo cadavere non identificabile non può servire come prova della morte di Kinzo...!!}"""
Furudo Erika,"""{p:2:... Scacco matto...!!} {p:2:La mia teoria non viene minata!!}"""
,Dlanor aveva sigillato la verità rossa come mezzo per provare che il cadavere di Kinzo era stato mostrato.
,"... Persino col potere delle streghe, Battler non poteva contro-argomentare...!"
{f:5:Bernkastel},"""... Come proverai che il cadavere era quello di Kinzo se la verità rossa è sigillata? È impossibile. ... Non può essere fatto...!"""
{f:5:Lambdadelta},"""... Con il rosso e con il blu... giusto...?"""
Ushiromiya Battler,"""{p:41:Io garantisco che questo cadavere, è il cadavere di Ushiromiya Kinzo...!!}"""
,Poi... quando Dlanor... si scontrò con il lampo dorato di Battler... fu incapace di bloccarlo del tutto sia con la sua spada lunga rossa che con la sua spada corta blu... e fu spazzata via all'indietro nello spazio vuoto...!
,Fu un colpo diretto... senza alcun errore.
,"Nonostante fosse sempre sembrata ferma come un piccolo gigante prima d'ora, fu alla fine spazzata via e sbattuta contro la parete come se fosse l'esile ragazza che appariva...!"
Furudo Erika,"""D... Dlanor?! C-Che cosa stai..."""
Dlanor,"""... Una splendida verità DORATA. ... EFFICACE."""
Furudo Erika,"""... V... Verità dorata...?!"""
,"La lunga spada dorata, che prima d'ora aveva tracciato curve rosse e blu, finalmente tracciò una curva che conservava il suo divino colore dorato."
,La verità mostrata... non era né rossa né blu. ... Era verità... dorata...!!!
{f:5:Bernkastel},"""C-Che cos'è...? Lambda, questo segue le regole?!"""
{f:5:Lambdadelta},"""... Sì. ... Verità dorata, efficace. La verità dorata... può essere solo usata dal padrone del territorio di questo mondo... no... solo dal Game Master stesso!!"""
Furudo Erika,"""C... Che cosa ha detto...?"""
Dlanor,"""... Verità DORATA. Una verità divina damascata in una diversa foggia rispetto alla verità ROSSA. ... La sua forza è pari alla verità ROSSA. ... Può essere a volte INFERIORE. Ma a volte è SUPERIORE!!"""
{f:5:Virgilia},"""Quel bagliore... è la prova che Battler-kun ha davvero compreso Beato."""
Ushiromiya Battler,"""... L'ho mostrato. Ho mostrato che il cadavere è quello del Nonno."""
Dlanor,"""Sì. Verità dorata... ACCETTATA. A meno che la teoria di Lady Erika non sia in qualche modo revisionata, sarà DISTRUTTA...!"""
Furudo Erika,"""C... Che cosa... ah, aaaaaaaaaaaaaaaaaaaaaaaaaaaaarrgghhh!!!"""
,Erika pianse di dolore. ... Non era il dolore del suo corpo che veniva trafitto.
,Era il dolore della sua teoria che veniva denigrata...!
{f:5:Bernkastel},"""... Capisco. ... È come in ‘Dieci Piccoli Ackroyd’. ... Proprio quando questo... *giggle*giggle*, ahhahahahaahahahahhaahahahahhahah!! Che folle serie di opere grandiose!!"""
{f:5:Lambdadelta},"""Battler, sarebbe davvero non raffinato aggiungere altro. Anche senza dire un'altra parola, tu hai pienamente fatto ‘comprendere’ la tua verità sulla sparizione dei cadaveri!"
{f:5:Lambdadelta},"Capisco, ‘quella cosa’ che stai pensando non entra in conflitto con alcun rosso di questo processo finora! La tua verità basata sulla vendetta dell'uomo di 19 anni fa è stata completamente compresa sotto processo!! Io proclamo che quella tua verità è stata ora stabilita!!"""
Furudo Erika,"""Cosa. Che cosa...?! Perché, grande Lady Lambdadelta?!! Lui non ha ancora spiegato tutto...!! Ho ancora molti modi per controbattere... come la stanza chiusa di Hideyoshi, il sigillo sulla stanza personale di Natsuhi e il bottone nell'armadio!"""
{f:5:Lambdadelta},"""... Quindi. ... Tu intendi ancora controbattere contro Battler...?"""
Furudo Erika,"""Ggah... gwwaagghgghggghhh...!!!!"""
,"Solo Erika, quella che era in teoria così intelligente, non riusciva a capire."
,... Non riusciva a capire che Battler aveva già trovato la verità reale.
Ushiromiya Battler,"""{p:1:Per questo, l'assenza del Nonno è stata verificata,} {p:1:e la disonorevole relazione tra Natsuhi oba-san e il Nonno è stata rimossa dall'essere considerata!!}"""
Ushiromiya Battler,"""{p:1:Natsuhi oba-san è pura e fedele!} {p:1:Non permetterò questa vile storia che voi amate tanto!!}"""
Ushiromiya Natsuhi,"""... B... Battler-kun...!!"""
Ushiromiya Battler,"""{p:1:Inoltre.} {p:1:Dato che abbiamo sollevato dei dubbi sul tempo del decesso per tutti quelli morti finora, gli alibi di tutti a parte Natsuhi tornano al punto d'inizio...!!}"""
Ushiromiya Battler,"""{p:1:Se proverete a sostenere che il crimine era impossibile per tutti quanti eccetto Natsuhi oba-san, non funzionerà!!}"""
,"Dlanor, che si era sollevata sulle ginocchia ad un certo punto, lentamente si alzò..."
,Il lampo proveniente dalla spada dorata era ancora conficcato profondamente nel suo petto.
,"Nonostante non ci fosse dolore nella sua espressione, i suoi movimenti impacciati mostravano chiaramente quanto era serio il danno che aveva subito."
,Nonostante lei stessa avesse capito che la battaglia era già finita...
,Dlanor non abbandonò il suo compito...!
Dlanor,"""{p:1:Tuttavia, nella stanza dei cugini, tu sei stato testimone di cadaveri che erano impossibili da male IDENTIFICARE...!} {p:1:Stai provando a dire che quella era una MENZOGNA?!} {p:1:... Knox Settimo, è proibito che il detective sia il COLPEVOLE.!!} {p:1:}Il detective è obbligato ad avere un punto di vista OGGETTIVO. La tua teoria viola questo OBBLIGO!!"""
Ushiromiya Battler,"""{p:1:Furudo Erika è la detective in questo gioco, non io!!} {p:1:E secondo Knox Nono, è permesso agli osservatori di esprimere le proprie conclusioni e interpretazioni...!!}"""
Dlanor,"""{p:1:Knox Ottavo, è proibito che il caso venga risolto utilizzando indizi non PRESENTATI!} {p:1:Fino ad ora, tu sei stato il DETECTIVE!} {p:1:È stato mai fatto capire che questa volta non eri tu il detective, e che eri un osservatore con un punto di vista SOGGETTIVO?!!} {p:1:Se così non fosse, non hai il diritto di falsificare il tuo punto di VISTA!!}"""
Ushiromiya Battler,"""{p:1:In questo gioco!} {p:1:Quando ho capito come funzionava il meccanismo dell'enigma dell'epigrafe, ho avuto testimonianza del Nonno.} {p:1:... Come è già stato mostrato in rosso, il Nonno non esiste.} {p:1:Era impossibile per me averne testimonianza!} {p:1:Pertanto, è già stato mostrato che il mio punto di vista non era oggettivo!!}"""
Dlanor,"""{p:2:È possibile che fosse solo un lenzuolo o qualcosa che si agitava nel vento e nella pioggia, che tu hai scambiato per KINZO.} {p:2:Non può essere usato come indizio per formare una base per Knox NONO...!!} {p:2:Scambiare cose per qualcos'altro è un diritto concesso a tutti gli OSSERVATORI!!}"""
Ushiromiya Battler,"""{p:1:C'è la verità rossa che Beato ha mostrato durante il quarto gioco!!} {p:1:Non c'è persona che, vedendolo, scambierebbe qualcun altro per Ushiromiya Kinzo!}"""
,È la verità rossa che Beato ha usato per contrattaccare la mia verità blu che affermava che ‘qualcuno si era travestito come Kinzo’ per far sembrare che il Nonno fosse apparso.
,"{p:1:In altre parole, su quest'isola, tutte le illusioni che possono portare qualcuno a scambiare qualcosa per il Nonno, incluso qualcun altro che fa finta di essere il Nonno, ‘certamente non possono funzionare’. }"
,"Tutti le disposizioni di Natsuhi oba-san per far sembrare che il Nonno esisteva erano nascoste nei punti ciechi dei parenti, tutti trucchetti astuti come ‘era qui fino ad un secondo fa’... o ‘è da solo nel suo studio ora’."
,"Non hanno mai provato a far scambiare per il Nonno stesso qualcosa che gli altri hanno visto, quindi non ci sono contraddizioni."
,Se avessero provato a vestire uno dei domestici con il mantello del Nonno... probabilmente sarebbe stato subito scoperto...
,È stato garantito che nessuno dei personaggi di questa storia avrebbe... ‘scambiato qualcos'altro per il Nonno vedendolo’...!
,"Perciò se qualcuno afferma di aver visto il Nonno, diventa una ‘menzogna’."
,Consentire che delle menzogne siano contenute all'interno delle loro osservazioni è un diritto concesso a tutti... eccetto per una sola persona.
,E quella persona è ‘il detective’...!!
Ushiromiya Battler,"""{p:1:Per via del diritto concesso da Knox Nono, alle persone è permesso confondere un lenzuolo nel vento per qualsiasi altra cosa e dirlo.} {p:1:... Tuttavia!} {p:1:Confonderlo per il Nonno in particolare non è permesso in questo gioco per via della verità rossa!!}"""
Dlanor,"""... Quindi, una volta che hai affermato di aver visto Kinzo, non era più misconoscimento... ma era INTENZIONALE. ... In altre parole, questo prova che l'osservatore non era oggettivo... è questo ciò che stai DICENDO...?"""
,"In questo caso, il ‘misconoscimento’ non intenzionale non è permesso dalle regole di questo gioco. Tuttavia, è possibile intenzionalmente ‘mentire sull'aver visto’ qualcosa che in realtà non hai mai visto...!!"
,E questa è un'azione non permessa al ‘detective’ incaricato della responsabilità di una prospettiva imparziale...
Ushiromiya Battler,"""Perdona il mio folle ragionamento... ora è tutto finito."""
Dlanor,"""No, va BENE."""
Dlanor,... Se un uomo come te è in questo MONDO. {n}Tu proteggerai di sicuro la fragile verità da qualsiasi tipo di ARROGANZA.
Dlanor,Proteggerai di sicuro la verità reale dalla tirannia di qualsiasi verità plausibile... che potrebbe affermare di esistere come unica verità e provare a sterminare tutte le fragili VERITÀ...!!
,La spada dorata di Battler... tracciò un enorme arco blu come per dividere i cieli.
Dlanor,"""Sono felice di aver potuto combattere con TE...!!"""
Ushiromiya Battler,"""{p:2:Pertanto,} {p:2:la mia prospettiva in questo gioco è basata sul Nono, non sul Settimo...!!} {p:2:Il fatto che io abbia affermato di aver visto il Nonno ne è la proooooooooooovaaa!!!}"""
,... Il rumore che risuonò nella cattedrale... era quello della spada di Dlanor che sbatteva sul pavimento.
,Lasciarla semplicemente andare era come arrendersi per la fiera Dlanor.
,Nonostante la scia blu che Battler aveva tracciato stesse mirando dritta sulla testa di Dlanor... si fermò ad un capello di distanza...
,"Se non lo avesse fatto, Dlanor probabilmente sarebbe stata annientata senza lasciare dietro di sè neanche un brandello di carne."
Dlanor,"""... Mi ARRENDO. ... Rinuncio a negare la tua VERITÀ..."""
Ushiromiya Battler,"""Ho ripagato il mio debito. ... Sia onorato tuo Padre. ... Il Decalogo non è né arrogante né giudicante...!"""
Dlanor,"""O... Onore a... mio PADRE..."""
,Dlanor... si sedette a terra... e abbandonò completamente la sua volontà di combattere.
Furudo Erika,"""C... Che cosa stai facendo, Dlanor?!! Deludente, patetica!! Stupida bambola assassina frenastenica!! Hai macchiato l'onore del tuo stesso Padre, vergognati!! Osi definirti ancora le lance del mystery?! Ti arrenderai alla magia?! La storia del genere mystery non lo permetterà!!"""
Ushiromiya Battler,"""... Sei tu... quella che non capisce cosa sia il mystery. ... Se lo vedi come nient'altro che un'arma con la quale deridere intellettualmente il tuo avversario... io non ti lascerò mai più dire una cosa simile!!"""
Furudo Erika,"""... B... Battleeeeeeeeee... eeer...!!!"""
Ushiromiya Battler,"""{p:2:Presenterò una verità che entra in conflitto con la tua!!} {p:2:Natsuhi oba-san è stata minacciata da una telefonata sulla linea interna fatta dall'uomo di 19 anni fa, me!}"""
Ushiromiya Battler,"""{p:2:Il suo obiettivo era far sembrare Natsuhi oba-san un'assassina...!!} {p:2:Sin dall'inizio, era tutto un piano di vendetta intento a incastrare Natsuhi oba-san...!!}"""
Furudo Erika,"""{p:2:Sb, sbagliato, è un piano di vendetta contro la famiglia Ushiromiya che Natsuhi ha progettato!!} {p:2:La tua teoria si oppone apertamente alla mia!!}"""
Ushiromiya Battler,"""... Ancora non riesci a tirare fuori la lancia blu che ti sta infilzando, giusto?"""
{f:5:Lambdadelta},"""Già, è corretto. Da parte di Erika, non ho ancora sentito un solo modo per far sparire i cadaveri che non coinvolga Kinzo. Sembra che la tua teoria stia per essere negata, non è così?!"""
Furudo Erika,"""Q-Questa lancia è solo... ugh... gaaaaahh...!! Voi fermacarte... spostatevi...!"""
,... La lancia blu infilzata profondamente e i sette picchetti rossi tormentavano la sua teoria.
,Non uscivano fuori... non uscivano fuori...!!
{f:5:Bernkastel},"""... Io riconosco l'errore nel ragionamento di Erika e la necessità di una revisione."""
Furudo Erika,"""C... Che cosa... mia padrona?!?!"""
,"Guardando il volto di Erika contorto dal dolore mentre lottava per scappare dalla lancia, Bernkastel disse ciò con una espressione disgustata."
,Ammessi i fatti... Bernkastel stessa aveva riconosciuto la sconfitta di Erika.
,"Erika fissò la sua padrona, che non aveva più fiducia nella sua vittoria, con un misto di shock e disperazione..."
{f:5:Bernkastel},"""... Non mi interessa minimamente il tuo orgoglio. Per quanto ancora intendi coprirti di vergogna in questo modo? ... Tu, mio doppio al quale sono stati concessi i miei stessi capelli blu... per quanto ancora intendi rimanere lì appesa infilzata in quel modo...? Suppongo dovrò scendere in campo io stessa..."""
{f:5:Bernkastel},"""... Pare che dopotutto non abbia bisogno di una pedina. Aah, che fastidio, che totale fastidio... non ho bisogno di una pedina, la butterò via e basta, già, questo fallimento deludente, dolente, scoraggiante e senza speranza...!! ... Fallo in fretta, spazzatura!! Non ti ho forse detto di revisionare quella tua patetica teoria?!?!"""
Furudo Erika,"""Ooh... agh... hh... s-sì, mia padrona...!! La rivedrò... revisionerò la mia teoria...!! Gyaaaaaaaaaaaaaaaaggghhhh...!!"""
,"Mentre il volto di Erika si contorceva per l'umiliazione e le lacrime scendevano dai suoi occhi, lei ritirò e rivide la sua teoria secondo gli ordini della sua padrona..."
,"Mormorando silenziosamente, fece varie revisioni con la verità blu, le fece riconoscere da Lambdadelta, e finalmente fece distruggere la lancia blu e si liberò..."
,Nonostante quella verità blu spiegasse senza dubbio come i cadaveri fossero spariti... non riuscì a nascondere la sua disperazione e fu un ragionamento davvero striminzito.
Furudo Erika,"""... Mia padrona... l'... l'ho tirata fuori... la mia teoria... è perfetta..."""
{f:5:Bernkastel},"""Mi stai prendendo in giro? È orribilmente patetica. ... Ma ti perdonerò. {n}Perché la tua faccia e la tua teoria sono così patetiche da essere divertenti! *giggle*giggle*giggle*giggle*giggle*!!!"""
,"Erika fu presa in giro dalla sua padrona, che aveva un'espressione orribile. {n}Si dibatté sul pavimento, piangendo lacrime amare."
,"Dlanor ferita si mise davanti a lei, come per farle scudo, e parlò a Bernkastel, e anche a Battler."
Dlanor,"""... A prescindere da quanto patetica possa essere... la verità revisionata di Lady Erika è EFFICACE."""
Ushiromiya Battler,"""Sì, giusto. Indipendentemente dalla mia verità, la tua può esistere allo stesso tempo. ... È così che funziona questo mondo. Nessuno le può confutare, quindi anche se ci sono diverse verità e persino se loro si contraddicono apertamente l'un l'altra, possono esistere contemporaneamente. Qui, esistono molte verità quante se ne possono immaginare. Nessuno può semplicemente negare tutto ciò da sé...!"""
Dlanor,"""Sì, è VERO. ... Non permetterò a nessuno di negare la verità di Lady ERIKA."""
Furudo Erika,"""D... Dlanor..."""
Dlanor,"""Fino a quando sarò qui, io proteggerò quella VERITÀ. ... Non importa quanto patetica possa essere, io non riderò di quella VERITÀ."""
Furudo Erika,"""Aah... waaaaaaaaaaahhhhh!!"""
,"... Le parole di Dlanor, la persona che Erika aveva precedentemente guardato dall'alto al basso, fecero crollare Erika sul pavimento ancora una volta, singhiozzando."
Ushiromiya Battler,"""Inoltre. Dato che non esiste un'unica verità, tutto viene coperto dall'oscurità. ... Pertanto. Nonostante sia la mia teoria che quella di Erika siano impossibili da negare, nessuna è un'unica verità. Sono vaghe, e dal momento che nessuna può essere negata, nessuna è quella certa...!!"""
Ushiromiya Battler,"""Dato che non c'è stato alcun verdetto, l'Illusione della Strega esiste ancora. ... La sola persona a cui è permesso rivelarla non è né Erika né qualcuno di voi. ... Ma solo a me! Non permetterò che nessuno oltre a me riveli l'illusione di Beatrice!!!"""
{f:5:Lambdadelta},"""Il verdetto è aggiornato...!! Vista la verità presentata da Ushiromiya Battler, la verità di Erika non è più unica! Tuttavia, la verità di Erika è impossibile da confutare! Pertanto, entrambe le loro verità esistono assieme! La conclusione del quinto gioco è revocata!"""
{f:5:Lambdadelta},"""Il gioco torna in parità!! E sposto la posizione di Game Master da me stessa allo Stregone Dorato, Ushiromiya Battler!!"""
{f:5:Lambdadelta},"""Ushiromiya Battler, fai un passo avanti!! Io ti nomino come nuovo Game Master!! Accetti? Lo farai, vero?! Fallo, nuova Strega dell'Infinito!!!"""
Ushiromiya Battler,"""Sì!! Io sono il nuovo Game Master!! Condurrò io il sesto gioco...!!"""
Ushiromiya Battler,"""Erika, sistemiamo le cose una volta per tutte!! Alzati!!"""
Furudo Erika,"""... S... Sì... mi alzerò... ti farò rimpiangere... di avermi dato la possibilità di eliminare quest'onta...!!! Mia padrona, la prego, mi dia l'opportunità di combattere ancora con Battler nel sesto gioco!!"""
{f:5:Bernkastel},"""... Certo. Ma certo che ti darò una possibilità."""
{f:5:Lambdadelta},"""Wow, incredibile. Ha detto ‘ti darò una possibilità’. Non è forse un miracolo? La Strega dei Miracoli, Bernkastel."""
{f:5:Bernkastel},"""... Erika. Sei miracolosamente riuscita a scamparla. ... Nel sesto gioco... il gioco di Battler... rivela la verità a qualsiasi costo... a meno che tu non voglia essere gettata via nelle tenebre dell'oblio!!"""
Furudo Erika,"""S-Sì, mia padrona...!!! ... D... Dlanor..."""
Dlanor,"""CERTO. Anche io darò tutta me stessa nel prossimo GIOCO."""
Furudo Erika,"""Heh... heheheheheheh!! Non farò più finta di essere un'ospite. ... Insieme a Dlanor, farò a pezzi il tuo gioco!!"""
Ushiromiya Battler,"""Certo. Vi inviterò nel mio sesto gioco...!! Mi dispiace, ma quel tuo titolo... {p:0:＜}Checkmate of the{p:0:＞}... non è adatto."""
Furudo Erika,"""È il tuo gioco. Puoi decidere tu stesso il nome! Fatti sotto...!! Io, Furudo Erika... sono un detective prima che una strega!!!"
Furudo Erika,"""Ti riconosco come nuovo padrone di questo gioco... e faccio una dichiarazione di guerra!! Io di certo... di certo rivelerò tutto!! Ti ucciderò!! Stregone Dorato, Ushiromiya Battler!!!"""
Ushiromiya Battler,"""Sì, fatti avanti con tutta la forza che hai!! Furudo Erikaaaaaaaaaaaaaaaaaaaaaaaaaa!!!"""
,"Guarda, Beato. ... Mi prenderò carico del tuo gioco!!"
,"E in questo prossimo gioco, proverò che ho capito completamente tutti i tuoi enigmi...!!"
