Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
Ushiromiya Rosa,"""So you're telling me to be with my daughter more. ......Don't be a woman, be a mother?""","""So you're telling me to go be with my daughter more. ...Be a mother, not a woman?"" ","""So you're telling me to be with my daughter more.  ......Don't be a woman, be a mother?""",「それは、もっと娘と一緒にいろと。……女でなく、母でいろ、ということですか。」,「それは、もっと娘と一緒にいろと。……女でなく、母でいろ、ということですか」,"""То есть ты хочешь сказать, чтобы я больше времени проводила с дочерью. ......Быть не женщиной, а матерью?""","""Então está dizendo que é para ficar mais tempo com a minha filha? ......Não ser uma mulher, mas ser mãe?""",「这话是指，多去陪陪女儿。……别当女人，去当个母亲吗？」,「這話是指，多去陪陪女兒。……別當女人，去當個母親嗎？」,"""Quindi tu mi stai dicendo di stare di più con mia figlia. ... Di non essere una donna, ma una Madre?""","""Así que me dices que pase más tiempo con mi hija... ¿Que no sea una mujer, sino una madre?""","""ﺇﺫﻥ ﺃﻧﺖ ﺗﻘﻮﻝ ﻟﻲ ﺃﻥ ﺃﻛﻮﻥ ﻣﻊ ﺍﺑﻨﺘﻲ ﺃﻛﺜﺮ. ......ﺃﻻ ﺃﻛﻮﻥ ﺍﻣﺮﺃﺓ، ﺑﻞ ﺃﻣﺎً؟"""
,"""......That's what you wish for too, isn't it? You must want to spend some relaxed time with your daughter. I'm not going anywhere. I'm trying to say that I think it's sad for you to sacrifice your daughter so you can prioritize your time with me.""","""...That's what you want too, right? You must also want to spend lots of time with your daughter. I won't run away. I'm trying to say that I think it's sad for you to sacrifice your daughter so you can prioritize your time with me."" ","""......That's what you wish for too, right?  I think you also want to spend lots of time with your daughter.  I won't run away.  I'm trying to say that I think it's sad for you to sacrifice your daughter so you can prioritize your time with me.""",「……あなただって望んでいることでしょう？　娘さんと一緒にゆっくり過ごしたいとあなただって思っているはずだ。僕は逃げません。僕との時間を優先するために、娘さんを犠牲にするのは気の毒だと申し上げたいのです。」,「……あなただって望んでいることでしょう？　娘さんと一緒にゆっくり過ごしたいとあなただって思っているはずだ。僕は逃げません。僕との時間を優先するために、娘さんを犠牲にするのは気の毒だと申し上げたいのです」,"""......Ты ведь тоже желаешь этого, не так ли? Я думаю, ты тоже хочешь проводить больше времени со своей дочерью. Я никуда не убегу. Я всего лишь пытаюсь указать, как печально, что ты жертвуешь своей дочерью, отдавая предпочтение времени со мной.""","""......É isso o que você quer também, não é? Você deveria passar mais tempo aproveitando com sua filha. Eu não vou fugir. O que estou tentando dizer é que eu acho muito triste que você tenha que sacrificar sua filha para priorizar o tempo que passa comigo.""",「……你自己不也希望这样嘛？你也理应是在想着，希望与女儿一起安安稳稳地生活的吧。我不会逃避的。我想说的是，为了优先与我共处的时间，牺牲女儿就太可怜了。」,「……你自己不也希望這樣嘛？你也理應是在想著，希望與女兒一起安安穩穩地生活的吧。我不會逃避的。我想說的是，為了優先與我共處的時間，犧牲女兒就太可怜了。」,"""... È ciò che desideri anche tu, no? Penso che anche tu voglia trascorrere tanto tempo con tua figlia. Io non fuggirò. Sto cercando di dire che penso sia triste per te sacrificare tua figlia, in modo da dare la priorità al tuo tempo con me.""","""... Eso es lo que deseas también, ¿verdad? Pienso que tú también quieres pasar mucho tiempo con tu hija. No escaparé. Estoy tratando de decir que creo que es triste para ti sacrificar tu tiempo con tu hija para priorizar tu tiempo conmigo.""","""......ﻫﺬﺍ ﻣﺎ ﺗﺘﻮﻗﻴﻦ ﺇﻟﻴﻪ ﺃﻳﻀﺎً، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ﻻ ﺑﺪ ﺃﻧﻚِ ﺗﺮﻳﺪﻳﻦ ﻗﻀﺎﺀ ﺑﻌﺾ ﺍﻟﻮﻗﺖ ﺍﻟﻬﺎﺩﺉ ﻣﻊ ﺍﺑﻨﺘﻚِ. ﻟﻦ ﺃﻫﺮﺏ ﻣﻨﻚ. ﺟﻞ ﻣﺎ ﺃﻭﺩ ﻗﻮﻟﻪ ﻫﻮ ﺃﻧﻪ ﻣﻦ ﺍﻟﻤﺆﺳﻒ ﺃﻥ ﺗﻀﺤﻲ ﺑﻮﻗﺘﻚ ﻣﻊ ﺍﺑﻨﺘﻚ ﻣﻦ ﺃﺟﻠﻲ."""
Ushiromiya Rosa,"""........................................ ......Did you patch things up with your wife? .........You've started thinking you don't want to split up, haven't you.""","""............ ...Did you get back on good terms with your wife? ......Looks like you've had about enough of being separated from her."" ","""..............................Did you get back on good terms with your wife?  .........Looks like you've started to dislike being separated.""",「…………………………………。……奥さんとの寄り、戻したんですか。………別れるのが嫌になったんですね。」,「…………………………………。……奥さんとの寄り、戻したんですか。………別れるのが嫌になったんですね」,"""..............................У вас с женой наладились отношения? .........Кажется, тебе начинает не нравиться разлука.""","""........................................ ......Já se reconciliou com sua esposa? .........Você está começando a pensar que não quer se separar, não é?""",「…………………………………。……是与太太，重归旧好了吗？………是不想与她分手了吧？」,「…………………………………。……是與太太，重歸舊好了嗎？………是不想與她分手了吧？」,"""... Sei tornato in buoni rapporti con tua moglie? ... Sembra che tu abbia cominciato a detestare di essere separati.""","""... ¿Volviste a llevarte bien con tu esposa?... Parece que no te agrada estar separado de ella.""","""........................................ ......ﻫﻞ ﺗﺼﺎﻟﺤﺖ ﻣﻊ ﺯﻭﺟﺘﻚ؟ .........ﻟﻢ ﺗﻌﺪ ﺗﺮﻏﺐ ﻓﻲ ﺍﻻﻧﻔﺼﺎﻝ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
,"""I don't want to talk about my wife. Just like you don't want to talk about your daughter.""","""I don't want to talk about my wife. Just like you don't want to talk about your daughter."" ","""I don't want to talk about my wife.  Just like you don't want to talk about your daughter.""",「妻の話はしたくない。あなたが娘さんの話をしたくないのと同じです。」,「妻の話はしたくない。あなたが娘さんの話をしたくないのと同じです」,"""Я не хочу говорить о моей жене. Точно так же, как ты не хочешь обсуждать свою дочь.""","""Não quero falar sobre minha esposa. Assim como você não quer falar sobre sua filha.""",「我不想谈我妻子的事。就跟你不想谈你女儿的事完全一样。」,「我不想談我妻子的事。就跟你不想談你女兒的事完全一樣。」,"""Non voglio parlare di mia moglie. Proprio come tu non vuoi parlare di tua figlia.""","""No quiero hablar de mi esposa. Tal como tú no quieres hablar de tu hija.""","""ﻻ ﺃﺭﻳﺪ ﺍﻟﺘﺤﺪﺙ ﻋﻦ ﺯﻭﺟﺘﻲ. ﺗﻤﺎﻣﺎً ﻛﻤﺎ ﻻ ﺗﺮﻳﺪﻳﻦ ﺃﻧﺖِ ﺍﻟﺘﺤﺪﺙ ﻋﻦ ﺍﺑﻨﺘﻚِ."""
Ushiromiya Rosa,"""......You've started thinking that women with children are a pain.""","""...I'm sure you think single women with children are a pain."" ","""......I'm sure you think single women with children are a pain.""",「……子連れの女は面倒だって、思ったんでしょう。」,「……子連れの女は面倒だって、思ったんでしょう」,"""......Уверена, ты считаешь одиноких женщин с детьми обузой.""","""......Começou a pensar que mulheres com filhos são um problema, não é?""",「……你是觉得，有小孩的女人很麻烦吧？」,「……你是覺得，有小孩的女人很麻煩吧？」,"""... Sono sicura che tu pensi che le donne single con dei figli siano una rottura.""","""... Estoy segura de que piensas que las mujeres solteras con hijos son una molestia.""","""......ﻟﻘﺪ ﺑﺪﺃﺕ ﺗﻔﻜﺮ ﺃﻥ ﺍﻟﻨﺴﺎﺀ ﺍﻟﻠﻮﺍﺗﻲ ﻟﺪﻳﻬﻦ ﺃﻃﻔﺎﻝ ﻋﺐﺀ."""
,"""I have never said anything of the sort.""","""I've never said anything of the sort before."" ","""I have never said anything of the sort before.""",「そんなこと、今までに一度も言ったことはありませんよ。」,「そんなこと、今までに一度も言ったことはありませんよ」,"""Я ничего подобного не говорил о таких людях.""","""Eu nunca disse nada disso.""",「这种话，迄今为止，我一次都没说过哦。」,「這種話，迄今為止，我一次都沒說過哦。」,"""Non ho mai detto niente del genere.""","""Jamás he dicho algo así.""","""ﻟﻢ ﺃﻗﻞ ﺷﻴﺌﺎً ﻣﻦ ﻫﺬﺍ ﺍﻟﻘﺒﻴﻞ ﺃﺑﺪﺍً."""
Ushiromiya Rosa,""".........Whenever someone finds out I have a child, they desert me. ......Even when I tell them they don't need to worry about the cost of raising her, they all desert me... ......I...thought you understood about my daughter, .........but it looks like you really don't like women with children......""","""......Whenever someone finds out I have a child, they desert me. ...Even if I tell them not to worry about paying that child's living expenses, they all desert me... ...I...thought you understood about my daughter, ......but I guess you don't like single women with children after all..."" ",""".........Whenever someone finds out I have a child, they desert me.  ......Even if I tell them not to worry about paying that child's living expenses, they all desert me.........And I, ...thought you would understand about my daughter, .........but it looks like you really don't like single women with children......""",「………みんな、子連れだとわかると手の平を返す。……あの子の養育費は気にしなくていいからと言っても、みんな手の平を返す…。………あなたは、…娘のことを理解してくれてると思ったのに、………やっぱり子連れだと嫌なんですね……。」,「………みんな、子連れだとわかると手の平を返す。……あの子の養育費は気にしなくていいからと言っても、みんな手の平を返す…。………あなたは、…娘のことを理解してくれてると思ったのに、………やっぱり子連れだと嫌なんですね……」,""".........Стоит только кому‐то узнать, что у меня есть ребёнок, как он покидает меня. ......Даже когда я говорю им, что не нужно переживать об оплате содержания этого ребёнка, они все покидают меня... ......А я то думала, что ты поймёшь меня насчёт моей дочери... Но похоже, тебе действительно не нравятся одинокие женщины с детьми...""",""".........Sempre que alguém descobre que tenho uma filha, essa pessoa me larga. ......Mesmo eu dizendo que não precisam se preocupar sobre o custo da criação dela, todos me abandonam... ......Eu...pensei que você entendesse sobre minha filha, .........mas parece que você não gosta mesmo de mulheres com filhos......""",「………大家都是，一知道有小孩就态度大变。……就算说了“不用操心那孩子的养育费”，大家还是态度大变…。………亏我还觉得，…你对我有女儿一事表示了理解，………但结果果然是讨厌有孩子的女人呢……」,「………大家都是，一知道有小孩就態度大變。……就算說了“不用操心那孩子的養育費”，大家還是態度大變…。………虧我還覺得，…你對我有女兒一事表示了理解，………但結果果然是討厭有孩子的女人呢……」,"""... Ogni volta che qualcuno scopre che ho una figlia, mi abbandona. ... Anche se gli dico di non preoccuparsi riguardo alle spese per mantenere la bambina, tutti mi abbandonano... e io... pensavo che avresti capito la situazione con mia figlia... ma sembra che a te proprio non piacciano le donne single con dei figli...""","""... Cada vez que alguien se entera de que tengo una hija, me abandonan... Aun cuando les digo que no se preocupen por pagar los gastos cotidianos de esa niña, todos me abandonan... Y yo... pensé que lo entenderías, pero parece que no quieres a una mujer soltera con niños...""",""".........ﻳﻬﺠﺮﻧﻲ ﻛُﻞُّ ﻣﻦ ﻋَﺮِﻑَ ﺃﻧﻲ ﺃﻡٌ ﻟﻄﻔﻠﺔ. ......ﺣﺘﻰ ﻋﻨﺪﻣﺎ ﺃﻗﻮﻝ ﻟﻬﻢ ﺇﻧﻬﻢ ﻻ ﻳﺤﺘﺎﺟﻮﻥ ﻟﻠﻘﻠﻖ ﺑﺸﺄﻥ ﻧﻔﻘﺘﻬﺎ، ﻳﺘﺨﻠﻮﻥ ﻋﻨﻲ ﺟﻤﻴﻌﺎً... ......ﻇﻨﻨﺖُ... ﻇﻨﻨﺖُ ﺃﻧﻚَ ﺗﺘﻔﻬَّﻢُ ﻭﺿﻊَ ﺍﺑﻨﺘﻲ، .........ﻟﻜﻦ ﻳﺒﺪﻭ ﺃﻧﻚ ﺣﻘًﺎ ﻻ ﺗﻄﻴﻖ ﻣﻦ ﻟﺪﻳﻬﺎ ﻃﻔﻞ......"""
,"""That's not what I'm saying. Of course I like you, Rosa‐san. I'm just trying to say to take better care of your daughter—you must want that yourself—so I don't want you to hurt yourself by lying to your daughter. That's all I'm saying.""","""That's not what I'm saying. I haven't started to dislike you, Rosa-san. I'm just trying to tell you to take better care of our daughter, something I know you wish for yourself, and I don't want you to hurt yourself by lying to her. That's all I'm saying."" ","""That's not what I'm saying.  I haven't started to dislike you, Rosa-san.  I'm just trying to tell you to take better care of our daughter, which you should wish for yourself, so I don't want you to hurt yourself by lying to your daughter.  That's all I'm saying.""",「そうは言っていません。楼座さんのことを嫌いになってなどいませんよ。私が言いたいのは、娘さんをもっと大事にしなさい、あなた自身もそれを望んでいるはずだ、だから娘さんに嘘を吐いて自らを傷つけて欲しくない。そう言ってるだけなんです。」,「そうは言っていません。楼座さんのことを嫌いになってなどいませんよ。私が言いたいのは、娘さんをもっと大事にしなさい、あなた自身もそれを望んでいるはずだ、だから娘さんに嘘を吐いて自らを傷つけて欲しくない。そう言ってるだけなんです」,"""Я не это имел в виду. Ты не разонравилась мне, Роза‐сан. Я всего лишь пытаюсь сказать тебе, чтобы ты получше заботилась о своей дочери, чего тебе следует желать самой, поэтому я не хочу, чтобы ты насиловала себя ложью своей дочери. Только и всего.""","""Não é o que estou dizendo. É claro que eu gosto de você, Rosa‐san. Só estou tentando dizer para cuidar mais da sua filha — você mesma quer isso — e eu não quero ver você se ferindo tendo que mentir para sua filha. É tudo o que estou dizendo.""",「我没有这么说。我并没有讨厌楼座。我想说的是，多多爱护下自己的女儿，你自己也应该是希望如此的，所以，我不希望你向女儿说谎，伤害自己。我就只是在说这些而已。」,「我沒有這麼說。我並沒有討厭樓座。我想說的是，多多愛護下自己的女兒，你自己也應該是希望如此的，所以，我不希望你向女兒說謊，傷害自己。我就只是在說這些而已。」,"""Non è quello che sto dicendo. Non ho cominciato odiarti, Rosa-san. Sto solo cercando di dirti di prenderti più cura di tua figlia, dovrebbe essere una cosa che desideri anche tu. Quindi non voglio che tu ti faccia del male, mentendo a tua figlia. È solo questo che sto dicendo.""","""Eso no es lo que estoy diciendo. No has dejado de gustarme, Rosa-san. Solo intento decirte que cuides mejor de tu hija, lo cual es algo que tú misma deberías querer, no quiero que te hieras mintiéndole a tu hija. Eso es lo que estoy diciendo.""","""ﻟﻢ ﺃﻗﻞ ﺫﻟﻚ. ﻟﻢ ﺃﻛﺮﻫﻚِ ﺃﺑﺪﺍً ﻳﺎ ﺭﻭﺯﺍ-ﺳﺎﻥ. ﻛﻞ ﻣﺎ ﺃﺣﺎﻭﻝ ﻗﻮﻟﻪ ﺃﻥ ﺗﻌﺘﻨﻲ ﺑﺎﺑﻨﺘﻚِ ﺑﺸﻜﻞ ﺃﻓﻀﻞ.ﺃﻧﺖِ ﻧﻔﺴﻚِ ﺗﺘﻤﻨﻴﻦ ﺫﻟﻚ، ﻭﻟﻬﺬﺍ ﻻ ﺃﺭﻳﺪﻙِ ﺃﻥ ﺗﺠﺮﺣﻲ ﻧﻔﺴﻚ ﺑﺎﻟﻜﺬﺏ ﻋﻠﻰ ﺍﺑﻨﺘﻚ. ﻫﺬﺍ ﻣﺎ ﺃﺣﺎﻭﻝ ﻗﻮﻟﻪ."""
Ushiromiya Rosa,"""Liar!!! You just can't be bothered to deal with me any more, can you?!""","""Liar!!! I've just become a burden for you, right?!"" ","""Liar!!!  I've just become a burden for you, right?!""",「嘘吐きッ！！！　私のことが面倒になっただけ、そうでしょうッ？！」,[=JP],"""Лжец!!! Я всего лишь стала обузой для тебя, верно?!""","""Mentiroso!!! Você só não quer mais ter que lidar comigo mais, quer?!""",「骗人！！！你只是觉得我成了个麻烦吧？！」,「騙人！！！你只是覺得我成了個麻煩吧？！」,"""Bugiardo!!! Sono diventata solo un peso per te, vero?!""","""¡¡¡Mentiroso!!! Me he convertido en una carga para ti, ¡¿cierto?!""","""ﻛﺎﺫﺏ!!! ﻟﻘﺪ ﺳﺌﻤﺖ ﻣﻦ ﺍﻟﺘﻌﺎﻣﻞ ﻣﻌﻲ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟!"""
,"""I never said that...!""","""That's not what I'm saying...!"" ","""That's not what I'm saying...!""",「そんなことは言っていない…！」,[=JP],"""Я не это имел в виду!""","""Eu nunca disse isso...!""",「我没说过这种话…！」,「我沒說過這種話…！」,"""Non è quello che sto dicendo...!""","""¡Eso no es lo que estoy diciendo!...""","""ﻟﻢ ﺃﻗﻞ ﺫﻟﻚ ﺃﺑﺪﺍً...!"""
Ushiromiya Rosa,"""No, I know, I can tell. After being abandoned so many times because of that child, I know, I can tell by your mood, yes, you're the same, you're just like the other men!! You don't want a woman with a child, you don't want a divorcee, you don't want to deal with it!!""","""No, I know, I understand. After being abandoned so many times because of that child, I know, I can tell by your mood, yes, you're already like those other men!! You don't want a woman with a child, you don't want a divorcee, because that's a pain!!"" ","""No, I know, I understand.  After being abandoned so many times because of that child, I know, I can tell by your mood, yes, you're already like the other men!!  You don't want a woman with a child, you don't want a divorcee, because that's a pain!!",「いいえ、わかるの、私にはわかるわ。あの子を理由に何度も捨てられた私だからわかるの、雰囲気でわかるわ、そうよ、あなたもそう、他の男たちと一緒！！子連れの女は嫌なのよ、バツイチは嫌なのよ、面倒なのよッ！！,「いいえ、わかるの、私にはわかるわ。あの子を理由に何度も捨てられた私だからわかるの、雰囲気でわかるわ、そうよ、あなたもそう、他の男たちと一緒！！　子連れの女は嫌なのよ、バツイチは嫌なのよ、面倒なのよッ！！」,"""Нет, я знаю, я понимаю. Будучи столько раз брошенной из‐за этого ребёнка, я знаю, я понимаю, я могу по твоему настроению сказать, что ты уже как другие мужчины! Тебе не нужна женщина с ребёнком, тебе не нужна разведёнка, потому что она — обуза!""","""Não, eu sei, consigo entender. Depois de ser abandonada tantas vezes por causa da minha filha, eu sei, eu consigo dizer pelo seu humor, você é igual aos outros, exatamente igual a todos os outros homens!! Você não quer uma mulher com filhos, você não quer se divorciar, você não quer ter que lidar com essas coisas!!""",「不，明白，我明白。我被人以那孩子为由抛弃过好多次，所以明白，从气氛上就明白了，对，你也一样，与其他男人一样！！不要有孩子的女人，不要离过婚的女人，嫌麻烦！！」,「不，明白，我明白。我被人以那孩子為由拋棄過好多次，所以明白，從氣氛上就明白了，對，你也一樣，與其他男人一樣！！不要有孩子的女人，不要離過婚的女人，嫌麻煩！！」,"""No, lo so, ho capito. Dopo essere stata abbandonata così tante volte a causa di quella bambina, lo so, lo posso dire dal tuo modo di fare, sì, sei già come gli altri uomini!! Non vuoi una donna con una figlia, non vuoi un divorzio, perché sono un fastidio!!","""No, lo sé, lo entiendo. Después de ser abandonada tantas veces por esa niña, lo sé, me doy cuenta por tu estado de ánimo, sí, ¡¡eres igual a los otros hombres!! No quieres una mujer con hijos, no quieres un divorcio... ¡¡Porque son una molestia!!""","""ﻛﻼ، ﺑﻞ ﺃﺳﺘﻄﻴﻊ ﺃﻥ ﺃﻣﻴﺰ. ﺑﺖ ﺃﻋﺮﻑ، ﺑﻌﺪ ﺃﻥ ﺗﻢ ﻫﺠﺮﻱ ﻟﻤﺮﺍﺕٍ ﻋﺪﻳﺪﺓ ﺑﺴﺒﺐ ﺗﻠﻚ ﺍﻟﻄﻔﻠﺔ، ﺃﺳﺘﻄﻴﻊ ﺃﻥ ﺃﻣﻴﺰ ﻣﻦ ﻣﺰﺍﺟﻚ، ﻧﻌﻢ، ﺃﻧﺖ ﻣﺜﻠﻬﻢ، ﺃﻧﺖ ﻛﺒﻘﻴﺔ ﺍﻟﺮﺟﺎﻝ!! ﻻ ﺗﺮﻳﺪ ﺍﻣﺮﺃﺓ ﻟﺪﻳﻬﺎ ﻃﻔﻠﺔ، ﻻ ﺗﺮﻳﺪ ﺍﻣﺮﺃﺓ ﻣﻄﻠﻘﺔ، ﻻ ﺗﺮﻳﺪ ﺍﻟﺘﻌﺎﻣﻞ ﻣﻊ ﺍﻷﻣﺮ!!"""
Ushiromiya Rosa,"""You don't want to become the parent of a child made with another man, right? No, of course you don't, I know exactly how that feels!!""","""You don't want to become the parent of a child made with another man, right? Yes, that's right, I totally get it!! ","You don't want to become the parent of a child made with another man, right?  Yes, that's right, I re-ally get it!!",知らない男と作った子どもの親になんかなりたくないんでしょう？　えぇ、そうよね、その気持ち、すっごいわかるわ！！,「知らない男と作った子どもの親になんかなりたくないんでしょう？　えぇ、そうよね、その気持ち、すっごいわかるわ！！」,"""Ты не хочешь становится родителем ребёнка, зачатого от другого мужчины, верно? Да, именно так, теперь мне всё‐о ясно!""","""Você não quer se tornar o pai de uma criança feita com outro homem, não é isso? Não, é claro que não, eu sei exatamente como se sente!!""",「不想去当我与陌生男人生下的孩子的爸爸吧？没错，就是这样吧，这种心情，我非常地理解！！」,「不想去當我與陌生男人生下的孩子的爸爸吧？沒錯，就是這樣吧，這種心情，我非常地理解！！」,"Non vuoi diventare il genitore di una bambina avuta da un altro uomo, vero? {n}Sì, è vero, Io l'ho davvero capito!!","""No quieres convertirte en el padre de una niña hecha por otro hombre, ¿cierto? Sí, es cierto, ¡¡ya lo entendí!!""","""ﻻ ﺗﺮﻳﺪ ﺃﻥ ﺗﺼﺒﺢ ﺃﺑﺎً ﻟﻄﻔﻠﺔ ﺃﻧﺠﺒﺘُﻬﺎ ﻣﻊ ﺭﺟﻞٍ ﺁﺧﺮ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ﻻ، ﺑﺎﻟﻄﺒﻊ ﻻ ﺗﺮﻳﺪ، ﺃﻋﺮﻑ ﺗﻤﺎﻣﺎً ﻫﺬﺍ ﺍﻟﺸﻌﻮﺭ!!"""
Ushiromiya Rosa,"""I once went out with a man with children, and I absolutely understood that feeling...!! That's why......I believed that I could be together with you, a person who understood about my daughter!!""","I once went out with a man with children, so I really get how you feel...!! That's why...I believed I'd be able to be together with you, a person who understood about my daughter!!"" ","  I once went out with a man with children, so I re-ally understood that feeling...!!  So, ......I believed that I would be able to be together with you, a person who understood about my daughter!!""",　子連れの男と付き合ったことがあるけど、その気持ち、すっごいわかったの…！！　だから、……娘を理解してくれるあなたとなら、一緒になれるって信じたのにッ！！」,「子連れの男と付き合ったことがあるけど、その気持ち、すっごいわかったの…！！　だから、……娘を理解してくれるあなたとなら、一緒になれるって信じたのにッ！！」,"""Мне уже доводилось встречаться с мужчиной с детьми, так мне о‐очень хорошо знакомо это чувство! Итак... Я верила, что смогу быть вместе с тобой, человеком, способным понять ситуацию с моей дочерью!""","""Uma vez eu saí com um homem que tinha filhos, e entendi completamente esse sentimento...!! É por isso......que eu acreditei que eu poderia ficar com você, uma pessoa que entendia sobre a minha filha!!""",「我与有孩子的男人交往过，所以这种心情，我非常地理解…！！所以，……我才相信了，对我有女儿一事表示了理解的你，能与我走到一起！！」,「我與有孩子的男人交往過，所以這種心情，我非常地理解…！！所以，……我才相信了，對我有女兒一事表示了理解的你，能與我走到一起！！」,"Io sono uscita una volta con un uomo che aveva un bambino, quindi ho davvero capito quella sensazione...!! Solo che... avevo creduto di poter stare con te, una persona che comprendeva la situazione con mia figlia!!""","""Una vez quise salir con un hombre con hijos, ¡¡por lo que entiendo perfectamente ese sentimiento!!... Así que... pensé que sería capaz de estar contigo, ¡¡una persona que entendía lo de mi hija!!""","""ﺧﺮﺟﺖ ﻣﺮﺓ ﻣﻊ ﺭﺟﻞ ﻟﺪﻳﻪ ﺃﻃﻔﺎﻝ، ﻭﻓﻬﻤﺖ ﻫﺬﺍ ﺍﻟﺸﻌﻮﺭ ﺗﻤﺎﻣﺎً...!! ﻟﺬﻟﻚ، ... ﻛﻨﺖُ ﺃﻭﻣﻦ ﺑﺄﻧﻲ ﺳﺄﺟﺪ ﺍﻟﺴﻌﺎﺩﺓ ﻣﻌﻚ، ﻷﻧﻚ ﻣﺘﻔﻬﻢٌ ﻟﻮﺿﻊ ﺍﺑﻨﺘﻲ!!"""
Ushiromiya Rosa,"""Ghagh!! *cough*, ......*cough*...... ......That's right...... You were......always in the way......""","""Gwah!! *cough*, ...*cough*... ...That's right... You were...always in the way..."" ","""Gwah!!  *cough*, ......*cough*............That's right......  You were, ......always in the way......""",「がはッ！！　げほっ、……げほんッ……。……そうよ……。あんたなんて、……邪魔だったのよ……。」,「がはッ！！　げほっ、……げほんッ……。……そうよ……。あんたなんて、……邪魔だったのよ……」,"""Гвах! *кха*, *кха*.........Всё верно... Ты всегда была такой...""","""Ghagh!! *cof*, ......*cof*...... ......Isso mesmo...... Você sempre......esteve no caminho......""",「噶哈！！咳哄、……咳哄……。……对……。你不过是个，……累赘……」,「噶哈！！咳哄、……咳哄……。……對……。你不過是個，……累贅……」,"""Gwah!! *cough*... *cough*... è vero... tu eri... sempre tra i piedi...""","""¡¡Gwah!! *cof*... *cof*... Es cierto... Tú siempre... fuiste un estorbo...""","""ﻏﺎﻍ!! *ﻛﺤﺔ*، ......*ﻛﺤﺔ*...... ......ﻫﺬﺍ ﺻﺤﻴﺢ...... ﻛﻨﺖِ ﺩﺍﺋﻤًﺎ...... ﻣﺠﺮﺩ ﻋﺎﺋﻖٍ ﻓﻲ ﻃﺮﻳﻘﻲ......"""
Ushiromiya Maria,"""..............................""","""............!"" ","""........................nn.""",「…………………………っ。」,「…………………………っ」,"""........................н‐н.""",[=UP],「…………………………呃。」,[=CN],"""... nn.""","""...""",[=UP]
Ushiromiya Rosa,"""......If not for you, ......I would have been able to grasp my happiness as a woman long ago...... Your existence......constantly gets in the way of my happiness......""","""...If only you didn't exist, ...I would've been able to grasp my happiness as a woman long ago... Because you exist, ...you were always in the way of my happiness..."" ","""......If only you weren't there, ......I would have been able to grasp my happiness as a woman long ago......  Because you exist, ......you were always in the way of my happiness......""",「……あんたさえいなければ、……私はとっくに、女としての幸せを掴めたのよ……。あんたの存在が、……私の幸せをいつも邪魔するのよ……。」,「……あんたさえいなければ、……私はとっくに、女としての幸せを掴めたのよ……。あんたの存在が、……私の幸せをいつも邪魔するのよ……」,"""......Если бы только тебя не было... я бы давно смогла заполучить своё счастье как женщина... Но поскольку ты существуешь... ты вечно становилась препятствием на пути к моему счастью...""","""......Se não fosse você, ......eu teria alcançado minha felicidade como mulher há muito tempo...... Sua existência......constantemente está no caminho da minha felicidade......""",「……要是没有你，……我早就，抓到身为女人的幸福了……。你的存在，……总是在阻挠我的幸福……」,「……要是沒有你，……我早就，抓到身為女人的幸福了……。你的存在，……總是在阻撓我的幸福……」,"""... Se solo tu non ci fossi stata... sarei stata in grado di afferrare la mia felicità come donna tanto tempo fa... poiché tu esisti... eri sempre un ostacolo per la mia felicità...""","""... Si solo no estuvieses aquí... habría sido capaz de construir mi felicidad como mujer hace mucho... Porque tú existes... siempre te interpusiste en el camino de mi felicidad...""","""......ﻟﻮﻻﻙِ، ......ﻟﺘﻤﻜﻨﺖُ ﻣﻨﺬ ﺯﻣﻦ ﻣﻦ ﺍﻟﻈﻔﺮ ﺑﺴﻌﺎﺩﺗﻲ ﻛﺎﻣﺮﺃﺓ...... ﻭﺟﻮﺩﻙِ...... ﻳﻘﻒ ﺩﺍﺋﻤًﺎ ﻋﺎﺋﻘًﺎ ﺃﻣﺎﻡ ﺳﻌﺎﺩﺗﻲ......"""
Ushiromiya Maria,"""............Ma...ma.........""","""......Ma...ma......"" ","""............Ma...ma.........""",「…………マ…マ………、」,[=JP],"""............Ма... ма...""","""............Ma...mãe.........""",「…………妈…妈………、」,「…………媽…媽………、」,"""... Mam... ma...""","""... Ma... má...""","""............ﻣﺎ...ﻣﺎ........."""
