Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
{f:5:Beatrice},"So, the kitchen is unable to serve a plate that would be out of place, and no matter how long I wait, my Western food won't arrive. ...Something like that."" ","""So the kitchen is unable to take out the plate which would be out of place, and no matter how long I wait, my Western food won't arrive—something like that."""," So the kitchen is unable to take out a plate which would be out of place, and no matter how long I wait, my western-style food won't arrive..., something like that.""",だから厨房は場違いな皿を出せず、妾のところへはいつまで経っても西洋料理が届かない…、と言った感じよの。」,「だから厨房は場違いな皿を出せず、妾のところへはいつまで経っても西洋料理が届かない…、と言った感じよの」,"""Таким образом, на кухне не смогут подобрать нужную тарелку, которая не будет не к месту, и неважно, сколько мне придётся ждать, мне так и не подадут мою еду в западном стиле... Что‐то вроде этого.""","""Assim a cozinha é incapaz de tirar o prato que está fora do lugar, e não importa quanto tempo eu espere, a minha comida ocidental não vai chegar — algo desse tipo.""",「因此廚房便上不出不合場合的菜品，妾身也無論如何都等不到那盤西洋料理…，就像是這種感覺。」,「因此厨房便上不出不合场合的菜品，妾身也无论如何都等不到那盘西洋料理…，就像是这种感觉。」,"Quindi la cucina sarebbe incapace di portar fuori un piatto che sarebbe fuori posto, e non importa quanto a lungo io aspetti, la mia pietanza occidentale non arriverà mai... qualcosa del genere.""","""Pertanto, la cucina sarebbe incapace di portar fuori un piatto che sarebbe fuori posto, e io non riceverò mai la mia pietanza occidentale, non importa quanto a lungo io aspetti... Ecco come mi sentivo.""","""Bu yüzden mutfaktaki görevliler tabağı getiremiyor ve ne kadar beklersem bekleyeyim Batı'ya özgü yemeğim gelmiyor—bunun gibi bir şey."""
{f:5:Beatrice},"""So, you destroyed that Japanese-style guest seating and returned the area to a blank slate for a time. Thanks to that, the meal I had ordered was finally delivered, and my power came back, you could say. However, so far, only the aperitif has arrived. ","""So I had you destroy that Japanese‐style seating, and return the area to a blank slate for a time. Thanks to that, the meal I had ordered was finally delivered, and my power came back, you could say. However, so far, only the aperitif has arrived.""","""So you destroyed that Japanese-style guest seating, and returned the area to a blank slate for a time. Thanks to that, the meal I had ordered was finally delivered, and my power came back, you could say. However, so far, only the aperitif has arrived.",「だからそなたに日本風の客席を打ち壊し、場を一度白紙に戻させたのだ。そのお陰で、ようやく妾の注文した料理が届き力が戻った、というところか。もっとも、ようやく食前酒が届いたというところよ。,「だからそなたに日本風の客席を打ち壊し、場を一度白紙に戻させたのだ。そのお陰で、ようやく妾の注文した料理が届き力が戻った、というところか。もっとも、ようやく食前酒が届いたというところよ」,"""Так что ты уничтожила японскую обстановку для накрывания на стол и на некоторое время предоставила возможность накрыть с чистого листа. Благодаря этому, я, можно сказать, наконец, получила ту еду, которую заказала, и моя сила вернулась ко мне. Однако пока подали лишь аперитив.""","""Por isso, pedi a você para destruir aqueles assentos em estilo japonês e retornar a área ao seu estado anterior de vazio. Graças a isso, a refeição que eu pedi finalmente pôde ser servida e meu poder retornou, assim dizendo. Entretanto, até o momento, apenas o aperitivo chegou.""",「所以妾身才讓汝破壞了這桌日本風的宴席，使餐桌重歸一張白紙。該說是多虧於此，妾身點的菜才終於送到了面前，力量也得以恢復了吧。不過說到底，這也只是總算把餐前酒水送到罷了。」,「所以妾身才让汝破坏了这桌日本风的宴席，使餐桌重归一张白纸。该说是多亏于此，妾身点的菜才终于送到了面前，力量也得以恢复了吧。不过说到底，这也只是总算把餐前酒水送到罢了。」,"""Perciò tu hai distrutto quel posto per i clienti in stile giapponese, e fatto ritornare vuota per un po' quell'area. Perciò, il pasto che ho ordinato mi è stato finalmente consegnato, e il mio potere è tornato, si potrebbe dire così. Tuttavia, per ora, è arrivato solo l'aperitivo.","""Perciò, distruggendo i posti per i clienti in stile giapponese, hai fatto tabula rasa in quell'area. Grazie a questo, si potrebbe dire che il pasto che ho ordinato mi è stato finalmente consegnato, e che i miei poteri sono tornati. Tuttavia, per ora è arrivato soltanto l'aperitivo.""","""Bu yüzden Japon tarzı oturma düzenini yok ettirdim ve alanı bir süreliğine boş bir sayfaya döndürdüm. Bu sayede, sipariş ettiğim yemek sonunda teslim edildi ve gücüm geri geldi diyebiliriz. Ancak, şu ana kadar sadece aperatif servis edildi."""
{f:5:Beatrice},"It will still be quite some time before the main dish. As I am now, I'm even more fragile than a shoe store fairy."" ","""It will still be quite some time before the main dish. As I am now, I'm even more faint than a fairy in a shoe store."""," It will still be quite some time before the main dish. As I am now, I'm even more faint than a fairy in a shoe store.""",メインディッシュにはまだまだ遠い。今の妾など、靴屋の妖精にも劣る希薄な存在でな。」,「メインディッシュにはまだまだ遠い。今の妾など、靴屋の妖精にも劣る希薄な存在でな」,"""Для главного блюда время подойдёт ещё не скоро. А прямо сейчас я ещё слабее, чем фея в обувном магазине.""","""Ainda vai demorar um tempo até o prato principal. Da forma como estou agora, eu sou uma existência inferior a um elfo da sapataria.""",「離正餐還遠得很。如今妾身的存在，稀薄得連{c:86EF9C:鞋匠店裡的妖精}都比不上。{c:86EF9C:（詳見魔導書“童話傳說相關”條目）}」,「离正餐还远得很。如今妾身的存在，稀薄得连{c:86EF9C:鞋匠店里的妖精}都比不上。{c:86EF9C:（详见魔导书“童话传说相关”条目）}」,"Ci vorrà ancora qualche tempo per la portata principale. Per come sono ora, sono perfino più debole di una fata in un negozio di scarpe.""","""Ci vorrà ancora un po' per la portata principale. Al mio stato attuale sono un essere etereo, perfino più debole di un folletto calzolaio.""","""Ana yemeğin gelmesine daha epey zaman var. Şu anki halimle, ayakkabı dükkanındaki bir periden bile daha silik durumdayım."""
Shannon,""".........pf... ...ahahahahahahaha."" ",""".........pf......ahahahahahahaha.""",""".........Pu, ......ahahahahahahaha.""",「………ぷ、……あっははははははは。」,「………ぷ、……あっははははははは」,""".........Ху... Аха‐ха‐ха‐ха‐ха‐ха‐ха.""",[=UP],「………噗，……啊哈哈哈哈哈哈哈哈哈哈。」,[=CHT],"""... Pu... ahahahahahahaha.""","""...Pfft... Ahahahahahahahah.""",[=UP]
{f:5:Beatrice},"""Mu. What's so amusing?"" ","""Mh. What's so funny?""","""Mu. What is so funny?""",「む。何が可笑しい？」,[=JP],"""Эй. Что тут смешного?""","""Mh. O que é tão engraçado?""",「唔。有什麼好笑的？」,「唔。有什么好笑的？」,"""Mh. Cosa c'è di così divertente?""","""Mmh. Cosa c'è di tanto divertente?""","""Mh. Bu kadar komik olan ne?"""
Shannon,"""Nothing... I just thought your metaphor was pretty funny. I never would've thought to use a story about food as a metaphor for magic."" ","""Nothing... I was just thinking witches' analogies are so interesting. I never thought you could use food as an analogy to talk about magic.""","""Nothing... I thought the witch's example was so interesting. I never thought you could use a story about food as an analogy for a story about magic.""",「いえ…。魔女さまの例えがあまりに面白かったもので。まさか魔法の話が、お料理の話に例えられるとは思いませんでした。」,「いえ…。魔女さまの例えがあまりに面白かったもので。まさか魔法の話が、お料理の話に例えられるとは思いませんでした」,"""Ничего... Я подумала, что ваш пример был таким интересным. Я и представить себе не могла, что вы воспользуетесь аналогией с едой, чтобы объяснить магию.""","""Não... Eu só estava pensando em como analogias de bruxas são interessantes. Nunca pensei que fosse possível usar comida como analogia para falar de magia.""",「不是…。是魔女夫人的比喻實在太有趣了。真沒想到魔法的事還能用料理來比喻。」,「不是…。是魔女夫人的比喻实在太有趣了。真没想到魔法的事还能用料理来比喻。」,"""Niente... pensavo che l'esempio dell'onorevole strega fosse così interessante. Non avrei mai pensato che potesse usare una storia sul cibo come analogia per una storia sulla magia.""","""Nulla... Pensavo che il suo esempio fosse molto divertente, o somma strega. Non avrei mai pensato che si potesse usare la cucina come analogia per una storia di magia.""","""Hiçbir şey... Sadece cadıların benzetmelerinin çok ilginç olduğunu düşünüyordum. Büyü hakkında konuşmak için yemeği bir benzetme olarak kullanabileceğinizi hiç düşünmemiştim."""
{f:5:Beatrice},"""I thought it a rather skillful comparison, but I certainly didn't expect it to be laughed at. I'm a bit offended."" ","""I had thought it to be a skillful description, if I do say so myself, and I certainly did not imagine it would be laughed at. I feel a little offended.""","""I had planned that to be a skillful expression, if I do say so myself, but I was sure it wouldn't be laughed at. It's a little unexpected.""",「我ながらうまい表現だったつもりだが、よもや笑われるとは思わなかったぞ。少し心外だ。」,「我ながらうまい表現だったつもりだが、よもや笑われるとは思わなかったぞ。少し心外だ」,"""Я хотела сделать своё объяснение как можно более понятным и красочным, и полагаю, что таковым оно и является, но была уверена, что над ним не станут смеяться. Это немного неожиданно.""","""Eu tinha pensado que seria uma descrição habilidosa, se eu mesmo fosse classificar, eu certamente não imaginei que isso seria matéria de riso. Me sinto um pouco ofendida agora.""",「妾身還以為這比喻足夠活潑生動了，可萬萬沒想到竟會惹汝發笑。有點意外哦。」,「妾身还以为这比喻足够活泼生动了，可万万没想到竟会惹汝发笑。有点意外哦。」,"""Se lo dovessi dire da me, pensavo fosse un'espressione colta, ma ero sicura che non ci fosse niente da ridere. È un po' inaspettato.""","""Per me era un'espressione arguta, ma non avrei mai immaginato che ci avresti riso su. Mi sento un po' offesa.""","""Bunun ustaca bir betimleme olduğunu düşünmüştüm ve gülüneceğini kesinlikle tahmin etmemiştim. Biraz kırılmış hissediyorum."""
,A slightly sulky expression rose to the witch's face. ...It wasn't a strange expression at all to be appearing on the face of some friends as they enjoyed their tea. ,A slightly sulky expression rose to the witch's face.{n}...It would not have been a strange expression at all to see appear on the face of two friends as they enjoyed their tea.,A slightly sulky expression rose to the witch's face....It wasn't a strange expression at all to be appearing on the face of some friends as they enjoyed their tea.,魔女は少しだけ不貞腐れたような表情を浮かべる。…それはお茶を楽しむ友人同士が浮かべる表情としてまったくおかしなものではない。,魔女は少しだけ不貞腐れたような表情を浮かべる。{n}…それはお茶を楽しむ友人同士が浮かべる表情としてまったくおかしなものではない。,"Ведьма выглядела слегка задетой.{n}...Но в таком выражении лица, возникающем у друзей, наслаждающихся чаем, не было ничего странного.","Uma expressão ligeiramente mal‐humorada tomou conta do rosto da bruxa.{n}...Não teria sido uma expressão estranha de se ver aparecendo no rosto de duas amigas, enquanto apreciavam o seu chá.",魔女的臉上稍稍浮現起了不服氣的神情。{n}…這作為與朋友共品紅茶時浮現起的表情而言，可以說是再尋常不過了。,魔女的脸上稍稍浮现起了不服气的神情。{n}…这作为与朋友共品红茶时浮现起的表情而言，可以说是再寻常不过了。,Un'espressione leggermente imbronciata si formò sul volto della strega. {n}Non era per niente una espressione strana da veder apparire sulla faccia di qualche amico mentre si gustano il loro tè.,La strega sfoggiò un'espressione leggermente imbronciata...{n}Non sarebbe sembrata affatto fuori posto sul volto di un'amica con cui si gode il tè assieme.,Cadının yüzünde hafif somurtkan bir ifade belirdi.{n}...Çaylarını yudumlarken iki arkadaşın yüzünde beliren bu ifade hiç de garip olmazdı.
{f:5:Beatrice},"""...Although I may not look it, I was known for doing extremely brutal things in the past. ...I've gotten soft. Now I can even have a foolish discussion while drinking tea with a human."" ","""......Although I may not look it, I was known for doing extremely brutal things in the past. ...I've gotten soft. Now I can even have a foolish discussion while drinking tea with a human.""",[=UP],「……こう見えても、昔は残酷極まりないことで知られた妾だったが。…丸くなったものよ。人間とこうして他愛ない話で茶を交わせるようになるのだから。」,「……こう見えても、昔は残酷極まりないことで知られた妾だったが。…丸くなったものよ。人間とこうして他愛ない話で茶を交わせるようになるのだから」,"""......Может, по мне и не скажешь, но в прошлом я была известна тем, что совершала очень жестокие поступки. ...Мягкой я стала. Теперь могу даже вот так попивать чай с человеком, ведя всякие бестолковые беседы.""","""......Embora possa não parecer, eu sou conhecida por ter feito coisas extremamente brutais no passado. ...Eu fiquei mais mole. Agora eu posso até ter uma tola discussão enquanto tomo chá com uma humana.""",「……別看現在這樣，妾身曾經可是以殘酷無比而聞名的。…真是變圓滑了啊。竟變得能像這樣和人類一同飲茶閑話家常了。」,「……别看现在这样，妾身曾经可是以残酷无比而闻名的。…真是变圆滑了啊。竟变得能像这样和人类一同饮茶闲话家常了。」,"""... Anche se può non sembrare così, sono conosciuta per aver fatto cose estremamente brutali in passato. ... Mi sono rammollita. Ora posso avere anche una discussione sciocca con un umano mentre bevo del tè.""","""...Anche se non sembra, in passato ero conosciuta per aver compiuto atti estremamente brutali... Mi sono rammollita. Ora sono arrivata ad avere discussioni sciocche mentre prendo del tè con un'umana.""","""......Öyle görünmesem de geçmişte son derece acımasız şeyler yapmamla tanınırdım. ...Ama şimdi yumuşamışım. Artık bir insanla çay içerken bile aptalca bir tartışma yapabiliyorum."""
,"She was probably talking to herself. As {f:5:Beatrice} gazed at the sea birds tracing the horizon, she put her tea to her lips again. ","She was probably talking to herself.{n}As {f:5:Beatrice} gazed at the sea birds tracing the horizon, she put her tea to her lips again.","She was probably talking to herself. As Beatrice gazed at the sea birds tracing the horizon, she put her tea to her lips again.",それは恐らく独り言。ベアトリーチェは、水平線をなぞるように飛ぶ海鳥たちを眺めながら、再び紅茶に口をつけるのだった。,それは恐らく独り言。{n}ベアトリーチェは、水平線をなぞるように飛ぶ海鳥たちを眺めながら、再び紅茶に口をつけるのだった。,"Скорее всего, она говорила сама с собой.{n}Глядя на птиц, улетавших за горизонт, {f:5:Беатриче} снова пригубила чай.","Ela provavelmente estava falando para si mesma.{n}Enquanto {f:5:Beatrice} olhava os pássaros formando uma linha no horizonte, ela levou o chá aos seus lábios novamente.",這恐怕是自言自語。{n}貝阿朵莉切一邊眺望著沿水平線而飛的海鳥們，一邊又喝起了紅茶。,这恐怕是自言自语。{n}贝阿朵莉切一边眺望着沿水平线而飞的海鸟们，一边又喝起了红茶。,"Stava probabilmente parlando fra sé e sé. Come Beatrice guardò gli uccelli marini tracciare l'orizzonte, portò ancora una volta il tè alle sue labbra.","Probabilmente stava parlando fra sé e sé.{n}{f:5:Beatrice} portò nuovamente il tè alle sue labbra, osservando gli uccelli marini in volo mentre solcavano l'orizzonte.",Muhtemelen kendi kendine konuşuyordu.{n}{f:5:Beatrice} ufku izleyerek deniz kuşlarına bakarken çayını tekrar dudaklarına götürdü.
{f:5:Beatrice},"""...The clouds have come out. When the ocean loses its brilliance, it's nothing more than a gray puddle."" ","""...The clouds have come out. When the ocean loses its brilliance, it's nothing more than a gray puddle.""",[=UP],「…雲が出てきたな。海も精彩を欠けば灰色の水溜りに過ぎぬ。」,「…雲が出てきたな。海も精彩を欠けば灰色の水溜りに過ぎぬ」,"""...Вот опять показались тучи. Воистину, когда океан теряет свой блеск, он превращается в серую лужу.""","""...As nuvens apareceram. Quando o oceano perde o seu brilho, ela não é nada mais do que uma poça cinzenta.""",「…云出來了呢。大海若是失去了光彩，也只不過是灰溜溜的水窪罷了。」,「…云出来了呢。大海若是失去了光彩，也只不过是灰溜溜的水洼罢了。」,"""... Si è fatto nuvoloso. Quando l'oceano perde il suo colore brillante, non è niente di più che una grigia pozzanghera.""","""...Si è fatto nuvoloso. Quando l'oceano perde la sua lucentezza, non è niente più che una grigia pozzanghera.""","""...Bulutlar geldi. Okyanus parlaklığını yitirdiğinde, gri bir su birikintisinden başka bir şey olmaz."""
Shannon,"""You think so? ...I think the ocean is a beautiful deep blue, even when it gets cloudy."" ","""You think so? ......I think the ocean is a beautiful deep blue, even if it gets cloudy.""",[=UP],「そうでしょうか。……曇っても、海は美しくて真っ青だと思います。」,「そうでしょうか。……曇っても、海は美しくて真っ青だと思います」,"""Вы так считаете? ......Мне кажется, что океан всегда остаётся тёмно‐синим, даже когда становится облачно.""","""Você acha isso? ......Eu acho que o oceano tem um lindo e profundo azul, mesmo quando fica nublado.""",「是這樣嗎？……我覺得就算是陰天，大海也仍然是美麗的蔚藍色。」,「是这样吗？……我觉得就算是阴天，大海也仍然是美丽的蔚蓝色。」,"""Lo pensa davvero? ... Credo che l'oceano sia un bellissimo blu profondo, anche se diventa nuvoloso.""","""Lei dice...? Io credo che il mare sia di uno splendido blu scuro, anche quando ci sono le nuvole.""","""Öyle mi düşünüyorsunuz? ......Bulutlu olsa bile okyanusun güzel bir masmavi olduğunu düşünüyorum."""
{f:5:Beatrice},"""......Hmph."" ","""............Hmph.""",[=UP],「…………ふ。」,「…………ふ」,"""............Хмф.""",[=UP],「…………哼。」,[=CHT],"""... Hmph.""","""...Hmph.""",[=UP]
,Maybe the witch noticed the deep meaning behind Shannon's words. ,Maybe the witch had noticed the deep meaning behind Shannon's words.,Maybe the witch noticed the deep meaning behind Shannon's words.,魔女には、紗音が口にしたその言葉の深い意味が感じ取れたのかもしれない。,[=JP],"Возможно, ведьма поняла глубокий смысл, скрывавшийся за словами Шаннон.",Talvez a bruxa tivesse notado o profundo significado por trás das palavras de Shannon.,魔女或許是聽出了紗音說出口的話語裡所蘊涵的深意。,魔女或许是听出了纱音说出口的话语里所蕴涵的深意。,Forse la strega notò il significato profondo dietro le parole di Shannon.,Forse la strega aveva colto il significato profondo che si celava dietro le parole di Shannon...,Belki de cadı Shannon'un sözlerinin ardındaki derin anlamı fark etmişti.
,...She laughed lightly and set down her empty teacup. ,...She laughed lightly and set down her empty teacup.,[=UP],…軽く笑うと空のティーカップを置いた。,[=JP],"...Слегка рассмеявшись, она поставила на стол опустевшую чашку.",...Ela riu levemente e baixou sua xícara já vazia.,…她輕輕一笑，放下了空茶杯。,…她轻轻一笑，放下了空茶杯。,... Rise leggermente e poggiò la sua tazza vuota.,"Fece una risatina, e posò la sua tazzina vuota.",...Hafifçe güldü ve boş çay fincanını masaya koydu.
{f:5:Beatrice},"""...It seems those things buried in your eyes aren't black pebbles anymore. How is it? ...Do you see how it feels for furniture to be reborn as a human?"" ","""......It seems that those things buried in your eyes aren't black pebbles anymore. So? ......Do you understand the feeling of furniture being reborn as a human?""","""......It seems that those things buried in your eyes aren't black pebbles anymore. How is it? ......Do you understand the feeling of furniture being reborn as a human?""",「……もはや、そなたの両目に埋められているのは黒い石ころではないらしい。どうだ？　……家具から、人間に生まれ変わった気持ちは理解できておるか？」,[=JP],"""......Похоже на то, что твои глаза больше не являются просто чёрными камушками. Ну и как оно? ......Теперь ты понимаешь чувство мебели, переродившейся в человека?""","""......Parece que essas coisas enterradas em seus olhos não são apenas pedrinhas pretas. Então? ......Você entende o sentimento de uma mobília que renasceu como humano?""",「……看來，埋在汝雙目中的已不再是黑色的小石子了。如何呀？……體會到從家具重生為人類的感受了嗎？」,「……看来，埋在汝双目中的已不再是黑色的小石子了。如何呀？……体会到从家具重生为人类的感受了吗？」,"""... Sembra che quelle cose sotterrate nei tuoi occhi non siano più ciottoli neri. Com'è? ... Ora capisci l'emozione di un mobile rinato come umano?""","""...Pare che quei ciottoli neri che avevi negli occhi siano stati ormai dissotterrati. Come ci si sente...? Capisci cosa prova un mobile rinato come un essere umano?""","""......Gözlerinin içine gömülmüş o şeyler artık siyah çakıl taşları değil gibi görünüyor. Nasıl bir şey? ......İnsan olarak yeniden doğan mobilyaların hislerini anlayabiliyor musun?"""
Shannon,"""......Yes. ...I never knew the world was this kind."" ","""...............Yes. ...I didn't know that the world was this kind.""","""............Yes. ...I did not know that the world was this kind.""",「……………はい。…世界が、こんなにもやさしかったなんて、知りませんでした。」,「……………はい。…世界が、こんなにもやさしかったなんて、知りませんでした」,"""............Да. ...Я не представляла, что мир был настолько добр.""","""...............Sim. ...Eu não sabia que o mundo era assim.""",「……………體會到了。…我從前根本不知道，世界竟是如此的祥和溫暖。」,「……………体会到了。…我从前根本不知道，世界竟是如此的祥和温暖。」,"""... Sì. ... Non sapevo che il mondo fosse così gentile.""","""...Sì... Non sapevo quanta bontà ci fosse nel mondo.""","""...............Evet. ...Dünyanın bu kadar nazik olduğunu bilmiyordum."""
,"Since the start of her relationship with George, Shannon's face had grown brighter more often. ","Since her relationship with George had begun, Shannon's face had grown brighter more often.",[=UP],譲治との交際を始めてから、紗音は表情を明るくすることが多くなった。,[=JP],"Из‐за отношений, которые начались между ней и Джорджем, её лицо всё чаще и чаще стало светиться от счастья.","Desde que a relação dela com George começou, o rosto de Shannon estava cada vez mais vívido.",自從開始和讓治交往，紗音的臉上就時常浮現開朗的表情。,自从开始和让治交往，纱音的脸上就时常浮现开朗的表情。,"Dato che la sua relazione con George era iniziata, il volto di Shannon spesso si faceva sempre più luminoso.","Dall'inizio della sua relazione con George, il volto di Shannon si faceva spesso raggiante.",George'la ilişkisi başladığından beri Shannon'un yüzü daha sık parlamaya başlamıştı.
,Her smile had made everything go smoothly and had even changed her fortune. ,"Her smile had made everything go smoothly, and had even changed her luck."," Her smile had made everything go smoothly, and had even changed her luck.",笑顔は全てを円滑にし、運気すらも変える。,[=JP],Её улыбка позволяла всему происходить гладко и даже приносила ей удачу.,"O sorriso dela fez com que tudo corresse bem, e até mudou a sua sorte.",笑容會使一切變得順利，甚至還能改變運氣。,笑容会使一切变得顺利，甚至还能改变运气。,"Il suo sorriso aveva fatto andare tutto liscio, e aveva perfino cambiato la sua fortuna.","Il suo sorriso addolciva ogni circostanza, e aveva perfino alterato la sua fortuna...","Gülümsemesi her şeyin yolunda gitmesini sağlamış, hatta şansını bile değiştirmişti."
,"...Shannon made less mistakes in her work than she had before, and the family members' opinion of her was slowly starting to change. ","......Shannon made fewer mistakes in her work than she had before, and the family members' opinion of her was starting to change slightly.","......Shannon made less mistakes in her work than she had before, and the family members' opinion of her was starting to change slightly.",……紗音は以前に比べれば仕事でミスをすることも少なくなり、家人の評価も少し変わり始めていた。,[=JP],"......Шаннон стала совершать меньше ошибок на работе, и мнение о ней членов семьи начало потихоньку меняться.","......Shannon passou a cometer menos erros em seu trabalho do que antes, e as opiniões dos membros da família sobre ela começaram a mudar aos poucos.",……與以前相比，紗音在工作上犯錯的次數也少了很多，家裡人對她的評價也漸漸開始改變了。,……与以前相比，纱音在工作上犯错的次数也少了很多，家里人对她的评价也渐渐开始改变了。,"... Shannon faceva meno errori nel suo lavoro di quanto ne faceva prima, e l'opinione dei membri della famiglia aveva iniziato a poco a poco a cambiare.","Rispetto a prima, Shannon commetteva meno errori al lavoro, e l'opinione che i membri della famiglia avevano di lei iniziò a cambiare leggermente.",......Shannon işinde eskisine göre daha az hata yapıyordu ve aile üyelerinin onun hakkındaki düşünceleri biraz olsun değişmeye başlamıştı.
,"Just the other day, she had been surprised when Krauss, who rarely exchanged words with her, had suddenly started talking to her. ","Just the other day, Krauss, who rarely exchanged words with her, had suddenly started talking to her, surprising her."," Just the other day, Krauss, who rarely exchanged words with her, had suddenly started talking to her, surprising her.",先日、滅多に言葉を交わすことがない蔵臼に突然話しかけられて驚いた。,[=JP],"Однажды Краусс, который редко обменивался с ней даже парой фраз, неожиданно начал разговор, тем самым очень её удивив.","Outro dia, Krauss, que raramente falava com ela, repentinamente começou a conversar, surpreendendo‐a.",前幾天，極少與她說話的藏臼突然向她搭起了話，讓她嚇了一跳。,前几天，极少与她说话的藏臼突然向她搭起了话，让她吓了一跳。,"Proprio l'altro giorno, Krauss, che raramente scambiava qualche parola con lei, aveva improvvisamente iniziato a parlarle, sorprendendola.","Qualche giorno prima Klaus, con cui raramente scambiava qualche parola, aveva improvvisamente attaccato conversazione con lei, sorprendendola.","Daha geçen gün, onunla nadiren konuşan Krauss birdenbire onunla konuşmaya başlamış ve onu şaşırtmıştı."
Ushiromiya Krauss,"""You've been wearing a splendid smile more often lately, haven't you? Has something good happened?"" ","""You've been making a good smile more often lately, haven't you? Has something good happened?""",[=UP],「最近、良い笑顔をすることが多くなったじゃないか。何か良いことでもあったのかね？」,[=JP],"""В последнее время ты часто улыбаешься, не так ли? С тобой произошло что‐нибудь хорошее?""","""Você tem sorrido assim com mais frequência ultimamente, não? Aconteceu alguma coisa boa?""",「最近露出開朗笑臉的時候變多了嘛。是不是發生了什麼好事呀？」,「最近露出开朗笑脸的时候变多了嘛。是不是发生了什么好事呀？」,"""Stai facendo un buon sorriso sempre più spesso ultimamente, vero? È successo qualcosa di buono?""","""Sbaglio o ultimamente stai sorridendo spesso in questo modo grazioso?{n}È successo qualcosa di bello?""","""Son zamanlarda daha sık gülümsüyorsun, değil mi? İyi bir şey mi oldu?"""
Shannon,"""N-No... But...every day is fun, yes."" ","""N‐no... But......every day is fun, yes.""","""N, no... But, ......every day is fun, yes.""",「い、いえ…。でも、……楽しい毎日です、はい。」,「い、いえ…。でも、……楽しい毎日です、はい」,"""Н‐нет... Ну, в смысле да... ведь каждый день является очень весёлым.""","""N‐Não... Mas......todos os dias são divertidos, sim.""",「不、不是的…。不過，……的確每天都過得很開心，嗯。」,「不、不是的…。不过，……的确每天都过得很开心，嗯。」,"""N-No... ma... ogni giorno è divertente, sì.""","""N‐No... Ma... riesco a trovare gioia in ogni giornata, sì.""","""H-Hayır... Ama......her günüm eğlenceli, evet."""
Ushiromiya Krauss,"""Hmph. Wonderful. It goes without saying that coffee is more delicious when poured with a smile. ...Could I ask for that smile once more?"" ","""Hmph. Isn't that good to hear. Coffee is obviously more delicious if it's poured with a smile. ......Could I ask for another cup, with that smile again?""","""Hmph. Isn't that a good thing? Coffee is obviously more delicious if it's poured with a smile. ......Could I ask for that smile again?""",「ふ。良いことじゃないか。同じ珈琲なら、笑顔で注がれた方がうまいに決まっている。……その笑顔でもう一杯頼めんかね？」,[=JP],"""Хмпф. Разве это не замечательно? Кофе становится куда вкусней, когда его наливают с улыбкой. ......Могу ли я попросить, чтобы ты опять показала мне эту улыбку?""","""Hmph. É bom ouvir isso. O café fica muito mais saboroso se servido com um sorriso. ......Eu poderia pedir por mais uma xícara, com esse sorriso de novo?""",「哼。這不就是好事嘛。即使是同樣的咖啡，也肯定是帶著笑容倒的那杯更為好喝。……可以拜託你帶著這笑容再給我添一杯嗎？」,「哼。这不就是好事嘛。即使是同样的咖啡，也肯定是带着笑容倒的那杯更为好喝。……可以拜托你带着这笑容再给我添一杯吗？」,"""Hmph. Non è forse una buona cosa? Il caffè è di sicuro più buono se servito con un sorriso. ... Posso chiedere ancora quel sorriso?""","""Hmph. Splendido. È un dato di fatto che il caffè è più buono se viene servito con un sorriso... Posso chiederti di continuare a farlo?""","""Hmph. Bunu duymak ne kadar da güzel. Kahve, bir gülümsemeyle servis edilirse tabii ki daha lezzetli olur. ......O gülümsemeyle bir fincan daha rica edebilir miyim?"""
Shannon,"""...Y-Yes sir!"" ","""Ye‐......yes!""","""Y, ......yes!""",「は、……はい！」,[=JP],"""К‐конечно!""","""Si‐Sim!""",「好、……好的！」,[=CHT],"""S... Sì!""","""...C-Certo!""","""Ev-......Evet!"""
,That had become a chance for Shannon to gain confidence in herself. ,That had become a chance for Shannon to gain confidence in herself.,[=UP],それは、紗音にとって自らに自信を持てるきっかけになった。,[=JP],Для Шаннон это стало шансом обрести столь не хватавшей ей уверенности в себе.,Isso se tornou uma oportunidade para que Shannon ganhasse mais confiança em si mesma.,這件事對紗音來說，成為了讓她對自己抱有信心的契機。,这件事对纱音来说，成为了让她对自己抱有信心的契机。,Quella era diventata un'occasione per Shannon di guadagnare fiducia in se stessa.,Per Shannon fu un'occasione di guadagnare fiducia in se stessa.,"Bu, Shannon'un kendine olan güvenini kazanması için bir fırsat olmuştu."
