Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Eva,"""Normally, we'd hope to receive the 7.5 billion right now, all at once. But out of concern for you, we'll show our sincerity by asking for only ten percent of that for the time being. The remaining 90% can wait until the inheritance is distributed. ...See? Even you'd be capable of managing a mere 10% to show your sincerity."" ","""Normally, I'd hope to receive the 7.5 billion right now, all at once. But out of concern for your position, if you'll just show your sincerity by delivering 10 percent for the time being, it's alright to let the remaining 90 percent carry over until the distribution of the inheritance. ...Right? Surely even you can offer a mere ten percent to show your sincerity?""","""Normally, I'd hope to receive the 7.5 billion right now, all at once. But out of concern for you, I'll show my sincerity by asking for only ten percent of that for the time being. It's alright to let the remaining 90 percent carry over until the distribution of the inheritance. ...Right? With ten percent to show sincerity, even you would notice it.""",「本当なら今すぐ７５億を一括で払ってもらいたいところよぅ。でも兄さんの立場に配慮して、とりあえず１割を納める誠意を見せてくれたら、残りの９割は遺産分配時に持ち越してくれていいってことなの。…ね？　１割程度の誠意なら、兄さんにだって示せるんじゃない？」,[=JP],"""В целом, мне бы хотелось получить 7.5 миллиардов прямо сейчас. Но только из заботы о тебе, я проявляю искренность и прошу лишь 1/10 на данный момент. Ничего страшного, что 9/10 останутся до момента распределения наследства. Верно? Всего лишь 1/10, чтобы проявить искренность, которую заметишь даже ты.""","""Normalmente, eu esperaria receber os 7,5 bilhões agora mesmo, tudo de uma vez. Mas preocupada com a sua posição, se você demonstrar sinceridade e entregar 10% de início, não tem problema deixar os outros 90% para quando a herança for distribuída. ...Certo? Naturalmente, você pode oferecer meros 10% para mostrar a sua sinceridade?""",「說實在的，還真想讓哥把這七十五億一口氣付清呢。不過考慮到大哥的立場，要是肯先付一成，給點誠意看看的話，剩下的九成可以等到遺產分配時再收。…怎麼樣啊？不過一成的誠意，哥總能表示一下吧？」,「说实在的，还真想让哥把这七十五亿一口气付清呢。不过考虑到大哥的立场，要是肯先付一成，给点诚意看看的话，剩下的九成可以等到遗产分配时再收。…怎么样啊？不过一成的诚意，哥总能表示一下吧？」,"""Biasanya, aku ingin langsung menerima 7.5 miliar sekaligus. Tapi demi posisimu, jika kau hanya menunjukkan kesungguhan dengan membayar 10% dulu, sisa 90% bisa ditangguhkan sampai pembagian warisan. ...Benar kan? Pasti kau bisa menawarkan sepuluh persen saja sebagai bukti kesungguhan?""","""Se così fosse, allora vorrei ricevere i 7,5 miliardi subito, tutti in una volta. {n}Ma preoccupata per te, mostrerò la mia sincerità chiedendo solo il 10% per ora. {n}Mi sta bene lasciare che il rimanente 90% sia posticipato alla distribuzione dell'eredità. ... D'accordo? Con il 10% per dimostrare sincerità, anche tu lo noteresti.""","""Se così fosse, vorremmo subito essere pagati tutti insieme con 7,5 miliardi.{n}Ma terremo conto della tua posizione, e se per ora mostrerai la tua buona fede dandoci il 10%, il rimanente 90% può aspettare fino alla distribuzione dell'eredità... D'accordo? Anche tu potrai mostrarci le tue buone intenzioni con un misero 10%, no?""","""Normalde 7,5 milyarı hemen, bir kerede almayı umardım. Ancak konumunuzla ilgili endişelerimizden dolayı, şimdilik %10'unu teslim ederek samimiyetinizi gösterirseniz, kalan 90%'lık kısmın mirasın dağıtımına kadar bekletilmesinde bir sakınca yok. ...Anlıyor musun? Sen bile samimiyetini göstermek için sadece %10'unu ayırabilirsin."""
Ushiromiya Krauss,"""............So, you're trying to sell me the right to assess Father's financial situation for 750 million yen? .........Heh, heheheh. How impressive. You all certainly have grown. To think that I'm now the one being offered deals."" ","""............So the right to investigate the status of Father's assets is being sold to me for 750 million. .........Heh, heheheh. Isn't that great? You all sure have grown. I never thought you all would become capable of offering a deal to me.""","""............So my right to investigate the status of Father's assets is being sold to me for 750 million. .........Heh, heheheh. Isn't that great? You all sure have grown. I never thought you all would become capable of offering a deal to me.""",「…………親父殿の財産状況調査を私に一任する権利を、７億５０００万で売りつけようというのかね。………ふ、ふっふっふ。上等じゃないか。お前たちも成長したものだ。この私に取引を持ちかけられるようになるとは。」,「…………親父殿の財産状況調査を私に一任する権利を、７億５０００万で売りつけようというのかね。………ふ、ふっふっふ。上等じゃないか。お前たちも成長したものだ。この私に取引を持ちかけられるようになるとは」,"""............Значит, право на исследование отчётности отцовского состояния продаётся мне за 750 миллионов. .........Ху‐ху‐ху‐ху. Ну разве это не здорово? Вы действительно выросли. Я и подумать не мог, что вы решитесь пойти со мной на сделку.""","""............Então o direito de investigar as finanças do pai está sendo vendido para mim por 750 milhões. .........Heh, heheheh. Não é ótimo? Vocês com certeza cresceram. Eu nunca pensei que vocês fossem capazes de me oferecer um acordo desses.""",「…………就是說把由我一人調查父親財務狀況的權力，以七億五千萬日元賣給我嗎？………哼，哼哼哼。做得很好啊。你們也成長了啊。成長到能向我這兄長討價還價了呢。」,「…………就是说把由我一人调查父亲财务状况的权力，以七亿五千万日元卖给我吗？………哼，哼哼哼。做得很好啊。你们也成长了啊。成长到能向我这兄长讨价还价了呢。」,"""............Jadi hak menyelidiki aset Ayah dijual padaku dengan harga 750 juta. .........Heh, heheheh. Bagus sekali. Kalian semua sudah dewasa. Tidak kusangka kalian bisa menawariku deal seperti ini.""","""... Così il mio diritto di investigare la situazione del patrimonio di nostro Padre mi sta venendo venduto per 750 milioni. ... Heh, heheheh. Non è fantastico? Siete certamente cresciuti. Non avrei mai pensato che sareste diventati capaci di offrirmi un simile accordo.""","""...Quindi il mio diritto di investigare la situazione patrimoniale di nostro padre mi sta venendo lasciato al costo di 750 milioni di yen...? Eh, eheheh. Davvero impressionante. Siete maturati. Non avrei mai pensato che sareste stati capaci di offrirmi un tale accordo.""","""............Yani babamın mal varlığının durumunu araştırma hakkı bana 750 milyona satılıyor. .........Heh, heheheh. Bu harika değil mi? Hepiniz kesinlikle büyümüşsünüz. Bana bir anlaşma teklif edebileceğinizi hiç düşünmemiştim."""
Ushiromiya Eva,"""Nii-san, if you accept these terms, the rest of us siblings will leave the investigation of Father's assets to you. However, the results of that investigation will be subject to scrutiny. ","""Nii‐san, if you accept these, the rest of us siblings will leave the investigation of Father's assets to you. However, the results of that investigation will be subject to appeal.""","""Nii-san, If you accept these, the rest of us siblings will leave the investigation of Father's assets to you. However, the results of that invesigation will be subject to protest.",「これらを兄さんが飲むなら、私たち兄弟はお父様の財産状況調査を兄さんに一任する。ただし、その調査結果は抗弁の対象となる。,「これらを兄さんが飲むなら、私たち兄弟はお父様の財産状況調査を兄さんに一任する。ただし、その調査結果は抗弁の対象となる」,"""Нии‐сан, если ты примешь наши условия, то мы готовы оставить расследование отчётности состояния отца тебе. Даже эти результаты могут быть опротестованы.""","""Nii‐san, se você aceitar, nós deixamos a investigação por sua conta. Porém, os resultados da investigação estarão sujeitos a recursos.""",「哥要是肯答應這些，我們就把調查父親財務狀況之事全權交給哥處理。但是，這個調查結果，我們保有反對的權力。」,「哥要是肯答应这些，我们就把调查父亲财务状况之事全权交给哥处理。但是，这个调查结果，我们保有反对的权力。」,"""Nii-san, jika kau menerima ini, kami akan serahkan investigasi aset Ayah padamu. Tapi hasilnya bisa diajukan banding.""","""Nii-san, se l'accettassi, il resto di noi fratelli lascerebbe le indagini sui beni di nostro Padre a te. Tuttavia, il risultato delle indagini sarà soggetto a contestazione.","""Se accetti, noi fratelli ti lasceremo indagare sulla situazione del suo patrimonio.{n}Ma i risultati delle indagini saranno messi sotto esame...""","""Nii-san, eğer bunları kabul edersen, biz kardeşlerin geri kalanı babamın mal varlığının araştırılmasını sana bırakacağız. Ancak bu soruşturmanın sonuçları itiraza tabi olacaktır."""
Ushiromiya Eva,"...It's only natural, right? We'd be so sad if you managed things so that our 7.5 billion share shrank."" ","""...It's only natural, right? We'd be sad if you adjusted our portions downwards by 7.5 billion.""","...It's only natural, right? We'd be sad if you adjusted our portion of 7.5 billion downwards.""",…当然よねぇ？　７５億分、私たちの取り分が減るように調整されちゃったら悲しいもの。」,「…当然よねぇ？　７５億分、私たちの取り分が減るように調整されちゃったら悲しいもの」,"""...Это ведь вполне естественно, не так ли? Было бы очень печально, если бы ты вдруг уменьшил нашу долю в 7.5 миллиардов.""","""...Isso é natural, certo? Ficaríamos tristes se você ajustasse as nossas porções para menos que 7,5 bilhões.""",「…這也是當然的吧？要是把我們的七十五億給弄少了，那可傷感情喲。」,「…这也是当然的吧？要是把我们的七十五亿给弄少了，那可伤感情哟。」,"""...Wajar, kan? Kami akan sedih jika kau mengurangi bagian kami sebesar 7.5 miliar.""","... È semplicemente naturale, giusto? Sarebbe spiacevole se tu ribassassi la nostra parte di 7,5 miliardi.""","""Mi pare giusto, no? Non sarebbe piacevole vedere la nostra quota di sette miliardi e mezzo ridursi.""","""...Bu çok doğal, değil mi? Paylarımızı 7.5 milyar aşağı çekerseniz üzülürüz."""
Ushiromiya Rudolf,"""We'll avoid complaining, as a general rule. Just make sure you do it neat and tidy. ...As long as you don't try anything that's blatantly obvious, we've got no intention of stirring things up. We want our inheritance quickly too. We don't want it to get all drawn out and left hanging."" ","""As a general rule, we wouldn't complain. As long as you do it neatly, it's fine. ...As long as you don't do anything significantly obvious, we don't plan to aggravate anything. We want the inheritance quickly as much as you do. We don't want it to get all drawn out and led astray.""","""As a general rule, we wouldn't complain. As long as you do it neatly, it's fine. ...As long as you don't do anything significantly obvious, we don't plan to aggravate anything. We just want the inheritance quickly. We don't want it to get all drawn out and led astray.""",「原則的に文句は言わねぇつもりだ。兄貴が綺麗にやってくれたならそれでいい。…よっぽど露骨なことをしなけりゃ、俺たちは事を荒立てるつもりなんかねぇんだぜ。俺たちだって早く遺産は欲しい。いつまでもぐだぐだして取りっぱぐれたくねぇんだ。」,「原則的に文句は言わねぇつもりだ。兄貴が綺麗にやってくれたならそれでいい。…よっぽど露骨なことをしなけりゃ、俺たちは事を荒立てるつもりなんかねぇんだぜ。俺たちだって早く遺産は欲しい。いつまでもぐだぐだして取りっぱぐれたくねぇんだ」,"""Как правило, мы не станем жаловаться. Пока ты будешь делать своё дело как следует, всё будет в порядке. ...Не будет никаких лишних действий с твоей стороны — и с нашей стороны не будет задействовано никаких мер против тебя. Мы желаем лишь как можно быстрее получить наследство и не хотим с этим затягивать, чтобы нас не ввели в заблуждение.""","""Como uma regra geral, nós não iremos reclamar. Contando que você faça isso de forma ordenada, tudo bem. ...Desde que você não faça nada significativamente óbvio, nós não pretendemos agravar nada. Nós queremos a herança tanto quando você. Não queremos que o processo se estique e mude o seu foco.""",「原則上我們不打算多嘴。大哥能把一切做得漂亮就行。…只要不是做得太露骨，我們也不想把事情鬧大。我們也想早點拿到遺產。不想就這麼一直拖泥帶水地取不到手。」,「原则上我们不打算多嘴。大哥能把一切做得漂亮就行。…只要不是做得太露骨，我们也不想把事情闹大。我们也想早点拿到遗产。不想就这么一直拖泥带水地取不到手。」,"""Secara umum, kami tidak akan protes. Asal kau melakukannya dengan rapi, tidak masalah. ...Selama tidak terlalu mencolok, kami tidak berniat memperkeruh keadaan. Kami juga ingin warisan cepat selesai. Tidak ingin berlarut-larut.""","""Come regola generale, noi non reclameremo. Fino a quando farai tutto efficacemente, andrà bene. ... Fino a quando non farai niente di significativamente evidente, noi non abbiamo intenzione di aggravare niente. Vogliamo solo l'eredità alla svelta. Noi non vogliamo che la faccenda sia fuorviata e prolungata inutilmente.""","""In linea generale, non sarà nostra intenzione lamentarci. Andrà tutto bene se farai le cose come si deve... Se non farai mosse eccessivamente palesi, noi non aggraveremo la situazione. Noi vogliamo l'eredità alla svelta. Non desideriamo che la faccenda continui a prolungarsi senza andare in porto.""","""Genel bir kural olarak, şikayet etmeyiz. Düzgünce yaptığınız sürece sorun yok. ...Çok belirgin bir şey yapmadığınız sürece, hiçbir şeyi kötüleştirmeyi planlamıyoruz. Mirası en az sizin kadar çabuk istiyoruz. İşin uzamasını ve yanlış yönlere sapmasını istemiyoruz."""
Ushiromiya Krauss,"""......If a complaint is made, who would carry out the follow-up investigation?"" ","""......In the case of an appeal, who would do the second investigation?""","""......In the case of a complaint, who would do the second investigation?""",「……抗弁された場合の再調査は、誰がするのかね？」,[=JP],"""......В случае жалобы, кто будет проводить второе расследование?""","""......E no caso de um recurso, quem faria a segunda investigação?""",「……那如果你們對結果不滿要抗議的時候，由誰來負責重新調查呢？」,「……那如果你们对结果不满要抗议的时候，由谁来负责重新调查呢？」,"""......Jika diajukan banding, siapa yang akan melakukan investigasi kedua?""","""... Nel caso di un reclamo, chi farà la seconda indagine?""","""...Chi farà la seconda indagine, nel caso di un reclamo?""","""......İtiraz durumunda ikinci soruşturmayı kim yapacak?"""
Ushiromiya Rosa,"""............We don't mind if it's you. This is probably the first and last chance for us siblings to reach a consensus. ...I believe it won't come to that."" ","""...............That can be you as well. This will probably be the first and last opportunity for us siblings to discuss this. ...I trust you not to let it come to that.""","""............It's alright if it is you. This will probably be the first and last opportunity for the siblings to discuss this. ...I believe that it won't come to that.""",「……………兄さんでいいわ。多分これが、兄弟が合議する最初で最後の機会だもの。…そんなことにはならないと信じてる。」,「……………兄さんでいいわ。多分これが、兄弟で合議する最初で最後の機会だもの。…そんなことにはならないと信じてる」,"""............Ничего страшного, если это будешь ты. Это, наверное, будет последняя возможность для нас обсудить этот вопрос. ...Полагаю, что до этого дело вряд ли дойдёт.""","""...............Pode muito bem ser você. Essa é provavelmente a primeira e última oportunidade para nós, irmãos, discutirmos isso. ...Eu espero que você não acabe deixando isto como está.""",「…………還是交給哥你來。這大概會是我們兄妹之間第一次，也是最後一次定下協議的機會。…我相信結果不會變成那樣。」,「…………还是交给哥你来。这大概会是我们兄妹之间第一次，也是最后一次定下协议的机会。…我相信结果不会变成那样。」,"""...............Bisa juga kau. Ini mungkin satu-satunya kesempatan kami berdiskusi. ...Aku percaya kau tidak akan membiarkannya sampai ke situ.""","""... Va bene che la faccia tu. Questa probabilmente sarà la prima e l'ultima opportunità per noi fratelli di discutere di questo. ... Io credo che non si arriverà a questo.""","""...Puoi farla tu. Questa forse è la prima e l'ultima occasione di raggiungere un accordo tra noi fratelli... Speriamo di non arrivare ad una situazione del genere.""","""...............Nii-san, sen de olabilirsin. Bu muhtemelen biz kardeşler için bunu tartışmak için ilk ve son fırsat olacak. ...İşin o noktaya gelmesine izin vermeyeceğine inanıyorum."""
Ushiromiya Eva,"""Heheh, *cackle*cackle*! Looks like even you can speak up now and then, Rosa."" ","""Heheh, *cackle*cackle*! Rosa, you really can talk sometimes.""","""Heheh, *cackle*cackle*! Rosa really can talk sometimes.""",「ふふふ、くっくっくっく！　楼座もたまには言うわねぇ。」,「ふふふ、くっくっくっく！　楼座もたまには言うわねぇ」,"""Ху‐ху‐ху, хи‐хи‐хи! Может же Роза иногда сказать.""","""Heheh, *gargalhada*gargalhada*! Rosa, até que você sabe se impor de vez em quando, não é mesmo?""",「哼哼哼，呵呵呵呵！樓座偶爾也說得挺好嘛。」,「哼哼哼，呵呵呵呵！楼座偶尔也说得挺好嘛。」,"""Heheh, *cekikikan*! Rosa, kau ternyata bisa bicara lihai.""","""Heheh, *cackle*cackle*! Rosa è davvero in grado di parlare a volte.""","""Uhuhuh, eheheheh! Non sei sempre così schietta, Rosa.""","""Heheh, *cackle*cackle*! Rosa, bazen gerçekten konuşabiliyorsun."""
,"By this point, it's obvious that Krauss wasn't at all trusted as the oldest sibling, so there's no need to go into detail. ",That Krauss was not trusted whatsover as the oldest sibling was by now so obvious that it requires no explanation.,That Krauss was completely not trusted as the oldest sibling is so obvious at this point that there's no need to explain it.,蔵臼が長兄としてまったく信用されていないことは、今さら説明の必要がないほどに明白だった。,[=JP],"Крауссу, как старшему брату, совершенно не доверяли, и это было столь очевидно, что даже не нуждалось в пояснении.","Que o Krauss não era nem um pouco confiável, mesmo sendo o filho mais velho, era algo óbvio e que não requer explicações.",作為長兄的藏臼根本不被信任。事到如今這也是件一目了然到不需多言的事了。,作为长兄的藏臼根本不被信任。事到如今这也是件一目了然到不需多言的事了。,"Krauss sama sekali tidak dipercaya sebagai anak sulung, itu sudah jelas.",Che Krauss era completamente privo di fiducia come fratello maggiore è così ovvio a questo punto che non c'è bisogno di spiegarlo.,"Klaus era il fratello più grande tra loro, e non godeva di alcuna fiducia, un fatto talmente ovvio che non necessitava di spiegazioni.",Krauss'a en büyük kardeş olarak güvenilmediği artık o kadar aşikârdı ki açıklama yapmaya gerek yoktu.
,The formerly tyrannical oldest brother had always abused his privileges and violated the other siblings' shares. ,The formerly tyrannical oldest brother would always abuse his privileges and infringe upon the other siblings' shares., The formerly tyrannical oldest brother would always abuse his privileges and violate the other siblings' shares.,暴君だった長兄は、常に権利を詐取し続け、兄弟たちの取り分を侵し続けてきたのだ。,[=JP],"Ранее тиранический старший брат, несомненно, воспользовался бы своим положением и нарушил целостность долей своих брата и сестёр.",O tirano irmão mais velho que sempre abusava de seus privilégios e infringia sobre a divisão dos outros.,如暴君一般的長兄，一直侵害、詐取著弟弟妹妹們的權利和利益。,如暴君一般的长兄，一直侵害、诈取着弟弟妹妹们的权利和利益。,Kakak tertua yang dulu bertindak sewenang-wenang selalu menyalahgunakan hak istimewanya dan mengurangi bagian saudara-saudaranya.,Il tirannico fratello maggiore di un tempo avrebbe sempre abusato dei suoi privilegi e violato le parti degli altri fratelli.,"Era un fratello tirannico, che abusava dei suoi privilegi costantemente, e che usurpava ripetutamente ciò che spettava agli altri fratelli...",Eskiden zalim olan en büyük kardeş her zaman ayrıcalıklarını kötüye kullanır ve diğer kardeşlerin paylarını ihlal ederdi.
,"...It was in response to this that the other three, now adults, were finally teaming up and striking back for the first time... ","...In response to that, the other three, now adults, were for the first time striking back at him by working together...","...Compared to that, the other three, who had become adults, were only now striking back at him for the first time, and only by working together...",…それに対し、大人になった彼ら３人が連帯し、初めて兄に刃向かったということ…。,[=JP],"...Но теперь его повзрослевшие брат и сёстры впервые пытались нанести ему ответный удар, пусть и совместными усилиями...","...Em resposta a isso, os outros três, agora adultos, pela primeira vez estão cooperando para atacá‐lo...",…對此，長大成人的他們三個第一次聯合起來，反抗了大哥…。,…对此，长大成人的他们三个第一次联合起来，反抗了大哥…。,"...Sebagai tanggapan, ketiga saudara lainnya yang sekarang sudah dewasa untuk pertama kalinya melawan dengan bekerja sama...","... Paragonato a quello, gli altri tre, che sono diventati adulti, lavorando insieme stanno riuscendo solo ora a tenergli testa per la prima volta...","In risposta a ciò, gli altri tre, ora diventati adulti, unirono le loro forze, e si opposero a lui per la prima volta...","...Buna karşılık, artık yetişkin olan diğer üçü ilk kez birlikte çalışarak ona karşılık veriyordu..."
Ushiromiya Hideyoshi,"""Sorry, but there's more. Our fifth condition: This decision must take precedence over Father's will. .........Later on, we don't want some will to appear and make this decision completely irrelevant."" ","""I'm sorry, but there are further conditions. Our fifth condition: this decision must take precedence over Father's will. .........Later on, we don't want some will to appear and make this decision completely useless.""","""I'm sorry, but there are further conditions. Our fifth condition: This decision must take precedence over Father's will. .........Later on, we don't want some will to appear and make this decision completely useless.""",「申し訳ないが、条件はまだ続くんや。条件５。この取り決めはお父さんの遺言状に優先する。………後になって、この取り決めが反故になるような遺言が出てきちゃかなわんちゅうこっちゃな。」,「申し訳ないが、条件はまだ続くんや。条件５。この取り決めはお父さんの遺言状に優先する。………後になって、この取り決めが反故になるような遺言が出てきちゃかなわんちゅうこっちゃな」,"""Мне жаль, но условия ещё не закончились. Наше пятое условие: Это решение должно вступить в силу до завещания отца. .........Позднее, мы не хотели бы, чтобы кто‐нибудь появился и объявил это решение незаконным.""","""Me desculpe, mas ainda há mais uma condição. Nossa quinta condição: essa decisão deve ser tomada antes do pai partir. .........Mais tarde, nós não queremos que alguma vontade dele surja e faça desta decisão algo completamente inútil.""",「抱歉吶，條件還麽說完吶。第五個條件。這份協議優先於爸的遺囑。………因為之後，不知道爸的遺囑裡會不會出現讓這份協議變成廢紙的話吶。」,「抱歉呐，条件还么说完呐。第五个条件。这份协议优先于爸的遗嘱。………因为之后，不知道爸的遗嘱里会不会出现让这份协议变成废纸的话呐。」,"""Maaf, tapi ada syarat lebih lanjut. Syarat kelima kami: keputusan ini harus didahulukan atas wasiat Ayah. .........Nanti, kami tidak ingin muncul wasiat yang membuat keputusan ini sia-sia.""","""Mi spiace, ma ci sono ulteriori condizioni. La nostra quinta condizione: Questa decisione deve prendere la precedenza sul testamento di Papà. ... In seguito, non vogliamo che qualche testamento appaia e renda questo accordo completamente inutile.""","""Mi dispiace dirlo, ma ci sono altre condizioni. Quinta clausola: questo accordo deve avere un diritto di prelazione rispetto al testamento di papà... Non vorremo mica che appaiono delle ultime volontà che renderebbero carta straccia questo accordo.""","""Üzgünüm, ama başka koşullar da var. Beşinci şartımız: Bu karar babamın isteğinden önce gelmeli. .........Daha sonra, bir düşüncenin ortaya çıkıp bu kararı tamamen etkisiz hale getirmesini istemiyoruz."""
Ushiromiya Krauss,""".........I see that you're very cautious. ...Then let me ask, if the gold really were found, what would you do?"" ",""".........I see that you're very cautious. ...Then let me ask, if the gold really were found, what would you do?""",[=UP],「………入念じゃないか。…なら質問だが、仮に本当に黄金が見付かった場合、どうするのかね？」,[=JP],""".........Вы весьма предусмотрительны. ...Тогда позволь мне спросить, если золото действительно будет найдено, что вы будете делать?""",""".........Parece que vocês estão sendo bem cautelosos. ...Então deixe‐me perguntar, se o ouro realmente tivesse sido encontrado, o que vocês fariam?""",「………還挺細心啊。…那麼讓我也提個問題，假如真的找到黃金的話該怎麼辦？」,「………还挺细心啊。…那么让我也提个问题，假如真的找到黄金的话该怎么办？」,""".........Kau sangat berhati-hati. ...Lalu katakan, jika emas itu benar-benar ditemukan, apa yang akan kalian lakukan?""","""... Siete piuttosto scrupolosi. ... Allora fatemi chiedere, se l'oro venisse veramente trovato, cosa fareste?""","""...Quanto siete scrupolosi... Allora ditemi, cosa farete se l'oro venisse trovato per davvero?""",""".........Oldukça temkinli olduğunuzu görüyorum. ...O zaman sormama izin verin, eğer altın gerçekten bulunmuş olsaydı, ne yapardınız?"""
Ushiromiya Rudolf,"""Since you'll be making payments to us for what the gold's worth, the rest of us ""really"" don't care if we ever see the gold or not. ...You can think of our share as an advance payment."" ","""As long as you've settled this matter with the corresponding payment, then whether the gold ""really"" appears or not makes no difference to us. ...You can think of our share as an advance payment.""","""As long as you settle this matter with the corresponding payment, the rest of us 'really' don't care whether the gold appears or not. ...You can think of our share as an advance payment.""",「それに対する支払いを兄貴が済ませてる以上、俺たちは“本当に”黄金が出てこようがどうでもいいことさ。…俺たちの取り分は先払いってな感じになるわけだからな。」,「それに対する支払いを兄貴が済ませてる以上、俺たちは“本当に”黄金が出てこようがどうでもいいことさ。…俺たちの取り分は先払いってな感じになるわけだからな」,"""До тех пор, пока ты будешь вносить соответствующую оплату, то всем нам 'действительно' не будет никакого дела, появится золото или нет. Ты можешь просто думать о нашей доле как об авансовом платеже.""","""Contanto que você já tenha decidido sobre o pagamento correspondente, então o fato do ouro ""realmente"" existir não faz diferença para nós. ...Você pode pensar em nossa divisão como um pagamento adiantado.""",「只要大哥把該付的付了，我們“真的”對找不找得到黃金都無所謂了。…因為我們那份已經預先拿到了。」,「只要大哥把该付的付了，我们“真的”对找不找得到黄金都无所谓了。…因为我们那份已经预先拿到了。」,"""Selama kau sudah menyelesaikan ini dengan pembayaran sesuai, apakah emas itu ""benar-benar"" muncul atau tidak tidak penting bagi kami. ...Anggap saja bagian kami sebagai pembayaran di muka.""","""Fintanto che tu risolvi questa faccenda con il pagamento corrispondente, a noi altri veramente non interessa che l'oro appaia oppure no. ... Puoi pensare alla nostra parte come un anticipo del pagamento.""","""Fintanto che procederai con i pagamenti pattuiti, che l'oro spunti fuori ‘per davvero’ o meno, a noi non interessa... Vedila come un anticipo sulla nostra parte.""","""İlgili ödemeyi yaparak bu meseleyi çözdüğün sürece, o zaman altının ""gerçekten"" bulunup bulunmamış olması bizim için fark etmez. ...Payımızı avans olarak düşünebilirsin."""
Ushiromiya Eva,"""*giggle* It's good to have dreams, isn't it? You plan to turn this island into a resort, right? You might stumble upon the gold by chance during construction."" ","""*giggle*, gives you something to live for! You plan to turn this island into a resort, right? During construction, you might stumble upon the gold by chance.""","""*giggle*, it's alright to dream. You plan to turn this island into a resort, right? During construction, you might stumble upon the gold by chance.""",「くすくす、夢があっていいじゃない。この島をリゾート化するつもりなんでしょう？　その工事の途中で、ひょっこり黄金が見付かるかもしれないじゃなぁい。」,「くすくす、夢があっていいじゃない。この島をリゾート化するつもりなんでしょう？　その工事の途中で、ひょっこり黄金が見付かるかもしれないじゃなぁい」,"""Хи‐хи. Нет ничего плохого в том, чтобы помечтать. Ты ведь планируешь превратить этот остров в курорт, верно? Во время строительства есть шанс, что ты сможешь случайно обнаружить золото.""","""*gargalhada*, mas é bom sonhar! Você planeja transformar essa ilha em um resort, certo? Durante a construção, você pode, por acaso, acabar tropeçando por cima do ouro.""",「呵呵，人有夢想不是挺好的嘛？這個島是打算改成休養地來著吧？說不定在施工的途中，就真的找到黃金了呢。」,「呵呵，人有梦想不是挺好的嘛？这个岛是打算改成休养地来着吧？说不定在施工的途中，就真的找到黄金了呢。」,"""*cekikikan*, memberi semangat hidup! Kau berencana mengubah pulau ini jadi resor, kan? Saat pembangunan, mungkin secara tidak sengaja menemukan emas.""","""*giggle*, va bene sognare. Tu miri a far diventare quest'isola un luogo di soggiorno, giusto? Durante la costruzione, potresti per caso inciampare sull'oro.""","""Uhuhuh, è bello poter sognare, no? Tu vuoi rendere quest'isola un villaggio turistico, no? Chissà, magari potresti trovare inaspettatamente l'oro durante i lavori.""","""*giggle*, hayal kurmak iyidir değil mi? Bu adayı bir tatil köyüne dönüştürmeyi planlamıyor musunuz? İnşaat sırasında belki tesadüfen altını keşfedebilirsiniz."""
,Eva let out a high-pitched laugh. Krauss watched but didn't even flinch. ,Eva let out a high‐pitched laugh.{n}Krauss watched without even flinching.,Eva let out a high-pitched laugh. Krauss watched without even flinching.,絵羽がころころと笑う。蔵臼はそれを見ても、眉一つ歪めずにやり過ごしていた。,絵羽がころころと笑う。{n}蔵臼はそれを見ても、眉一つ歪めずにやり過ごしていた。,Ева громко рассмеялась.{n}У наблюдавшего это Краусса на лице не дрогнул ни один мускул.,Eva deu uma alta risada.{n}Krauss observou sem hesitar.,繪羽咯咯地笑著。{n}藏臼看著她，連眉毛都沒動一下。,绘羽咯咯地笑着。{n}藏臼看着她，连眉毛都没动一下。,Eva tertawa nyaring.{n}Krauss mengamati tanpa bereaksi.,"Eva fece una risatina squillante. Come Krauss guardò, si sedette lì con il suo sopracciglio sollevato.","Eva fece una risatina squillante. Klaus la guardò, ma proseguì senza battere ciglio.",Eva tiz bir kahkaha attı.{n}Krauss gözünü bile kırpmadan izledi.
