Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
,.........Not good.{n}...I'm getting completely swept up......,......Damn. ...I'm getting completely overwhelmed... ,.........Damn....I'm getting completely overwhelmed......,………いけない。…もう完全に、私は飲み込まれている……。,………いけない。{n}…もう完全に、私は飲み込まれている……。,.........Чёрт.{n}...Я абсолютно подавлена...,.........Essa não.{n}...Estou sendo completamente consumida......,………糟了。{n}…我已完全把持不住了……。,[=CN],... Dannazione. ... Sto venendo schiacciata completamente...,... Demonios.{n}... Estoy siendo completamente abrumada...,.........ﻳﺎ ﻟﻠﻬﻮﻝ.{n}...ﻭﻗﻌﺖ ﻓﻲ ﺷﺒﺎﻛﻬﺎ ﺗﻤﺎﻣًﺎ......
,"I knew I shouldn't have listened, ......and now the witch {f:5:Lambdadelta} is starting to suck me in......!","I knew I shouldn't have listened, ...and now I'm starting to be overwhelmed by this witch, {f:5:Lambdadelta}...! ","I knew I shouldn't have listened, ......and now I'm starting to be overwhelmed by the witch Lambdadelta......!",耳を貸しちゃ駄目なのに、……魔女ラムダデルタに、飲み込まれ始めている……！,[=JP],"Я знала, что мне не следует слушать... И сейчас я абсолютно подавлена ведьмой {f:5:Лямбдадельтой}!..","Eu sei que não deveria estar ouvindo, ......e agora a bruxa {f:5:Lambdadelta} está começando a me envolver......!",明明不可以听，……但我却已被魔女拉姆达戴露塔渐渐吞没……！,明明不可以聽，……但我卻已被魔女拉姆達戴露塔漸漸吞沒……！,Lo sapevo che non avrei dovuto ascoltare... e ora sto iniziando a venire sopraffatta dalla strega Lambdadelta...!,Sabía que no debería haberla escuchado... ¡y ahora estoy comenzando a ser abrumada por la bruja {f:5:Lambdadelta}!...,ﻟﻢ ﻳﻜﻦ ﻋﻠﻲّ ﺍﻻﺳﺘﻤﺎﻉ ﻟﻬﺎ، ﻓﻘﺪ ﺣﺪﺙ ﻣﺎ ﺧﺸﻴﺘﻪ، ﻟﻘﺪ ﺃﺭﺑﻜﺘﻨﻲ ﻫﺬﻩ ﺍﻟﺴﺎﺣﺮﺓ ﻛﻠﻴًﺎ......!
{f:5:Lambdadelta},"""My opponent is Bern, not you. I said just now that it's possible for there to be a subject that benefits us both. I've been saying since the beginning that that's what I want to talk about. So listen to me. You have no choice but to...!""","""My opponent is Bern, not you. Didn't I just say it's possible for the two of us to talk about something that benefits us both? I've said that from the beginning. So listen to me. You have no choice...!"" ","""My opponent is Bern, not you.  I think I just said that it's possible for the two of us to talk about something that benefits us both.  I've been saying I'd talk about something like that from the beginning.  So listen to me.  You have no choice but to...!""",「私の相手はベルンであって、あんたじゃない。私とあなたが共に得をする話は有り得ると、さっき言ったはずよ。最初から、私はそういう話をすると言っているわ。だから耳を貸しなさい。貸すしかないのよ、あんたには…！」,[=JP],"""Мой оппонент Берн, не ты. Помнится, я упомянула, как мы можем обсудить кое‐что, способное принести выгоду нам обоим. Я говорила о чём‐то подобном в самом начале. Итак, слушай меня. Ничего другого тебе не остаётся!""","""Minha oponente é a Bern, não você. Eu acabei de dizer que é possível que exista um tópico que beneficia nós duas. Eu venho dizendo desde o começo que é isso o que eu queria falar. Então me escute. Você não tem escolha além de...!""",「我的对手是贝伦，并不是你。我刚才应该讲过，对你我都有好处的事并非不存在吧。我从一开始就在说，想与你谈谈此事。所以，借耳一用。只能借，你别无选择…！」,「我的對手是貝倫，並不是你。我剛才應該講過，對你我都有好處的事並非不存在吧。我從一開始就在說，想與你談談此事。所以，借耳一用。只能借，你別無選擇…！」,"""La mia avversaria è Bern, non sei tu. Penso di aver appena detto che è possibile per noi due parlare di qualcosa che porti beneficio ad entrambe. Ho detto fin dall'inizio che avrei parlato di una cosa simile. Perciò ascoltami. Non hai altra scelta...!""","""Mi oponente es Bern, no tú. Creo que acabo de decir que es posible que las dos hablásemos de algo que nos beneficie a ambas. He estado diciendo que hablaré sobre algo como eso desde el principio. Así que escúchame. ¡No tienes más opción que hacerlo!...""","""ﺧﺼﻤﻲ ﻫﻲ ﺑﻴﺮﻥ، ﻭﻟﻴﺴﺖ ﺃﻧﺖِ. ﻟﻬﺬﺍ ﻟﺪﻱّ ﺷﻲﺀٌ ﻗﺪ ﻳﺼﺐّ ﻓﻲ ﻣﺼﻠﺤﺔ ﻛﻠﺘﻴﻨﺎ. ﻭﻫﺬﺍ ﺳﺒﺐ ﻣﺠﻴﺌﻲ ﻣﻨﺬ ﺍﻟﺒﺪﺍﻳﺔ. ﻟﺬﺍ ﺃﺻﻐﻲ ﺇﻟﻲّ. ﻟﻴﺲ ﺃﻣﺎﻣﻚ ﺧﻴﺎﺭ ﺳﻮﻯ ﺍﻻﺳﺘﻤﺎﻉ ﻟﻤﺎ ﺳﺄﻗﻮﻟﻪ...!"""
Ushiromiya Ange,"""..................Alright, I'll listen... I'm listening...... ......I'm listening, okay, are you happy now?!!""","""..................Alright, I'll listen... ...I'll listen... ...I've just gotta listen, right?!!"" ","""............I'm listening..., I'll listen............there's nothing wrong with that, is there?!!""",「………………聞くわよ…、聞いてやるわよ……。……聞けばいいんでしょおッ！！」,[=JP],"""............Слушаю... Я выслушаю тебя... В этом же нет ничего плохого, так?!!""","""..................Certo, eu vou ouvir... Estou ouvindo...... ......Estou ouvindo, certo, está feliz agora?!""",「………………我听…，我听你讲……。……去听总行了吧——！！」,「………………我聽…，我聽你講……。……去聽總行了吧——！！」,"""... Sto ascoltando... ascolterò... non c'è nulla di male, no?!!""","""... Está bien, voy a escuchar... escucharé... no hay ningún problema con ello, ¡¡¿verdad?!!""","""..................ﺳﺄﺳﺘﻤﻊ ﺇﻟﻴﻚِ ﺇﺫًﺍ... ﺳﺄﺳﺘﻤﻊ...... ......ﺳﺄﺳﺘﻤﻊ، ﺃﻫﺬﺍ ﻳﺴﻌﺪﻙ?!!"""
,I finally lost control over my emotions and exploded from the inside.,I finally lost control over my emotions and exploded from the inside. ,[=UP],私の感情は、とうとう堪えきれなくなって内側より爆ぜる。,[=JP],Я наконец потеряла контроль над собой и взорвалась изнутри.,Eu finalmente perdi o controle das minhas emoções e explodi internamente.,我终于再也克制不住自己的感情，任由其从内侧爆发。,我終於再也克制不住自己的感情，任由其從內側爆發。,Persi finalmente il controllo delle mie emozioni ed esplosi dall'interno.,Finalmente perdí el control sobre mis emociones y exploté.,ﻟﻢ ﺃﺳﺘﻄﻊ ﻛﺒﺢ ﺟﻤﺎﺡ ﻣﺸﺎﻋﺮﻱ ﺃﻛﺜﺮ ﻓﺎﻧﻔﺠﺮﺕ ﺻﺎﺭﺧﺔً ﻋﻤّﺎ ﺑﺪﺍﺧﻠﻲ.
,I don't have a clue anymore.{n}......I believed that I was Ange.,I don't have a clue anymore. ...I believed that I was Ange. ,I don't have a clue anymore.......I believed that I was Ange.,もう、何が何だかわからない。……私は、自分が縁寿だと信じてた。,もう、何が何だかわからない。{n}……私は、自分が縁寿だと信じてた。,"Я больше ничего не понимаю.{n}......Я верила, что была Энджи.",Eu não faço mais ideia.{n}......Eu acreditei que eu era Ange.,已经，什么都不明白了。{n}……我，一直以为自己是缘寿。,已經，什麼都不明白了。{n}……我，一直以為自己是緣壽。,Non so più cosa pensare. ... Credevo di essere Ange.,Ya no tengo ni idea.{n}... Creía que yo era Ange.,ﻟﻢ ﺃﻋﺪ ﺃﻓﻬﻢ ﺷﻴﺌًﺎ ﺑﻌﺪ ﺍﻵﻥ.{n}......ﻇﻨﻨﺖُ ﺃﻧﻨﻲ ﻛﻨﺖ ﺇﻧﺠﻲ.
,"But at some point, I stopped being Ange.","But at some point, I stopped being Ange. ",[=UP],なのに、私はいつの間にか縁寿じゃなくなっていた。,[=JP],Но в какой‐то момент я перестала быть Энджи.,"Mas, em determinado momento, eu parei de ser a Ange.",可是，我却在不知不觉间不再是缘寿了。,可是，我卻在不知不覺間不再是緣壽了。,"Ma ad un certo punto, ho smesso di esserlo.","Pero en algún punto, dejé de ser Ange.",ﻟﻜﻨﻨﻲ، ﺑﻄﺮﻳﻘﺔ ﻣﺎ، ﻟﻢ ﺃﻋﺪ ﺇﻧﺠﻲ.
,"That's right, I'm {f:5:Ange}. Not Ange...!","That's right, I'm {f:5:Ange}. Not Ange...! ","That's right, I'm ANGE.  Not Ange...!",そう、私はエンジェ。縁寿じゃない…！,[=JP],"Правильно, я — {f:5:Энджи}. Не Энджи!..","Isso mesmo, eu sou a {f:5:Ange}. Não sou a Ange...!",对，我是安琪。不是缘寿…！,對，我是安琪。不是緣壽…！,"Già, io sono ANGE. Non Ange...!","Es cierto, soy {f:5:Ange}. ¡No Ange!...",ﻫﺬﺍ ﺻﺤﻴﺢ، ﺃﻧﺎ {f:7:ﺇﻧﺠﻲ}.  ﻻ ﺇﻧﺠﻲ...!
,"Who am I? I'm not my parents' daughter, nor my brother's little sister. .........I'm just a piece......in a witch's game...!","Who am I? I'm not my parents' child, nor my brother's little sister. ...I'm just a piece...in a witch's game...! ","Who am I?I'm not my parents' child, nor my brother's little sister.......I'm just a piece, ......in a witch's game...!",私は誰？お父さんたちの娘でも、お兄ちゃんの妹でもない。………ただの魔女のお遊戯の、……駒…！,私は誰？　お父さんたちの娘でも、お兄ちゃんの妹でもない。………ただの魔女のお遊戯の、……駒…！,"Кто я? Я не дочь своих родителей, не младшая сестра своего брата. ......Я просто фигурка... в ведьминой игре!..","Quem sou eu? Eu não sou filha dos meus pais, nem a irmãzinha do meu irmão. .........Eu sou apenas uma peça......do jogo de uma bruxa...!",我是谁？既不是爸爸妈妈的女儿，也不是哥哥的妹妹。………只不过是魔女的游戏的，……棋子…！,我是誰？既不是爸爸媽媽的女兒，也不是哥哥的妹妹。………只不過是魔女的遊戲的，……棋子…！,"Chi sono io? Non sono la figlia dei miei genitori, né la sorella minore di mio fratello. ... Sono solo una pedina... in un gioco delle streghe...!","¿Quién soy? No soy la hija de mis padres, ni la hermana pequeña de mi hermano... ¡Soy solo una pieza... en el juego de una bruja!...",ﻣﻦ ﺃﻧﺎ؟! ﻟﺴﺖُ ﺍﺑﻨﺔ ﺃﺑﻮﺍﻱّ، ﻭﻻ ﺃﺧﺖ ﺃﺧﻲ ﺍﻟﺼﻐﻴﺮﺓ. .........ﻟﺴﺖُ ﺇﻻ ﻗﻄﻌﺔً...ﻓﻲ ﻟﻌﺒﺔ ﺳﺎﺣﺮﺓ...!
{f:5:Lambdadelta},"""There's no need to be so pessimistic. ......I mean, think about it, okay? Right now, you're together with Battler onii‐chan.""","""There's no need to be so pessimistic. ...I mean, think about it, okay? Right now, you're together with Battler onii-chan. ","""There's no need to be so pessimistic.  ......I mean, think about it, okay?  Right now, you're together with Battler onii-chan.  ",「そこまで悲観することはないわ。……だってよく考えて？　今、あんたは戦人お兄ちゃんに出会えているわ。,「そこまで悲観することはないわ。……だってよく考えて？　今、あんたは戦人お兄ちゃんに出会えているわ」,"""Не надо быть столь пессимистичной. ......Я имею в виду, подумай как следует, ладно? Сейчас ты вместе с Баттлером онии‐чаном.""","""Não há por que ser tão pessimista. ......Quero dizer, pense sobre isso, tá? Agora mesmo, você está junto ao Battler onii‐chan.""",「不必这么悲观。……你自己好好想下呀？现在，你与战人哥哥相见了哦。」,「不必這麼悲觀。……你自己好好想下呀？現在，你與戰人哥哥相見了哦。」,"""Non c'è bisogno di essere così pessimisti. ... Voglio dire, pensaci, va bene? {n}In questo momento, sei assieme a Battler Onii-chan.","""No hay necesidad de ser tan pesimista... Quiero decir, piensa sobre ello, ¿de acuerdo? Justo ahora, estás junto a Battler onii-chan.""","""ﻻ ﺩﺍﻋﻲ ﻟﻠﺘﺸﺎﺋﻢ ﻫﻜﺬﺍ. ......ﻓﻜﺮﻱ ﺟﻴﺪﺍً. ﺃﻧﺖِ ﺍﻵﻥ ﺑﺮﻓﻘﺔ ﺃﺧﻴﻚ ﺑﺎﺗﻠﺮ."""
{f:5:Lambdadelta},"""While it's true that you can't tell him your name, you're at least positioned as his ally in a game of fighting against witches, ......and you're able to be with him for all eternity. ......Get iiiiiit......??""","While it's true that you can't tell him your name, at least you're positioned as his ally in a game where he battles a witch, ...and you're able to be with him for all eternity. ...Know what it meeeans...??"" ","While it's true that you can't tell him your name, at least you're positioned as his ally in a game where he battles a witch, ......and you're able to be with him for all eternity.  ......Know what it meeeans......??""",確かに、自らの名を名乗ることは出来ないけれど、それでも少なくとも、魔女と戦うゲームの味方同士という位置にいて、……いつまでも永遠に一緒にいることが出来る。……意味、わかるゥ……？？」,「確かに、自らの名を名乗ることは出来ないけれど、それでも少なくとも、魔女と戦うゲームの味方同士という位置にいて、……いつまでも永遠に一緒にいることが出来る。……意味、わかるゥ……？？」,"""Хоть это и правда, что ты не можешь сказать ему своё имя, но, по крайней мере, ты выступаешь его союзником в игре, в которой он сражается с ведьмой. И ты можешь остаться с ним навечно. ......Понимаешь, что это зна‐а‐а‐чит?..""","""Enquanto é verdade que você não pode dizer seu nome a ele, você, ao mesmo, está posicionada como aliada dele neste jogo, lutando contra bruxas, ......e você é capaz de ficar com ele por toda a eternidade. ......Entendeeeeu......??""",「的确，你无法报出自己的姓名，但尽管如此，你还是至少能在与魔女对战的游戏中，站在哥哥战友的位置，……能永远永远地与哥哥在一起。……明白这意思吗……？？」,「的確，你無法報出自己的姓名，但儘管如此，你還是至少能在與魔女對戰的遊戲中，站在哥哥戰友的位置，……能永遠永遠地與哥哥在一起。……明白這意思嗎……？？」,"Anche se è vero che non puoi rivelargli il tuo nome, almeno sei stata posta come sua alleata in un gioco in cui lui combatte contro una strega... e puoi stare con lui per tutta l'eternità. ... Sai cosa significaaaa...??""","""Aunque es verdad que no puedes decirle tu nombre, al menos estás posicionada como su aliada en un juego en el que lucha contra una bruja... y eres capaz de estar con él por toda la eternidad... ¿¿Sabes lo que significaaaa??""","""ﺻﺤﻴﺢٌ ﺃﻧّﻚ ﻻ ﺗﺴﺘﻄﻴﻌﻴﻦ ﺍﻹﻓﺼﺎﺡ ﻋﻦ ﺍﺳﻤﻚ ﺍﻟﺤﻘﻴﻘﻲ ﻟﻪ، ﻟﻜﻦ ﻋﻠﻰ ﺍﻷﻗﻞ، ﺃﻧﺖِ ﻓﻲ ﻣﻮﻗﻊ ﺍﻟﺼﺪﻳﻘﻴﻦ ﺍﻟﺤﻠﻴﻔﻴﻦ ﻓﻲ ﻟﻌﺒﺔ ﻗﺘﺎﻝ ﺍﻟﺴﺎﺣﺮﺍﺕ، ......ﻭﻳﻤﻜﻨﻜﻤﺎ ﺍﻟﺒﻘﺎﺀ ﻣﻌﺎً ﺇﻟﻰ ﺍﻷﺑﺪ. ......ﺃﻓﻬﻤﺖِ ﻣﺎ ﺃﻋﻨــــﻲ......??"""
,".........Frustratingly, .........I do...","......I can't stand it, ......but I understand... ",".........I can't stand it, .........but I understand...",………悔しいが、………わかる…。,[=JP],.........Я не могу выдержать этого... Но я понимаю...,".........Frustrantemente, .........eu entendi...",………虽说窝心，………但我明白…。,………雖說窩心，………但我明白…。,... Non lo sopporto... ma lo capisco...,"... No lo soporto, pero lo entiendo...",.........ﻋﻠﻰ ﺍﻟﺮﻏﻢ ﻣﻦ ﺇﺣﺴﺎﺳﻲ ﺑﺎﻟﻤﺮﺍﺭﺓ، .........ﺇﻻ ﺃﻧﻲ ﺃﻓﻬﻢ ﻣﺎ ﺗﺮﻳﺪ ﺍﻟﺒﻮﺡ ﺑﻪ...
,"In other words, .........as long as Onii‐chan keeps getting a draw in this game, it will be repeated forever.","In other words, ......as long as Onii-chan keeps getting a tie in this game, it will continue forever. ","In other words, .........as long as Onii-chan keeps getting a tie in this game, it will continue forever.",つまり、………このゲームは、お兄ちゃんが引き分け続ける限り、永久に繰り返される。,[=JP],"Другими словами... до тех пор, пока братик связан с этой игрой, она будет продолжаться вечно.","Em outras palavras, .........enquanto o onii‐chan continuar a empatar neste jogo, ele vai se repetir para sempre.",这话的意思是，………这场游戏，在哥哥与魔女一直打平的情况下，会永久地重复下去。,這話的意思是，………這場遊戲，在哥哥與魔女一直打平的情況下，會永久地重複下去。,"In altre parole... finché Onii-chan pareggerà in questo gioco, esso continuerà per sempre.","En otras palabras... siempre que Onii-chan siga empatando, este juego continuará para siempre",ﺃﻱّ ﺃﻧّﻪ ﻃﺎﻟﻤﺎ ﺍﺳﺘﻤﺮ ﺃﺧﻲ ﻓﻲ ﺗﺤﻘﻴﻖ ﺍﻟﺘﻌﺎﺩﻝ ﻓﻲ ﻫﺬﻩ ﺍﻟﻠﻌﺒﺔ، ﻓﺴﻮﻑ ﺗﺘﻜﺮﺭ ﺇﻟﻰ ﺍﻷﺑﺪ.
,"Continuing to draw means the game will continue for eternity, and it means that I, a game piece, can remain with Onii‐chan.","Continuing to tie means continuing the game for eternity, and it means that I can remain with Onii-chan as a piece. ","Continuing to tie means continuing the game for eternity, and it means that I can remain with Onii-chan as a piece.",引き分け続けるということは、永久にゲームが続き、私という駒は、お兄ちゃんと一緒にいられるということ。,[=JP],"Поддерживание связи означает, что игра будет продолжаться вечно, а это значит, что я смогу остаться с братиком как фигура.","Continuar empatando significa que o jogo vai continuar por toda a eternidade, e isso significa que eu, uma peça do jogo, posso continuar com o onii‐chan.",一直打平就代表着，游戏会永久地继续下去，我这个棋子，能一直与哥哥在一起。,一直打平就代表著，遊戲會永久地繼續下去，我這個棋子，能一直與哥哥在一起。,"Continuare a pareggiare significa continuare il gioco per l'eternità, e significa che potrò rimanere con Onii-chan come pedina.","Continuar empatando significa continuar el juego por toda la eternidad, y significa que puedo permanecer con Onii-chan como pieza.",ﻭﺍﻻﺳﺘﻤﺮﺍﺭ ﻓﻲ ﺍﻟﺘﻌﺎﺩﻝ ﻳﻌﻨﻲ ﺍﺳﺘﻤﺮﺍﺭ ﺍﻟﻠﻌﺒﺔ ﺇﻟﻰ ﺍﻷﺑﺪ، ﻭﺑﺎﻟﺘﺎﻟﻲ ﺳﺘﺒﻘﻰ ﺍﻟﻘﻄﻌﺔ ﺍﻟﺘﻲ ﺗﻤﺜﻠﻨﻲ ﻣﻊ ﺃﺧﻲ ﺍﻷﻛﺒﺮ.
,"......But if Onii‐chan wins, or else loses, and the curtain closes on the game...","...But if Onii-chan wins...or loses, and the curtain closes on the game... ","......But if Onii-chan wins, or else loses, and the curtain closes on the game...",……でももし、お兄ちゃんが勝ったり、あるいは負けたりして、ゲームが幕を下ろしたなら。,[=JP],"......Но если братик победит или проиграет, и занавес игры опустится...","......Mas se o onii‐chan vencer, ou até mesmo perder, as cortinas desse jogo vão se fechar...",……但是，哥哥要是赢了或输了，令游戏降下帷幕。,……但是，哥哥要是贏了或輸了，令遊戲降下帷幕。,"... Ma se Onii-chan vince, oppure perde, e il sipario cala sul gioco...","... Pero si Onii-chan gana o pierde, y se cierra el telón en el juego...",......ﻟﻜﻦ ﺇﺫﺍ ﻓﺎﺯ ﺃﺧﻲ، ...ﺃﻭ ﺧﺴﺮ، ﻓﺴﻮﻑ ﻳُﺴﺪﻝ ﺍﻟﺴﺘﺎﺭ ﻋﻠﻰ ﺍﻟﻠﻌﺒﺔ ﻭﺗﻨﺘﻬﻲ...
{f:5:Lambdadelta},"""You, a piece, will disappear.""","""You, as a piece, will disappear."" ","""You, as a piece, will disappear.""",「駒である、あんたは消える。」,「駒である、あんたは消える」,"""Ты, как фигура, исчезнешь.""","""Você, uma peça, vai desaparecer.""",「身为棋子的你，就会消失。」,「身為棋子的你，就會消失。」,"""Tu, come pedina, svanirai.""","""Tú, como pieza, desaparecerás.""","""ﻷﻧﻚ ﻗﻄﻌﺔ، ﺳﺘﺨﺘﻔﻴﻦ ﺑﺎﻧﺘﻬﺎﺀ ﺍﻟﻠﻌﺒﺔ."""
Ushiromiya Ange,"""..............................""","""............"" ","""........................""",「…………………………。」,「…………………………」,[=OG],[=UP],[=JPC],[=JPC],"""...""",[=ITA],[=UP]
{f:5:Lambdadelta},"""What is the happiness of a game piece? ......Nothing more than being played with in the game. It doesn't come when the game's shut in the closet, gathering dust, right?""","""How do you define happiness for a game piece? ...Getting used by someone playing the game, nothing more. You won't find it when the game's shut in a closet, gathering dust, right?"" ","""What is the happiness of a game piece?  ......Nothing more than playing in the game.  It doesn't come when the game's shut in the closet, gathering dust, right?""",「ゲームの駒の幸せは何？　……ゲームで遊んでもらうことだけよ。押入れに仕舞われて埃を被ることじゃないわ、そうでしょう？」,[=JP],"""Что есть счастье для игровой фигурки? ......Ничего, кроме как играть в игру. Оно не придёт, когда игра пылится, запертая в шкафу, верно?""","""O que é a felicidade de uma peça de jogo? ......Nada mais do que ser jogada.{n}A felicidade não vem quando o jogo está no armário, empoeirando, certo?""",「游戏棋子的幸福是什么？……也就是在游戏中被人玩而已哦。收好了放进壁橱里积灰，这可不是幸福吧？」,「遊戲棋子的幸福是什麼？……也就是在遊戲中被人玩而已哦。收好了放進壁櫥裡積灰，這可不是幸福吧？」,"""Cos'è la felicità di una pedina? ... Nulla più che giocare nel gioco. Non arriva quando il gioco è chiuso in un cassetto, a coprirsi di polvere, giusto?""","""¿Cuál es la felicidad de una pieza de juego?... Nada más que jugar el juego. No llega cuando el juego se encierra en el armario, acumulando polvo, ¿verdad?""","""ﻣﺎ ﻫﻲ ﺳﻌﺎﺩﺓ ﻗﻄﻌﺔ ﺍﻟﻠﻌﺐ؟ ......ﺃﻥ ﻳُﻠﻌﺐ ﺑﻬﺎ ﻭﺣﺴﺐ. ﻟﻦ ﺗﺠﺪ ﺍﻟﻘﻄﻌﺔ ﺍﻟﺴﻌﺎﺩﺓ ﻋﻨﺪﻣﺎ ﺗُﻬﺠﺮ ﺍﻟﻠﻌﺒﺔ ﻓﻲ ﺍﻟﺨﺰﺍﻧﺔ ﻭﻳﺘﺮﺍﻛﻢ ﻋﻠﻴﻬﺎ ﺍﻟﻐﺒﺎﺭ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
,"......In the past, the Seven Sisters of Purgatory said it as well. Furniture's happiness is being used, not being stored away.","...In the past, the Seven Sisters of Purgatory said it as well. Furniture's happiness comes from being used, not being stored away. ","......In the past, the Seven Sisters of Purgatory said it as well.Furniture's happiness is being used, not being stored away.",……かつて、煉獄の七姉妹が言っていた。家具の幸せは使役されることで、仕舞われることじゃないと。,[=JP],"......В прошлом семь сестёр чистилища говорили схожие слова. Быть используемой — вот счастье для мебели, а не храниться.","......No passado, as Sete Irmãs do Purgatório também disseram isso. A felicidade de mobílias é serem usadas, não ficarem guardadas.",……以前，炼狱七姐妹曾说过。家具的幸福是受使役，而非被收好放着。,……以前，煉獄七姐妹曾說過。家具的幸福是受使役，而非被收好放著。,"... In passato, anche le Sette Sorelle del Purgatorio l'avevano detto. La felicità di un mobile è venire utilizzato, non essere messo da parte.","... En el pasado, las Siete Hermanas del Purgatorio lo dijeron también. La felicidad de un mueble está en ser usado, no en ser guardado.",......ﺫﻟﻚ ﻣﺎ ﻗﺎﻟﺘﻪ ﺃﺧﻮﺍﺕ ﺍﻟﻤَﻄﻬَﺮ ﺍﻟﺴﺒﻌﺔ ﺃﻳﻀًﺎ. ﺗﻜﻤﻦ ﺳﻌﺎﺩﺓ ﺍﻷﺛﺎﺙ ﻓﻲ ﺍﺳﺘﺨﺪﺍﻣﻪ، ﻻ ﻓﻲ ﺗﺨﺰﻳﻨﻪ ﺑﻌﻴﺪًﺍ.
,That's right. ......I am now............the witch's.........furniture.,That's right. ......I am now... ...the witch's... ...furniture. ,"That's right.  I am now, ............the witch's, .........furniture.",　そう。……私は今やもう、…………魔女の、………家具。,そう。……私は今やもう、…………魔女の、………家具。,Правильно. Сейчас я... ведьмина... мебель.,Isso mesmo. ......Agora eu sou............uma mobília.........da bruxa.,对。……我现在已是，…………魔女的，………家具。,對。……我現在已是，…………魔女的，………家具。,Già. Ora sono... un mobile... della strega.,Es cierto. Ahora soy... el mueble... de la bruja.,ﺻﺤﻴﺢ. ......ﻓﺄﻧﺎ ﺍﻵﻥ............ﺃﺛﺎﺙ........ﻟﻠﺴﺎﺣﺮﺓ.
{f:5:Lambdadelta},"""Lemme change the subject a bit, 'kay? ......Actually, I {i:want} this game to continue as a draw for all eternity. An unending game is an eternal cage. ......An absolute locked room, which will never open for all time, and which will finally make Bern surrender.""","""Let's change things around a bit. ...To be honest, I want this game to continue in a tie for all eternity. An unending game is an eternal cage. ...An absolute closed room that never opens for all time and that'll finally make Bern surrender."" ","""Let's change things around a bit.  ......Actually, I want this game to continue in a tie for all eternity.  An unending game is an eternal cage.  ......A certain closed room that never opens for all time and that will finally make Bern surrender.",「話を少し変えるわね？　……実は私、このゲーム、永遠に引き分け続けてほしいと思ってるの。終わらないゲームは永遠の檻。……ベルンを今度こそ屈服させる未来永劫に開かれることのない絶対密室よ。,「話を少し変えるわね？　……実は私、このゲーム、永遠に引き分け続けてほしいと思ってるの。終わらないゲームは永遠の檻。……ベルンを今度こそ屈服させる未来永劫に開かれることのない絶対密室よ」,"""Давай внесём некоторые изменения в окружающий нас мир. ......На самом деле я {i:хочу}, чтобы эта игра продолжалась вечно. Бесконечная игра — вечная клетка. ......Окончательная закрытая комната, которая никогда не откроется и в итоге вынудит Берн капитулировать.","""Deixe‐me mudar um pouco o assunto, tá? ......Na verdade, eu {i:quero} que esse jogo continue empatado por toda a eternidade. Um jogo interminável é como uma eterna gaiola. ......Um absoluto quarto fechado, na qual nunca será aberto e finalmente fará a Bern se render.""",「稍微换下话题的方向哦？……其实我是希望，这游戏能够永远地平局下去的。不会结束的游戏即是永远的监牢。……是这次一定要令贝伦屈服的永远不会开启的绝对密室哟。」,「稍微換下話題的方向哦？……其實我是希望，這遊戲能夠永遠地平局下去的。不會結束的遊戲即是永遠的監牢。……是這次一定要令貝倫屈服的永遠不會開啟的絕對密室喲。」,"""Cambiamo un po' le carte in tavola. ... In verità, voglio che questo gioco continui con un pareggio per tutta l'eternità. Un gioco senza fine è una gabbia eterna. ... Una camera chiusa sicura che non si aprirà mai fino alla fine dei tempi e che farà finalmente arrendere Bern.","""Cambiemos un poco las cosas... La verdad, {i:quiero} que este juego continúe empatado por toda la eternidad. Un juego sin fin es una jaula eterna... Una habitación cerrada absoluta que nunca se abrirá por toda la eternidad y que finalmente hará que Bern se rinda.""","""ﺳﺄﻏﻴﺮ ﺍﻟﻤﻮﺿﻮﻉ ﻗﻠﻴﻼً. ......ﺻﺪﻗًﺎ، {i:ﺃﺭﻳﺪ} ﻟﻬﺬﻩ ﺍﻟﻠﻌﺒﺔ ﺃﻥ ﺗﺴﺘﻤﺮ ﻓﻲ ﺗﻌﺎﺩﻝٍ ﺃﺑﺪﻱ، ﺍﻟﻠﻌﺒﺔ ﺍﻟﺘﻲ ﻻ ﺗﻨﺘﻬﻲ ﻫﻲ ﺳﺠﻦٌ ﺃﺑﺪﻱ. ......ﺇﻧﻬﺎ ﺍﻟﻐﺮﻓﺔ ﺍﻟﻤﻐﻠﻘﺔ ﺍﻟﻤﻄﻠﻘﺔ ﺍﻟﺘﻲ ﻟﻦ ﺗُﻔﺘﺢ ﺃﺑﺪﺍً، ﻭﺍﻟﺘﻲ ﺳﺘُﺨﻀﻊ ﺑﻴﺮﻥ ﻫﺬﻩ ﺍﻟﻤﺮﺓ ﺇﻟﻰ ﺃﺑﺪ ﺍﻵﺑﺪﻳﻦ."""
