Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA)
,"...A scene was reflected on its sharp surface, ...but it wasn't the scene that surrounded them now. ","......A scene was reflected on its sharp surface, ...but it wasn't the scene that surrounded them now.",[=UP],……その鋭利な表面には景色が映っているのだが、…それは自分たちが今いるこの景色ではない。,[=JP],"......На острой поверхности кристалла отразилась сцена... но не место, окружающее их.","......Uma cena foi refletida em sua superfície afiada, ...mas não era a cena que os cercava agora.",……雖然在其銳利的表面上映照著景色，…不過那並非是此刻自己等人所處的情景。,……虽然在其锐利的表面上映照着景色，…不过那并非是此刻自己等人所处的情景。,... Una scena era riflessa sulla sua superficie spigolosa... ma non era la scena che li circondava in quel momento.
,"If you looked deep into that crystal, ...that Fragment, then you would probably learn what was reflected on there. ","If you looked deep into that crystal, ......that fragment, then you would probably learn what was reflected on there."," If you looked deep into that crystal, ......that Fragment, then you would probably learn what was reflected on there.",その結晶を、……カケラを、じっと食い入るように見つめたなら、そこに何が映っているのか、知ることが出来ただろう。,[=JP],"Всмотревшись вглубь этого кристалла...... вглубь фрагмента, можно было узнать, что отражено в нём.","Se você olhasse no fundo daquele cristal, ......daquele Fragmento, então você provavelmente aprenderia sobre o que estava refletido nele.",如果目不轉睛地凝視這結晶、……這碎片的話，就肯定能得知，其表面映照著什麼了吧。,如果目不转睛地凝视这结晶、……这碎片的话，就肯定能得知，其表面映照着什么了吧。,"Se si fosse guardato a fondo in quel cristallo... quel Frammento, allora forse si sarebbe potuto scoprire cosa vi era riflesso."
,"If you stared at it, then you'd surely see the end Ange finally reached......after waiting 12 years and giving up everything for the sake of her beloved brother. ......The scene of her death throes...as her entire body was torn to bits while she still lived. ","If you stared at it, then you would surely witness that scene where Ange.........finally reached her beloved brother after devoting twelve years of her life to that goal, ......only to have her entire body torn to bits while she was still alive."," If you stared at it, then you could surely see that scene where Ange.........gave up everything after 12 years of her life to finally reach her beloved brother, ......only to have her entire body torn to bits while she was still alive. A scene of her death throes.",じっと見つめたなら、縁寿が………最愛の兄に１２年の歳月を経て、全てを捧げてようやく辿り着き、……生きながらにして全身を引き千切られて死にゆく、その断末魔の光景が、きっと。,[=JP],"В его глубинах ясно была видна картина, где Энджи......... пожертвовавшую всем после 12 лет жизни и наконец встретившуюся со своим любимым братом...... разрывало на куски ещё при жизни. Сцена её предсмертных мук.","Se você olhasse para ele, certamente poderia testemunhar a cena onde Ange.........finalmente chegou até seu amado irmão após devotar doze anos de sua vida a este propósito, ......apenas para ter todo seu corpo picotado ao pedaços enquanto ainda estava viva.",如果去死死地盯著看的話，那就肯定能目睹，緣壽………歷經 12 年的歲月，獻上一切，才終於得以來到最愛的哥哥的身邊，……被活生生地撕碎全身邁向死亡的，臨終情景……。,如果去死死地盯着看的话，那就肯定能目睹，缘寿………历经 12 年的岁月，献上一切，才终于得以来到最爱的哥哥的身边，……被活生生地撕碎全身迈向死亡的，临终情景……。,"Se lo si fosse fissato, si sarebbe potuta vedere la scena in cui Ange... diede tutto dopo dodici anni della sua vita per raggiungere finalmente il suo amato fratellosolo per ottenere che il suo corpo fosse fatto a pezzi mentre lei era ancora viva. La scena della sua agonia."
Ushiromiya Battler,"""...D-Damn...you......!"" ","""D‐......damn...you.........""","""D, ......damn...you.........""",「き、……貴…様…………ッ、」,[=JP],"""Бу... будь ты... проклята.........""","""D‐......Desgra...çada.........""",「你、……這混…蛋…………、」,「你、……这混…蛋…………、」,"""D... Dan... nata..."""
,"Without thinking, he grabbed at her collar, but as soon as he touched that which made up her form, it disappeared like foam on the waves. ","Without thinking, he grabbed at her collar, but as soon as he touched whatever made up her form, it disappeared like foam on the waves.","Without thinking, he grabbed at her collar, but as soon as he touched that which made up her form, it disappeared like foam on the waves.",思わず、その胸倉に掴みかかるが、彼女の姿をしていたものに触れた途端、それは波間に消える泡のように掻き消えてしまう。,[=JP],"Не раздумывая, он схватил её за воротник, но как только коснулся, она исчезла как пена на волнах.","Sem sequer pensar, ele agarrou o colarinho dela, mas assim que tocou seja lá do que sua forma fosse feita, ela desapareceu como espuma sobre as ondas.",雖然戰人想都沒想地就直接伸手去抓她的領口，但剛觸碰到她的身影，其身姿就如在波浪間消失的水花般消失無踪。,虽然战人想都没想地就直接伸手去抓她的领口，但刚触碰到她的身影，其身姿就如在波浪间消失的水花般消失无踪。,"Senza pensare, la prese per il colletto, ma non appena toccò ciò di cui era fatta la sua forma, scomparve come schiuma sulle onde."
,"Then, as naturally as though she'd been there from the beginning, {f:5:Bernkastel} was leaning against a distant wall. ","And then, as naturally as though she had been there from the beginning, {f:5:Bernkastel} was leaning against a distant wall."," And then, as naturally as though she had been there from the beginning, Bernkastel was leaning against a distant wall.",そして、まるで、最初からそこにいたかのようにさも当然に、ベルンカステルは離れた壁際に寄り掛かっていた。,[=JP],"И затем, так же естественно, как будто была там с самого начала, {f:5:Бернкастель} уже стояла прислонившись к дальней стене.","E então, como se naturalmente estivesse ali desde o princípio, {f:5:Bernkastel} estava encostada contra uma distante parede.",然後，自然到簡直就像是原本就在那裡似的，貝倫卡斯泰露背靠在稍遠處的牆上。,然后，自然到简直就像是原本就在那里似的，贝伦卡斯泰露背靠在稍远处的墙上。,"E, con la stessa naturalezza come se fosse sempre stata lì, Bernkastel era appoggiata a un muro distante."
{f:5:Bernkastel},"""......If you step down from the game, this'll become not just a Fragment, but a definite reality. I won't be the one to create that future. You'll do it yourself. ...So decide, okay? Figure out what you wanna do with your beloved little sister's future."" ",""".........If you step down from the game, this will become not just a fragment, but a definite reality. I won't be the one to weave that future. You'll do it yourself. ......So you decide, alright? Figure out what you want to do with your beloved little sister's future.""",""".........If you step down from the game, this will become not just a Fragment, but a definite reality. I won't be the one to create that future. You'll do it yourself. ......So decide, alright? Figure out what you want to do with your beloved little sister's future.""",「………あなたがゲームを降りるなら。これはカケラでなく、確定した現実になる。その未来を紡ぐのは私じゃないわ。あなた自身よ。……あなたが決めなさい？　最愛の妹の未来を、どうしたいのかを。」,「………あなたがゲームを降りるなら。これはカケラでなく、確定した現実になる。その未来を紡ぐのは私じゃないわ。あなた自身よ。……あなたが決めなさい？　最愛の妹の未来を、どうしたいのかを」,""".........Бросишь игру — это уже будет не обыкновенный фрагмент, а ясная реальность. Такое будущее создам не я. Ты сам его создашь. ......Поэтому решай, какое будущее хочешь для своей любимой младшей сестры.""",""".........Se você fugir do jogo, isto não será apenas um Fragmento, mas a derradeira realidade. Não serei eu quem tecerá esse futuro. Você mesmo o fará. ......Já se decidiu, certo? Descobriu o que quer fazer com o futuro da sua amada irmãzinha?""",「………你若要退出遊戲。這就將不再是碎片，而會化為已確定的現實。編織這個未來之人，不是我。是你自己喲。……你決定吧？想讓最愛的妹妹的未來，變成怎樣？」,「………你若要退出游戏。这就将不再是碎片，而会化为已确定的现实。编织这个未来之人，不是我。是你自己哟。……你决定吧？想让最爱的妹妹的未来，变成怎样？」,"""... Se rinunci a giocare, questo non sarà solo un Frammento, ma una realtà definitiva. Non sarò io a creare quel futuro. Lo farai tu stesso. ... Perciò deciditi, ok? Chiarisci cosa intendi fare col futuro della tua amata Sorellina."""
,"Battler's fists shook with anger, ...but even if he swung them down, he wouldn't be able to hit {f:5:Bernkastel}. ","Battler's fists shook with anger, ......but even if he swung them down, he wouldn't be able to hit {f:5:Bernkastel}.","Battler's fists shook with anger, ......but even if he swung them down, he wouldn't be able to hit Bernkastel.",戦人は怒りに両拳を震わせるが、……どうせ振り下ろしたところで、ベルンカステルを捉えることなど出来ない。,[=JP],"Кулаки Баттлера тряслись от гнева...... но он не сможет ударить, даже если замахнётся на {f:5:Бернкастель}.","Battler cerrou os punhos com raiva, ......mas mesmo que os movimentasse, ele não seria capaz de atingir {f:5:Bernkastel}.",雖然戰人因憤怒顫抖著雙拳，……不過反正就算揮出了拳頭，也肯定揍不到貝倫卡斯泰露的。,虽然战人因愤怒颤抖着双拳，……不过反正就算挥出了拳头，也肯定揍不到贝伦卡斯泰露的。,"I pugni di Battler tremarono di rabbia... ma anche se li avesse usati, non sarebbe stato in grado di colpire Bernkastel."
,"This witch was like a phantom, or a cat who wouldn't even let someone pet her if she didn't wish for it. ","Like a cat or a phantom, this witch wouldn't even let someone pet her if she didn't wish for it."," This witch wouldn't even let someone pet her if she didn't wish for it, like a cat or a phantom.",望まぬ相手には、撫でることさえ許さない、猫か幻のような魔女なのだから。,[=JP],"Эта ведьма никому не позволяет прикасаться к себе, если она того не хочет. Как кошка или призрак.",Como um gato — ou talvez um fantasma — aquela bruxa não deixaria nem mesmo alguém fazer carinho em sua cabeça se ela não desejasse por ele.,畢竟，她可是一位，對不中意之人連摸都不讓摸的，如貓似幻的魔女。,毕竟，她可是一位，对不中意之人连摸都不让摸的，如猫似幻的魔女。,"Questa strega non si sarebbe fatta nemmeno accarezzare se non l'avesse voluto, come un gatto o un fantasma."
,"And, ...she was telling the truth. For Ange's sake, I can't step down from this fight. Even if these unpleasant witches hijack the game board. ","Besides, ...she's telling the truth.{n}For Ange's sake, I can't step down from this fight.{n}Even if these unpleasant witches hijack the game board."," And, ...she was telling the truth. For Ange's sake, I can't step down from this fight. Even if these unpleasant witches hijack the game board.",それに、…彼女の言うことは真実なのだ。縁寿のためにも、俺には戦いを降りることなど出来ない。この不愉快なる魔女たちにゲーム盤を乗っ取られようとも。,それに、…彼女の言うことは真実なのだ。{n}縁寿のためにも、俺には戦いを降りることなど出来ない。{n}この不愉快なる魔女たちにゲーム盤を乗っ取られようとも。,И... она права.{n}Ради Энджи мне нельзя отступать.{n}Даже если эти мерзкие ведьмы захватили игровую доску.,"Além disso, ...ela está dizendo a verdade.{n}Pelo bem da Ange, eu não posso recuar desta luta.{n}Mesmo se essas bruxas desagradáveis arrebatarem o tabuleiro.",再者，…她說的話句句屬實。{n}為了緣壽，我不能退出這場對局。{n}即便，棋盤將被這兩位令人不快的魔女鳩占鵲巢。,再者，…她说的话句句属实。{n}为了缘寿，我不能退出这场对局。{n}即便，棋盘将被这两位令人不快的魔女鸠占鹊巢。,"E... stava dicendo la verità. Per il bene di Ange, non posso rinunciare a questa battaglia. Anche se queste sgradevoli streghe corrompono il campo da gioco."
{f:5:Lambdadelta},"""Heheheheheh. That's just like you, Bern. You're even heartless when you threaten people. ...That's how it is, Battleeer. ","""Ehheheheheh. That's just like you, Be~rn. Even the way you frighten people into doing what you want is heartless. ...That's how it is, Battlerr.""","""Ehheheheheh. That's just like you, Be~rn. You're even heartless when you threaten people. ...That's how it is, Battleer.",「うっふふふふ。さぁすがベルン〜。脅し方もエグいわねぇ。…そういうことよ戦人ぁ。,「うっふふふふ。さぁすがベルン〜。脅し方もエグいわねぇ。…そういうことよ戦人ぁ」,"""Эхе‐хе‐хе‐хе‐хех. Ты как всегда, Бе~рн. Так бессердечна, когда угрожаешь людям. ...Так‐то, Баттле‐ер.""","""Ehheheheheh. Típico de você, Be~rn. Até mesmo a forma como você assusta as pessoas fazendo aquilo que bem entende de forma inclemente. ...É assim que vai ser, Battlerr.""",「嗯、哼哼哼哼。不～愧是貝倫～。連威脅方式都好狠毒哦～。…就是這麼回事喲，戰人。」,「嗯、哼哼哼哼。不～愧是贝伦～。连威胁方式都好狠毒哦～。…就是这么回事哟，战人。」,"""Ehheheheheh. Proprio da te, Be{p:0:～}rn. Sei ancor più senza cuore quando minacci le persone. ... Questa è la situazione, Battler."
{f:5:Lambdadelta},"You aren't allowed to step down from the game board. You and Beato are nothing more than pieces on the board that exist to distract us from our boredom. ...Even your incomprehensible anger and irritation make for a wonderful treat to satisfy us."" ","""You aren't allowed to step down from the game board. You and Beato are both nothing more than pieces on the game board who exist to distract us from our boredom. ...Even your incomprehensible anger and irritation make for a wonderful treat to sate our boredom."""," You aren't allowed to step down from the game board. You and Beato are nothing more than pieces on the game board that exist to distract us from our boredom. ...Even your incomprehensible anger and irritation make for a wonderful treat to sate our boredom.""",あんたにはゲームを降りることなんて許されてないの。あんたもベアトも、私たちの退屈を紛らわせるゲーム盤の駒でしかない。…あんたのそのわけのわかんない怒りや苛つきさえも、私たちには退屈を紛らわす最高のお菓子。」,「あんたにはゲームを降りることなんて許されてないの。あんたもベアトも、私たちの退屈を紛らわせるゲーム盤の駒でしかない。…あんたのそのわけのわかんない怒りや苛つきさえも、私たちには退屈を紛らわす最高のお菓子」,"""Тебе никуда не деться с этой игровой доски. Вы с Беато не более чем фигуры на игровом поле, роль которых — развеять нашу скуку. ...Даже твой непостижимый гнев для нас чудесное лекарство от скуки.""","""Você não tem permissão para deixar o tabuleiro. Você e a Beato não são nada mais do que peças do tabuleiro e existem para nos distrair do nosso tédio. ...Mesmo sua fúria incompreensível e sua irritação são maravilhosas formas de curar nosso tédio.""",「你無法退出遊戲。你也好貝阿朵也罷，全都只是給我們解悶的棋盤的棋子。…就連你這莫名其妙的憤怒與上火，都是替我們解悶的最棒的糖果。」,「你无法退出游戏。你也好贝阿朵也罢，全都只是给我们解闷的棋盘的棋子。…就连你这莫名其妙的愤怒与上火，都是替我们解闷的最棒的糖果。」,"Non ti è permesso abbandonare questo campo da gioco. Tu e Beato non siete che pezzi sul campo da gioco che esistono per distrarci dalla noia. ... Anche la tua incomprensibile rabbia e irritazione sono un meraviglioso rimedio per saziare la nostra noia."""
{f:5:Lambdadelta},"""Well, what you're doing now only makes for a cheap snack though."" ","""Well, this level of anger only makes for a cheap snack.""",[=UP],「まー、その程度の怒りじゃ駄菓子程度だけどねー。」,「まー、その程度の怒りじゃ駄菓子程度だけどねー」,"""Хотя такой уровень гнева рассчитан только на дешёвые закуски.""","""Bem, este nível de raiva serve só de aperitivo.""",「不過，這種程度的憤怒，也就只相當於粗點心哦——。」,「不过，这种程度的愤怒，也就只相当于粗点心哦——。」,"""Beh, questo livello d'ira è solo uno snack da poco."""
{f:5:Bernkastel},"""......Like those curry-flavored potato wafers that sell for 30 yen a pair."" ",""".........Like those curry‐flavored potato wafers that sell at 30 yen for a pair.""",""".........Like those curry-flavored potato wafers that sell at 30 yen for a pair.""",「………３０円で２枚入ってる、カレー味のポテト煎餅程度ね。」,「………３０円で２枚入ってる、カレー味のポテト煎餅程度ね」,""".........Например, на те картофельные пластинки со вкусом карри, которые продают по 30 иен за пару.""",""".........Assim como aquelas batatinhas com sabor de {i:curry}, vendidas a 30 iene o par.""",「………也就區區 30 日元兩張的咖喱味土豆煎餅的程度呢。」,「………也就区区 30 日元两张的咖喱味土豆煎饼的程度呢。」,"""... Come quei wafer di patate al sapore di curry che si vendono a 30 yen il paio."""
,"""""*giggle*giggle*, ahhahahahahahaha...!!"""" ","""""*giggle*giggle*, ahhahahahahahaha...!!""""",[=UP],「「くすくすくすくす、あっはははははははは…！！」」,[=JP],"""""*хи‐хи*хи‐хи*, аха‐ха‐ха‐ха‐ха‐ха!!!""""","""""*risos*risos*, ahhahahahahahaha...!!""""",「「嘻嘻嘻嘻，啊、哈哈哈哈哈哈哈哈…！！」」,[=CHT],[=UP]
Ushiromiya Battler,"""Y-You damn...witches..."" ","""Y‐you damn......witches......""","""Y, you damn......witches......""",「ま、魔女ども……め……。」,「ま、魔女ども……め……」,"""Ч‐чёртовы... ведьмы......""","""S‐Suas malditas......bruxas......""",「死、魔……女……」,[=CHT],"""D-Dannate... streghe..."""
{f:5:Bernkastel},"""......*giggle* Fight for Ange's sake, okay? And for Beato's too, right...?"" ",""".........*giggle*. Fight for Ange's sake, okay? And for Beato's too, right...?""",[=UP],「………くすくす。縁寿のためにも、戦いなさい？　そして、ベアトのためにも、でしょ…？」,[=JP],""".........*хи‐хи*. Борись ради Энджи. И ради Беато тоже, я полагаю?..""",""".........*risos*. Lute pelo bem da Ange, certo? E pela Beato também, tá...?""",「………呵呵。去為了緣壽而戰吧？而且，這也是為了貝阿朵哦，沒錯吧…？」,「………呵呵。去为了缘寿而战吧？而且，这也是为了贝阿朵哦，没错吧…？」,"""... *giggle*. Combatti per il bene di Ange, ok? E anche per Beato, giusto...?"""
,"In a way that was admonishing...or perhaps babying, ...like the headache you get after eating something too sweet, {f:5:Bernkastel} tormented Battler and smiled. ","In a way that was admonishing, ...or perhaps babying, ......{f:5:Bernkastel} smiled, tormenting Battler in a similar way to how something too sweet sometimes gives you a headache.","In a way that was admonishing, ...or perhaps babying, ......and similar to the way something too sweet sometimes gives you a headache, Bernkastel tormented Battler and smiled.",ベルンカステルは諭すように、…あるいは甘やかすように。……そしてくど過ぎる甘さが時に頭痛さえ誘うように、戦人を苦しめて微笑む。,[=JP],"Таким тоном, каким убеждают... или балуют...... и подобно тому, когда что‐то слишком сладкое иногда вызывает головную боль, {f:5:Бернкастель} помучила Баттлера и улыбнулась.","De uma forma que era admoestadora, ...ou quiçá mimada, ......{f:5:Bernkastel} sorriu, atormentando Battler de forma similar em como algo muito doce, às vezes, o deixa com dor de cabeça.",貝倫卡斯泰露如教誨般，…又或是如嬌寵般。……就像過於濃烈的甘甜時而甚至會誘發頭痛一般，面露微笑地折磨著戰人。,贝伦卡斯泰露如教诲般，…又或是如娇宠般。……就像过于浓烈的甘甜时而甚至会诱发头痛一般，面露微笑地折磨着战人。,"Con un tono di rimprovero... o forse quello che si usa con un bambino... e similmente al modo in cui qualcosa di troppo dolce fa venire mal di testa, Bernkastel tormentava Battler e sorrideva."
,"By now, the host of this tea party, Beato, was absent. ...The guest witches were already making themselves at home. ","The host of this tea party, Beato, was absent now, ......and the guest witches were already making themselves at home."," At this point in time, the host of this tea party, Beato, was absent.......The guest witches were already making themselves at home.",この茶会のホストであるベアトが不在の今。……もはや客人の魔女たちは、何の遠慮もないのだ。,この茶会のホストであるベアトが不在の今。{n}……もはや客人の魔女たちは、何の遠慮もないのだ。,В данный момент хозяйка этого чаепития — Беато — отсутствовала.{n}......Гостьи‐ведьмы уже чувствовали себя как дома.,"A anfitriã desta festa do chá, Beato, não está presente, ......e as bruxas convidadas já estão se sentido em casa.",在這個茶會的主人，貝阿朵，不在了的現在。{n}……身為客人的魔女們，已然肆無忌憚。,在这个茶会的主人，贝阿朵，不在了的现在。{n}……身为客人的魔女们，已然肆无忌惮。,"In questo momento, l'ospite di questo tea party, Beato, era assente. ... Le streghe ospiti stavano già comportandosi come fossero a casa loro."
{f:5:Lambdadelta},"""...What'll you do, Ushiromiya Battleer? Will you surrender to fate...?"" ","""...What'll you do, Ushiromiya Battlerr? Surrender to faaate...?""","""...What'll you do, Ushiromiya Battleer? Will you surrender to fate...?""",「…どーすんの、右代宮戦人ぁ？　運命に屈しちゃうぅ…？」,[=JP],"""...Что будешь делать, Уширомия Баттле‐ер? Сдашься судьбе?..""","""...O que fará, Ushiromiya Battlerr? Se renderá ao destiiino...?""",「…要怎麼辦啊，右代宮戰人？向命運屈服…？」,「…要怎么办啊，右代宫战人？向命运屈服…？」,"""... Che farai, Ushiromiya Battler? Ti arrenderai al fato...?"""
Ushiromiya Battler,""".................."" ","""..................""",[=UP],「……………………。」,「……………………」,[=UP],[=UP],[=JPC],[=JPC],"""..."""
{f:5:Lambdadelta},"""Just step down. You've had enough of being toyed with as a witch's piece, right? Heheheheh, it sure is tough being one of Bern's pieces. I'm sure she'll use you and throw you away just like she did with Ange. Geheheheheh!"" ","""Just step down. You've had enough of being toyed with as a witch's piece, right? Eheheheheh, it's tough being one of Bern's pieces. You'll be a throwaway just like Ange. Geheheheheh!""","""Just step down. You've had enough of being toyed with as a witch's piece, right? Eheheheheh, it sure is tough being one of Bern's pieces. I'm sure she'll use you and throw you away just like she did with Ange. Geheheheheh!""",「降りちゃいなさいよ。魔女の駒にして遊ばれるなんて、もう御免なんでしょ？　うっふふふふ、ベルンの駒は辛いわよ。きっとあんたも、縁寿みたいに使い捨てにされるわよ。くっふふふふふふふ！」,[=JP],"""Отступи. С тебя же уже достаточно быть пешкой ведьмы? Эхе‐хе‐хех, быть фигурой Берн реально тяжко. Она наверняка использует тебя и выбросит, прямо как Энджи. Ге‐хе‐хе‐хе‐хех!""","""É só desistir. Já teve o bastante de ser feito de brinquedo sendo uma peça da bruxa, certo? Eheheheheh, é duro ser uma peça da Bern. Você vai ser descartado igual a Ange. Geheheheheh!""",「就退出算了。已經受不了作為魔女的棋子被把玩了吧？嗯、哼哼哼哼，當貝倫的棋子可不好受喲。你也一定會像緣壽那樣，被用完就扔的喲。嗯、哼哼哼哼哼哼哼！」,「就退出算了。已经受不了作为魔女的棋子被把玩了吧？嗯、哼哼哼哼，当贝伦的棋子可不好受哟。你也一定会像缘寿那样，被用完就扔的哟。嗯、哼哼哼哼哼哼哼！」,"""Ritirati. Ne hai abbastanza di essere preso in giro come pedina delle streghe, vero? Eheheheheh, certo che è duro essere uno dei pezzi di Bern. Sono certa che ti userà e ti butterà via proprio come ha fatto con Ange. Geheheheheh!"""
{f:5:Bernkastel},"""I'm not giving you the option of stepping down. ...Keep fighting for the sake of your sister's future. I'm your ally. Until you win, I'll support you so you can reach that future. For all eternity, until I get bored. ...*giggle*giggle*."" ","""I'm not giving you the option of stepping down. ......Keep fighting for the sake of your sister's future. I'm on your side. Until you win, I'll support you so that you can reach that future...for all eternity, until I get bored. ......*giggle*giggle*.""","""I'm not giving you the option of stepping down. ......Keep fighting for the sake of your sister's future. I'm your ally. Until you win, I'll support you so that you can reach that future... for all eternity, until I get bored. ......*giggle*giggle*.""",「あなたに降りる選択肢は与えてない。……妹の未来のために戦い続けるの。私は味方よ。その未来に辿り着けるよう、あなたが勝利するまでサポートするわ。私が退屈するまで、永遠に。……くすくすくす。」,「あなたに降りる選択肢は与えてない。……妹の未来のために戦い続けるの。私は味方よ。その未来に辿り着けるよう、あなたが勝利するまでサポートするわ。私が退屈するまで、永遠に。……くすくすくす」,"""Я не позволю тебе отступить. ......Продолжай бороться ради будущего своей сестры. Я твоя союзница. Пока не победишь, я буду поддерживать тебя, чтобы ты мог достичь этого будущего. ...До скончания веков, пока мне не надоест. ......*хи‐хи*хи‐хи*.""","""Não estou dando a você a opção de desistir. ......Continue lutando pelo bem do futuro da sua irmãzinha. Eu estou do seu lado. Até que vença, darei suporte a você para que alcance aquele futuro...por toda a eternidade, até que eu fique entediada. ......*risos*risos*.""",「你沒有退出的選項。……你得為了妹妹的未來繼續戰鬥。我是你的伙伴喲。為了抵達這個未來，我會直到你獲勝為止地幫助你的。直到我感到無聊為止，永遠地幫你。……呵呵呵。」,「你没有退出的选项。……你得为了妹妹的未来继续战斗。我是你的伙伴哟。为了抵达这个未来，我会直到你获胜为止地帮助你的。直到我感到无聊为止，永远地帮你。……呵呵呵。」,"""Non ti sto dando l'opzione di rinunciare. ... Continua a combattere per il bene del futuro di tua sorella. Io sono tua alleata. Finché non vincerai, ti darò il mio supporto così da poter raggiungere quel futuro... per tutta l'eternità, finché non mi annoierò. ... *giggle*giggle*."""
,I can't let her provocation and cajolery rile me up... ,Battler couldn't allow himself to fall for their provocation and cajolery......,I can't let her provocation and cajolery rile me up......,この挑発と甘言に、……乗せられては駄目だ……。,[=JP],Нельзя позволять ей провоцировать меня и раздражать лестью......,Battler não podia se permitir cair nas provocações e adulações dela......,不可被這些挑釁與甜言蜜語，……所煽動……。,不可被这些挑衅与甜言蜜语，……所煽动……。,Non posso farmi trascinare dalle sue provocazioni e il suo tono canzonatorio...
,"These witches know I get mad easily, and they're trying to take advantage of that... ","These witches knew that he got mad easily, and they were trying to take advantage of that..."," These witches know I get mad easily, and they're trying to take advantage of that...",自分が怒りに弱いことを知っていて、２人の魔女はそこを刺激してきているのだ…。,[=JP],"Эти ведьмы знают, что я легко выхожу из себя, и пытаются этим воспользоваться...",Essas bruxas sabem que ele se irrita facilmente e estão tentando tirar vantagem disso...,這兩位魔女是知道自己容易發怒，意氣用事，而在故意刺激著這根軟肋…。,这两位魔女是知道自己容易发怒，意气用事，而在故意刺激着这根软肋…。,"Queste streghe sanno che mi arrabbio facilmente, e stanno cercando di trarne vantaggio..."
,...Battler withstood it all...and finally relaxed his clenched fists. ,"...Battler withstood it all, ......and finally relaxed his clenched fists.",[=UP],…戦人はそれに耐え、……ようやく握り締めていた両拳を開く。,[=JP],...Баттлер выдержал...... и наконец разжал кулаки.,"...Battler resistiu aos impulsos, ......e finalmente relaxou e abriu o punho.",…戰人克制住自己，……總算是鬆開了握緊的雙拳。,…战人克制住自己，……总算是松开了握紧的双拳。,... Battler sopportò... e finalmente rilassò i pugni chiusi.
Ushiromiya Battler,"""......If you wanna start this 5th game of yours, ...go ahead and do it. Do whatever you want."" ",""".........If you want to start this fifth game of yours, ...then just do it. Do whatever you want.""",""".........If you want to start this 5th game of yours, ...then just do it. Do whatever you want.""",「………第５のゲームとやらが始めたいなら、…勝手にやればいい。好きにしろ。」,「………第５のゲームとやらが始めたいなら、…勝手にやればいい。好きにしろ」,""".........Если вам так хочется начать пятую игру — начинайте. Делайте что хотите.""",""".........Se quer começar esse seu quinto jogo, ...então comece logo. Faça como quiser.""",「………要想開始叫第 5 盤遊戲的玩意的話，…那就隨你們喜歡地來吧。請自便。」,「………要想开始叫第 5 盘游戏的玩意的话，…那就随你们喜欢地来吧。请自便。」,"""... Se vuoi cominciare questo tuo quinto gioco... allora fallo. Fai come ti pare."""
{f:5:Lambdadelta},"""Yes, I will do whatever I want. ...Hey, where are you going?"" ","""Oh, I will. ......Hey, where are you goi~ng?""","""Yes, I will do whatever I want. ......Hey, where are you goi~ng?""",「えぇ、好きにするわよ。……あれれ、どこ行くのよ〜。」,「えぇ、好きにするわよ。……あれれ、どこ行くのよ〜」,"""Ага, я буду делать что хочу. ......Эй‐эй, ты куда‐а?""","""Sim, eu irei. ......Ei, pra onde está in~do?""",「嗯，會自便的喲。……啊咧咧，要去哪呀～？」,「嗯，会自便的哟。……啊咧咧，要去哪呀～？」,"""Sì, farò come mi pare. ... Ehi, dove va{p:0:～}i?"""
,"Even though Battler acknowledged this 5th game, he turned his back on them, much to {f:5:Lambdadelta}'s surprise. ","Even though Battler had acknowledged this fifth game, he turned his back on them, which surprised {f:5:Lambdadelta} a bit.","Even though Battler acknowledged this 5th game, he turned his back on them, which surprised Lambdadelta a bit.",戦人は第５のゲームを認めたにもかかわらず、背を向けたので、ラムダデルタはちょっぴり驚く。,[=JP],"Хоть и признав пятую игру, Баттлер повернулся к ним спиной, чем немного удивил {f:5:Лямбдадельту}.","Mesmo Battler tendo reconhecido este quinto jogo, ele deu as costas para elas,{n}o que deixou {f:5:Lambdadelta} um pouco surpresa.",由於戰人明明認可了第 5 盤遊戲，卻又背過了身去，所以拉姆達戴露塔不禁稍稍吃了一驚。,由于战人明明认可了第 5 盘游戏，却又背过了身去，所以拉姆达戴露塔不禁稍稍吃了一惊。,"Anche se Battler aveva riconosciuto questo quinto gioco, voltò loro le spalle, cosa che sorprese un po' Lambdadelta."
