Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,Cool air from outside suddenly rushed in. ,Cool air from outside suddenly rushed in., Cool air from outside suddenly rushed in.,冷たい外気がどっと噴出してきた。,[=JP],Внезапно ворвался прохладный воздух с улицы.,O ar fresco do lado de fora rapidamente adentrou na sala.,戶外冰涼空氣頓時撲面而來。,户外冰凉空气顿时扑面而来。,Immediatamente entrò dell'aria fredda dall'esterno.,L'aria fredda proveniente dall'esterno irruppe a fiotti...,Dışarıdan gelen serin hava aniden içeri doldu.
,"...There were some thin, rough stairs leading up. ...Battler ran up them, shouting! ","...There were some thin, rough stairs leading up.{n}...Battler ran up them, shouting!","...There were some thin, rough stairs leading up....Battler ran up them, shouting!",…そこには細く粗末な登り階段があった。…戦人は絶叫しながらそれを駆け上がっていく！,…そこには細く粗末な登り階段があった。{n}…戦人は絶叫しながらそれを駆け上がっていく！,"...Там было несколько тонких грубых ступеней, ведущих наверх.{n}...Баттлер взбежал по ним, крича!",...Havia uma escadaria fina e irregular que levava para cima.{n}...Battler correu por ela enquanto gritava!,…外面有一條狹窄簡陋的台階。{n}…戰人一邊吼著一邊猛地飛奔上去！,…外面有一条狭窄简陋的台阶。{n}…战人一边吼着一边猛地飞奔上去！,"... C'erano alcune piccole, grezze scale che portavano su. ... Battler le salì, urlando!","C'erano delle scalette consumate che portavano sù... Battler le salì di corsa, per poi urlare!","...Yukarı giden ince, engebeli merdivenler vardı.{n}...Battler bağırarak yukarı koştu!"
Ushiromiya Natsuhi,"""Wait, Battler-kun!! It's dangerous to be on your own right now!!"" ","""Wait, Battler‐kun!! It's dangerous to be alone!!""","""Wait, Battler-kun!! It's dangerous to be alone!!""",「待ちなさい戦人くん！！　ひとりでは危険ですッ！！」,[=JP],"""Подожди, Баттлер‐кун!!! Опасно идти одному!!!""","""Espere, Battler‐kun!! É perigoso ir sozinho!!""",「等等戰人君！！一個人太危險了！！」,「等等战人君！！一个人太危险了！！」,"""Aspetta, Battler-kun!! È pericoloso andare da soli!!!""","""Battler-kun, aspetta!! Da solo è pericoloso!!!""","""Bekle, Battler-kun!! Yalnız olmak tehlikeli!!"""
,"Natsuhi was also rushing up the stairs, chasing after Battler. ","Natsuhi also rushed up the stairs, chasing after Battler.","Natsuhi was also rushing up the stairs, chasing after Battler.",戦人の後を追い、夏妃も階段を駆け上がる。,[=JP],"Нацухи тоже неслась по ступеням, преследуя Баттлера.",Natsuhi também correu pelas escadas atrás de Battler.,追在戰人身後，夏妃也飛奔上台階。,追在战人身后，夏妃也飞奔上台阶。,"Anche Natsuhi stava correndo per le scale, inseguendo Battler.","Anche Natsuhi corse sù per le scale, inseguendo Battler.",Natsuhi de Battler'ın peşinden merdivenleri koşarak çıktı.
,"They were in the courtyard. ...The courtyard of the mansion had been built strictly for lighting purposes, so it wasn't a very elegant place. ","At the top was the courtyard.{n}...The courtyard of the mansion had been built strictly for lighting purposes, so it wasn't a very elegant place."," They were in the courtyard....The courtyard of the mansion had been built strictly for lighting purposes, so it wasn't a very elegant place.",そこは中庭だった。…屋敷の中庭はもっぱら採光のために設けられたもので、それほど立派なところではなかった。,そこは中庭だった。{n}…屋敷の中庭はもっぱら採光のために設けられたもので、それほど立派なところではなかった。,"Они оказались во дворе.{n}...Двор в особняке был построен исключительно в целях освещения, так что он не был особо элегантным местом.","No topo estava o pátio.{n}...O pátio da mansão foi construído apenas com propósitos de iluminação, então não era um local muito elegante.",台階盡頭是里院。{n}…大屋的里院純粹是為了采光而建，所以並沒有那麼氣派。,台阶尽头是里院。{n}…大屋的里院纯粹是为了采光而建，所以并没有那么气派。,"Erano nel cortile. ... Il cortile della villa era stato progettato categoricamente a scopo di illuminazione, quindi non era un posto molto elegante.","Erano nel cortile... Il cortile della villa era stato principalmente progettato per fini d'illuminazione, quindi non era un luogo particolarmente ricercato.","Yukarısı avluydu.{n}...Malikanenin avlusu sadece aydınlatma amacıyla inşa edilmişti, bu yüzden çok şık bir yer değildi."
,"Because it was surrounded on all sides, the air was calm and completely undisturbed, even though they could hear the sound of strong winds. ","Because it was surrounded on all sides, the air was calm and completely undisturbed, even though they could hear the sound of strong winds."," Because it was surrounded on all sides, the air was calm and completely undisturbed, even though they could hear the sound of strong winds.",四囲を囲まれているため、強い風の音を聞くことは出来ても、風の一切吹き込まぬ穏やかな空間だった。,[=JP],"Из‐за того, что он был окружён со всех сторон, воздух тут был спокойным и нетронутым, даже несмотря на то, что они могли слышать звуки сильных ветров.","Porque ele era emparedado por todos os lados, o ar era calmo e leve, ainda que pudesse se ouvir o forte som do vento.",由於四周都圍了起來，因此雖說可以聽到強烈的風聲，但這裡是個吹不進任何風的安穩空間。,由于四周都围了起来，因此虽说可以听到强烈的风声，但这里是个吹不进任何风的安稳空间。,"Dato che era circondato da tutte le parti, nonostante potessero sentire il suono dei forti venti, l'aria era completamente calma e non agitata.","Dato che era circondato da una muratura, l'aria era completamente calma e priva di correnti, nonostante si potesse sentire il vento soffiare con forza.","Her tarafı çevrili olduğu için, güçlü rüzgarların sesini duyabilseler de hava tamamen sakin ve rahatsız edilmemişti."
,"There was only the gentle, sorrowful rain... ","There was only the gentle, sorrowful rain..."," There was only the gentle, sorrowful rain...",そして、そこにはしとしとと悲しみの雨だけが降っていた…。,[=JP],Лишь лёгкий и печальный дождь шёл тут...,"Havia apenas a chuva, gentil e melancólica...",所以，在此只有悲傷的雨靜靜地下著…。,所以，在此只有悲伤的雨静静地下着…。,C'era solo una gentile pioggia di tristezza...,E non cadeva altro che una pioggerellina malinconica...,"Sadece hafif, kederli bir yağmur vardı..."
,"As he ran through the cold and scattered raindrops, dashing up the stairs into the courtyard, Battler looked in every direction. ","Through the cold scattered raindrops, Battler dashed up the stairs and into the courtyard, where he looked in every direction."," As he ran through the cold and scattered raindrops, dashing up the stairs into the courtyard, Battler looked in every direction.",ぱらぱらと冷たい雫が降る中を駆け上がり、中庭に出た戦人は四方を見渡す。,[=JP],"Как только он взбежал по лестнице во двор, продравшись сквозь холодные и рассеянные капли дождя, Баттлер посмотрел во всех направлениях.","Através das frias e desajeitadas gotas de chuva, Battler correu pelas escadas até o pátio, onde ele olhou para todas as direções.",戰人從沙沙落下的冰冷雨水中跑上台階，來到里院，環視四周。,战人从沙沙落下的冰冷雨水中跑上台阶，来到里院，环视四周。,"Appena corse nel roseto, attraverso le fredde e frammentate gocce di pioggia, Battler guardò in ogni direzione.","Battler scattò attraverso le sporadiche gocce di pioggia fredda, e uscito nel cortile, guardò in ogni direzione...","Battler, soğuk yağmur damlalarının arasından hızla merdivenlerden çıkıp avluya girdi ve her yöne baktı."
,"......Of course, the odds of him finding a suspicious silhouette just standing around nonchalantly were pretty much zero... ","......Of course, the odds of him finding a suspicious silhouette just standing around nonchalantly were pretty much zero...",[=UP],……無論、不審な人影がのこのこと待ち構えていようはずもなかった…。,[=JP],"......Конечно, вероятность того, что он обнаружит подозрительный силуэт, небрежно стоящий неподалёку, была почти равна нулю...","......Obviamente, as chances dele encontrar uma silhueta suspeita simplesmente parada despreocupadamente eram praticamente zero....",……當然，不會有什麼鬼鬼祟祟的人影在這裡等著他…。,……当然，不会有什么鬼鬼祟祟的人影在这里等着他…。,"... Ovviamente, non c'era modo che trovasse una persona sospetta che stava noncurante là intorno...","Naturalmente, non poteva esserci nessuna figura sospetta ad attenderlo...","......Elbette, etrafta öylece duran şüpheli bir tip bulma ihtimali neredeyse sıfırdı..."
,"Battler spun, looking all around. He turned again and again. He kept spinning until he almost lost his sense of direction. He prayed that he would see the culprit somewhere in this scenery...! ","Battler turned around, looking in all directions. He turned again and again.{n}He kept spinning until he almost lost his sense of direction.{n}He prayed that he would see the culprit somewhere in this scenery...!"," Battler turned around, looking in all directions. He turned again and again. He kept spinning until he almost lost his sense of direction. He prayed that he would see the culprit somewhere in this scenery...! ",戦人はぐるぐると四方を見渡す。ぐるぐると、ぐるぐると。方向感覚を失いそうになるくらいに、ぐるぐると。その光景の中に、犯人の姿があることを祈って…！,戦人はぐるぐると四方を見渡す。ぐるぐると、ぐるぐると。{n}方向感覚を失いそうになるくらいに、ぐるぐると。{n}その光景の中に、犯人の姿があることを祈って…！,"Баттлер разворачивался и смотрел во всех направлениях. Он разворачивался снова и снова.{n}Он продолжал крутиться, пока почти совсем не потерял чувство направления.{n}Он молился о том, чтобы увидеть преступника где‐нибудь в этой обстановке!..","Battler se virava, olhando em todas as direções. Ele olhava pra um canto e depois olhava de novo.{n}Ele continuou girando até quase perder seu senso de direção.{n}Ele rezou para que acabasse encontrando o culpado em alguma parte daquele lugar...!",戰人不斷轉向，環視著四周。不斷轉向，不斷轉向。{n}轉得都快讓自己失去方向感了。{n}他從心中祈禱著，能從眼睛裡看到的景色中找到犯人的身影…！,战人不断转向，环视着四周。不断转向，不断转向。{n}转得都快让自己失去方向感了。{n}他从心中祈祷着，能从眼睛里看到的景色中找到犯人的身影…！,"Battler si girò intorno, guardando in ogni direzione. Si girò intorno acora, e ancora una volta. Continuò a girare fino a quando quasi perse il senso dell'orientamento. Pregò di vedere il colpevole da qualche parte in quello scenario...!","Battler si girò attorno a sé, osservando da ogni lato. Si rigirò ancora e ancora. Continuò a girare, fino quasi a perdere il senso dell'orientamento. Implorò che il colpevole fosse lì nei paraggi...!",Battler her yöne bakarak etrafında döndü. Tekrar ve tekrar döndü.{n}Neredeyse yön duygusunu kaybedene kadar dönmeye devam etti.{n}Suçluyu bu manzaranın içinde bir yerlerde görebilmek için dua etti...!
,But there was no chance. All he saw as he spun was more and more of the mansion's heartless walls and windows...! ,But there was no chance. All he saw as he spun was more and more of the mansion's heartless walls and windows...!,[=ST],だが、あるわけがない。屋敷の壁と窓がいくつも無情に並ぶのがぐるぐると目に入るだけだ…！,[=JP],"Но этому было не суждено произойти. Крутясь, он видел лишь больше и больше бездушных стен и окон особняка!..",Mas não havia chance alguma. Tudo que ele viu enquanto ele girava foi mais e mais das paredes e janelas sem coração da mansão...!,但是，根本不可能會有。只有大屋的牆壁和窗戶無情地並排而立，不斷映入戰人四處張望的眼中…！,但是，根本不可能会有。只有大屋的墙壁和窗户无情地并排而立，不断映入战人四处张望的眼中…！,Ma era impossibile. Tutto ciò che vedeva quando girava non era nient'altro che le fredde pareti e finestre della villa...!,Ma ciò era impossibile. Tutto ciò che vedeva nelle sue giravolte era la fredda disposizione delle varie pareti e finestre della villa...!,Ama hiç şansı yoktu. Döndükçe gördüğü tek şey malikanenin kalpsiz duvarları ve pencereleriydi...!
,"Furthermore, there were two entrances into the mansion from the courtyard, and neither of them were locked. ","Furthermore, there were two entrances into the mansion from the courtyard, and neither of them were locked.",[=UP],しかも、中庭から屋敷に入る入口は２つもあり、そのどちらにも鍵は掛かっていなかった。,[=JP],"К тому же из двора было только два выхода, причём ни один из них не был заперт.","Adiante, havia duas entradas na mansão pelo pátio, e nenhuma das duas estavam trancadas.",而且，可以從里院進入大屋的入口有兩個，這兩個入口都沒有上鎖。,而且，可以从里院进入大屋的入口有两个，这两个入口都没有上锁。,"Inoltre, nel cortile c'erano due ingressi per entrare nella villa, e nessuno dei due aveva una serratura.",[=ITA],"Dahası, avludan malikaneye iki giriş vardı ve ikisi de kilitli değildi."
,"Because the courtyard couldn't be entered from outside the mansion, the doors had been built without locks. ","Because the courtyard couldn't be entered from outside the mansion, the doors had been built without locks."," Because the courtyard couldn't be entered from outside the mansion, the doors had been built without locks.",中庭の構造上、屋敷の外から入れないため、鍵が設けられてなかったのだ。,[=JP],"Поскольку в этот двор нельзя было попасть снаружи особняка, то ведущие в него двери были построены без замков.","Já que o pátio não podia ser adentrado de fora da mansão, as portas foram feitas sem trancas.",因為按照里院的構造，是沒法從大屋以外的地方進來的，所以沒有設置門鎖。,因为按照里院的构造，是没法从大屋以外的地方进来的，所以没有设置门锁。,"Dato che il cortile era stato costruito per non essere accessibile dall'esterno della villa, non ne erano provvisti...",[=ITA],Avluya malikanenin dışından girilemediği için kapılar kilitsiz inşa edilmişti.
,......He didn't know which one they had left through! He had to give up. ,......He couldn't tell which one they had left through!{n}He had to give up.,......He didn't know which one they had left through! He had to give up.,……これではどちらを出たのかわからない！　お手上げだった。,……これではどちらを出たのかわからない！{n}お手上げだった。,"......Он не знал, через какую из них скрылся преступник!{n}Ему пришлось сдаться.",......Mas ele não poderia dizer por qual porta o culpado teria escapado!{n}Ele teve que desistir.,……如此一來，根本沒法知道他是從哪扇門離開的！{n}只好投降了。,……如此一来，根本没法知道他是从哪扇门离开的！{n}只好投降了。,Lui non poteva sapere attraverso quale fosse uscito! Doveva arrendersi.,[=ITA],......Hangisinden çıktıklarını anlayamıyordu!{n}Pes etmek zorunda kaldı.
,"Battler pounded the wall with his fist, swearing... ","Battler pounded the wall with his fist, swearing..."," Battler pounded the wall with his fist, swearing...",戦人は罵りの言葉と共に、握り拳を壁に叩きつけるのだった…。,[=JP],"Баттлер стукнул стену кулаком, ругаясь...","Battler socou a parede, praguejando...",戰人一邊咒罵著，一邊握緊拳頭狠狠地砸向牆壁…。,战人一边咒骂着，一边握紧拳头狠狠地砸向墙壁…。,"Battler sbatté il pugno contro la parete, imprecando...","Battler tirò un pugno contro il muro, lanciando imprecazioni...",Battler küfürler savurarak yumruğunu duvara vurdu...
Ushiromiya Natsuhi,"""...Battler-kun!! You mustn't run ahead by yourself!! ......... ...Battler-kun...?"" ","""......Battler‐kun!! You mustn't run ahead by yourself!! ........................ ............Battler‐kun......?""","""......Battler-kun!! You mustn't run ahead by yourself!! ..............................Battler-kun......?""",「……戦人くん！！　ひとりで先走っては駄目です！！……………………。…………戦人くん……？」,「……戦人くん！！　ひとりで先走っては駄目です！！　……………………。…………戦人くん……？」,"""......Баттлер‐кун! Ты не должен убегать в одиночку! ..................... .........Баттлер‐кун?..""","""......Battler‐kun!! Você não pode correr na frente sozinho!! ........................ ............Battler‐kun......?""",「……戰人君！！不可以一個人跑在前面！！……………………。…………戰人君……？」,「……战人君！！不可以一个人跑在前面！！……………………。…………战人君……？」,"""... Battler-kun!! Non puoi correre via da solo!! ... Battler-kun...?""","""...Battler-kun!! Non puoi andartene da solo senza prima riflettere...!! Battler-kun...?""","""......Battler-kun!! Tek başına koşmamalısın!!! ........................ ............Battler-kun......?"""
,"Battler pressed his forehead against the wall, which he scratched at with his fingernails as he cried...... ","Battler put his head against the wall, ...and scratched at it with his fingernails as he cried...","Battler put his head against the wall, and scratched at it with his fingernails as he cried......",戦人は壁に額を付き、…爪を立てて掻き毟りながら泣いていた…。,[=JP],"Баттлер, прислонившись головой к стене и царапая её ногтями, плакал...","Battler encostou sua cabeça contra a parede, ...e se a arranhava com suas unhas enquanto chorava...",戰人把額頭靠在牆壁上，…兩只手一邊抓撓牆壁一邊哭泣…。,战人把额头靠在墙壁上，…两只手一边抓挠墙壁一边哭泣…。,"Battler appoggiò la testa contro il muro, e lo graffiava con le unghie mentre piangeva...","Battler appoggiò la fronte contro il muro, e lo graffiò con le unghie mentre piangeva...","Battler başını duvara dayadı, ...ve ağlarken tırnaklarıyla duvarı tırmaladı..."
Ushiromiya Battler,"""......Damn it, ...damn it, damn it!! Aunt Eva and Uncle Hideyoshi! And now Kanon-kun!!! You killed a full six people!! And that wasn't enough, so you had to kill three more!! ",""".........Shit, ......shit, shit...!! Auntie Eva and Uncle Hideyoshi! And now Kanon‐kun too?!!! You killed six whole people!! And that wasn't enough, so you killed three more!!""",""".........Damn it, ......damn it, damn it!! Eva oba-san and Hideyoshi oji-san! And now Kanon-kun!!! You killed a full six people!! And that wasn't enough, so you had to kill three more!!",「………畜生、……畜生畜生…ッ！！　絵羽伯母さんに、秀吉伯父さん！　さらに嘉音くんかよッ！！！　６人も殺しやがった！！　飽き足らずさらに３人も殺しやがった！！,「………畜生、……畜生畜生…ッ！！　絵羽伯母さんに、秀吉伯父さん！　さらに嘉音くんかよッ！！！　６人も殺しやがった！！　飽き足らずさらに３人も殺しやがった！！」,"""...Проклятье... Проклятье, проклятье! Тётя Ева и дядя Хидэёши! А теперь и Канон‐кун!!! Ты убил шестерых человек! Но тебе этого мало — и ты убил ещё троих!""",""".........Merda, ......merda, merda...!! A tia Eva e o tio Hideyoshi! E agora até o Kanon‐kun?!!! Você matou seis pessoas!! E isso não foi suficiente, então você matou mais três!!""",「………畜生，……畜生，畜生…！！繪羽姑母、秀吉姑父！還要加上嘉音君嗎！！！都殺了六個人！！還嫌不夠又殺了三個人！！」,「………畜生，……畜生，畜生…！！绘羽姑母、秀吉姑父！还要加上嘉音君吗！！！都杀了六个人！！还嫌不够又杀了三个人！！」,"""... Dannazione... dannazione, dannazione!! Eva oba-san e Hideyoshi oji-san! {n}E ora Kanon-kun!!! Hai anche ucciso quelle sei persone!! E quello non è stato abbastanza, dovevi ucciderne altre tre!!","""...Maledizione... Maledizione, maledizione!! Zia Eva e zio Hideyoshi! Ora anche Kanon-kun!!! Hai ucciso sei persone!! Ma non ti bastava, sei andato a ucciderne altre tre!!""",""".........Kahretsin, ......kahretsin, kahretsin...!! Eva Teyze ve Hideyoshi Amca! Ve şimdi de Kanon-kun mu?!!! Altı kişiyi öldürdün!! Ve bu yetmedi, üç kişiyi daha öldürdün!!"""
Ushiromiya Battler,"Are you kidding me, are you fucking kidding meeeeeeeeeeeee?!! Aunt Eva and Uncle Hideyoshi were always kind and fun...!! I just met Kanon yesterday, but I'm sure I'd have gotten along fine with him! Why did you kill them?!! ","""Fuck you, fuck youuuuuuu!! Auntie Eva and Uncle Hideyoshi were always fun and kind to us...!! I just met Kanon‐kun yesterday, but I'm sure I'd have gotten along fine with him! Why did you kill them?!!"""," Are you kidding me, are you fucking kidding meeeeeeeeeeeeee!! Eva oba-san and Hideyoshi oji-san were always kind and fun as an aunt and uncle...!! I just met Kanon yesterday, but I'm sure I'd have gotten along fine with him! Why did you kill them?!! ",　ふざけるな、ふざけるなぁああぁあぁッ！！　絵羽伯母さんも秀吉伯父さんも、昔からいつもやさしくしてくれる愉快な伯母さんたちだったじゃねぇかよ…！！　嘉音くんとは昨日会ったばかりだが、きっとこれから仲良くなれたと思うぜ？！　何で殺したんだッ！！,「ふざけるな、ふざけるなぁああぁあぁッ！！　絵羽伯母さんも秀吉伯父さんも、昔からいつもやさしくしてくれる愉快な伯母さんたちだったじゃねぇかよ…！！　嘉音くんとは昨日会ったばかりだが、きっとこれから仲良くなれたと思うぜ？！　何で殺したんだッ！！」,"""Тварь! Урод! Сво‐о‐оло‐о‐очь! Ева и Хидэёши всегда были добрыми и весёлыми тётей с дядей! Я встретил Канона только вчера, но уверен, что мы бы с ним поладили! Зачем ты убил их?!!""","""Vai se foder, vai se fooooder!! A tia Eva e o tio Hideyoshi sempre foram tão gentis e divertidos com a gente...!! Eu só conheci o Kanon‐kun ontem, mas eu tenho certeza que teríamos nos dado bem! Por que você os matou?!!""",「開什麼玩笑，開什麼玩笑啊————！！繪羽姑母和秀吉姑父，他們可是從小就對我很和善的，風趣的姑父姑母啊…！！雖然我和嘉音君是在昨天剛認識，但我覺得以後我們一定會變成好朋友的啊？！為什麼殺了他們！！」,「开什么玩笑，开什么玩笑啊————！！绘羽姑母和秀吉姑父，他们可是从小就对我很和善的，风趣的姑父姑母啊…！！虽然我和嘉音君是在昨天刚认识，但我觉得以后我们一定会变成好朋友的啊？！为什么杀了他们！！」,"Mi stai prendendo in giro, mi stai prendendo per il culooooooooo!! Eva oba-san e Hideyoshi oji-san erano sempre gentili e divertenti come zia e zio...!! {n}Ho incontrato Kanon giusto ieri, ma sono sicuro che sarei andato d'accordo con lui! Perché li hai uccisi?!!","""Non prendermi in giro, non prendermi in girooooo!! Zia Eva e zio Hideyoshi sono sempre stati degli zii simpatici e di buon cuore...!! Ho incontrato Kanon giusto ieri, ma sono certo che saremmo stati grandi amici! Perché li hai uccisi?!!""","""Dalga mı geçiyorsun, dalga mı geçiyorsun?!! Eva Teyze ve Hideyoshi Amca bize karşı hep eğlenceli ve naziklerdi...!!! Kanon-kun ile daha dün tanıştım, ama eminim onunla iyi anlaşırdım! Onları neden öldürdün?!!"""
Ushiromiya Battler,"Why, why...?!!! You know, when people die, they don't come back to life again, right?! They aren't gonna quickly sprout up again like bamboo shoots!"" ""......Why'd you kill them?! Why, ...why...?!!! Aaaaaaaaaaaaaaaaahhhh...!!"" ","""Why, why...?!!! When people die, they don't come back to life again, you know?! They aren't gonna quickly sprout up again like bamboo shoots! .........Why would you kill them?! Why... Why...?!!! Aaaaaaaaaaaaaaaaahhhh...!!""","Why, why...?!!! You know, when people die, they don't come back to life again, right?! They aren't gonna quickly sprout up again like bamboo shoots, you see?! .........Why did you kill them?! Why..., why...?!!! Aaaaaaaaaaaaaaaaahhhh...!!""",　どうして、どうして…ッ！！！　人ってのはな、殺しちまったらな、二度と生き返らねぇんだぞ？！　竹の子みてぇにひょいひょい生えてきちゃこねぇんだぞッ？！　………どうして殺すんだよ？！　どうして…、どうして…ッ！！！　うおおおおおぉおぉぉぉ…！！」,「どうして、どうして…ッ！！！　人ってのはな、殺しちまったらな、二度と生き返らねぇんだぞ？！　竹の子みてぇにひょいひょい生えてきちゃこねぇんだぞッ？！　………どうして殺すんだよ？！　どうして…、どうして…ッ！！！　うおおおおおぉおぉぉぉ…！！」,"""Зачем, зачем?!! Ты ведь знаешь, что люди не возвращаются после смерти, так?! Они же не произрастут из земли подобно молодым побегам бамбука, что, не ясно?! .........Зачем ты убил их?! Зачем... зачем?!!.. А‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а!..""","""Por quê? Por quê...?!!! Quando as pessoas morrem, elas não voltam à vida, sabia?! Eles não crescem de novo como se fossem brotos de bambu! .........Por que você os mataria?! Por quê...? Por quê...?!!! Aaaaaaaaaaaaaaaaahhhh...!!""",「為什麼，為什麼…！！！人啊，一旦被殺，是沒法再復活的啊？！不像竹筍還會嗖嗖地長出來啊？！………為什麼要殺他們？！為什麼…？為什麼…！！！嗚啊啊啊啊啊啊啊啊啊啊…！！」,「为什么，为什么…！！！人啊，一旦被杀，是没法再复活的啊？！不像竹笋还会嗖嗖地长出来啊？！………为什么要杀他们？！为什么…？为什么…！！！呜啊啊啊啊啊啊啊啊啊啊…！！」,"Perché, perché...?!!! Sai, le persone, quando muoiono, non possono tornare in vita, no?! Non ricrescono velocemente come germogli di bambù, sai?! ... Perché li hai uccisi?! Perché... perché...?!!! Aaaaaaaaaaaaaaaaahhhh...!!""","""Perché, perché...?!!! Quando qualcuno muore, non può tornare di nuovo in vita, lo sai?! Sai che non sono come dei germogli di bambù che ricrescono...?! Perché li hai uccisi?! Perché, perché...?!!! Aaaaaaaaaaaaaaaaahhhh...!!""","""Neden, neden...?!!! İnsanlar öldüklerinde, tekrar hayata dönemezler, biliyorsun değil mi?! Bambular gibi hemen yeniden filizlenmezler! .........Neden onları öldürdün?! Neden... Neden...?!!! Aaaaaaaaaaaaaaaaahhhh...!!"""
,...Battler was a boy who could understand the feelings of pain and regret in a person's heart. ...So he cried. With all his strength. ,...Battler was a boy who could understand the feelings of pain and regret in a person's heart.{n}...So he cried. With all his strength.,...Battler was a boy who could understand the feelings of pain and regret in a person's heart. ...So he cried. With all his strength.,…戦人は、人の心の痛みや無念がわかる男だった。…だから、泣く。力の限り。,…戦人は、人の心の痛みや無念がわかる男だった。{n}…だから、泣く。力の限り。,"...Баттлер был юношей, знающим, каково это — когда сердце готово разорваться от горя, вызванного невосполнимой потерей.{n}...Поэтому он рыдал. Так сильно, как только мог.",...Battler era um homem que podia entender os sentimentos de dor e culpa no coração de uma pessoa.{n}...Então ele chorou. Com toda sua força.,…戰人，是個了解人心悲痛和悔恨的男人。{n}…所以，他哭了。用盡全身的力氣。,…战人，是个了解人心悲痛和悔恨的男人。{n}…所以，他哭了。用尽全身的力气。,... Battler era un ragazzo che poteva capire i sentimenti di dolore e rimpianto nel cuore di una persona. ... Quindi pianse. Con tutta la sua forza.,...Battler era un ragazzo che comprendeva il dolore emotivo e il rimpianto... Perciò pianse. Con tutto sé stesso.,"...Battler, bir insanın kalbindeki acı ve pişmanlık duygularını anlayabilen bir çocuktu.{n}...Bu yüzden, tüm gücüyle ağladı."
,"Natsuhi, who had always thought of Battler as a frank person, was a little surprised to find he had this delicate side, ...and at the same time, she understood how easily hurt the heart of a young person could be, so she held him. ","Natsuhi, who had always thought of Battler as a strong person, was a little surprised to find that he had this delicate side, ...and at the same time, understood how easily hurt the heart of a young person could be, so she held him."," Natsuhi, who had always thought of Battler as a frank person, was a little surprised to find that he had this delicate side, ...and at the same time, understood how easily hurt the heart of a young person could be, so she held him.",夏妃は、豪放そうな性格だと思っていた戦人に、こんな繊細な一面があったことを知って少しだけ驚くと共に、…まだ未成年である傷つきやすい戦人の心を理解し、受け止めた。,[=JP],"Нацухи, всегда считавшая Баттлера прямым и искренним человеком, была несколько обескуражена продемонстрированной им ранимостью. А ещё она поняла, как легко нанести душевную рану молодому человеку, поэтому она обняла Баттлера.","Natsuhi, que sempre havia visto Battler como uma pessoa forte, estava agora surpresa ao encontrar nele um lado sentimental, ...mas ao mesmo tempo, entendia o quão frágil podia ser o coração de um jovem, então ela o abraçou.",看到本以為性格豪爽的戰人竟也有如此纖細的一面，夏妃有些吃驚，…同時，也理解了仍未成年的戰人，內心仍然脆弱，因而抱住了他。,看到本以为性格豪爽的战人竟也有如此纤细的一面，夏妃有些吃惊，…同时，也理解了仍未成年的战人，内心仍然脆弱，因而抱住了他。,"Natsuhi, che aveva sempre ritenuto Battler una persona schietta, era un po' sorpresa di scoprire che aveva questo lato sensibile... e allo stesso tempo, capiva come si poteva ferire facilmente il cuore di un giovane, per cui lo abbracciò.","Natsuhi fu leggermente sorpresa di scoprire questo lato sensibile di Battler, dato che lo riteneva una persona schietta... e lo abbracciò, comprendendo la fragilità del cuore di un ragazzo ancora giovane come lui.","Battler'ın her zaman güçlü bir insan olduğunu düşünen Natsuhi, onun bu hassas yönünü görünce biraz şaşırdı, ...ve aynı zamanda genç bir insanın kalbinin ne kadar kolay incinebileceğini anladı, bu yüzden ona sarıldı."
