Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
,Because people cannot voice insults that they have never been subjected to themselves......,"After all, people can't make insults that they've never been the targets of themselves... ",Because people cannot voice insults that they have never been hit with themselves......,人は、自らに浴びせられた悪口しか、口に出来ないのだから……。,[=JP],"Потому что люди не могут озвучить оскорбления, которым не подвергались сами...",Porque as pessoas não são capazes de reproduzir insultos que elas mesmas nunca sofreram......,毕竟，人只会说出自己遭受过的恶言……。,畢竟，人只會說出自己遭受過的惡言……。,Perché le persone non possono lanciare insulti con cui non sono mai stati colpiti...,Ya que la gente no puede usar insultos que jamás les han dicho a ellos mismos..., ......ﻓﺎﻹﻧﺴﺎﻥ ﻻ ﻳﺴﺘﻄﻴﻊ ﺃﻥ ﻳﻨﻄﻖ ﺑﺈﻫﺎﻧﺔٍ ﺇﻻ ﺇﺫﺍ ﺗﻌﺮﺽ ﻟﻬﺎ.
,"It was probably the same way for Aunt Rosa as well.{n}......As the youngest child of the glorious Ushiromiya family, she must have gone through many tough times.","It was probably the same for Aunt Rosa as well. ...As the youngest child of the honorable Ushiromiya family, she must've gone through many tough times. ","It was probably the same way for Rosa oba-san as well.......As the youngest child of the honorable Ushiromiya family, she must have gone through many tough times.",それは多分、楼座叔母さんも同じだったろう。……栄光ある右代宮家の末っ子として、色々と辛い目にあってきたに違いない。,それは多分、楼座叔母さんも同じだったろう。{n}……栄光ある右代宮家の末っ子として、色々と辛い目にあってきたに違いない。,"Точно так же, наверное, было и с тётей Розой.{n}Как самому младшему отпрыску достославной семьи Уширомия, ей наверняка пришлось хлебнуть горя.","Provavelmente o mesmo valia para a tia Rosa.{n}......Como filha mais nova da gloriosa família Ushiromiya, ela deve ter passado por muitas coisas difíceis.",多半，楼座姑母也一样吧。{n}……身为荣光显赫的右代宫家的小女儿，她无疑受了不少罪。,多半，樓座姑母也一樣吧。{n}……身為榮光顯赫的右代宮家的小女兒，她無疑受了不少罪。,"Probabilmente è stato lo stesso anche per Rosa oba-san. ... Come figlia più giovane dell'onorevole famiglia Ushiromiya, deve essere stata dura.","Probablemente era igual para la tía Rosa.{n}... Como la hija más joven de la honorable familia Ushiromiya, ella debió haber pasado por muchos momentos difíciles.", ﻭﻣﻦ ﺍﻟﻤﺤﺘﻤﻞ ﺃﻥَّ ﺍﻟﺤﺎﻝ ﻛﺎﻧﺖ ﻣﺸﺎﺑﻬﺔً ﻟﻠﻌﻤَّﺔ ﺭﻭﺯﺍ ﺃﻳﻀًﺎ.{n}ﻻ ﺑﺪَّ ﺃﻧَّﻬﺎ ﻣﺮﺕ ﺑﺄﻭﻗﺎﺕٍ ﺻﻌﺒﺔٍ ﻛﺜﻴﺮﺓٍ ﻛﻮﻧﻬﺎ ﺃﺻﻐﺮ ﺃﻃﻔﺎﻝ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺍﻟﻤﺠﻴﺪﺓ......
,"So, just as Aunt Eva acted towards me...{n}And just as Sumadera Kasumi is acting right now...{n}......Aunt Rosa must also...have been the same.","So, it was just like what Aunt Eva did to me... Just like what Sumadera Kasumi is doing now... ...Aunt Rosa...must have been the same. ","So, in the same way that Eva oba-san acted towards me...And the same way that Sumadera Kasumi is acting right now.........Rosa oba-san must also, ...have been the same.",だから、絵羽伯母さんが私に対してそうであったように。そしてまさに今、須磨寺霞がそうであるように。……楼座叔母さんもまた、…そうであったに違いない。,だから、絵羽伯母さんが私に対してそうであったように。{n}そしてまさに今、須磨寺霞がそうであるように。{n}……楼座叔母さんもまた、…そうであったに違いない。,"Поэтому точно так же, как тётя Ева вела себя по отношению ко мне...{n}И точно так же, как Сумадера Касуми ведёт себя сейчас...{n}Тётя Роза наверняка... была такой же.","Então, assim como a tia Eva agia diante de mim...{n}E assim como Sumadera Kasumi está agindo agora...{n}......A tia Rosa também...deve ter sido o mesmo.",所以，就像绘羽姑母对我做的那样。{n}就像此刻的须磨寺霞正在做的那样。{n}……楼座姑母，…也无疑是一样的。,所以，就像繪羽姑母對我做的那樣。{n}就像此刻的須磨寺霞正在做的那樣。{n}……樓座姑母，…也無疑是一樣的。,"Quindi, come si comportava Eva oba-san... così si comporta ora Sumadera Kasumi... Anche Rosa oba-san... deve aver passato lo stesso.","Así que, tal y como la tía Eva actuaba conmigo...{n}Y de la misma manera en la que Sumadera Kasumi está actuando ahora mismo...{n}... Debió haber sido lo mismo para la tía Rosa.", ...ﻟﺬﺍ ﺗﻤﺎﻣًﺎ ﻛﻤﺎ ﺗﺼﺮﻓﺖ ﺍﻟﻌﻤَّﺔ ﺇﻳﻔﺎ ﺗﺠﺎﻫﻲ.{n}...ﻭﻛﻤﺎ ﺗﺘﺼﺮﻑ ﺳﻮﻣﺎﺩﻳﺮﺍ ﻛﺎﺳﻮﻣﻲ ﺍﻵﻥ. ﻻ ﺑﺪَّ ﺃﻥَّ ﺍﻟﻌﻤَّﺔ ﺭﻭﺯﺍ ﻛﺎﻧﺖ ﺃﻳﻀًﺎ...ﻛﺬﻟﻚ.
,"People push the suffering they have been made to bear onto other people.{n}Otherwise, they can never escape from it.","People tend to push the pain they're burdened with onto other people. Otherwise, they can never escape from that pain. ","People tend to push the pain they're burdened with onto other people.Otherwise, they can never escape from that pain.",人は、背負わされた苦しみを誰かに押し付ける。そうしなければ、いつまでもその苦しみから逃れられないのだ。,人は、背負わされた苦しみを誰かに押し付ける。{n}そうしなければ、いつまでもその苦しみから逃れられないのだ。,Люди склонны перекладывать тяжкую ношу своей боли на плечи других людей.{n}Иначе им не сбежать от этой боли.,"As pessoas jogam nos outros os sofrimentos que elas tiveram que suportar.{n}Caso contrário, elas nunca vão conseguir escapar deles.",人会将自己背负的苦难推给他人。{n}若不这么做，就永远都摆脱不了这份苦难。,人會將自己背負的苦難推給他人。{n}若不這麼做，就永遠都擺脫不了這份苦難。,"Le persone tendono a scaricare sugli altri il loro dolore. Altrimenti, non sarebbero mai in grado di sfuggirvi.","La gente tiende a pasarle el dolor que soporta a otras personas.{n}De otra manera, nunca pueden escapar de ese dolor.",ﻳﺮﻣﻲ ﺍﻟﻨﺎﺱ ﺑﺂﻻﻣﻬﻢ ﻋﻠﻰ ﺍﻵﺧﺮﻳﻦ.{n}ﻭﺇﻻ ﻟﻦ ﻳﻘﺪﺭﻭﺍ ﻋﻠﻰ ﺍﻟﻬﺮﻭﺏ ﻣﻨﻬﺎ ﺃﺑﺪًﺍ.
,"......So on and on, in eternity and perpetuity, the chain of suffering and sadness never ends.","...So on and on, in eternity and perpetuity, the chain of pain and sadness does not end. ","......So on and on, in eternity and perpetuity, their chains of pain and sadness do not end.",……そうして延々と、永久に永遠に、苦しみと悲しみの連鎖が、終わらない。,[=JP],"И поэтому вечно и непрерывно страдание передаётся от человека к человеку, становясь глубже, как море, отходящее от берегов, и эта порочная цепь всё никак не рвётся.","......E, por isso, eterna e perpetuamente, a corrente de sofrimento e tristeza nunca tem fim.",……就像这样，一环接一环，永久永远，苦难与悲伤的连锁永远不会终结。,……就像這樣，一環接一環，永久永遠，苦難與悲傷的連鎖永遠不會終結。,... Quindi per tutta l'eternità quella catena di tristezza e dolore non terminerà.,"... Y así, en una eternidad y perpetuidad, sus cadenas de dolor y tristeza no terminan.",...ﻭﻫﻜﺬﺍ ﺗﺴﺘﻤﺮ ﺳﻠﺴﻠﺔ ﺍﻵﻻﻡ ﺩﻭﻧﻤﺎ ﻧﻬﺎﻳﺔ.
,That is the reason............Maria onee‐chan's magic was......so incredible.,That is the reason............Maria onee‐chan's magic was... so incredible. ,"That is the reason, ............Maria onee-chan's magic is, ......so incredible.",　だからこそ、…………真里亞お姉ちゃんの魔法は、……すごかったのだ。,だからこそ、…………真里亞お姉ちゃんの魔法は、……すごかったのだ。,Вот почему магия Марии онее‐чан столь невероятна.,Esse é o motivo pelo qual............a magia da Maria onee‐chan era......tão incrível.,所以说，…………真里亚姐姐的魔法，……好厉害。,所以說，…………真里亞姐姐的魔法，……好厲害。,Questo è il motivo... per cui la magia di Maria Onee-chan... è così incredibile.,Esa es la razón... por la cual la magia de María onee-chan es... tan increíble., ...ﻭﻟﻬﺬﺍ ﺑﺎﻟﻀﺒﻂ ﻛﺎﻥ ﺳﺤﺮ ﺃﺧﺘﻲ... ﻣﺬﻫﻼً...
,"With her magic, ......she did not have to bear the suffering from Aunt Rosa.","With her magic, ...she didn't have to bear the pain caused by Aunt Rosa. ","With her magic, ......she did not have to bear the pain caused by Rosa oba-san.",彼女はその魔法で、……楼座叔母さんからの苦しみを、背負わなかった。,[=JP],"Благодаря своей магии ей не приходилось нести не себе бремя боли, причиняемой тётей Розой.","Com a magia dela, ......ela não precisava suportar o sofrimento que vinha da tia Rosa.",她通过这个魔法，……没有背上楼座姑母带给她的苦难。,她通過這個魔法，……沒有背上樓座姑母帶給她的苦難。,Con la sua magia... non ha dovuto sopportare il dolore causato da Rosa oba-san.,Con su magia... ella no tenía que llevar el dolor causado por la tía Rosa., ﺑﻔﻀﻞ ﺳﺤﺮﻫﺎ، ......ﻟﻢ ﻳﻜﻦ ﻋﻠﻴﻬﺎ ﺃﻥ ﺗﺘﺤﻤَّﻞ ﺍﻟﻤﻌﺎﻧﺎﺓ ﺍﻟﻘﺎﺩﻣﺔ ﻣﻦ ﺍﻟﻌﻤَّﺔ ﺭﻭﺯﺍ.
,That pain was probably pushed onto her.{n}Its weight probably tormented her.,The pain probably was pushed onto her. Its weight probably tormented her. ,That pain was probably pushed onto her.Its weight probably tormented her.,押し付けられはしただろう。彼女をその重みで苦しめはしただろう。,押し付けられはしただろう。{n}彼女をその重みで苦しめはしただろう。,Ту боль наверняка взваливали на неё.{n}Тяжесть этой боли наверняка угнетала её.,A dor provavelmente era passada para ela.{n}Seu peso provavelmente a atormentava.,她曾被强加过苦难吧。{n}她是被这份沉重，压得很难受吧。,她曾被強加過苦難吧。{n}她是被這份沉重，壓得很難受吧。,Quel dolore probabilmente è stato scaricato su di lei. Era sicuramente schiacciata dal suo peso.,Ese dolor probablemente le fue forzado a ella.{n}Su peso probablemente la atormentaba., ﻣﻦ ﺍﻟﻤﺮﺟﺢ ﺃﻥَّ ﺫﻟﻚ ﺍﻷﻟﻢ ﺩُﻓﻊ ﺇﻟﻴﻬﺎ.{n}ﺛﻘﻠﻪ ﻏﺎﻟﺒًﺎ ﻣﺎ ﻋﺬَّﺑﻬﺎ.
,......But Onee‐chan did not carry that burden on her own shoulders.,...But Onee-chan didn't carry that burden on her own shoulders. ,......But Onee-chan did not carry that burden on her own shoulders.,……でも、お姉ちゃんはそれを自らの肩には背負わなかった。,[=JP],Но она не несла это бремя на своих плечах.,.....Mas a onee‐chan não carregava esse peso em seus ombros.,……但是，姐姐没有将此背到自己的肩上。,……但是，姐姐沒有將此背到自己的肩上。,... Ma Onee-chan non reggeva quel fardello sulle sue spalle.,... Pero Onee-chan no llevó el peso sobre sus hombros., ﻭﻟﻜﻦ ﺃﺧﺘﻲ ﻟﻢ ﺗﺤﻤﻞ ﺫﻟﻚ ﺍﻟﻌﺐﺀ ﻋﻠﻰ ﻛﺘﻔﻴﻬﺎ......
,.........She exorcised it...and filled her world with happiness.,......She purified it...and filled her world with happiness. ,.........She purified it...and filled her world with happiness.,………それを綺麗に祓い、世界を幸せで満たした。,[=JP],Она очистила ту боль и наполнила свой мир счастьем.,.........Ela o exorcizava...e preenchia seu mundo com felicidade.,………而是将此全部拔除，以幸福注满了世界。,………而是將此全部拔除，以幸福注滿了世界。,... Lo aveva purificato... riempiendo il suo mondo di felicità.,... Ella lo purificó... y llenó su mundo de felicidad., ﻃﺮﺩﺗﻪ...ﻭﻣﻸﺕ ﻋﺎﻟﻤﻬﺎ ﺑﺎﻟﺴَّﻌﺎﺩﺓ.........
,"So, I'm sure......that even if Maria onee‐chan had had children in the future...",So I'm sure... ...If Maria onee-chan had had children in the future... ,"So, for sure.........Even if Maria onee-chan had had children in the future...",だからきっと。……真里亞お姉ちゃんが将来、子どもを持っても。,[=JP],"Поэтому, вне всяких сомнений...Если бы в будущем у Марии онее‐чан появились дети...","Por isso, eu tenho certeza que......mesmo que no futuro em que a Maria onee‐chan tivesse um filho...",所以。……就算真里亚姐姐在将来有了孩子。,所以。……就算真里亞姐姐在將來有了孩子。,"Quindi, di sicuro... anche se Maria Onee-chan avesse avuto bambini in futuro...","Entonces, de seguro... Incluso si María onee-chan hubiese tenido hijos en el futuro...", ...ﻟﺬﺍ ﺃﻧﺎ ﻣﺘﺄﻛﺪﺓٌ  ...ﺃﻧَّﻪ ﺣﺘﻰ ﻟﻮ ﺃﻧﺠﺒﺖ ﺃﺧﺘﻲ ﻣﺎﺭﻳﺎ ﺃﻃﻔﺎﻻً ﻓﻲ ﺍﻟﻤﺴﺘﻘﺒﻞ...
,...she would never have pushed the suffering forced down through the generations onto them.,She probably wouldn't have pushed the pain that had been forced on her onto her children. ,She probably wouldn't have pushed the pain that had been forced on her onto her children.,その子どもに代々押し付けられてきた苦しみを押し付けることはないだろう。,[=JP],"Она бы ни за что не взвалила на их плечи ту боль, которую когда‐то взвалили на неё.",...ela nunca iria jogar esse sofrimento forçado nas gerações seguintes.,她也一定不会将这一代代硬推下来的苦难，强加到她孩子的头上吧。,她也一定不會將這一代代硬推下來的苦難，強加到她孩子的頭上吧。,Non avrebbe scaricato su di loro la sofferenza che era stata a sua volta scaricata su di lei.,... Ella nunca habría descargado sobre ellos el sufrimiento impuesto a través de las generaciones., ﻟﻤﺎ ﺩﻓﻌﺖ ﺃﺑﺪًﺍ ﺍﻟﻤﻌﺎﻧﺎﺓ ﺍﻟﻤﻔﺮﻭﺿﺔ ﻋﺒﺮ ﺍﻷﺟﻴﺎﻝ ﻋﻠﻴﻬﻢ...
,"......The chain of suffering and sadness, which had been inherited by and forced upon each generation for who knows how long, .........was, by Maria onee‐chan's magic, broken.","...That chain of pain and sadness that stretched back for who knows how long, which she couldn't understand and which she had inherited, which had been forced onto her... ......Maria onee-chan cut it with her magic. ","......Those chains of pain and sadness that stretched for who knows how long, which she didn't understand and which she had inherited, had been forced onto her............Maria onee-chan cut those chains with her magic.",……一体、どれほどの長きにわたって受け継がれ、押し付けられてきたかわからない苦しみと悲しみの連鎖を、………真里亞お姉ちゃんの魔法は、断ち切ったのだ。,[=JP],"Эта порочная цепь из боли и горя была такой длинной, что казалось, будто у неё нет начала и не видать ей конца. И Мария онее‐чан не понимала её и была вынуждена унаследовать её против своей воли. Однако своей магией она... смогла разорвать эту цепь.","......A corrente de sofrimento e tristeza, que havia sido herdada e forçada sobre gerações por sabe se lá quantos anos, .........foi quebrada pela magia da Maria onee‐chan.",……真里亚姐姐的魔法，斩断了，不知究竟传承了、推来推去了多久多久的，………苦难与悲伤的连锁。,……真里亞姐姐的魔法，斬斷了，不知究竟傳承了、推來推去了多久多久的，………苦難與悲傷的連鎖。,"... Quelle catene di dolore e tristezza che si erano estese per così tanto tempo, che lei non capiva e che eppure aveva ereditato, che erano state affidate a lei... Maria Onee-chan le aveva spezzate con la sua magia.","... Esas cadenas de dolor y sufrimiento... que habían sido heredadas e impuestas a cada generación durante quién sabe cuánto tiempo... fue rota, por la magia de María onee-chan.",ﻓﺴﻠﺴﻠﺔ ﺍﻟﻤﻌﺎﻧﺎﺓ ﻭﺍﻟﺤﺰﻥ...... ﺍﻟﺘﻲ ﺗﻮﺭﺛﺘﻬﺎ ﻭﻓُﺮﺿﺖ ﻋﻠﻰ ﻛﻞِّ ﺟﻴﻞٍ ﻟﻤﺪﺓٍ ﻻ ﻳﻌﻠﻤﻬﺎ ﺃﺣﺪ،...ﻗُﻄِﻌﺖ ﺑﻔﻀﻞ ﺳﺤﺮ ﺃﺧﺘﻲ.
Ushiromiya Eva,"""............What is it? Do you have something to complain to me about?""","""......Whaaat's wrong? Got a bone to pick with me?"" ","""............Whaat is it?  Do you have something to complain to me about?""",「…………なぁに？　私に何か文句でもあるのぅ？」,[=JP],"""......Что такое? Ты чем‐то недовольна?""","""............O que foi? Tem alguma coisa para reclamar comigo?""",「…………怎么？你对我是有什么意见吗？」,「…………怎麼？你對我是有什麼意見嗎？」,"""... Cosa sarebbe questo? Hai qualcosa di cui lamentarti con me?""","""... ¿Qué pasa? ¿Tienes alguna queja?""","""ﻣﺎ ﺍﻷﻣﺮ.........؟ ﺃﻟﺪﻳﻚِ ﺷﻲﺀٌ ﺗﺸﺘﻜﻴﻦ ﻣﻨﻪ ﻟﻲ؟"""
,"In the past, I would have snapped back.{n}......And cancelled out her hatred with hatred of my own.","In the past, I would have snapped back. ...I would've met her hatred with hatred, so that they'd cancel each other out. ","In the past, I would have snapped back.......And I've been counterbalancing her, responding to her hatred with my own hatred.",かつての私なら、その売り言葉に買い言葉を返した。……そして彼女の憎しみに対し、私も憎しみをぶつけて相殺してきた。,かつての私なら、その売り言葉に買い言葉を返した。{n}……そして彼女の憎しみに対し、私も憎しみをぶつけて相殺してきた。,"В прошлом я бы сорвалась в ответ.{n}И я уравновешивала её, отвечая на её ненависть своей собственной ненавистью.","No passado, eu teria retrucado essas palavras inflamatórias.{n}......E teria cancelado o ódio dela confrontando‐o com o meu.",若是以前的我，就会对这话以眼还眼，以牙还牙了。{n}……对于她的憎恨，我也同样还以憎恨地与其相抵消。,若是以前的我，就會對這話以眼還眼，以牙還牙了。{n}……對於她的憎恨，我也同樣還以憎恨地與其相抵消。,"In passato, avrei ribattuto. ... E avrei bilanciato la situazione, rispondendo al suo odio col mio odio.","En el pasado, habría respondido bruscamente.{n}... Y habría anulado su odio con mi propio odio.", ﻓﻲ ﺍﻟﻤﺎﺿﻲ، ﻛﻨﺖُ ﺳﺄﺭﺩُّ ﻋﻠﻴﻬﺎ ﺑﺤﺪﺓ.{n}ﻭﻛﻨﺖ ﺳﺄﻭﺍﺟﻪ ﻛﺮﺍﻫﻴﺘﻬﺎ ﺑﻜﺮﺍﻫﻴﺔ ﻣﻨﻲ ﻷﻋﺎﺩﻟﻬﺎ......
,"...No, I cancelled out nothing. The weight of that which had been forced onto her bears down hard on my shoulders as well.","...No, nothing got cancelled out. The thing being forced on me ended up right there on my shoulders. ","...No, I wasn't counterbalancing her.I was being made to bear that which had been forced onto her on my shoulders as well.",…いや、相殺はしていない。しっかりと、私の肩にも、その押し付けられたものは背負わされている。,[=JP],"Нет, неверно, никакого уравновешивания не было и в помине. Мне пришлось нести на своих плечах ношу, которую когда‐то против её воли взвалили на неё.","...Não, eu não teria cancelado nada. O peso daquilo que foi forçado sobre ela acabou sendo direcionado também sobre os meus ombros.",…不，没有抵消。我的肩上也的的确确地，背上了她强加给我的东西。,…不，沒有抵消。我的肩上也的的確確地，背上了她強加給我的東西。,"... No, non avrei bilanciato nulla. Avrei solo preso sulle mie spalle ciò che era stato scaricato su di lei.","... No, no habría anulado nada. El peso de lo que se le imponía acabó recayendo también sobre mis hombros.", ﻻ، ﻟﻢ ﺃﻋﺎﺩﻟﻬﺎ. ﺛﻘﻞ ﻣﺎ ﻓُﺮﺽ ﻋﻠﻴﻬﺎ ﻳﻀﻐﻂ ﺑﺸﺪﺓٍ ﻋﻠﻰ ﻛﺘﻔﻲَّ ﺃﻳﻀًﺎ.
,"After all, even now, ......I hate her.","Just like how even now, ...I hate her. ","Just like how even now, ......I hate her.",未だにこうして、……彼女を憎んでいるように。,[=JP],Даже сейчас я... ненавижу её.,"Afinal, mesmo agora, ......eu odeio ela.",至今还如这般地，……恨着她。,至今還如這般地，……恨著她。,Ad esempio come in questo momento... la odi.,"Después de todo, incluso ahora... la odio.", ﻓﻔﻲ ﺍﻟﻨﻬﺎﻳﺔ، ﺣﺘﻰ ﺍﻵﻥ، ......ﺃﻛﺮﻫﻬﺎ.
,"So, ............now that I knew of magic, ......I looked at the human called Ushiromiya Eva again.","So, now that I... ...know of magic, ...I'll look at the human called Ushiromiya Eva again. ","So, now that I, ............know of magic, ......I'll look at the human called Ushiromiya Eva again.",だから、私は、…………魔法を知り、……右代宮絵羽という人間を、もう一度見る。,[=JP],"Но теперь, когда я знаю о магии, я взгляну на человека по имени Уширомия Ева ещё раз.","Por isso, ............agora que eu conheço a magia, ......eu olhei para a humana chamada Ushiromiya Eva mais uma vez.",所以，…………懂得了魔法的我，……得重新审视一遍，右代宫绘羽这个人。,所以，…………懂得了魔法的我，……得重新審視一遍，右代宮繪羽這個人。,"Quindi, ora che... conosco la magia... guarderò di nuovo l'umano chiamato Ushiromiya Eva.",Por eso... ahora que conozco la magia... Miré a la humana llamada Ushiromiya Eva una vez más.,ﻟﺬﺍ،...ﺑﻌﺪ ﺃﻥ ﻋﺮﻓﺖُ ﺍﻟﺴﺤﺮ ﺍﻵﻥ، ﻧﻈﺮﺕُ ﺇﻟﻰ ﺍﻟﺒﺸﺮﻳَّﺔ ﺍﻟﻤُﺴﻤَّﺎﺓ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺇﻳﻔﺎ ﻣُﺠﺪﺩًﺍ......
,".........What I could see through to......was the sad form of a human, no different from me, who had lost her family and who bore deep wounds in her heart.","......What I could see through to... ...was a sad human form, no different from me, who had lost her family and who bore deep wounds in her heart. ",".........What I could see through to, ......was a sad human form, no different from me, who had lost her family and who bore deep wounds in her heart.",………そこに透けて見えたのは、……私と何も変わらない、家族を失い、心に深い傷を負った悲しい人間の姿だった。,[=JP],"И глазам моим предстал... Отравленный печалью человек, ничем не отличающийся от меня, потерявший всю свою семью и мучимый глубокими ранами на своём сердце.",".........O que eu podia ver através......era a forma de um humano triste, não diferente de mim, que perdeu sua família e suportava profundas feridas em seu coração.",………透过其表面所看到的，……乃是一个与我没有任何不同的，失去了家人，遭受了深深心伤的可悲的人。,………透過其表面所看到的，……乃是一個與我沒有任何不同的，失去了家人，遭受了深深心傷的可悲的人。,"... Quello che ho potuto scorgere... era una triste figura umana, non diversa da me, che aveva perso la sua famiglia e che aveva una profonda cicatrice nel cuore.","... Lo que pude ver... era la triste forma de una humana, no diferente a mí, que había perdido a su familia y que llevaba profundas heridas en su corazón.",ﻭﻣﺎ ﺭﺃﻳﺘﻪ ﻣﻦ ﺧﻼﻟﻬﺎ، ﻇِﻞُّ ﺍﻣﺮﺃﺓٍ ﺣﺰﻳﻨﺔٍ ﻓﻘﺪﺕ ﺃﺳﺮﺗﻬﺎ ﻭﺗﺨﻠﻞ ﻗﻠﺒﻬﺎ ﻧﺪﻡٌ ﻋﻤﻴﻖ.
,"Unable to withstand the pain of that torn heart, she was doing nothing except howling with a sad voice—like a lion crying in pain—like a child.","Unable to withstand the pain of that torn heart, she was doing nothing more than howl sadly, like a lion crying in pain, ...like a child. ","Unable to withstand the pain of that torn heart, she was doing nothing more than howl with a sad voice, like a lion crying in pain...like a child.",その裂けた心の傷の痛みに耐えかね、まるで苦痛に泣く獅子のように、子どものように、悲しい声で吼え猛っているだけなのだ。,[=JP],"Будучи не в силах выносить боль разорванного сердца, всё, что она делала, так это выла грустным голосом, словно лев, голосящий от боли... как дитя.","Incapaz de aguentar a dor que dilacerava seu coração, ela não fez nada mais exceto rugir como uma entristecida voz — como um leão chorando de dor — como uma criança.",开着口子的心伤疼痛难忍，她也就只是在如因痛楚而哭泣的狮子、孩子般，以悲伤之声声嘶力竭地吼叫着。,開著口子的心傷疼痛難忍，她也就只是在如因痛楚而哭泣的獅子、孩子般，以悲傷之聲聲嘶力竭地吼叫著。,"Incapace di comprendere il dolore di quel cuore straziato, non faceva altro che urlare con voce triste, come un leone che urla di dolore... come un bambino.","Incapaz de soportar el dolor de ese corazón desgarrado, no hizo más que aullar con voz entristecida, como un león que llora de dolor.",ﻭﻷﻧَّﻬﺎ ﻟﻢ ﺗﺴﺘﻄﻊ ﺗﺤﻤُّﻞ ﻧﺪﻡ ﻗﻠﺒﻬﺎ ﺍﻟﻌﻤﻴﻖ،ﺃﺧﺬﺕ ﺗﺰﺃﺭ ﺑﻐﻀﺐ ﻛﻄﻔﻞ، ﻛﺄﺳﺪ ﻳﺒﻜﻲ ﻣﻦ ﺍﻷﻟﻢ، ﺑﺼﻮﺕ ﺣﺰﻳﻦ.
,......It turns out...Ushiromiya Eva was also a person deserving of compassion.,...Even Ushiromiya Eva was someone I should have felt compassion for. ,......Ushiromiya Eva is also a person I should feel compassion for.,……右代宮絵羽も、同情されるべき存在だったのだ。,[=JP],"Уширомия Ева — человек, к которому мне следует испытывать сострадание.",......Isso transformou...Ushiromiya Eva em uma pessoa digna de compaixão.,……右代宫绘羽，也是一个应该获得同情的存在。,……右代宮繪羽，也是一個應該獲得同情的存在。,... Anche Ushiromiya Eva è una persona che dovrei compatire.,... Resulta que... Ushiromiya Eva también era una persona merecedora de compasión.,ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺇﻳﻔﺎ ﻛﺎﻧﺖ ﺃﻳﻀًﺎ ﻛﻴﺎﻧًﺎ ﺑﺎﺋﺴًﺎ ﻳﺴﺘﺤﻖ ﺃﻥ ﻳﺄﺑﺊ ﺍﻟﻨﺎﺱ ﺑﺄﻣﺮﻩ.
