Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
,I heard that it had truly been right in the middle of a typhoon on October 5th.,"Apparently, they truly had been right in the middle of a typhoon on October 5. ","I heard that it had truly been right in the middle of a typhoon on October 5.",１０月５日は、まさに台風の真っ只中だったそうだ。,[=JP],"Я слышала, что остров действительно оказался посреди тайфуна 5 октября.",Eu ouvi que estavam bem no meio de um tufão no dia 5 de outubro.,10 月 5 日，貌似正是台风最猛的时候。,10 月 5 日，貌似正是台風最猛的時候。,Ho sentito che era stato davvero nel mezzo del tifone il 5 ottobre.,Me dijeron que realmente había sido justo en medio de un tifón el 5 de octubre., ﻭﻗﺪ ﺳُﻤﻊ ﺃﻥّ ﺍﻟﻴﻮﻡَ ﺍﻟﺨﺎﻣﺲَ ﻣﻦ ﺃﻛﺘﻮﺑﺮ ﻛﺎﻥ ﻓﻲ ﻗﻠﺐ ﺇﻋﺼﺎﺭٍ ﻫﺎﺋﺞ.
,"According to the boat captain, he had known for certain that they would be trapped by the typhoon if they headed to Rokkenjima on October 4th.","According to the boat captain, he had known for certain that they'd be trapped by the typhoon if they headed to Rokkenjima on October 4. ","According to the boat captain, he had known for certain that they would be trapped by the typhoon if they headed to Rokkenjima on October 4.",船長に言わせると、１０月４日に六軒島へ向かえば、確実に台風に閉じ込められることはわかっていたという。,[=JP],"По словам капитана катера, он точно знал, что они окажутся в ловушке тайфуна, если поедут на Роккенджиму 4 октября.","De acordo com o capitão do barco, ele tinha certeza que seria pego pelo tufão se tivesse ido até Rokkenjima no dia 4 de outubro.",听船长说，他明确地知道，在 10 月 4 日去六轩岛，肯定会被台风困在岛上。,聽船長說，他明確地知道，在 10 月 4 日去六軒島，肯定會被台風困在島上。,"Secondo il capitano, egli sapeva per certo che sarebbero rimasti bloccati dal tifone se si fossero diretti a Rokkenjima il 4 ottobre.","Según el capitán, él sabía a ciencia cierta que serían atrapados por el tifón si se dirigían a Rokkenjima el 4 de octubre.", ﻭﻭﻓﻘًﺎ ﻟﻠﺮﺑّﺎﻥ، ﻓﻘﺪ ﻛﺎﻥ ﻭﺍﺛﻘًﺎ ﺃﻧّﻬﻢ ﺇﻥ ﺗﻮﺟّﻬﻮﺍ ﺇﻟﻰ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ ﻓﻲ ﺍﻟﺮﺍﺑﻊ ﻣﻦ ﺍﻟﺸﻬﺮ، ﻷﻃﺒﻘﺖ ﻋﻠﻴﻬﻢ ﺍﻟﻌﺎﺻﻔﺔُ ﻓﻼ ﻣﻔﺮّ.
,"But the family had been very insistent upon that date, which had been determined beforehand as the date of the conference.","But the family had been very persistent about the date of their conference, which had been determined beforehand. ","But the family had been very persistent about the date of their conference, which had been determined beforehand.",しかし彼らは、予め決定された親族会議の日付に強く固執した。,[=JP],"Но семья была очень настойчива касательно даты семейного собрания, установленной заранее.","Mas a família havia sido muito insistente sobre aquela data, que tinha sido determinada de antemão como sendo a data da conferência familiar.",可是，他们却对预先定好的亲族会议的日期表现得非常固执。,可是，他們卻對預先定好的親族會議的日期表現得非常固執。,"Ma la famiglia era stata davvero insistente sulla data della riunione, che era stata decisa in precedenza.","Pero la familia había sido muy persistente sobre la fecha de su conferencia, la cual se había fijado con bastante antelación.", ﻟﻜﻦّ ﺍﻷﺳﺮﺓ ﻛﺎﻧﺖ ﻣﺼﺮّﺓً ﻋﻠﻰ ﺫﻟﻚ ﺍﻟﻤﻮﻋﺪ ﺍﻟﺬﻱ ﺣُﺪّﺩ ﺳﻠﻔًﺎ ﻻﻧﻌﻘﺎﺩ ﺍﻟﻤﺆﺗﻤﺮ.
,"......It was only natural. All of the adults had their own packed schedules, and had come to the family conference having arranged those schedules in advance.","...It was only natural. All of the relatives had been very busy at the time, and they came to the family conference only after arranging their schedules beforehand. ","......It was only natural.  All of the relatives had been very busy at the time, and had come to the family conference only after arranging their schedules beforehand.",……無理もない。親族の誰もが過密なスケジュールを持ち、予め日程を調整した上で親族会議に訪れている。,[=JP],"Это было естественно. Все родственники являлись крайне занятыми людьми, специально перекроившими своё расписание ради семейного собрания.","......Foi compreensível. Todos os adultos tinham seus próprios compromissos, e a ida à conferência familiar os obrigou a planejar suas agendas com antecedência.",……这也难免。各位亲戚都有排得密不透风的日程表，他们是在事先调整了日程的基础上，前来参加亲族会议的。,……這也難免。各位親戚都有排得密不透風的日程表，他們是在事先調整了日程的基礎上，前來參加親族會議的。,"... Naturale. Tutti i parenti erano molto impegnati all'epoca, e potevano recarsi alla riunione di famiglia solo dopo aver predisposto i propri impegni.","... Era algo normal. En ese entonces, todos los familiares estaban ocupados, y fueron a la conferencia familiar solo después de organizar sus horarios de antemano.",  ......ﻭﺫﺍﻙ ﺃﻣﺮٌ ﻃﺒﻴﻌﻲّ، ﺇﺫ ﻟﻜﻞٍّ ﻣﻦ ﺍﻟﻜﺒﺎﺭ ﺟﺪﻭﻝٌ ﻣﺰﺩﺣﻢ، ﻭﻗﺪ ﻧﻈّﻤﻮﺍ ﺃﻭﻗﺎﺗﻬﻢ ﻋﻠﻰ ﺃﺳﺎﺱ ﺫﻟﻚ ﺍﻟﻴﻮﻡ.
,They probably had their own circumstances preventing them from easily pushing it back to next week just because the typhoon was approaching.,It was probably a situation where they couldn't easily push it back to the next week just because a typhoon was approaching. ,"It was probably a situation where they couldn't easily push it back to next week because the typhoon was approaching, for example.",台風が近付いているから翌週に変更、と簡単には言えない事情もあっただろう。,[=JP],"Скорее всего, они были не в той ситуации, в которой могли позволить перенести собрание на следующую неделю из‐за какого‐то приближающегося тайфуна.","Eles certamente tinham suas próprias circunstâncias, impedindo que transferissem para semana seguinte só porque o tufão estava se aproximando.",每个人都有没法轻率地说出“因为台风来了，所以变更到下周”的内情吧。,每個人都有沒法輕率地說出“因為台風來了，所以變更到下周”的內情吧。,Probabilmente non erano in grado di rimandare di una settimana a causa della tempesta che si avvicinava.,"Probablemente era una situación en la que no era fácil retrasar la conferencia a la semana siguiente porque el tifón se acercara, por ejemplo.", ﻭﻟﻌﻞّ ﻣﺎ ﻛﺎﻥ ﻟﻬﻢ ﺃﻥ ﻳُﺮﺟِﺌﻮﺍ ﺍﻻﺟﺘﻤﺎﻉ ﺃﺳﺒﻮﻋًﺎ ﻟﻤﺠﺮّﺩ ﺍﻗﺘﺮﺍﺏ ﺍﻹﻋﺼﺎﺭ.
,......It wasn't the boat captain's fault.,...It wasn't the boat captain's fault. ,"......It wasn't the boat captain's fault.",……船長の責任ではない。,[=JP],Капитан катера был не виноват.,......Não foi culpa do capitão do barco.,……不是船长的责任。,……不是船長的責任。,... Non era colpa del capitano.,... No fue culpa del capitán.,  ......ﻭﻟﻴﺲ ﺍﻟﺬﻧﺐُ ﻋﻠﻰ ﺍﻟﺮﺑّﺎﻥ.
,But perhaps you could say that he didn't feel so guiltless that he could place the blame wholly on the typhoon.,But perhaps you could say that he wasn't so irresponsible that he could place the blame wholly on the typhoon. ,"But perhaps you could say that he wasn't so guiltless that the blame could be placed wholly on the typhoon.",しかし、台風のせいにしてしまえるほど、彼は無責任ではなかった、ということかもしれない。,[=JP],"Но нельзя было сказать, что он был абсолютно невиновен и переложить всю вину на тайфун.",Mas talvez você possa dizer que ele não se sentia tão culpado ao ponto de culpar unicamente o tufão.,不过，他也并非没有责任心到，能把一切都怪到台风头上吧。,不過，他也並非沒有責任心到，能把一切都怪到台風頭上吧。,Magari potreste dire che non era così innocente da far ricadere tutta la colpa sul tifone.,Pero podrías decir que no estaba tan libre de culpa como para que toda la culpa recayera en el tifón., ﻟﻜﻨّﻚ ﻗﺪ ﺗﻘﻮﻝ ﺇﻥّ ﻓﻲ ﺻﺪﺭﻩ ﺷﻴﺌًﺎ ﻣﻦ ﺍﻟﻮﺧﺰ، ﻳﻤﻨﻌﻪ ﻣﻦ ﺃﻥ ﻳُﻠﻘﻲ ﺑﺎﻟﻠﻮﻡ ﻛﻠَّﻪ ﻋﻠﻰ ﺍﻹﻋﺼﺎﺭ ﻭﺣﺪﻩ.
,"Certainly, just as these two said, there's no doubt that the boat captain has been dragging the events of twelve years ago along with him this whole time.","Certainly, just as these two said, there's no doubt that the boat captain has been dragging the events of 12 years ago along with him this whole time. ","Certainly, just as these two said, there's no doubt that the boat captain has been dragging the events of 12 years ago along with him this whole time.",確かに船長はマモンたちの言うとおり、ずっと１２年前を引き摺ってきたに違いない。,[=JP],"Разумеется, как и сказали эти оба, нет сомнения, что капитан 12 лет всё время мучился из‐за тех событий.","Certamente, assim como os dois disseram, não há dúvidas que o capitão vem carregando consigo os eventos de doze anos atrás, esse tempo todo.",的确，无疑正如马蒙所说，船长一直在对十二年前的事耿耿于怀。,的確，無疑正如馬蒙所說，船長一直在對十二年前的事耿耿於懷。,"Di certo, proprio come detto da questi due, non c'è dubbio che il capitano abbia portato sulle spalle il peso degli eventi di 12 anni fa per tutto questo tempo.","Ciertamente, tal como estos dos dijeron, no hay duda de que el capitán ha estado arrastrando los acontecimientos de hace 12 años junto con él todo este tiempo.", ﻭﺑﺎﻟﻔﻌﻞ، ﻛﻤﺎ ﻗﺎﻝ ﻫﺬﺍﻥ، ﻻ ﺷﻚّ ﺃﻥّ ﺍﻟﺮﺑّﺎﻥ ﺣﻤﻞ ﺃﺣﺪﺍﺙَ ﺗﻠﻚ ﺍﻟﻠﻴﻠﺔ ﻣﻨﺬ ﺍﺛﻨﺘﻲ ﻋﺸﺮﺓ ﺳﻨﺔ، ﻭﻟﻢ ﻳُﻠﻘِﻬﺎ ﻋﻨﻪ ﺑﻌﺪ.
,"......And, by taking me, the last member of the Ushiromiya line, to the island, and bringing me back safely, he might be trying to find some resolution for the past...","...And, by taking me, the last member of the Ushiromiya line, to the island, and bringing me back safely, he might be trying to find some resolution for his past... ","......And, by taking me, the last member of the Ushiromiya line, to the island, and bringing me back safely, he might be trying to find some resolution for the past...",……そして、最後の右代宮一族である私を島に送り届け、それを無事に連れ帰ることで、過去に決着をつけようとしているのかもしれない…。,[=JP],"И отвезя меня, последнего члена семьи Уширомия, на остров, а после привезя обратно в целости и сохранности, он смог бы хоть как‐то примириться с прошлым.","......E, ao me levar, o último membro da família Ushiromiya até a ilha, e então me trazer de volta em segurança, ele poderia estar tentando encontrar algum tipo de resolução para o passado...",……并且，他说不定是想通过，把身为最后的右代宫家之人的我送到岛上，然后再平平安安地接回来，来与过去做个了断吧…。,……並且，他說不定是想通過，把身為最後的右代宮家之人的我送到島上，然後再平平安安地接回來，來與過去做個了斷吧…。,"... E portando me, l'ultimo membro della famiglia Ushiromiya, su quell'isola, e portandomi indietro sana e salva, potrebbe trovare un po' di conforto per il passato...","... Y, al llevarme a mí, al último miembro de la línea Ushiromiya, a la isla, y traerme de regreso a salvo, podría estar tratando de encontrar alguna resolución al pasado...",  ......ﻭﻟﻌﻠّﻪ، ﺣﻴﻦ ﻳﻘﻠّﻨﻲ -ﺁﺧﺮَ ﻣﻦ ﺑﻘﻲ ﻣﻦ ﻧﺴﻞ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ- ﺇﻟﻰ ﺍﻟﺠﺰﻳﺮﺓ، ﻭﻳﻌﻴﺪﻧﻲ ﺳﺎﻟﻤﺔ، ﻳﻄﻠﺐُ ﻟﻨﻔﺴﻪ ﺧﺘﺎﻣًﺎ ﻳﺮﺿﻴﻪ ﻋﻤّﺎ ﻣﻀﻰ...
Captain Kawabata,"""The boat's meant to be coming back just after noon. I'll take you to Rokkenjima after that, so we should get there before evening. It's an island without electricity or lights. You won't be able to stay long. ......Is a short trip like that gonna satisfy you?""","""The boat is supposed to return just after noon. I'll guide you to Rokkenjima after that, so we should arrive before evening. It's an island without electricity or lights. You won't be able to stay long. ...Will you be satisfied with a landing that short?"" ","""The boat is supposed to return just after noon.  I'll guide you to Rokkenjima after that, so we should arrive before evening.  It's an island without electricity or lights.  You won't be able to stay long.  ......Will you be satisfied with a landing of that length?""",「船は昼過ぎに帰ってくることになってる。それからあんたを六軒島へ案内するから、到着は夕方前になるだろう。電気も灯りもない島だ。あまり長居は出来んぞ。……その程度の上陸で、あんたの気は済むかね？」,[=JP],"""Лодку доставят обратно чуть позже полудня. После этого я отвезу тебя на Роккенджиму, так что прибудем до вечера. На острове нет электрического освещения, поэтому там не получится задержаться надолго. ...Тебе хватит столько времени?""","""O barco deve retornar até o período da tarde. Eu irei levá‐la até Rokkenjima depois disso, então devemos chegar antes de escurecer. É uma ilha sem eletricidade ou iluminação. Não vai poder ficar muito tempo. ......Uma rápida viagem dessas vai deixar você satisfeita?""",「船会在午后还我。然后，我就带你去六轩岛，抵达的时间会在黄昏之前吧。那是个没电没灯光的岛。没法待很久。……就是不知道，这点登岛的时间，能否令你满意？」,「船會在午後還我。然後，我就帶你去六軒島，抵達的時間會在黃昏之前吧。那是個沒電沒燈光的島。沒法待很久。……就是不知道，這點登島的時間，能否令你滿意？」,"""La barca dovrebbe tornare appena dopo mezzogiorno. Vi porterò a Rokkenjima subito dopo, così da arrivare prima di sera. È un'isola senza elettricità o luce. Non potreste rimanere a lungo. ... Vi basta una sosta così rapida?""","""El barco debería volver poco después del mediodía. Te guiaré a Rokkenjima después de eso, por lo que deberíamos llegar antes del anochecer. Es una isla sin electricidad ni iluminación. No serás capaz de permanecer allí mucho tiempo... ¿Vas a estar satisfecha con una llegada así?""","""ﺍﻟﻤﺮﻛﺐ ﺳﻴﻌﻮﺩ ﺑﻌﺪ ﺍﻟﻈﻬﺮ ﺑﻘﻠﻴﻞ. ﺳﺂﺧﺬﻙ ﺇﻟﻰ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ ﺑﻌﺪ ﺫﻟﻚ، ﻓﻨﺼﻞ ﻗﺒﻞ ﺍﻟﻤﺴﺎﺀ. ﺍﻟﺠﺰﻳﺮﺓ ﻻ ﻛﻬﺮﺑﺎﺀ ﻓﻴﻬﺎ ﻭﻻ ﺃﻧﻮﺍﺭ. ﻟﻦ ﻳﻤﻜﻨﻚِ ﺍﻟﻤﻜﺚ ﻃﻮﻳﻼً.  ......ﺃﺳﺘﻘﺼُﺮُ ﺍﻷﻣﺮُ ﻋﻠﻴﻚِ ﺍﻟﺮﺣﻠﺔَ ﻫﺬﻩ؟"""
Ushiromiya Ange,"""..................... It's not the kind of thing where staying longer will satisfy me more. I'm grateful just to have you take me there.""","""...... There's nothing that would make me more satisfied by staying longer. I'm grateful just to have you take me there."" ","""............There's nothing that would make me more satisfied by staying longer.  I'm grateful just to have you take me there.""",「…………………。長居したから何かの気が済む、というものでもありませんし。船を出してもらえるだけでも感謝します。」,「…………………。長居したから何かの気が済む、というものでもありませんし。船を出してもらえるだけでも感謝します」,"""............Там нет ничего, ради чего стоило бы задержаться подольше. Я благодарна вам уже за то, что вы отвезёте меня туда.""","""..................... Não é como se ficar mais tempo vai me deixar mais satisfeita. Eu já sou grata só por você me levar até lá.""",「…………………。并不是说，待很久就能了个什么心事。光是肯开船出海就很是感谢了。」,「…………………。並不是說，待很久就能了個什麼心事。光是肯開船出海就很是感謝了。」,"""... Stare il più a lungo possibile è la cosa che più potrebbe soddisfarmi. {n}Vi sono grata anche solo per portarmi lì.""","""... No hay nada que me haga sentir más satisfecha por permanecer más tiempo. Estoy muy agradecida solo con que me lleve.""","""..................... ﻟﻴﺲ ﺍﻷﻣﺮُ ﻣﻤّﺎ ﻳﺰﺩﺍﺩُ ﻧﻔﻌُﻪ ﺑﻄﻮﻝ ﺍﻟﺒﻘﺎﺀ. ﺃﻧﺎ ﺷﺎﻛﺮﺓٌ ﻟﻚَ ﻋﻠﻰ ﺃﻥ ﺗﻘﻠّﻨﻲ ﻭﺣﺴﺐ."""
Captain Kawabata,"""Mm, don't mention it. If I hadn't parted with my boat, I wouldn't have to be so stingy, and I'd be able to take you to the island as much as you like...""","""Yep, don't mention it. If I hadn't parted with my boat, I'd be able to guide you to the island as much as you liked, without being stingy..."" ","""Hmm, don't mention it.  If I hadn't parted with my boat, I'd be able to guide you to the island as much as you liked, without being stingy...""",「うむ、すまんな。わしが船を手放していなければ、ケチなことを言わず、好きなだけ島へ案内してやれるんだが…。」,「うむ、すまんな。わしが船を手放していなければ、ケチなことを言わず、好きなだけ島へ案内してやれるんだが…」,"""Хм‐м, не за что. Если бы я не расстался со своим катером, то смог бы возить тебя туда сколько душе угодно за просто так.""","""Mm, não diga isso. Se eu não tivesse aberto mão do meu barco, não seria tão mesquinho, e poderia levar você até a ilha quando quisesse...""",「嗯，抱歉呐。我要是没放弃船的话，就能不说小气话，没个限制地带你去岛上看看了…」,「嗯，抱歉吶。我要是沒放棄船的話，就能不說小氣話，沒個限制地帶你去島上看看了…」,"""Hmm, non ditelo nemmeno. Se non avessi ceduto la mia barca, potrei portarvi sull'isola ogni volta che lo desideraste, senza fare economia...""","""Mmm, no hay de qué. Si no hubiera dado mi barco, sería capaz de guiarte a la isla tanto como quisieras, sin ser tacaño...""","""ﻣﻢ، ﻻ ﺗﺬﻛﺮﻳﻪ. ﻟﻮ ﻟﻢ ﺃﻓﺎﺭﻕ ﻣﺮﻛﺒﻲ ﻟﻤﺎ ﻛﻨﺖُ ﻣﻀﻴّﻘًﺎ، ﻭﻷﺧﺬﺗﻚ ﺇﻟﻰ ﺍﻟﺠﺰﻳﺮﺓ ﻣﺎ ﺷﺌﺖِ ﻣﻦ ﻣﺮّﺍﺕ..."""
,"It's not like I have a goal of doing something in particular on Rokkenjima.{n}So, the time of day I'll be staying there is evening...","It's not like I have a goal of doing something in particular on Rokkenjima. So, I'll be there during the evening... ","It's not like I have a goal of doing something in particular on Rokkenjima.So, the time of day I'll be staying there is evening...",六軒島で何かをしたいという目的があるわけじゃない。滞在する時間帯は、夕方頃か…。,六軒島で何かをしたいという目的があるわけじゃない。{n}滞在する時間帯は、夕方頃か…。,"Не то чтобы у меня есть какая‐то конкретная цель на Роккенджиме.{n}Значит, я смогу провести там вечер...",Não é como se eu pretendesse fazer algo de especial em Rokkenjima.{n}Por isso o tempo que permaneceremos lá será o do entardecer...,我并没有想在六轩岛上做些什么的目的。{n}能逗留在岛上的时间带是，黄昏时分么…？,我並沒有想在六軒島上做些什麼的目的。{n}能逗留在島上的時間帶是，黃昏時分麼…？,"Non è che avessi qualcosa in particolare da fare a Rokkenjima. Quindi, vi rimarrò di sera...","No es que tenga un objetivo que cumplir en particular en Rokkenjima.{n}Así pues, la parte del día que pasaré allí será la tarde...",ﺇﺫًﺍ، ﺍﻟﻮﻗﺖ ﺍﻟﺬﻱ ﺳﺄﻣﻜﺚ ﻓﻴﻪ ﻫﻨﺎﻙ ﻫﻮ ﺍﻟﻤﺴﺎﺀ... ﻟﻴﺲ ﻟﻲ ﻏﺎﻳﺔٌ ﺃﺑﺘﻐﻴﻬﺎ ﻋﻠﻰ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ ﺑﻌﻴﻨﻬﺎ.
,"......The evening, which straddles the two different worlds of day and night, seemed almost like a borderline between this world and the next—or possibly, between 1998 and 1986—and felt like the most fitting time to visit Rokkenjima.","...The evening, which straddles the two different worlds of day and night, seemed almost like a borderline between this world and the next... or possibly, 1998 and 1986, and it felt like the most fitting time to visit Rokkenjima. ","......The evening, which straddles the two different worlds of day and night, seemed almost like a borderline between this world and the next, or possibly, 1998 and 1986, and felt like the most fitting time to visit Rokkenjima.",……昼と夜という異なる世界を跨ぐ夕方は、まるでこの世とあの世、もしくは、１９９８年と１９８６年の境目のような気がして、六軒島を訪れる時間としてもっとも相応しいようにも感じられた。,[=JP],"Вечер, соединяющий два разных мира дня и ночи, кажущимся границей между этим и иным миром, или, вероятно, 1998 и 1986 годом, и казалось, что данное время является самым подходящим для визита на Роккенджиму.","......O crepúsculo, que atravessa dois muitos diferentes, do dia e da noite, parece quase como uma fronteira entre este mundo e o outro mundo — ou possivelmente, entre 1998 e 1986 — sinto que este é o melhor momento para visitar Rokkenjima.",……横跨昼与夜两个不同的世界的黄昏，简直就像是此世与彼世，又或者说，是 1998 年与 1986 年的分界线，令人感觉到了，这个时间与拜访六轩岛最是相称。,……橫跨晝與夜兩個不同的世界的黃昏，簡直就像是此世與彼世，又或者說，是 1998 年與 1986 年的分界線，令人感覺到了，這個時間與拜訪六軒島最是相稱。,"... La sera, che separa due mondi differenti come il giorno e la note, sembrava quasi come un confine tra questo mondo e l'aldilà, o magari, tra il 1998 e il 1986, e sembrava il momento migliore per visitare Rokkenjima.","... La tarde, que está entre los dos diferentes mundos del día y la noche, parecía casi una frontera entre este mundo y el siguiente, o posiblemente, 1998 y 1986, y se sentía como el momento más apropiado para visitar Rokkenjima.",  ......ﻟﻜﻦّ ﺍﻟﻤﺴﺎﺀ، ﺇﺫ ﻳﺘﻘﺎﻃﻊ ﻓﻴﻪ ﺍﻟﻨﻬﺎﺭُ ﻭﺍﻟﻠﻴﻞ، ﺑﺪﺍ ﻛﺄﻧّﻪ ﺣﺪٌّ ﺑﻴﻦ ﻋﺎﻟﻢٍ ﻭﺁﺧﺮ -  ﺃﻭ ﻟﻌﻠّﻪ ﺍﻟﺤﺪّ ﺑﻴﻦ ﻋﺎﻡِ 8991 ﻭ6891 - ﻓﻜﺎﻥ ﺃﻭﻓﻖَ ﺍﻷﻭﻗﺎﺕِ ﻟﺰﻳﺎﺭﺓ ﺍﻟﺠﺰﻳﺮﺓ.
,......It's not like I'll be doing anything on the island. Staying there for just a few hours will be just fine if I can feel some closure.,...It's not like I have anything in particular to do there. Just staying there for a few hours should be enough for me to find some closure. ,"......It's not like I have anything in particular to do on the island.Just staying there for a few hours should be enough for me to find some closure.",……島で何かをするわけじゃない。ほんの数時間の滞在でも、私の心の整理がつくならば充分だろう。,[=JP],"Не то чтобы я хочу заняться на том острове чем‐то конкретным. Просто несколько часов на нём должно хватить мне, чтобы избавиться от душевных метаний.",......Não é como se eu fosse fazer algo na ilha. Ficar algumas horas é o suficiente para que eu possa sentir que encerrei isto.,……并不是要在岛上做什么。即便只是逗留几小时，也是只要能令我整理好心绪就够了。,……並不是要在島上做什麼。即便只是逗留幾小時，也是只要能令我整理好心緒就夠了。,... Non avevo niente di particolare da fare su quell'isola. Rimanervi per qualche ora dovrebbe essere abbastanza per darmi un po' di pace.,... No es que tenga algo en especial por hacer en la isla. Solo permanecer allí por un par de horas debería ser suficiente para mí para encontrar un final.,  ......ﻟﻦ ﺃﻓﻌﻞ ﺷﻴﺌًﺎ ﻫﻨﺎﻙ، ﻟﻜﻦّ ﺑﻀﻊ ﺳﺎﻋﺎﺕٍ ﺗﻜﻔﻴﻨﻲ ﺇﻥ ﻭﺟﺪﺕُ ﻓﻴﻬﺎ ﺳﻜﻴﻨﺔَ ﺍﻟﺨﺘﺎﻡ.
,"At that time, there was a small knock on the paper sliding door, and Amakusa stuck his head in, tapping his watch.","At that time, there was a small knock on the paper sliding door, and Amakusa stuck his head in, tapping his watch. ","At that time, there was a small knock on the paper sliding door, and Amakusa stuck his head in, tapping his watch.",その時、障子が小さくノックされ、天草が顔を出し、腕時計を叩くような仕草をする。,[=JP],"Тут в бумажную сдвижную дверь раздался стук, а затем Амакуса всунул голову, постукивая пальцем по наручным часам.","Naquele momento, ouviu‐se uma leve batida na porta de correr de papel, e Amakusa colocou a cabeça para dentro, batendo em seu relógio.",正在此时，有人轻轻敲了敲拉门，天草探出脸来，用手拍了拍手表。,正在此時，有人輕輕敲了敲拉門，天草探出臉來，用手拍了拍手表。,"In quel momento ci fu un leggero bussare alla porta, e Amakusa fece capolino dalla porta, battendo il dito sull'orologio.","En ese momento, se oyó un suave golpe en la puerta corredera de papel, y Amakusa asomó la cabeza, dando toques a su reloj.", ﻓﻲ ﺗﻠﻚ ﺍﻟﻠﺤﻈﺔ، ﻧُﻘِﺮَ ﻋﻠﻰ ﺑﺎﺏِ ﺍﻟﻮﺭﻕ ﺍﻻﻧﺰﻻﻗﻲّ ﻧﻘﺮًﺍ ﺧﻔﻴﻔًﺎ، ﻭﺃﻃﻞَّ ﺃَﻣﺎﻛﻮﺳﺎ ﺑﺮﺃﺳﻪ ﻭﻫﻮ ﻳُﺸﻴﺮ ﺇﻟﻰ ﺳﺎﻋﺘﻪ.
,I nodded back and told him I'd gotten hold of a boat for tomorrow.,I nodded back and told him about how I had succeeded in reserving a boat for tomorrow. ,"I nodded back and told him about how I had succeeded in reserving a boat for tomorrow.",私も頷き返し、明日の船は確保できたことを教えた。,[=JP],"Кивнув ему в ответ, я рассказала, как преуспела в резервации катера на завтрашний день.",Eu concordei e disse a ele que esperaria pelo barco até amanhã.,我点头回应，告诉了他，明天的船已经搞定了。,我點頭回應，告訴了他，明天的船已經搞定了。,Annuii e gli dissi di come ero riuscita a rimediare uno strappo in barca per il giorno dopo.,Asentí con la cabeza y le conté que había logrado reservar un barco para mañana., ﺃﻭﻣﺄﺕُ ﻟﻪ ﺃﻧﻲ ﺭﺗّﺒﺖُ ﺃﻣﺮَ ﺍﻟﻤﺮﻛﺐ ﻟﻠﻐﺪ.
Amakusa Juuza,"""That's great. ......It's about time for us to go. We'll be counting on you tomorrow, Captain.""","""That's great. ...It's about time for us to go. We'll be counting on you tomorrow, Captain."" ","""That's great.  ......It's about time for us to go.  We'll be counting on you tomorrow, Captain.""",「それは良かった。……そろそろ参りましょう。船長、明日はよろしくお願いします。」,「それは良かった。……そろそろ参りましょう。船長、明日はよろしくお願いします」,"""Отлично. .....Давно пора. Мы рассчитываем на вас завтра, капитан.""","""Isso é ótimo. ......Já está na hora de irmos. Estaremos contando com você amanhã, capitão.""",「这就好。……差不多该动身了吧。船长，明天就拜托了。」,「這就好。……差不多該動身了吧。船長，明天就拜託了。」,"""Grandioso. ... È quasi ora di andare. Contiamo su di voi per domani, capitano.""","""Genial... Ya es hora de que nos vayamos. Contaremos con usted mañana, capitán.""","""ﺫﺍﻙ ﺣﺴﻦ.  ......ﻟﻘﺪ ﺁﻥَ ﺃﻥ ﻧﻐﺎﺩﺭ. ﻧﻌﺘﻤﺪ ﻋﻠﻴﻚ ﻏﺪًﺍ ﺃﻳﻬﺎ ﺍﻟﺮﺑّﺎﻥ."""
