Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR)
,"But for some reason, the meaning of Beato's repeated words about the difference between abandoning the game and settling it......was starting to bother me...","But for some reason, Beato's repeated words...about the difference between abandoning the game and settling it... caught my attention... ","But for some reason, what Beato's repeated words meant, about the difference between abandoning the game and settling it, ......caught my attention...",しかし、ベアトが繰り返し言う、ゲームの放棄とゲームの勝敗は違うという意味が、……なぜか頭に引っ掛かる…。,[=JP],Но по какой‐то причине повторённые Беато слова о разнице между забрасыванием и завершением игры привлекли моё внимание...,"Mas, por algum motivo, o significado das palavras que a Beato repetiu sobre a diferença entre abandonar o jogo e decidi‐lo......estava começando a me incomodar...",可是，贝阿朵那反复说着的，“放弃游戏”与“游戏胜败”之不同的话中之意，……令我不知为何地无法释怀…。,可是，貝阿朵那反覆說著的，“放棄遊戲”與“遊戲勝敗”之不同的話中之意，……令我不知為何地無法釋懷…。,"Ma per qualche ragione, il significato delle parole ripetute da Beato, riguardo alla differenza tra l'abbandonare il gioco e il portarlo a termine... attirò la mia attenzione...",[=UP],"Pero por alguna razón, el significado de las repetidas palabras de Beato sobre la diferencia entre abandonar el juego y terminarlo... me llamó la atención..."," ﻟﻜﻦّ ﻛﻠﻤﺎﺗﻬﺎ ﺍﻟﻤﻜﺮّﺭﺓ ﻋﻦ ﺍﻟﻔﺎﺭﻕ ﺑﻴﻦ ""ﺗﺮﻙ ﺍﻟﻠﻌﺒﺔ"" ﻭ""ﺇﻧﻬﺎﺋﻬﺎ""... ﺑﺪﺃﺕ ﺗﻘﻠﻘﻨﻲ..."
,".........Just what has she been saying, ...and why the bad mood......?","......Just what is it she's been saying, ...and why the bad mood...? ",".........Just what had she been saying, ...and why the bad mood......?",………こいつはさっきから何に不機嫌で、…何を言っているんだ……？,[=JP],Только что она хотела сказать? И почему плохое настроение?,".........Afinal, o que ela está dizendo, ...e por que o mau humor......?",………这家伙从刚才起，是在为什么而不高兴，…张口说着些什么呢……？,………這傢伙從剛才起，是在為什麼而不高興，…張口說著些什麼呢……？,... Che cosa intendeva esattamente... e a cosa era dovuto il suo malumore...?,[=UP],... ¿Qué era lo que ella estaba diciendo... y por qué el mal humor?..., .........ﻣﺎ ﺍﻟﺬﻱ ﺗﻘﻮﻟُﻪ ﺑﺎﻟﻀﺒﻂ؟ ﻭﻟﻤﺎﺫﺍ ﺫﻟﻚ ﺍﻟﻤﺰﺍﺝُ ﺍﻟﻜﺌﻴﺐ...؟
,"Suddenly, I heard a voice from behind me.","At that time, I suddenly heard a voice from behind me. ","At that time, I suddenly heard a voice from behind me.",その時、俺の後から突然、声が聞こえた。,[=JP],Тут позади меня внезапно раздался голос.,"De repente, eu ouvi uma voz vindo de trás de mim.",正在此时，从我的身后，突然传来了声响。,正在此時，從我的身後，突然傳來了聲響。,"In quel momento, sentii all'improvviso una voce provenire da dietro di me.",[=UP],"En ese momento, de pronto escuché una voz detrás mío.", ﻓﺠﺄﺓ، ﺳﻤﻌﺖُ ﺻﻮﺗًﺎ ﺧﻠﻔﻲ.
,"When I turned around, ......there was someone I thought I might, or might not, remember from somewhere...","When I turned around, ...there was someone I thought I might, or might not, remember from somewhere... ",[=UP],振り返ると、……どこかであった記憶があるような、ないような…。,[=JP],"Когда я повернулся, там стоял кто‐то, кого я могу и не могу откуда‐то вспомнить...","Quando eu me virei, ......havia uma pessoa que eu pensei que pudesse, ou não, lembrar alguém...",回头一看，……发现在那站着一位，好像没印象，又好像在记忆中某处有印象的…。,回頭一看，……發現在那站著一位，好像沒印象，又好像在記憶中某處有印象的…。,"Quando mi voltai... c'era qualcuno che credevo di poter ricordare di aver visto da qualche altra parte, o forse no...",[=UP],"Cuando me di la vuelta... había alguien que pensé que recordaba, o no, de alguna parte...", ﻭﺣﻴﻦ ﺍﺳﺘﺪﺭﺕُ، ......ﺭﺃﻳﺖُ ﻓﺘﺎﺓً ﺑﺪﺍ ﻭﻛﺄﻧﻲ ﺃﻋﺮﻓﻬﺎ، ﺃﻭ ﺭﺑﻤﺎ ﻻ...
,"......A mysterious girl, with no light in her eyes, was standing there.","...A mysterious girl, with no light in her eyes, was standing there. ",[=UP],……瞳に光を宿さない、謎の少女が立っていた。,[=JP],......Эта была та загадочная девушка без блеска в глазах.,"......Uma misteriosa garota, sem brilho em seus olhos, estava parada ali.",……瞳孔无光的神秘少女。,……瞳孔無光的神秘少女。,"... Una ragazza misteriosa, con gli occhi privi di luce, se ne stava lì, in piedi.",[=UP],"... Una chica misteriosa, sin luz en sus ojos, estaba parada ahí.", ......ﻓﺘﺎﺓً ﻏﺎﻣﻀﺔً، ﺧﺎﻟﻴﺔَ ﺍﻟﻌﻴﻨﻴﻦ ﻣﻦ ﺍﻟﻀﻮﺀ، ﻭﺍﻗﻔﺔً ﻫﻨﺎﻙ.
{f:5:Bernkastel},""".........What she means is something like this. ......Putting the lid back on this game, leaving the pieces as they are. Without ending, the game will be locked away for all eternity.""","""......What this kid's saying goes something like this. ...She means putting the lid on this game and leaving the pieces as they are. The game will be locked away for all eternity, without ending."" ",""".........What this kid is saying means something like this.  ......She means putting the lid on this game, leaving the pieces as they are.  Without ending, the game will be locked away for all eternity.""",「………その子が言っているのは、こういう意味よ。……このゲームが、駒をそのままに、蓋を閉じられるということ。ゲームは終わらないまま、永遠に留め置かれる。」,「………その子が言っているのは、こういう意味よ。……このゲームが、駒をそのままに、蓋を閉じられるということ。ゲームは終わらないまま、永遠に留め置かれる」,""".........Этот ребёнок хочет сказать следующее. ......Она намеревается закрыть эту игру крышкой, оставив фигуры как есть. Не получив окончания, игра будет заблокирована навечно.""",""".........O que esta criança quis dizer foi algo do tipo. ......Ela colocou uma tampa sobre este jogo, e vai deixar as peças como estão. Sem terminar, o jogo vai ficar trancado por toda a eternidade.""",「………那孩子所说的话，是这么个意思哟。……这盘游戏将会，棋子就这么摆着地，被盖上盖子。游戏没有结束，永远停滞不前。」,「………那孩子所說的話，是這麼個意思喲。……這盤遊戲將會，棋子就這麼擺著地，被蓋上蓋子。遊戲沒有結束，永遠停滯不前。」,"""... Quel che questa bambina vuole dire significa suppergiù questo. ... Intende porre un coperchio su questo gioco, lasciando i pezzi così come sono. Senza mai concludersi, il gioco verrà messo via per tutta l'eternità.""",[=UP],"""... Lo que esta niña quiere decir es algo así. Ella va a poner la tapa de nuevo en este juego, dejando las piezas como están. Sin haber terminado, el juego quedará encerrado para toda la eternidad.""",""".........ﻣﺎ ﺗﻌﻨﻴﻪ ﻫﻮ ﺃﻣﺮٌ ﻛﻬﺬﺍ. ......ﺃﻥ ﻳُﻌﺎﺩ ﺍﻟﻐﻄﺎﺀُ ﻋﻠﻰ ﻫﺬﻩ ﺍﻟﻠﻌﺒﺔ، ﻭﺗُﺘﺮَﻙ ﺍﻟﻘﻄﻊ ﻛﻤﺎ ﻫﻲ. ﺩﻭﻥ ﻧﻬﺎﻳﺔ، ﺳﺘُﻐﻠَﻖ ﺍﻟﻠﻌﺒﺔ ﻟﻸﺑﺪ."""
{f:5:Lambdadelta},"""The only way for you to return to your original world is to win against Beato. .........So Beato abandoning the game would mean... ......Get it?""","""The only way for you to return to your original world is to win against Beato. ......So, if Beato abandons the game, ...get it?"" ","""The only way for you to return to your original world is to win against Beato.  .........In other words, if Beato were to abandon the game......get it?""",「あんたが元の世界へ戻ることの出来る唯一の方法は、ベアトに勝利することだけ。………つまり、ベアトがゲームを放棄しちゃうってことは。……わかるぅ？」,[=JP],"""Для тебя единственная возможность вернуться в свой собственный мир — это выиграть у Беато. .........Другими словами, если Беато забросит игру......Дошло?""","""A única forma de voltar para o seu mundo original é vencendo a Beato. .........Ou seja, se a Beato abandonar o jogo, significa que... ......Entendeu?""",「你得以回到原先的世界的唯一方法，是战胜贝阿朵。………换言之，贝阿朵放弃游戏就意味着。……你明白吧？」,「你得以回到原先的世界的唯一方法，是戰勝貝阿朵。………換言之，貝阿朵放棄遊戲就意味著。……你明白吧？」,"""L'unico modo che hai per tornare al tuo mondo originario è di vincere contro Beato. ... In altre parole, se Beato dovesse abbandonare il gioco... ci arrivi?""",[=UP],"""La única forma de que vuelvas a tu mundo original es ganándole a Beato... Así que, si Beato abandona el juego, eso significaría que... ¿Ya lo entiendes?""","""ﺍﻟﻄﺮﻳﻖُ ﺍﻟﻮﺣﻴﺪ ﻟﻌﻮﺩﺗﻚَ ﺇﻟﻰ ﻋﺎﻟﻤﻚ ﺍﻷﺻﻠﻲ ﻫﻮ ﺃﻥ ﺗﻨﺘﺼﺮ ﻋﻠﻰ ﺑﻴـﺎﺗﻮ. .........ﻓﺈﺫﺍ ﺗﺨﻠّﺖ ﺑﻴـﺎﺗﻮ ﻋﻦ ﺍﻟﻠﻌﺒﺔ، ﻓﺬﻟﻚ ﻳﻌﻨﻲ... ......ﺃﺗﻔﻬﻢ؟"""
,"Suddenly, in another place, there was a girl wearing a bright pink dress.","Suddenly, in a different place...was a girl wearing a bright pink dress. ","Suddenly, in a different place, was a girl wearing a bright pink dress.",いつの間にか、別の場所にも、真っピンクのドレスを来た少女がいた。,[=JP],Внезапно в другом месте возникла девочка в ярко‐розовом платье.,"De repente, em outro lugar, havia outra garota vestindo um chamativo vestido rosa.",不知不觉间，在另一处，又多了个穿着粉红礼服的少女。,不知不覺間，在另一處，又多了個穿著粉紅禮服的少女。,"Improvvisamente, in un altro punto, comparve una ragazza con indosso un vestito rosa intenso.",[=UP],"De repente, en otro lugar, había una chica con un vestido rosado.", ﻭﻓﺠﺄﺓ، ﻓﻲ ﻣﻮﺿﻊٍ ﺁﺧﺮ، ﻛﺎﻧﺖ ﻫﻨﺎﻙ ﻓﺘﺎﺓٌ ﺗﺮﺗﺪﻱ ﺛﻮﺑًﺎ ﻭﺭﺩﻳًّﺎ ﺯﺍﻫﻴًﺎ.
,"......I had a feeling I'd met her somewhere too, but I couldn't remember.","...I had a feeling I'd met her somewhere too, but I couldn't remember. ",[=UP],……彼女にもどこかで会ったような気がするが、思い出せない。,[=JP],"......Чувствую, я её тоже где‐то встречал, но не могу вспомнить.","......Eu tive a sensação de já a ter encontrado também, mas não conseguia lembrar.",……虽然感觉好像在哪见过她，但就是想不起来。,……雖然感覺好像在哪見過她，但就是想不起來。,"... Avevo la sensazione di aver incontrato anche lei da qualche parte, ma non riuscivo a ricordare.",[=UP],"... También tenía la sensación de haberla visto en algún sitio, pero no lo recordaba.", ......ﺷﻌﺮﺕُ ﺃﻧﻲ ﻗﺪ ﺭﺃﻳﺘُﻬﺎ ﻓﻲ ﻣﻜﺎﻥٍ ﻣﺎ، ﻟﻜﻦ ﻟﻢ ﺃﺳﺘﻄﻊ ﺍﻟﺘﺬﻛّﺮ.
,More important was the meaning of the words she said.{n}......The game being abandoned means......huh?,"More important was the meaning of her words. ...If the game is abandoned, then...huh? ","More important was the meaning of the words she said.......If the game is abandoned then, ......huh?",それより、彼女の言った言葉の意味。……ゲームが放棄されるということは、……え？,それより、彼女の言った言葉の意味。{n}……ゲームが放棄されるということは、……え？,"Однако важнее были сказанные ею слова.{n}......Если игра будет заброшена, то... А?",O mais importante era o significado das palavras que ela disse.{n}......O jogo ser abandonado significa que......hã?,比起这个，她所说的那句话。{n}……游戏被放弃意味着，……哎？,比起這個，她所說的那句話。{n}……遊戲被放棄意味著，……哎？,Più importante era il significato delle parole da lei pronunciate. ... Se il gioco viene abbandonato allora... huh?,[=UP],"Más importante era el significado de las palabras que dijo.{n}... Si el juego es abandonado, entonces... ¿eh?", ﻟﻜﻦّ ﻣﺎ ﻗﺎﻟﺘﻪ ﻛﺎﻥ ﺃﻫﻢّ ﻣِﻦ ﻣَﻦ ﺗﻜﻮﻥ.{n}......ﺗﺮﻙُ ﺍﻟﻠﻌﺒﺔ ﻳﻌﻨﻲ......ﻣﺎﺫﺍ؟
{f:5:Bernkastel},""".........That's all there is to it. No match can reach its conclusion without two opposing sides. .........It means that you'll never be able to win and escape this world for all eternity.""","""......That's right. A match won't be resolved unless enemies and allies meet. ......It would mean that you'd never be able to win and escape from this world for all eternity."" ",""".........That's right.  A match won't be resolved unless enemies and allies gather.  .........It would mean that you would never be able to win and escape this world for all eternity.""",「………そういうことよ。勝負は敵味方が揃わなきゃ決着しないわ。………あなたには、もう永遠に、勝利してこの世界から抜け出すことが、出来ないということよ。」,「………そういうことよ。勝負は敵味方が揃わなきゃ決着しないわ。………あなたには、もう永遠に、勝利してこの世界から抜け出すことが、出来ないということよ」,""".........Верно. Матч не будет сыгран, пока не соберутся враги и союзники. .........Это означает, что ты никогда не сможешь выиграть и покинуть этот мир.""",""".........É o que significa. Nenhuma partida pode chegar à sua conclusão sem os dois lados opostos. .........Significa que você nunca será capaz de vencer e escapar desse mundo por toda a eternidade.""",「………是这么回事哟。对决是需要敌我双方都在才能分出胜负的。………这代表着，你已永远无法取得胜利，离开这个世界了。」,「………是這麼回事喲。對決是需要敵我雙方都在才能分出勝負的。………這代表著，你已永遠無法取得勝利，離開這個世界了。」,"""... Proprio così. Uno scontro non si risolve a meno che nemici e alleati non si ritrovino assieme. ... Significherebbe che tu non potresti mai vincere e lasciare questo mondo per tutta l'eternità.""",[=UP],"""... Así es. Ningún juego puede llegar a su conclusión sin dos contrincantes... Significa que nunca podrás ganar y escapar de este mundo por toda la eternidad.""",""".........ﻟﻴﺲ ﻓﻲ ﺍﻷﻣﺮ ﺃﻛﺜﺮ ﻣﻦ ﺫﻟﻚ. ﻣﺎ ﻣﻦ ﻣﺒﺎﺭﺍﺓٍ ﺗﺒﻠﻎ ﺧﺘﺎﻣَﻬﺎ ﺩﻭﻥ ﻃﺮﻓﻴﻦ ﻣﺘﻘﺎﺑﻠﻴﻦ. .........ﻳﻌﻨﻲ ﺃﻧﻚ ﻟﻦ ﺗﺴﺘﻄﻴﻊ ﺃﻥ ﺗﻨﺘﺼﺮ ﺃﻭ ﺗﻬﺮﺏ ﻣﻦ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ ﺇﻟﻰ ﺍﻷﺑﺪ."""
{f:5:Lambdadelta},"""In the end, ......it's kinda like taking the key to the cage that you're locked in, fastening it to the collar of a pigeon or something and letting it fly, I guess.""","""What it comes down to, I guess, ...is something like taking the key to the cage that you're locked in, fastening it to the collar of a pigeon or something, and letting it fly."" ","""What it comes down to, I guess, ......is something like taking the key to the cage that you're locked in, fastening it to the collar of a pigeon or something and letting it fly.",「差し詰め、……あなたを閉じ込めた檻の鍵を、ハトの首輪にでも括り付けて飛ばしてしまうようなものかしら。,「差し詰め、……あなたを閉じ込めた檻の鍵を、ハトの首輪にでも括り付けて飛ばしてしまうようなものかしら」,"""Думаю, всё сводится вот к чему... Это как если взять ключ от клетки, в которой ты заперт, прикрепить его к шее голубя и позволить ему улететь.""","""No fim, ......é como se pegasse a chave da gaiola que você está preso, prendesse ao colarinho de uma pomba ou algo similar e deixar que saia voando, eu acho.""",「总的来说，……这就像把关押你的牢笼的钥匙，跟鸽子项圈绑在一起，将其放飞了一样吧。」,「總的來說，……這就像把關押你的牢籠的鑰匙，跟鴿子項圈綁在一起，將其放飛了一樣吧。」,"""In parole povere, ciò che comporta è, credo... qualcosa di molto simile a prendere la chiave della gabbia in cui sei rinchiuso, legarla al collo di un piccione, per esempio, e lasciarlo volare via.",[=UP],"""Supongo... que se trata de algo así como tomar la llave de la jaula en la que estás encerrado, y amarrarla al cuello de un pájaro o algo similar, y dejarlo volar.""","""ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ، ......ﻳﺸﺒﻪ ﺍﻷﻣﺮ ﺃﻥ ﺗﺄﺧﺬ ﻣﻔﺘﺎﺡَ ﺍﻟﻘﻔﺺ ﺍﻟﺬﻱ ﺃﻧﺖَ ﻓﻴﻪ، ﻭﺗﻌﻠّﻘﻪ ﻓﻲ ﻃﻮﻕِ ﺣﻤﺎﻣﺔٍ ﺃﻭ ﺷﻲﺀٍ ﻣﻦ ﻫﺬﺍ ﺍﻟﻘﺒﻴﻞ ﺛﻢ ﺗُﻄﻠِﻘﻬﺎ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
{f:5:Lambdadelta},"""............This isn't funny, Beato. We didn't come all the way here to watch a boring game like this. Just wrapping it up here? You have to be kidding me.""","""......This isn't funny, Beato. We didn't come this far to watch such a boring game. Calling it a day like this is no joke."" ","............This isn't funny, Beato.  We didn't come this far to watch such a boring game.  Calling it a day like this just isn't funny.""",…………冗談じゃないわ、ベアト。そんなつまらないゲームを見に、私たちは遥々ここまで来たわけじゃないのよ。これでゲームはお開きなんて、冗談じゃないわ。」,「…………冗談じゃないわ、ベアト。そんなつまらないゲームを見に、私たちは遥々ここまで来たわけじゃないのよ。これでゲームはお開きなんて、冗談じゃないわ」,"""............Это не смешно, Беато. Мы зашли так далеко не для того, чтобы наблюдать столь скучную игру. Закончить всё вот так — действительно не смешно.""","""............Isso não é engraçado, Beato. Nós não viemos até aqui para assistir um jogo entediante desses. Simplesmente terminar o jogo assim? Só pode estar brincando.""",「…………开什么玩笑，贝阿朵。我们远道而来，可不是为了看这种乏味的游戏哟。游戏就这么散了？开什么玩笑啊。」,「…………開什麼玩笑，貝阿朵。我們遠道而來，可不是為了看這種乏味的遊戲喲。遊戲就這麼散了？開什麼玩笑啊。」,"... Non è divertente, Beato. Non siamo venute fino a qui per assistere ad un gioco così noioso. Annunciare che finisce qui come se nulla fosse non è affatto divertente.""",[=UP],"""... Esto no tiene gracia, Beato. No vinimos hasta aquí para ver un juego tan aburrido. Decir que lo abandonas así sin más no es gracioso.""","""............ﻫﺬﺍ ﻟﻴﺲ ﻣﻀﺤﻜًﺎ، ﺑﻴـﺎﺗﻮ. ﻟﻢ ﻧﺄﺕِ ﻛﻞ ﻫﺬﺍ ﺍﻟﻄﺮﻳﻖ ﻟﻨﺸﻬﺪ ﻟﻌﺒﺔً ﻣﻤﻠﺔً ﻛﻬﺬﻩ. ﺃﻥ ﺗُﻐﻠﻘﻴﻬﺎ ﻫﻜﺬﺍ؟ ﻻ ﺑﺪ ﺃﻧﻚ ﺗﻤﺰﺣﻴﻦ."""
{f:5:Bernkastel},""".........I'm with Lambda. I came here to make Battler win, and to make you thrash about in defeat. I still haven't achieved that goal. ......I couldn't bear for the game to be abandoned here, for you to just run away on me.""","""......I agree with Lambda. I came here to make Battler win and to make you writhe in defeat. I still haven't achieved that goal. ...I won't stand for you abandoning the game at a time like this and running away."" ",""".........I'm the same as Lambda.  I came here to make Battler win, and to make you writhe in defeat.  I still haven't achieved that goal.  ......I won't stand for you abandoning the game at a time like this and running away.""",「………ラムダに同じよ。私は戦人を勝利させ、あなたを敗北させてのた打ち回らせるためにやって来たのよ。まだその目的を達していない。……こんなところでゲーム放棄されて、逃げ出されたんじゃ堪らないわ。」,「………ラムダに同じよ。私は戦人を勝利させ、あなたを敗北させてのた打ち回らせるためにやって来たのよ。まだその目的を達していない。……こんなところでゲーム放棄されて、逃げ出されたんじゃ堪らないわ」,""".........Я согласна с Лямбдой. Я пришла сюда, чтобы сделать Баттлера победителем и заставить тебя страдать от поражения. Я всё ещё не достигла этой цели. ......Я не потерплю того, что ты забрасываешь игру в такое время и убегаешь.""",""".........Concordo com a Lambda. Eu vim aqui para fazer o Battler vencer, e fazer você se remoer por causa da derrota. Ainda não alcancei esse objetivo. ......Não consigo suportar ver o jogo ser abandonado aqui, e você acabar fugindo de mim.""",「………与拉姆达同感。我是为了令战人取胜，令你败北吃苦头才来的哟。这个目的尚未达成。……可不会同意你在这关头放弃游戏，逃之夭夭哦。」,「………與拉姆達同感。我是為了令戰人取勝，令你敗北吃苦頭才來的喲。這個目的尚未達成。……可不會同意你在這關頭放棄遊戲，逃之夭夭哦。」,"""... La penso come Lambda. Sono venuta qui per far vincere Battler, e per fare contorcere te dal dolore della sconfitta. Non ho ancora raggiunto quell'obiettivo. ... Non ti lascerò abbandonare il gioco e fuggire in un momento come questo.""",[=UP],"""... Opino lo mismo que Lambda. Vine aquí a hacer que Battler gane, y hacer que te retuerzas de dolor en la derrota. Aún no he alcanzado ese objetivo... No aguantaré que abandones el juego de esta manera y escapes.""",""".........ﺃﻧﺎ ﻣﻊ ﻻﻣﺪﺍ. ﺃﺗﻴﺖُ ﻷﺟﻌﻞ ﺑﺎﺗﻠﺮ ﻳﻨﺘﺼﺮ، ﻭﺃﺟﻌﻠﻚِ ﺗﺘﺨﺒّﻄﻴﻦ ﻓﻲ ﺍﻟﻬﺰﻳﻤﺔ. ﻭﻣﺎ ﺯﻟﺖُ ﻟﻢ ﺃُﺣﻘّﻖ ﺫﻟﻚ ﺍﻟﻬﺪﻑ. ......ﻟﻦ ﺃﻃﻴﻖ ﺃﻥ ﺗُﺘﺮَﻙ ﺍﻟﻠﻌﺒﺔُ ﻣﻬﺠﻮﺭﺓً ﻫﻨﺎ، ﺃﻥ ﺗﻬﺮﺑﻲ ﻣﻨﻲ ﻓﺤﺴﺐ."""
{f:5:Beatrice},"""I acknowledge that the way the curtain has fallen on this game has made for a disappointing end for you ladies. ......However, I, the host of this tea party, am after all fickle. Once the fun is gone, I know no way of entertaining. ......I believe that to be what makes me the witch I am in the first place. There should be no problems with this...?""","""I acknowledge that it would mean the curtain call for a game that disappoints you Ladies. ...However, I, the host of this tea party, am fickle. Once it's lost its fun, I know no way of entertaining. ...I believe that's been my witch-like way of doing things from the very beginning. There are no problems, yes...?"" ","""I acknowledge that it would mean the curtain call for a game that disappoints you Ladies.  ......However, I, the host of this tea party, am after all fickle.  Once it's lost its fun, I know no way of entertaining.  ......I believe that was my witch-like way of doing things in the first place.  There are no problems, yes...?""",「卿らを失望させるゲームの幕切れとなったことは認めよう。……しかし、この茶会のホストたる妾は何しろ気まぐれ。興が醒めれば、持て成す術など知らぬ。……元より、それが妾の、魔女たる所以のはず。何も問題はなかろう…？」,「卿らを失望させるゲームの幕切れとなったことは認めよう。……しかし、この茶会のホストたる妾は何しろ気まぐれ。興が醒めれば、もてなす術など知らぬ。……元より、それが妾の、魔女たる所以のはず。何も問題はなかろう…？」,"""Я признаю, что опустить занавес игры значит разочаровать вас, Леди. ......Однако я, хозяйка этого чаепития, очень непостоянна. Как только оно перестаёт быть весёлым, я больше не знаю иных способов развлечения. ......Полагаю, именно такой является моя ведьмовская линия поведения, которой я придерживалась с самого начала. С этим же нет проблем, да?..""","""Eu reconheço que a forma como as cortinas baixaram sobre este jogo as deixou desapontadas. ......Contudo, eu, a anfitriã desta festa do chá, tenho meus caprichos. Uma vez que a diversão acaba, não conheço outra forma de me entreter. ......Eu acredito que é isto o que faz de mim uma bruxa. Não deveria ter problemas com isso...?""",「妾身承认，这会是一个令卿等失望的游戏落幕。……但是，毕竟这个茶会的主人，妾身，行事随性。一旦没兴致了，就不会去管待客之道。……这本就应该是妾身之所以为魔女的原因。所以，没有任何问题吧…？」,「妾身承認，這會是一個令卿等失望的遊戲落幕。……但是，畢竟這個茶會的主人，妾身，行事隨性。一旦沒興致了，就不會去管待客之道。……這本就應該是妾身之所以為魔女的原因。所以，沒有任何問題吧…？」,"""Riconosco che tutto ciò significherebbe abbassare il sipario su un gioco che ha deluso le signorie vostre. ... Ciononostante, io, colei che ha organizzato questo tea party, sono in fin dei conti volubile. Una volta che smette di divertire, non conosco altri modi per intrattenere gli ospiti. ... Mi pare che questa sia sempre stata la mia maniera, in quanto strega, di gestire le cose. Nulla da ridire, vero...?""",[=UP],"""Reconozco que la forma en que se ha cerrado el telón de este juego supone un final decepcionante para ustedes, señoritas... Sin embargo, yo, la anfitriona de esta fiesta de té, soy veleidosa después de todo. Una vez que deja de ser divertido, no conozco manera alguna de que me siga entreteniendo... Supongo que eso es lo que me hace ser una bruja en primer lugar.... No hay problemas, ¿no?...""","""ﺃﻋﺘﺮﻑ ﺃﻥ ﺳﻘﻮﻁَ ﺍﻟﺴﺘﺎﺭ ﻋﻠﻰ ﻫﺬﻩ ﺍﻟﻠﻌﺒﺔ ﺟﻌﻞ ﺧﺘﺎﻣَﻬﺎ ﻣﺨﻴّﺒًﺎ ﻟﻜﻤﺎ ﻳﺎ ﺳﻴﺪﺗﺎﻥ. ......ﻟﻜﻨﻨﻲ، ﺃﻧﺎ ﻣﻀﻴﻔﺔُ ﻫﺬﻩ ﺍﻟﺤﻔﻠﺔ، ﻭﺃﻧﺎ ﻣﺘﻘﻠّﺒﺔُ ﺍﻟﻤﺰﺍﺝ ﻛﻤﺎ ﺗﺮﻳﺎﻥ. ﻭﺣﻴﻦ ﻳﺰﻭﻝ ﺍﻟﻤﺮﺡ، ﻻ ﺃﻋﺮﻑ ﺳﺒﻴﻼً ﻟﻠﺘﺴﻠﻴﺔ. ......ﻭﺃﻇﻦ ﺃﻥ ﺫﻟﻚ ﻫﻮ ﻣﺎ ﻳﺠﻌﻠﻨﻲ ﺍﻟﺴﺎﺣﺮﺓَ ﺍﻟﺘﻲ ﺃﻧﺎ ﻋﻠﻴﻬﺎ. ﻓﻤﺎ ﻣﻦ ﺣﺮﺝٍ ﻓﻲ ﻫﺬﺍ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
{f:5:Bernkastel},""".............................. ......True. I won't go against your creed.""","""......... ...Certainly. I won't go against your creed."" ","""........................Certainly.  I won't go against your creed.""",「…………………………。……確かに。あなたの教義には反しないわ。」,「…………………………。……確かに。あなたの教義には反しないわ」,"""........................Конечно. Я не пойду против твоих убеждений.""",""".............................. ......De fato. Eu não irei contra seus dogmas.""",「…………………………。……的确。并没有违反你的教义。」,「…………………………。……的確。並沒有違反你的教義。」,"""... Certamente. Non mi opporrò alla tua filosofia.""",[=UP],"""... Por supuesto. No iré contra tu credo.""",""".............................. ......ﺻﺤﻴﺢ. ﻟﻦ ﺃﻋﺎﺭﺽ ﻣﺒﺪﺃﻙ."""
