Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
{f:5:Beatrice},"""It is fitting for cooking to be done in the kitchen. Enough, stand back."" ","""It is fitting for cooking to be done in the kitchen. That is enough, stand back.""",[=UP],「料理は料理場でが相応しい。もう充分だ、下がれ。」,「料理は料理場でが相応しい。もう充分だ、下がれ」,"""Стряпнёй впору заниматься на кухне. Довольно, ступайте.""","""É adequado para a comida ser preparada na cozinha. É o suficiente, afastem‐se.""",「菜就該待在做菜的場所。已經夠了，撤下。」,「菜就该待在做菜的场所。已经够了，撤下。」,"""È buona educazione che la preparazione di un pasto avvenga in cucina. {n}Questo è sufficiente, fatevi indietro.""","""La preparazione del cibo andrebbe svolta dentro la cucina. Può bastare, fatevi indietro...""","""Yemeğin mutfakta yapılması daha uygundur. Bu kadar yeter, geri çekilin."""
{f:5:Beatrice},"""...Do you understand how precious a golden drop is? To have it stained this crimson requires that {i:several dozen people's worth} be squeezed."" ","""......Do you understand now how precious a golden drop is? To have it stained this crimson requires that {i:several dozen people's worth} be squeezed.""","""......Do you understand how precious a golden drop is? To have it stained this crimson requires that several dozen people's worth be squeezed.""",「……ゴールデンドロップがどれほど貴重なものかおわかりいただけたかな？　それを集め、それほどに紅く染めるには{i:何十人分も}搾らなければならぬ。」,「……ゴールデンドロップがどれほど貴重なものかおわかりいただけたかな？　それを集め、それほどに紅く染めるには{i:何十人分も}搾らなければならぬ」,"""......Ты понимаешь, насколько драгоценна золотая капля? Чтобы она окрасилась этим тёмно‐багровым цветом, необходимо раздавить {i:несколько десятков человек}.""","""......Agora você entende o quão preciosa é uma gota dourada? Para obter essa mancha carmesim, é necessário que {i:várias dezenas de pessoas} sejam espremidas.""",「……汝明白黃金凝液是多麼貴重的東西了嗎？將此匯聚起來，要染得這麼紅可是沒榨出個{i:幾十人份}就做不到的呢。」,「……汝明白黄金凝液是多么贵重的东西了吗？将此汇聚起来，要染得这么红可是没榨出个{i:几十人份}就做不到的呢。」,"""... Comprendi quanto sia preziosa una golden drop? Affinché questo aperitivo raggiunga questa tonalità di rosso è necessario che diverse dozzine di persone vengano spremute.""","""Riesci a comprendere il valore dell'ultima goccia? Per poterlo servire macchiato di rosso fino a quel livello, abbiamo dovuto spemerlo {i:per diverse decine di volte}.""","""......Altın damlanın ne kadar değerli olduğunu şimdi anlıyor musun? Bu denli kızıla boyanabilmesi için {i:birkaç düzine insanın} sıkılması gerekir."""
,The witch definitely said that only one golden drop could be taken from a single human. ,The witch had definitely said that only one golden drop could be taken from a single human.,[=UP],ひとりの人間から搾り取れるゴールデンドロップは一滴と、魔女は確かに言いました。,[=JP],"Ведьма определённо заявила, что с одного человека можно получить лишь одну каплю.",A bruxa definitivamente havia dito que apenas uma gota dourada poderia ser extraída de um único humano.,魔女確確實實是說過，從一個人身上只能榨出一滴黃金凝液。,魔女确确实实是说过，从一个人身上只能榨出一滴黄金凝液。,La strega aveva chiaramente detto che si poteva ottenere solo una golden drop da un singolo essere umano.,"La strega aveva senz'altro affermato che, da un singolo essere umano, si poteva ricavare l'ultima goccia una sola volta...",Cadı kesinlikle tek bir insandan yalnızca bir altın damla alınabileceğini söylemişti.
,"And yet, she had dozens of people's worth of golden drops from a single human. ...Only a witch could do this. ","And yet, she had dozens of people's worth of golden drops from a single human.{n}......Only a witch could do this."," And yet, she had dozens of people's worth of golden drops from a single human.......Only a witch could do this.",なのに、ひとりの人間のゴールデンドロップが何十人分。……これができるのは魔女だけなのです。,なのに、ひとりの人間のゴールデンドロップが何十人分。{n}……これができるのは魔女だけなのです。,"И тем не менее, у неё было множество ценных золотых капель из одного человека.{n}......Только ведьма могла это сделать.","Ainda assim, ela tinha várias dezenas de gotas douradas tiradas de um único humano.{n}......Apenas uma bruxa poderia fazer isso.",可儘管如此，這一個人的黃金凝液卻是有幾十人份。{n}……能將此做到的只有魔女一個。,可尽管如此，这一个人的黄金凝液却是有几十人份。{n}……能将此做到的只有魔女一个。,"Eppure, lei aveva ricavato la quantità di dozzine di persone da un singolo essere umano. ... Soltanto una strega poteva riuscire in una cosa simile.","Eppure, lei aveva ricavato l'ultima goccia per decine di volte da un singolo essere umano... Soltanto una strega poteva riuscirci.","Ama yine de, tek bir insandan düzinelerce insan değerinde altın damla alabilmişti.{n}......Bunu sadece bir cadı yapabilirdi."
,"The Golden Witch {f:5:Beatrice} could kill a single human ""endlessly"". ","The Golden Witch {f:5:Beatrice} could kill a single human ""endlessly"".", The Golden Witch Beatrice could kill a single human 'endlessly'.,黄金の魔女ベアトリーチェは、ひとりの人間を“無限”に殺すことができるのです。,[=JP],"Золотая Ведьма {f:5:Беатриче}, способная убивать одного человека ""бесконечно"".","A Bruxa Dourada {f:5:Beatrice} poderia matar um único humano ""infinitamente"".",黃金的魔女貝阿朵莉切，能將一位人類“無限”地殺死。,黄金的魔女贝阿朵莉切，能将一位人类“无限”地杀死。,Beatrice la Strega Dorata era in grado di uccidere un singolo essere umano ‘all'infinito’.,La Strega Dorata {f:5:Beatrice} era in grado di uccidere un essere umano {i:all'infinito}...,"Altın Cadı {f:5:Beatrice} tek bir insanı ""sonsuza kadar"" öldürebilirdi."
,"...In other words, before {f:5:Beatrice}, even death did not mean freedom. ","......In other words, before {f:5:Beatrice}, even death did not mean release.","......In other words, before Beatrice, even death did not mean release.",……つまり、ベアトリーチェの前に、死は解放を意味したりはしないのです。,[=JP],"......Другими словами, перед {f:5:Беатриче} даже смерть не означала освобождения.","......Em outras palavras, perante {f:5:Beatrice}, mesmo a morte não significava a libertação.",……也就是說，在貝阿朵莉切面前，死並不意味著解放。,……也就是说，在贝阿朵莉切面前，死并不意味着解放。,"... In altre parole, dinnanzi a Beatrice, nemmeno la morte costituiva una liberazione.","In altre parole, dinanzi a {f:5:Beatrice}, la morte non implicava liberazione.","......Başka bir deyişle, {f:5:Beatrice}'in huzurunda ölüm bile kurtuluş anlamına gelmiyordu."
{f:5:Beatrice},"""Do you need me to put it a different way? Have you forgotten the day this man hit you, when you swallowed the blood that ran into your mouth?"" ","""Want a second sip? Have you forgotten the day this man hit you, and you swallowed the blood that ran into your mouth?""","""Do you need me to say it in a different way? Have you forgotten the day this man hit you, and you swallowed the blood that ran into your mouth?""",「二口目はいらぬか？　この男に殴られて、口中に滲んだ血を飲み込んだ日を忘れたか？」,[=JP],"""Мне следует выразиться иначе? Не стерся ли из твоей памяти тот день, когда этот человек ударил тебя, а ты глотала кровь, стекающую к тебе в рот?""","""Gostaria de um segundo gole? Você se esqueceu do dia em que este homem bateu em você, e você engoliu o sangue que escorria pela sua boca?""",「不用第二口了嗎？忘了被那個男人揍得，吞下口中血的日子了嗎？」,「不用第二口了吗？忘了被那个男人揍得，吞下口中血的日子了吗？」,"""Hai bisogno che te lo spieghi in un altro modo? Hai scordato il giorno in cui quest'uomo ti ha colpita, e tu hai ingoiato il sangue che ti scorreva in bocca?""","""Vuoi un altro sorso? Hai scordato il giorno in cui quest'uomo ti colpì, e in cui tu ingoiasti il sangue che scorreva nella tua bocca?""","""İkinci bir yudum ister misin? Bu adamın sana vurduğu ve ağzından akan kanı yuttuğun günü unuttun mu?"""
{f:5:Beatrice},"""That's right, remember that taste. Remember the taste of the tears that you spilled until you were dry. I believe this aperitif will be sufficient to heal that regrettable memory. *cackle*cackle*!!"" ","""That's right, remember that taste. Remember the taste of the tears that you spilled until you were dry. I believe this aperitif will be sufficient to heal that regrettable memory. *cackle*cackle*!!""",[=UP],「そうそう、あの味を思い出せ。零し尽くして涸れ果てた涙の味を思い出せ。その悔しき思い出を癒して足りるアペリティフであると信じている。くっくっくっくッ！！」,[=JP],"""Правильно, вспоминай тот вкус. Вспоминай вкус слёз, проливаемых тобой, пока они не иссякли. Полагаю, данного аперитива вполне хватит, чтобы освободиться от того горького воспоминания. *Хихи*хихи*!""","""Isso mesmo, relembre aquele sabor. Lembre‐se do sabor das lágrimas que você chorou até secar. Eu acredito que este aperitivo será suficiente para curar essa lamentável memória. *gargalhada*gargalhada*!!""",「對對，想起那股滋味來。想起那流盡了枯竭了的，眼淚的滋味來。妾身確信，這餐前酒定能十足地治癒汝那懊惱的回憶。呵呵呵呵！！」,「对对，想起那股滋味来。想起那流尽了枯竭了的，眼泪的滋味来。妾身确信，这餐前酒定能十足地治愈汝那懊恼的回忆。呵呵呵呵！！」,"""Bene bene, ricorda quel sapore. Ricorda il sapore delle lacrime che hai versato fino a quando non ne hai avute più. Penso che questo aperitivo sarà sufficiente a farti guarire da quell'amaro ricordo. *cackle*cackle*!!""","""Sì, così, imprimi il gusto nella tua memoria. Rimembra il sapore delle lacrime che hai versato fino ad esaurirle. Credo che questo aperitivo sarà sufficiente a farti guarire da tali amari ricordi. Mhmhmhmh!!""","""Evet evet, o tadı hatırla. Kuruyana kadar döktüğün gözyaşlarının tadını hatırla. Bu aperatifin o üzücü anıyı iyileştirmek için yeterli olacağına inanıyorum. *cackle*cackle*!!"""
,"Once again, the goat head servants tilted a deep red glass against her mouth. ","Once again, the goat‐head servants tilted the deep red glass against her mouth.","Once again, the goat head servants tilted a deep red glass against her mouth.",再び山羊頭の使用人が真っ赤なグラスを口元に傾けてきます。,[=JP],И вновь козлоголовые слуги наклонили глубокий красный бокал к её рту.,"Mais uma vez, os servos com cabeça de cabra, inclinaram o copo de vermelho profundo contra a boca dela.",山羊頭傭人再次將紅色的玻璃杯湊近樓座嘴角。,山羊头佣人再次将红色的玻璃杯凑近楼座嘴角。,I servi caproni inclinarono nuovamente un bicchiere rosso scuro contro la sua bocca.,I servitori dalla testa di capra inclinarono nuovamente il bicchiere rosso acceso verso la sua bocca...,Keçi kafalı hizmetkârlar koyu kırmızı kadehi bir kez daha Rosa'nın ağzına doğru eğdi.
,"...Rosa tried resisting by closing her lips, but the deep red liquid was relentlessly poured into her mouth, which hung open with shock, and the inside of her mouth was filled with a ghastly sweetness... ","...Rosa attempted to close her lips in resistance, but the deep red liquid was relentlessly poured into her mouth, which was hanging open with shock, and the inside of her mouth was filled with a ghastly sweetness...","...Rosa tried resisting by closing her lips, but the deep red liquid was relentlessly poured into her mouth, which was hanging open with shock, and the inside of her mouth was filled with a ghastly sweetness...",…楼座は唇を閉じようと抵抗を試みますが、呆けるように開いた口に、その真っ赤な液体は容赦なく注ぎ込まれ、口の中を不気味な甘みで満たしていくのです…。,[=JP],"...Роза пыталась сопротивляться, сжав губы, но от испытанного шока рот её распахнулся и в него тотчас же безжалостно влили тёмно‐красную жидкость, заставив Розу ощутить её жуткую сладость...","...Rosa tentou resistir fechando seus lábios, mas o líquido de vermelho profundo foi lentamente sendo despejado em sua boca, aberta pelo choque, e seu interior foi preenchido por uma horrível doçura...",…樓座雖然想要緊閉起嘴唇嘗試抵抗，但那發傻了似的張開的嘴巴，被毫不留情地倒進了那紅色的液體，口中布滿了滲人的甜味…。,…楼座虽然想要紧闭起嘴唇尝试抵抗，但那发傻了似的张开的嘴巴，被毫不留情地倒进了那红色的液体，口中布满了渗人的甜味…。,"... Rosa cercò di resistere chiudendo le labbra, ma il liquido rosso scuro venne riversato con ostinazione nella sua bocca, che era rimasta aperta dallo shock, e fu riempita da una dolcezza oscena...","Rosa tentò di opporre resistenza chiudendo le labbra, ma il liquido rossastro venne riversato senza tregua nella sua bocca, rimasta aperta per lo sconcerto, e che venne inondata da una dolcezza angosciante...","...Rosa direnerek dudaklarını kapatmaya çalıştı, ama o koyu kırmızı sıvı, şoktan ağzı açık kalan Rosa'nın ağzına acımasızca döküldü, ve ağzının içi dehşet verici bir tatlılıkla doldu..."
,It definitely was a fragrant sweetness. ,It was definitely a fragrant sweetness., It was definitely a fragrant sweetness.,それは間違いなく芳香のある甘み。,[=JP],Это действительно был вкус ароматной сладости.,Era definitivamente uma perfumada doçura.,這毫無疑問是帶有芳香的甘甜。,这毫无疑问是带有芳香的甘甜。,Era indubbiamente una dolcezza fragrante.,Era senza ombra di dubbio una dolcezza ricca di aroma.,Bu kesinlikle hoş aromalı bir tatlılıktı.
,"The living blood of her brother, who had given her such hateful thoughts and made her soak her pillow so many times, had been collected from his death, repeated dozens of times. How could the crimson-stained wine not be sweet? ","Her brother, who she had thought of so hatefully, and who had made her soak her pillow so many times, had died dozens of times over to tinge this wine crimson, so it must have tasted sweet."," The living blood of her brother, who had given her such hateful thoughts and made her soak her pillow so many times, had been collected from his death, repeated dozens of times. It wasn't as though the crimson-stained wine wasn't sweet.",あれほど憎く思い枕を何度も濡らした兄の生き血を、何十も繰り返した死で集めた紅みで染めたワインが、甘くないわけがありません。,[=JP],"Её брат, доводивший её до столь злых мыслей, из‐за которого она не раз плакала в подушку, умер несколько десятков раз, чтобы окрасить тёмно‐красным вино, получившееся действительно сладким.","Seu irmão, a quem ela pensou ter um profundo ódio, e que a fez encharcar seu travesseiro com lágrimas tantas vezes, havia morrido dezenas de vezes para tingir esse vinho carmesim, por isso ele deve ter um sabor muito adocicado.",把那可恨到多次以淚水沾濕枕頭的哥哥，通過反反覆覆殺幾十次而聚集起來的血染紅的葡萄酒，沒可能會不甜。,把那可恨到多次以泪水沾湿枕头的哥哥，通过反反复复杀几十次而聚集起来的血染红的葡萄酒，没可能会不甜。,"Il sangue vivo di suo fratello, che le aveva provocato pensieri tanto carichi d'odio e che le aveva fatto inzuppare il cuscino di lacrime così tante volte, era stato raccolto con la sua morte, ripetutasi decine e decine di volte. Non che il vino macchiato di cremisi non fosse dolce.","Il sangue vivo di suo fratello, che odiava così tanto e che le aveva fatto inzuppare il cuscino di lacrime per così tante volte, era stato raccolto con la sua morte, ripetutasi decine e decine di volte, creando un vino tinto di cremisi che non poteva che avere quel dolce sapore.","Nefretle andığı ve onu defalarca yastığına gömmek zorunda bırakan ağabeyi, bu şarabı kızıla boyamak için onlarca kez ölmüştü, bu yüzden de tadı tatlı olmalıydı."
,But Rosa tried to spit it out. ,But Rosa tried to spit it out., But Rosa tried to spit it out.,でも、楼座は吐き出そうとしました。,[=JP],Но Роза пыталась выплюнуть его.,Mas Rosa tentou cuspi‐lo.,但是，樓座卻想把它吐出來。,但是，楼座却想把它吐出来。,Ma Rosa cercava comunque di sputarlo fuori.,Ma Rosa cercò comunque di sputarlo fuori.,Ama Rosa tükürmeye çalıştı.
,"Because of that, the deep red wine that spilled out of Rosa's mouth looked just like a bloodstain. ","Because of that, the deep red wine that spilled out of Rosa's mouth made her look as if she was covered in blood."," Because of that, the deep red wine that spilled out of Rosa's mouth looked just like a bloodstain.",そのせいで、楼座は口から溢れた真っ赤なワインでまるで血塗れのように見えました。,[=JP],"Из‐за этого вино тёмного красного цвета, пролившееся изо рта Розы, выглядело как кровавое пятно.","Por causa disso, o vinho de vermelho profundo que foi expelido de sua boca fez com que parecesse que ela estava coberta por sangue.",因此，從樓座嘴角溢出的紅色葡萄酒看起來簡直就像是一片血污。,因此，从楼座嘴角溢出的红色葡萄酒看起来简直就像是一片血污。,"Così facendo, il vino rosso scuro che fuoriusciva dalla bocca di Rosa sembrava una macchia di sangue.","A causa di ciò, il vino rosso vivo che fuoriusciva dalla bocca di Rosa sembrava una chiazza di sangue...",Bu nedenle Rosa'nın ağzından dökülen koyu kırmızı şarap onu kana bulanmış gibi gösteriyordu.
,"...Now that she knew that this ghastly substance wasn't a simple aperitif, Rosa couldn't help but feel uncomfortable about what would happen if this banquet continued. ","......If this ghastly substance was only the aperitif, Rosa couldn't help but feel uncomfortable about what would happen if this banquet continued.","......Now that she knew that this ghastly substance wasn't a simple aperitif, Rosa couldn't help but feel uncomfortable about what would happen if this banquet continued.",……このような不気味なるものが単なるアペリティフである以上、楼座はこの後に続くだろう宴に不安を覚えないわけもありませんでした。,[=JP],"......Теперь, когда она знала, что это страшное вещество было не просто аперитивом, Розе становилось не по себе при мысли, что произойдет дальше, если этот пир продолжится.","......Se essa horrível substância era apenas o aperitivo, Rosa não pôde fazer nada além de se sentir desconfortável sobre o que iria acontecer se o banquete continuasse.",……如此恐怖的東西才只是餐前酒，樓座當然不可能不為還要繼續下去的宴會，而感到不安。,……如此恐怖的东西才只是餐前酒，楼座当然不可能不为还要继续下去的宴会，而感到不安。,"... Ora che sapeva che questa sostanza sinistra non era un semplice aperitivo, Rosa non poteva fare a meno di provare ansia pensando a cosa sarebbe successo se questo banchetto fosse continuato.","Se quella sostanza sinistra era un semplice aperitivo, Rosa non riusciva a non provare ansia al pensiero di come sarebbe proseguito il banchetto.","......Eğer bu tüyler ürpertici madde sadece bir aperatifse, Rosa bu ziyafetin devam etmesi halinde olacaklardan duyduğu tedirginliği hissetmekten kendini alamıyordu."
{f:5:Beatrice},"""That is a double-tongued salad made from vegetables in season. ...On your 9th birthday, you made a wish that you'd someday get to chew this to bits, this salad made from Eva's tongue."" ","""That is a forked‐tongued salad made from vegetables in season. ...On your ninth birthday, you wished you could bite it off someday—so here is that salad you desired, made from Eva's tongue.""","""That is a double-tongued salad made from vegetables in season. ...As you hoped you could one day chew to bits on your 9th birthday, here is that salad you desired, made from Eva's tongue.""",「それは旬の野菜による二枚舌のサラダ風だ。…お前がいつか食い千切ってやりたいと９歳の誕生日の日に願った、絵羽の舌で作った念願のサラダよ。」,「それは旬の野菜による二枚舌のサラダ風だ。…お前がいつか食い千切ってやりたいと９歳の誕生日の日に願った、絵羽の舌で作った念願のサラダよ」,"""Это салат из лживых языков с овощами. ...Ты же мечтала, что на свой девятый день рождения сможешь отведать этого салата, приготовленного из языка Евы.""","""Essa é uma salada de língua bifurcada feita com vegetais da estação. ...Em seu nono aniversário, você desejou que pudesse prová‐la um dia — então aqui está a salada que você desejou, feita com língua de Eva.""",「這是由當季蔬菜搭配做成的{c:86EF9C:二枚舌}沙拉。{c:86EF9C:（詳見魔導書“日文知識相關”條目）}…這是實現了你九歲生日時許下的，總有一天要咬碎繪羽的願望的，由她的舌頭做成的沙拉喲。」,「这是由当季蔬菜搭配做成的{c:86EF9C:二枚舌}沙拉。{c:86EF9C:（详见魔导书“日文知识相关”条目）}…这是实现了你九岁生日时许下的，总有一天要咬碎绘羽的愿望的，由她的舌头做成的沙拉哟。」,"""Quella è un'insalata di lingue fatta con ortaggi di stagione. ... Proprio come quella che al tuo nono compleanno avevi sperato di poter masticare un giorno, ecco l'insalata che avevi desiderato, fatta con la lingua di Eva.""","""Questa è un'insalata di lingue biforcute, realizzata con verdure di stagione... Ecco l'insalata dei tuoi sogni, creata con le lingue di Eva, le stesse lingue che, il giorno del tuo nono compleanno, avevi desiderato di poter prima o poi strappare a morsi.""","""Bu ise, mevsim sebzelerinden yapılmış bir dil salatası. ...Dokuzuncu yaş gününde bir gün ısırıp koparabilmeyi dilediğin Eva'nın dilinden yapılmış—işte o çok istediğin—salata."""
Ushiromiya Rosa,"""............!!!"" ","""........................!!!""",""".....................!!!""",「……………………ッ！！！」,[=JP],[=OG],[=UP],「……………………！！！」,[=CHT],"""...!!!""",[=ITA],[=UP]
,"When Rosa heard the true nature of the pink-colored meat piled up in the salad, she had a sudden impulse to vomit her guts out. ","When Rosa heard the true nature of the pink‐colored meat piled up in the salad, she had a sudden impulse to vomit her guts out.","When Rosa heard the true nature of the pink-colored meat piled up in the salad, she had a sudden impulse to vomit her guts out.",楼座は、サラダに盛り付けられている桃色の肉の正体を聞き、内臓を口から全て吐き出してしまいたい衝動に駆られます。,[=JP],"Когда Роза узнала настоящую природы розоватого мяса, приправленного салатом, у неё возник внезапный порыв к опорожнению своего желудка.","Quando Rosa ouviu sobre a verdadeira natureza da carne rosada que estava sobre a salada, ela teve um impulso repentino de querer vomitar suas entranhas.",樓座一聽到這盛在沙拉上的粉肉的原料，腦中就涌起股想要把內臟全都從口中吐出來的衝動。,楼座一听到这盛在沙拉上的粉肉的原料，脑中就涌起股想要把内脏全都从口中吐出来的冲动。,"Quando sentì della vera natura della carne rosea nell'insalata, Rosa avvertì l'impulso improvviso di vomitare tutto quello che aveva dentro.","Quando udì la vera natura della carne rosea disposta sull'insalata, Rosa venne sconvolta dall'impulso di vomitare fuori tutto quello che aveva nello stomaco...","Rosa salatanın içindeki pembe renkli etlerin gerçek içeriğini öğrendiğinde, ani bir içgüdüyle adeta bağırsaklarını kusmak istedi."
,"...Furthermore, the goat servants stuck a fork in it...and carried it to Rosa's mouth. ","...Furthermore, the goat servants stuck a fork in it, and carried it to Rosa's mouth.",[=UP],…しかも、山羊の使用人はそれをフォークで刺し、楼座の口元へ運ぶのです。,[=JP],"...Кроме того, козлоголовые слуги нанизали его на вилку и поднесли ко рту Розы.","...Além disso, os servos com cabeça de cabra fincaram um garfo, e a levaram até a boca de Rosa.",…可是，山羊傭人卻用叉子叉起這個，直往樓座嘴裡送。,…可是，山羊佣人却用叉子叉起这个，直往楼座嘴里送。,"... Inoltre, i servi dalle teste di caproni ne presero un pezzo con la forchetta e lo portarono alla bocca di Rosa.","E per giunta, un servitore dalla testa caprina ne infilzò un pezzo con la forchetta... e lo portò alle sue labbra.","...Dahası, keçi uşakları bir çatal saplayarak Rosa'nın ağzına götürdüler."
{f:5:Beatrice},"""How does your double-tongued sister taste? It must be quite soft and enchanting, right? *cackle*cackle*!"" ","""How does your sister's forked tongue taste? It must be quite soft and enchanting, right? *cackle*cackle*!""","""How does your double-tongued sister taste? It must be quite soft and enchanting, right? *cackle*cackle*!""",「姉の二枚舌のお味はどうか？　さぞや柔らかくとろけるであろう？　くっくっくっく！」,[=JP],"""Как твоя лживая сестра на вкус? Должно быть весьма мягко и завораживающе, верно? *хихи*хихи*!""","""Como é o sabor da língua bifurcada da sua irmã? Deve ser bem macia e encantadora, certo? *gargalhada*gargalhada*!""",「姐姐的二枚舌的滋味如何呀？想必是既鬆軟又入口即化吧？呵呵呵呵！」,「姐姐的二枚舌的滋味如何呀？想必是既松软又入口即化吧？呵呵呵呵！」,"""Com'è il sapore della tua ipocrita sorella? Deve essere davvero morbido e accattivante, ho ragione? *cackle*cackle*!""","""Che sapore ha la lingua biforcuta di tua sorella? Sono certa che è soffice e intrigante, vero? Kuahahahah!""","""Kız kardeşinin çatallı dilinin tadı nasıl? Oldukça yumuşak ve büyüleyici olmalı, değil mi? *cackle*cackle*!"""
,"It probably would be quite sweet, soft and enchanting in her mouth. ","How sweet, soft and enchanting it must have tasted in her mouth.","Maybe it was quite sweet, soft and enchanting in her mouth.",それはさぞや口の中で甘く柔らかくとろけるでしょう。,[=JP],"Возможно, во рту он был сладким, мягким и чарующим.","Quão doce, macia e encantadora deve ser o gosto em sua boca.",這在口中定是既鬆軟又入口即化吧。,这在口中定是既松软又入口即化吧。,"Forse era veramente dolce, morbido e accattivante per il suo palato.","Sicuramente, dentro il suo palato sentiva qualcosa di dolce, soffice e intrigante.","Ağzında nasıl da tatlı, yumuşak ve büyüleyici bir tadı olmalı."
,"After all, Eva's lies were always sweet, and young Rosa had always listened to them. ","After all, Eva's lies were always sweet, and young Rosa had always listened to them."," After all, Eva's lies were always sweet, and young Rosa had always listened to them.",だって、絵羽の嘘はいつも甘く、幼い楼座はいつもそれに耳を貸してしまったのですから。,[=JP],"В конце концов, ложь Евы всегда была сладкой и молодая Роза всегда слушала её.","Afinal, as mentiras de Eva sempre foram doces, e a jovem Rosa sempre as ouvia.",因為，繪羽的謊言總是那麼甘甜鬆軟，小時候的樓座總是不由自主地去聽信。,因为，绘羽的谎言总是那么甘甜松软，小时候的楼座总是不由自主地去听信。,"Dopotutto, le menzogne di Eva erano sempre state dolci, e la giovane Rosa le aveva sempre ascoltate.","Dopotutto, le bugie di Eva erano ogni volta dolci come il miele, e la giovane Rosa finiva sempre a darle retta...",Ne de olsa Eva'nın yalanları hep tatlıydı ve genç Rosa onları hep dinlemişti.
,"...And, you might say the stimulating pepper seasoning expressed the truth behind those lies well. ",...So you could say that the taste of the stimulating pepper seasoning that had been added expressed the details of those lies well.,...So you could say that the taste of the stimulating pepper seasoning that was added expressed the details of those lies well.,…だからピリリと胡椒で刺激的に味付けがしてあるのは、その嘘の顛末をよく味で表現していると言えました。,[=JP],"...Таким образом, можно было сказать, что вкус добавленной перечной приправы отлично подчёркивал ту ложь.","...E você até poderia dizer que o sabor do estimulante tempero de pimenta adicionado, expressou as verdades por trás de suas mentiras também.",…所以，這讓舌頭發麻的，用胡椒做成的刺激性調味料，可以說是漂亮地以味道表現出了這種謊言引發的始末。,…所以，这让舌头发麻的，用胡椒做成的刺激性调味料，可以说是漂亮地以味道表现出了这种谎言引发的始末。,... Per questo motivo si sarebbe potuto dire che lo stuzzicante condimento a base di pepe che vi era stato aggiunto simboleggiava perfettamente i dettagli di quelle bugie.,"Per cui, si poteva dire che il sapore del condimento, sfizioso, pungente e a base di pepe, fosse un'ottima metafora culinaria dei particolari delle sue menzogne.","...Bu yüzden, eklenen canlandırıcı biber çeşnisinin tadının bu yalanların ayrıntılarını daha iyi ifade ettiği söylenebilirdi."
Ushiromiya Rosa,"""......mnnnnnnnnnnn!! Nggggnnnnnnnnnnnnnn!!"" ","""......mnnnnnnnnnnn!! mnnnnnnnnnnnnnn!!""",[=UP],「……ふんんんんんッ！！ふんんんんんんんんん！！」,「……ふんんんんんッ！！　ふんんんんんんんんん！！」,"""......н‐н‐н‐н‐н‐н‐н! н‐н‐н‐н‐н‐н‐н!""",[=UP],「……呸—————！！呸—————————！！」,[=CHT],"""... mnnnnnnnnnnn!! mnnnnnnnnnnnnnn!!""","""...Mnnnnngh!! Mnnnnnnnnngh!!""",[=UP]
,"As the tongue salad that kept being pushed into Rosa's mouth was covered with saliva, she spat it out. ","Rosa spat out the tongue salad that kept being pushed into her mouth, covering it with saliva.","As the tongue salad that kept being pushed into Rosa's mouth was covered with saliva, she spat it out.",楼座は口に次々と押し込まれる舌サラダをぼろぼろと唾液塗れにしながら吐き出します。,[=JP],"Поскольку салат с языком, который всё ещё продолжал заталкиваться в рот Розы, был покрыт слюной, она выплюнула его.","Rosa cuspiu fora a salada de língua que continuava a ser empurrada contra sua boca, cobrindo ela com saliva.",樓座把不斷塞進自己嘴裡的舌頭沙拉吐了出來，上面一踏糊塗地沾滿了唾液。,楼座把不断塞进自己嘴里的舌头沙拉吐了出来，上面一踏糊涂地沾满了唾液。,"Non appena l'insalata di lingue che le veniva imboccata a forza fu coperta di saliva, Rosa la sputò.","Rosa sputava ciascun pezzo dell'insalata di lingue che le veniva imboccata a forza, lasciandolo raggrinzito e ricoperto di saliva.",Rosa ağzına sokulmaya devam eden dil salatasını tükürerek dışarı çıkardı ve tükürükle kapladı.
,But the goat head servants carefully returned it to the plate and carried it to Rosa's mouth over and over again. ,But the goat‐head servants carefully returned it to the plate and carried it to Rosa's mouth over and over again., But the goat head servants carefully returned it to the plate and carried it to Rosa's mouth over and over again.,しかし山羊頭の使用人はそれを丁寧に皿に戻しては何度でも楼座の口に運ぶのです。,[=JP],"Но козёл, возглавлявший прислугу, возвращался к тарелке и неоднократно подносил его ко рту Розы.","Mas os servos com cabeça de cabra cuidadosamente colocavam de volta no prato e levavam até a boca de Rosa, de novo e de novo.",然而，山羊頭傭人又將此小心盛回盤子，一次又一次地往樓座口中送。,然而，山羊头佣人又将此小心盛回盘子，一次又一次地往楼座口中送。,Ma volta dopo volta i servi riempivano il piatto e imboccavano ancora Rosa.,"Ma ogni volta, i servitori dalla testa di capra li rimettevano con cura nel suo piatto, per poi riportarglieli alla sua bocca.","Ancak keçi kafalı hizmetkârlar özenle tabağa geri koyarak, tekrar ve tekrar Rosa'nın ağzına götürdüler."
