Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"But Jessica herself didn't know why she'd stopped her mother, ...and for a while, she smiled wryly, muttering to herself as she hesitated over what to say. ","But Jessica herself didn't know why she had stopped her mother, ...and for a while, she muttered to herself with a slightly forced smile as she hesitated over what to say."," But Jessica herself didn't know why she had stopped her mother, ...and for a while, she smiled wryly、muttering to herself as she hesitated over what to say.",でも朱志香は、どうして自分が呼び止めてしまったのか自分でもわからなくて、…しばらくの間、苦笑い気味に呻きながら、何を口にすればいいか悩んだ。,[=JP],"Но Джессика и сама не знала, зачем она остановила свою мать... И некоторое время криво улыбаясь, она бормотала что‐то про себя, колебаясь что сказать.","Mas nem mesmo Jessica sabia por que havia parado sua mãe, ...e por um instante, ela murmurou para si mesma com um sorriso forçado, hesitando sobre o que iria dizer.",但是朱志香自己也不知道為什麼要叫住媽媽，…一時間，像是在苦笑似的支支吾吾，煩惱著該說什麼。,但是朱志香自己也不知道为什么要叫住妈妈，…一时间，像是在苦笑似的支支吾吾，烦恼着该说什么。,[=ST],"Ma la stessa Jessica non sapeva perché avesse fermato sua madre... e per qualche istante, sorrise amaramente, mormorando a se stessa mentre esitava sulle parole da dire.","Ma neanche Jessica sapeva perché avesse chiamato sua madre per fermarla... e per qualche istante fu dubbiosa su cosa dire, sospirando con un sorriso forzato.","Ama Jessica annesini neden durdurduğunu kendisi de bilmiyordu, ...ve bir süre ne söyleyeceği konusunda tereddüt ederken hafif zoraki bir gülümsemeyle kendi kendine mırıldandı."
,"She was poking around in her pocket when her hand touched something, and she took it out. ","She was poking around in her pocket when her hand touched something, and she took it out."," She was poking around in her pocket when her hand touched something, and she took it out.",そしてポケットをまさぐっていると、何かが手に触れ、それを取り出した。,[=JP],"Она порылась в кармане, и как только её рука коснулась чего‐то, то она вытащила это наружу.","Ela estava mexendo em seu bolso quando sua mão tocou algo, e então o tirou do bolso.",然後她把手伸進口袋搗鼓起來，摸到了什麼後，把它拿了出來。,然后她把手伸进口袋捣鼓起来，摸到了什么后，把它拿了出来。,[=ST],"Stava rovistando nella sua tasca quando la sua mano toccò qualcosa, e lei la tirò fuori.","E rovistando nella sua tasca, toccò qualcosa con la mano, per poi tirarlo fuori.",Cebini karıştırırken eli bir şeye çarptı ve onu çıkardı.
Ushiromiya Jessica,"""U-Um, hey, Mom! I, uh, was given a charm today. What was it, a charm against magic? ","""Um, hey, Mom! I, uh, was given a charm today. What was it, a charm against magic?""","""Um, hey, Mom! I, uh, was given a charm today. What was it, a charm against magic?",「あ、あのさ、母さん！　私さ、今日、お守りもらったんだよ。何だっけな、魔除けだったっけ？,「あ、あのさ、母さん！　私さ、今日、お守りもらったんだよ。何だっけな、魔除けだったっけ？」,"""М‐м, эй, мама! Мне, э‐э, сегодня вручили этот талисман. Что же это было, талисман против магии?""","""Hm, ei, mãe! Eu, bem, quero te dar um amuleto hoje. O que é isso mesmo, um amuleto contra magia?""",「那、那個，媽媽！我呀，今天拿到了個護身符嘞。是什麼來著，用來驅魔的來著？」,「那、那个，妈妈！我呀，今天拿到了个护身符嘞。是什么来着，用来驱魔的来着？」,[=ST],"""Um, ehi, Mamma! Oggi, uh, mi hanno dato un amuleto. Cos'era, un amuleto contro la magia?","""U-Uhm, ehi, mamma! Oggi, uhm, mi hanno dato un amuleto. Mi pare fosse un talismano protettivo...""","""Um, hey, Anne! Bugün bana bir tılsım verdiler. Neydi o, büyüye karşı bir tılsım mı?"""
Ushiromiya Jessica,"Umm, err, ......I'm pretty sure that...you were supposed to hang it from your doorknob, I think. Ahahaha, ...I forget... There's no point in me having it, ...so I'll let you take it."" ","""Umm, err...... I'm pretty sure that...you were supposed to hang it from your doorknob, was it? Ahahaha... I forget... There's no reason for me to have it, so......I'm giving it to you."""," Umm, err......, I'm pretty sure that, you were supposed to hang it from your doorknob, was it? Ahahaha..., I forget... There's no reason for me to have it, so...... I'm giving it to you.""",えっとえっと……、確かその、ドアノブにぶら下げてるといいんだっけ？　あははは…、忘れちまったぜ…。私が持ってても仕方ないし……。母さんにあげるよ。」,「えっとえっと……、確かその、ドアノブにぶら下げてるといいんだっけ？　あははは…、忘れちまったぜ…。私が持ってても仕方ないし……。母さんにあげるよ」,"""М‐м, э‐э... я уверена, что его нужно вешать на дверную ручку, вроде как‐то так. Аха‐ха‐ха... я забыла... у меня нет причин оставлять его у себя, так что... Я отдаю его тебе.""","""Bem, err...... eu tenho certeza que...você deveria pendurá‐lo na maçaneta de sua porta, certo? Ahahaha... Eu me esqueci... Não tem motivo para eu ter isso, então......Eu estou te dando.""",「那個那個……，好像是掛在門把手上就行？啊哈哈哈…，都忘了嘞…。我拿著也沒用……。就送給媽媽吧。」,「那个那个……，好像是挂在门把手上就行？啊哈哈哈…，都忘了嘞…。我拿着也没用……。就送给妈妈吧。」,[=ST],"Umm, ecco... mi pare che, lo devi appendere alla maniglia della porta, funzionava così no? Ahahaha... mi sono dimenticata... a me non serve tenerlo, quindi... lo do a te.""","""Uhm, ecco... se non sbaglio lo si dovrebbe appendere alla maniglia, giusto?Ahahahah... me ne sono dimenticata... A me non serve tenerlo, quindi... lo darò a te, mamma.""","""Umm, err...... Eminim ki...sanırım onu kapı koluna asman gerekiyordu? Ahahaha... Unutmuşum... Bende kalması için bir sebep yok, yani......sana veriyorum."""
,It was the scorpion charm that Maria had given her on the beach. ,It was the scorpion charm that Maria had given her by the beach that day.,[=UP],それは、昼間、海岸で真里亞にもらったサソリのお守りだった。,[=JP],"Это был скорпионий талисман, который Мария дала ей сегодня на пляже.","Era o amuleto de escorpião que a Maria havia dado a ela naquele dia, quando estavam na praia.",這是下午在海邊從真里亞那拿到的蠍子護身符。,这是下午在海边从真里亚那拿到的蝎子护身符。,[=ST],Era l'amuleto dello scorpione che Maria le aveva dato sulla spiaggia quel giorno.,"Era l'amuleto con lo scorpione, che quel pomeriggio Maria le aveva dato sulla spiaggia.","Bu, Maria'nın sahilde ona verdiği akrep tılsımıydı."
,"Although she'd heard of its various effects from Maria, Jessica's mind had gone blank, and she was just barely able to say even that much. ","Although she had heard of its various effects from Maria, right now, Jessica's mind was blank, and it was all she could do to say even that much."," Although she had heard of its various effects from Maria, right now, Jessica's mind was blank, and she was just barely able to say even that much.",真里亞に効能を色々聞いたはずなのに、この瞬間の朱志香は頭が真っ白で、そんなことを言うのがやっとだった。,[=JP],"Несмотря на то, что она слышала от Марии о различных его эффектах, прямо сейчас разум Джессики был опустошён, и она едва смогла выдавить из себя даже эту малость.","Embora ela tivesse ouvido sobre os seus vários efeitos, naquele momento, a mente de Jessica estava completamente vazia, e aquilo era tudo o que ela conseguia dizer.",明明聽真里亞介紹過這護身符的各種功能，可是現在朱志香的腦中是一片空白，就連這些話都是好不容易才說出來的。,明明听真里亚介绍过这护身符的各种功能，可是现在朱志香的脑中是一片空白，就连这些话都是好不容易才说出来的。,[=ST],"Anche se Maria le aveva parlato dei suoi vari effetti, ora come ora, la mente di Jessica era vuota, ed era riuscita a stento a dire quelle parole.","Anche se Maria le aveva parlato dei suoi vari effetti, in quel momento la mente di Jessica era in tilt, ed era riuscita a stento a spiegarle quelle informazioni.","Maria'dan çeşitli etkilerini duymuş olmasına rağmen, şu anda Jessica'nın zihni bomboştu ve bu kadarını bile söylemek elinden gelen tek şeydi."
,"Jessica, thinking that her mother probably wouldn't accept it anyway, immediately drew back the hand she had stuck out, grasping the charm. ","Thinking that her mother probably wouldn't accept the charm anyway, Jessica had immediately drawn back the hand offering it to her."," Jessica, thinking that her mother probably wouldn't accept it anyway, immediately drew back the hand she had stuck out, grasping the charm.",朱志香は、どうせ受け取ってもらえないだろうと思い、お守りを握って突き出した手を、すぐに引っ込めてしまった。,[=JP],"Джессика, посчитавшая, что её мать в любом случае его не примет, тут же убрала протянутую руку, сжимавшую талисман.","Pensando que sua mãe provavelmente não iria aceitar aquele amuleto, Jessica imediatamente recuou a mão que havia estendido para ela.",朱志香估摸著反正媽媽也不會要，馬上就把直直伸出的那只握著護身符的手，又給縮了回去。,朱志香估摸着反正妈妈也不会要，马上就把直直伸出的那只握着护身符的手，又给缩了回去。,[=ST],"Jessica, pensando che comunque sua madre molto probabilmente non lo avrebbe accettato, ritirò immediatamente la mano che aveva allungato, stringendo l'amuleto.","Jessica pensò che ad ogni modo, sua madre non lo avrebbe accettato, e ritirò subito il braccio che aveva allungato, il quale stringeva l'amuleto...","Annesinin muhtemelen tılsımı kabul etmeyeceğini düşünen Jessica, tılsımı ona uzatan elini hemen geri çekmişti."
,"......So when Natsuhi came back to take it, she was extremely shocked... ","......So when Natsuhi came back and took hold of that hand, she was extremely surprised...","......So when Natsuhi came back to take it, she was extremely shocked...",……だから、夏妃がこちらへ戻ってきて、その手を取った時には、とても驚いた…。,[=JP],"......Так что когда Нацухи подошла, чтобы забрать его, она была сильно удивлена...","......Quando então Natsuhi voltou e segurou sua mão, extremamente surpresa...",……因此，當夏妃回到她身邊，將她的手攥起的時候，她大吃了一驚…。,……因此，当夏妃回到她身边，将她的手攥起的时候，她大吃了一惊…。,[=ST],"... Per questo, quando Natsuhi si avvicinò per prenderlo, fu estremamente sorpresa...","Per questo, quando Natsuhi tornò indietro per prenderlo, fu estremamente sorpresa...",......Bu yüzden Natsuhi geri gelip o eli tuttuğunda son derece şaşırmıştı...
Ushiromiya Natsuhi,"""............What is this? Some kind of prize toy...?"" ","""......................What is this? Some kind of giveaway...?""","""...............What is this? Some kind of giveaway...?""",「…………………これは？　何かの景品…？」,[=JP],"""...............Что это? Бесплатный рекламный товар?..""","""......................O que é isso? Algum tipo de prêmio...?""",「…………………這是？某種紀念品嗎…？」,「…………………这是？某种纪念品吗…？」,[=ST],"""... Cos'è questo? Una sorta di regalino...?""","""...Cos'è? Una specie di gadget...?""","""......................Bu nedir? Bir çeşit hediye mi...?"""
Ushiromiya Jessica,"""W-Well it's...I think it's something like that... I guess you wouldn't really expect a charm that looks like a toy to do anything......"" ","""W‐well, it's, I think it's something like that... I guess you can't expect any benefits from a charm that looks like a toy......""","""W, well it's, I think it's something like that... You couldn't really expect a charm that looks like a toy to be effective......""",「ま、まぁその、私も多分そうだろうと思ってるけどよ…。こんな玩具みたいなお守りじゃ、…ご利益は期待できねぇよな……。」,「ま、まぁその、私も多分そうだろうと思ってるけどよ…。こんな玩具みたいなお守りじゃ、…ご利益は期待できねぇよな……」,"""Н‐ну, что‐то в этом роде... Нельзя же на самом деле ожидать прока от талисмана, похожего на игрушку...""","""B‐Bem, é, eu acho que é algo assim... Eu acho que você não pode esperar nenhum tipo de benefício vindo de um amuleto que parece um brinquedo......""",「那、那個，我也覺得大概就是這種東西啦…。這種像玩具一樣的護身符，…果然還是沒法指望它能靈驗吧……」,「那、那个，我也觉得大概就是这种东西啦…。这种像玩具一样的护身符，…果然还是没法指望它能灵验吧……」,[=ST],"""B-Beh, penso che sia qualcosa del genere... non puoi davvero aspettarti che un amuleto che sembra un giocattolo funzioni...""","""B-Beh, forse, penso che sia qualcosa del genere... Non ci si può aspettare che un amuleto che sembra un giocattolo... possa avere chissà che potere miracoloso...""","""Ş-Şey, sanırım, sanırım öyle bir şey... Sanırım oyuncağa benzeyen bir tılsımdan herhangi bir fayda bekleyemezsin......"""
,But her mother took the charm from where she grasped it in her hand. ,But her mother took the scorpion charm from her grip.,But her mother grasped that hand and accepted the scorpion charm.,しかし母は、その手に握られた、サソリのお守りを受け取る。,[=JP],Но её мать сжала свою руку и приняла скорпионий талисман.,Mas sua mãe pegou o amuleto de escorpião de sua mão.,不過媽媽還是接過了握在朱志香手中的護身符。,不过妈妈还是接过了握在朱志香手中的护身符。,[=ST],Ma sua madre le strinse la mano e accettò l'amuleto dello scorpione.,"Ma sua madre le strinse la mano, e prese l'amuleto con lo scorpione.",Ama annesi akrep tılsımını onun elinden aldı.
Ushiromiya Natsuhi,"""Thank you. I'll take good care of it. ............Sometime soon, in exchange, why don't I give you a charm that was important to me when I was a child?"" ","""Thank you. I'll take good care of it. ............Sometime soon, in exchange, I'll give you a charm that was important to me when I was a child.""","""Thank you. I'll take good care of it. ............Sometime soon, in exchange, why don't I give you a charm that was important to me when I was a child?""",「ありがとう。大切にします。…………朱志香には今度、私が子どもの頃、大切にしていたお守りを代わりにあげましょう。」,「ありがとう。大切にします。…………朱志香には今度、私が子どもの頃、大切にしていたお守りを代わりにあげましょう」,"""Спасибо тебе. Я позабочусь о нём. ............Возможно попозже, почему бы мне не дать тебе взамен талисман, которым я дорожила, когда была ребёнком?""","""Obrigada. Eu vou cuidar bem dele. ............Muito em breve, em troca, eu vou dar a você um amuleto que era importante para mim quando eu era criança.""",「謝謝。我會很珍惜的。…………作為交換，下次媽媽也給朱志香一個我小時候很珍惜的護身符吧。」,「谢谢。我会很珍惜的。…………作为交换，下次妈妈也给朱志香一个我小时候很珍惜的护身符吧。」,[=ST],"""Ti ringrazio. Lo terrò con cura. ... Al più presto, ti darò in cambio un portafortuna che mi era caro quando ero bambina, che ne dici?""","""Ti ringrazio. Lo custodirò con cura... La prossima volta ti darò in cambio un amuleto a cui tenevo molto quando ero piccola.""","""Teşekkür ederim. Ona iyi bakacağım. ............Kısa bir süre sonra, karşılığında sana çocukluğumda benim için önemli olan bir tılsımı vereceğim."""
Ushiromiya Jessica,"""...I-It's not like that's why I gave it to you. ......But, well, ......if you really say so..."" ","""...It, it's not like that's why I gave it to you. ......But, well, ......if you really say so...""","""...I, it's not like that's why I gave it to you. ......But, well, ......if you really say so...""",「…べ、別にそんなつもりで渡すんじゃないぜ。……でも、まぁ、……どうしてもって言うんなら…。」,「…べ、別にそんなつもりで渡すんじゃないぜ。……でも、まぁ、……どうしてもって言うんなら…」,"""Э‐это... я вовсе не поэтому дала его тебе. ......Ну ладно...... если ты так говоришь...""","""...Não, não é por isso que eu vou te dar. ......Mas, bem, ......se você realmente está dizendo...""",「…我、我又不是為了這個才把護身符給媽媽的嘞。……不過，……要是你一定要給的話…」,「…我、我又不是为了这个才把护身符给妈妈的嘞。……不过，……要是你一定要给的话…」,[=ST],"""... N-Non è che te l'ho dato per quello. ... Ma, ecco... se ne sei sicura...""","""...N-Non te l'ho dato per quello... Ma, ecco... se insisti...""","""...Onu, onu vermemin nedeni bu değildi. ......Ama, peki, ......eğer gerçekten öyle diyorsan..."""
Ushiromiya Natsuhi,"""Then I will rest for now. My headache is awful. .........Try not to stay up too late."" ","""Then I will rest for now. My headache is awful. .........Try not to stay up too late.""",[=UP],「では、私はもう休みます。頭痛が酷いので。………朱志香もあまり夜更かしをし過ぎないように。」,「では、私はもう休みます。頭痛が酷いので。………朱志香もあまり夜更かしをし過ぎないように」,"""Тогда я пока отдохну. Моя головная боль просто ужасна. .........Постарайся не засиживаться допоздна.""","""Então eu vou ir descansar agora. Minha dor de cabeça está terrível. .........Tente não ficar acordada até tarde.""",「那我去休息了。頭痛得厲害。………朱志香也不要玩得太晚了。」,「那我去休息了。头痛得厉害。………朱志香也不要玩得太晚了。」,[=ST],"""Allora adesso vado a riposare. Il mio mal di testa è terribile. ... Cerca di non andare a dormire troppo tardi.""","""Bene, adesso andrò a riposare. Ho un forte mal di testa... Jessica, cerca di non rimanere alzata per troppo tempo.""","""O zaman şimdilik dinleneceğim. Başım çok ağrıyor. .........Çok geç saatlere kadar ayakta kalmamaya çalış."""
Ushiromiya Jessica,"""Sure..."" ","""Sure...""",[=UP],「うん…。」,「うん…」,"""Конечно...""","""Sim...""",「嗯…」,[=CHT],[=ST],"""Ok...""","""Sì...""","""Tabii..."""
,Natsuhi put the charm in her pocket and turned away. ......She then disappeared into the dark hall... ,Natsuhi put the charm in her pocket and turned away.{n}......She then disappeared into the dark hall...,Natsuhi put the charm in her pocket and turned away.......She then disappeared into the dark hall...,夏妃はお守りをポケットに収め、背中を向ける。……そして、暗い廊下の向こうへ消えていくのだった…。,夏妃はお守りをポケットに収め、背中を向ける。{n}……そして、暗い廊下の向こうへ消えていくのだった…。,Нацухи положила талисман себе в карман и развернулась.{n}......Затем она растворилась в тёмном коридоре...,Natsuhi colocou o amuleto no seu bolso e se virou.{n}......Ela então desapareceu dentro do escuro corredor...,夏妃把護身符放進口袋裡，轉身離去。{n}……然後，消失在了昏暗走廊的另一端…。,夏妃把护身符放进口袋里，转身离去。{n}……然后，消失在了昏暗走廊的另一端…。,[=ST],Natsuhi mise l'amuleto in tasca e si voltò. ... Poi svanì nel corridoio buio...,"Natsuhi mise l'amuleto in tasca, per poi voltarsi... Dopodiché, svanì all'interno del tetro corridoio...",Natsuhi tılsımı cebine koydu ve arkasını döndü.{n}......Sonra karanlık koridorda kayboldu...
Ushiromiya George,"""...It seems the weather will be like this all day tomorrow after all."" ","""...It looks like the weather will be like this all day tomorrow after all.""",[=UP],「…やっぱり、明日も丸一日こんな天気みたいだね。」,「…やっぱり、明日も丸一日こんな天気みたいだね」,"""...Похоже, что погода всё‐таки останется такой же весь завтрашний день.""","""...Parece que o tempo vai continuar o dia todo assim amanhã.""",「…果然啊，好像明天一整天依然會是這種天氣。」,「…果然啊，好像明天一整天依然会是这种天气。」,[=ST],"""... Dopotutto sembra che il tempo sarà così anche tutta la giornata di domani.""","""...Sembra che alla fine, il tempo sarà così anche per tutta la giornata di domani.""","""...Görünüşe göre hava yarın bütün gün böyle olacak."""
Ushiromiya Battler,"""Dang, this makes the good weather we had earlier feel like a lie."" ","""Damn... It's hard to believe it was dry out earlier.""","""Oh well, it sounded like a lie earlier today.""",「やれやれ、今日の日中が嘘のようだぜ。」,「やれやれ、今日の日中が嘘のようだぜ」,"""О, ну, сегодня утром это было больше похоже на ложь.""","""Droga... é difícil acreditar que estava ensolarado mais cedo.""",「真是的，簡直跟過了個假的白天一樣。」,「真是的，简直跟过了个假的白天一样。」,[=ST],"""Oh beh, prima di oggi non sembrava possibile.""","""Cavolo, è come se la giornata di oggi non fosse mai avvenuta.""","""Kahretsin... Daha önce havanın açık olduğuna inanmak zor."""
,George-aniki and I were killing time in front of the parlor television. ,George‐aniki and I were killing time in front of the parlor television.,George-aniki and I were killing time in front of the parlor television.,客間のテレビ前で、俺と譲治の兄貴はぼんやりと過ごしていた。,[=JP],Джордж‐аники и я убивали время перед телевизором в гостиной.,O George‐aniki e eu estávamos matando tempo em frente à televisão da sala de visitas.,我和讓治大哥在客廳的電視機前，無聊地消磨時間。,我和让治大哥在客厅的电视机前，无聊地消磨时间。,[=ST],George-aniki e io stavamo ammazzando il tempo di fronte alla televisione del salotto.,Il fratellone George e io stavamo ammazzando il tempo davanti alla televisione nel salotto.,George-aniki ve ben salonda televizyonun karşısında vakit öldürüyorduk.
,"At that point, Jessica returned. Her face was still blank, but it looked like she'd calmed down a little since we'd last seen her. ","At that point, Jessica returned.{n}Her face was still blank, but it looked like she had calmed down a little since she had left."," At that point, Jessica returned. Her face was still blank, but it looked like she had calmed down a little since she had left.",そこへ朱志香が戻ってくる。彼女も相変わらずぼんやりした表情をしていたが、先ほどに比べれば少しは落ち着いたようだった。,そこへ朱志香が戻ってくる。{n}彼女も相変わらずぼんやりした表情をしていたが、先ほどに比べれば少しは落ち着いたようだった。,"Как раз в этот момент вернулась Джессика.{n}Её лицо непроницаемо, но, по‐видимому, она немного упокоилась с тех пор как ушла.","Naquele momento, a Jessica retornou.{n}Seu rosto estava completamente pálido, mas parece que ela havia se acalmado um pouco desde a hora em que saiu.",此時朱志香回來了。{n}雖然她仍是一副精神恍惚的神情，但與剛才相比情緒是稍許穩定了點。,此时朱志香回来了。{n}虽然她仍是一副精神恍惚的神情，但与刚才相比情绪是稍许稳定了点。,[=ST],"A quel punto, Jessica ritornò. La sua faccia era ancora pallida, ma sembrava che si fosse calmata un po' da quando se ne era andata.","In quel momento Jessica ritornò. Il suo volto era ancora assente, ma sembrava che si fosse calmata un po' rispetto a prima.",O sırada Jessica döndü.{n}Yüzü hala boştu ama gittiğinden beri biraz sakinleşmiş gibi görünüyordu.
Ushiromiya Jessica,"""......Is Maria still in front of the portrait?"" ","""......Is Maria still in front of the portrait?""",[=UP],「……真里亞はまだ肖像画前？」,[=JP],"""......Мария всё ещё около портрета?""","""......A Maria ainda está na frente do retrato?""",「……真里亞還在肖像畫跟前？」,「……真里亚还在肖像画跟前？」,[=ST],"""... Maria è ancora di fronte al ritratto?""","""...Maria è ancora di fronte al ritratto?""","""......Maria hâlâ portrenin önünde mi?"""
Ushiromiya Battler,"""Nope. She just came back, and she's sleeping over there on the sofa. It's getting pretty late for her, after all."" ","""Nope. She just came back, and she's sleeping over there on the sofa. It is getting pretty late for her.""",[=UP],「いや。さっき戻ってきて、今はそっちのソファーで寝てるぜ。真里亞にはもう遅い時間だもんな。」,「いや。さっき戻ってきて、今はそっちのソファーで寝てるぜ。真里亞にはもう遅い時間だもんな」,"""Не‐а. Она вернулась и сейчас спит вон на том диване. Это уже довольно позднее время для неё.""","""Não. Ela acabou de voltar, e agora está dormindo ali no sofá. Já está ficando bem tarde para ela.""",「不。她剛才回來了，現在正睡在那邊沙發上呢。畢竟對真里亞來說，現在已經很晚了。」,「不。她刚才回来了，现在正睡在那边沙发上呢。毕竟对真里亚来说，现在已经很晚了。」,[=ST],"""No. È appena tornata indietro, e sta dormendo lì sul divano. Si è fatto piuttosto tardi per lei.""","""No. È tornata poco fa, e sta dormendo lì sul divano. Dopotutto è già tardi per lei.""","""Hayır, değil. Az önce geri geldi ve kanepede uyuyor. Onun için oldukça geç oluyor."""
,"Looking at the clock, I saw it was a little past 10:00 PM. ...Even if we were planning to stay up all night, it was about time to head back to our room. ","Looking at the clock, it was a little past 10 p.m.{n}...Even if we were going to stay up all night, it was about time to head back to our room.","Looking at the clock, it was a little past 10:00 PM....Even if we were going to stay up all night, it was about time to head back to our room.",時計を見れば、午後１０時を過ぎている。…夜更かしするにしても、そろそろ部屋に戻るべき時間だった。,時計を見れば、午後１０時を過ぎている。{n}…夜更かしするにしても、そろそろ部屋に戻るべき時間だった。,"Часы показывали чуть больше десяти вечера.{n}...Даже если мы и собирались не спать всю ночь, то для нас это уже было время направляться в нашу комнату.","Olhando o relógio, já havia passado um pouco das 22 horas.{n}...Mesmo que nós fiquemos acordados a noite toda, já está na hora de voltar para os nossos quartos.",看了下時鐘，已經是晚上十點多了。{n}…就算要熬夜，也是時候差不多該回房間了。,看了下时钟，已经是晚上十点多了。{n}…就算要熬夜，也是时候差不多该回房间了。,[=ST],"Guardando l'orologio, erano da poco passate le dieci. ... Anche se avevamo intenzione di rimanere svegli tutta la notte, era l'ora di tornare nella nostra camera.","Guardando l'orologio, erano da poco passate le dieci. Anche se avevamo intenzione di rimanere svegli per tutta la notte, era arrivata l'ora di tornare nella nostra camera.","Saate baktığımda, saat 10'u biraz geçiyordu.{n}...Bütün gece ayakta kalacak olsak bile, odamıza dönme zamanı gelmişti."
Ushiromiya Jessica,"""Well, my Mom did have a room prepared for us in the mansion. ...What'll we do?"" ","""My mom did prepare a room for us in the mansion, but......what d'you wanna do?""","""My mother had a room prepared for us in the mansion for the time being, but... ......what'll we do?""",「一応、うちのお袋が屋敷にも部屋を用意してくれたんだけどよ。……どうする？」,[=JP],"""Моя мать приготовила временную комнату в особняке но... Как поступим?""","""Minha mãe preparou um quarto para nós na mansão, mas......o que querem fazer?""",「我媽姑且是把大屋的房間也給準備好了。……我們怎麼辦？」,「我妈姑且是把大屋的房间也给准备好了。……我们怎么办？」,[=ST],"""Mia madre ha fatto preparare una stanza per noi nella villa per il momento, ma... cosa facciamo?""","""Per il momento, mia madre ha fatto preparare una stanza per noi nella villa... Cosa facciamo?""","""Annem malikanede bizim için bir oda hazırlamıştı, ama......ne yapmak istersiniz?"""
Ushiromiya George,"""I'd rather head back to the guesthouse. ......Going by what we saw of our parents, I think it'd be better if we weren't in the mansion."" ","""I think I'd rather head back to the guesthouse. ......Judging by our parents' appearance, I think it would be better if we weren't in the mansion.""",[=UP],「僕はゲストハウスに戻りたいかな。……親たちの様子を見る限り、僕たちはお屋敷にいない方がいいと思う。」,「僕はゲストハウスに戻りたいかな。……親たちの様子を見る限り、僕たちはお屋敷にいない方がいいと思う」,"""Лично я намереваюсь вернуться в домик для гостей. ......Судя по настроению наших родителей, нам лучше не засиживаться в особняке.""","""Acho que é melhor voltarmos para a casa de hóspedes. ......Julgando pela aparência dos nossos pais, eu acho que é melhor não ficarmos aqui na mansão.""",「我還是想回賓館。……看長輩們那樣子，我想我們還是不要在大屋比較好。」,「我还是想回宾馆。……看长辈们那样子，我想我们还是不要在大屋比较好。」,[=ST],"""Penso che preferirei tornare alla casa degli ospiti. ... A giudicare dalla presenza dei nostri genitori, penso che sarebbe meglio se non fossimo nella villa.""","""Penso che preferirei tornare alla dépendance... A giudicare dallo stato dei nostri genitori, penso che sarebbe meglio se non rimanessimo nella villa.""","""Sanırım konukevine dönmeyi tercih ederim. ......Ebeveynlerimizi gördüğümüz kadarıyla, sanırım malikanede olmasak daha iyi olur."""
Ushiromiya Battler,"""I agree. Feels like they're telling us kids to mind our own business and stay out of their way. Let's be good little boys and girls and do that."" ","""Second that. Feels like they're telling us kids to mind our own business and stay out of their way. Let's do that, like good little boys and girls.""","""I agree. It feels like they're telling us kids to mind our own business and stay out of their way. Let's do that, like good little boys and girls.""",「俺も同感だぜ。子どもは邪魔せず引っ込んでろって感じみてぇだからなぁ。大人しくそうするさ。」,「俺も同感だぜ。子どもは邪魔せず引っ込んでろって感じみてぇだからなぁ。大人しくそうするさ」,"""Согласен. Кажется, как будто они просят нас не совать нос не в своё дело и не путаться у них под ногами. Давайте так и поступим, как хорошие маленькие мальчики и девочки.""","""Eu também penso isso. Sinto como se eles estivessem dizendo para nós crianças não interferirmos nos negócios deles e ficar longe daqui. Vamos nos comportar e fazer isso.""",「我也有同感。感覺他們一副想讓小孩別來搗亂滾一邊去的樣子。我們就老實點兒照辦吧。」,「我也有同感。感觉他们一副想让小孩别来捣乱滚一边去的样子。我们就老实点儿照办吧。」,[=ST],"""Sono d'accordo. Sembra quasi che vogliano dire a noi ragazzi di farci gli affari nostri e di non intrometterci. Facciamo così, da bravi bambini e bambine.""","""Sono d'accordo. Sembra che noi ragazzi dobbiamo toglierci fra i piedi e farci gli affari nostri. Facciamo i bravi bambini.""","""Katılıyorum. Sanki biz çocuklara kendi işimize bakmamızı ve onların yolundan çekilmemizi söylüyorlar. Hadi uslu çocuklar gibi öyle yapalım."""
,"As we were talking about this, Aunt Rosa came into the parlor. ","After we discussed that, Auntie Rosa came into the parlor.","After we discussed that, Rosa oba-san came into the parlor.",そんな話をしていると、客間に楼座叔母さんが入ってきた。,[=JP],"После того как мы пришли к соглашению, в гостиную вошла тётя Роза.","Após discutirmos isso, a tia Rosa entrou na sala de visitas.",我們正在說話時，樓座姑母走進了客廳。,我们正在说话时，楼座姑母走进了客厅。,[=ST],"Dopo la nostra discussione, Rosa oba-san venne in salotto.","Mentre stavamo discutendo sul da farsi, zia Rosa venne in salotto.","Biz bunu konuştuktan sonra, Rosa Teyze salona geldi."
