Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Indonesian (IDN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya Krauss,"""Hideyoshi-san, I can see how you might be left with that impression by looking only at the current financial situation. However, this is a forward-looking investment. I have no choice but to admit that my prediction was mistaken, and that up until now, several liabilities have been created."" ","""Hideyoshi‐san. I'm sure that only looking at the current financial condition could lead you to that impression. However, that is a prior investment. I have no choice but to admit that my prediction was mistaken, and that up until now, several liabilities have been created.""","""Hideyoshi-san. I'm sure that only looking at the current financial condition could lead you to that impression. However, that is a prior investment. I have no choice but to admit that my prediction was mistaken, and that up until now, several liabilities have been created.",「秀吉さん。確かに今の財政状況だけを見たらそういう印象を持たれるかもしれない。だが、これは先行投資なのだよ。その読みを誤り、これまでに多くの負債を生んでしまったことは認めざるを得ない。,「秀吉さん。確かに今の財政状況だけを見たらそういう印象を持たれるかもしれない。だが、これは先行投資なのだよ。その読みを誤り、これまでに多くの負債を生んでしまったことは認めざるを得ない」,"""Хидэёши‐сан. Я уверен, что ты пришёл к такому выводу, глянув лишь на текущее положение дел. Однако это лишь предварительное вложение. Мне ничего не остаётся, кроме как признать ошибочность своего прогноза, и что к этому времени у меня уже есть несколько долгов.""","""Hideyoshi‐san. Tenho certeza que só de olhar para a condição financeira atual você já pode dar a sua impressão. No entanto, esse é um investimento prévio. Eu não tenho escolha a não ser admitir que a minha previsão estava errada, diversas obrigações acabaram surgindo.""",「秀吉妹夫。確實光看現在的財政狀況，沒准是只能留下那種印象。但是，這是先行投資啊。我也不得不承認確實是搞錯了時機，到現在是背了很多債務。」,「秀吉妹夫。确实光看现在的财政状况，没准是只能留下那种印象。但是，这是先行投资啊。我也不得不承认确实是搞错了时机，到现在是背了很多债务。」,"""Hideyoshi-san. Memang hanya melihat kondisi keuangan sekarang bisa memberi kesan seperti itu. Tapi ini investasi awal. Aku akui prediksimu meleset, dan sampai sekarang ada beberapa kewajiban.""","""Hideyoshi-san. Sono sicuro che guardando solo la condizione finanziaria attuale si possa avere questa impressione. Comunque, quello è un investimento precedente. Non ho altra scelta che ammettere che la mia predizione era sbagliata, e che finora, sono state assunte molte responsabilità.","""Hideyoshi-san. Effettivamente si potrebbe avere questa impressione, se si guarda soltanto lo stato finanziario attuale. Ma questo è un investimento a lungo termine. Non ho altra scelta che ammettere che la mia previsione era sbagliata, e che finora ho generato diversi debiti.""","""Hideyoshi-san. Sadece mevcut mali duruma bakarak böyle bir izlenime kapıldığınıza eminim. Ancak, bu önceden yapılmış bir yatırım. Tahminimde yanıldığımı ve şimdiye kadar çeşitli yükümlülükler yaratıldığını kabul etmekten başka seçeneğim yok."""
Ushiromiya Krauss,"""However, the times have finally caught up with me. I will soon regain everything that I have lost up to this point. No, actually, all of the investments I have made until now will finally return to my possession. That's right, just like throwing away a small fry which then becomes a salmon, they will come back even bigger than before."" ","""However, the times have finally caught up with me. I will soon regain everything that I have lost up to this point. No, actually, all of the investments I have made until now will finally return to my possession. That's right, just like throwing away a small fry which then becomes a salmon, they will come back even bigger than before."""," However, the times have finally caught up with me. I will soon regain everything that I have lost up to this point. No, actually, all of the investments I have made until now will finally return to my possession. That's right, just like throwing away a small fry which then becomes a salmon, they will come back even bigger than before.""",だが、ようやく時代が私に追いついた。これまでに失った分はすぐに取り戻せる。いや、それどころかこれまでの投資だってやがては私の元に戻ってくる。そう、例えるなら放った稚魚が鮭となり、肥えて返ってくるようにね。」,「だが、ようやく時代が私に追いついた。これまでに失った分はすぐに取り戻せる。いや、それどころかこれまでの投資だってやがては私の元に戻ってくる。そう、例えるなら放った稚魚が鮭となり、肥えて返ってくるようにね」,"""Однако наконец пришло и моё время. В скором времени я планирую вернуть всё, что потерял к этому времени. Нет, правильнее будет сказать, все вложения, сделанные мною, окончательно вернутся в моё владение. Точно, совсем как упустить мелкую рыбешку, которая затем обернётся лососем, так и они вернутся в ещё большем размере, чем раньше.""","""Porém, as coisas finalmente estão a meu favor. Logo eu vou conseguir de volta tudo que eu perdi até agora. Não, na verdade, todos os investimentos que fiz até agora vão retornar para as minhas posses. Isso mesmo, assim como quando você descarta um peixe pequeno e depois ele se tornar um salmão, ele vai voltar maior do que antes.""",「但是，時代總算是追上了我。到現在為止失去的份全都可以賺回來。還不止如此，到現在為止的投資不久就會回到我的口袋中。對了，這就好比把小魚放生，長成肥美的鮭魚游回來一樣。」,「但是，时代总算是追上了我。到现在为止失去的份全都可以赚回来。还不止如此，到现在为止的投资不久就会回到我的口袋中。对了，这就好比把小鱼放生，长成肥美的鲑鱼游回来一样。」,"""Tapi zaman akhirnya menyusul. Aku akan segera mendapatkan kembali semua yang hilang. Bahkan, semua investasiku akan kembali. Seperti melepas ikan kecil yang kembali sebagai salmon besar.""","Comunque, i tempi mi hanno finalmente raggiunto. Recupererò presto tutto quello che ho perso fino a questo momento. No, in realtà, tutti gli investimenti che ho fatto finora torneranno finalmente in mio possesso. Esatto, proprio come quando getti via un piccolo pesce che diventerà poi un salmone, torneranno più grandi di prima.""","""Ma finalmente i tempi sono maturi. Presto mi riprenderò tutto ciò che ho perso fino a questo momento. Al contrario, tutti gli investimenti effettuati finora torneranno eventualmente in mio possesso. Esatto, proprio come un pesciolino rilasciato in mare che diventa un salmone, e ritorna più grasso di prima.""","""Ancak, zaman sonunda beni yakaladı. Bu noktaya kadar kaybettiğim her şeyi yakında geri kazanacağım. Hayır, aslında şimdiye kadar yaptığım tüm yatırımlar sonunda elime geçecek. Bu doğru, tıpkı küçük bir yavruyu atıp sonra somon balığına dönüşmesi gibi, eskisinden daha da büyük bir şekilde geri dönecekler."""
Ushiromiya Hideyoshi,"""I'll accept that. The resort business will probably see an unprecedented boom before long, though I don't know if it'll be enough to cover all your debt..."" ","""Sure, I'm with you on that. Startin' soon, the resort business will probably see an unprecedented boom... Though who knows whether it'll be enough to bury all of your liabilities...""","""I'll accept that. Starting soon, the resort business will probably see an unprecedented boom... Whether it'll be enough to bury all of your liabilities is...",「それは認めるで。これからリゾート業界は空前の好景気を迎えるやろ…。これまでの負債を埋められるほどかはわからんが…。,「それは認めるで。これからリゾート業界は空前の好景気を迎えるやろ…。これまでの負債を埋められるほどかはわからんが…」,"""Я соглашусь с этим. В скором времени на туристический бизнес придётся беспрецедентный бум... Будет ли этого достаточно, чтобы покрыть все твои долги...""","""Claro, concordo com você nisso. Em breve, o boom no ramo de hotelaria vai crescer sem precedentes... Embora não se sabe se vai ser o suficiente para acabar com todos as suas obrigações...""",「這俺承認。我相信接下來休養地業界確實將迎來空前的好形勢…。雖然也不知道埋不埋得住債務這個坑…」,「这俺承认。我相信接下来休养地业界确实将迎来空前的好形势…。虽然也不知道埋不埋得住债务这个坑…」,"""Ya, aku setuju. Bisnis resor akan mengalami booming besar... Tapi cukupkah untuk menutupi semua utangmu...""","""Questo lo riconosco. Molto presto, l'affare del resort vedrà probabilmente un boom senza precedenti... se sarà sufficiente per seppellire tutte le tue responsabilità...","""Questo te lo concedo. Il settore dei resort in futuro probabilmente incontrerà un boom senza precedenti... ma non so se riuscirai a saldare tutti i tuoi debiti...""","""Elbette, bu konuda sana katılıyorum. Yakında tatil köyleri sektöründe eşi benzeri görülmemiş bir patlama yaşanacak... Yine de tüm borçlarınızı ödemek için yeterli olup olmayacağını kim bilebilir...?"""
Ushiromiya Hideyoshi,""".........However, Krauss nii-san, after all your failures in the past, who exactly do you expect to provide you with funding? And this isn't some small amount we're talkin's about. You'll need enough funding to fill the massive hole you've dug."" ",""".........But I gotta ask, Krauss nii‐san. After all the crushing defeats you've suffered so far, who in the world supplied you with the funds? That's a heck of a sum we're talkin'. Enough to cover your massive debt, right?""",".........However, Krauss nii-san. After all your miserable and repeated failures in the past, who in the world would supply you with funds? It would have to be a massive amount of funds. Enough funds to cover your massive debt, right?""",………だがな、蔵臼兄さん。これまで、さんざん負け続けた兄さんが、どこから軍資金を調達したって言うんや。それも半端ない軍資金や。あれだけの穴を埋められる軍資金やで？」,「………だがな、蔵臼兄さん。これまで、さんざん負け続けた兄さんが、どこから軍資金を調達したって言うんや。それも半端ない軍資金や。あれだけの穴を埋められる軍資金やで？」,""".........Однако, Краусс нии‐сан, после всех твоих прискорбных и повторяющихся неудач в прошлом, кто в этом мире возьмётся финансировать тебя? На это потребуются огромные денежные средства. Такой их объём, который сможет покрыть твой накопившийся долг, верно?""",""".........Mas eu tenho que te perguntar, Krauss nii‐san. Depois de todas as derrotas esmagadoras que você já sofreu, quem nesse mundo vai te financiar? Isso que estamos falando é só parte do total. Chega de tentar esconder a sua imensa dívida, certo?""",「………不過吶，藏臼兄。一直輸到現在的藏臼兄，是從哪搞來資金的吶。而且不是什麼小數目。是能埋住那麼大個坑的吶？」,「………不过呐，藏臼兄。一直输到现在的藏臼兄，是从哪搞来资金的呐。而且不是什么小数目。是能埋住那么大个坑的呐？」,""".........Tapi aku harus tanya, Krauss nii-san. Setelah semua kekalahanmu, siapa yang memberimu dana segar? Jumlahnya tidak main-main. Cukup untuk menutupi utang besarmu, kan?""","... Comunque, Krauss nii-san. Dopo tutti i tuoi continui miserabili fallimenti in passato, chi ti avrebbe fornito quei fondi? Dovevano essere un bel po'. Abbastanza da coprire il tuo grande debito, giusto?""","""Ad ogni modo, Klaus-san. Dove pensi di procurarti i fondi necessari, dopo aver continuato a perdere enormi quantità di denaro? E non stiamo neppure parlando di una cifra irrisoria. Te ne serviranno abbastanza per saldare il tuo deficit, giusto?""",""".........Ama bir şey sormalıyım, Krauss nii-san. Şimdiye kadar yaşadığınız onca ezici yenilgiden sonra bile, size bu parayı kim sağladı? Oldukça büyük bir meblağdan bahsediyoruz. Büyük borcunuzu kapatmaya yeter, değil mi?"""
Ushiromiya Natsuhi,"""......What are you trying to say, Hideyoshi-san?"" ","""......What are you trying to say, Hideyoshi‐san?""","""......What are you trying to say, Hideyoshi-san?""",「……秀吉さんは何を仰いたいのですか。」,「……秀吉さんは何を仰いたいのですか」,"""......К чему ты клонишь, Хидэёши‐сан?""","""......O que você está tentando dizer, Hideyoshi‐san?""",「……秀吉，你到底想說什麼？」,「……秀吉，你到底想说什么？」,"""......Apa maksudmu, Hideyoshi-san?""","""... Cosa stai cercando di dire, Hideyoshi-san?""","""...Cosa stai cercando di dire, Hideyoshi-san?""","""......Hideyoshi-san, ne demeye çalışıyorsun?"""
Ushiromiya Hideyoshi,"""Ahh, Natsuhi-san, please don't get angry! We looked into this, too. We checked to see who might've provided Krauss nii-san with enough financing ","""Ahh, Natsuhi‐san, please, don't get mad! We've done our research, see. ...We looked into it, tryin' to see who could've loaned Krauss nii‐san, who's lost all his battles thus far, enough to support his recent massively gutsy investments.""","""Ahh, Natsuhi-san, please don't get angry! We also investigated that. We investigated to see if anyone loaned Krauss nii-san, who has continued to lose so much, a large enough investment to support him recently.""",「あぁ、夏妃さん、ホンマ怒らんといてな！　わしらも調べたんや。…これまで負け戦続きの蔵臼兄さんに、最近の強気な莫大投資を支えられるほどの融資を誰ができたんか、調べたんや。」,「あぁ、夏妃さん、ホンマ怒らんといてな！　わしらも調べたんや。…これまで負け戦続きの蔵臼兄さんに、最近の強気な莫大投資を支えられるほどの融資を誰ができたんか、調べたんや」,"""Ах‐х, Нацухи‐сан, не сердись, пожалуйста! Мы также расследовали и это. Мы проверили, кто согласится материально поддержать Краусса нии‐сана, который продолжал терять достаточно крупные инвестиции, выделенные на его поддержание за последнее время.""","""Ahh, Natsuhi‐san, por favor, não fique irritada! Nós fizemos as nossas próprias pesquisas, entende? ...E procuramos, tentando encontrar quem poderia emprestar para o Krauss nii‐san, que perdeu todas as suas batalhas, o suficiente para cobrir os seus recentes investimentos milionários.""",「啊啊，夏妃姐，俺說了千萬別生氣吶！俺們也去調查過了。…到底是誰貸了一筆這麼大的款，才撐起一直輸到現在的藏臼兄，完成了最近那次逞強的巨額投資——俺們去調查過了吶。」,「啊啊，夏妃姐，俺说了千万别生气呐！俺们也去调查过了。…到底是谁贷了一笔这么大的款，才撑起一直输到现在的藏臼兄，完成了最近那次逞强的巨额投资——俺们去调查过了呐。」,"""Ahh, Natsuhi-san, jangan marah! Kami sudah menyelidiki. ...Mencari tahu siapa yang mau meminjamkan pada Krauss nii-san yang selalu kalah, untuk investasi berani terkini.""","""Ahh, Natsuhi-san, per favore non arrabbiarti! Abbiamo indagato anche su quello. Abbiamo indagato per vedere se qualcuno avesse prestato a Krauss nii-san, che ha continuato a perdere così tanto, un investimento sufficientemente largo da supportarlo recentemente.""","""Ahh, Natsuhi-san, non arrabbiarti, per favore! Abbiamo indagato anche su questo. Abbiamo investigato su chi potesse concedere a Klaus-san, che continuava a intentare battaglie perse, dei prestiti sufficienti a finanziare i suoi ultimi investimenti su larga scala.""","""Ahh, Natsuhi-san, lütfen sinirlenme! Araştırmamızı yaptık. ...Şimdiye kadar girdiği tüm savaşları kaybeden Krauss nii-san'a, son zamanlarda yaptığı büyük yatırımları destekleyecek kadar kimin borç verebileceğini araştırdık."""
Ushiromiya Rudolf,"to support his recent large-scale projects, despite his string of failures."" ""...And we discovered... that no such backer exists. The iron rule of the money roulette is that you bet against the loser. Aniki, you're a fairly well-known loser in this field. ","""...And the result—no one. There is no backer. The iron rule of the money roulette is to bet against the unfortunate. And Aniki, you are a well known unfortunate in this neighborhood.""","""...And the result, there is none. There is no backer. Turning things around during a time of weakness is the iron rule of the money roulette. Aniki's was a well known time of weakness in this neighborhood.",「…結果。いねぇんだよ、そんな後ろ盾は。弱り目と逆に張るのがマネールーレットの鉄則だ。兄貴はこの界隈じゃ、ちょいと知られた弱り目さ。,「…結果。いねぇんだよ、そんな後ろ盾は。弱り目と逆に張るのがマネールーレットの鉄則だ。兄貴はこの界隈じゃ、ちょいと知られた弱り目さ」,"""...И в результате, не оказалось никого. Ни одного инвестора. Железным правилом денежной рулетки является ставка против неудачника. Все хорошо знали про твою финансовую слабость, Аники.""","""...E o resultado—ninguém. Não há nenhum fiador. A regra de ferro da roleta do dinheiro é apostar contra a infelicidade. E, aniki, você conhece todas as infelicidades dessa vizinhança.""",「…但結果是，沒有啊，根本沒有這種後盾。金錢輪盤賭的鐵則，就是要避著霉運下注。而大哥你在這一行裡，已經是個小有名氣的倒霉蛋了。」,「…但结果是，没有啊，根本没有这种后盾。金钱轮盘赌的铁则，就是要避着霉运下注。而大哥你在这一行里，已经是个小有名气的倒霉蛋了。」,"""...Hasilnya—tidak ada. Tidak ada penjamin. Aturan main roulette uang adalah bertaruh melawan yang sial. Dan Aniki terkenal sial di sini.""","""... Risultato: non c'è nessuno. Non c'è nessun finanziatore. Girare le cose durante un momento di difficoltà è la regola di ferro della roulette monetaria. Aniki era in un momento di difficoltà ben conosciuto in questa zona.","""...Il risultato? Non c'è... nessun finanziatore. La regola principale nel gioco della roulette è di scommettere contro le cause perse. E tu, fratellone, sei una causa persa abbastanza conosciuta in questi ambienti.""","""...Ve sonuç—Hiç kimse. Hiçbir destekçi yok. Para ruletinin demir kuralı, talihsizlere karşı bahis oynamaktır. Ve Aniki, sen bu çevrede iyi bilinen bir talihsizsin."""
Ushiromiya Rudolf,"It's true that prosperous times are about to come, but when we looked for people who considered that enough to overlook your string of failures... and also had enough for the investment, we found no candidates."" ","""Surely this era seems set to welcome an economic boom, but when we asked who, with respect to Aniki's failures, would find him worthy of funding, there was no one."""," Surely this era seems set to welcome an economic boom, but when we asked who, with respect to Aniki's failures, would find him worthy of funding, there was no one.""",確かに時代は好景気を迎えようとしているが、これまでの兄貴の失敗とを天秤に掛けて、その上で融資に値すると思う連中がいるのか、って言ったら、誰もいなかったのさ。」,「確かに時代は好景気を迎えようとしているが、これまでの兄貴の失敗とを天秤に掛けて、その上で融資に値すると思う連中がいるのか、って言ったら、誰もいなかったのさ」,"""Разумеется, эта эпоха являет собой наступление экономического бума, но когда мы провели опрос, кто, учитывая твои провалы, согласился бы тебя профинансировать, то не нашлось никого.""","""De fato, esta era parece ser de boas‐vindas para o boom econômico, mas quando perguntamos quem, no que diz respeito às falhas do aniki, acharia viável fazer um financiamento, não achamos ninguém.""",「確實時代是要變得更景氣了，但是把大哥以前不斷的失敗一起擺在天秤上看看，還會有人覺得值得給你貸款嗎？一個都沒有。」,「确实时代是要变得更景气了，但是把大哥以前不断的失败一起摆在天秤上看看，还会有人觉得值得给你贷款吗？一个都没有。」,"""Memang zaman ini akan menyambut booming ekonomi, tapi saat kami tanya siapa yang mau mendanai Aniki, mengingat semua kegagalannya, tidak ada satu pun yang mau.""","Sicuramente questa era sembra adatta ad accogliere un boom economico, ma quando abbiamo chiesto chi, con rispetto per i fallimenti di Aniki, l'avrebbe trovato degno di finanziamento, non c'è stato nessuno.""","""È vero che in questo periodo stiamo per vivere un boom economico, ma quando abbiamo chiesto se ciò possa compensare i fallimenti che hai accumulato, e se ci fosse qualcuno che ti ritenesse meritevole di un prestito, non abbiamo trovato nessuno.""","""Elbette bu dönem ekonomik bir patlamaya hazır gibi görünüyor, ancak Aniki'nin başarısızlıklarıyla ilgili olarak kime sorarsak soralım, onu finanse etmeye değer bulacak, kimseyi bulamadık."""
Ushiromiya Eva,"""So, the big question now... is where you got that money from."" ","""So you see... Where did you raise that money from? ...That's what we started to question next.""","""Then what...? Where did you raise that money from? ...That's the question, now.""",「ならねぇ…？　そのお金をぉ、どこから調達したの？　ってことになるのよ。」,「ならねぇ…？　そのお金をぉ、どこから調達したの？　ってことになるのよ」,"""Что же на этот раз?.. Откуда ты взял деньги? ...Сейчас это основной вопрос.""","""Por isso, então... De onde você conseguiu esse dinheiro? ...O que nos leva à próxima questão.""",「那問題就變成了：“這份錢，是從哪兒搞來的？”了喲。」,「那问题就变成了：“这份钱，是从哪儿搞来的？”了哟。」,"""Jadi... Dari mana kau dapat uangnya? ...Itulah yang kami pertanyakan.""","""Allora cosa...? Da dove hai preso quei soldi? ... Questa è la domanda, ora.""","""Dunque... Questo porta a chiederci... Dove ti sei procurato tutto quel denaro?""","""Yani, büyük soru şu... Bu parayı nereden buldunuz? ...İşte biz de bunu sorgulamaya başladık."""
Ushiromiya Krauss,""".........Hoh. Now isn't this intriguing. And?"" ",""".........Hoh. Isn't this an interesting story. And?""",""".........Ho. Isn't this an interesting story. And?""",「………ほぅ。興味深い話じゃないか。それで？」,[=JP],""".........Хо. Ну разве не интересная история. И?""",""".........Hoh. Não é uma história interessante? E?""",「………喔。這話挺有意思啊。然後呢？」,「………喔。这话挺有意思啊。然后呢？」,""".........Hoh. Cerita yang menarik. Lalu?""","""... Hoh. Questa è una storia interessante. E?""","""...Oh. Un'argomentazione avvincente. E quindi?""",""".........Hoh. Bu ilginç bir hikaye değil mi? Ve?"""
Ushiromiya Natsuhi,"""D-Dear! How long do you plan to let these ridiculous remarks stand?!!"" ","""D‐dear! How long do you plan to ignore these abusive remarks!!""","""D, dear! How long do you plan to ignore these abusive remarks!!""",「あ、あなたッ！　このような暴言をいつまで放置されるつもりですか！！」,[=JP],"""Д‐дорогой! Как долго ты будешь сносить эти оскорбительные ремарки!!!""","""Q‐Querido! Por quanto tempo você planeja ignorar essas acusações abusivas?!""",「老、老公！這種胡攪蠻纏的話你要置之不理到什麼時候！！」,「老、老公！这种胡搅蛮缠的话你要置之不理到什么时候！！」,"""S-Suamiku! Berapa lama kau akan diam mendengar hinaan ini!!""","""C-Caro! Per quanto tempo hai intenzione di trascurare queste osservazioni deplorevoli!!""","""C-Caro! Per quanto tempo vuoi lasciare che ti offendano?!!""","""H-Hayatım! Bu çirkin ifadeleri daha ne kadar görmezden gelmeyi planlıyorsun?!"""
Ushiromiya Rudolf,"""Sit down, Natsuhi-san. Let's cut to the point. Aniki, you've been diverting Dad's private funds for your own businesses. There's pretty much no room for doubt. If you think we've made some kind of mistake, please, feel free to explain."" ","""Sit down, Natsuhi‐san. .........Let me be blunt. Aniki, you have been diverting Dad's private funds for your own business. There is almost no doubt. If we made some mistake, please, feel free to explain it for us.""","""Sit down, Natsuhi-san. Let me say it directly. Aniki has been diverting Father's private funds for his own business. There is almost no doubt. If we made some mistake, please, feel free to explain it for us.""",「座れよ夏妃さん。………短刀直入に言おう。兄貴は親父の個人資産を自分の事業に流用してる。これはほぼ間違いねぇ。これが俺たちの誤解だってんなら、どうかぜひそれを解いてもらいたいもんさ。」,「座れよ夏妃さん。………単刀直入に言おう。兄貴は親父の個人資産を自分の事業に流用してる。これはほぼ間違いねぇ。これが俺たちの誤解だってんなら、どうかぜひそれを解いてもらいたいもんさ」,"""Присядь, Нацухи‐сан. Позволь мне высказаться прямо. Аники использовал частные средства отца для своего бизнеса. В этом почти нет никаких сомнений. Если мы в чём‐то ошиблись, пожалуйста, не стесняйся нам это разъяснить.""","""Sente‐se, Natsuhi‐san. .........Eu serei franco. Aniki, você esteve desviando os fundos privados do pai em seus próprios negócios. Não resta quase nenhuma dúvida. Se cometemos algum engano, sinta‐se livre para nos explicar.""",「坐下吧夏妃嫂嫂。………我就單刀直入地說了吧。大哥把爸的個人資產挪用到了自己的事業上。這應該不會錯了。若這是我們的誤解的話，請務必給我們解釋清楚。」,「坐下吧夏妃嫂嫂。………我就单刀直入地说了吧。大哥把爸的个人资产挪用到了自己的事业上。这应该不会错了。若这是我们的误解的话，请务必给我们解释清楚。」,"""Duduk, Natsuhi-san. .........Terus terang. Aniki, kau telah menggunakan dana pribadi Ayah untuk bisnismu. Hampir pasti. Jika kami salah, tolong jelaskan.""","""Siediti, Natsuhi-san. Lasciamelo dire apertamente. Aniki sta deviando i fondi privati di nostro Padre per i suoi affari privati. Non c'è praticamente alcun dubbio. Se abbiamo fatto degli errori, ti prego, sentiti libero di spiegarli per noi.""","""Siediti, Natsuhi-san... Lasciami andare subito al sodo. Nostro fratello sta riciclando il patrimonio personale di papà per i suoi affari. Non c'è praticamente alcun dubbio. Se abbiamo frainteso, sentiti libero di dissipare ogni nostro dubbio.""","""Otur, Natsuhi-san. .........Direkt konuya geleyim. Aniki, babamın özel fonlarını kendi işin için kullanıyorsun. Neredeyse hiç şüphe yok. Eğer bir hata yaptıysak, lütfen bize açıklamaktan çekinme."""
Ushiromiya Eva,"""Rudolf, don't call it diverting funds. This is embezzlement, plain and simple. A huge crime that can be criminally prosecuted."" ","""Rudolf, this isn't diverting funds. This is embezzlement, isn't it? It's a genuine crime that can be criminally prosecuted.""","""Rudolf, this isn't diverting funds. This is embezzlement, isn't it? This is a huge crime that can be criminally prosecuted.""",「留弗夫、流用なんてもんじゃないわよぅ。これは横領よ？　刑事告発できる立派な犯罪なんだから。」,「留弗夫、流用なんてもんじゃないわよぅ。これは横領よ？　刑事告発できる立派な犯罪なんだから」,"""Рудольф, это не использование средств. Это хищение, не так ли? Тяжкое преступление, за которое можно привлечь к уголовной ответственности.""","""Rudolf, não se trata simplesmente de fundos desviados. Isso é uma fraude, certo? É genuinamente um crime, pelo qual você poderia ter de responder criminalmente.""",「留弗夫，這可不是挪用哦。是盜用哦？是能夠提起刑事訴訟的犯罪哦。」,「留弗夫，这可不是挪用哦。是盗用哦？是能够提起刑事诉讼的犯罪哦。」,"""Rudolf, ini bukan sekadar penggunaan dana. Ini penggelapan, kan? Kejahatan yang bisa dipidana.""","""Rudolf, questo non è deviare i fondi. Questa è appropriazione indebita, no? Questo è un immenso crimine che può essere legalmente perseguito.""","""Rudolf, questo non si chiama riciclaggio. Questa è appropriazione indebita, no?{n}Un reato grave che può essere legalmente perseguibile.""","""Rudolf, bu para aktarmak değil. Bu zimmete para geçirme, öyle değil mi? Cezai soruşturmaya tabi tutulabilecek gerçek bir suç."""
Ushiromiya Natsuhi,"""Th-This sort of rudeness cannot be tolerated!! How can you face the Successor to the Ushiromiya Head Family and level these absurd accusations?!!"" ","""Th‐this is rudeness in the extreme!! How can you even face the successor to the Ushiromiya head house and level these wild accusations!!""","""Th-, this is rudeness in the extreme!! How can you even face the successor to the Ushiromiya head house and level these abusive accusations!!""",「ぶ、無礼極まりないッ！！　仮にも右代宮本家跡継ぎの右代宮蔵臼に向かって信じられない暴言ですッ！！」,[=JP],"""Эт‐это беспредельная наглость!!! Как ты можешь даже выдвигать против преемника главы Уширомия столь оскорбительные обвинения!!!""","""I‐Isso é completamente inadmissível!! Como você pode falar isso olhando para o sucessor da família Ushiromiya com todas essas acusações absurdas?!""",「無、無禮至極！！竟敢對右代宮本家繼承人右代宮藏臼，吐出如此難以置信的胡言亂語！！」,「无、无礼至极！！竟敢对右代宫本家继承人右代宫藏臼，吐出如此难以置信的胡言乱语！！」,"""K-Keterlaluan!! Beraninya kau menuduh penerus keluarga Ushiromiya dengan sembarangan!!""","""Qu-Questa è scortesia all'estremo!! Come puoi affrontare il successore al comando della famiglia Ushiromiya e puntargli addosso queste accuse sconsiderate!!""","""Q-Questo è decisamente inaccettabile!! Come osi rivolgere queste accuse inconcepibili a Klaus Ushiromiya, erede del ramo principale della famiglia Ushiromiya?!!""","""B-Bu kabalığın daniskası!! Nasıl olur da Ushiromiya'nın halefinin yüzüne bakıp bu vahşi suçlamaları yaparsınız!!"""
