Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
Ushiromiya George,"""......I see. So, Shannon, have you ever met this person called {f:5:Beatrice} before?"" ",""".........I see. So, Shannon, have you, uh, ever met this person called {f:5:Beatrice} before?""",""".........I see. So, Shannon, have you ever met this person called Beatrice before?""",「………なるほどね。それで、紗音はその、ベアトリーチェという人物に以前、会ったことはある？」,[=JP],""".........Ясно. Итак, Шаннон, встречала ли ты раньше эту {f:5:Беатриче}?""",""".........Entendo. Então, Shannon, você..., bem, já encontrou esta pessoa chamada {f:5:Beatrice} antes?""",「………原來是這樣啊。那，紗音你以前有見過那位，叫作貝阿朵莉切的人嗎？」,「………原来是这样啊。那，纱音你以前有见过那位，叫作贝阿朵莉切的人吗？」,"""... Capisco. E tu, Shannon, hai mai incontrato questa persona chiamata Beatrice prima d'ora?""","""...Capisco. E tu hai mai incontrato questa {f:5:Beatrice} prima d'ora, Shannon?""",""".........Anlıyorum. Yani, Shannon, sen bu {f:5:Beatrice} denen kişiyle daha önce tanıştın mı?"""
Shannon,"""............ ...I don't know."" ","""........................... ......I have no idea.""","""........................I don't know.""",「………………………。……わかりません。」,「………………………。……わかりません」,""".................. ......Я не знаю.""","""........................... ......Eu não sei.""",「………………………。……我不知道。」,[=CHT],"""... Non lo so.""","""...Non saprei.""","""........................... ......Bilmiyorum."""
,That was a slightly odd way to say it. It didn't quite sound as if she was saying her memory was hazy. ,That was a slightly odd way to say it.{n}I thought it didn't sound like she meant her memory was vague.,That was a slightly odd way to say it. I thought it didn't sound like she meant her memory was vague.,それは少しだけ不思議な言い方。記憶が曖昧だという意味と、少し違うように思った。,それは少しだけ不思議な言い方。{n}記憶が曖昧だという意味と、少し違うように思った。,"Это был несколько странный вариант ответа на заданный вопрос.{n}Он не подразумевал, что её воспоминания были смутными. Вот какие мысли вызвал у меня её ответ.",Essa foi uma forma ligeiramente estranha de se dizer isso.{n}Não pareceu como se ela quisesse dizer que sua memória estava ambígua.,這是句稍微有點奇怪的回答。{n}感覺與記不太清的意思，有一些微妙的區別。,这是句稍微有点奇怪的回答。{n}感觉与记不太清的意思，有一些微妙的区别。,"Quella era una risposta strana. Non sembrava voler dire che non lo sapeva perché i suoi ricordi erano vaghi, pensai.",Era una risposta un po' strana.{n}Non sembrava volesse esattamente intendere che aveva dei vaghi ricordi.,"Bu, bunu söylemenin biraz garip bir yoluydu.{n}Hafızasının bulanık olduğunu ima ediyormuş gibi değildi."
Shannon,"""...For us servants, {f:5:Beatrice}-sama is a second master of this mansion. ...Some people say we've spread that rumor because of the Master's influence, ","""......For us servants, {f:5:Beatrice}‐sama is another master of this mansion. ......Some speak as if we spread that rumor due to having been influenced by the Master, but...""","""......For us servants, Beatrice-sama is another master of this mansion. ......Some say something like we were influenced by the Master and spread that rumor...",「……私たち使用人にとって、ベアトリーチェさまはお屋敷のもうひとりの主です。……お館様に感化されてそうだと吹聴している、という風に仰る方もおられますが…。,「……私たち使用人にとって、ベアトリーチェさまはお屋敷のもうひとりの主です。……お館様に感化されてそうだと吹聴している、という風に仰る方もおられますが…」,"""......Для нас, слуг, {f:5:Беатриче}‐сама — ещё один хозяин этого особняка. ......Некоторые говорят, будто на нас повлиял господин и мы распустили этот слух...""","""......Para nós serviçais, a {f:5:Beatrice}‐sama é a outra mestra desta mansão. ......Alguns falam como se espalhássemos esse rumor devido a termos sido influenciados pelo Mestre, mas...""",「……對我們傭人來說，貝阿朵莉切夫人是這幢大屋的另一位主人。……雖然有些人說，我們是受了老爺影響才在如此宣揚……」,「……对我们佣人来说，贝阿朵莉切夫人是这幢大屋的另一位主人。……虽然有些人说，我们是受了老爷影响才在如此宣扬……」,"""... Per noi domestici, Beatrice-sama è una seconda padrona di questa villa. ... Alcuni dicono che siamo stati influenzati dal Padrone e abbiamo quindi sparso questa voce...","""...Per noi domestici, {f:5:Beatrice}‐sama è l'altra padrona di questa villa... Alcuni dicono che siamo stati influenzati dal padrone e che abbiamo sparso questa voce...""","""......Biz hizmetkârlar için {f:5:Beatrice}-sama bu malikanenin bir başka efendisi. ......Bazıları sanki Efendi'den etkilendiğimiz için bu söylentiyi yaymışız gibi konuşuyor, ama..."""
Shannon,"...but even when I'd just started working here, the story of {f:5:Beatrice}-sama was already being whispered of."" ","""......Since the time I started working here, the story of {f:5:Beatrice}‐sama was already whispered about.""","......but since the time I started working here, the story of Beatrice-sama was already whispered about.""",……私がここへ勤め始めた時から、ベアトリーチェさまの話はすでに囁かれておりました。」,「……私がここへ勤め始めた時から、ベアトリーチェさまの話はすでに囁かれておりました」,"""Но с тех пор, как я начала работать здесь, история о {f:5:Беатриче}‐сама уже передавалась шёпотом из уст в уста.""","""......Desde a época em que comecei a trabalhar aqui, a história da {f:5:Beatrice}‐sama já era muito ciciada por aqui.""",「……但其實在我剛來這裡工作的時候，貝阿朵莉切夫人的事情就已經在暗地裡流傳了。」,「……但其实在我刚来这里工作的时候，贝阿朵莉切夫人的事情就已经在暗地里流传了。」,"... ma quando ho iniziato a lavorare qui, si mormorava già della storia di Beatrice-sama.""","""ma quando ho iniziato a lavorare qui, si mormorava già da tempo sulla storia di {f:5:Beatrice}‐sama.""","""......Burada çalışmaya başladığımdan beri, {f:5:Beatrice}-sama'nın hikayesi çoktan ağızdan ağıza yayılmıştı."""
Ushiromiya George,"""I've heard about it before. ...If you don't show her respect, you'll get cursed, and at least one servant actually did meet with an accident, right?"" ","""I heard about it before. ...How you'll get cursed if you don't respect her, and how there was a servant who actually had an accident this way.""","""I heard about it before. ...There was a servant who didn't respect her, was cursed, and actually had an accident.""",「前に聞いたよ。…敬わないと呪われたりして、実際に事故にあった使用人もいるんでしょ。」,「前に聞いたよ。…敬わないと呪われたりして、実際に事故にあった使用人もいるんでしょ」,"""Мне уже доводилось об этом слышать. ...Был один слуга, который не уважал её, после чего оказался проклят и с ним впоследствии приключился несчастный случай.""","""Eu já ouvi sobre isso antes. ...Como você será amaldiçoado se não respeitá‐la, e que mesmo um serviçal encontrou com ela e sofreu um acidente.""",「這我之前有聽過。…是說對她不敬就會遭到詛咒，而且還真有傭人出過事故對吧。」,「这我之前有听过。…是说对她不敬就会遭到诅咒，而且还真有佣人出过事故对吧。」,"""Ne avevo già sentito parlare. ... C'era una domestica che non le aveva portato rispetto, fu maledetta, e finì davvero col subire un incidente.""","""Ne avevo sentito parlare... Pare che se non le porgi rispetto verrai maledetto, e che alcuni domestici abbiano veramente subito degli incidenti.""","""Bunu daha önce de duymuştum. ...Ona saygı göstermezsen lanetleniyorsun ve hatta gerçekten de en azından bir hizmetkâr bu şekilde bir kaza geçirmişti, değil mi?"""
Shannon,"""Yes, .........but it's true that some people believed more than others. ...I, umm, ...believe respect for that sort of thing shouldn't be forgotten, so I have never doubted that she exists. ","""Yes... ......But it's true that some people believed more or less than others. ...I, umm, ...believe that respect for that sort of thing shouldn't be forgotten, so I have never doubted that she exists.""","""Yeah.........but it's true that some people believed more or less than others. ...I, umm, ...believe that respect for that sort of thing shouldn't be forgotten, so I have never doubted that she exists.",「えぇ…。……ただ、信じる信じないに個人差があったのは確かです。…私はその、…そういうものには敬いを忘れないのが信条ですので、存在を疑ったことはありません。,「えぇ…。……ただ、信じる信じないに個人差があったのは確かです。…私はその、…そういうものには敬いを忘れないのが信条ですので、存在を疑ったことはありません」,"""Да... Но некоторые люди верили больше, а некоторые меньше. ...Я, м‐м‐м ...верю, что не следует забывать об уважении к таким вещам, поэтому я никогда не сомневалась, что она существует.""","""Sim... ......Mas é verdade que algumas pessoas acreditam mais ou menos que outras. ...Eu, bem, ...acredito que respeito por esse tipo de coisa não deveria ser esquecido, então nunca duvidei da existência dela.""",「是的…。……只不過，對於信不信這一點，確實每個人都有差異。…至於我的話，那個…因為我的信條就是不忘對這類事物的敬意，所以我沒有懷疑過夫人的存在。」,「是的…。……只不过，对于信不信这一点，确实每个人都有差异。…至于我的话，那个…因为我的信条就是不忘对这类事物的敬意，所以我没有怀疑过夫人的存在。」,"""Sì... ma è vero che alcuni ci credono di più o di meno rispetto ad altri. ... Io, umm... credo che il rispetto per queste credenze non vada dimenticato, quindi non ho mai dubitato della sua esistenza.","""Sì... ma sono sicura che il grado in cui ci si crede vari da domestico a domestico... Io, ehm... credo che il rispetto per queste cose non vada dimenticato, quindi non ho mai dubitato della sua esistenza...""","""Evet... ......Fakat bazı insanların diğerlerinden daha az ya da daha çok inandığı da doğru. ...Ben, umm, ...bu tür şeylere saygı duyulmasının unutulmaması gerektiğine inanıyorum, bu yüzden onun varlığından asla şüphe duymadım."""
Shannon,"......I vaguely believed that a... umm...shadowy being called the Golden Witch existed."" ","""......I dimly believed that a......umm......uncertain being called the Golden Witch surely existed."""," ......I dimly believed that a, ...umm, ......uncertain being called the Golden Witch surely existed.""",……黄金の魔女という、…その、……不確かな存在がきっといると、おぼろげに信じていました。」,「……黄金の魔女という、…その、……不確かな存在がきっといると、おぼろげに信じていました」,"""......Я смутно верила, что... м‐м‐м... что создание, называемое Золотой Ведьмой, определённо существует.""","""......Eu debilmente acreditei que um......bem......um ser incerto chamado de Bruxa Dourada certamente existia.""",「……我淡淡地有點相信，…一定是有著，……像黃金的魔女這種，模棱兩可的存在的。」,「……我淡淡地有点相信，…一定是有着，……像黄金的魔女这种，模棱两可的存在的。」,"... Parte di me credeva che una... umm... una creatura misteriosa chiamata Strega Dorata esistesse di certo.""","""Una piccola parte di me... ecco... credeva che una creatura misteriosa, quale la Strega Dorata, esistesse senz'altro.""","""......Altın Cadı adında......umm......bilinmeyen bir varlığın kesinlikle var olduğuna inanıyordum."""
Ushiromiya George,"""...And then that witch, whose existence was so shadowy and obscure, actually showed herself and entered openly through the entrance hall... Is that what happened?"" ","""...And then that witch whose existence was uncertain actually showed herself and came in openly through the entrance hall... Is that what happened?""","""...And then that witch whose existence was uncertain actually showed herself and appeared openly from the entrance hall..., is that what happened?""",「…それで、実際にその不確かな存在の魔女が、姿を現して堂々と玄関からやって来た…、ということなのかな。」,「…それで、実際にその不確かな存在の魔女が、姿を現して堂々と玄関からやって来た…、ということなのかな」,"""...И затем ведьма, чьё существование было неясным и расплывчатым, на самом деле заявилась в особняк и не таясь показала себя в вестибюле... Вот так всё и было?""","""...E então aquela bruxa cuja a existência era incerta, apareceu e entrou passando despreocupadamente pela porta de frente... Foi isso o que aconteceu?""",「…也就是說，這位存在模棱兩可的魔女，後來是真的現了身，堂堂正正地從大門…走進來了麼。」,「…也就是说，这位存在模棱两可的魔女，后来是真的现了身，堂堂正正地从大门…走进来了么。」,"""... E poi la strega la cui esistenza era incerta si è materializzata ed è apparsa apertamente all'ingresso... è questo che è successo?""","""...E poi, la strega, la cui esistenza era incerta, alla fine si palesò veramente, apparendo davanti all'ingresso in grande stile... È questo ciò che successe?""","""...Ve sonra o varlığı belirsiz cadı gerçekten kendini gösterdi ve bariz bir şekilde kapıdan içeri girdi... Olan bu muydu?"""
Shannon,"""......I don't know. .........I don't know...anything."" ",""".........I don't know. ...............I don't know...anything.""",""".........I don't know. ............I don't know, ...anything.""",「………わかりません。……………私には、…何も。」,「………わかりません。……………私には、…何も」,""".........Я не знаю. ............Я ничего... не знаю.""",""".........Não sei. ...............Eu não sei...de nada.""",「………不知道。……………我，…什麼都不知道。」,「………不知道。……………我，…什么都不知道。」,"""... Non lo so. ... Io non so... nulla.""","""...Non saprei... Io... non so nulla.""",""".........Bilmiyorum. ...............Hiçbir şey...bilmiyorum."""
Ushiromiya George,"""......... ...When you brought her dinner, did you talk about anything?"" ","""............ ...When you brought her dinner, did you talk about anything?""","""...............When you brought her dinner, did you talk about anything?""",「………………。…紗音は夕食を運んだ時に何か、話はした？」,「…………。…紗音は夕食を運んだ時に何か、話はした？」,"""............ ...Когда ты принесла ей ужин, вы о чём‐нибудь разговаривали?""","""............ ...Quando você levou o jantar para ela, vocês falaram sobre algo?""",「…………。…紗音你送晚飯過去的時候，有和她說過什麼嗎？」,「…………。…纱音你送晚饭过去的时候，有和她说过什么吗？」,"""... Quando le hai portato la cena, avete parlato di qualcosa?""","""...Shannon, quando le hai portato la cena, vi siete dette qualcosa?""","""............ ...Shannon, sen ona yemek götürdüğünde bir şeyler konuştunuz mu?"""
Shannon,"""............... ...No, nothing."" ","""................................. ......No, nothing.""","""..............................No, nothing.""",「…………………………………。……いいえ、何も。」,「……………………………。……いいえ、何も」,""".................. ......Нет, ни о чём.""","""................................. ......Não, nada.""",「……………………………。……沒，什麼都沒說。」,「……………………………。……没，什么都没说。」,"""... No, niente.""","""...No, nulla.""","""................................. ......Hayır, hiç."""
Ushiromiya George,"""I see. ...Still, a witch that eats food somehow doesn't sound so realistic. Maybe, after all, it's just someone who knows about the witch legend on this island, someone who's taking on {f:5:Beatrice}'s name."" ","""I see. ...Still, a witch that eats food...somehow doesn't sound so realistic. Maybe it's just someone who knows about the witch legend on this island taking on {f:5:Beatrice}'s name after all.""","""I see. ...Still, a witch that eats food somehow doesn't sound so realistic. Maybe it's just someone who knows about the witch legend on this island taking on Beatrice's name after all.""",「そっか。…しかし、ご飯を食べる魔女というんじゃ、何だかリアリティがないね。やっぱり、この島の魔女伝説を知る何者かが、ベアトリーチェの名を騙っているだけなんだろうね。」,「そっか。…しかし、ご飯を食べる魔女というんじゃ、何だかリアリティがないね。やっぱり、この島の魔女伝説を知る何者かが、ベアトリーチェの名を騙っているだけなんだろうね」,"""Понятно. ...Все‐таки ведьма, которая ест обычную пищу, не кажется очень‐то правдоподобной. Наверное, это всё‐таки кто‐то, кто знает о легенде этого острова и просто присвоил себе имя {f:5:Беатриче}.""","""Entendo. ...Ainda assim, uma bruxa que come comida...de alguma forma isso não soa tão realista. Talvez seja só alguém que sabe sobre a lenda da bruxa dessa ilha, tomando o nome de {f:5:Beatrice}.""",「這樣啊。…不過，這還要吃飯的魔女，總覺得沒什麼真實性呢。果然只是個知道了這座島上魔女傳說的某人，假借了貝阿朵莉切的名字而已吧。」,「这样啊。…不过，这还要吃饭的魔女，总觉得没什么真实性呢。果然只是个知道了这座岛上魔女传说的某人，假借了贝阿朵莉切的名字而已吧。」,"""Capisco. ... Eppure, una strega che si nutre di cibo non suona molto realistico. Forse alla fine si tratta solo di qualcuno che conosce la leggenda della strega di quest'isola e che ha assunto il nome di Beatrice.""","""Capisco... Però non mi convince molto una strega che si nutre di cibo. Alla fine potrebbe solo trattarsi di qualcuna che conosce la leggenda della strega di quest'isola, e che ha assunto il nome di {f:5:Beatrice}.""","""Demek öyle. ...Yine de, yemek yiyen bir cadı...nedense kulağa pek gerçekçi gelmiyor. Belki de bu adadaki cadı efsanesini bilen biri {f:5:Beatrice}'in adını kullanıyordur."""
Ushiromiya George,"""......I think you've probably come to respect {f:5:Beatrice} and think of her as something like a guardian god of the mansion. So when a person appeared actually going by that name, maybe you were a little disturbed."" ",""".........I think you've probably come to respect {f:5:Beatrice} and think of her as something like a guardian goddess of the mansion. So when a person appeared actually calling themselves that, maybe you were a little disturbed.""",""".........I think that you've probably come to respect Beatrice and think of her as something like a guardian god of the mansion. So when a person appeared actually calling themselves that, maybe you were a little disturbed.""",「………紗音ちゃんは、ベアトリーチェを多分、お屋敷の守り神みたいに思って敬ってきた気持ちがあると思うんだよ。だから、それを名乗る人物が現れたので、少し動揺しちゃったんじゃないかな。」,「………紗音ちゃんは、ベアトリーチェを多分、お屋敷の守り神みたいに思って敬ってきた気持ちがあると思うんだよ。だから、それを名乗る人物が現れたので、少し動揺しちゃったんじゃないかな」,""".........Я думаю, что ты, возможно, стала уважать {f:5:Беатриче} и думать о ней, как о божестве‐покровителе этого особняка. Поэтому, когда появился человек, называющий себя так, то ты просто была немного шокирована.""",""".........Acho que você provavelmente chegou a respeitar a {f:5:Beatrice} e pensar nela como uma divindade tutelar da mansão. Por isso, quando uma pessoa apareceu alegando ser ela, você provavelmente acabou ficando um pouco perturbada.""",「………我覺得，紗音你多半是有點把貝阿朵莉切當成了這幢大屋的守護神，一直尊敬著她吧。所以，是不是因為有個如此自稱的人物出現了，你就感覺有點心神不安了呀？」,「………我觉得，纱音你多半是有点把贝阿朵莉切当成了这幢大屋的守护神，一直尊敬着她吧。所以，是不是因为有个如此自称的人物出现了，你就感觉有点心神不安了呀？」,"""... Credo che tu abbia imparato a rispettare Beatrice come una divinità tutelare della villa. Così quando una persona ti è comparsa davanti dicendo di avere quel nome, forse ne sei stata un po' confusa.""","""...Shannon-chan, credo che tu abbia imparato a rispettare {f:5:Beatrice}, e la ritieni come una divinità protettrice della villa. Perciò, quando una persona ti è comparsa davanti e si è presentata con tale nome, forse ciò ti ha lasciato un po' turbata.""",""".........Shannon-chan, bence {f:5:Beatrice}'e muhtemelen saygı duymaya başladın ve onu malikanenin koruyucu tanrıçası gibi bir şey olarak görüyorsun. Ve gerçekten kendine böyle diyen bir kişi ortaya çıktığında, muhtemelen biraz rahatsız olmuşsundur."""
Shannon,"""......... ......That's right. I guess that must be the case."" ","""......... .........Yes. I think that definitely could be it.""","""..................That's right. I'm sure that might be the case.""",「………。………そうですね。きっとそうなんじゃないかと思います。」,「………。………そうですね。きっとそうなんじゃないかと思います」,"""......... .........Точно. Я уверена, что в этом‐то всё и дело.""","""......... .........Sim. Tenho certeza que deve ser isso.""",「………。………是這樣吧。我覺得，應該一定就是如此。」,「………。………是这样吧。我觉得，应该一定就是如此。」,"""... Proprio così. Sono sicura che è quello che è successo.""","""...Hai ragione. Sicuramente è andata così.""","""......... .........Evet. Sanırım sebebi bu olabilir."""
,George was slightly at a loss at what to do about Shannon's downcast appearance. ,George was slightly at a loss at what to do about Shannon's downcast appearance.,[=UP],譲治は、紗音の元気のなさそうな様子に少し戸惑っていた。,[=JP],"Джордж не знал, что ему делать с подавленным выражением Шаннон.",George estava ligeiramente perdido ao que fazer sobre a aparência desanimada de Shannon.,讓治為紗音這沒什麼精神的樣子，感到了些許的困惑。,让治为纱音这没什么精神的样子，感到了些许的困惑。,George era leggermente smarrito davanti all'atteggiamento malinconico di Shannon.,"Dinanzi all'atteggiamento spento di Shannon, George era un po' confuso su cosa fare...","George, Shannon'un çökmüş görüntüsü karşısında ne yapacağını şaşırmıştı."
,"...Maybe not just Genji, but even the young servants had been ruthlessly questioned as to whether they knew anything about this {f:5:Beatrice} person... Thinking that, he tried to cheer her up somehow. ","......Possibly, not just Genji, but also the young servants, including Shannon, had been strictly questioned about whether they had a clue as to who this person called {f:5:Beatrice} was...","......Possibly, not just Genji, but the young servants had also been strictly questioned about whether they had a clue as to who this person called Beatrice was... Thinking that, he tried to somehow cheer her up.",……ひょっとすると、ベアトリーチェという人物に心当たりがないかと、源次だけでなく紗音たち若い使用人も厳しい追及を受けたのかもしれない…。,[=JP],"......Возможно, не только Генджи, но и молодых слуг тоже допросили, имеют ли они представление о том, кем является эта женщина, зовущаяся {f:5:Беатриче}...","......Possivelmente, não só Genji, mas também os serviçais jovens, incluindo Shannon, haviam sido estritamente questionados sobre se eles tinham uma pista de quem esta pessoa chamada {f:5:Beatrice} era...",……搞不好，沒准不只是源次，可能就連紗音這些年輕的傭人，也被死死追問過，是否知道貝阿朵莉切這一人物的線索…。,……搞不好，没准不只是源次，可能就连纱音这些年轻的佣人，也被死死追问过，是否知道贝阿朵莉切这一人物的线索…。,"... Forse, non solo Genji, ma anche i domestici più giovani erano stati tempestati di domande su chi potesse essere questa persona chiamata Beatrice...","Probabilmente, non solo Genji, ma anche i domestici più giovani, tra cui Shannon, erano stati tempestati di domande su chi potesse essere questa persona dal nome di {f:5:Beatrice}...","......Muhtemelen sadece Genji değil, Shannon da dahil olmak üzere genç hizmetkârlar da, {f:5:Beatrice} denen bu kişinin kim olduğuna dair bir fikirlerinin olup olmadığı konusunda sıkı bir sorguya çekilmişlerdi..."
,"Surely, just like Maria and Jessica, ","Thinking that, he had tried to cheer her up somehow."," Like Maria and Jessica, ",そう思い、何とか元気付けようとしていた。,[=JP],"Подумав об этом, он попытался развеселить её.","Pensando sobre aquilo, ele havia tentado animá‐la de alguma forma.",想到這些，讓治便不由得想給她打打氣了。,想到这些，让治便不由得想给她打打气了。,"Considerando questa ipotesi, cercò di tirarla su in qualche modo.","Considerando questa ipotesi, cercò in qualche modo di tirarla su.",George bunu düşünerek onu bir şekilde neşelendirmeye çalışmıştı.
,Shannon was unable to fully hide the agitation caused by the sudden visit of this person calling herself the Golden Witch. ,"Like Maria and Jessica, Shannon too must be unable to completely hide her agitation over the sudden visit of a person calling herself the Golden Witch.",Shannon also had surely been unable to completely hide her agitation over the sudden visit of a person calling herself the Golden Witch.,真里亞や朱志香のように、紗音もまた、黄金の魔女を名乗る人物の突然の来訪に、きっと動揺を隠し切れないのだろう。,[=JP],"Так же как Мария и Джессика, Шаннон не могла до конца скрыть своего возбуждения по поводу неожиданного визита человека, называющего себя Золотой Ведьмой.","Como Maria e Jessica, Shannon também deve ser incapaz de esconder completamente sua agitação sobre a repentina visita de uma pessoa que se dizia ser a Bruxa Dourada.",跟真里亞和朱志香一樣，紗音也一定是因這自稱黃金魔女之人的突然來訪，而無法藏住心中的不安了吧。,跟真里亚和朱志香一样，纱音也一定是因这自称黄金魔女之人的突然来访，而无法藏住心中的不安了吧。,"Come Maria e Jessica, anche Shannon non riusciva a nascondere del tutto l'agitazione causatale dalla visita improvvisa di una persona che diceva di essere la Strega Dorata.","Come Maria e Jessica, era evidente che neanche Shannon sembrava riuscire a nascondere del tutto l'agitazione, causata dalla visita improvvisa di una persona che diceva di essere la Strega Dorata.",Maria ve Jessica gibi Shannon da kendisine Altın Cadı diyen bir kişinin bu beklenmedik ziyareti karşısında duyduğu tedirginliği tam olarak gizleyemiyor olmalıydı.
,He'd been so sure that was the case. ...But George probably had no way of looking into Shannon's heart. ,He thought that must be the case.{n}...But George had no way of knowing what was in Shannon's heart., He thought that must be the case....But George probably had no technique of looking into Shannon's heart.,そうに違いないと思った。…しかし、譲治には紗音の胸中を知る術などないだろう。,そうに違いないと思った。{n}…しかし、譲治には紗音の胸中を知る術などないだろう。,"Он подумал, что дело именно в этом.{n}...Но видимо Джордж не владел техникой, позволяющей ему заглянуть в сердце Шаннон.",Ele pensou que esse devia ser o caso.{n}...Mas George provavelmente não tinha como saber o que se passava no coração de Shannon.,讓治覺得定是如此。{n}…然而，紗音的內心，讓治是無從知曉的。,让治觉得定是如此。{n}…然而，纱音的内心，让治是无从知晓的。,Si disse che doveva essere così. ... Ma probabilmente George non sapeva come guardare nel cuore di Shannon.,"Si disse che doveva essere questo il caso...{n}Ma forse, George non sapeva cosa Shannon provava dentro di sé.",George durumun bu olduğunu düşündü.{n}...Ama George'un Shannon'un kalbinde ne olduğunu bilmesine imkân yoktu.
,Shannon was bitter and sad. ,Shannon was bitter and sad., Shannon was bitter and sad.,紗音は悔しく、そして悲しかった。,[=JP],Шаннон выглядела очень расстроенной и печальной.,Shannon estava frustrada e triste.,紗音既懊悔，又悲傷。,纱音既懊悔，又悲伤。,Shannon era triste e amareggiata.,Shannon era triste e amareggiata...,Shannon acı ve üzüntü içindeydi.
,...The door to the Golden Land...would be opened. ...The witch had definitely told her that. ,......The door to the Golden Land...would be opened.{n}......The witch had definitely told her that.,"......The door to the Golden Land, had been opened.......The witch had definitely told her that.",……黄金郷の扉が、開かれる。……魔女は確かにそう告げた。,……黄金郷の扉が、開かれる。{n}……魔女は確かにそう告げた。,......Дверь в Золотую Землю уже была открыта.{n}......Именно так ведьма и сказала ей.,......A porta para a Terra Dourada...seria aberta.{n}......A bruxa definitivamente tinha dito isso para ela.,……黃金鄉的大門，即將開啟。{n}……魔女確實是如此宣告的。,……黄金乡的大门，即将开启。{n}……魔女确实是如此宣告的。,... La porta per la Terra Dorata era stata aperta. ... La strega gliel'aveva detto senza ombra di dubbio.,La porta per la Terra Dorata sarebbe stata aperta...{n}La strega lo aveva reso chiaro.,......Altın Diyar'ın kapısı...açılacaktı.{n}......Cadı ona bunu kesinlikle söylemişti.
,That meant...the demise of everything. ,That meant...the demise of everything.," That meant, the demise of everything.",それが意味するものは、全ての終焉。,[=JP],Это означало конец всему.,Isso significava...o desaparecimento de tudo.,這意味著的，是一切的終焉。,这意味着的，是一切的终焉。,Ciò significava la fine di tutto.,Ciò voleva dire la fine di ogni cosa...,Bu...her şeyin sonu demekti.
,".........Even if she accepted the ring from George, ......they would never be married now. ",".........Even if she accepted the ring from George, ............now, they could never be married.",[=UP],　………譲治に婚約指輪をもらおうとも、…………もう、結ばれることはないということ。,………譲治に婚約指輪をもらおうとも、…………もう、結ばれることはないということ。,.........Даже прими она сейчас у Джорджа кольцо... cупругами им уже никогда не стать.,".........Mesmo se ela aceitasse o anel de George, ............agora, eles nunca poderiam se casar.",………意味著，即便從讓治那裡收下訂婚戒指，…………她也已經，無法與他結為夫婦了。,………意味着，即便从让治那里收下订婚戒指，…………她也已经，无法与他结为夫妇了。,"... Anche se avesse accettato l'anello da parte di George... a questo punto, non si sarebbero mai potuti sposare.",Anche se avesse accettato l'anello di fidanzamento di George... oramai non si sarebbero mai potuti sposare.,".........George'un yüzüğünü kabul etse bile, ............artık asla evlenemezlerdi."
,"No, in the first place... ...Did furniture like her...even have the right to be married? ","No, .........in the first place...{n}...Did furniture like her......have the right to be married?"," No, in the first place......Did furniture like her, ......have the right to be married? ",いや、………そもそも。…家具の自分に、……結ばれる資格はあったのか。,いや、………そもそも。{n}…家具の自分に、……結ばれる資格はあったのか。,"Нет, в первую очередь...{n}...А имеет ли мебель вроде неё... право на то, чтобы вступить в брак?","Não, .........em primeiro lugar...{n}...Uma mobília como ela......tinha o direito de se casar?",不，………說到底。{n}…身為家具的自己，……有成婚的資格嗎？,不，………说到底。{n}…身为家具的自己，……有成婚的资格吗？,"No, innanzitutto... un mobile come lei... aveva forse diritto a sposarsi?",No... Lo sapeva fin dall'inizio...{n}Un mobile come lei... aveva forse il diritto di sposarsi?,"Hayır, .........ilk etapta...{n}...Onun gibi mobilyaların......evlenmeye hakkı var mıydı?"
,"Even if the witch hadn't come to signal their demise, ...wasn't their relationship fated to fail sooner or later? ","Even if the witch hadn't come to tell of their demise, ......wasn't it fated to fail sometime or another?","Even if the witch hadn't come to tell of their demise, ......wasn't it fated to fail sometime or another? ",魔女が終焉を告げに訪れなくても、……いつかは破綻する運命だったのではないか。,[=JP],"Даже если бы ведьма не пришла, чтобы сообщить о их конце... Неужели в любом случае она потерпит неудачу?","Mesmo se a bruxa não tivesse vindo contar sobre o desaparecimento deles, ......a relação deles não estava destinada a falhar uma hora ou outra?",即使魔女沒有來宣告終結的來臨，……這命運，不也總有一天終會迎來破裂嗎？,即使魔女没有来宣告终结的来临，……这命运，不也总有一天终会迎来破裂吗？,Anche se la strega non fosse giunta ad annunciarle la loro disfatta... non era destino che tutto andasse in pezzi prima o poi?,Anche se la strega non fosse giunta ad annunciare la loro fine... la cosa non era forse destinata a fallire prima o poi?,"Cadı ölümlerini bildirmeye gelmemiş olsa bile, ......ilişkilerinin er ya da geç sona ermesi kaderlerinde yok muydu?"
