Speaker,Steam (ST),Umineko Project (UP),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Traditional (CHT),Chinese Simplified (CN),Italian (Ars Magica) (Old) (ITA),Italian (Majotachi no Sub) (New) (IT),Turkish (TR)
,"And because Gohda-san and Shannon-chan had been killed, we knew that not even the servants were safe, despite lacking the Ushiromiya name... ","And we knew that, since Gohda‐san and Shannon‐chan had been killed, not even the servants, who didn't bear the name Ushiromiya, would be spared..."," And we knew that, since Gohda-san and Shannon-chan had been killed, not even the servants, who didn't bear the name Ushiromiya, would be spared...",右代宮の姓を持たない使用人たちもこれを免れてはいないことは、郷田さんと紗音ちゃんが殺されたことからわかる…。,[=JP],"А поскольку, как нам было известно, были убиты и Года‐сан с Шаннон‐чан, то даже слуги, не носящие фамилию Уширомия, тоже не могли рассчитывать на пощаду...","E nós sabemos que, como o Gohda‐san e a Shannon‐chan foram mortos, nem mesmo os serviçais, que não carregam o nome dos Ushiromiya, serão poupados...",紗音和鄉田被殺的事實告訴了我們，就連不姓右代宮的傭人們也被包含在內…。,纱音和乡田被杀的事实告诉了我们，就连不姓右代宫的佣人们也被包含在内…。,"E sapevamo che, dal momento che Gohda-san e Shannon-chan erano stati uccisi, non sarebbero stati risparmiati neanche i domestici, il cui nome non era Ushiromiya...",E poiché Gouda-san e Shannon-chan erano stati uccisi... sapevamo che nemmeno i domestici che non portavano il cognome degli Ushiromiya fossero al sicuro...,"Gohda-san ve Shannon-chan öldürüldüğüne göre, Ushiromiya adını taşımayan hizmetkârların bile kurtulamayacağını biliyorduk..."
Ushiromiya Jessica,"""S-So are they planning... ...to kill us all...? ","""A‐...are we.........all gonna be killed...?""","""A, ...are you, .........saying that we're all gonna be killed...? ",「わ、…私たち、………全員を殺すつもりかよ…。,「わ、…私たち、………全員を殺すつもりかよ…」,"""Т‐ты... хочешь сказать, что нас тоже убьют?..""","""N‐Nós todos.........vamos ser mortos...?""",「打、…打算，………把我們都殺光嗎…？」,「打、…打算，………把我们都杀光吗…？」,"""S... Stai... dicendo che verremo tutti uccisi...?","""Q-Quindi... sta pianificando di ucciderci tutti...?""","""B-...Biz.........hepimiz öldürülecek miyiz...?"""
Ushiromiya Jessica,"...But that's weird, George nii-san! In that case, why only six people? They should've been able to kill a lot more. At worst, it should've been possible for them to assault everyone while they were sleeping and kill them in a single night. Why didn't they do that?!"" ","""...But that's weird, George nii‐san! Why only six people, then? They could have killed a lot more. In the worst case, it might even have been possible for them to assault us all while we were sleeping and kill everyone in a single night. Why didn't they do that?!""","...But that's weird, George nii-san! In that case, why only six people? They should have killed a lot more. In the worst case, it should have been possible for them to assault everyone while they were sleeping and kill them. Why didn't they do that?!""",…でもおかしいよ譲治兄さん！　ならどうして６人だけ？　他に大勢殺せたはず。下手をすれば、寝込みを襲って全員を一晩で殺すことも可能だったはず。どうしてそれをしなかったの？！」,「…でもおかしいよ譲治兄さん！　ならどうして６人だけ？　他に大勢殺せたはず。下手をすれば、寝込みを襲って全員を一晩で殺すことも可能だったはず。どうしてそれをしなかったの？！」,"""...Но это же странно, Джордж нии‐сан! В таком случае, почему только шестеро? Им следовало бы убить больше людей. При самом худшем раскладе они могли бы напасть на всех во сне и умертвить нас. Почему они не сделали этого?!""","""...Mas isso é estranho, George nii‐san! Por que só seis pessoas? Ela poderia ter matado muito mais. No pior dos casos, ela poderia nos atacar enquanto dormimos e matar todos em uma única noite. Por que ela não fez isso?!""",「…不過這有點奇怪啊讓治哥！既然這樣那為什麼只殺了六個人？明明可以殺更多的人。搞不好的話，趁著我們睡著，一個晚上就把我們全殺光也應該是做得到的。為什麼不這麼做呢？！」,「…不过这有点奇怪啊让治哥！既然这样那为什么只杀了六个人？明明可以杀更多的人。搞不好的话，趁着我们睡着，一个晚上就把我们全杀光也应该是做得到的。为什么不这么做呢？！」,"... Ma è strano, George nii-san! In quel caso, perché solo sei persone? Avrebbero dovuto ucciderne molte di più. Nel peggiore dei casi, dovrebbe essere stato possibile assalirci tutti quanti nel sonno e ucciderci. Perché non l'hanno fatto?!""","""Ma cugino George, non ha alcun senso! Allora perché solo sei persone? Avrebbe potuto ucciderne molte di più. Nella peggiore delle ipotesi, avrebbe potuto assalirci tutti nel sonno, e ucciderci in una sola notte. Perché non l'ha fatto?!""","""...Ama bu garip, George nii-san! O zaman neden sadece altı kişi? Çok daha fazlasını öldürebilirlerdi. En kötü durumda, biz uyurken hepimize saldırmaları ve herkesi tek bir gecede öldürmeleri bile mümkün olabilirdi. Neden bunu yapmadılar?!"""
Ushiromiya George,"""......The special clause. ...If someone manages to solve the riddle of the gold, their right to the interest will be lost. ...And remember how the letter ended. ...It challenged us all to solve the riddle of Grandfather's gold."" ","""............The special clause. ...If someone managed to solve the riddle of the gold, the right to the interest would be lost. ......And remember how the very last part of the letter concluded? ...It said for everyone to try to solve the riddle of Grandfather's gold.""","""............The special clause. ...If someone managed to solve the riddle of the gold, the right to the interest would be lost. ......And the very last part of the letter is tied in with this, right? ...It said to try and solve the riddle of Grandfather's gold.""",「…………特別条項だよ。…黄金の謎を暴く者が現れたら、利子の権利は失われる。……そして、手紙の最後にはこう結ばれていたはずだよ？　…お祖父さまの黄金の謎をみんなで解いてみろとね。」,「…………特別条項だよ。…黄金の謎を暴く者が現れたら、利子の権利は失われる。……そして、手紙の最後にはこう結ばれていたはずだよ？　…お祖父さまの黄金の謎をみんなで解いてみろとね」,"""............Особое условие. ...Если кому‐то удастся разгадать загадку золота, право на сбор процентов будет потеряно. ......Об этом ясно говорится в последней части письма, помните? ...Там говорится, чтобы мы попытались разгадать загадку дедушкиного золота.""","""............A cláusula especial. ...Se alguém resolver o enigma do ouro, então todos os direitos aos juros serão perdidos. ......E se lembra de como a carta era concluída ao final? ...Estava dizendo para todos tentarem resolver o enigma do ouro do vovô.""",「…………是因為特別條款啊。…只要有人解開黃金之謎，她就會失去收回利息的權利。……而且，信的最後應該是這麼結尾的：…“大家一起試著解開爺爺的黃金之謎吧”。」,「…………是因为特别条款啊。…只要有人解开黄金之谜，她就会失去收回利息的权利。……而且，信的最后应该是这么结尾的：…“大家一起试着解开爷爷的黄金之谜吧”。」,"""... La clausola speciale. ... Se qualcuno riuscisse a risolvere l'enigma dell'oro, il diritto agli interessi sarebbe perduto. ... E la parte finale della lettera è correlata a ciò, giusto? ... Dice di provare a risolvere l'indovinello dell'oro del Nonno.""","""...Per la condizione speciale... Se apparirà qualcuno che risolverà l'enigma dell'oro, lei avrà perduto il suo diritto agli interessi... E poi, vi ricordate come finiva la lettera...? Ci ha sfidato a risolvere l'enigma dell'oro di nostro nonno.""","""............Özel madde. ...Eğer birisi altın bilmecesini çözmeyi başarırsa, faiz hakkı kaybedilecek. ......Ve mektubun son bölümünün nasıl bittiğini hatırlıyor musunuz? ...Herkesin Büyükbabanın altınlarının bilmecesini çözmeye çalışmasını söylüyordu."""
Ushiromiya Battler,"""Jesus...! ...It looks like we're finally understanding the culprit's message... In other words, the culprit's telling us to try and solve the riddle on that epitaph Grandfather had made. {i:......On top of that, they're saying that if we just sit around, they'll keep collecting the interest}..."" ","""Jesus...! ......It looks like we're finally getting close to understanding the culprit's message... In other words, the culprit is telling us to try and solve the riddle on that epitaph Grandfather had made. ......{i:Furthermore, they're saying that if we just sit around, they'll keep collecting the interest}...""","""Jesus...! ......It looks like we're finally getting close to understanding the culprit's message... In other words, the culprit is telling us to try and solve the riddle on that epitaph Grandfather had made.......Furthermore, they're saying that if we just sit around, they'll keep collecting the interest...""",「ジーザス…！　……ようやく犯人のメッセージがわかってきたじゃねぇか…。つまり犯人は俺たちに、祖父さまのあの碑文の謎を解いてみやがれと言ってるわけだ。{i:……しかも、ぼやぼやしてれば、どんどん利子の回収を進めちまうつもりだ}…。」,「ジーザス…！　……ようやく犯人のメッセージがわかってきたじゃねぇか…。つまり犯人は俺たちに、祖父さまのあの碑文の謎を解いてみやがれと言ってるわけだ。……{i:しかも、ぼやぼやしてれば、どんどん利子の回収を進めちまうつもりだ}…」,"""Ёлки‐палки!.. ......Наконец‐то мы приближаемся к пониманию послания преступника... То есть получается, преступник говорит нам попытаться разгадать загаданную дедушкой загадку эпитафии. ...{i:Более того, там говорилось, что если мы будем сидеть сложа руки — они продолжат собирать проценты}.""","""Jesus...! ......Parece que estamos próximos de entender a mensagem do culpado... Em outras palavras, o culpado está nos dizendo para tentar resolver o enigma do epitáfio que o vovô fez. ......{i:Além disso, está dizendo que se apenas ficarmos parados sem fazer nada, ele vai continuar a coletar os juros}...""",「上帝啊…！……總算開始明白犯人要傳達的信息是什麼了…。也就是說，犯人是在對我們說“快去解開爺爺的碑文之謎”啊。{i:而且，我們要是磨磨蹭蹭的話，他就會繼續馬不停蹄地收回利息}…」,「上帝啊…！……总算开始明白犯人要传达的信息是什么了…。也就是说，犯人是在对我们说“快去解开爷爷的碑文之谜”啊。{i:而且，我们要是磨磨蹭蹭的话，他就会继续马不停蹄地收回利息}…」,"""Diamine...! ... Sembra che ci stiamo finalmente avvicinando a capire il messaggio del colpevole... In altre parole, ci sta dicendo di provare a risolvere l'enigma su quell'epigrafe fatta dal Nonno. ... inoltre, sta dicendo che se noi perdiamo tempo, continuerà a riscuotere l'interesse...""","""Cristo...! Finalmente stiamo capendo il messaggio del colpevole, eh...? In altre parole, il colpevole ci sta dicendo di provare a risolvere l'enigma sull'epigrafe di nostro nonno... {i:E per di più, se rimarremo seduti senza far niente, la riscossione degli interessi continuerà a procedere}...""","""<Jesus>...! ......Görünüşe göre sonunda suçlunun mesajını anlamaya yaklaşıyoruz... Başka bir deyişle, suçlu bize Büyükbabamın kitabeye koyduğu bilmeceyi çözmeye çalışmamızı söylüyor. ......{i:Ayrıca, eğer öylece oturmaya devam edersek, faizleri toplamaya devam edeceklerini de söylüyorlar}..."""
,"I realize this is all based on several guesses that are ""way out there"". ",I realized that this was all based on several crazy guesses.,[=UP],ぶっ飛びまくった想像をいくつも重ねているのは自覚している。,[=JP],"Я понимал, что это основано на нескольких сумасшедших догадках.",Eu tinha percebido que isso tudo era baseado em várias suposições malucas.,我也知道這是好幾個飛躍性的想像加在一起得出的結論。,我也知道这是好几个飞跃性的想象加在一起得出的结论。,Mi resi conto che tutto ciò era basato soltanto su diversi folli pensieri.,Ero consapevole che tutto ciò si basasse su diverse ipotesi campate per aria...,Tüm bunların birkaç çılgın tahmine dayandığını fark ettim.
,...But not everything that happens in this world fits together in a perfect line. ,......But not everything that happens in this world is joined together in a perfect line.,......But not everything that happens in this world fits together in a perfect line.,……だが、世の中の出来事ってのは全てが結びついて線になってるわけじゃない。,[=JP],"......Но не всё, что творится в этом мире, образует идеально прямую линию.",......Mas nem tudo o que acontece nesse mundo está junto e alinhado em uma linha perfeita.,……但是，世界上發生的事情並不全是一條條連接起來的線。,……但是，世界上发生的事情并不全是一条条连接起来的线。,... Ma non tutto ciò che accade in questo mondo sta su una linea perfetta.,Ma non tutto ciò che avviene nel mondo si manifesta in maniera chiara e lineare...,......Ama bu dünyada olan her şey mükemmel bir çizgide birleşmiyor.
,"...Most of the events we don't understand are only individual points. ...By fitting them into a straight line, we're beginning to understand. ","...Most unknown phenomena are nothing but individual points.{n}......By joining them together into lines, we deepen our understanding.","...Most of the events that we don't know about yet are only individual points.......By fitting them into a straight line, I was beginning to understand.",…未知の事象のほとんどは点でしかない。……それらを結んで線にすることで、俺たちは理解をしていく。,…未知の事象のほとんどは点でしかない。{n}……それらを結んで線にすることで、俺たちは理解をしていく。,"...Большинство событий, о которых мы не знаем, являются лишь отдельными точками.{n}......Но составляя из них прямую линию, я начал кое‐что понимать.","...Grande parte dos fenômenos desconhecidos não são nada mais do que pontos isolados.{n}......Juntando eles em uma linha, nós somos capazes de entender melhor.",…未知的現象基本上都只是一個個點。{n}……把這些點用線連接起來，我們才會逐漸明白。,…未知的现象基本上都只是一个个点。{n}……把这些点用线连接起来，我们才会逐渐明白。,"... Molti degli eventi che non conosciamo ancora sono solo punti isolati. Mettendoli in linea retta, stavo cominciando a capire.","La maggior parte degli eventi a noi sconosciuti erano solo dei punti isolati...Disponendoli lungo una linea, avremo potuto comprenderli.",...Bilinmeyen olayların çoğu ayrı ayrı duran noktalardan başka bir şey değildir.{n}......Bunları çizgiler halinde birleştirerek anlayışımızı derinleştiririz.
,"When the points at either end of the line are really close, the line itself is more logical and easier to understand. ","The closer together the points at the ends of those lines are, the more logical it is, and the easier to understand."," The closer the points are to the line, the easier it is, intellectually, to understand them.",その結ぶ線の両端の点は、距離が近ければ近いほど理知的で理解に容易だ。,[=JP],"Чем ближе точки находятся к линии, тем легче понять их умом.","Quanto mais próximos esses pontos estão do final da linha, mais lógico se torna, e mais fácil de se entender.",線連接著的兩點之間，距離越短邏輯性就越強，我們也就越容易理解。,线连接着的两点之间，距离越短逻辑性就越强，我们也就越容易理解。,"Più i punti sono vicini alla linea, più è facile capirli intellettualmente.","Quanto più i punti uniti alle due estremità di questa linea sarebbero stati vicini tra loro, tanto più facile sarebbe stato capirli tramite la logica...","Bu çizgilerin uçlarındaki noktalar birbirine ne kadar yakınsa, o kadar mantıklıdır ve anlaşılması daha kolaydır."
,"...And when those points are really far away, the opposite is true. It's the distance between these points that makes us say our guesses are way out there. ...However, if the distances we span are too narrow, that means our thinking will be narrow too. ","...And the farther away they are, the more it lacks those qualities.{n}That is why we use a distance analogy, and call such theories ""way out there"".{n}...However, if you can only join up to a small, limited distance away, we call it having a ""limited imagination"".","...And the farther away they are from the line, the more fragmented everything becomes. Therefore, as far the distance between these guesses was concerned, we should call this theory crazy....However, if the distance is narrow between the points, you could call the idea limited.",…そして離れていれば離れているほどそれを欠いている。ゆえに距離的に、ぶっ飛んでいると称する。…だが、その結べる距離が狭ければ、発想が狭いとも言う。,…そして離れていれば離れているほどそれを欠いている。{n}ゆえに距離的に、ぶっ飛んでいると称する。{n}…だが、その結べる距離が狭ければ、発想が狭いとも言う。,"...Но чем дальше они находятся от прямой, тем путаней всё становится.{n}Таким образом, учтя расстояние между этими предположениями и догадками, нам полагается назвать данную теорию безумной.{n}...Однако, если расстояние между этими точками мало, то данную идею можно назвать ограниченной.","...E quando mais distantes estão, mais lhes falta essas qualidades.{n}Por isso que nós fazemos uma analogia com a distância, e chamamos essas teorias de ""fora do caminho"".{n}...No entanto, se você puder juntá‐los em uma distância pequena e limitada, temos o que chamamos de ""imaginação limitada"".",…而相隔越遠邏輯性就越弱，我們也越難理解。{n}因此遠距離兩點之間的連接，就稱為飛越性的想像。{n}…但是，如果連接的兩點距離很近的話，也會被說缺乏想像力。,…而相隔越远逻辑性就越弱，我们也越难理解。{n}因此远距离两点之间的连接，就称为飞越性的想象。{n}…但是，如果连接的两点距离很近的话，也会被说缺乏想象力。,"... E quanto più sono distanti dalla linea, più il tutto diviene frammentato. {n}Perciò, per quanto riguardava la distanza fra questi pensieri, dovremmo chiamare folle questa teoria. ... Tuttavia, riducendo la distanza fra i punti, si potrebbe definire un'idea precisa.","E se fossero molto distanti, sarebbe stato vero il contrario. E dalla loro distanza, avremo capito quanto siamo fuori strada... Tuttavia, se lo spazio tra i punti sarebbe stato ristretto, avrebbe voluto dire che lo sarebbero state anche le nostre teorie.","...Ve ne kadar uzak olurlarsa, bu niteliklerden o kadar yoksun olurlar.{n}Bu yüzden bu tür teorilerde mesafe benzetmesi yapar ve ""çok uçuk"" deriz.{n}...Bununla birlikte, yalnızca küçük, sınırlı bir mesafeye kadar birleşebiliyorsanız, buna ""sınırlı bir hayal gücüne"" sahip olmak diyoruz."
,Is there a difference between making guesses and reasoning? Am I just using easily-made guesses to try and force this crime into a pattern I can understand? ,Is imagination different from reasoning?{n}Was I just trying to force everything that I knew about the case to fit my simple imagination?, Would that idea be any different from reasoning? Was I just trying to force everything that I knew about the case to fit my simple imagination? ,発想は推理と異なるのか？俺は安直な想像で無理やり事件を理解しようとしているだけなのか？,発想は推理と異なるのか？{n}俺は安直な想像で無理やり事件を理解しようとしているだけなのか？,"Будет ли данная идея чем‐то отличаться от других выводом, достигнутым путём логического размышления?{n}Не пытался ли я просто построить известные мне о деле факты под гребёнку своего незатейливого воображения?",A imaginação é diferente do raciocínio?{n}Eu estou apenas tentando forçar tudo que eu sei sobre esse caso de uma forma que se adéque à minha simples imaginação?,但想像和推理是不同的嗎？{n}我只是在用簡陋的想像來強行解釋這個事件嗎？,但想象和推理是不同的吗？{n}我只是在用简陋的想象来强行解释这个事件吗？,Quell'idea sarebbe differente dal ragionamento? Stavo soltanto cercando di forzare tutti gli elementi che conoscevo del caso ad adeguarsi alla mia semplice immaginazione?,Che differenza c'è tra una congettura e un ragionamento? Stavo cercando forzatamente di comprendere questo caso con delle congetture scontate?,Hayal gücü muhakemeden farklı mıdır?{n}Olay hakkında bildiğim her şeyi basit hayal gücüme uydurmaya mı çalışıyordum?
,"No, that's not it. When you're lost in the dark and searching around with your hands, what you're doing is relying on your imagination and making guesses. ","No, that's not it.{n}When you're searching around with your hands in the dark, that search is imagination.","No, that's not it. When you're searching around with your hands in the dark, that search is imagination.",いいや違う。暗闇の中を手で探る、その探りこそが想像だ。,いいや違う。{n}暗闇の中を手で探る、その探りこそが想像だ。,"Нет, дело не в этом.{n}Когда ты ищешь что‐то руками в темноте, такой поиск и является воображением.","Não, não é isso.{n}Quando você está procurando com suas mãos no escuro, a procura é a imaginação.",不，不對。{n}在黑暗中伸出手去摸索，這個摸索即是想像。,不，不对。{n}在黑暗中伸出手去摸索，这个摸索即是想象。,"No, non è così. Quando cerchi qualcosa nel buio con le tue mani, quella ricerca è l'immaginazione.","No, non era così. Quando cerchi qualcosa nel buio a tentoni con le mani, la tua ricerca avviene proprio grazie alle tue supposizioni.","Hayır, öyle değil.{n}Karanlıkta ellerinizle etrafı ararken, bu arayış hayal gücüdür."
,Only imagination can find the points that need to be tied together. ...Reasoning is nothing more than the act of drawing lines between them. ,Only imagination can find the two points you should connect together.{n}...Reasoning is nothing more than the action of drawing the line between them., Only imagination can find points that fit with each other....Reasoning is nothing more than tying those lines together.,想像だけが、結ぶべき点と点を見つけ出す。…推理は、その間に線を結ぶ行為に過ぎないのだ。,想像だけが、結ぶべき点と点を見つけ出す。{n}…推理は、その間に線を結ぶ行為に過ぎないのだ。,Лишь воображение может отыскать подходящие друг другу точки.{n}...Логическое размышление является не более чем средством для объединения тех линий.,Apenas a imaginação pode achar os dois pontos que você deve conectar.{n}...Raciocínio não é nada mais do que a ação de desenhar uma linha entre eles.,只有想像，才能找出應該連接的兩點。{n}…而推理，只是把這兩點以線連接起來的過程。,只有想象，才能找出应该连接的两点。{n}…而推理，只是把这两点以线连接起来的过程。,Solo l'immaginazione può trovare punti che combaciano l'uno con l'altro. Ragionare non è altro che legare assieme queste linee.,Solo tramite le supposizioni si possono scovare i punti che vanno uniti...{n}Il ragionamento non è altro che l'atto di tracciare una linea che li colleghi.,"Birbirine bağlamanız gereken iki noktayı sadece hayal gücünüz anlayabilir.{n}...Muhakeme, aralarındaki çizgiyi çizme eyleminden başka bir şey değildir."
,"If you can't imagine, you can't reason. ...What I'm doing now might be way out there, ...but I'm sure it isn't a mistake either. ","If you can't imagine, you can't reason.{n}......What I was doing might be ""out there""...but it shouldn't be wrong, either."," If you can't imagine, you can't reason.......What I was doing might have been crazy, ...but it also wasn't a mistake.",想像なくして推理もない。……俺のしていることは、ぶっ飛んでいるかもしれないが、…間違ってもいないはずなんだ。,想像なくして推理もない。{n}……俺のしていることは、ぶっ飛んでいるかもしれないが、…間違ってもいないはずなんだ。,"Логическое размышление невозможно без воображения.{n}......То, что я делал, может, и было сумасшедшим... Но уж ошибкой точно не являлось.","Se você não pode imaginar, você não pode raciocinar.{n}......O que eu estou fazendo pode ser ""fora do caminho""...mas isso também não estaria errado.",沒有想像就沒有推理。{n}……雖然我的想法可能十分飛越，…但應該沒有搞錯。,没有想象就没有推理。{n}……虽然我的想法可能十分飞越，…但应该没有搞错。,"Se non riesci a immaginare, non puoi ragionare. ... Ciò che stavo facendo poteva essere pazzo... ma non era un errore.",Non esiste un ragionamento privo di supposizioni... Forse quello che stavo facendo era azzardato... ma di certo non era sbagliato.,"Hayal edemiyorsanız, mantık yürütemezsiniz.{n}......Yaptığım şey ""uçuk"" olabilir...ama yanlış da olmamalı."
,Only the power of imagination can pull clues out from the darkness. ...And then I can use the power of reasoning to tie those clues together. ,Only the power of imagination can pull out a clue from the darkness.{n}......And the power of reasoning ties those clues together., Only the power of imagination could pull out a clue from the darkness.......And the power of reasoning could tie those clues together.,想像の力だけが、闇の中から手掛かりを見つけ出す。……そしてそれを、推理の力で結びつける。,想像の力だけが、闇の中から手掛かりを見つけ出す。{n}……そしてそれを、推理の力で結びつける。,"Лишь сила воображения может стать крючком, извлекающим улику из тьмы, как рыбу из воды.{n}......А логическое размышление поможет связать эти улики вместе.",Apenas o poder da imaginação pode extrair uma pista da escuridão.{n}......E o poder do raciocínio relaciona essas pistas.,只有想像的力量，才能在黑暗中找出線索。{n}……然後，以推理的力量把線索連接起來。,只有想象的力量，才能在黑暗中找出线索。{n}……然后，以推理的力量把线索连接起来。,Solo il potere dell'immaginazione poteva trovare un indizio nel buio. {n}E il potere del ragionamento poteva mettere assieme questi indizi.,"Solo con la forza delle supposizioni si possono estrarre indizi dalle tenebre...Indizi che in seguito, verranno collegati grazie alla forza dei propri ragionamenti...",Sadece hayal gücünün gücü karanlıktan bir ipucu yakalayabilir.{n}......Ve muhakeme gücü de bu ipuçlarını birbirine bağlar.
,...It was a lot like the process of searching out an enemy's weak spot and striking. ,...It's a lot like the process of searching out an enemy's weak spot and striking.,...It was a lot like the process of searching out an enemy's weak spot and striking.,…それは敵の弱点を探し出し、そこを貫くという手順によく似ている。,[=JP],...Это напоминало поиск брешей в обороне противника и нанесение туда ударов.,...É muito parecido com o processo de procurar por um ponto fraco do inimigo e atacá‐lo.,…這就像是找出敵人的弱點，然後對準弱點致命一擊的順序關係。,…这就像是找出敌人的弱点，然后对准弱点致命一击的顺序关系。,... Era molto simile al processo di cercare il punto debole di un nemico e colpire.,"Era molto simile al processo in cui, una volta individuato il punto debole di un nemico, esso verrà poi colpito.","...Bu, düşmanın zayıf noktasını bulup vurma sürecine çok benzer."
,It's okay if I'm way out there. Find a weak point first. Then we can think about how to strike! ,It's alright if it's crazy.{n}Find the weak point first.{n}Then we can think about how to strike!, It's alright if it's crazy. Find the weak point first. Then we can think about how to strike! ,ぶっ飛んでいてもいい。弱点をまず探せ。貫く方法をそれから探す！,ぶっ飛んでいてもいい。{n}弱点をまず探せ。{n}貫く方法をそれから探す！,"Ну и пусть это безумие.{n}Сперва надо найти брешь.{n}И вот тогда мы сможем подумать, как нанести удар!",Tudo bem se for algo maluco.{n}Encontre um ponto fraco primeiro.{n}Então podemos pensar no ataque!,就算飛越也好。{n}先找出弱點來。{n}致命一擊的方法之後再想！,就算飞越也好。{n}先找出弱点来。{n}致命一击的方法之后再想！,Va bene se è folle. Prima troviamo il punto debole. Poi potremo pensare a come colpire!,Non importava se ero fuori strada. Dovevo prima trovare un punto debole.{n}Per poi pensare a come colpirlo!,Çılgınca olsa da sorun değil.{n}Önce zayıf noktayı bulalım.{n}Nasıl saldıracağımızı sonra düşünebiliriz!
,Right now is the time to find points we can tie together later...! ,Now was the time to find the points that we could tie together later...!,Now was the time to find the points that we could tie together later...! ,今は結ぶ先の点を探す段階なんだ…！,[=JP],"Сейчас было время отыскать точки, которые мы позже сможем объединить!..",Agora é hora de achar os pontos para que possamos relacioná‐los juntos depois...!,目前這一階段，還只是在尋找要連接的目標點而已…！,目前这一阶段，还只是在寻找要连接的目标点而已…！,Ora era il momento di trovare i punti che più tardi avremmo potuto unire...!,Era il momento di individuare dei punti da collegare in seguito...!,Şimdi birbirine daha sonradan bağlayabileceğimiz noktaları bulma zamanı...!
,"For the time being, I put aside whether a 19th person existed... and announced our theory that the goal of the culprit might've been to make us solve the riddle of the epitaph. ","For the time being, I put aside whether a 19th person exists, and announced the theory that the goal of the culprit might have been to make us solve the riddle of the epitaph.",[=UP],俺は、１９人目が存在するかどうかは一旦保留し、犯人の目的が、碑文の謎を俺たちに解かせることにあるのではないかという仮説を発表した。,[=JP],"Я отложил на время вопрос о существовании 19‐го человека и высказал теорию, что цель преступника может быть в том, чтобы заставить нас разгадать загадку эпитафии.","Para começar, eu propus que uma 19ª pessoa poderia existir, e anunciei uma teoria na qual o objetivo do culpado seria de nos forçar a resolver o enigma do epitáfio.",我暫時擱置了有沒有第十九人存在的問題，先向大家發表了，犯人的目的會不會是想讓我們來解開碑文之謎的假說。,我暂时搁置了有没有第十九人存在的问题，先向大家发表了，犯人的目的会不会是想让我们来解开碑文之谜的假说。,"Per il momento, misi da parte la questione se una diciannovesima persona esistesse, e affermai che lo scopo del colpevole poteva essere farci risolvere l'enigma dell'epigrafe.","Per il momento, misi da parte l'idea dell'ipotetica esistenza di una 19ª persona...{n}e presentai la teoria che l'obiettivo del colpevole potesse essere quello di farci risolvere l'enigma dell'epigrafe.","Şimdilik 19. kişinin var olup olmadığını bir kenara bıraktım, ve suçlunun amacının kitabenin bilmecesini çözmemizi sağlamak olabileceği teorisini ortaya attım."
,"Uncle Hideyoshi seemed to be extremely interested, but Aunt Natsuhi said it was ridiculous and dismissed it. ","Uncle Hideyoshi looked like he was really interested, but Aunt Natsuhi thought it was ridiculous."," Hideyoshi oji-san looked like he was really interested, but Natsuhi oba-san thought it was ridiculous.",秀吉伯父さんは非常に強い関心を示してくれたが、夏妃伯母さんは馬鹿馬鹿しいと一蹴した。,[=JP],"Дядя Хидэёши выглядел сильно заинтересованным, но тётя Нацухи считала, что это нелепо.","O tio Hideyoshi parecia estar bem interessado, mas a tia Natsuhi pensou que era ridículo.",雖然秀吉姑父對此顯示出了極大興趣，但是夏妃伯母卻認為這荒唐無比，不屑一顧。,虽然秀吉姑父对此显示出了极大兴趣，但是夏妃伯母却认为这荒唐无比，不屑一顾。,"Sembrava che Hideyoshi oji-san fosse molto interessato, ma Natsuhi oba-san pensava che fosse ridicolo.","Lo zio Hideyoshi sembrava esserne estremamente interessato, ma la zia Natsuhi la liquidò, ritenendola assurda.",Hideyoshi Amca gerçekten ilgilenmiş gibi görünüyordu ama Natsuhi Teyze bunun saçma olduğunu düşünüyordu.
