Speaker,PC Japanese (JP)
,…あっちのシャンデリアにいるのは、シエスタ１２７。２ｋｍ先の対人標的を精密射撃で粉々に粉砕できる、やり過ぎのバケモノ狙撃手。
,…向こうのシャンデリアにいるのは、シエスタ２０。発射速度は毎分６０００発。しかし今日は携帯弾倉なので、全弾を２秒で吐き終える。２秒しか働かない怠け者にぇ。
,赤い絨毯の道を、ゆっくりと、……見せ付けるかのように、二人は歩む。
,戦人の目は虚ろ。
,……よく見ればそれは、ヱリカが腕を組んで、引っ立てるように歩いていることがわかるだろう。
,つまりこれは、二人の歩みではない。
,……ヱリカが、この男を自分のものとしたことを、満場の一同に見せ付ける儀式なのだ…。
,新郎新婦の後ろには、片翼の鷲を模した、長い儀仗を掲げた煉獄の七姉妹が続く…。
Lucifer,「戦人の馬鹿、……何をぼんやりしてるのよ…。これだから無能と言われるのよっ。」
Leviathan,「……ベアトリーチェさまのお心の痛みが、…誰よりもわかるわ。」
Satan,「馬鹿戦人がロジックエラーなんて起こすからこんなことにッ！　馬鹿馬鹿馬鹿ッ！」
Belphegor,「………ベアトリーチェさまが、怠惰にこの婚儀を見過ごすわけがない。」
Mammon,「当然よ。ベアトリーチェさまは強欲なお方。自分の玩具をみすみす、人に譲るわけもないわ。必ず、お出でになる…。」
Beelzebub,「ぢゅるりっ。披露宴はおいしい料理がいっぱい出そうだねぇ…！」
Asmodeus,「あぁん、私も早く花嫁衣裳、着たいぃいいぃ〜！！」
,バルコニー上の貴賓席には、ベルンカステルとラムダデルタの姿があった。
,怪しげな炭酸ジュースのカクテルを傾けながら、見世物のように見下ろしている…。
{f:5:Lambdadelta},「………素敵な花嫁衣裳じゃない。……いいわね、こういうの。」
{f:5:Bernkastel},「前座よ、こんなの。」
{f:5:Lambdadelta},「酷いわねぇ。どっちのイベントが真打なのよ。……まさかベルン、本気でベアトが来ると思ってんの？あんたも知っての通り、戦人の密室は完璧よ。……ベアトに勝てる道理なんてないわ。そうでしょ……？」
{f:5:Bernkastel},「……………あんたも聞いてるでしょ。隣部屋の窓は封印を破られてる可能性があるのよ。……ドラノールがそれを一応は封じたようだけど、概念否定をしただけで、窓を塞いだわけじゃない。………また窓から飛び出すわよ。片翼の鷲とやらが。」
{f:5:Lambdadelta},「賭けない？」
{f:5:Bernkastel},「ベアトが来るかに？」
{f:5:Lambdadelta},「………絶対、来るに賭ける。」
{f:5:Bernkastel},「……奇跡的に来るに賭ける。」
{f:5:Lambdadelta},「あぁ、成立しないわね、こりゃ。……くすくすくす。」
,絶対の魔女も奇跡の魔女もともに、ベアトが必ずやって来ることを予見している。
,しかし、どんな方法で密室を破り、戦人を取り返すか、その方法に興味が津々だった…。
{f:5:Bernkastel},「………あんたは裏から見たから知ってるんでしょ。トリック。」
{f:5:Lambdadelta},「一応ね。……でも、ヱリカが頑張りまくっちゃったから、もう私にもさっぱりよ。」
{f:5:Bernkastel},「……嘘吐き。」
{f:5:Lambdadelta},「へぇ…？」
{f:5:Bernkastel},「あんたはきっともう気付いてるんだわ。………あるんでしょ、戦人を救うトリックが。」
{f:5:Lambdadelta},「………………………。……あるわ。……でも、難しいわ。」
{f:5:Bernkastel},「その手を使うと、……ベアトの心臓の一端が晒される。……そうでしょう。」
{f:5:Lambdadelta},「……なぁんだ、わかってるじゃない。」
{f:5:Bernkastel},「………ねぇ、賭けを変えない？」
{f:5:Lambdadelta},「何にー？」
{f:5:Bernkastel},「勝つのはベアトか、ヱリカか。」
{f:5:Lambdadelta},「あんたがヱリカに賭けるって言うなら、いいわよ。」
{f:5:Bernkastel},「………乗るわ。」
{f:5:Lambdadelta},「お、ヱリカに賭けるの？　勝ち目の根拠は？」
{f:5:Bernkastel},「………もし、そのトリックが、ベアトの心臓の一端だというなら。………ゲームマスターの戦人は、それを晒すのに躊躇する。だから、勝てない。恐らく引き分けよ。煙に巻いてうまく逃げるに決まってるわ。」
{f:5:Lambdadelta},「………戦人は、ベアトを安らかに眠らせると誓ってるのよ。……それはベルン。…甘いわ……。」
,賭けは、成立する。
,ベアトが現れる絶対の奇跡を、前提に。
,最前列に立つワルギリアは、戦人が通り過ぎる刹那に、声を掛けようとする。
,隣部屋の窓の封印が保証されていないことがヒントになるかもしれないと、それを伝えようとしたのだ。
,しかし、完全にマークされていた。
,身を乗り出そうとする瞬間、真後ろにいた、２人のシエスタ姉妹兵に両腕を掴まれる。
,それ以上、前には進ませないという強い力だった。
,そして身動き出来ないまま、……戦人が通り過ぎるのを眺めるしかない。
{f:5:Virgilia},「戦人くん……。」
Ronove,「……彼は今もたった一人、……密室で戦っておられます。………しかし、あの密室は自分だけの力では抜けられない。……誰かが助けに来なければ、抜けられない。」
{f:5:Virgilia},「あの子が助けに来なければ、……戦人くんは出られないのですね…。」
Ronove,「密室の鍵さえあれば…。必ず、その方法を、お嬢様ならきっと……。」
Ronove,………お嬢様。……あなたの人生にはきっと、何度も試練があったでしょう。
Ronove,しかしどうか、この試練にだけはお打ち勝ち下さい…。
Ronove,……あなたならきっと出来ます。{n}このロノウェ、……それを疑いませんぞ……。
,花嫁と花婿の行列は、ゆっくりと墓場への道を通り抜け、………祭壇の前へ至る。
,作法とはいえ、ゆっくりと歩くのは晴れがましくも、疲れるものだった。
,ヱリカはちらりと、戦人を見る。……当然、その瞳は虚ろ。
,心は今もあの密室の中だ。
,再び、シエスタの儀仗兵たちが強く踵を打ち鳴らす音が響き渡る。
,大聖堂は再び静けさを取り戻した。
,……いよいよ、婚儀が、……始まる。
Zepar,「人は、愛のために生きるのです！　即ち、今日、あなた方は生まれてきた意味を、目的を成し遂げたッ。」
Furfur,「あぁ、生きる力、愛の力の何と偉大なことか…！　今日という日の輝きがどうか、お二人を永遠に祝福しますように！」
,「「さぁ、愛し合う二人よ！　愛の誓約を！！」」
Zepar,「物言えぬ夫に変わりて、」
Furfur,「妻は二人を代表して誓約を…！」
Furudo Erika,「……戦人はヱリカを。ヱリカは戦人を。健やかな日も病める日も、支え合って生きることを誓います。」
Ushiromiya Battler,「…………ぐ…………、……く……。」
Furudo Erika,「……聞こえませんよ、戦人さん…？　文句があるなら、もっとはっきり大きな声で言って下さい。」
Ushiromiya Battler,「………ち……く……しょお………。」
Furudo Erika,「それ以上の文句がおありでしたら、まずはロジックエラーの密室からお出になってからにして下さい。………安心して。その日まで永遠に、私があなたを支えてあげますから。……くす、……くすくすくすくすくすくすくす！！」
,「「二人の、愛の誓約を聞きました。あぁ、誓いよ、永遠なれ…！！」」
,万雷の拍手が、二人を、隷属の婚姻を祝福する……。誓いの次は、……それを形で取り交わす。
,……指輪の交換だ。
,……戦人の指の、……片翼の鷲が刻まれた、領主の指輪はヱリカのものとなる。
,それを以って、このゲーム盤の支配者は、彼女になる…。
,そして戦人の指には代わりに、……ヱリカが用意したダイヤの指輪が与えられるのだ。
,……一見しただけでは、それは大きなダイヤモンドをあしらった指輪にしか見えない。
,……しかしそれこそは、戦人を永遠に隷属させ、所有物とすることを刻印する、呪われし指輪……。
Zepar,「さぁ、二人は指輪の交換を…！！」
Furfur,「……身動き出来ぬ夫の指を、妻はどうか支えてあげて…！」
,ヱリカはうやうやしく、戦人の左手を取ると、……その薬指の、領主の指輪を、ゆっくりと引き抜く……。
,それは、ベアトから託された指輪だ。……それを、ヱリカが、奪う。
Furudo Erika,「これが、あの女の遺した指輪なんですよね……？　うふ、ふふ…。……それを、私みたいな女に奪われるのって、……どんな気持ちですか……？」
Ushiromiya Battler,「………ち……ろ………。」
Furudo Erika,「はい？　聞こえません。もう一度お願いします。」
Ushiromiya Battler,「……地獄へ、………落ちろ………。」
Furudo Erika,「なぁんだ。それならご安心を、戦人さん。」
,ヱリカは、戦人の耳たぶを食むように、……唇を近付け、……ここがどこか教える。
Furudo Erika,「……ここが、そこですよ。くす………。」
,　そしてゆっくりと、……戦人より奪った、……ベアトの指輪を、自分の左手に通す…。
Zepar,「では花嫁。続いて、あなたの指輪を花婿に。」
Furfur,「……すごい指輪ね。………彼を、永遠に逃がさない、これは枷だわ。」
Furudo Erika,「くす。……えぇ、……特注ですから。」
,戦人の虚ろな目にも、ヱリカの持つダイヤの指輪が見える。それはまるで、ヱリカそのものだった。
,外見は、美しく輝き、……何者にも屈しない絶対の堅さを持つ。
,そしてその輪の内側には、……噛み付いた獲物を、終生離さないことを象徴した、……するどい棘が、内側に向かって８本も生えていた。
,それが外側に生えているものなら、地獄の番犬の首輪などで見たこともある。
,……しかし、内側に生やすのは、聞いたこともない…。
,それの棘は、ダイヤをかちりと捻ると、仕掛けによって引っ込んだ。
,……つまり、指に嵌めてから捻れば、……内向きの棘が噛み付くように刺さり、生涯、外せない、逃がさない。
,……そして魂さえも閉じ込め、……永遠に身も心も魂も、ヱリカに隷属させられるのだ。
Ushiromiya Battler,「………ふざ…ける……な……。………………そん…な……、」
,そんな指輪、誰がするもんか。
,……その程度の言葉さえ、満足に口にできない。
,しかも彼に出来る拒絶は、そのたどたどしい言葉だけが精一杯なのだ…。
,戦人の左手を上げ、……薬指を、嘗め回すように撫でながら。
,……ヱリカは隷属の指輪を、指の先端に当てる…。
,指輪はあまりきつく作り過ぎると、苦痛になるし、抜けなくなって困る思いをする。
,しかし、……この指輪は、生涯、抜かせるつもりはないので、……容赦なく、その内径は絞り込まれている。
,棘の仕掛けなどなくとも、そんな小さな指輪を強いられることは、痛みを伴う行為だ……。
Furudo Erika,「この指輪は、あなたの身も心も魂も、……全てを永遠に閉じ込めます。……そしてあなたは永遠に生きた人形…。………死ぬことも許しません。
Furudo Erika,……私に永遠に、穢され、辱しめられ、……私が勝利の美酒の味を忘れる度に、……あなたはその身を以って、私にそれを思い出させるのです。………何度も、………何度もね……。……舌が噛めるなら、今の内にどうぞ…。……指輪が通れば、……それすらも出来なくなりますから。」
Ushiromiya Battler,「………ふ………ぐ…………く……。」
,舌を噛む力さえ戦人にはない。
,……それにあったとしても、……戦人は密室を脱出する方法を見つけるまで諦めたくない。だから自害など、断じて出来ない。
,しかし、このまま指輪を受ければ、……自害どころか、密室を脱出するための思考さえも、永遠に許されなくなる……。
Ushiromiya Battler,「ぃ……ぃや……め………ろ……………、」
Furudo Erika,「ダメです。……ほら、……指、………入れますよ……？」
Ushiromiya Battler,「ぎ、……ぐぐ、……い、……痛ぇ……うぐぐ…ぐ…ッ、」
,絞り込まれた指輪を無理やり通す苦痛だけではない。
,……指輪の呪いが、戦人の内臓の内側から、……全身を激しく苛むのだ。
,この苦痛が、永遠に戦人を苛む。
,……しかし幸いだ。
,指輪の力により、その痛みを理解する心さえ、奪われるのだから……。
,ヱリカはなおも、その小さ過ぎる悪魔の指輪を、無理やり捻り込もうとする…。
Ushiromiya Battler,「痛ぇ……、……ッ、………ッッ…。……む…、無理…、……そんなの、……入るわけ………、」
Furudo Erika,「……大丈夫です。……入りますから、………ちゃぁんと…。」
,ヱリカは淫靡に笑いながら、……口から銀の糸を垂らしながら、……指輪と指を濡らす。
Furudo Erika,「……力を抜いて下さい。一気に奥まで、……入れちゃいますから…。…無駄な抵抗なんかしないで下さい。……抵抗しない方が……痛くないですよ…？………ほら、……ぬめって、入るようになった……。」
Ushiromiya Battler,「ぃや、……ぁ、………あ………ッ、……ッ……ッ、」
,ゆっくりとゆっくりと、……深く、深く、……戦人の指が、指輪を貫いていく。
,二度と抜けることない、苦痛と屈辱の鉄環を、辱しめられながら入れられていく…。
Ushiromiya Battler,「ぉ、……が、………、……………かは……ッ……、」
Furudo Erika,「……ほぉら、……見て下さい…？　……一番、奥まで入りましたよ……？」
Ushiromiya Battler,「…痛…い、……痛…い、……ぐ、……抜…い……て……、」
,指の骨ごと折れてしまいそうなくらい、………悪魔の指輪がぎゅうぎゅうと指を締め付けている。
,……その汚らわしい痛みがどれほど耐え難いものか、……戦人の朦朧とした表情の苦悶から、伝わるだろうか……。
Furudo Erika,「……さぁ。………一番奥まで入れたまま、……最後の仕上げですよ…？これでもう、……あなたは永遠に、……私のもの……。」
,ヱリカは指輪の、ダイヤの仕掛けに触れる。
,　……それを捻れば、……棘が食い込み、二度と、抜けない…。
Ushiromiya Battler,「ぃ……、……ぃゃ……、…ゃ……めて…………、」
Furudo Erika,「いいですよ。……許して下さい、ヱリカさまって言えたら、やめてあげます。」
Ushiromiya Battler,「…………ほ、……ほんと……に………、」
Furudo Erika,「“お許し下さい、ヱリカさま。生涯を犬として扱われ、首輪に繋がれて生きることを誓いますから、この指輪だけはお許し下さい”って。……そう言えたら、この指輪だけは許してあげます。」
Ushiromiya Battler,「……ゆ、………ゅ、…………許…………………、」
Furudo Erika,「……ハぁイ…？　……よく聞こえませんよぅ……？」
Ushiromiya Battler,{a:c:　許さ……、……ねぇ……。}
Ushiromiya Battler,「……絶対、……てめぇを……許さねぇ………。」
Furudo Erika,「あなたをこんな目に遭わせちゃって…？」
Ushiromiya Battler,「違うッ。…ベアト…の、………指輪を…穢したお前を……、俺は…、……絶対ぇ…許さねぇ…………。」
,朦朧と濁ることを強要されているはずの戦人の瞳が、一瞬だけ、力強さを見せた。
,しかし、それは本当に一瞬だけのこと。
,戦人はそれを口にするためだけに、……彼に残された、わずかな抵抗の力を、使い切る。
,朦朧とした意識の中で、……それこそ、自らの舌を噛んで意識を保ってまで、………最後まで抵抗の言葉を言い切る……。
Furudo Erika,「………やはり。あなたは飼い慣らせない犬って感じです。でも、そこがいい。」
,ヱリカはにこやかに微笑む。……そして指輪のダイヤを弾いた。
,その途端、………戦人は声にならぬ絶叫を上げて、……仰け反った……。
Ushiromiya Battler,「ぐ、………が……ぁ………………ぁぁ……ッッッ！！！」
,その咆哮は、誰の耳にも届かぬ声無きもの。……しかしそれは確かに、大聖堂に響き渡った……。
