Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Ushiromiya Jessica,"""......In that case, ......I'll just punch straight through that shield......!!""","""...In that case, ...I'll just burst through that shield...!!"" ","""......In that case, ......I'll just burst through that shield......!!""",「……ならよ、……そのシールドごとブチ抜いてやるぜ……！！」,「……ならよ、……そのシールドごとブチ抜いてやるぜ……！！」,""".....В таком случае... Я просто пробьюсь через этот щит!""","""......Nesse caso, ......eu só preciso socar direto esse escudo......!!""",「……那么，……就连盾带人一起揍扁……！！」,「……那麼，……就連盾帶人一起揍扁……！！」,"""... In tal caso... mi limiterò a passare attraverso quello scudo...!!""","""......In that case, ......I'll just punch straight through that shield......!!""","""... En ese caso... ¡¡simplemente haré añicos el escudo!!...""","""......ﺇﻥ ﻛﺎﻥ ﺍﻷﻣﺮ ﻛﺬﻟﻚ، ......ﻓﺴﺄﺛﻘﺐ ﺫﻟﻚ ﺍﻟﺘﺮﺱ ﻣﺒﺎﺷﺮﺓً......!!""","""......In that case, ......I'll just punch straight through that shield......!!""","""......In that case, ......I'll just punch straight through that shield......!!""","""......In that case, ......I'll just punch straight through that shield......!!"""
Ronove,"""You are a dauntless person. That tenacity...yes, it is truly fitting for the next family head. ......Why don't I be your opponent for just a while longer. This is one of the privileges of an examiner. .........Pukku{0}ku{0}ku{0}ku{0}kuku!""","""Persistent, I see. Yes, a truly fitting spirit for the Successor. ...Perhaps I'll be your opponent for just a while longer. This is also part of an examiner's role. ......Pukkukukukukuku!"" ","""Persistent, I see.  Yes, that nature is truly fitting for the next head.  ......Why don't I be your opponent for just a while longer.  This is also part of an examiner's role.  .........Pukkukukukukuku!""",「不屈な方だ。その根性、なるほど、次期当主として実に相応しい。……もう少しお相手させていただきましょうかね。これも試験官の役得です。………ぷっくくくくくく！」,「不屈な方だ。その根性、なるほど、次期当主として実に相応しい。……もう少しお相手させていただきましょうかね。これも試験官の役得です。………ぷっくくくくくく！」,"""Упорствуете, значит. Да, такая натура действительно годится для следующего главы. .......Почему бы мне не побыть вашим противником чуть подольше. Это также входит в роль экзаминатора. ......Пу‐ку‐ку‐ку‐ку‐ку‐ку‐ку‐ку!""","""Você é persistente. Essa tenacidade...sim, é realmente adequada para o novo chefe da família. ......Talvez eu deva ser seu oponente por mais um tempo. Este é um dos meus privilégios como examinador. .........Pukku{0}ku{0}ku{0}ku{0}kuku!""",「您是位不屈之人呢。原来如此，这份毅力，确实与下任当主的身份相称。……就再稍微陪您玩玩吧。这倒也是当考官的职务之便呢。………嗯、哼哼哼哼哼哼！」,「您是位不屈之人呢。原來如此，這份毅力，確實與下任當主的身份相稱。……就再稍微陪您玩玩吧。這倒也是當考官的職務之便呢。………嗯、哼哼哼哼哼哼！」,"""Persistente, vedo. Sì, quella natura è davvero adatta alla prossima capofamiglia. ... Perché non essere il suo avversario ancora un altro po'. Anche questo fa parte del ruolo di esaminatore. ... Pukkukukukukuku!""","""You are a dauntless person. That tenacity...yes, it is truly fitting for the next family head. ......Why don't I be your opponent for just a while longer. This is one of the privileges of an examiner. .........Pukku{0}ku{0}ku{0}ku{0}kuku!""","""Usted es una persona intrépida. Esa tenacidad... sí, una actitud realmente apropiada para el próximo líder... Creo que seré su oponente un rato más. Este es uno de mis privilegios como examinador... ¡Pukku{0}ku{0}ku{0}ku{0}kuku!""","""ﺃﻧﺖِ ﻣﻦ ﻻ ﺗﻬﺎﺑﻴﻦ ﺍﻟﻤﻮﺕ. ﺗﻠﻚ ﺍﻟﻤﺜﺎﺑﺮﺓ... ﻧﻌﻢ، ﺗﻠﻴﻖ ﻓﻌﻼً ﺑﺮﺋﻴﺴﺔ ﻟﻠﻌﺎﺋﻠﺔ. ......ﻟِﻢَ ﻻ ﺃﻇﻞ ﺧﺼﻤﻚِ ﻓﺘﺮﺓً ﺃﻃﻮﻝ. ﻓﻬﺬﻩ ﻣﺘﻌﺔُ ﺍﻟﻤُﺨﺘَﺒِﺮ.""  .........ﺑﻜﻮ{0}ﻛﻮ{0}ﻛﻮ{0}ﻛﻮ{0}ﻛﻮﻛﻮ!""","""You are a dauntless person. That tenacity...yes, it is truly fitting for the next family head. ......Why don't I be your opponent for just a while longer. This is one of the privileges of an examiner. .........Pukku{0}ku{0}ku{0}ku{0}kuku!""","""You are a dauntless person. That tenacity...yes, it is truly fitting for the next family head. ......Why don't I be your opponent for just a while longer. This is one of the privileges of an examiner. .........Pukku{0}ku{0}ku{0}ku{0}kuku!""","""You are a dauntless person. That tenacity...yes, it is truly fitting for the next family head. ......Why don't I be your opponent for just a while longer. This is one of the privileges of an examiner. .........Pukku{0}ku{0}ku{0}ku{0}kuku!"""
Ushiromiya Jessica,"""SHATTER TO PIECEEEEEEEES, IIIAAAAAAAAAAAAAAHHHH!!""","""Breeeeeeeeeeeaaaak, aaaaaaaaaaaaaahhhh!!"" ","""Breeeeeeeeeeeaaaak, aaaaaaaaaaaaaahhhh!!""",「砕けろおおおおぉおおお、うおおおおおおおおおおぉおおッ！！」,「砕けろおおおおぉおおお、うおおおおおおおおおおぉおおッ！！」,"""Ломайся‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а!!!""","""QUEEEEEEBBBRRRRRREEEEEEEEEE, UOOOOOOOOOOOOOOOOO!!""",「给我碎————————，呜哦哦哦哦哦哦哦哦哦哦哦哦哦！！」,「給我碎————————，嗚哦哦哦哦哦哦哦哦哦哦哦哦哦！！」,"""Distruggitiiiiiiiiii, aaaaaaaaaaaaaahhhh!!""","""SHATTER TO PIECEEEEEEEES, IIIAAAAAAAAAAAAAAHHHH!!""","""¡¡RÓMPETE, AAAAAAAAAAAAAAHHHH!!""","""ﺗﺤﻄﻢ ﺇﺭﺑﺎ ﺇﺭﺑﺎﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍ!!""","""SHATTER TO PIECEEEEEEEES, IIIAAAAAAAAAAAAAAHHHH!!""","""SHATTER TO PIECEEEEEEEES, IIIAAAAAAAAAAAAAAHHHH!!""","""SHATTER TO PIECEEEEEEEES, IIIAAAAAAAAAAAAAAHHHH!!"""
,"Gaap looked down on George, sneering.{n}He was lying face‐down in a puddle on the rose garden path.","Gaap looked down on George, sneering. George was on a path in the rose garden, lying face-down in a puddle. ","Gaap looked down on George, sneering.George was on a path in the rose garden, lying face-down in a puddle.",ガァプが譲治を見下ろし、嘲笑う。譲治は薔薇庭園の園路で、水溜りに突っ伏していた。,ガァプが譲治を見下ろし、嘲笑う。{n}譲治は薔薇庭園の園路で、水溜りに突っ伏していた。,Ухмыляющаяся Гаап взглянула на распростёртого Джорджа.{n}Тот лежал в луже на дороге розария лицом вниз.,"Gaap olhou para George de cima, debochando dele.{n}Ele estava caído com o rosto para baixo, em uma poça no caminho do jardim de rosas.",噶普俯视着让治，面露嘲笑。{n}而让治趴在玫瑰庭园园路上的水洼之中，,噶普俯視著讓治，面露嘲笑。{n}而讓治趴在玫瑰庭園園路上的水窪之中，,"Gaap guardò in basso verso George, sogghignando. George si trovava su un sentiero del giardino di rose, giacendo a faccia in giù in una pozzanghera.","Gaap looked down on George, sneering.{n}He was lying face‐down in a puddle on the rose garden path.",Gaap miró a George con desprecio.{n}Él estaba tendido boca abajo en un charco en el sendero del jardín de rosas., ﻧﻈﺮﺕ ﻗﺎﺏ ﺇﻟﻰ ﺟﻮﺭﺝ ﻣﻦ ﻋُﻠﻮٍ ﺑﺎﺯﺩﺭﺍﺀٍ ﻭﺳُﺨﺮﻳﺔ.{n}ﻛﺎﻥ ﻣﻤﺪﺩًﺍ ﻋﻠﻰ ﻭﺟﻬﻪ، ﻓﻲ ﺑﺮﻛﺔ ﻋﻠﻰ ﺩﺭﺏ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ.,"Gaap looked down on George, sneering.{n}He was lying face‐down in a puddle on the rose garden path.","Gaap looked down on George, sneering.{n}He was lying face‐down in a puddle on the rose garden path.","Gaap looked down on George, sneering.{n}He was lying face‐down in a puddle on the rose garden path."
,"The merciless rain beat down on him, so that it looked as though even the heavens were mocking him...","The merciless rain beat down on him, so that it looked as though even the heavens were mocking him... ","The merciless rain beat down on him, so that it looked as though even the heavens were mocking him...",容赦なく雨は打ちつけ、天すらも嘲笑っているように見える…。,容赦なく雨は打ちつけ、天すらも嘲笑っているように見える…。,"Безжалостные капли дождя лупили его, и казалось, словно сами небеса насмехаются над ним.","A impiedosa chuva caia sobre ele, fazendo parecer que até mesmo os céus estavam zombando de George...",遭受着雨滴的无情击打，看起来，就像是连老天都在嘲笑着他…。,遭受著雨滴的無情擊打，看起來，就像是連老天都在嘲笑著他…。,"La crudele pioggia batteva sul suo corpo, così che sembrava che anche i cieli si stessero prendendo gioco di lui...","The merciless rain beat down on him, so that it looked as though even the heavens were mocking him...","La despiadada lluvia le golpeaba, como si incluso el cielo se burlara de él...", ﻭﺍﻟﻐﻴﺚ ﺍﻟﻘﺎﺳﻲ ﻳﻬﻄﻞ ﻋﻠﻴﻪ، ﺣﺘﻰ ﺑﺪﺍ ﻛﺄﻥ ﺍﻟﺴﻤﺎﺀ ﺫﺍﺗﻬﺎ ﺗﺴﺘﻬﺰﺉ ﺑﻪ...,"The merciless rain beat down on him, so that it looked as though even the heavens were mocking him...","The merciless rain beat down on him, so that it looked as though even the heavens were mocking him...","The merciless rain beat down on him, so that it looked as though even the heavens were mocking him..."
Gaap,""".........Ahhahahahahahaha. Stand up. You'll fall again.""","""......Ahhahahahahahaha. Stand up, okay? You'll fall again, right?"" ",""".........Ahhahahahahahaha.  Stand up, okay?  You'll fall again, right?""",「………あっははははははは。立ちなさい？　また落ちるわよ？」,「………あっははははははは。立ちなさい？　また落ちるわよ？」,""".........Аха‐ха‐ха‐ха‐ха‐ха‐ха. Вставай. Сейчас опять ляжешь!""",""".........Ahhahahahahahaha. Consegue se levantar? Vai cair de novo?""",「………啊、哈哈哈哈哈哈哈。站起来呀？又要掉下去了哦？」,「………啊、哈哈哈哈哈哈哈。站起來呀？又要掉下去了哦？」,"""... Ahhahahahahahaha. Alzati, va bene? Cadrai ancora, vedi?""",""".........Ahhahahahahahaha. Stand up. You'll fall again.""","""... Ajajajajajajaja. Levántate. Te volviste a caer.""",""".........ﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ. ﻗﻒ. ﺳﺘﺴﻘﻂُ ﺛﺎﻧﻴﺔً.""",""".........Ahhahahahahahaha. Stand up. You'll fall again.""",""".........Ahhahahahahahaha. Stand up. You'll fall again.""",""".........Ahhahahahahahaha. Stand up. You'll fall again."""
Ushiromiya George,"""...........................""","""............"" ",""".....................""",「………………………。」,「………………………」,""".....................""","""...........................""",「………………………」,「………………………」,"""...""","""...........................""","""...""","""...........................""","""...........................""","""...........................""","""..........................."""
,George stood up shakily.,George stood up shakily. ,"George stood up shakily.",譲治はよろよろと立ち上がる。,譲治はよろよろと立ち上がる。,"Пошатываясь, Джордж поднялся.","George se levantou, trêmulo.",让治踉踉跄跄地站了起来。,讓治踉踉蹌蹌地站了起來。,George si rialzò barcollando.,George stood up shakily.,George se levantó débilmente., ﻧﻬﺾ ﺟﻮﺭﺝ ﻣﺘﺮﻧﺤًﺎ.,George stood up shakily.,George stood up shakily.,George stood up shakily.
,"......It seemed his spirit hadn't given in, but the damage to his body was fairly significant.","...It seemed his spirit hadn't given in, but the damage done to his body was fairly significant. ","......It seemed his spirit hadn't given in, but the damage to his body was fairly significant.",……精神は挫けていないようだが、肉体のダメージはかなりのもののようだった。,……精神は挫けていないようだが、肉体のダメージはかなりのもののようだった。,"Его дух, судя по всему, не был сломлен, однако телу оказался нанесён изрядный урон.","......Parece que seu espírito ainda não desistiu, mas o dano em seu corpo era significativo.",……虽然精神上还未气馁，但肉体貌似已受了相当大的损伤。,……雖然精神上還未氣餒，但肉體貌似已受了相當大的損傷。,"... Sembrava che il suo spirito non si fosse arreso, ma i danni al suo corpo erano piuttosto significativi.","......It seemed his spirit hadn't given in, but the damage to his body was fairly significant.","... Parecía que su espíritu no se había rendido, pero su cuerpo había sufrido fuertes daños.", ......ﻳﺒﺪﻭ ﺃﻥ ﺭﻭﺣﻪ ﻟﻢ ﺗﻬﺰﻡ، ﻏﻴﺮ ﺃﻥ ﺟﺴﺪﻩ ﻗﺪ ﻧﺎﻝ ﻣﻨﻪ ﺍﻟﻮَﻫَﻦُ ﻛﺜﻴﺮًﺍ.,"......It seemed his spirit hadn't given in, but the damage to his body was fairly significant.","......It seemed his spirit hadn't given in, but the damage to his body was fairly significant.","......It seemed his spirit hadn't given in, but the damage to his body was fairly significant."
Gaap,"""Beg for your life. What you're doing now is the same as the fourth choice of choosing nothing. ......You chose the third choice, right? If you get down on your hands and knees and apologize, I'll forgive your rudeness towards me.""","""Beg for your life. What you're doing now is the same as the fourth option of choosing nothing. ...You chose the third option, right? If you get down on your hands and knees and apologize, I'll forgive your rudeness towards me."" ","""Beg for your life.  What you're doing now is the same as the fourth choice of choosing nothing.  ......You chose the third choice, right?  If you get down on your hands and knees and apologize, I'll forgive your rudeness towards me.",「命乞いなさい。君のしていることは、何も選ばない四番目の選択肢に同じ。……君が選んだのは三番目の選択肢でしょう？　両手両膝を付いて詫びれば、私への非礼を許してあげるわ。,「命乞いなさい。君のしていることは、何も選ばない四番目の選択肢に同じ。……君が選んだのは三番目の選択肢でしょう？　両手両膝を付いて詫びれば、私への非礼を許してあげるわ」,"""Моли о собственной жизни. То, чем ты маешься сейчас, равносильно четвёртому выбору, то есть выбора не делать. ......Ты ведь выбираешь третий вариант, верно? Если падёшь в ниц и попросишь прощения, я прощу твою грубость в мой адрес.""","""Implore por sua vida. O que você está fazendo agora é o mesmo que a quarta escolha de não escolher nada. ......Você escolheu a terceira, certo? Se você se ajoelhar, com ambas as mãos no chão, eu irei perdoar seu desrespeito perante a mim.""",「乞求饶命吧。你所在做的，与什么都不选的第四个选择一样。……你选的是，第三个选项吧？若五体投地地求饶，我就原谅你对我的无礼。」,「乞求饒命吧。你所在做的，與什麼都不選的第四個選擇一樣。……你選的是，第三個選項吧？若五體投地地求饒，我就原諒你對我的無禮。」,"""Implora per la tua vita. Ciò che stai facendo ora è lo stesso della quarta opzione, non scegliere nulla. ... Hai scelto la terza opzione, giusto? Se ti getti sulle tue mani e ginocchia e chiedi scusa, perdonerò la tua maleducazione verso di me.","""Beg for your life. What you're doing now is the same as the fourth choice of choosing nothing. ......You chose the third choice, right? If you get down on your hands and knees and apologize, I'll forgive your rudeness towards me.""","""Ruega por tu vida. Lo que estás haciendo ahora mismo es como escoger la cuarta opción de no escoger nada... Escogiste la tercera opción, ¿verdad? Si te arrodillas ante mí y te disculpas, te perdonaré por tu descortesía.""","""ﺍﺳﺘﺠﺪِ ﺣﻴﺎﺗﻚ. ﻣﺎ ﺗﺼﻨﻌﻪ ﺍﻵﻥ ﻫﻮ ﻛﺎﺧﺘﻴﺎﺭ ﺍﻟﺨﻴﺎﺭ ﺍﻟﺮﺍﺑﻊ: ﺃﻻ ﺗﺨﺘﺎﺭَ ﺷﻴﺌًﺎ. ......ﻟﻘﺪ ﺍﺧﺘﺮﺕ ﺍﻟﺨﻴﺎﺭ ﺍﻟﺜﺎﻟﺚ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ﺇﻥ ﺳﺠﺪﺕ ﻋﻠﻰ ﻳﺪﻳﻚ ﻭﺭﻛﺒﺘﻴﻚ ﻭﺍﻋﺘﺬﺭﺕ، ﻓﺈﻧﻲ ﺃﺻﻔﺢُ ﻋﻦ ﻭﻗﺎﺣﺘﻚ ﺗﺠﺎﻫﻲ.""","""Beg for your life. What you're doing now is the same as the fourth choice of choosing nothing. ......You chose the third choice, right? If you get down on your hands and knees and apologize, I'll forgive your rudeness towards me.""","""Beg for your life. What you're doing now is the same as the fourth choice of choosing nothing. ......You chose the third choice, right? If you get down on your hands and knees and apologize, I'll forgive your rudeness towards me.""","""Beg for your life. What you're doing now is the same as the fourth choice of choosing nothing. ......You chose the third choice, right? If you get down on your hands and knees and apologize, I'll forgive your rudeness towards me."""
Gaap,"""Then, I'll guide you down to the dungeon. There, for your beloved Shannon and your own powerless self, you will kill the other hostages one by one.""","""Then, I'll guide you down to the dungeon. There, for your beloved Shannon and your own powerless life, you will kill the other hostages one by one. ","Then, I'll guide you down to the dungeon.  There, for your beloved Shannon and your own powerless life, you will kill the other hostages one by one.  ",そしたら、君を地下牢へ案内してあげる。そこで君は、愛する紗音と非力な自分のために、他の人質たちを一人ずつ殺していくの。,「そしたら、君を地下牢へ案内してあげる。そこで君は、愛する紗音と非力な自分のために、他の人質たちを一人ずつ殺していくの」,"""Затем я отведу тебя в подземелье. А уже там ради твоей возлюбленной Шаннон и твоей и твоей собственной бессильной жизни ты убьёшь других заложников одного за другим.""","""Então, eu irei levá‐lo até o calabouço. Lá, você matará todos os reféns um por um, pelo bem de sua amada Shannon e sua própria fraqueza.""",「然后，就领你去地牢。在那儿，你得为了你所爱的纱音与无力的自己，一个接一个地杀掉其他人质。」,「然後，就領你去地牢。在那兒，你得為了你所愛的紗音與無力的自己，一個接一個地殺掉其他人質。」,"Poi, ti guiderò nelle segrete. Lì, per la tua amata Shannon e la tua stessa impotente vita, ucciderai gli altri ostaggi uno ad uno.","""Then, I'll guide you down to the dungeon. There, for your beloved Shannon and your own powerless self, you will kill the other hostages one by one.""","""Entonces, te llevaré al calabozo. Allí, por tu amada Shannon y tu propia débil vida, matarás a los otros rehenes uno a uno.""","""ﺣﻴﻨﺌﺬٍ، ﺳﺄﻗﻮﺩﻙ ﺇﻟﻰ ﺍﻟﺴﺠﻦ ﺍﻟﺴﻔﻠﻲ. ﻫﻨﺎﻙ، ﻣﻦ ﺃﺟﻞ ﺷﺎﻧﻮﻥ ﺣﺒﻴﺒﺘﻚ ﻭﻧﻔﺴﻚ ﺍﻟﻌﺎﺟﺰﺓ، ﺳﺘﻘﺘﻞ ﺍﻟﺮﻫﺎﺋﻦ ﺍﻵﺧﺮﻳﻦ ﻭﺍﺣﺪًﺍ ﺑﻌﺪ ﺁﺧﺮ.""","""Then, I'll guide you down to the dungeon. There, for your beloved Shannon and your own powerless self, you will kill the other hostages one by one.""","""Then, I'll guide you down to the dungeon. There, for your beloved Shannon and your own powerless self, you will kill the other hostages one by one.""","""Then, I'll guide you down to the dungeon. There, for your beloved Shannon and your own powerless self, you will kill the other hostages one by one."""
Gaap,"""......You can do it, right? You did boast about having that resolve. ......Heheheheheh.""","...You can do it, right? You did boast about having that resolve. ...*giggle*giggle*giggle*."" ","......You can do it, right?  You did boast about having that resolve.  ......*giggle*giggle*giggle*.""",……出来るわよね？　その覚悟はあると、君は豪語したわ。……くすくすくすくす。」,「……出来るわよね？　その覚悟はあると、君は豪語したわ。……くすくすくすくす」,""".....Тебе ведь это по силам, верно? Ты же недавно похвалялся своею решимостью. ......*хи‐хи*хи‐хи*хи‐хи*.""","""......Consegue fazer isso, né? Você estava se vangloriando de sua determinação. ......Heheheheheh.""",「……做得到吧？你豪言壮语过，有这觉悟的。……呵呵呵呵。」,「……做得到吧？你豪言壯語過，有這覺悟的。……呵呵呵呵。」,"... Puoi farlo, vero? Ti sei vantato di avere quella risolutezza. ... *giggle*giggle*giggle*.""","""......You can do it, right? You did boast about having that resolve. ......Heheheheheh.""","""... Puedes hacerlo, ¿verdad? Te jactaste de tener esa determinación. Jejejejeje.""","""......ﺗﻘﺪﺭ ﻋﻠﻰ ﺫﻟﻚ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ﻛﻨﺖ ﺗﺘﻔﺎﺧﺮ ﺑﺘﻠﻚ ﺍﻟﻌﺰﻳﻤﺔ. ......ﻫﻬﻬﻬﺎﻫﺎﻫﺎﻫﺎ.""","""......You can do it, right? You did boast about having that resolve. ......Heheheheheh.""","""......You can do it, right? You did boast about having that resolve. ......Heheheheheh.""","""......You can do it, right? You did boast about having that resolve. ......Heheheheheh."""
,George didn't answer.{n}......But his gaze was still obstinately resisting surrender.,George didn't answer. ...But his gaze was still obstinately resisting surrender. ,"George didn't answer.......But his gaze was still obstinately resisting surrender.",譲治は返事をしない。……しかしその眼差しは未だに強情に、屈服を拒んでいた。,譲治は返事をしない。{n}……しかしその眼差しは未だに強情に、屈服を拒んでいた。,Джордж не ответил.{n}Однако взгляд его свидетельствовал о категорическом отказе сдаваться.,George não respondeu.{n}......Mas seu olhar continuava obstinadamente resistindo a uma rendição.,让治没有回答。{n}……不过，他的眼神依旧在倔强地拒绝屈服。,讓治沒有回答。{n}……不過，他的眼神依舊在倔強地拒絕屈服。,George non rispose. ... Ma il suo sguardo si stava ancora opponendo ostinatamente alla resa.,George didn't answer.{n}......But his gaze was still obstinately resisting surrender.,George no respondió.{n}... Mas su mirada seguía negándose obstinadamente a rendirse., ﻟﻢ ﻳﺠﺐ ﺟﻮﺭﺝ.{n}......ﻟﻜﻦ ﻧﻈﺮﺍﺗﻪ ﻣﺎ ﺯﺍﻟﺖ ﺗُﻜﺎﺑِﺮُ ﻭﺗﺮﻓﺾُ ﺍﻟﺨﻀﻮﻉ.,George didn't answer.{n}......But his gaze was still obstinately resisting surrender.,George didn't answer.{n}......But his gaze was still obstinately resisting surrender.,George didn't answer.{n}......But his gaze was still obstinately resisting surrender.
Gaap,"""......If you are too obstinate, then this time you really will fall to the deepest depths of the Abyss... *cackle*cackle*cackle*.""","""...If you are too obstinate, then this time you really will fall to the deepest depths of the Abyss, okay...? *cackle*cackle*cackle*."" ","""......If you are too obstinate, then this time you really will fall to the deepest depths of the Abyss, okay...?  *cackle*cackle*cackle*.""",「……あまり強情が過ぎると、今度こそ奈落の底の底まで、落ちるわよ…？　くっくくくくく。」,「……あまり強情が過ぎると、今度こそ奈落の底の底まで、落ちるわよ…？　くっくくくくく」,"""Если ты слишком упрям, то на этот раз ты упадёшь в самые глубины Преисподней, хорошо? *хи‐хи*хи‐хи*хи‐хи.""","""......Se é tão obstinado assim, então dessa vez você realmente vai cair na parte mais profunda das profundezas do Abismo... *gargalhada*gargalhada*gargalhada*.""",「……你要是太倔了，那这次可是会掉到地狱底中底的哦…？嚯、嚯嚯嚯嚯嚯！」,「……你要是太倔了，那這次可是會掉到地獄底中底的哦…？嚯、嚯嚯嚯嚯嚯！」,"""... Se sarai troppo ostinato, allora stavolta cadrai davvero nelle profondità più nere dell'Abisso, d'accordo...? *cackle*cackle*cackle*.""","""......If you are too obstinate, then this time you really will fall to the deepest depths of the Abyss... *cackle*cackle*cackle*.""","""... Si eres demasiado terco, esta vez realmente caerás en las mayores profundidades del Abismo, ¿vale?... *risita*risita*risita*.""","""......ﺇﻥ ﻛﻨﺖ ﻋﻨﻴﺪًﺍ ﺃﻛﺜﺮ ﻣﻦ ﺍﻟﻼﺯﻡ، ﻓﻬﺬﻩ ﺍﻟﻤﺮﺓ ﺳﺘﺴﻘﻂ ﺣﻘًﺎ ﺇﻟﻰ ﺃﻋﻤﻖِ ﺃﻋﻤﺎﻕِ ﺍﻟﻬﺎﻭﻳﺔ... *ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*.""","""......If you are too obstinate, then this time you really will fall to the deepest depths of the Abyss... *cackle*cackle*cackle*.""","""......If you are too obstinate, then this time you really will fall to the deepest depths of the Abyss... *cackle*cackle*cackle*.""","""......If you are too obstinate, then this time you really will fall to the deepest depths of the Abyss... *cackle*cackle*cackle*."""
,Gaap's strength was undeniable.,Gaap's strength was evident. ,"Gaap's strength was evident.",ガァプの強さは歴然としていた。,ガァプの強さは歴然としていた。,Сила Гаап была очевидна.,A força de Gaap era indiscutível.,噶普的强大昭然若揭。,噶普的強大昭然若揭。,La forza di Gaap era evidente.,Gaap's strength was undeniable.,La fuerza de Gaap era evidente., ﻛﺎﻧﺖ ﻗﻮﺓ ﻗﺎﺏ ﻻ ﺗُﺪﺣَﺾُ.,Gaap's strength was undeniable.,Gaap's strength was undeniable.,Gaap's strength was undeniable.
,"......There was no doubt that Shannon's group, watching through the three‐sided mirror, understood that—probably even more clearly than George himself...","...That was probably clear, even more than it was to George himself, to Shannon's group watching through the three-sided mirror... ","......That was probably understood, even more than by George himself, by Shannon's group watching through the three-sided mirror...",……それは多分、当の譲治よりも、それを三面鏡越しに見守っている紗音たちの方が理解しているに違いなかった…。,……それは多分、当の譲治よりも、それを三面鏡越しに見守っている紗音たちの方が理解しているに違いなかった…。,"Это даже лучше самого Джорджа осознавала группа Шаннон, наблюдающая его избиение через трехстороннее зеркало.","......Não restavam dúvidas de que o grupo de Shannon, que assistia através do espelho de três faces, tivesse entendido isto — provavelmente de forma ainda mais clara que George...",……多半，比起让治本人，还是一直通过三面镜注视着他的纱音他们，要更能理解这点吧…。,……多半，比起讓治本人，還是一直通過三面鏡注視著他的紗音他們，要更能理解這點吧…。,"... Ciò era probabilmente capito, ancor più che da George stesso, dal gruppo di Shannon che guardava attraverso il triplice specchio...","......There was no doubt that Shannon's group, watching through the three‐sided mirror, understood that—probably even more clearly than George himself...","... No había duda de que el grupo de Shannon, observando a través del espejo de tres caras, lo entendía aún más claramente que el propio George...", ......ﻭﻻ ﺷﻚ ﺃﻥ ﺟﻤﺎﻋﺔ ﺷﺎﻧﻮﻥ -ﺍﻟﻨﺎﻇﺮﻳﻦ ﻋﺒﺮ ﺍﻟﻤﺮﺁﺓ ﺍﻟﺜﻼﺛﻴﺔ ﺍﻷﻭﺟﻪ- ﻗﺪ ﺃﺩﺭﻛﻮﺍ ﺫﻟﻚ.  ﺑﻞ ﻟﻌﻠﻬﻢ ﺃﺩﺭﻛﻮﻩ ﺃﻭﺿﺢ ﻣﻦ ﺇﺩﺭﺍﻙ ﺟﻮﺭﺝ ﻧﻔﺴﻪ...,"......There was no doubt that Shannon's group, watching through the three‐sided mirror, understood that—probably even more clearly than George himself...","......There was no doubt that Shannon's group, watching through the three‐sided mirror, understood that—probably even more clearly than George himself...","......There was no doubt that Shannon's group, watching through the three‐sided mirror, understood that—probably even more clearly than George himself..."
Shannon,""".........George‐sama...... ......Please, ......that's enough......... ...You don't have to do this for someone like me......""","""......George-sama... ...That's... ......enough...... ...For someone like me..."" ",""".........George-sama............That's, .........enough............For someone like me......""",「………譲治さま……。……もう、………止めて………。…私なんかのために……。」,「………譲治さま……。……もう、………止めて………。…私なんかのために……」,""".....Джордж‐сама... Прошу... довольно... Ради такой, как я...""",""".........George‐sama...... ......Por favor, ......já basta......... ...Você não precisa fazer isso por alguém como eu......""",「………让治少爷……。……请、………别再………，…为了我这种人……」,「………讓治少爺……。……請、………別再………，…為了我這種人……」,"""... George-sama... è... abbastanza... per una come me...""",""".........George‐sama...... ......Please, ......that's enough......... ...You don't have to do this for someone like me......""","""... George‐sama... Por favor... ya es suficiente... No tiene que hacer esto por alguien como yo...""",""".........ﺟﻮﺭﺝ-ﺳﺎﻣﺎ...... ......ﺃﺭﺟﻮﻙ، ......ﻛﻔﻰ ﺫﻟﻚ......... ...ﻟﺴﺖَ ﻣﻀﻄﺮًﺍ ﻟﻔﻌﻞ ﻫﺬﺍ ﻷﺟﻞ ﺷﺨﺺٍ ﻣﺜﻠﻲ......""",""".........George‐sama...... ......Please, ......that's enough......... ...You don't have to do this for someone like me......""",""".........George‐sama...... ......Please, ......that's enough......... ...You don't have to do this for someone like me......""",""".........George‐sama...... ......Please, ......that's enough......... ...You don't have to do this for someone like me......"""
