Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
Ushiromiya George,"""What a deep blue sea. I'm so happy that we were able to see it together.""","""What a deep blue sea. I'm so happy we got to look at this sea, just the two of us."" ","""What a deep blue sea. I'm so happy that we can look at this sea, just the two of us.""",「真っ青な海だね。この海を、二人で見られて、とても嬉しいよ。」,「真っ青な海だね。この海を、二人で見られて、とても嬉しいよ」,"""Какое глубокое синее море. Я так счастлив, что мы можем смотреть на него, лишь мы вдвоём.""","""Como é profundo o azul deste mar. Estou tão feliz que podemos vê‐lo juntos.""",「真是片蔚蓝的大海啊。能与你两个人一起看这片海，我好开心。」,「真是片蔚藍的大海啊。能與你兩個人一起看這片海，我好開心。」,"""Che mare blu profondo. Sono così felice che possiamo guardarlo, solo tu e io.""","""Com'è blu il mare. Sono così felice che possiamo guardarlo insieme.""","""Qué mar tan azul. Estoy tan feliz de que hayamos podido verlo juntos.""","""ﻳﺎ ﻟﺰﺭﻗﺔ ﺍﻟﺒﺤﺮ! ﻳﺎ ﻟﺴﻌﺎﺩﺗﻲ ﺑﺮﺅﻳﺘﻪ ﻣﻌﻚ.""","""What a deep blue sea. I'm so happy that we were able to see it together.""","""What a deep blue sea. I'm so happy that we were able to see it together.""","""Ne kadar da masmavi bir deniz. Birlikte görebildiğimiz için çok mutluyum."""
Shannon,"""......Me too. It makes me very happy that I could look at such a deep blue sea with you.""","""......Me too. I'm so glad to have a chance to look at this deep blue sea with you."" ","""......Me too. I'm very happy that I can look at this deep blue sea with you.""",「……私もです。この真っ青な海を、あなたと二人で見ることができて、とても嬉しいです。」,「……私もです。この真っ青な海を、あなたと二人で見ることができて、とても嬉しいです」,"""......Я тоже. Я очень счастлива, что могу смотреть на это глубокое синее море вместе с тобой.""","""......Eu também. Eu fico tão feliz em olhar este mar azul profundo ao seu lado.""",「……我也是。能够与您一起看这片蔚蓝的海，我也好开心。」,「……我也是。能夠與您一起看這片蔚藍的海，我也好開心。」,"""... Anch'io. Sono molto contenta di poterlo guardare con te.""","""...Lo penso anch'io. Sono molto contenta di poter guardare assieme a te questo mare dal blu intenso.""","""... Yo también. Me hace muy feliz poder mirar un mar tan azul con usted.""","""......ﺃﻧﺎ ﺃﻳﻀﺎ. ﺳﺮﺭﺕ ﻛﺜﻴﺮﺍ ﺑﺮﺅﻳﺔ ﺑﺤﺮ ﺩﺍﻛﻦ ﺍﻟﺰﺭﻗﺔ ﺇﻟﻰ ﺟﺎﻧﺒﻚ.""","""......Me too. It makes me very happy that I could look at such a deep blue sea with you.""","""......Me too. It makes me very happy that I could look at such a deep blue sea with you.""","""......Ben de. Seninle böyle masmavi bir denize bakabilmiş olmak beni çok mutlu ediyor."""
,"As we gazed at the gray sea and a light rain began to sprinkle down, we kept listening to each other's heartbeats...","As we gazed at the gray sea and a light rain began to sprinkle down, we kept listening to each other's heartbeats. ","As we gazed at the gray sea and a light rain began to sprinkle down, we kept listening to each other's heartbeats.", 僕たちは、小雨すらぱらつき始めている灰色の海を眺めながら、互いの鼓動をいつまでも確かめ合うのだった…。,僕たちは、小雨すらぱらつき始めている灰色の海を眺めながら、互いの鼓動をいつまでも確かめ合うのだった…。,"Пока мы смотрели на серое море, начал накрапывать мелкий дождь, а мы всё продолжали слушать, как бьются наши сердца.","Enquanto olhávamos para o mar cinzento, uma leve chuva começou a cair, e nós continuamos a ouvir as batidas dos corações um do outro...",我们眺望着那片，甚至开始落下小雨的灰色海面，久久地互相感怀着对方跳动的心音…。,我們眺望著那片，甚至開始落下小雨的灰色海面，久久地互相感懷著對方跳動的心音…。,"Mentre fissavamo il mare grigio e una leggera pioggia cominciò a cadere, continuammo ad ascoltare i battiti del cuore reciproci.","Mentre stava iniziando a piovigginare, scrutammo il mare grigio, e continuammo ad ascoltare l'uno i battiti del cuore dell'altro.","Mientras contemplábamos el mar gris y una ligera lluvia comenzaba a caer, nos mantuvimos abrazados, escuchando los latidos del otro...",ﺍﺳﺘﻤﻊ ﻛﻞ ﻣﻨﺎ ﺇﻟﻰ ﺧﻔﻘﺎﻥ ﺍﻵﺧﺮ ... ﻭﻧﺤﻦ ﻧﺤﺪﻕ ﻓﻲ ﺍﻟﺒﺤﺮ ﺍﻟﺮﻣﺎﺩﻱ ﺗﺤﺖ ﻗﻄﺮﺍﺕ ﺍﻟﻤﻄﺮ.,"As we gazed at the gray sea and a light rain began to sprinkle down, we kept listening to each other's heartbeats...","As we gazed at the gray sea and a light rain began to sprinkle down, we kept listening to each other's heartbeats...","Biz gri denize dalmışken ve hafif bir yağmur çiselemeye başlamışken, birbirimizin kalp atışlarını dinlemeye devam ettik..."
,"The sound of waves soaked into my ears. ...No, this was the sound of raging waves. My body, bathed in painfully cold splashes, did not allow me to forget.","The sound of waves flows into my ears. ...No, it's the sound of an enraged sea. My body, bathed in painfully cold splashes, does not allow me to forget. "," The sound of waves soaked into my ears....No, this was the sound of enraged waves. My body, bathed in painfully cold splashes, did not allow me to forget.", 私の耳を浸すのは波の音。 …いいえこれは、荒れ狂う波の音。 痛いくらいに冷たい飛沫を浴びたこの身が忘れさせない。,私の耳を浸すのは波の音。…いいえこれは、荒れくるう波の音。痛いくらいに冷たい飛沫を浴びたこの身が忘れさせない。,"Звук волн влился мне в уши. ...Нет, это был звук разъярённых волн. Моё тело, омытое холодными брызгами, не позволяло мне забыть.","O som das ondas inundava meus ouvidos. ...Não, este era o som de ondas furiosas. Meu corpo, banhado em espirros de água dolorosamente frios, não me permitiu esquecer.",我的耳朵浸泡在了海浪声之中。…不，这是翻涌激荡的波涛声。这副沐浴了冰冷难耐的水花的躯体，不肯让我忘记。,我的耳朵浸泡在了海浪聲之中。…不，這是翻涌激蕩的波濤聲。這副沐浴了冰冷難耐的水花的軀體，不肯讓我忘記。,"Il suono delle onde impregnava le mie orecchie. ... No, questo era il suono dei flutti incolleriti. Il mio corpo, bagnato di schizzi dolorosamente freddi, non mi permetteva di dimenticare.","Il rumore delle onde si infrangeva sulle mie orecchie... No, quello era il suono di un mare in tempesta. Il mio corpo, bagnato da schizzi d'acqua dal freddo pungente, non mi concedeva di dimenticare.","El sonido de las olas se impregnó en mis oídos.{n}... No, este era el sonido de olas furiosas. Mi cuerpo, bañado por las salpicaduras terriblemente frías, no me dejaba olvidar.",ﻛﺎﻧﺖ ﺃﺻﻮﺍﺕ ﺍﻷﻣﻮﺍﺝ ﺗﺘﺪﻓﻖ ﺇﻟﻰ ﺃﺫﻧﻲ. ...ﻛﻼ، ﺑﻞ ﻛﺎﻧﺖ ﺃﺻﻮﺍﺕ ﻏﻴﻈﻬﺎ. ﻟﻢ ﻳﺴﻤﺢ ﺟﺴﺪﻱ ﺍﻟﺬﻱ ﻏﻤﺮﺗﻪ ﺑﻘﻊ ﺍﻟﻤﺎﺀ ﺍﻟﺒﺎﺭﺩ ﺑﻨﺴﻴﺎﻥ ,"The sound of waves soaked into my ears. ...No, this was the sound of raging waves. My body, bathed in painfully cold splashes, did not allow me to forget.","The sound of waves soaked into my ears. ...No, this was the sound of raging waves. My body, bathed in painfully cold splashes, did not allow me to forget.","Dalgaların sesi kulaklarımda yankılanıyordu. ...Hayır, bu azgın dalgaların sesiydi. Acı veren soğuk su sıçramalarıyla ıslanan bedenim unutmama izin vermiyordu."
,The memory of the day when my old fate was broken and smashed.,It won't let me forget the memories of the day my old fate was broken and smashed. ," It wouldn't let me forget the memories of the day when my old fate was broken and smashed.", あれは私の古き運命が割って砕かれた日の記憶。,あれは私の古き運命が割って砕かれた日の記憶。,"Оно не позволяло мне забыть воспоминания того дня, когда моя прежняя судьба была разбита и уничтожена.",A memória do dia em que meu velho destino foi quebrado e esmagado.,那是打碎我古老命运的那一天的记忆。,那是打碎我古老命運的那一天的記憶。,Non mi avrebbe fatto dimenticare i ricordi del giorno in cui il mio vecchio fato era stato infranto e distrutto.,Di dimenticare i ricordi del giorno in cui il mio vecchio fato era stato infranto e distrutto.,El recuerdo del día en que mi viejo destino se rompió y se hizo añicos.,ﺫﻟﻚ ﺍﻟﻴﻮﻡ ﺇﺫ ﺗﻜﺴﺮﺕ ﻭﺗﺤﻄﻤﺖ ﺣﻴﺎﺗﻲ ﺍﻟﺴﺎﺑﻘﺔ.,The memory of the day when my old fate was broken and smashed.,The memory of the day when my old fate was broken and smashed.,Eski kaderimin kırıldığı ve parçalandığı günün anısı.
,"In the past, ""tomorrow"" had been literally like a mirror to me.","Once, tomorrows were literally like looking into a mirror. "," In the past, tomorrows were literally like a mirror to me.", かつての私にとっての明日は、文字通り鏡のようなものだった。,かつての私にとっての明日は、文字通り鏡のようなものだった。,В прошлом завтрашние дни в буквальном смысле были для меня зеркалом.,"No passado, meu ""amanhã"" era exatamente como um espelho para mim.",对于过去的我来说，明天就是名副其实的“镜子”。,對於過去的我來說，明天就是名副其實的“鏡子”。,"In passato, i domani erano letteralmente uno specchio per me.","Una volta, per me pensare al futuro era come letteralmente guardarmi allo specchio.","En el pasado, el ""mañana"" había sido literalmente como un espejo para mí.","ﻓﻲ ﺍﻟﻤﺎﺿﻲ، ﻛﺎﻥ ""ﺍﻟﻐﺪ"" ﻣﺮﺁﺓ ﺑﺎﻟﻨﺴﺒﺔ ﺇﻟﻲ.","In the past, ""tomorrow"" had been literally like a mirror to me.","In the past, ""tomorrow"" had been literally like a mirror to me.","Geçmişte ""yarın"" benim için tam anlamıyla bir ayna gibiydi."
,"All I could see in it was the same me that existed ""today"".{n}......My tomorrow would never be any different from my today.",All I ever saw there was the person I already was. ......Tomorrow was absolutely no different from today. ," The person I am now, was always projected there.......It was a tomorrow absolutely no different from today.", そこにはいつも、今日の私が映っている。 ……今日とまったく変わることのない明日。,そこにはいつも、今日の私が映っている。{n}……今日とまったく変わることのない明日。,"Человек, которым я сейчас являюсь, всегда отображался там.{n}......Это был завтрашний день, абсолютно не отличающийся от сегодняшнего.","Tudo o que eu podia ver nele era o que também existia ""hoje"".{n}......Meu amanhã nunca seria diferente do meu hoje.",那镜中，映出的总是今天的我。{n}……丝毫无异于今天的明天。,那鏡中，映出的總是今天的我。{n}……絲毫無異於今天的明天。,La persona che sono ora vi era sempre proiettata. ... Era un domani assolutamente uguale all'oggi.,Tutto ciò che vedevo era la me riflessa in quel momento...{n}Un futuro assolutamente identico al presente.,"Lo único que podía ver en él era a la misma yo que existía ""hoy"".{n}... Mi mañana nunca sería diferente de mi hoy.","ﻟﻢ ﺃﺭ ﻓﻴﻪ ﺳﻮﻯ ﺫﺍﺗﻲ ﺍﻟﻤﻮﺟﻮﺩﺓ ""ﺍﻟﻴﻮﻡ"".{n}......ﻟﻢ ﻳﻜﻦ ﻏﺪﻱ ﻟﻴﺨﺘﻠﻒ ﺍﻟﺒﺘﺔ ﻋﻦ ﻳﻮﻣﻲ.","All I could see in it was the same me that existed ""today"".{n}......My tomorrow would never be any different from my today.","All I could see in it was the same me that existed ""today"".{n}......My tomorrow would never be any different from my today.","İçinde görebildiğim tek şey ""bugün"" var olan halimdi.{n}......Yarınım asla bugünümden farklı olmayacaktı."
,That was my old fate.,That was my old fate. ," That was my old fate.", それが私の古き運命だった。,それが私の古き運命だった。,То была моя прежняя судьба.,Assim era meu velho destino.,这就是我的古老命运。,這就是我的古老命運。,Quello era il mio vecchio fato.,Quello era il mio vecchio fato...,Ese era mi antiguo destino.,ﻛﺎﻧﺖ ﻫﺬﻩ ﺣﻴﺎﺗﻲ ﺍﻟﺴﺎﺑﻘﺔ.,That was my old fate.,That was my old fate.,Bu benim eski kaderimdi.
,"...But at that moment, for the first time, I saw a different fate beyond the mirror.","...But then, for the first time, I saw a different fate beyond the mirror. ","...But at that moment, for the first time, I saw a different fate beyond the mirror.", …その時、鏡の向こうに、私は初めて別の運命を見た。,…その時、鏡の向こうに、私は初めて別の運命を見た。,...Но в этот момент я впервые увидела другую судьбу в зазеркалье.,"...Mas naquele momento, pela primeira vez, eu vi um destino diferente além do espelho.",……在那时，我在镜子的彼方，第一次看见了别的命运。,……在那時，我在鏡子的彼方，第一次看見了別的命運。,"... Ma in quel momento, per la prima volta, vidi un destino diverso dietro lo specchio.","Ma in quel momento, al di là di quello specchio, vidi per la prima volta un destino diverso.","... Pero en aquel momento, por primera vez, vi un destino diferente más allá del espejo.",...ﻟﻜﻦ ﺗﻠﻚ ﺍﻟﻠﺤﻈﺔ، ﻭﻷﻭﻝ ﻣﺮﺓ، ﺭﺃﻳﺖ ﺣﻴﺎﺓ ﺃﺧﺮﻯ ﻭﺭﺍﺀ ﺍﻟﻤﺮﺁﺓ.,"...But at that moment, for the first time, I saw a different fate beyond the mirror.","...But at that moment, for the first time, I saw a different fate beyond the mirror.","...Ama o anda, ilk kez aynanın ötesinde farklı bir kader gördüm."
,The witch whispered.,The witch whispers to me. ," The witch whispers.", 魔女が囁きかける。,魔女が囁きかける。,Шёпот ведьмы.,A bruxa sussurrou.,魔女对我抛来了轻声耳语。,魔女對我拋來了輕聲耳語。,La strega sussurra.,La strega mi sussurrava.,La bruja me susurró.,ﻭﺳﻮﺳﺖ ﺍﻟﺴﺎﺣﺮﺓ.,The witch whispered.,The witch whispered.,Cadı fısıldadı.
,"She tempted me to take a bite out of the fruit of knowledge.{n}She tormented me, saying that as long as I stayed in the paradise of God, I would remain furniture.","She tempts me to take a bite out of the fruit of knowledge. She torments me, saying I'll be furniture as long as I stay in God's paradise. "," She tempts me to take a bite out of the fruit of knowledge. She torments me, saying that as long as I stay in the paradise of god, I'll remain furniture.", 知恵の実をかじりなさいと誘惑する。 神の楽園に居続ける限り、私は家具のままだと苛む。,知恵の実をかじりなさいと誘惑する。{n}神の楽園に居続ける限り、私は家具のままだと苛む。,"Она соблазняет меня откусить от плода знаний.{n}Она изводит меня, говоря, что пока я нахожусь в божественном раю, я так и останусь мебелью.","Ela me tentou, me oferecendo uma mordida na fruta do conhecimento.{n}Ela me atormentava, dizendo que enquanto eu permanecesse no paraíso de Deus, continuaria sendo uma mobília.",她充满诱惑地对我说，让我去品尝那智慧的果实。{n}她充满责备地对我说，只要还待在神的乐园中，我就永远只是个家具。,她充滿誘惑地對我說，讓我去品嘗那智慧的果實。{n}她充滿責備地對我說，只要還待在神的樂園中，我就永遠只是個家具。,"Mi tenta nel prendere un morso dal frutto della conoscenza. Mi tormenta, dicendo che finché rimango nel paradiso di Dio, rimarrò un mobile.","Mi incitava a dare un morso al frutto della conoscenza.{n}Mi tormentava, dicendomi che finché fossi rimasta nel paradiso divino, sarei restata un mobile.","Me tentó a dar un mordisco al fruto del conocimiento.{n}Me atormentaba diciendo que mientras permaneciera en el paraíso de Dios, seguiría siendo un mueble.",ﺳﻮﻟﺖ ﻟﻲ ﺍﻷﻛﻞ ﻣﻦ ﺍﻟﺸﺠﺮﺓ.{n}ﻋﺬﺑﺘﻨﻲ ﺑﻜﻼﻣﻬﺎ ﻋﻦ ﺑﻘﺎﺋﻲ ﺃﺛﺎﺛﺎ ﻣﺎ ﻋﺸﺖ ﻓﻲ ﻓﺮﺩﻭﺱ ﺍﻹﻟﻪ.,"She tempted me to take a bite out of the fruit of knowledge.{n}She tormented me, saying that as long as I stayed in the paradise of God, I would remain furniture.","She tempted me to take a bite out of the fruit of knowledge.{n}She tormented me, saying that as long as I stayed in the paradise of God, I would remain furniture.",Bilginin meyvesinden bir ısırık almam için beni baştan çıkardı.{n}Tanrı'nın cennetinde kaldığım sürece mobilya olarak kalmaya devam edeceğimi söyleyerek bana zulmetti.
,"And so I learned of love, and decided to choose to become a person.",So I decided to choose the path of knowing love...and tried to become a person. ," So I try to choose to know love, and become a person.", そして私は愛を知り、人となることを選ぼうとする。,そして私は愛を知り、人となることを選ぼうとする。,Поэтому я попыталась познать любовь и стать человеком.,"E então eu aprendi a respeito do amor, e decidi escolher ser uma pessoa.",然后我便萌生了，选择去懂得爱，去成为人的想法。,然後我便萌生了，選擇去懂得愛，去成為人的想法。,"Perciò ho provato a scegliere di conoscere l'amore, e divenire una persona.","E così, decisi di scoprire cosa fosse l'amore, e di voler diventare una persona...",Y entonces aprendí sobre el amor y decidí elegir convertirme en una persona.,ﻟﺬﺍ ﺗﻌﻠﻤﺖ ﺍﻟﺤﺐ، ﻭﻏﺪﻭﺕ ﺇﻧﺴﺎﻧﺎ.,"And so I learned of love, and decided to choose to become a person.","And so I learned of love, and decided to choose to become a person.",Ve böylece aşkı öğrendim ve bir insan olmayı seçmeye karar verdim.
,"......Those days were like sweetly melting honey, ......but then, I hadn't realized that they were the beginning of days filled with a new kind of suffering......","...Those days were like sweet honey, ...but at the time, I didn't realize that they'd be the start of a new kind of suffering... ","......Those days were like sweetly melting honey, ......but then, I hadn't realized that they were the beginning of the days filled with a new kind of suffering.......", ……それは甘く蕩けるような蜜の日々だけれども、……新しい苦悩の日々の始まりだと、今は気付けない……。,……それは甘く蕩けるような蜜の日々だけれども、……新しい苦悩の日々の始まりだと、今は気付けない……。,"......Эти дни были словно сладкий, тающий мёд. Но тогда я ещё не осознавала, что это было началом дней, наполненных новыми страданиями...","......Esses dias foram tão doces como o mel derretendo, ......mas, eu não tinha percebido que eles foram o início de dias cheios de um novo tipo de sofrimento......",……此时此刻，我根本不会发觉，……那虽会是甜蜜得令人心驰神往的日子，……但同时也会带来新的苦恼。,……此時此刻，我根本不會發覺，……那雖會是甜蜜得令人心馳神往的日子，……但同時也會帶來新的苦惱。,"... Quei giorni erano come miele che si scioglie dolcemente... ma allora, non avevo compreso che fossero l'inizio dei giorni ripieni di un nuovo tipo di sofferenza...",Ma sebbene quelle giornate fossero come del succulento miele fuso...{n}non compresi che esse erano il preludio a giorni che celavano una sofferenza a me ignota...,"... Esos días fueron más dulces que la miel... pero en aquel entonces, no me había percatado de que solo eran el comienzo de días llenos de un nuevo tipo de sufrimiento...",......ﺫﺍﺑﺖ ﺗﻠﻚ ﺍﻷﻳﺎﻡ ﻣﻨﺴﺎﺑﺔ ﻛﺎﻟﻌﺴﻞ، ......ﻭﻟﻢ ﺃﺩﺭﻙ ﺣﻴﻨﻬﺎ ﺃﻧّﻬﺎ ﺑﺪﺍﻳﺔ ﺃﻳﺎﻡ ﻣﻠﻴﺌﺔ ﺑﺼﻨﻒ ﺟﺪﻳﺪ ﻣﻦ ﺍﻟﻤﻌﺎﻧﺎﺓ......,"......Those days were like sweetly melting honey, ......but then, I hadn't realized that they were the beginning of days filled with a new kind of suffering......","......Those days were like sweetly melting honey, ......but then, I hadn't realized that they were the beginning of days filled with a new kind of suffering......","......O günler tatlı tatlı eriyip giden bal gibiydi, ......ama o zamanlar yeni bir tür acı ile dolu günlerin başlangıcı olduğunu fark etmemiştim......"
,"Taking a motorboat that I had just been told about, I made my way to this islet.",I've arrived at a small island on a motorboat I've only just learned how to use. ," I came to this small island on a motorboat that I had just learned how to use.", 私は、教えてもらったばかりのモーターボートで、この小島にやって来た。,私は、教えてもらったばかりのモーターボートで、この小島にやって来た。,"Я приплыла на этот маленький остров на катере, которым совсем недавно научилась управлять.",Eu vim para esta ilhota na lancha que tinha acabado de saber que passava por ela.,我驶着刚打听到的摩托艇，来到了这个小岛。,我駛著剛打聽到的摩托艇，來到了這個小島。,Arrivai su questa piccola isola su un motoscafo che avevo appena imparato ad usare.,"Arrivai all'isolotto con un motoscafo, che avevo imparato ad usare da poco.","Tomando la lancha de la que me habían hablado, llegué a este islote.",ﻭﺻﻠﺖ ﺇﻟﻰ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ ﺑﺎﺳﺘﺨﺪﺍﻡ ﺯﻭﺭﻕ ﺁﻟﻲ ﺃﺧﺒﺮﺕ ﻋﻨﻪ ﻟﻠﺘﻮ.,"Taking a motorboat that I had just been told about, I made my way to this islet.","Taking a motorboat that I had just been told about, I made my way to this islet.",Bana daha önce söylenen bir motorlu tekneye binerek bu adacığa doğru yol aldım.
,"No, I couldn't possibly call it an islet.{n}It'd really be more appropriate to call it a reef.","No, this can hardly be called a small island. It's little more than a rock jutting out of the water. "," No, I couldn't possibly call it a small island. It'd really be more appropriate to call it a reef.", いや、小島とは到底呼べない。岩礁と呼んだ方が正しいだろう。,いや、小島とは到底呼べない。{n}岩礁と呼んだ方が正しいだろう。,"Нет, ""маленький остров"" будет неверным описанием.{n}В действительности более уместно назвать это рифом.","Não, talvez eu não devesse chamar o lugar de ilhota.{n}Seria realmente mais apropriado dizer que era um escolho.",不，再怎么说都称不上是小岛。{n}该称之为岩礁才对吧。,不，再怎麼說都稱不上是小島。{n}該稱之為岩礁才對吧。,"No, non posso definirla piccola isola. Sarebbe davvero più appropriato chiamarlo scoglio.","No, isolotto era un termine generoso.{n}Sarebbe stato più appropriato chiamarlo uno scoglio.","No, quizás llamarlo islote sea incorrecto.{n}En realidad sería más apropiado llamarlo arrecife.",ﻻ، ﻣﺎ ﻛﻨﺖ ﻷﺳﻤﻴﻬﺎ ﺟﺰﻳﺮﺓ.{n}ﺑﻞ ﻛﺎﻧﺖ ﺻﺨﺮﺓ ﺑﺎﺯﻏﺔ ﻣﻦ ﺍﻟﺒﺤﺮ.,"No, I couldn't possibly call it an islet.{n}It'd really be more appropriate to call it a reef.","No, I couldn't possibly call it an islet.{n}It'd really be more appropriate to call it a reef.","Hayır, ona adacık demem mümkün değil.{n}Buna kayalık demek daha uygun olur."
,It had a torii and a small shrine for the local deity.,On this rock...is a torii and a small shrine. ," On the reef, there was a torii and a small shrine for the local deity.", そこには鳥居があり、鎮守の祠があった。,そこには鳥居があり、鎮守の祠があった。,На рифе стояли тории и небольшой храм для местного божества.,Havia um torii e um pequeno santuário para a divindade local.,岩礁上有鸟居，还有镇守之祠。,岩礁上有鳥居，還有鎮守之祠。,"Sullo scoglio, c'era un torii e un piccolo tempio per la divinità locale.","In esso vi era un torii, e un altarino in nome della divinità locale.",Tenía un torii y un pequeño santuario para la deidad local.,ﻛﺎﻥ ﻋﻠﻴﻬﺎ ﺗﻮﺭﻱ (ﺑﻮﺍﺑﺔ) ﻭﻣﻌﺒﺪ ﺻﻐﻴﺮ ﻟﻠﻤﻌﺒﻮﺩ ﺍﻟﻤﺤﻠﻲ.,It had a torii and a small shrine for the local deity.,It had a torii and a small shrine for the local deity.,Yerel tanrı için bir torii ve küçük bir tapınak vardı.
,"It was probably built to worship the guardian deity of Rokkenjima.{n}......Even though I didn't know the exact meaning, I understood that it had a holy significance.","It was probably built to worship the guardian deity of Rokkenjima. ......Even though I don't know exactly what it signifies, I know it has to be something holy. "," It was probably built to worship the guardian deity of Rokkenjima.......Even though I didn't know the exact meaning, I understood that it had a holy significance.", 恐らく、六軒島の守り神を祀っているのだろう。 ……意味はわからずとも、神聖な意味が込められていることは理解していた。,恐らく、六軒島の守り神を祀っているのだろう。{n}……意味はわからずとも、神聖な意味が込められていることは理解していた。,"Вероятно, их построили для поклонения богу‐покровителю Роккенджимы.{n}......Хотя я даже не знала точного смысла, я поняла, что это имеет сакральное значение.","Provavelmente construído para louvar a divindade tutelar de Rokkenjima.{n}......Embora eu não soubesse o significado exato, compreendia que era algo sagrado.",供奉着的，恐怕应该就是六轩岛的守护神。{n}……尽管不明就里，但我明白此处倾注着神圣的意义。,供奉著的，恐怕應該就是六軒島的守護神。{n}……儘管不明就裡，但我明白此處傾注著神聖的意義。,"Era stato probabilmente costruito per venerare la divinità guardiana di Rokkenjima. ... Anche se non ne conoscevo l'esatto significato, capii che aveva un significato sacro.","Probabilmente, per venerare la divinità guardiana di Rokkenjima...{n}Pur senza comprenderne lo scopo, era intuibile che fosse pregno di sacralità.","Probablemente se construyó para adorar a la deidad guardiana de Rokkenjima.{n}... Aunque ignoraba cuál era exactamente su importancia, comprendía que la tenía en lo sagrado.",ﺭﺑﻤﺎ ﺑﻨﻴﺖ ﻟﻌﺒﺎﺩﺓ ﺍﻟﺮﻭﺡ ﺍﻟﺤﺎﺭﺳﺔ ﻟﺮﻭﻛﻴﻨﺠﻴﻤﺎ.{n}......ﺃﺩﺭﻛﺖ ﻗﺪﺳﻴﺔ ﺍﻟﻤﻜﺎﻥ ﺭﻏﻢ ﺟﻬﻠﻲ ﺑﺤﻘﻴﻘﺘﻪ ﺍﻟﻜﺎﻣﻠﺔ.,"It was probably built to worship the guardian deity of Rokkenjima.{n}......Even though I didn't know the exact meaning, I understood that it had a holy significance.","It was probably built to worship the guardian deity of Rokkenjima.{n}......Even though I didn't know the exact meaning, I understood that it had a holy significance.",Muhtemelen Rokkenjima'nın koruyucu tanrısına tapınmak için inşa edilmişti.{n}......Tam anlamını bilmesem de kutsal bir önemi olduğunu anlamıştım.
,"Despite being in a place like this, I took just one more look around to see if there was anyone observing me.","Even in a place like this, I've got to take just one more look around, to see if there's anyone who might get mad at me for coming. "," Even in a place like this, I took just one more look around to see if there was someone who'd find fault with me being here.", 私はこのような場所にもかかわらず、私の姿を誰かが見咎めていないか、もう一度だけ見回す。,私はこのような場所にもかかわらず、私の姿を誰かが見咎めていないか、もう一度だけ見回す。,"Даже находясь в таком месте, я ещё раз осмотрелась вокруг, не было ли здесь кого‐нибудь, кто мог бы остановить меня.","Apesar de estar em um lugar como este, eu ainda assim dei mais uma olhada em volta para ver se havia alguém me observando.",虽然是在这种地方，但我还是担心会不会被人看到，因而再次四下张望了一番。,雖然是在這種地方，但我還是擔心會不會被人看到，因而再次四下張望了一番。,"Anche in un posto come questo, mi guardai attorno ancora una volta per capire se ci fosse qualcuno che avrebbe avuto da ridire se mi avesse visto qui.","Anche se mi trovavo in un posto del genere, mi guardai nuovamente attorno, nel caso qualcuno mi avesse notata...","A pesar de estar en un lugar como este, eché un vistazo más a mi alrededor para ver si había alguien que estuviera observándome.",ﺭﻏﻢ ﻣﻜﺎﻧﻬﺎ ﻋﻠﻰ ﺻﺨﺮﺓ ﻛﻬﺬﻩ، ﻧﻈﺮﺕ ﺣﻮﻟﻬﺎ ﻣﺮﺓ ﺃﺧﺮﻯ ﻟﻠﺘﺄﻛﺪ ﻣﻦ ﺧﻠﻮ ﺍﻟﻤﺮﺍﻗﺒﺔ.,"Despite being in a place like this, I took just one more look around to see if there was anyone observing me.","Despite being in a place like this, I took just one more look around to see if there was anyone observing me.","Böyle bir yerde olmama rağmen, beni gözetleyen biri olup olmadığını görmek için etrafa bir kez daha baktım."
