Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,...The anger which had lost any place to go became a single hot tear which slowly dripped down...,...Her anger had nowhere to go...and became a single hot tear that slowly dripped down... , The anger which had lost any place to go became a single hot tear which slowly dripped down...,…行き場を失った怒りは、一粒の熱い涙となってぼろりと零れ落ちる…。,…行き場を失った怒りは、一粒の熱い涙となってぼろりと零れ落ちる…。,"...Гнев, так и не нашедший выхода, превратился в единственную горячую слезу, неторопливо скатившуюся вниз...",...A raiva que tinha se perdido em algum lugar se tornou uma singela lágrima quente que escorria...,…无处宣泄的愤怒，化为一颗热泪滑下脸颊…。,…無處宣泄的憤怒，化為一顆熱淚滑下臉頰…。,La rabbia che aveva perso ogni possibilità di uscire divenne una singola calda lacrima che lentamente scivolò giù...,"La sua rabbia, che non aveva alcun luogo da cui effluire, divenne una singola lacrima cocente, che scivolò sulla sua guancia...","La ira, sin ninguna otra forma de expresarse, se convirtió en una única lágrima caliente que se deslizó lentamente hacia abajo...",...ﺍﻟﻐﻀﺐ ﺍﻟﺬﻱ ﻟﻢ ﻳﺠﺪ ﻣﻜﺎﻧﺎ ﻳﻠﺠﺄ ﻟﻪ ﺃﺻﺒﺢ ﺩﻣﻌﺔ ﺣﺎﺭﺓ ﺳﻘﻄﺖ ﺑﺒﻂﺀ…,...The anger which had lost any place to go became a single hot tear which slowly dripped down...,...Amarah yang tidak tersalurkan menjadi tetes air mata panas yang jatuh perlahan...,"...Gidecek yeri kalmayan öfke, yavaşça aşağıya damlayan tek bir sıcak gözyaşına dönüştü..."
Ushiromiya Eva,"""Whaaat? If you have something to say, please, say it now. Come on.""","""What's wrong? If you have something to say, please do so. Come on."" ","""Whaaat? If you have something to say, please, say it now. Come on.""",「なぁにぃ？　何か言い返したいなら、どうぞ言い返しなさいよ。ほぅら。」,「なぁにぃ？　何か言い返したいなら、どうぞ言い返しなさいよ。ほぅら」,"""Что ещё? Если тебе есть что сказать, пожалуйста, говори это сейчас. Начинай.""","""O quê~? Se você tem algo a dizer, por favor, diga logo. Vamos.""",「怎么了？想还嘴的话，别客气说啊。快说啊。」,「怎麼了？想還嘴的話，別客氣說啊。快說啊。」,"""Cooosa? Se hai qualcosa da dire, ti prego, dilla ora. Forza.""","""Che c'eeeeè? Se hai qualcosa da ribattere, prego, fai pure. Fooorza.""","""¿Quééé? Si tienes algo que decir, dilo. Vamos.""",“ﻣﺎﺍﺍﺍﺫﺍ؟  ﻟﻮ ﻋﻨﺪﻙ ﻣﺎ ﺗﻘﻮﻟﻴﻨﻪ، ﻣﻦ ﻓﻀﻠﻚ ﻗﻮﻟﻴﻪ ﺍﻵﻥ. ﻫﻴﺎ ﺍﻵﻥ.”,"""Whaaat? If you have something to say, please, say it now. Come on.""","""Apaaa? Jika ada yang ingin kau katakan, katakan sekarang. Ayo.""","""Neeeee? Eğer söyleyecek bir şeyin varsa, lütfen şimdi söyle. Hadi."""
,Eva faced her with a provocative gaze.,Eva faced her with a provocative gaze. ,Eva faced her with a provocative gaze.,絵羽は挑発の眼差しを向ける。,絵羽は挑発の眼差しを向ける。,"Ева встала перед ней, смерив её пристальным, провокационным взглядом.",Eva encarou ela com um olhar provocativo.,绘羽射来挑拨的目光。,繪羽射來挑撥的目光。,Eva la guardò con uno sguardo provocatorio.,Eva le rivolse uno sguardo provocatorio...,Eva le lanzó una mirada provocativa.,ﻭﺍﺟﻬﺘﻬﺎ ﺇﻳﻔﺎ ﺑﻨﻈﺮﺓ ﺍﺳﺘﻔﺰﺍﺯﻳﺔ.,Eva faced her with a provocative gaze.,Eva menantang dengan tatapan.,Eva kışkırtıcı bakışlarla ona baktı.
,"......However, Natsuhi's fist was shaking; she trembled all over, unable to do anything...","......However, Natsuhi could do nothing but tremble, her clenched fists quivering... ","......However, Natsuhi's fist was shaking; she trembled all over, unable to do anything...",……だが、夏妃は握り拳を震わせたままわなわなと震えることしかできない…。,……だが、夏妃は握り拳を震わせたままわなわなと震えることしかできない…。,"......Однако кулаки Нацухи тряслись; она тряслась всем телом, не в состоянии что‐либо поделать...","......No entanto, o punho de Natsuhi estava tremendo; todo seu corpo estava tremendo, incapaz de fazer algo...",……但是，夏妃除了紧握颤抖的拳头浑身哆嗦之外，什么也做不了…。,……但是，夏妃除了緊握顫抖的拳頭渾身哆嗦之外，什麼也做不了…。,"... Ad ogni modo, il pugno di Natsuhi stava tremando, lei stessa tremava tutta, incapace di fare alcunché...","Ma Natsuhi, i cui pugni stavano ancora tremando, non riusciva a fare altro se non a tremare impotente...","Pero el puño de Natsuhi tembló, no, no solo su puño, todo su cuerpo estaba temblando, pues sabía que no podía hacer nada...",…….ﻛﺎﻧﺖ ﻗﺒﻀﺔ ﻧﺎﺗﺴﻮﻫﻲ ﺗﺮﺗﻌﺶ، ﺍﺭﺗﺠﻒ ﺟﺴﺪﻫﺎ ﺑﺄﻛﻤﻠﻪ، ﻋﺎﺟﺰﺓ ﻋﻦ ﻓﻌﻞ ﺃﻱ ﺷﻲﺀ…,"......However, Natsuhi's fist was shaking; she trembled all over, unable to do anything...","......Tapi tangan Natsuhi gemetar; seluruh tubuhnya bergetar, tidak bisa berbuat apa-apa...","......Ancak Natsuhi'nin yumruğu titriyordu; her yeri titriyordu, hiçbir şey yapamıyordu..."
,Krauss quietly broke that powder‐keg tension.,Krauss quietly broke that powder-keg tension. , Krauss quietly broke that powder-keg tension.,その火薬の臭いすらする緊迫を、蔵臼は静かに破った。,その火薬の臭いすらする緊迫を、蔵臼は静かに破った。,Краусс преспокойно снял возникшую взрывоопасную напряжённость.,"Krauss, de forma tranquila, quebrou a tensão daquele barril de pólvora.",这阵散发着火药味的紧迫，被藏臼静静地打破了。,這陣散發著火藥味的緊迫，被藏臼靜靜地打破了。,Krauss ruppe quella tensione densa di scintille a bassa voce.,Klaus ruppe pacatamente quella tensione tagliabile con un coltello.,Krauss rompió ese tenso ambiente que olía a pólvora.,ﺗﺪﺧﻞ ﻛﺮﺍﻭﺱ ﺑﻬﺪﻭﺀ ﻟﻴﻜﺴﺮ ﻫﺬﺍ ﺍﻟﺘﻮﺗﺮ ﺍﻟﺸﺪﻳﺪ.,Krauss quietly broke that powder‐keg tension.,Krauss dengan tenang meredakan ketegangan.,Krauss bu gerginliği sessizce bozdu.
Ushiromiya Krauss,"""Natsuhi. Leave your seat. You should cool off your head.""","""Natsuhi, leave your seat. You should go cool your head."" ","""Natsuhi. Leave your seat. You should cool off your head.""",「夏妃。席を外しなさい。頭を冷やすといい。」,「夏妃。席を外しなさい。頭を冷やすといい」,"""Нацухи. Уйди. Тебе нужно остудить голову.""","""Natsuhi. Deixe seu assento. Você deveria ir esfriar a cabeça.""",「夏妃。出去吧。去让头脑冷静下。」,「夏妃。出去吧。去讓頭腦冷靜下。」,"""Natsuhi. Esci. Dovresti calmarti.""","""Natsuhi. Esci un attimo fuori. Così potrai distendere i nervi.""","""Natsuhi. Deja tu asiento. Necesitas refrescarte.""",“ﻧﺎﺗﺴﻮﻫﻲ. ﺍﺗﺮﻛﻲ ﻣﻘﻌﺪﻙ. ﻋﻠﻴﻚ ﺃﻥ ﺗﺮﻳﺤﻲ ﺭﺃﺳﻚ.”,"""Natsuhi. Leave your seat. You should cool off your head.""","""Natsuhi. Tinggalkan tempatmu. Tenangkan kepalamu.""","""Natsuhi. Kalk. Kafanı biraz toparlamalısın."""
Ushiromiya Natsuhi,"""Wh—!!""","""Wha...!!"" ","""Wha, ...!!""",「なッ、…！！」,「なッ、…！！」,"""Чт‐!""","""Qu—!!""",「什么……！！」,「什麼……！！」,"""Cos...!!""","""Co...!!""","""¡¡Qu—!!""",“ﻣﺎﺍ،….!!”,"""Wh—!!""","""Apa—!!""","""Ne—!!"""
,"Natsuhi, resenting the fact that her husband had not come to her aid, shifted the focus of her attack.","Natsuhi, resenting the fact that her husband had not come to her aid, shifted the focus of her attack. ","Natsuhi, resenting the fact that her husband had not come to her aid, shifted the focus of her attack.",夫が自分の肩を持たなかったことを夏妃は憤慨し、その矛先を向け直す。,夫が自分の肩を持たなかったことを夏妃は憤慨し、その矛先を向け直す。,"Нацухи, обиженная, что муж не поддержал её, выбрала новую цель для нападения.","Natsuhi, percebendo que seu marido não estava do seu lado, mudou o foco de seus ataques.",丈夫没有站出来袒护自己，这让夏妃气愤不已，把矛头转向了他。,丈夫沒有站出來袒護自己，這讓夏妃氣憤不已，把矛頭轉向了他。,"Natsuhi, risentita per il fatto che suo marito non fosse venuto in suo soccorso, cambiò il bersaglio del suo attacco.","Natsuhi, indignata dal fatto che suo marito non fosse dalla sua parte, cambiò il bersaglio della sua ira.","Natsuhi, resentida por el hecho de que su marido no había acudido en su ayuda, cambió el objetivo de su ataque.",ﺍﺳﺘﺎﺀﺕ ﻧﺎﺗﺴﻮﻫﻲ ﻣﻦ ﺣﻘﻴﻘﺔ ﺃﻥ ﺯﻭﺟﻬﺎ ﻟﻢ ﻳﺄﺕ ﻟﻤﺴﺎﻋﺪﺗﻬﺎ. ﺑﺪﻻ ﻣﻦ ﺫﻟﻚ، ﺣﻮﺭ ﺍﻟﻬﺠﻮﻡ ﻋﻠﻴﻬﺎ.,"Natsuhi, resenting the fact that her husband had not come to her aid, shifted the focus of her attack.","Natsuhi kesal suaminya tidak membelanya, mengalihkan serangannya.","Kocasının kendisine yardım etmemiş olmasına içerleyen Natsuhi, saldırı odağını değiştirdi."
Ushiromiya Natsuhi,"""D‐...don't you understand what they're saying about you?! These people are baselessly calling you a traitor to Father!!""","""D-Dear, don't you understand what they're saying about you?! These people are baselessly calling you a traitor to Father!! ","""D, dear, don't you understand what they're saying about you?! These people are baselessly calling you a traitor to Father!!",「あッ、…あなたはさっきから何を言われているのかわかってるんですか？！　この人たちは、言うに事欠いて、あなたのことを、お父様への裏切り者呼ばわりしているんです！！,「あッ、…あなたはさっきから何を言われているのかわかってるんですか？！　この人たちは、言うに事欠いて、あなたのことを、お父様への裏切り者呼ばわりしているんです！！」,"""Д‐дорогой, разве ты не понимаешь, что они говорят про тебя?! Эти люди необоснованно называют тебя предателем отца!!!""","""V‐Você não entende o que essas pessoas estão dizendo sobre você?! Eles estão acusando você sem fundamentos, de estar traindo nosso pai!!""",「老、…老公你明白从刚才开始他们都在说你什么吗？！这些人，空穴来风的东西都能说得出来，把你叫成、叫成背叛父亲的叛徒啊！！」,「老、…老公你明白從剛才開始他們都在說你什麼嗎？！這些人，空穴來風的東西都能說得出來，把你叫成、叫成背叛父親的叛徒啊！！」,"""C-Caro, non capisci cosa stanno dicendo di te?! Queste persone ti stanno infondatamente chiamando traditore verso Papà!!","""C-Caro, non capisci cosa stanno dicendo su di te?! Queste persone ti stanno additando ingiustamente come un traditore di nostro padre!!""","""C‐Cariño, ¡¿no entiendes lo que están diciendo sobre ti?! ¡¡Están asegurando sin pruebas que has traicionado a tu propio padre!!""",“ﻋـ-ﻋﺰﻳﺰﻱ، ﺃﻻ ﺗﺪﺭﻙ ﻣﺎ ﻳﻘﻮﻟﻮﻧﻪ ﻋﻨﻚ؟! ﻳﺘﻬﻤﻮﻧﻚ ﺑﺨﻴﺎﻧﺔ ﻭﺍﻟﺪﻙ!!,"""D‐...don't you understand what they're saying about you?! These people are baselessly calling you a traitor to Father!!""","""T-Tidakkah kau dengar apa yang mereka katakan?! Mereka menuduhmu mengkhianati Ayah tanpa bukti!!""","""S-...Senin hakkında neler söylediklerini anlamıyor musun?! Bu insanlar seni asılsız bir şekilde Babana ihanet etmekle suçluyorlar!"""
Ushiromiya Natsuhi,"""We protect the glory of the Ushiromiya family, we put forth effort day in day out, striving to be paragons of nobility in order to take over that glory from Father, and this inexcusable rambling tramples it all underfoot!!!""","They are making light of the fact that we protect the glory of the Ushiromiya family, even though we are constantly expending every effort to earn that glory from Father. They trample all of that underfoot with their hateful rambling!!! "," They are making light of the fact that we protect the glory of the Ushiromiya family and in order to receive that glory from Father, we have been purely spending our days expending every effort. They trample all of that underfoot; what a painful rambling!!!",　私たちが右代宮家の栄光を守り、お父様からそれを受け継ぐため日々高潔であろうとする全ての努力を蔑ろにして踏み躙る、何という聞き難い暴言ッ！！,「私たちが右代宮家の栄光を守り、お父様からそれを受け継ぐため日々高潔であろうとする全ての努力を蔑ろにして踏み躙る、何という聞き難い暴言ッ！！」,"""Они ни во что не ставят тот факт, что мы защищаем славу семьи Уширомия, и ради того, чтобы отец удостоил нас этой славы, мы каждый день тратим на это все усилия. А они своей противной болтовнёй вытирают об это ноги!!!""","""Nós estamos protegendo a glória da família Ushiromiya! Nós nos esforçamos todos os dias, tentando ser os guardiões da nobreza, a fim de preservarmos a glória do pai, e esta divagação indesculpável está pisando sobre tudo isso!!!""",「她把我们为了从爸那里继承并守护右代宫家的荣耀，而日复一日做出的严于律已、洁身自好全部努力，都踩在脚下碾碎，是可忍孰不可忍！！」,「她把我們為了從爸那裡繼承並守護右代宮家的榮耀，而日復一日做出的嚴于律已、潔身自好全部努力，都踩在腳下碾碎，是可忍孰不可忍！！」,"Stanno sminuendo il fatto che noi proteggiamo la gloria degli Ushiromiya e per ricevere quella stessa gloria da Papà, abbiamo passato i nostri giorni unicamente in grandi sforzi. Stanno calpestando tutto questo, che doloroso sproloquio!!!","""Stanno calpestando la gloria degli Ushiromiya che noi proteggiamo, e gli sforzi che facciamo ogni giorno per ricevere questa gloria da nostro padre. Sono offese inaccettabili!!!""","""Están ignorando el hecho de que siempre hemos estado protegiendo la gloria de la familia Ushiromiya, y para recibir aquella gloria de tu padre, no hemos dudado en hacer ningún sacrificio. ¡¡¡Están pisoteando todo lo que tanto nos ha costado contruir!!!""","""ﻧﺤﻦ ﻧﺤﻤﻲ ﻣﺠﺪ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ. ﻗﻀﻴﻨﺎ ﻛﻞ ﺃﻳﺎﻣﻨﺎ ﻓﻲ ﺍﺳﺘﻬﻼﻙ ﻛﻞ ﺟﻬﺪ ﻣﻤﻜﻦ ﺣﺘﻰ ﺣﺼﻠﻨﺎ ﻋﻠﻰ ﻫﺬﺍ ﺍﻟﻤﺠﺪ ﻣﻦ ﻭﺍﻟﺪﻧﺎ. ﻭﺍﻵﻥ ﻳﺪﻭﺳﻮﻥ ﻛﻞ ﺫﻟﻚ ﺑﺎﻷﻗﺪﺍﻡ، ﻳﺎ ﻟﻪ ﻣﻦ ﻓﻌﻞ ﻣﺆﻟﻢ!!!","""We protect the glory of the Ushiromiya family, we put forth effort day in day out, striving to be paragons of nobility in order to take over that glory from Father, and this inexcusable rambling tramples it all underfoot!!!""","""Kita menjaga kejayaan keluarga Ushiromiya, berusaha setiap hari menjadi teladan kebangsawanan untuk meneruskan kejayaan itu dari Ayah, tapi omongan tak berdasar ini menginjak-injak semuanya!!!""","""Ushiromiya ailesinin şanını koruyor, bu ihtişamı babamızdan devralmak için asalet timsali olmak için her gün çaba sarf ediyoruz ve bu kabul edilemez saçmalık hepsini ayaklar altına alıyor!!!"""
Ushiromiya Natsuhi,"""And you―why don't you talk back to them?! I'm talking back because you won't, but you have just been relying completely on me...!! And now you are telling me to go cool my head?! It's {i:always} me!!""","And you don't even try to fight back! Why?! I'm only standing up for us because you won't, but you've been putting the entire burden on me for some time now!! And now you tell me to go cool my head?! It's always me!!"" "," You are you. Why don't you talk back! Since you won't talk back, I have, but for a while you have been relying completely on me!! Are you telling me to go cool my head and come back?! It's a-lways me!! ",　あなたもあなたです、どうして言い返さないんですか！　あなたが言い返さないから私が言い返しているのに、さっきからあなたは私に任せっきりで…ッ！！　その私に頭を冷やして来いなんて言うんですか？！　いっつも私ばかり！！,「あなたもあなたです、どうして言い返さないんですか！　あなたが言い返さないから私が言い返しているのに、さっきからあなたは私に任せっきりで…ッ！！　その私に頭を冷やして来いなんて言うんですか？！　いっつも私ばかり！！」,"""Ты! Почему ты им ничего не говоришь! Из‐за того, что ты не возражаешь, это делаю я, как долго ещё ты будешь полагаться на меня!!! И сейчас ты говоришь мне пойти остудить голову?! {i:Вечно} я!!!""","""E você ― por que você não fala alguma coisa?! Eu estou respondendo a eles porque você não o faz, mas você nem ao menos confia em mim...!! E agora está dizendo para eu ir esfriar a cabeça?! É {i:sempre} eu!!""",「老公你也是，为什么一句话都不反驳！你什么都不说我才在帮你说话，你却只在边上看着…！！还要叫我去头脑冷静冷静吗？！为什么每次都是我！！」,「老公你也是，為什麼一句話都不反駁！你什麼都不說我才在幫你說話，你卻只在邊上看著…！！還要叫我去頭腦冷靜冷靜嗎？！為什麼每次都是我！！」,"Tu sei tu. Perché non rispondi! Visto che non hai risposto, l'ho fatto io, ma per un momento stavi facendo completamente affidamento su di me!! Mi stai dicendo di calmarmi e tornare?! Sono sempre io!!","""E tu perché non rispondi a loro?! Io rispondo perché non sei tu a farlo, ma addossi sempre tutto a me! E mi stai dicendo di uscire per distendere i nervi?!{n}Sono {i:sempre} io a rimetterci!""","""¡¿Por qué no les contestas?! ¡¡Como tú no respondes, tengo que hacerlo yo, pero durante un tiempo has estado dependiendo totalmente de mí!! ¡¿Y ahora estás diciendo que me vaya y me tranquilice?! ¡¡{i:Siempre} soy yo!!""",ﻟﻤﺎﺫﺍ ﻻ ﺗﺮﺩ! ﺑﻤﺎ ﺃﻧﻚ ﻟﻦ ﺗﺘﺤﺪﺙ، ﻓﻘﺪ ﻓﻌﻠﺖ ﺃﻧﺎ ﺫﻟﻚ، ﻭﻟﻜﻦ ﻟﻔﺘﺮﺓ ﻣﻦ ﺍﻟﻮﻗﺖ ﻛﻨﺖ ﺗﻌﺘﻤﺪ ﺑﺎﻟﻜﺎﻣﻞ ﻋﻠﻲ!! ﻫﻞ ﺗﺨﺒﺮﻧﻲ ﺃﻥ ﺃﺭﻳﺢ ﺭﺍﺳﻲ؟! ﺇﻧﻬﺎ {f:3:ﺩﺍﺋﻤﺎ} ﻏﻠﻄﺘﻲ!!,"""And you―why don't you talk back to them?! I'm talking back because you won't, but you have just been relying completely on me...!! And now you are telling me to go cool my head?! It's {i:always} me!!""","""Dan kau―kenapa tidak membalas mereka?! Aku yang membalas karena kau diam, tapi kau hanya mengandalkanku...!! Dan sekarang kau menyuruhku pergi?! Selalu {i:aku}!!""","""Ve sen—neden onlara karşılık vermiyorsun?! Ben karşılık veriyorum çünkü sen vermiyorsun, ama sen tamamen bana sırtını dayıyorsun...!! Ve şimdi de bana kafamı toplarmamı mı söylüyorsun?! {i:Her zaman} ben!!"""
Ushiromiya Natsuhi,"""I am always thinking so seriously about this family's affairs, and you've just taken that and...!! UuuUUUuuu, uuuuuuuuuhuhughh!!!""","""Even though I have always considered this family's affairs so seriously, you've...!! Aaaaaaaahhh, gaaaaaaaaahhhh!!!"" ","Even though I have always seriously considered this family's affairs, you've...!! WhaaaAAaaAaaaa, whaaaaaAAAAAAA!!!""",私はいつも真剣にこの家のことを考えているのにッ、それをあなたは…ッ！！　うううぅううぅ、うううううううううう！！！」,「私はいつも真剣にこの家のことを考えているのにッ、それをあなたは…ッ！！　うううぅううぅ、うううううううううう！！！」,"""И хотя я всегда серьёзно относилась к делам этой семьи, ты!.. Уа‐а‐а‐а‐а‐а‐а‐а‐а‐а!!!""","""Eu sempre estou pensando seriamente sobre os negócios da família, e você tem esse tipo de atitude...!! UuuUUUuuu, uuuuuuuuuhuhughh!!!""",「我一直都在为这个家认真考虑，你却…！！呜呜呜呜呜呜呜呜，呜呜呜呜呜呜呜呜呜！！！」,「我一直都在為這個家認真考慮，你卻…！！嗚嗚嗚嗚嗚嗚嗚嗚，嗚嗚嗚嗚嗚嗚嗚嗚嗚！！！」,"Anche se ho sempre considerato seriamente gli affari di questa famiglia, tu...!! WhaaaAAaaAaaaa, whaaaaaAAAAAAA!!!""","""Anche se ho sempre considerato con serietà la nostra famiglia, tu...!!Uhhhhhuhhh, uhhhhhuhhhhhh!!!""","""¡¡Aunque siempre he tratado con seriedad todos los asuntos de la familia, tú...!! ¡¡¡UuuUUUuuu, uuuuuuuuuhuhughh!!!""","""ﻟﻄﺎﻟﻤﺎ ﻧﻈﺮﺕ ﺑﺠﺪﻳﺔ ﺇﻟﻰ ﺷﺆﻭﻥ ﻫﺬﻩ ﺍﻟﻌﺎﺋﻠﺔ، ﺇﻻ ﺃﻧﻚ…!! ﺁﺁﺁﺁﻩ ﺁﺁﺁﺁﻩ، ﺁﺁﺁﺁﺁﺁﺁﺁﻩ!!”","""I am always thinking so seriously about this family's affairs, and you've just taken that and...!! UuuUUUuuu, uuuuuuuuuhuhughh!!!""","""Aku selalu memikirkan urusan keluarga dengan serius, dan kau hanya memanfaatkanku...!! UuuUUUuuu, uuuuuuuuuhuhughh!!!""","""Bu ailenin işlerini her zaman çok ciddi düşünürüm ve sen bunu aldın ve...!! Uuuuuuuu, uuuuuuuhuhughh!!!"""
,Natsuhi could no longer hide her tears.{n}She flew from the room in that state.,Natsuhi was already unable to hide her tears. She flew from the room in that state. ,Natsuhi was already unable to hide her tears. She flew from the room in that state.,夏妃はもはや涙も隠せない。そのまま客間を飛び出していった。,夏妃はもはや涙も隠せない。{n}そのまま客間を飛び出していった。,"У Нацухи уже не оставалось сил сдерживать слёзы.{n}Рыдая, она выбежала из комнаты.",Natsuhi não conseguiu mais segurar as suas lágrimas.{n}Ela saiu correndo da sala naquele estado.,夏妃已经忍不住流下眼泪。{n}她就这么从客厅跑了出去。,夏妃已經忍不住流下眼淚。{n}她就這麼從客廳跑了出去。,Natsuhi era già incapace di nascondere le sue lacrime. Corse fuori dalla stanza in quello stato.,"Natsuhi non poteva più nascondere le sue lacrime. In quello stato, corse fuori dalla stanza.",Natsuhi no podía ocultar sus lágrimas.{n}Y en ese estado huyó de la habitación.,ﻟﻢ ﺗﺴﺘﻄﻊ ﻧﺎﺗﺴﻮﻫﻲ ﺣﺒﺲ ﺩﻣﻮﻋﻬﺎ.{n}ﺃﺳﺮﻋﺖ ﺑﺎﻟﺨﺮﻭﺝ ﻣﻦ ﺍﻟﻐﺮﻓﺔ ﻭﻫﻲ ﺗﻨﻮﺡ.,Natsuhi could no longer hide her tears.{n}She flew from the room in that state.,Natsuhi tidak bisa lagi menahan tangis.{n}Dia lari dari ruangan dalam keadaan itu.,Natsuhi artık gözyaşlarını gizleyemiyordu.{n}O haldeyken odadan uçup gitti.
,"After that, all that remained was a somewhat embarrassed mood about the parlor...","After that, all that remained was a somewhat embarrassed mood about the parlor... "," After that, all that remained was an somewhat embarrassed mood about the parlor...",後には痛々しい空気だけが残り、客間を満たしていた…。,後には痛々しい空気だけが残り、客間を満たしていた…。,После этого все оставшиеся почувствовали некоторую неловкость...,"Após isso, tudo o que restou foi um certo clima de constrangimento que tomou conta sala de visitas...",只留下伤心欲绝的空气，飘满在客厅中。,只留下傷心欲絕的空氣，飄滿在客廳中。,"Dopo ciò, un'atmosfera dolorosa che riempiva la stanza era tutto ciò che era rimasto.","Dopodiché, il salotto venne fagocitato dall'atmosfera imbarazzante che era rimasta.",Esto dejó una atmósfera algo incómoda en el salón...,ﻭﻣﺎ ﺑﻘﻲ ﻓﻲ ﺗﻠﻚ ﺍﻟﻐﺮﻓﺔ ﻛﺎﻥ ﻣﺰﺍﺟﺎ ﻳﺪﻋﻮ ﻟﻠﺨﺠﻞ ﺇﻟﻰ ﺣﺪ ﻣﺎ…,"After that, all that remained was a somewhat embarrassed mood about the parlor...","Setelahnya, yang tersisa hanya suasana canggung di ruang tamu...",Bundan sonra salonda sadece biraz mahcup bir ruh hali kalmıştı...
,"When the sound of footsteps grew distant and silence returned, Krauss shrugged his shoulders slightly.","When the sound of footsteps grew distant and silence returned, Krauss shrugged his shoulders slightly. "," When the sound of footsteps grew distant and silence returned, Krauss shrugged his shoulders slightly.",足音が遠ざかり静寂が戻ると、蔵臼は小さく肩をすくめるような仕草をして見せた。,足音が遠ざかり静寂が戻ると、蔵臼は小さく肩をすくめるような仕草をして見せた。,"Когда звук шагов затих вдалеке и наступила тишина, Краусс слегка пожал плечами.","Quando o som dos passos ficou mais distante e o silêncio retornou, Krauss deu de ombros levemente.",听不到脚步声，室内回归静寂后，藏臼轻轻耸了耸肩。,聽不到腳步聲，室內回歸靜寂後，藏臼輕輕聳了聳肩。,"Quando il suono dei passi si affievolì e tornò il silenzio, Krauss scrollò leggermente le spalle.","Una volta che il rumore dei passi si affievolì e ritornò il silenzio, Klaus sembrò stringersi leggermente nelle sue spalle.","Cuando el sonido de los pasos se alejó y volvió el silencio, Krauss se encogió de hombros.",ﻋﻨﺪﻣﺎ ﻧﻤﺎ ﺻﻮﺕ ﺧﻄﻮﺍﺗﻬﺎ ﻭﻫﻲ ﺗﺒﺘﻌﺪ ﻭﺧﻴﻢ ﺍﻟﺼﻤﺖ ﻣﺠﺪﺩﺍ، ﻫﺰ ﻛﺮﺍﻭﺱ ﻛﺘﻔﻴﻪ ﻗﻠﻴﻼ.,"When the sound of footsteps grew distant and silence returned, Krauss shrugged his shoulders slightly.","Saat langkah kaki menghilang dan sunyi kembali, Krauss mengangkat bahu.",Ayak sesleri uzaklaşıp sessizlik geri döndüğünde Krauss omuzlarını hafifçe silkti.
Ushiromiya Krauss,"""......I apologize for my wife. She has always been bad at controlling her emotions. I too have a hard time with her.""","""...I apologize for my wife. She has always been bad at controlling her emotions. It's even been rough for me."" ","""...I apologize for my wife. She has always been bad at controlling her emotions. It's hard even for me right now.""",「……妻が失礼した。昔から感情を抑えるのが下手でね。私も苦労している。」,「……妻が失礼した。昔から感情を抑えるのが下手でね。私も苦労している」,"""...Я извиняюсь за свою жену. Она всегда плохо контролировала свои эмоции. Даже мне сейчас с этим нелегко.""","""......Eu peço desculpas pela minha esposa. Ela sempre foi ruim em controlar suas emoções. Tem sido difícil para mim também.""",「……内人对大家失礼了。她以前就是这么不会控制自己的情绪。让我也很伤脑筋啊。」,「……內人對大家失禮了。她以前就是這麼不會控制自己的情緒。讓我也很傷腦筋啊。」,"""... Mi scuso per mia moglie. Non è mai stata capace di controllare le sue emozioni. Ha causato problemi anche a me.""","""...Perdonate mia moglie. Non è mai stata capace di controllare le sue emozioni. La cosa turba anche me.""","""... Permítanme disculparme de parte de mi esposa. Nunca se le ha dado muy bien controlar sus emociones. También a mí me da problemas a veces.""",“……ﺃﻋﺘﺬﺭ ﺑﺎﻟﻨﻴﺎﺑﺔ ﻋﻦ ﺯﻭﺟﺘﻲ. ﺩﻭﻣﺎ ﻻ ﺗﺤﺴﻦ ﺍﻟﺴﻴﻄﺮﺓ ﻋﻠﻰ ﻋﻮﺍﻃﻔﻬﺎ. ﺃﺟﺪ ﺻﻌﻮﺑﺔ ﻓﻲ ﺍﻟﺘﻌﺎﻣﻞ ﻣﻊ ﺣﺎﻟﺘﻬﺎ ﻫﺬﻩ.”,"""......I apologize for my wife. She has always been bad at controlling her emotions. I too have a hard time with her.""","""......Maafkan istriku. Dia selalu sulit mengendalikan emosi. Aku juga kewalahan.""","""......Karım adına özür dilerim. Duygularını kontrol etme konusunda her zaman kötü olmuştur. Ben de onunla zor zamanlar geçirdim."""
