Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
{f:5:Beatrice},"""...Kuhihihi, ......ha, ...haha... ......You're right... How long has it been.........since I chanted with you, Master......""","""...Kuhihihi, ...ha, ...haha... ...You're right... How long has it been... ...since I've sung with you, Teacher...?"" ","""...Kuhihihi, ......ha, ...haha.........You're right... How long has it been, .........since I have sung a song with you, Teacher......?""",「…くひひひ、……は、…はは…。……そうだなぁ…。お師匠様と一緒にお唄を歌うなんて、………どれくらいぶりかなァ……。」,「…くひひひ、……は、…はは…。……そうだなぁ…。お師匠様と一緒にお唄を歌うなんて、………どれくらいぶりかなァ……」,"""...Ку‐хи‐хи‐хи... ха... ха‐ха... Вы правы... Сколько же времени прошло... с тех пор, как я пела эту песню с вами, наставница?""","""...Kuhihihi, ......ha, ...haha... ......Você está certa... Quanto tempo já faz.........desde que eu recitei isso com você, professora......?""",「…咕嘻嘻嘻，……哈、…哈哈…。……是呢…。我该有多久，………没和师傅大人一起唱歌了呢……」,「…咕嘻嘻嘻，……哈、…哈哈…。……是呢…。我該有多久，………沒和師傅大人一起唱歌了呢……」,"""... Kuhihihi... ha... haha... hai ragione... quanto tempo è passato... dall'ultima volta che ho cantato una canzone con te, Maestra...?""","""...Kuhihihi, ......ha, ...haha... ......You're right... How long has it been.........since I chanted with you, Master......""","""... Kujijiji... ja... jaja... Tienes razón... ¿Cuánto ha pasado... desde la última vez que canté una canción contigo, maestra?...""","""...ﻛﻮﻫﻴﻬﻴﻬﻲ، ......ﻫﺎ، ...ﻫﺎﻫﺎ... ......ﺻﺪﻗﺖِ... ﻛﻢ ﻣﻦ ﺍﻟﻮﻗﺖِ ﻗﺪ ﻣﻀﻰ.........ﻣﻨﺬ ﺁﺧﺮ ﻣﺮﺓ ﺃﻧﺸﺪﺕُ ﻓﻴﻬﺎ ﻣﻌﻚِ ﻳﺎ ﻣﻌﻠﻤﺘﻲ......""","""...Kuhihihi, ......ha, ...haha... ......You're right... How long has it been.........since I chanted with you, Master......""","""...Kuhihihi, ......ha, ...haha... ......You're right... How long has it been.........since I chanted with you, Master......""","""...Kuhihihi, ......ha, ...haha... ......You're right... How long has it been.........since I chanted with you, Master......"""
,"""Now, together. .........Come, try to remember. What form did you have?""","""Come, together now. ......Come, try to remember. What form did you have?"" ","""Come, together. .........Come, try to remember. What form did you have?""",「さぁ、一緒に。………さぁさ、思い出して御覧なさい。あなたがどんな姿をしていたのか。」,「さぁ、一緒に。………さぁさ、思い出して御覧なさい。あなたがどんな姿をしていたのか」,"""Давай, вместе. .........Попробуй вспомнить. Какой же формы прежде ты была?""","""Agora, juntas. .........Vamos, busque recordar. Que forma você possuía?""",「来，一起来。………来——来，想起来吧。你原本是怎样的身姿呀？」,「來，一起來。………來——來，想起來吧。你原本是怎樣的身姿呀？」,"""Su, insieme. ... Su, prova a ricordare. Quale forma avevi?""","""Now, together. .........Come, try to remember. What form did you have?""","""Ahora, juntas... Vamos, trata de recordar. ¿Qué forma tenías?""","""ﻫﻴﺎ ﺑﻨﺎ ﻣﻌًﺎ... .........ﺣﺎﻭﻟﻲ ﺃﻥ ﺗﺘﺬﻛﺮﻱ. ﻋﻠﻰ ﺃﻱَّ ﻫﻴﺌﺔٍ ﻛﻨﺖِ؟""","""Now, together. .........Come, try to remember. What form did you have?""","""Now, together. .........Come, try to remember. What form did you have?""","""Now, together. .........Come, try to remember. What form did you have?"""
{f:5:Beatrice},"""......Come, try to remember. What form did you have...?""","""...Come, try to remember. What form did you have...?"" ","""......Come, try to remember. What form did you have...?""",「……さぁさ、思い出して御覧なさい。あなたがどんな姿をしていたのか…。」,「……さぁさ、思い出して御覧なさい。あなたがどんな姿をしていたのか…」,"""......Попробуй вспомнить. Какой же формы прежде ты была?""","""......Vamos, busque recordar. Que forma você possuía...?""",「……来——来，想起来吧。你原本是怎样的身姿呀？…」,「……來——來，想起來吧。你原本是怎樣的身姿呀？…」,"""... Su, prova a ricordare. Quale forma avevi...?""","""......Come, try to remember. What form did you have...?""","""... Vamos, trata de recordar. ¿Qué forma tenías?...""","""......ﻫﻴﺎ، ﺣﺎﻭﻟﻲ ﺃﻥ ﺗﺘﺬﻛﺮﻱ. ﻋﻠﻰ ﺃﻱَّ ﻫﻴﺌﺔٍ ﻛﻨﺖِ...؟""","""......Come, try to remember. What form did you have...?""","""......Come, try to remember. What form did you have...?""","""......Come, try to remember. What form did you have...?"""
,"When the two of them began to recite the same chant, more and more gold butterflies danced around, swarming around {f:5:Beatrice}...","When the two of them began to recite the same song, more and more gold butterflies danced around, swarming around {f:5:Beatrice}... ","When the two of them began to recite the same song, more and more gold butterflies danced around, swarming around Beatrice...",二人が同じ唄を詠い始めると、黄金の蝶たちはますますに舞い上がり、ベアトリーチェに群がっていく…。,二人が同じ唄を詠い始めると、黄金の蝶たちはますますに舞い上がり、ベアトリーチェに群がっていく…。,"Когда они обе принялись петь одну и ту же песню, всё больше и больше бабочек затанцевало вокруг, кружась вокруг {f:5:Беатриче}...","Quando ambas começaram a recitar o mesmo encantamento, mais e mais borboletas douradas começaram a dançar em êxtase ao redor de {f:5:Beatrice}...",两人咏唱起了相同的歌谣，更多黄金蝶飞舞而来，聚集在贝阿朵莉切身上…。,兩人咏唱起了相同的歌謠，更多黃金蝶飛舞而來，聚集在貝阿朵莉切身上…。,"Quando le due incominciarono a recitare la stessa filastrocca, sempre più farfalle si misero a danzare e volteggiare attorno a Beatrice...","When the two of them began to recite the same chant, more and more gold butterflies danced around, swarming around {f:5:Beatrice}...","Cuando los dos empezaron a recitar el mismo cántico, más y más mariposas doradas danzaron alrededor, pululando alrededor de {f:5:Beatrice}...",ﺑﺪﺃﺕ ﺍﻻﺛﻨﺘﺎﻥ ﺗﺮﺗﻼﻥ ﺍﻷﻏﻨﻴﺔ ﻧﻔﺴﻬﺎ. ﻭﺗﻜﺎﺛﺮﺕ ﻭﺗﺮﺍﻗﺼﺖ ﺍﻟﻔﺮﺍﺷﺎﺕ ﺍﻟﺬﻫﺒﻴﺔ، ﻭﺗﺠﻤﻌﺖ ﺣﻮﻝ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}......,"When the two of them began to recite the same chant, more and more gold butterflies danced around, swarming around {f:5:Beatrice}...","When the two of them began to recite the same chant, more and more gold butterflies danced around, swarming around {f:5:Beatrice}...","When the two of them began to recite the same chant, more and more gold butterflies danced around, swarming around {f:5:Beatrice}..."
,""".........It's alright, Milady. You will lose the fact that you are my disciple, but that will not change the fact that you are the lady I serve.""","""......It will be all right, Milady. You will lose your place as my disciple, but that will not change the fact that you are the lady I serve."" ",""".........It's alright, Milady. You will lose the fact that you are my disciple, but that will not change the fact that you are the lady I serve.",「………大丈夫ですよ、お嬢様。あなたは私の弟子であることを失いますが、私の仕えるお嬢様であることに変わりはありません。,「………大丈夫ですよ、お嬢様。あなたは私の弟子であることを失いますが、私の仕えるお嬢様であることに変わりはありません」,""".........Всё в порядке, миледи. Вы перестанете быть ученицей, но это не изменит факта, что вы леди, которой я служу.""",""".........Está tudo bem, ojou‐sama. Você perderá o fato de que você é minha aprendiz, mas isto não mudará o fato que é você quem eu sigo.""",「………没事的，小姐。虽然会失去您为我徒弟的事实，但是，您是我所仕奉的小姐之事是不会改变的。」,「………沒事的，小姐。雖然會失去您為我徒弟的事實，但是，您是我所仕奉的小姐之事是不會改變的。」,"""... Va tutto bene, Milady. Non sarai più la mia allieva, ma ciò non cambierà il fatto che tu sola sei la signorina che servo.",""".........It's alright, Milady. You will lose the fact that you are my disciple, but that will not change the fact that you are the lady I serve.""","""... Está bien, milady. Perderás el hecho de ser mi discípula, pero eso no cambiará el hecho de que eres la persona a quien sirvo.""","""...ﺳﻴﻜﻮﻥ ﻛﻞ ﺷﻲﺀٍ ﺑﺨﻴﺮ ﻳﺎ ﺃﻣﻴﺮﺗﻲ. ﻟﻦ ﺗﻌﻮﺩﻱ ﺗﻠﻤﻴﺬﺗﻲ، ﻟﻜﻨﻚِ ﺳﺘﻈﻠﻴﻦ ﺩﻭﻣًﺎ ﺍﻷﻣﻴﺮﺓ ﺍﻟﺘﻲ ﺃﺧﺪﻣُﻬﺎ.""",""".........It's alright, Milady. You will lose the fact that you are my disciple, but that will not change the fact that you are the lady I serve.""",""".........It's alright, Milady. You will lose the fact that you are my disciple, but that will not change the fact that you are the lady I serve.""",""".........It's alright, Milady. You will lose the fact that you are my disciple, but that will not change the fact that you are the lady I serve."""
,"""...After that, I shall read a book for you again. I shall bake you apple pies again. Just like it was long ago. ......Come, try to remember.""","""...After that, I shall read a book for you again. I shall bake you apple pies once more. Just like it was long ago. ...Come, try to remember."" ","...After that, I shall read a book for you again. I shall bake you apple pies again. Just like it was long ago. ......Come, try to remember.""",…そうしたら、また一緒にご本を読んで差し上げましょう。リンゴのパイを焼いて差し上げましょう。昔のように。……さぁさ、思い出して御覧なさい。」,「…そうしたら、また一緒にご本を読んで差し上げましょう。リンゴのパイを焼いて差し上げましょう。昔のように。……さぁさ、思い出して御覧なさい」,"""...После я опять почитаю вам книгу. Снова испеку вам яблочные пироги. Совсем как тогда давно. ......Ну же, попытайтесь вспомнить.""","""...Depois disto, eu devo ler um livro para você novamente. Eu devo assar tortas de maçã para você mais uma vez. Assim como há muito tempo atrás. ......Vamos, busque recordar.""",「…然后呢，我会再读书给您听的。还会给您烤苹果派的。就跟从前一样。……来——来，想起来吧。」,「…然後呢，我會再讀書給您聽的。還會給您烤蘋果派的。就跟從前一樣。……來——來，想起來吧。」,"... E poi, ti leggerò di nuovo un libro. Ti preparerò di nuovo una torta di mele. Proprio come ai vecchi tempi. ... Su, prova a ricordare.""","""...After that, I shall read a book for you again. I shall bake you apple pies again. Just like it was long ago. ......Come, try to remember.""","""... Después de esto, te leeré un libro de nuevo. Te hornearé pasteles de manzana de nuevo... Al igual que hace mucho tiempo. Vamos, trata de recordar.""","""...ﺣﻴﻨﻬﺎ، ﺳﺄﻗﺮﺃ ﻟﻚِ ﺍﻟﻘﺼﺺ ﻣﺠﺪﺩًﺍ، ﻭﻟﻨﺼﻨﻊ ﻟﻚِ ﻓﻄﻴﺮﺓ ﺗﻔﺎﺡ. ﻛﻤﺎ ﻛﻨﺎ ﻧﻔﻌﻞ ﻗﺪﻳﻤًﺎ. ......ﻫﻴَّﺎ، ﺣﺎﻭﻟﻲ ﺃﻥ ﺗﺘﺬﻛﺮﻱ،""","""...After that, I shall read a book for you again. I shall bake you apple pies again. Just like it was long ago. ......Come, try to remember.""","""...After that, I shall read a book for you again. I shall bake you apple pies again. Just like it was long ago. ......Come, try to remember.""","""...After that, I shall read a book for you again. I shall bake you apple pies again. Just like it was long ago. ......Come, try to remember."""
{f:5:Beatrice},"""......Hahahahahaha... Yes, try to remember. ...Are you finally starting to remember...? ............Well, Master. Did you remember......that thing behind yooou...?""","""...Hahahahahaha... Yes, try to remember. ...Are you finally starting to remember...? ......Hey, Teacher."" Did you remember... that thing behind yooou...?"" ","""......Hahahahahaha... Yes, try to remember. ...Are you finally starting to remember...? .........Hey, Teacher. Did you remember, ......that thing behind yooou...?""",「……はははははは…。あぁ、思い出して御覧なさい。…そろそろ思い出せてきたかなぁ…。…………なぁ、お師匠様。　あんたの後にあるそれ、……思い出したかなァ…？」,「……はははははは…。あぁ、思い出して御覧なさい。…そろそろ思い出せてきたかなぁ…。…………なぁ、お師匠様。あんたの後にあるそれ、……思い出したかなァ…？」,"""......Ха‐ха‐ха‐ха‐ха... Да, попытаться вспомнить. ...Вы наконец‐то начинаете вспоминать? .........Слушайте, учитель. А вы помните... Ту вещь у вас за спиной?""","""......Hahahahahaha... Sim, busque recordar. ...Você finalmente está começando a lembrar...? ............Hein, professora? Você recorda......daquilo atrás de vocêêê...?""",「……哈哈哈哈哈哈…。啊啊，想起来吧。…差不多该想起来了吧…。…………是吧，师傅大人。您身后的那个东西，……有没有想起来啊…？」,「……哈哈哈哈哈哈…。啊啊，想起來吧。…差不多該想起來了吧…。…………是吧，師傅大人。您身後的那個東西，……有沒有想起來啊…？」,"""... Hahahahahaha... sì, prova a ricordare. ... Stai finalmente iniziando a ricordare...? ... Ehi, Maestra. Te la sei ricordata... quella cosa dietro di teee...?""","""......Hahahahahaha... Yes, try to remember. ...Are you finally starting to remember...? ............Well, Master. Did you remember......that thing behind yooou...?""","""... Jajajajajajajaja... Sí, trata de recordar... ¿Estás empezando a recordar?... Oye, maestra. ¿Recuerdas... esa cosa detrás de tiii?...""","""......ﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ... ﻧﻌﻢ، ﺣﺎﻭﻟﻲ ﺃﻥ ﺗﺘﺬﻛّﺮﻱ... ...ﺃﺑﺪﺃﺕ ﺑﺎﻟﺘﺬﻛﺮ...؟ ............ﺃﺧﺒﺮﻳﻨﻲ ﻳﺎ ﻣﻌﻠﻤﺘﻲ. ﻫﻞ ﺗﺘﺬﻛﺮﻳﻦ......ﺫﺍﻙ ﺍﻟﺸﻲﺀ ﺧﻠــــــــﻔﻚ...؟""","""......Hahahahahaha... Yes, try to remember. ...Are you finally starting to remember...? ............Well, Master. Did you remember......that thing behind yooou...?""","""......Hahahahahaha... Yes, try to remember. ...Are you finally starting to remember...? ............Well, Master. Did you remember......that thing behind yooou...?""","""......Hahahahahaha... Yes, try to remember. ...Are you finally starting to remember...? ............Well, Master. Did you remember......that thing behind yooou...?"""
,"""...What is this...? .................................This is...""","""...What is... ............this...?"" ","""...What is this...? ..............................This is...""",「…何ですか…？…………………………………これは。」,「…何ですか…？　…………………………………これは」,"""...Что это?.. ..............................Это...""","""...O que foi...? .................................Isto é...""",「…什么…？…………………………………这是。」,「…什麼…？…………………………………這是。」,"""... Cos'è...? ... Questa è...""","""...What is this...? .................................This is...""","""... ¿Cómo dices?... ¿Esto es...?""","""...ﻣﺎ ﺍﻟﺬﻱ ﺗﻌﻨﻴﻨﻪ...؟ .......................................ﻫﺬﺍ...""","""...What is this...? .................................This is...""","""...What is this...? .................................This is...""","""...What is this...? .................................This is..."""
,"When the Predecessor {f:5:Beatrice} looked behind her, ............there was a creepy hedgehog crouching there.","When the Predecessor {f:5:Beatrice} looked behind her, ......there was an eerie hedgehog curled up there. ","When the Predecessor Beatrice looked behind her, ............there was a creepy hedgehog crouching there.",先代ベアトリーチェが後を振り返ると、…………そこには不気味な針鼠がうずくまっていた。,先代ベアトリーチェが後を振り返ると、…………そこには不気味な針鼠がうずくまっていた。,"Когда {f:5:Беатриче}‐предшественница обернулась, то увидела жуткого скорчившегося ежа.","Quando a {f:5:Beatrice} Antecessora olhou para trás, ............havia um assustador ouriço agachado lá.",先代贝阿朵莉切一回头，…………就发现了一只蹲坐着的，阴森森的大刺猬。,先代貝阿朵莉切一回頭，…………就發現了一只蹲坐著的，陰森森的大刺蝟。,Quando la Beatrice Predecessora si guardò alle spalle... vi trovò accovacciato una sorta di grottesco porcospino.,"When the Predecessor {f:5:Beatrice} looked behind her, ............there was a creepy hedgehog crouching there.",Cuando la Predecesora {f:5:Beatrice} miró tras ella... había un erizo espeluznante agazapado allí.,ﻋﻨﺪﻣﺎ ﺍﻟﺘﻔﺘﺖ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺍﻟﻘﺪﻳﻤﺔ ﻟﺨﻠﻔﻬﺎ، ............ﺭﺃﺕ ﻫﻨﺎﻙ ﻣﺨﻠﻮﻗًﺎ ﻏﺮﻳﺒًﺎ، ﻛﻘﻨﻔﺬٍ ﻣﺸﻮّﻩ ﻣﻦ ﻓﺮﻁ ﻣﺎ ﻏُﺮﺯ ﻓﻴﻪ.,"When the Predecessor {f:5:Beatrice} looked behind her, ............there was a creepy hedgehog crouching there.","When the Predecessor {f:5:Beatrice} looked behind her, ............there was a creepy hedgehog crouching there.","When the Predecessor {f:5:Beatrice} looked behind her, ............there was a creepy hedgehog crouching there."
,No. ...It was......herself.,No. ...It was... herself. ," That's not it. ...It was, ......herself.",違う。…それは、……彼女自身だった。,違う。…それは、……彼女自身だった。,"Нет, неверно. ...Это была... Она сама.",Não. ...Aquilo era......ela mesma.,不对。…这，……即是她自身。,不對。…這，……即是她自身。,"No, non era così. ... Si trattava di... lei stessa.",No. ...It was......herself.,"No, en realidad era... ella misma.",ﻛﻼ. ...ﻛﺎﻥ ﺫﻟﻚ،......ﻧﻔﺴﻬﺎ.,No. ...It was......herself.,No. ...It was......herself.,No. ...It was......herself.
,"There was another Predecessor {f:5:Beatrice}, whose whole body was packed with ballista shots, ......lying there like a pincushion doll...","There was another Predecessor {f:5:Beatrice}, whose whole body had been packed with ballista shots, ...lying there like a pincushion doll... "," There was another Predecessor Beatrice, whose whole body was packed with ballista shots, ......lying there like a pincushion doll...",先代ベアトリーチェがもうひとりいて、全身にバリスタ弾をびっしりと喰らって、……まるで、針刺し人形のようになって横たわっているのだ…。,先代ベアトリーチェがもうひとりいて、全身にバリスタ弾をびっしりと喰らって、……まるで、針刺し人形のようになって横たわっているのだ…。,"Там была другая {f:5:Беатриче}‐предшественница, чьё тело было утыкано зарядами баллист... Лежавшая куклой‐игольницей...","Havia outra {f:5:Beatrice} Antecessora, com o corpo todo roto devido aos tiros de balista, ......deitada como uma boneca de alfinetes...",另一位先代贝阿朵莉切，全身密密麻麻地插满了巨型弩箭，……简直就像扎满针的娃娃般，倒在了地上…。,另一位先代貝阿朵莉切，全身密密麻麻地插滿了巨型弩箭，……簡直就像扎滿針的娃娃般，倒在了地上…。,"C'era un'altra Beatrice Predecessora, il cui corpo era riempito di dardi... e giaceva lì come una bambola portaspilli...","There was another Predecessor {f:5:Beatrice}, whose whole body was packed with ballista shots, ......lying there like a pincushion doll...","La figura de otra Predecesora {f:5:Beatrice}, cuyo cuerpo entero estaba repleto de flechas de balista, yacía ahí como un alfiletero con forma de muñeco...",ﻛﺎﻧﺖ ﻫﻨﺎﻙ ﻧﺴﺨﺔ ﺃﺧﺮﻯ ﻣﻦ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺍﻟﺴﺎﺑﻘﺔ، ﻭﺟﺴﺪﻫﺎ ﻣﻠﻲﺀ ﺑﻄﻠﻘﺎﺕ ﺍﻟﻤﻨﺠﻨﻴﻖ، ﺗﻤﺎﻣًﺎ ﻛﺪﻣﻴﺔ ﻣﺜﻘﻮﺑﺔ ﺑﺎﻹﺑﺮ، ﻣﻨﺴﻴﺔ ﻭﺳﻂ ﺍﻟﻈﻼﻝ...,"There was another Predecessor {f:5:Beatrice}, whose whole body was packed with ballista shots, ......lying there like a pincushion doll...","There was another Predecessor {f:5:Beatrice}, whose whole body was packed with ballista shots, ......lying there like a pincushion doll...","There was another Predecessor {f:5:Beatrice}, whose whole body was packed with ballista shots, ......lying there like a pincushion doll..."
{f:5:Beatrice},"""......Come, try to remember. What form did you have? ......No, I suppose that's wrong.""","""...Come, try to remember. What form did you have? ...Or maybe that's not right."" ","""......Come, try to remember. What form did you have? ......Is that wrong?",「……さぁさ、思い出して御覧なさい。あなたがどんな姿をしていたのか。……違うか。,「……さぁさ、思い出して御覧なさい。あなたがどんな姿をしていたのか。……違うか」,"""......Давайте, попытайтесь вспомнить. Какой же формы прежде были вы? ......В чем дело?""","""......Vamos, busque recordar. Que forma você possuía? ......Não, suponho que isto esteja errado.""",「……来——来，想起来吧。你原本是怎样的身姿呀？……错了呢。」,「……來——來，想起來吧。你原本是怎樣的身姿呀？……錯了呢。」,"""... Su, prova a ricordare. Quale forma avevi? ... No, anzi.","""......Come, try to remember. What form did you have? ......No, I suppose that's wrong.""","""... Vamos, trata de recordar. ¿Qué forma tenías? No, supongo que eso está mal.""","""......ﻫﻴّﺎ، ﺣﺎﻭﻟﻲ ﺃﻥ ﺗﺘﺬﻛﺮﻱ. ﻋﻠﻰ ﺃﻱَّ ﻫﻴﺌﺔٍ ﻛﻨﺖِ؟ ......ﺭﺑﻤﺎ ﻫﺬﺍ ﺍﻟﺴﺆﺍﻝ ﻏﻴﺮ ﺻﺤﻴﺢ.""","""......Come, try to remember. What form did you have? ......No, I suppose that's wrong.""","""......Come, try to remember. What form did you have? ......No, I suppose that's wrong.""","""......Come, try to remember. What form did you have? ......No, I suppose that's wrong."""
{f:5:Beatrice},"""......Come, try to remember. How were you killed? ......Kuhihihii, kuhya{0}hhya{0}hhya{0}hhaa{0}a{0}a{0}aaahh!!""","""...Come, try to remember. How were you killed? ...Kuhihihii, kuhyahhyahhyahhaaaaaaahh!!"" ","......Come, try to remember. How were you killed? ......Kuhihihii, kuhyahhyahhyahhaaaaaaahh!!""",……さぁさ、思い出して御覧なさい。あなたがどうやって殺されたのか。……くっひひひい、くっひゃっひゃっひゃっはあああぁああぁ！！」,「……さぁさ、思い出して御覧なさい。あなたがどうやって殺されたのか。……くっひひひい、くっひゃっひゃっひゃっはあああぁああぁ！！」,"""......Ну же, попытайтесь вспомнить. Как убили вас? .....Ку‐хи‐хи‐хи, ку‐хья‐хья‐ха‐а‐а‐а‐а‐а‐а!!!""","""......Vamos, busque recordar. De que forma você foi morta? ......Kuhihihii, kuhya{0}hhya{0}hhya{0}hhaa{0}a{0}a{0}aaahh!!""",「……来——来，想起来吧。你原本是怎样被杀的啊？……咕、嘻嘻嘻——，咕、吓、吓、吓、哈——————！！」,「……來——來，想起來吧。你原本是怎樣被殺的啊？……咕、嘻嘻嘻——，咕、嚇、嚇、嚇、哈——————！！」,"... Su, prova a ricordare. Come sei stata uccisa? ... Kuhihihii, kuhyahhyahhyahhaaaaaaahh!!""","""......Come, try to remember. How were you killed? ......Kuhihihii, kuhya{0}hhya{0}hhya{0}hhaa{0}a{0}a{0}aaahh!!""","""... Vamos, trata de recordar. ¿Cómo fuiste asesinada? ¡¡Kujijijiji, kuhyahhyahhyahhaaaaaaahh!!""","""......ﻫﻴَّﺎ ﺣﺎﻭﻟﻲ ﺃﻥ ﺗﺘﺬﻛﺮﻱ. ﻛﻴﻒ ﺗﻢ ﻗﺘﻠﻚِ...؟ ......ﻛﻮﻫﻴﻬﻴﻬﻲ، ﻛﻮﻫﻴﺎﻫﻬﻴﺎﻫﻬﻴﺎﻫﺎﺍﺍﺍﺍ!!""","""......Come, try to remember. How were you killed? ......Kuhihihii, kuhya{0}hhya{0}hhya{0}hhaa{0}a{0}a{0}aaahh!!""","""......Come, try to remember. How were you killed? ......Kuhihihii, kuhya{0}hhya{0}hhya{0}hhaa{0}a{0}a{0}aaahh!!""","""......Come, try to remember. How were you killed? ......Kuhihihii, kuhya{0}hhya{0}hhya{0}hhaa{0}a{0}a{0}aaahh!!"""
,The Predecessor {f:5:Beatrice} was shocked.,The Predecessor {f:5:Beatrice} was stunned. ,"The Predecessor Beatrice was shocked.",呆然とする先代ベアトリーチェ。,呆然とする先代ベアトリーチェ。,{f:5:Беатриче}‐предшественница была в шоке.,A {f:5:Beatrice} Antecessora estava perplexa.,先代贝阿朵莉切目瞪口呆。,先代貝阿朵莉切目瞪口呆。,La Predecessora era scioccata.,The Predecessor {f:5:Beatrice} was shocked.,La Predecesora {f:5:Beatrice} estaba atónita.,ﺣﺪّﻗﺖ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺍﻟﺴﺎﺑﻘﺔ ﺑﺬﻫﻮﻝٍ ﺗﺎﻡ،,The Predecessor {f:5:Beatrice} was shocked.,The Predecessor {f:5:Beatrice} was shocked.,The Predecessor {f:5:Beatrice} was shocked.
,"...Instantly, her form began to grow faint...",...Her form gradually began to fade away... ,"...Instantly, her form began to grow faint...",…次第にその姿が薄くなっていく…。,…次第にその姿が薄くなっていく…。,...И тут её фигура стала растворяться...,"...Instantaneamente, sua forma começou a desmaecer...",…她的身形渐渐地变得越来越稀薄…。,…她的身形漸漸地變得越來越稀薄…。,... La sua figura iniziò a diradarsi all'istante...,"...Instantly, her form began to grow faint...","... Instantáneamente, su forma comenzó a debilitarse...",...ﻭﺑﺪﺃ ﺟﺴﺪﻫﺎ ﻳﺘﻼﺷﻰ ﺗﺪﺭﻳﺠﻴًﺎ، ﻛﺄﻧﻤﺎ ﻳُﻤﺤﻰ ﻣﻦ ﺍﻟﻮﺟﻮﺩ.,"...Instantly, her form began to grow faint...","...Instantly, her form began to grow faint...","...Instantly, her form began to grow faint..."
,"""This...... ......When...did you............""","""This is... ...When...did you......?"" ","""This......, ......when...did you............""",「これは……、……いつの間…に…………。」,「これは……、……いつの間…に…………」,"""Как... когда... ты успела...""","""Isso...... ......Quando...você fez............""",「这是……，……什么时…候…………」,「這是……，……什麼時…候…………」,"""Questo... quando... hai...""","""This...... ......When...did you............""","""Esto... ¿Cuándo... fue que...?""","""ﻟﺤﻈﺔ...... ......ﻣﺘﻰ... ﻓﻌﻠﺖ ﻫﺬﺍ...؟""","""This...... ......When...did you............""","""This...... ......When...did you............""","""This...... ......When...did you............"""
