Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,"In this situation, the more she went on and on emotionally, the worse it would actually sound for them.","In this situation, the more she went on like that, the worse it would actually sound. "," In this situation, the more she went on and on emotionally, the worse it would actually sound.",今の状況では、彼女が感情的にまくし立てればまくし立てるほど、それは逆に聞こえた。,今の状況では、彼女が感情的にまくし立てればまくし立てるほど、それは逆に聞こえた。,"В такой ситуации, чем больше она говорила, тем более отрицательную окраску принимали её слова.","Nessa situação, quando mais ela ficar emocional e continuar, pior acabaria ficando para o lado deles.",现在这状况，她越是感情用事地争辩，就越是让人听出相反的意思。,現在這狀況，她越是感情用事地爭辯，就越是讓人聽出相反的意思。,"In questa situazione, più continuava a blaterare, peggio suonava.","In this situation, the more she went on and on emotionally, the worse it would actually sound for them.","En esta situación, cuanto más alterada ella se pusiera, peor sería para ellos.",ﻓﻲ ﺣﺎﻟﺘﻬﺎ ﺗﻠﻚ، ﻛﻠﻤﺎ ﺗﺤﺪﺛﺖ ﺃﻛﺜﺮ، ﻛﻠﻤﺎ ﺍﺯﺩﺍﺩ ﺍﻟﻮﺿﻊ ﺳﻮﺀًﺍ.,"In this situation, the more she went on and on emotionally, the worse it would actually sound for them.","In this situation, the more she went on and on emotionally, the worse it would actually sound for them.","Bu durumda, duygusal olarak ne kadar devam ederse, aslında onlar için o kadar kötü olacaktı."
Ushiromiya Krauss,""".........Myself aside, I have heard that the rest of you are in pretty unfavorable situations right now.""","""...Me aside, I hear your current situations are...quite unfavorable."" ","""......Other than me, I've heard that the rest of you are in pretty unfavorable situations right now.""",「………私はともかく、お前たちの状況は芳しくないと聞いているよ。」,「………私はともかく、お前たちの状況は芳しくないと聞いているよ」,"""......Кстати, я слышал, что все вы сейчас находитесь в крайней невыгодных ситуациях, в отличие от меня.""",""".........Deixando meu caso de lado, eu ouvi que o resto de vocês estão em situações bem desfavoráveis no momento.""",「………我是还好，不过据我所闻，你们的状况是有点不佳呢。」,「………我是還好，不過據我所聞，你們的狀況是有點不佳呢。」,"""... Oltre a me, ho sentito che anche voi siete in situazioni piuttosto sfavorevoli.""",""".........Myself aside, I have heard that the rest of you are in pretty unfavorable situations right now.""","""... Dejando a un lado mi persona, he oído que el resto de ustedes se encuentran en situaciones muy desfavorables actualmente.""","""...ﺑﺎﺳﺘﺜﻨﺎﺋﻲ، ﺳﻤﻌﺖ ﺃﻥ ﺃﻭﺿﺎﻋﻜﻢ ﺍﻟﻤﺎﻟﻴﺔ...ﻏﻴﺮ ﻣﺴﺘﻘﺮﺓٍ ﺑﻌﺾ ﺍﻟﺸﻲﺀ.""",""".........Myself aside, I have heard that the rest of you are in pretty unfavorable situations right now.""",""".........Myself aside, I have heard that the rest of you are in pretty unfavorable situations right now.""",""".........Kendimi bir kenara bırakacak olursam, geri kalanınızın şu anda pek iyi durumlarda olmadığını duydum."""
Ushiromiya Eva,"""Ohhh, really? I've heard that your financial situation is extremely unfavorable, actually?""","""Oh, really? I've heard that your financial situation's really bad too. ","""Oh, really? I've heard that your financial situation was extremely unfavorable. ",「あぁら、そう？　兄さんの財政状況だって、相当に芳しくないと聞いているわよぅ？,「あぁら、そう？　兄さんの財政状況だって、相当に芳しくないと聞いているわよぅ？」,"""Да ну? Я слышала, что ты находился в очень затруднительном финансовом положении.""","""Ora, é mesmo? Eu ouvi que sua situação financeira está extremamente desfavorável, não é verdade?""",「哎呀，是么？我听说，哥的财政状况也是相当的不佳哟？」,「哎呀，是麼？我聽說，哥的財政狀況也是相當的不佳喲？」,"""Oh, davvero? Ho sentito che la tua situazione finanziaria era estremamente sfavorevole.","""Ohhh, really? I've heard that your financial situation is extremely unfavorable, actually?""","""¿Oh, en serio? Yo he oído que tu situación financiera es aún mas desfavorable, en realidad.""","""ﺃﻭﻩ، ﺣﻘًﺎ؟ ﻟﻘﺪ ﺳﻤﻌﺖ ﺃﻥ ﻭﺿﻌﻚ ﺍﻟﻤﺎﻟﻲ ﺳﻴﺊٌ ﺃﻳﻀًﺎ.""","""Ohhh, really? I've heard that your financial situation is extremely unfavorable, actually?""","""Ohhh, really? I've heard that your financial situation is extremely unfavorable, actually?""","""Ohhh, gerçekten mi? Finansal durumunun son derece kötü durumda olduğunu duydum, gerçekten öyle mi?"""
Ushiromiya Eva,"""Repeatedly exchanging collateral for new money to gamble with. Repeatedly dabbling in gamble after gamble, unable to accept your losses. ...If you want to talk about our state of affairs, not one of us here is as impoverished as you, Nii‐san.""","Offering up more and more as collateral for new money to gamble with. Repeatedly dabbling in new gambles, unable to accept your losses. ...If we count what's going on behind the scenes, you're in even bigger financial straits than the rest of us."" ","Repeatedly exchanging collateral for new money to gamble with. Repeatedly dabbling in new gambles, unable to accept your losses. ...Considering our actual state of affairs, none of us are as impoverished as you, Nii-san.",次々担保に入れて新しい博打の掛け金にして。負けを認めないために次々新しい博打に手を出して。…内情の話をしたら、この中で兄さんほど火の車の人間は存在しないわ。,「次々担保に入れて新しい博打の掛け金にして。負けを認めないために次々新しい博打に手を出して。…内情の話をしたら、この中で兄さんほど火の車の人間は存在しないわ」,"""Неоднократно обмениваешь залоги для игры с новыми деньгами. Неоднократно ввязываешься в новые авантюры, не сумев примириться со своими потерями. ...Учитывая наше текущее положение, никто из нас не является таким бедным, как ты, нии‐сан.""","""Repetidamente trocando garantias financeiras por dinheiro para apostar. Repetidamente brincando com aposta após aposta, incapaz de aceitar suas perdas. ...Se você quer falar sobre o estado de nossas finanças, nenhum de nós está tão empobrecido quanto você, nii‐san.""",「接连不断地抵押财物，换取投身新的赌局的赌金。由于不肯认输，哥你是接连不断地在投身新赌局哦。…要讲内情，我们之中就没有比哥更揭不开锅的人了。」,「接連不斷地抵押財物，換取投身新的賭局的賭金。由於不肯認輸，哥你是接連不斷地在投身新賭局哦。…要講內情，我們之中就沒有比哥更揭不開鍋的人了。」,"Scambiando ripetutamente garanzie con nuovi soldi con cui giocare d'azzardo. Occupandoti sempre di nuove scommesse, rifiutando le tue perdite. ... Considerando il tuo stato degli affari attuale, nessuno di noi è tanto povero quanto te, Nii-san.","""Repeatedly exchanging collateral for new money to gamble with. Repeatedly dabbling in gamble after gamble, unable to accept your losses. ...If you want to talk about our state of affairs, not one of us here is as impoverished as you, Nii‐san.""","""Repetidamente intercambiando garantías por nuevo dinero para apostar. Repetidamente incursionando en nuevas apuestas, incapaz de aceptar tus pérdidas... Si quieres hablar de nuestra situación actual, pues ninguno de nosotros se ha empobrecido tanto como tú, Nii-san.""","""ﺃﻧﻚ ﺗﻘﺪﻡ ﺑﻌﺾ ﺍﻟﻀﻤﺎﻧﺎﺕ ﻟﻠﺤﺼﻮﻝ ﻋﻠﻰ ﺗﻤﻮﻳﻞ ﻟﻠﻤﻘﺎﻣﺮﺓ ﺑﻪ. ﻣﺮﺍﺭًﺍ ﻭﺗﻜﺮﺍﺭًﺍ ﺗﻐﺮﻕ ﻓﻲ ﺍﻟﻤﻘﺎﻣﺮﺓ، ﻏﻴﺮ ﻗﺎﺩﺭٍ ﻋﻠﻰ ﺗﻘﺒﻞ ﻓﺸﻠﻚ. ﻭﺇﺫﺍ ﻣﺎ ﺃﺧﺬﻧﺎ ﻓﻲ ﺍﻟﺤﺴﺒﺎﻥ ﻣﺎ ﻳﺤﺪﺙ ﻓﻲ ﺍﻟﺨﻔﺎﺀ، ﻓﺈﻧﻚ ﻓﻲ ﺿﺎﺋﻘﺔٍ ﻣﺎﻟﻴﺔٍ ﻛﺒﻴﺮﺓٍ ﺃﺷﺪ ﻣﻨﺎ.""","""Repeatedly exchanging collateral for new money to gamble with. Repeatedly dabbling in gamble after gamble, unable to accept your losses. ...If you want to talk about our state of affairs, not one of us here is as impoverished as you, Nii‐san.""","""Repeatedly exchanging collateral for new money to gamble with. Repeatedly dabbling in gamble after gamble, unable to accept your losses. ...If you want to talk about our state of affairs, not one of us here is as impoverished as you, Nii‐san.""","""Kumar oynayacak yeni para için teminat olarak giderek daha fazlasını sunmak. Kayıplarını kabullenemeyerek, sürekli kumar oynuyorsun. ...Eğer durumlarımız hakkında konuşmak istiyorsan, burada hiçbirimiz senin kadar yoksul değiliz, Nii-san."""
Ushiromiya Eva,"""How much have you lost, Nii‐san? You have no talent!""","""Just how much money have you lost, Nii-san? You have no talent!"" "," You've suffered massive losses, Nii-san. You have no talent!""",どれだけ損失を出してんのよ、兄さんは。才能ないのよ！」,「どれだけ損失を出してんのよ、兄さんは。才能ないのよ！」,"""Ты понёс огромные убытки, нии‐сан. У тебя нет таланта!""","""Quanto você já perdeu, nii‐san? Você não tem talento!""",「哥你到底损失了多少啊。真是没才能啊！」,「哥你到底損失了多少啊。真是沒才能啊！」,"Hai perso molto, Nii-san. Non hai talento!""","""How much have you lost, Nii‐san? You have no talent!""","""¿Cuánto has perdido, Nii-san? ¡No tienes talento!""","""ﻛﻢ ﺧﺴﺮﺕ ﻣﻦ ﺍﻟﻤﺎﻝ ﻳﺎ ﺃﺧﻲ؟ ﺍﻋﺘﺮﻑ ﺑﻔﺸﻠﻚ!""","""How much have you lost, Nii‐san? You have no talent!""","""How much have you lost, Nii‐san? You have no talent!""","""Ne kadar kaybettin, Nii-san? Hiç yeteneğin yok!"""
Ushiromiya Natsuhi,"""W‐who are you saying has no talent?!! And impoverished, you say?!!""","""Wh-Who are you saying has no talent?!! And what do you mean, financial straits?!!"" ","""W, who are you saying has no talent?!! And impoverished, you say?!!""",「だ、誰の才能がないというのですかッ！！　言うに事欠き、火の車とは！！」,「だ、誰の才能がないというのですかッ！！　言うに事欠き、火の車とは！！」,"""К‐кто ты такая, чтобы говорить об отсутствии таланта?!! Нищий, ты говоришь?!!""","""Q‐Quem você está acusando de não ter talento?! E você disse empobrecido?!""",「你、你说谁没有才能！！负债累累？真是一派胡言！！」,「你、你說誰沒有才能！！負債累累？真是一派胡言！！」,"""C-Chi sarebbe a non avere talento?!! E che ha perso molto, dici?!!""","""W‐who are you saying has no talent?!! And impoverished, you say?!!""","""¡¡¿Q-Quién dices que no tiene talento?!! ¡¡¿Empobrecido, dices?!!""","""ﻡ-ﻣﻦ ﻫﻮ ﺍﻟﺬﻱ ﺗﺼﻔﻴﻨﻪ ﺑﺎﻟﻔﺎﺷﻞ؟!! ﻭﻣﺎﺫﺍ ﺗﻘﺼﺪﻳﻦ ﺑﻘﻮﻟﻚ ﺿﺎﺋﻘﺔٍ ﻣﺎﻟﻴﺔ؟!!""","""W‐who are you saying has no talent?!! And impoverished, you say?!!""","""W‐who are you saying has no talent?!! And impoverished, you say?!!""","""K-Kime yeteneksiz diyorsun?!! Ve bize yoksul mu diyorsun?!!"""
,"Natsuhi became indignant once again, but Krauss raised his hand again and interrupted her.","Natsuhi became indignant once more, but Krauss raised his hand again and interrupted her. ","Natsuhi became indignant once again, but Krauss raised his hand again and interrupted her.",再び夏妃が激昂するが、蔵臼もまた再び手を上げてそれを制した。,再び夏妃が激昂するが、蔵臼もまた再び手を上げてそれを制した。,"Нацухи снова стала возмущаться, но Краусс вновь поднял руку и перебил её.","Natsuhi ficou indignada, mas Krauss levantou sua mão contra ela, interrompendo sua esposa.",夏妃又一次地激动了起来，藏臼也再次举手制止了她。,夏妃又一次地激動了起來，藏臼也再次舉手制止了她。,"Natsuhi si indignò ancora una volta, ma Krauss alzò ancora la sua mano e la interruppe.","Natsuhi became indignant once again, but Krauss raised his hand again and interrupted her.","Natsuhi se indignó nuevamente, pero Krauss había levantado su mano de nuevo y la interrumpió.",ﺛﺎﺭ ﻏﻀﺐ ﻧﺎﺗﺴﻮﻫﻲ ﻣﺠﺪﺩًﺍ، ﻭﺭﻓﻊ ﻛﺮﺍﻭﺱ ﻳﺪﻩ ﻣﺮﺓً ﺃﺧﺮﻯ ﻭﻗﺎﻃﻊ ﺣﺪﻳﺜﻬﺎ.,"Natsuhi became indignant once again, but Krauss raised his hand again and interrupted her.","Natsuhi became indignant once again, but Krauss raised his hand again and interrupted her.","Natsuhi bir kez daha öfkelendi, ancak Krauss tekrar elini kaldırdı ve onun sözünü kesti."
Ushiromiya Krauss,"""......It seems you are making a small mistake. Business is not something that can be judged based simply on progress. When someone conducts business with a view to the long‐term as I do, it may sometimes appear at a glance that they have suffered some significant short‐term losses.""","""...It seems you are making a small mistake. Business is not something that can be judged based on current progress alone. For someone with a long-term outlook on business such as myself, it may sometimes appear at a glance that I have suffered significant short-term losses."" ","""......It seems you are making a small mistake. Business is not something that can be judged based simply on progress. For someone with a long-term outlook on business such as myself, it may sometimes appear at a glance that I have suffered some significant short-term losses.""",「……多少の誤解があるようだ。ビジネスは経過で判断できるものではない。私のような長期的視野でのビジネスともなると、時に短い単位期間では一見、大きな損失を出しているようにも見えるものだ。」,「……多少の誤解があるようだ。ビジネスは経過で判断できるものではない。私のような長期的視野でのビジネスともなると、時に短い単位期間では一見、大きな損失を出しているようにも見えるものだ」,"""......Кажется, вы совершаете небольшую ошибку. Бизнес — не та вещь, о которой можно судить только на основе прогресса. Кому‐то, с такими же долгосрочными прогнозами на бизнес, как у меня, может иногда казаться, что я понёс некоторые значительные потери.""","""......Parece que você está cometendo um pequeno engano. Negócios não são algo que você possa julgar baseado simplesmente em progresso. Quando alguém conduz negócios visando o longo prazo como eu fiz, algumas vezes podem parecer, no primeiro momento, que se sofreu significantes perdas em um curto prazo.""",「……看来多少有点误会呢。商务不是以过程就能判断的东西。像我这种以长远眼光做的商务，时而会在较短的单位时间里，被一眼看成蒙受了巨大的损失。」,「……看來多少有點誤會呢。商務不是以過程就能判斷的東西。像我這種以長遠眼光做的商務，時而會在較短的單位時間裡，被一眼看成蒙受了巨大的損失。」,"""... Sembra che stia facendo un piccolo errore. Gli affari non possono solamente essere giudicati dal progresso. Per qualcuno come me, con una prospettiva a lungo termine degli affari, potrebbe sembrare, con una piccola occhiata, che abbia sofferto di qualche perdita a corto termine importante.""","""......It seems you are making a small mistake. Business is not something that can be judged based simply on progress. When someone conducts business with a view to the long‐term as I do, it may sometimes appear at a glance that they have suffered some significant short‐term losses.""","""... Parece que estás cometiendo un pequeño error. Los negocios no son algo que pueda ser juzgado basado simplemente en su progreso. Para alguien con una visión a largo plazo de los negocios como yo, a simple vista, algunas veces puede parecer que he sufrido pérdidas significativas a corto plazo.""","""......ﻳﺒﺪﻭ ﺃﻧﻚِ ﺃﺧﻄﺄﺕِ ﻗﻠﻴﻼً. ﻻ ﻳﻤﻜﻦ ﺍﻟﺤﻜﻢ ﻋﻠﻰ ﺍﻟﺘﺠﺎﺭﺓ ﺑﻨﺎﺀً ﻋﻠﻰ ﺍﻟﻮﺿﻊ ﺍﻟﺤﺎﻟﻲ ﻭﺣﺪﻩ. ﺑﺎﻟﻨﺴﺒﺔ ﻟﺸﺨﺺ ﻟﺪﻳﻪ ﻧﻈﺮﺓ ﻣﺴﺘﻘﺒﻠﻴﺔ ﻃﻮﻳﻠﺔ ﺍﻟﻤﺪﻯ ﻟﻠﺘﺠﺎﺭﺓ ﻣﺜﻠﻲ، ﻓﻘﺪ ﻳﺒﺪﻭ ﻟﻠﻮﻫﻠﺔ ﺍﻷﻭﻟﻰ ﺃﻧﻨﻲ ﻋﺎﻧﻴﺖ ﻣﻦ ﺧﺴﺎﺋﺮٍ ﻛﺒﻴﺮﺓٍ ﻋﻠﻰ ﺍﻟﻤﺪﻯ ﺍﻟﻘﺼﻴﺮ.""","""......It seems you are making a small mistake. Business is not something that can be judged based simply on progress. When someone conducts business with a view to the long‐term as I do, it may sometimes appear at a glance that they have suffered some significant short‐term losses.""","""......It seems you are making a small mistake. Business is not something that can be judged based simply on progress. When someone conducts business with a view to the long‐term as I do, it may sometimes appear at a glance that they have suffered some significant short‐term losses.""","""......Görünüşe göre küçük bir hata yapıyorsunuz. İş dünyası, yalnızca ilerlemeye bakılarak değerlendirilebilecek bir şey değildir. Benim yaptığım gibi uzun vadeli düşünerek iş yapan biri, bazen ilk bakışta kısa vadede önemli kayıplar yaşamış gibi görünebilir."""
Ushiromiya Rudolf,"""Aniki, we've been collecting evidence. Now is not the time to be putting up a front.""","""Aniki, we've been collecting evidence. Your position right now isn't one to be proud of. ","""Aniki, we've been collecting evidence. Your position right now is not one to be proud of. ",「兄貴。裏は取れてんだぜ。今は見栄を張ってる場合じゃない。,「兄貴。裏は取れてんだぜ。今は見栄を張ってる場合じゃない」,"""Аники, мы собрали доказательства. Сейчас твоим положением нельзя гордиться.""","""Aniki, nós viemos coletando evidências. Agora não é hora de começar a ser pretensioso.""",「大哥。你的底子已经曝光了。现在可不是死撑门面的时候。」,「大哥。你的底子已經曝光了。現在可不是死撐門面的時候。」,"""Aniki, abbiamo raccolto delle prove. Non dovresti essere fiero della tua posizione.","""Aniki, we've been collecting evidence. Now is not the time to be putting up a front.""","""Aniki, hemos estado recolectando evidencia. Tu posición ahora mismo no es una de la que estar orgulloso.""","""ﺃﺧﻲ، ﻟﻘﺪ ﻗﻤﻨﺎ ﺑﺠﻤﻊ ﺍﻷﺩﻟﺔ. ﻭﺿﻌﻚ ﺍﻟﺤﺎﻟﻲ ﻟﻴﺲ ﺃﻣﺮًﺍ ﺗﻔﺨﺮ ﺑﻪ.""","""Aniki, we've been collecting evidence. Now is not the time to be putting up a front.""","""Aniki, we've been collecting evidence. Now is not the time to be putting up a front.""","""Aniki, delil topluyorduk. Şimdi gösteriş yapmanın sırası değil."""
Ushiromiya Rudolf,"""......So this is what Kyrie is trying to say. ......Every last one of us is stuck for money. And {f:5:Beatrice} has ten tons of gold.""","...So this is what Kyrie's trying to say. ...Every one of us has got money trouble. And {f:5:Beatrice} has 10 tons of gold."" ","......So this is what Kyrie is trying to say. ......Every one of us is in trouble with regards to money. And Beatrice has 10 tons of gold.""",……つまり霧江はこう言いたいのさ。……俺たちは全員が全員、カネに困ってる。そしてベアトリーチェは１０ｔの黄金を持っている。」,「……つまり霧江はこう言いたいのさ。……俺たちは全員が全員、カネに困ってる。そしてベアトリーチェは１０ｔの黄金を持っている」,"""......Короче, вот что хочет сказать Кирие. ......У каждого из нас имеются неприятности, связанные с деньгами. А у {f:5:Беатриче} есть 10 тонн золота.""","""......Isto é o que a Kyrie está tentando dizer. ......Cada um de nós está com problemas financeiros. E a {f:5:Beatrice} tem dez toneladas de ouro.""",「……雾江她想说的是这个。……我们所有人，全都在为钱所困。其次，这贝阿朵莉切拥有着十吨黄金。」,「……霧江她想說的是這個。……我們所有人，全都在為錢所困。其次，這貝阿朵莉切擁有著十吨黃金。」,"... Quindi questo è ciò che Kyrie vuole dire. ... Ognuno di noi è nei guai per quanto riguarda i soldi. E Beatrice ha 10 tonnellate d'oro.""","""......So this is what Kyrie is trying to say. ......Every last one of us is stuck for money. And {f:5:Beatrice} has ten tons of gold.""","""... Así que esto es lo que Kyrie está tratando de decir... Cada uno de nosotros tiene problemas relacionados con el dinero. Y {f:5:Beatrice} tiene 10 toneladas de oro.""",""".....ﺇﺫًﺍ، ﻫﺬﺍ ﻣﺎ ﺗﺤﺎﻭﻝ ﻛﻴﺮﻳﻲ ﻗﻮﻟﻪ. .....ﺟﻤﻴﻌﻨﺎ ﻧﻤﻠﻚ ﺣﺎﺟﺔً ﻣُﻠﺤﺔً ﻟﻠﻤﺎﻝ. ﻓﻲ ﺍﻟﻤﻘﺎﺑﻞ، ﺗﻤﻠﻚ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻋﺸﺮﺓ ﺃﻃﻨﺎﻥٍ ﻣﻦ ﺍﻟﺬﻫﺐ.""","""......So this is what Kyrie is trying to say. ......Every last one of us is stuck for money. And {f:5:Beatrice} has ten tons of gold.""","""......So this is what Kyrie is trying to say. ......Every last one of us is stuck for money. And {f:5:Beatrice} has ten tons of gold.""","""......Yani Kyrie'nin söylemeye çalıştığı şey bu. ......Her birimiz paraya sıkışmış durumdayız. Ve {f:5:Beatrice}'in on ton altını var."""
Ushiromiya Kyrie,"""......As the only person who knows the location of the ten tons of gold, {f:5:Beatrice} is planning on using it to force us to sell the position of family head. ...About how much is ten tons of gold worth?""","""...As the only person who knows the location of the 10 tons of gold, {f:5:Beatrice} is planning on using it to force us to sell the Headship. ...About how much is 10 tons of gold worth?"" ","""......As the only person who knows the location of the 10 tons of gold, Beatrice is planning on using it to force us to sell the inheritance. ...About how much is 10 tons of gold worth? ",「……ベアトリーチェは、自分だけが在り処を知る１０ｔの黄金で、私たちに家督を売らせるつもりなのよ。…１０ｔの黄金の価値はどのくらい？,「……ベアトリーチェは、自分だけが在り処を知る１０ｔの黄金で、私たちに家督を売らせるつもりなのよ。…１０ｔの黄金の価値はどのくらい？」,"""......Как единственный человек, знающий, где находится 10 тонн золота, {f:5:Беатриче} планирует использовать его, чтобы заставить нас продать наследство. ...Сколько приблизительно стоит 10 тонн?""","""......Como a única pessoa que sabe sobre a localização das dez toneladas de ouro, ela está planejando usar isso para nos forçar a vendermos a posição de chefe da família. ...Aproximadamente quanto vale dez toneladas de ouro?""",「……贝阿朵莉切是想以只有她知道在哪的十吨黄金，让我们卖出家督。…十吨黄金价值多少钱呢？」,「……貝阿朵莉切是想以只有她知道在哪的十吨黃金，讓我們賣出家督。…十吨黃金價值多少錢呢？」,"""... Essendo l'unica persona che conosce l'ubicazione dell'oro, Beatrice sta pianificando di utilizzarlo per forzarci a vendere l'eredità. ... All'incirca, quanto valgono dieci tonnellate?","""......As the only person who knows the location of the ten tons of gold, {f:5:Beatrice} is planning on using it to force us to sell the position of family head. ...About how much is ten tons of gold worth?""","""... Como ella es la única persona que conoce la ubicación de las 10 toneladas de oro, {f:5:Beatrice} está planeando usarlo para forzarnos a vender la herencia... ¿Cerca de cuánto es el valor de 10 toneladas de oro?""","""...ﺑﺼﻔﺘﻬﺎ ﺍﻟﺸﺨﺺ ﺍﻟﻮﺣﻴﺪ ﺍﻟﺬﻱ ﻳﻌﺮﻑ ﻣﻮﻗﻊ ﺍﻟﻌﺸﺮﺓ ﺃﻃﻨﺎﻥٍ ﻣﻦ ﺍﻟﺬﻫﺐ، ﺗﺨﻄﻂ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻻﺳﺘﺨﺪﺍﻣﻬﺎ ﺣﺘﻰ ﺗُﺠﺒﺮﻧﺎ ﻋﻠﻰ ﺑﻴﻊ ﺍﻟﺮﺋﺎﺳﺔ....ﻛﻢ ﺗﻘﺪﺭ ﻗﻴﻤﺔ ﻋﺸﺮﺓ ﺃﻃﻨﺎﻥ ﻣﻦ ﺍﻟﺬﻫﺐ؟""","""......As the only person who knows the location of the ten tons of gold, {f:5:Beatrice} is planning on using it to force us to sell the position of family head. ...About how much is ten tons of gold worth?""","""......As the only person who knows the location of the ten tons of gold, {f:5:Beatrice} is planning on using it to force us to sell the position of family head. ...About how much is ten tons of gold worth?""","""......{f:5:Beatrice}, on ton altının yerini bilen tek kişi olarak, bunu aile reisliği pozisyonunu satmaya zorlamak için kullanmayı planlıyor. ...On ton altının değeri yaklaşık ne kadar?"""
Ushiromiya Kyrie,"""As a rough estimate... 2 billion yen? .........No, 20 billion yen. If she threw that much our way, we would be jumping with joy to accept her as the successor to the head.""","""At a rough estimate, ...let's say 2 billion yen? ......No, 20 billion yen. With that much piled up, we'd be ecstatic to accept her as the Successor."" ","As a rough estimate..., 2 billion yen? .........No, 20 billion yen. With that much piled up, we would be mad with joy and accept her as the next head.""",ざっと見積もって…、２０億？　………いえ、２００億ね。これだけを積まれたら、私たちは狂喜して彼女を次期当主に認めるわ。」,「ざっと見積もって…、２０億？　………いえ、２００億ね。これだけを積まれたら、私たちは歓喜して彼女を次期当主に認めるわ」,"""По самым грубым прикидкам... 2 миллиарда иен? .........Нет, 20 миллиардов. Из этого следует, что мы должны сходить с ума от радости и принять её как новую главу.""","""Em uma estimativa rápida... 2 bilhões de iene? .........Não, 20 bilhões. Se ela jogar todo esse dinheiro na nossa frente, nós aceitaríamos com muito prazer sua sucessão como chefe.""",「粗略估算下的话…，二十亿？………不，两百亿。有这么多钱堆过来，我们肯定会欣喜若狂地承认她为下任当主。」,「粗略估算下的話…，二十億？………不，兩百億。有這麼多錢堆過來，我們肯定會欣喜若狂地承認她為下任當主。」,"Più o meno... due miliardi di yen? ... No, venti miliardi. Con tutti quei soldi, saremmo pazzi di gioia e l'accetteremmo come prossima capostipite.""","""As a rough estimate... 2 billion yen? .........No, 20 billion yen. If she threw that much our way, we would be jumping with joy to accept her as the successor to the head.""","""Como estimación aproximada... ¿dos mil millones de yenes?... No, veinte mil millones de yenes. Con tanto apilado, estaríamos dando saltos de alegría para aceptarla como sucesora al liderazgo.""","""ﻛﺘﻘﺪﻳﺮٍ ﺳﺮﻳﻊٍ، ﺩﻋﻮﻧﺎ ﻧﻘﻞ ﻣﻠﻴﺎﺭﻱ ﻳﻦ؟ .........ﻛﻼ، ﺑﻞ ﻋﺸﺮﻭﻥ ﻣﻠﻴﺎﺭ ﻳﻦ. ﻟﻮ ﻋﺮﺿﺖ ﻫﺬﺍ ﺍﻟﻤﺒﻠﻎ، ﻓﻼ ﺷﻚ ﻓﻲ ﺃﻧﻨﺎ ﺳﻨﻔﻘﺪ ﺭﺷﺪﻧﺎ ﻭﻧﻘﺒﻞ ﺑﺮﺋﺎﺳﺘﻬﺎ ﻟﻠﻌﺎﺋﻠﺔ.""","""As a rough estimate... 2 billion yen? .........No, 20 billion yen. If she threw that much our way, we would be jumping with joy to accept her as the successor to the head.""","""As a rough estimate... 2 billion yen? .........No, 20 billion yen. If she threw that much our way, we would be jumping with joy to accept her as the successor to the head.""","""Kabaca bir tahminle... 2 milyar yen mi? .........Hayır, 20 milyar yen. Eğer bu kadarını önümüze atsaydı, onu aile reisinin halefi olarak kabul etmek için sevinçten havalara uçardık."""
,The scene returned to silence.,The scene returned to silence. ,"The scene returned to silence.",シンと静まり返る。,シンと静まり返る。,И вновь воцарилась тишина.,Um silêncio mortal tomou conta do ambiente.,大家一下子安静了下来。,大家一下子安靜了下來。,Si ritornò al silenzio.,The scene returned to silence.,La escena volvió al silencio.,ﻋﺎﺩ ﺍﻟﺼﻤﺖ ﻣﺠﺪﺩًﺍ.,The scene returned to silence.,The scene returned to silence.,Ortam tekrar sessizliğe büründü.
