Speaker,Steam (ST)
,"With another heartless cry of gunfire, the puppet called Eva slumped down to the floor as though its strings had been cut... "
Ushiromiya Kyrie,"""...Rudolf-san, the billion yen card."" "
Ushiromiya Rudolf,"""Sure..."" "
,"The cash card with a billion yen, which Eva had just grabbed from the witch... "
,That alone was worth more than enough. 
,The 20 billion yen pile of gold had skewed everyone's sense of value. 
,Just a few million yen is enough for people to kill over. And this was a billion yen. 
Ushiromiya Kyrie,"""Rosa-san, those were some famous last words there. ""Just 300 million?"" ...You were too greedy."" "
Ushiromiya Rudolf,"""Heheh... No kidding. ...Ah, lucky me. I don't have to fish through her corpse."" "
,"As Rudolf walked up to Eva's body, he found the card lying beside it...and picked it up. "
Ushiromiya Rudolf,"""So, this flimsy little card is worth a billion yen... ...Sticking with the company would be a waste of time. So, do we close up shop and spend the rest of our lives in some southern country?"" "
Ushiromiya Kyrie,"""I'm sure you'd get bored right away. Besides, I like seeing you get all worried about some problem, then leap around like a little kid when you finally overcome it."" "
Ushiromiya Rudolf,"""Heheheh...! Sure you do..."" "
Ushiromiya Kyrie,"""Thank you, Ms. Golden Witch. ...Rudolf-san and I will make good use of this billion."" "
{f:5:Beatrice},"""............"" "
Ushiromiya Kyrie,"""Krauss nii-san promised to treat you in a gentlemanly fashion. But I haven't made any such promise."" "
,...She pulled the trigger without a trace of mercy. 
,"When the ringing of the gunfire died down, ...blood trickled from the witch's mouth, and she fell over onto the bed. "
,"Once again, Kyrie ejected the used shell casing. "
,The four metal sounds of used shells hitting the floor seemed to symbolize the fact that Rudolf and his wife now possessed all shares of the gold... 
Ushiromiya Kyrie,"""...All of them were really slow-witted... ...From the moment they heard about the bomb, they should've known that they wouldn't be leaving this island as a big, happy family."" "
Ushiromiya Rudolf,"""Sorry 'bout this, Aniki, Aneki, Rosa. ...Well, that's life for you. Give me a break, okay? Aniki and Aneki get into a fight, Rosa gets dragged in, and I'm the one who picks up the pieces. ...Just like it's always been, right?"" "
,It wasn't as though Rudolf and Kyrie had planned to kill everyone and take everything for themselves from the start. 
,"Kyrie had quickly realized, by the length of the barrel of the gun in her hands, that it would probably hold five rounds at a time. "
,......Yes. Kyrie and Rudolf were both very familiar with this gun. 
,"Rudolf, whose interest in guns from old westerns came from his Father, owned a shotgun of the same model. "
,"Even Kyrie had earned the qualifications to use that gun, becoming familiar enough with it that they could go shooting together for fun... "
,"Including the witch, there had been eight people there. Six people besides the two of them. "
,Each gun held five rounds. ...That was one short. They didn't have enough to kill everyone. 
Ushiromiya Rudolf,"""...To be honest, it really surprised me when they got into a fight and one of the guns went off."" "
,That coincidental accident...had provided the missing bullet. 
,"It wasn't the second shot. The very first shot, which had accidentally killed Natsuhi, had guaranteed that this massacre would happen... "
,"In this smoke and corpse-filled room of gold, the two of them wore easygoing smiles, hardly any different from those they usually wore... "
Ushiromiya Rudolf,"""...What do we do now?"" "
,"Rudolf picked up Rosa's gun. Then, he fired a test shot at the wall and ejected the old shell with a smooth motion like Kyrie's. "
,"Kyrie went to the box of bullets on the table, casually picked up a few, and loaded them one after another into her gun. "
Ushiromiya Kyrie,"""Set the bomb switch to ""on"". Then, we just need to wait 24 hours."" "
Ushiromiya Rudolf,"""Everyone's gonna run wild when morning comes and they can't find us."" "
Ushiromiya Kyrie,"""Then we just need to make sure they don't."" "
Ushiromiya Rudolf,"""Guess so. ...What about Battler?"" "
Ushiromiya Kyrie,"""He's your son. Not mine."" "
Ushiromiya Rudolf,"""Don't say that. Look how attached he is to you. He really respects you."" "
Ushiromiya Kyrie,"""Then think of a clever way to trick him. I'll worry about Ange. You worry about Battler-kun. Fair enough?"" "
Ushiromiya Rudolf,"""Nng, ...sure."" "
Ushiromiya Kyrie,"""I'm kind to my own children, ...but it's a real pain to be nice to Asumu-san's kid. You understand, I hope?"" "
Ushiromiya Rudolf,"""............"" "
,Kyrie's voice had grown cold. 
,She had acted warmly towards Battler because that had been the adult thing to do. 
,"He was Rudolf's son, so she tried to avoid being hostile, nothing more. "
,"But underneath, he was the son of Asumu, a woman Kyrie still hated even though she was dead. "
,"Now that she had given birth to Ange and finally built up a new family, ......was Battler's return really such a happy thing for her...? "
Ushiromiya Kyrie,"""Get yourself ready. Now that we've come this far, ...we can only go for the billion yen or die trying. If you can't convince Battler-kun, I'm sorry, but I won't be taking any chances."" "
Ushiromiya Rudolf,"""...No need to threaten me. I'll take care of it. I'll find a good story to tell him."" "
Ushiromiya Kyrie,"""Make sure you do. ...I know Ange will be very sad if she's forced to hear about Battler-kun dying in an accident."" "
Ushiromiya Rudolf,"""Sure... ......... ...How do we start?"" "
Ushiromiya Kyrie,"""We have nothing to gain by waiting for morning. Now is the best time."" "
Ushiromiya Rudolf,"""...Oh, wonderful. Not even time for a break."" "
Ushiromiya Battler,"""...A test? What's this supposed to be? At this time of night? Starting now?"" "
,Battler yelled wildly into the receiver. 
,"When he said ""at this time of night"", George and Jessica turned to look. "
,"According to the clock, it was past midnight. "
,"It might be a normal time to be told to brush their teeth and go to bed, but he couldn't understand what this test thing was all about. "
Ushiromiya Battler,"""Okay, I'll hand it over. ...Here, George-aniki. It's my dad."" "
Ushiromiya George,"""...Hello, this is George speaking."" "
Ushiromiya Rudolf,"""Ah, hey, George-kun. Sorry to call so late. You weren't sleeping already, were you? You're all still up chatting away?"" "
Ushiromiya George,"""Pretty much. Maria-chan is sleeping...oh, wait, it looks like she just woke up. So, what did you want to talk about? Battler-kun said something about a test..."" "
Ushiromiya Rudolf,"""Ah, yeah. Dad can be such a pain sometimes. He suddenly came down from his room. A bunch of stuff happened, and by the end, he was talking about which grandchild would make the best Successor."" "
Ushiromiya George,"""...But isn't Uncle Krauss the Successor?"" "
Ushiromiya Rudolf,"""He says the four of us aren't up to the job, ...so he's gonna skip us adults and choose one of you grandkids instead. It's all so sudden, we're really freaking out here. Aniki and the others are all arguing about it across the room. I'll bet you can hear Aneki shrieking in the background, huh?"" "
Ushiromiya George,"""...I-Is that so? If that's what Grandfather says, then there's no way around it, I guess... In that case, what should we do?"" "
Ushiromiya Rudolf,"""He says he wants to call you out one by one, starting with Jessica-chan. ...Oh, wait a sec. ............... ...Okay, you still there? It looks like you and Jessica-chan will be the first up to bat. He wants Jessica-chan to go to the parlor in the mansion. You're supposed to go out in front of the chapel."" "
Ushiromiya George,"""It's so sudden, I hardly feel ready... What sort of test is it?"" "
Ushiromiya Rudolf,"""It looks like Dad made some kind of crazy quiz. ...Some weird questions about what it means to be the Head."" "
,"Of course, a few things about this seemed off to George. "
,"However, Kinzo was famous for doing radical things on a whim. ...Even this strange test seemed plausible once he heard that it was a sudden idea of Kinzo's. "
,"...But even so, if he wanted to test them one by one, why wouldn't he call them out one by one? "
,They could have just had everyone wait in some reception room to be called in one at a time. 
,"Why would two people be called to different places at the same time? The plan didn't seem to make sense, and George felt he was missing something. "
Ushiromiya Rudolf,"""Still, I wonder why he wanted to meet you in front of the chapel, of all places. ...He expects a lot from you. I think he wants to talk to you alone, not sure what about."" "
Ushiromiya George,"""...Grandfather...wants to talk to me?"" "
Ushiromiya Rudolf,"""I wonder what he's got to say. I mean, you're the most talented of all his grandkids. He's probably got something to tell you in particular, right? ...Anyway, that's what he says. Get over there right away. I'm supposed to go to the chapel too, so let's get this over with, or we're both gonna catch colds."" "
Ushiromiya George,"""......I see. Okay. Then I'll head towards the front of the chapel, and Jessica-chan will go to the parlor. ...Sure. I'll see you in a bit, then."" "
,What sort of test or private conversation...could Kinzo possibly want to have at this time of night? 
,"Then again, it's a well-known fact that Kinzo doesn't have long to live. "
,It wouldn't be so strange if he wanted to give some sort of will to each of his descendants individually... 
,"Inside George's mind, the faint feeling that something was wrong...was replaced by a desire to meet Kinzo directly and hear about this in more detail. "
,George set down the receiver and quickly explained to the others. 
Ushiromiya George,"""It's as you heard. ......Grandfather says he wants to give us all some kind of test."" "
Ushiromiya Maria,"""Uu-? A test...?"" "
Ushiromiya Jessica,"""After hiding in his study all these years, he suddenly decides to give us a test this late at night? ...Damn that old geezer. What's he thinking?"" "
Ushiromiya George,"""It seems our parents feel the same way. It sounds as though they're very worked up about it."" "
Ushiromiya Battler,"""Well, I doubt getting worked up about it will change Grandfather's mind."" "
Ushiromiya George,"""Exactly. ...We might as well accept it. It's Grandfather's order, after all. Let's obey it. ...To start, Jessica-chan and I are being called out. I'm going to the chapel. Jessica-chan is supposed to go to the parlor in the mansion."" "
Ushiromiya Battler,"""What about Maria and me?"" "
Ushiromiya George,"""I think they'll contact you later. Wait here."" "
Ushiromiya Maria,"""Uu-! A midnight test! What could it be?! What kind of test is it?! A quiz? A puzzle? I'm really good at wolves and sheep puzzles! Uu-!"" "
,"Maria, who was now fully awake, seemed to be very excited about this unexpected midnight test. "
Ushiromiya Battler,"""Then we'll just hang out here."" "
Ushiromiya George,"""Yes. Okay, I'm going. It sounds like they're already waiting for us."" "
Ushiromiya Jessica,"""...So, he's making one of his grandkids the Successor. Sounds great to me. Now I can let one of you guys deal with it!"" "
Ushiromiya Maria,"""I'm gonna become the Successor! I wanna do it! Uu-uu-uu-!"" "
Ushiromiya Battler,"""Ahaha. Having Maria as the Successor wouldn't be so bad."" "
Ushiromiya George,"""Bye. See you later."" "
,Rudolf put down the receiver and stood up. 
Ushiromiya Rudolf,"""Okay. ...Guess I'm going to the spot in front of the chapel. It's damn cold out there. ...Gohda-san, have some coffee waiting for me when I get back, will you?"" "
,"Next to Rudolf, ...Gohda was lying face-up. "
,His face was covered by a crossword puzzle book. 
,"However, its pages were stained with blood, and you didn't need to move the book to imagine how he had met his pitiful end... "
Ushiromiya Kyrie,"""How was it? A nice script, don't you think?"" "
Ushiromiya Rudolf,"""Yep. We should be thanking Dad. If we just say it was him being fickle, no one's gonna doubt us."" "
Ushiromiya Kyrie,"""*giggle* Then let's split up. ...I'll take care of Jessica-chan. You take care of George-kun."" "
Ushiromiya Rudolf,"""You got it. ...Let's get this over with quickly, so we can relax and have some coffee."" "
Ushiromiya Kyrie,"""There won't be any problems, yes? ...No sudden pangs of conscience?"" "
,Kyrie smiled coldly... 
,It probably would have been safer to call them out one by one and finish them off together. 
,"...However, Kyrie had chosen to have her husband work separately. "
,She wanted to measure Rudolf's resolve. 
,"If she was the only one who got her hands dirty, and Rudolf just watched, his heart wouldn't be as dedicated to this venture. "
,"By having him dirty his own hands, she could make him truly determined to see this thing through. "
,...Kyrie understood this sort of mind game better than anyone else. 
,"Rudolf reflexively averted his gaze from the cold glint in her eyes, but then he just shrugged and answered her question. "
Ushiromiya Rudolf,"""Of course. ......We have a billion yen riding on this. And I'm a man. I'm not gonna miss a chance that'll never come again in my lifetime."" "
Ushiromiya Kyrie,"""...I expected no less of you, Rudolf-san. ...I love people who seize chances when they come. That's why I fell in love with you."" "
Ushiromiya Rudolf,"""Th-Thanks... I'm glad."" "
Ushiromiya Kyrie,"""Rudolf-san."" "
Ushiromiya Rudolf,"""What...?"" "
Ushiromiya Kyrie,"""Stay like that...always, okay?"" "
Ushiromiya Rudolf,"""Huh? What did you say?"" "
Ushiromiya Kyrie,"""Always remain the same Rudolf-san I love, ...okay?"" "
Ushiromiya Rudolf,"""...Of course. When have I ever let you down? ...You should be worrying more about what kind of champagne we'll use to toast our victory."" "
Ushiromiya Kyrie,"""I'll do that. ......Take care, now. If you really treasure Battler-kun, don't kill George-kun in front of the chapel, okay? It'll be a pain if he finds the body."" "
Ushiromiya Rudolf,"""...Yeah, I know. ...I'll lure him away somehow. We'll be outside, and it's raining. Should be some way to do it."" "
Ushiromiya Kyrie,"""And you aren't a villain in some old western, got it? Don't grant any last requests or take down any final messages, okay?"" "
,Kyrie lifted up her gun again and ran the lever... ...To eject the casing from the round she had killed Gohda with. 
Ushiromiya Eva,"""......Dear... ...Deeeeeeeeear... Waaaaaaahhhhh..."" "
,Eva was holding Hideyoshi's body and crying. 
,She hadn't been shot at all. The bullet had grazed her head...and missed. 
,She hadn't been playing dead. She really thought that she'd been shot. 
,"When Kyrie's gun spat fire, Eva felt something fierce skim past her head... before feeling light-headed and fainting. "
,"Then, she had awoken in the now silent room of the gold. "
,"The remains of her beloved husband lay beside her. As well as Krauss, Natsuhi, and Rosa's corpses. "
,It was a room of death and piled up bodies... 
,"When she had cried all she could over Hideyoshi's body, ...she realized that she still had something she needed to do. "
Ushiromiya Eva,"""...George is in danger... ...George, ...George...!"" "
,"They're trying to use the bomb to blow up everything, to bury this whole island with an ""explosion accident"". "
,...Of course. 
,"As Eva had expected, the switch on the clock was set to the right, which meant that it was active. "
,Eva moved to flip it to the left...and stopped. 
,"That's right. As long as this switch points to the right, ...everything that happens will disappear in this night of illusions. "
,"Yes, this is an illusion. "
,"No matter what happens tonight, everything will become muddled and hidden away. "
Ushiromiya Eva,"""They're probably going to kill everyone else. That has to be it... I'm sure of it...!"" "
,"When she looked at the table with the box of bullets, she saw signs that they had roughly grabbed a bunch of bullets before leaving. "
,It clearly showed...that they planned to use that many bullets. 
,...I have to fight. 
,...If only to protect just the life of my precious son... 
,The gun that I dropped when I was shot is stuck with the lever open. 
,"No matter how hard I pull, it won't open any further, and it won't close again. "
,"...Apparently, a bullet has gotten jammed, breaking it. "
,...It's just as Kyrie said. Loading a bullet is tough if you aren't used to it. 
Ushiromiya Eva,"""Please, dear... Lend me your strength... ...Lend me your strength, so that I can protect George..."" "
,"In Hideyoshi's hand was Krauss's gun, which he had been trying to pick up. "
,"Eva took it, ...prayed to her husband one more time, and tugged on the lever handle. "
,"...With a light metallic sound, ...the golden casing spun through the air... and bounced off the ground. "
,"When she timidly tried to push the lever back, ...this time it returned to its original place without any resistance. "
,...There was another metallic clang. 
,It was the sound of a new bullet being loaded... 
Ushiromiya Ange,"""...Hmph. I figured it'd be something like this. ...Someone's scheming to show me the game that'd disgust me most, just to mock me..."" "
,"In the games so far, various people have been suspected of being the culprit or an accomplice. "
,The only difference now was that Rudolf and Kyrie were those suspects... 
,"However, to Ange, that was the most infuriating plot twist possible. "
Ushiromiya Lion,"""............"" "
,Even Lion was full of painful thoughts. 
,"Solving the epitaph was supposed to be the only miracle that could lead to a game without a single victim, ...but ironically, the tragedy hadn't been averted even so. "
,"Does this mean we aren't allowed to have a future where we all happily return from this island alive, ...even if the epitaph is miraculously solved before the crime occurs...? "
,A miracle certainly will not occur. 
,"...Those words, which I had heard in one of the Fragments {f:5:Bernkastel} had shown me, raced through my mind... "
Ushiromiya Lion,"""{f:5:Bernkastel}-san... You showed me how wonderful my world was... ...I don't want to believe that you created this tale just to hurt Ange..."" "
Ushiromiya Lion,"""...By now, even I realize that you're the Game Master here. ...Please, tell me. ...Why are you showing us this game...?"" "
,"Of course, no one answered Lion's muttered question. "
,"The game created to mock Ange continued emotionlessly, ...with more terrible twists that didn't betray anyone's expectations anymore... "
Ushiromiya Ange,"""Ha! Show whatever terrible game you like! You're trying to say that this is one of the endless possibilities inside the cat box, right?! Just do whatever you want...! I won't let something like this get to me!! Someday, I'll find out the truth of what happened on October 5th, 1986!!"" "
,"After meeting Kyrie in the parlor, Jessica was told that the test would be held in the dining hall, and she followed Kyrie there... "
Ushiromiya Jessica,"""......Aunt Kyrie, there's no one here."" "
Ushiromiya Kyrie,"""He'll be here soon. Sit over there."" "
Ushiromiya Jessica,"""............"" "
,"Jessica sat in the chair she had been offered, looking nervous and agitated. "
,Kyrie was by far the calmer of the two. 
,"Kyrie closed the door behind her, revealing the gun that rested behind it. Jessica was facing the other way, so she saw nothing... "
Ushiromiya Jessica,"""...Did you hear anything about this, Aunt Kyrie? Like what kind of test this is?"" "
Ushiromiya Kyrie,"""Yes. It'll be over soon."" "
Ushiromiya Jessica,"""I sure hope so."" "
,"As she complained, Jessica turned her head around, and the tip of her nose bumped into cold metal. "
Ushiromiya Jessica,"""......Huh-"" "
Ushiromiya George,"""U-Uncle Rudolf...?! What...are you doing...?"" "
Ushiromiya Rudolf,"""Heheh. I guess shooting people in the back just isn't for me after all."" "
Ushiromiya George,"""...H-Hey, ...that was dangerous. What on earth are you doing...?!"" "
Ushiromiya Rudolf,"""Come on, why else would someone point a gun and pull the trigger?"" "
,Rudolf reloaded rapidly and pulled the trigger again without any sign of hesitation. 
,"As the sound of gunfire thundered through the rain, George grabbed at his side and fell to his knees... "
Ushiromiya George,"""Unnggg...ggnhh...!!"" "
Ushiromiya Rudolf,"""That's weird. I guess it really does shoot low. ...This gun's really got it bad."" "
Ushiromiya George,"""S-Somebody...!! Help me, ...Uncle Rudolf is...!!"" "
,"George started stumbling away, still clutching at his side. His voice as he called for help was weak and thin. "
,"In comparison, Rudolf, who stood behind him, looked perfectly calm as he fiddled with his gun and checked his sights. "
Ushiromiya George,"""...It hurts... ...It hurts... ...Gah, ...nngg...!"" "
,It felt to George as though something had been gouged into his side. It was so painful that he could barely stand and walk... 
,He leaned against the trunk of a tree. 
,"After he crouched down, trying to cover his wound, ...he was no longer able to stand back up. "
,"George didn't have a clue what was going on. However, he had felt as though something was wrong this whole time. "
,"Of course it was strange that he'd be called out alone to a place like this, at a time like this. "
,"...And yet, ...how could he have known that something was wrong...? "
,"After all, ...his own uncle... had told him that his grandfather was asking him to join the family conference. ...How could he have suspected...? "
Ushiromiya Rudolf,"""...Sorry 'bout this, George-kun. It hurts, doesn't it? If I knew it'd come to this, it would've been kinder to blow out your brains from behind. I thought it'd be too cruel to finish you off before you knew what hit you, but it looks like I got it backwards."" "
Ushiromiya George,"""......Wh- Why, Uncle Rudolf...? Why would... ...my kind uncle... do... this......?"" "
Ushiromiya Rudolf,"""Forget about this. By tomorrow night, all of it won't have happened."" "
,"With a quick use of the lever handle, he loaded another bullet. "
,The casing of the bullet that had pierced George's side fell heartlessly in front of him... 
Ushiromiya Rudolf,"""Everyone's gonna die in a sudden, unfortunate accident. Until that moment, we'll all be a big, happy family. ...That's how it's gonna be. So don't worry about this. Forget it all."" "
,"Of course, George didn't have a clue what Rudolf was talking about. "
,"All he knew was that Rudolf wanted to kill him, and that he showed no trace of hesitation... "
,"...His image of Rudolf as the ideal cool, joke-loving adult... didn't match up with the man standing in front of him, holding a gun. "
,"No, maybe this feels wrong because it fits him too well. "
,"He has that same smile, as though he's about to tell some hilarious joke, ...but he's pointing a gun at me. "
,"...Why would that kind, ...funny Uncle Rudolf... ...do this...? "
,"It made him feel unimaginably sad, ...and tears flowed from his eyes. "
Ushiromiya George,"""Uu, ...uuuuuu...Uncle Rudolf... ......I......admired you so much......"" "
Ushiromiya Rudolf,"""Haven't I always told you, George-kun? ...Make sure you don't end up as an adult like me. Now you see why. In the next world, make learning how to spot villains your first priority. ...I know you can do it. After all, it's just another kind of studying."" "
Ushiromiya George,"""Uu...*hic*...gyaaaaaaaaaaaaaaaaahhhhhhhh!!"" "
,"He bit down the pain in his side. ...With the last of his strength, George threw his whole body into a roundhouse kick. "
,"At the same time, fire spat from Rudolf's gun. "
,...The bullet pierced George's chest. George spun around as he fell amidst an outpouring of blood. 
,"He moaned wordlessly, clenching bloodstained teeth. A frigid gun was pressed harshly against his temple. "
Ushiromiya Rudolf,"""So long. ...Go become a great man in the next world. Don't get blinded by money like me."" "
Ushiromiya George,"""...I can't believe... ...that my uncle... ...would kill for money... Aaaaaaaahhhhh......"" "
Ushiromiya Rudolf,"""You're so innocent. ...People can kill... over money."" "
,The ruthless trigger forestalled any further questions. 
,"George's hands, which had been covering his wound, dropped lifelessly... "
,"When Rudolf saw the last glimmer of life leave him, he sighed deeply and looked tired. "
Ushiromiya Rudolf,"""Heh, ...hahahahahahahahahaha. ......That was easier than I'd thought."" "
,"Rudolf looked up into the dark, rainy sky, the rain drops hitting him full in the face, ...and laughed with an indescribable expression, his tongue hanging out. "
Ushiromiya Rudolf,"""I thought my conscience would bug me more. ...Now that it's over, it was pretty easy."" "
,"*giggle*giggle*, gahahahahahaha. Rudolf laughed. This was probably just the thing Kyrie had hoped for. "
,It had taken considerable effort to kill George. 
,"...He may have been merciless, but the last traces of a conscience in Rudolf's heart had probably slowed him down. "
,"However, now that he had killed someone with his own hands, a turning point that few people ever reach, ...Rudolf had finally awakened. "
,"...No, he finally understood. "
Ushiromiya Rudolf,"""...It's just like squeezing dough out of a bunch of morons. ...The same old game of musical chairs. If there's a pile of money in front of you, the first one to reach it wins. The slow ones just get kicked down to hell."" "
,Haven't I driven dozens of poor fools into debt with my earlier swindles? 
,"Several of those probably ended up bankrupt, and some of those might've hanged themselves. And I always laughed like it was none of my business. "
,And that's all there is to it. 
,"The only difference now is that, for the first time, ...I've dealt the final blow with my own hands. "
Ushiromiya Rudolf,"""...Thanks, Kyrie. ...You're always the best at cutting away my naivety. ...Heheheh, ...hehhahahahahahah! Hyahhhahahahahahahahahaahahahaha!!!"" "
,Rudolf's evil laugh rang out. 
,"The laugh was so purely evil, it was almost soothing. Hypocritical evil that still contains some pangs of conscience is far more repulsive to behold. "
,"If a man's committed to doing great evil anyway, how much more pleasant and gallant it is when he's wholly devoted to his goal. "
,"In that sense, Rudolf's evil smile and laugh... were pleasant and gallant indeed... "
,Which means... 
,"The brutal, bloody stage of the dining hall...must have been soothing as well. "
,"A clang. A thud. A crack, a squish. ...A strange mixture of these sounds kept repeating over and over at the same tempo. "
,"...Each time, a red splash landed on the tablecloth dangling nearby. "
Ushiromiya Kyrie,"""Jessica-chan, ......can you hear me...?"" "
,"Kyrie asked this with the sort of smile any aunt might make to her niece. However, Jessica didn't answer. "
,There was nothing particularly surprising about this. 
,"...After all, by now, ...her nose had been broken, her eyes had been smashed, ...her teeth had been knocked out, and not only her nose, but her entire face was now hardly recognizable as a face, ...just a lump of bloody flesh... "
,Kyrie finally stopped her task of repeatedly smashing Jessica's face with the stock of her gun. 
,"Still sitting on top of Jessica, she tossed her gun to the side, ...pulled a compact out of her pocket, and looked at her own face in the mirror. "
,"Then, finally, ...she realized that her face was covered by speckles of fresh blood. "
Ushiromiya Kyrie,"""How terrible. These clothes will have to go too. ...*cackle*cackle*, *cackle*cackle*cackle*cackle*!!"" "
,"With a muffled laugh, Kyrie shakily rose to her feet. "
,"Jessica wasn't moving anymore. ...She had been convulsing a bit until a second ago, but now, she was as still as stone. "
Ushiromiya Kyrie,"""...Smashing a woman's face is nothing new to your aunt, okay? Sorry about that. ...If you hadn't resisted, I could've given you a much cleaner death."" "
,Kyrie pulled the tablecloth off and used it like a towel to wipe the blood from all over her body. 
,"However, instead of taking the blood off, it just smeared it around... and did nothing to remove the stench of blood and death that covered her. "
,"When she got tired of rubbing the tablecloth against the blood, Kyrie walked over to the extension line telephone in the corner of the room. "
,"Then, she dialed the number for the cousin room in the guesthouse... "
Ushiromiya Kyrie,"""......Hello. It's me. ...It's your turn now, Battler-kun. Go to the spot in front of the chapel, please. ......Yes, that's right. I haven't been given any instructions for Maria-chan. Have her wait there. ......*giggle* Yes, keep your wits about you. ...I'm rooting for you to be chosen as the Successor, Battler-kun."" "
,"With the same smile as usual and the partly-wiped splashes of blood still covering her face, ...Kyrie finished her call to Battler. "
,"When she set down the receiver, there was a small knock, and Rudolf came back into the room. "
Ushiromiya Rudolf,"""...Hey, you look like shit."" "
Ushiromiya Kyrie,"""Jessica-chan has better reflexes than I gave her credit for. I didn't think she'd be able to fight back from a situation like that."" "
Ushiromiya Rudolf,"""It's a bit of a shame she had to end up looking like this. ...What a waste of a good, Natsuhi-esque woman."" "
Ushiromiya Kyrie,"""And how about your end? Did he give you much trouble?"" "
Ushiromiya Rudolf,"""No problems there. Plain and simple."" "
,"When Kyrie heard Rudolf's instant response, she favored him with an evil smile. "
,"Yes, the man she loved was the sort who could do it if he tried, without letting cheap emotions get in the way... "
Ushiromiya Kyrie,"""I love you, Rudolf-san. I wouldn't have it any other way."" "
Ushiromiya Rudolf,"""It's hard to imagine an easier job to net you a billion yen. ...It's like Dad always said. In the life of every man, there comes one day when he has to be willing to kill."" "
Ushiromiya Kyrie,"""In other words, always be determined to survive, even if you have to kill to do it. ...That's my favorite line of his."" "
Ushiromiya Rudolf,"""What's next? My rifle is hungry for blood."" "
Ushiromiya Kyrie,"""You've got a big job coming up. Convincing Battler-kun."" "
Ushiromiya Rudolf,"""Ah, that's right. That'll be a pain. Hope I don't have to end it by pulling the trigger."" "
Ushiromiya Kyrie,"""I've really enjoyed life as a three-person family with Ange. ...But, if you really want Battler-kun to join in on that, ...give it your best."" "
Ushiromiya Rudolf,"""Sure. ...I'll make sure we don't have any complaints from him. Don't worry, I've worked out a scenario to trick him good."" "
Ushiromiya Kyrie,"""Good luck. Even I hope that Ange's beloved big brother doesn't get caught up in the explosion accident."" "
Ushiromiya Rudolf,"""I know. Then, I'll head back to the chapel."" "
Ushiromiya Kyrie,"""Rudolf-san."" "
Ushiromiya Rudolf,"""What...?"" "
Ushiromiya Kyrie,"""......If you can't convince Battler-kun..."" "
Ushiromiya Rudolf,"""...... ...I know, I know. If that happens, bang."" "
Ushiromiya Kyrie,"""Battler-kun is independent enough that he left the family out of protest when I married you, remember? ...If you can only convince him halfway, and if things get nasty later on, ...he'll prove fatal to us."" "
Ushiromiya Rudolf,"""I know. Believe in me."" "
Ushiromiya Kyrie,"""...And if... If I decide that Battler-kun is growing suspicious, ...I'll kill him myself. He's not my kid, after all."" "
Ushiromiya Rudolf,"""...Yeah, I know. ...So, promise me one thing, Kyrie."" "
Ushiromiya Kyrie,"""What's that...?"" "
Ushiromiya Rudolf,"""If...I can trick Battler, and the three of us make it off this island..."" "
Ushiromiya Kyrie,"""...If that happens, what?"" "
Ushiromiya Rudolf,"""...... ...Never say that Battler isn't your kid again. ...After all, ...you're his mother. ...Please."" "
Ushiromiya Kyrie,"""...... ...Sure, I promise."" "
,Kyrie shrugged and answered as she loaded bullets. 
Ushiromiya Kyrie,"""You go to the chapel. I'll wait until Battler-kun has left, and then clean up everything inside the guesthouse."" "
Ushiromiya Rudolf,"""Are you sure you'll be okay doing that alone?"" "
Ushiromiya Kyrie,"""That's my line."" "
,Battler left the guesthouse under an umbrella. 
,"He had been called to the area in front of the chapel, just like George had been. "
,"Not even 30 minutes had passed since the time George and Jessica had been called out. ...Apparently, this test didn't last too long. "
Ushiromiya Battler,"""...Damn geezer. First you never come out, not even for lunch, and then you show up in the middle of the night with a test. ...I'll bet living as a shut-in's got his sense of day and night all backwards."" "
,"Complaining all the way, Battler strolled off into the rain. "
,"Almost immediately, he was swallowed up by the darkness of the rose garden and passed out of sight... "
,......And then... 
,Kyrie could be seen coming out from the darkness of the rose garden. 
,Her right hand held a gun. Her left an umbrella. 
,Her inner pocket contained the master key ring she had stolen from Gohda. 
,Her right pocket had a handful of bullets. Her left held a knife she had taken from the kitchen. 
,She was a carefully and perfectly outfitted murderer. 
,Another bolt of lightning struck down from the swirling skies. It lit up only half of Kyrie's face. 
,Her cheek...was still covered with Jessica's blood... 
,"Under the eaves, Kyrie folded up her umbrella, smiled, and spoke to no one. "
Ushiromiya Kyrie,"""Hey everyone, I'm home."" "
,Rudolf could be seen under the eaves of the chapel. He had hidden his gun in the nearby shadows and was now smoking a cigarette... 
Ushiromiya Rudolf,"""...Should be easy to trick that dimwit. ...And if it doesn't work, that's just too bad."" "
,He glanced over at the place he had stowed his gun. The cigarette smoke began to pleasantly cloud his mind. 
,"...Battler isn't a kid anymore. He's an adult, who can choose his path through life as he pleases. "
,"When animals grow up, it's normal for them to form a group and go on a journey. Humans are the only ones that keep treating their young like kids even after they get big... "
Ushiromiya Rudolf,"""...If I'd known it'd come to this, I never would've begged for you to come back. ...I regret...dragging you back into the family..."" "
,He puffed out those words... ...along with the smoke. 
,"When Battler came, he didn't intend to voice those regrets of his. "
,Rudolf was already determined to play the part of the evil murderer who kills for money... 
Ushiromiya Rudolf,"""...He's still not here. ...What's taking him so long?"" "
,"At that moment, he heard the sound of someone stepping on gravel. "
,"He looked up, thinking that Battler had finally arrived, ...but the sound had come from the direction opposite of the mansion. "
