Speaker,Steam (ST)
,"Four blue wedges were buried into her neck, chest, gut, and thigh. "
,"Including the one buried into the top of her foot, she was pincushioned by five stakes. "
Leviathan,"""Aaaah, {f:5:Beatrice}-samaaa, when's my turn?!"" "
{f:5:Beatrice},"""I'll use you if I think of any more. Be quiet for now!! *cackle*cackle* How do you like that, Dlanor the witch hunter?!! After skewering and burning so many witches in the past, how does it feel to be skewered by a witch this time?!! Hehhihhahhaaahhhahahahahahaha!!"" "
,"They were all ridiculous arguments, but they came fiercely one after another. "
,"Though a total of five wedges pierced Dlanor, her expression didn't change in the slightest. "
,"However, her movements had indeed been limited... "
Chiester410,"""Whew... Witches sure are scary nyeh... You can't beat twisted logic nyeh."" "
Chiester45,"""They don't violate the Knox Decalogue... It's valid...!"" "
Dlanor,"""..............."" "
Ushiromiya Natsuhi,"""...W-Well done, {f:5:Beatrice}...! Even if there was no one in this study, and even if it was a closed room, that alone isn't enough to deny Father's existence...!"" "
{f:5:Beatrice},"""Against a normal opponent, I'd think the matter settled by now. ...But this is Dlanor, Head Inquisitor of Heresy! This ruthless woman killed even her father when he violated the Decalogue...! Kinzo, now!"" "
Ushiromiya Kinzo,"""Right...!"" "
,"Now that Dlanor had been pinned down, this was their last chance to recover their magical power and escape. "
,"Once again, a pitch-black gate began to rise slowly in front of Beato and Kinzo... "
,"Though the gate had once been opened by simply drawing in the air, it wasn't so easy in the study now, filled as it was with the power of denial. "
Ushiromiya Natsuhi,"""...Wh-What do you think, everyone?! No matter how much you question the state of this study, you can't question whether or not Father is in good health...!!"" "
Furudo Erika,"""...Oh, so you say. Both you and I... had better not forget that we are part of this battle, right? I cannot fight against witches, but I can fight against you."" "
,Erika grinned at Natsuhi with a smile more demonic than a real demon's. 
Furudo Erika,"""...Natsuhi-san, let me ask again. ...Last night, you're sure you spoke with Ushiromiya Kinzo-san, right?"" "
Ushiromiya Natsuhi,"""Y-Yes. I have said repeatedly that I came to deliver a report for the day and to say good night...!"" "
Furudo Erika,"""This may be a strange thing to ask, but since it's needed to prove your innocence, please answer me straightforwardly. ...This Kinzo you speak of is the Ushiromiya Kinzo-san we all know of, right? It isn't a different person or thing with the same name, is it?"" "
Ushiromiya Natsuhi,"""I-I'm not really sure what you mean...!"" "
Ushiromiya Eva,"""...It's like this. You didn't, for instance, start calling this room itself ""Father"" after Father's death, right? That's what she's asking. "
Ushiromiya Eva,"You said you gave a daily report to Father before he went to sleep, right? That doesn't mean you gave a daily report to the wall here all by yourself, inside the study called ""Father"", right...?"" "
Ushiromiya Natsuhi,"""H-How rude!! Nothing of the sort happened...! Father is Father!! He is in good health! And I most certainly gave him a report and said good night to him last night...!! I'm not trying to trick you or talk my way out of anything!"" "
Furudo Erika,"""I see. In that case, can you repeat what I'm about to say? If you aren't tricking or deceiving us in any way, you should be able to do it."" "
Ushiromiya Natsuhi,"""F-Fine. I'll repeat whatever you want...!"" "
Furudo Erika,"""Repeat it. 'Ushiromiya Natsuhi did, at 23:00 last night, speak with Ushiromiya Kinzo while in the same room as him, this room'."" "
Ushiromiya Natsuhi,"""I-I, 'Ushiromiya Natsuhi did, at 23:00 last night, speak with Ushiromiya Kinzo while in the same room as him, this room'!!"" "
Furudo Erika,"""<Good>! Then I'll ask one last thing. ...Seriously now, Natsuhi-san, you didn't do anything like throwing Kinzo-san out the window after your conversation and locking the window behind him, right? Because everything still makes sense if you did."" "
Ushiromiya Natsuhi,"""Wh-Why would I want to chase Father out the window?!! This is intolerable! This mockery is intolerable!!"" "
Gertrude,"""Please, allow me to speak. {p:1:The ""Kinzo"" Natsuhi mentions refers to nothing other than Ushiromiya Kinzo}."" "
Cornelia,"""For your attention: I beg to inform you of the following! {p:1:Natsuhi claims that she was face‐to‐face with Kinzo in the study at 11 p.m.}!"" "
Ushiromiya Natsuhi,"""Ah, ......aaaaaaaaaaaaaahhhh...!!"" "
,"Natsuhi let out a cry, but it was too late... She had been totally suckered in by their provocation...! "
,The blue wedge to the foot representing a telephone discussion... 
,The blue wedge to the neck representing the study itself being called Kinzo... 
,The blue wedge to the gut representing Natsuhi herself being called Kinzo... 
,The blue wedge to the thigh representing Natsuhi letting Kinzo escape out the window and locking it afterwards... 
,The four of them were smashed up with a thin sound...! 
,"Because Natsuhi, ""the one who knew the truth"", had denied them, those denials had gained the power of the red truth...! "
,"Despite Kinzo's absence in this closed room, Beato had introduced five ways that Kinzo could still exist. "
,Natsuhi had carelessly crushed the premises behind four of those herself...!! 
,Only one wedge remained. 
,"In other words, this was the last blue truth that could bury the contradiction of Kinzo existing in the study at 23:00, but not existing there later, after it became a closed room. "
,"There was only the theory that pierced Dlanor's chest, ""Kinzo is hiding somewhere in this room"". "
,"With that theory, even if Kinzo wasn't present in this closed room study, he could still ""exist"" there...! "
,"If this wedge of Satan's were to be crushed, their chances of escaping this room would become hopelessly dim...! "
Satan,"""Gghhh, ......ack...!! B-{f:5:Beatrice}-sama...! Quickly, ...escape while you still can...!! Ggh, gyah..."" "
,"Dlanor slowly grasped the final wedge, which still pierced her chest. "
,"...Apparently, that vice-like grip was hurting Satan as though all the bones in her body were being broken. "
Dlanor,"""All that remains...is this one {f:5:wedge}. It was about Kinzo hiding somewhere in this room, {f:5:correct}?"" "
Furudo Erika,"""As the detective, I've searched all of those places. If I didn't find him, just where could he be hiding? *giggle*giggle*giggle*!!"" "
,"With the final wedge still sticking out of her chest, Dlanor slowly approached Beato... "
,"If this wedge was taken out, ...then...! "
Dlanor,"""Allow me to {f:5:ask}. Just where in this study is Kinzo {f:5:hiding}?"" "
{f:5:Beatrice},"""Heheh, well then... {p:2:Maybe he's under the bed}?!"" "
Dlanor,"""{p:1:A check of that place has been {f:5:finished}}."" "
{f:5:Beatrice},"""{p:2:Maybe he's in the bathtub}!!"" "
Dlanor,"""{p:1:A check of that place has been {f:5:finished}}."" "
{f:5:Beatrice},"""{p:2:Inside the closet! Under the desk! Behind the curtains}!!"" "
Dlanor,"""{p:1:A check of that place has been {f:5:finished}. Check {f:5:finished}. Check {f:5:finished}}."" "
{f:5:Beatrice},"""{p:2:Behind the bookshelf, behind the closet, under the carpet, under the floor, above the ceiling, behind the wallpaper, inside the sofa, inside the chair. Inside the bed, inside the blankets, inside the walls, inside a rock, inside a stone, inside the room}!!"" "
Dlanor,"""{p:1:Check{f:5:finished} check{f:5:finished} check{f:5:finished} checkcheckcheck {f:5:finished}FINISHED{f:5:finished} checkcheckcheckcheckcheckcheckcheckc{f:5:heck}{f:5:finished}FINIShedFInisHED{f:5:finishEd}{f:5:fiNIshed}fiNISHEDFINIShEd{f:5:FiNished}FINISHed {n}<Die the {f:5:death}!> {n}<Sentence to {f:5:death}!> {n}<Great Equalizer is the {f:5:death}!!>}"" "
,No locations would work against Dlanor by this point. 
,"Dlanor took Beato's final desperate onslaught head on, turning everything back with a far stronger power of denial! "
,Beat them up! Knock them down with overwhelming force!! 
,No longer does any place exist in this study for Kinzo to escape to...!! 
,"Beato was blown back like a leaf dancing in the wind, knocked around over and over again like an empty can lying on a road. "
,"By now, no matter how many times Beato used the blue truth, it wouldn't be able to defeat Dlanor's red... "
Furudo Erika,"""Hahahahaha, ahhahahahahahahaha...!! ......Witches are so pathetic. ...You just try to talk your way out of things endlessly, trying to confuse the truth. Let me borrow Dlanor's words. ...I'm disappointed, {f:5:Beatrice}-san. ...*giggle*giggle*giggle*giggle*!"" "
{f:5:Beatrice},"""...Nggg...............ggghh..."" "
,"Erika coldly delivered these decisive words to Beato, ...who was crawling on the ground. "
Furudo Erika,"""Detective's authority. The detective has the right to inspect all crime scenes. I have exercised this right. Therefore, I can say this."" "
Furudo Erika,"""Kinzo-san is not inside this room. Furthermore, this room is a perfect closed room. From the above two points, I can state this fact: this room was empty the whole time. Natsuhi-san lied about having met Kinzo-san here last night! That makes this checkmate, {f:5:Beatrice}-san...!"" "
Furudo Erika,"""*giggle*giggle* ...Ahahahaha, ahhahhahahahahahahahaahahahahahahahahaha! How's that? Simply by the existence of this room, this level of reasoning is possible for Furudo Erika! What do you think, everyone?! Ahhahahahahhahhahhaaaahh!!"" "
,"At these words, the final wedge shattered, and at the same time, the pitch-black gate that was about to open shattered once again. "
,"This time, the warp portal had been completely destroyed... "
,No longer would Kinzo be permitted to exist in this room...or escape from it... 
,"Beato struggled to her feet, ...but that was the best she could do. She no longer had the energy to fight. "
,She had taken all of the denying red head-on from close range. 
,"It took all her strength just to withstand a pain so strong, it felt like she'd vomit up all her insides... "
,"Even Beato, who had always aimed for the title of strongest and most evil witch, ...couldn't do a thing against a witch hunter. "
,"No matter how sturdy a sandcastle you build on the beach, it can never win against the rising tide... "
{f:5:Beatrice},"""......S-Sorry, Kinzo... ...Looks like...this opponent really was tough after all..."" "
Ushiromiya Kinzo,"""{f:5:Beatrice}, I thank you. ...You've done so much for me despite your remaining grudge."" "
{f:5:Beatrice},"""I guess it's true that your life flashes by when you see death coming. ...I've remembered how you once looked when you were young. ......You were annoyingly like Battler."" "
Ushiromiya Kinzo,"""I now pass on everything, my soul and the qualifications of the Head, to Battler. I no longer have any regrets...!"" "
{f:5:Beatrice},""".........Battler......... ...My apologies... ...How pitiful... ...Though I swore to fight with you once again, ...I must settle my accounts like this..."" "
Ushiromiya Battler,"""............"" "
,"To Beato, it seemed as though Battler had met her gaze. ...There was no way he could have. "
,"This Battler was the piece Battler. There was no way he could ""see"" Beato in this higher-level world. "
,"However, his eyes really did meet hers. Even though they couldn't have, ......Beato was sure they did. "
,"As Erika, Eva and the others closed in on Natsuhi, questioning her over and over, ...only Battler stood apart from that tumult. "
,His expression held none of the enthusiasm and excitement that the other humans had. 
,It just piercingly and coldly surveyed the scene. 
,And the expression on his face...was a quiet displeasure. Anger. 
,He wasn't feeling compassion for Natsuhi because her lie was about to be exposed. 
,"However, he couldn't excuse Erika, a self-proclaimed intellectual rapist, who simply enjoyed cornering Natsuhi and those who sympathized with her. "
,"Then, he whispered softly. "
Ushiromiya Battler,"{a:c: ""......It's useless.""} "
,Beato and the others definitely heard that... 
{f:5:Beatrice},"""You don't think...Battler might...turn things around from this weakened position...?"" "
Ushiromiya Kinzo,"""...I probably could have done it, back in the day. ...And Battler can probably do it."" "
{f:5:Beatrice},"""......Battler..."" "
Ushiromiya Kinzo,"""Battler, ...if you are indeed the man who will inherit everything from me, ...now is the time to prove it...! Don't let the Legend of the Golden Witch end here...!"" "
Ushiromiya Natsuhi,"""It's true I met Father here last night!! It's true!! And he spoke to me of the Ushiromiya family's glorious history, as well as the burden of bearing it..."" "
Furudo Erika,"""Your lie has already been exposed, Natsuhi-san. We already know that you were alone in this room last night."" "
Furudo Erika,"""Isn't it about time to give up and confess? Culprits who are bad at giving up tend to go with bad mystery novels. At least in the end, please prove that this is a slightly better third-rate mystery than that."" "
Ushiromiya Battler,"""......Aah, it's useless. It's all useless."" "
,"Battler, who had been silent off by himself up until then, spoke. "
,"At first, it sounded as though he was attacking Natsuhi. "
,"...However, when Erika realized he was glaring directly at her, her expression visibly clouded with displeasure. "
Furudo Erika,"""And just what...are you calling useless?"" "
Ushiromiya Battler,"""If this is a third-rate mystery, then the detective's third-rate too. ...Listen up. I'm gonna become Grandfather."" "
{f:5:Beatrice},"""...B-Battler...?!"" "
Furudo Erika,"""You'll become...Kinzo-san? Are you saying you'll become Kinzo-san and reenact his disappearance from this room?"" "
Furudo Erika,"""...Do you actually intend to deny my checkmate? ...Fool!!!"" "
Dlanor,"""...What is this man {f:5:saying}?"" "
Ushiromiya Battler,"""Hey, new girls. ...This here's your first game, right? Sorry, but it's totally useless to call checkmate after a little something like that. Yeah, it's all useless...!!"" "
Ushiromiya Rudolf,"""Wh-What are you talking about, Battler? You say you'll become Dad...?!"" "
Ushiromiya Battler,"""Yeah. I'll reenact it. I'll become Grandfather and disappear from this room."" "
Ushiromiya Hideyoshi,"""Y-You can't use the windows or the door, right?! How would you do it...?!"" "
Gohda Toshiro,"""Did you find a hidden door?!"" "
Kumasawa Chiyo,"""I don't have a clue either... Yes, not a clue...!!"" "
,*rustle*. 
,......That sound wasn't just the noise of the onlookers fidgeting. ...It was a provocative chill that ran up Erika's spine. 
Furudo Erika,"""......Interesting. I see, you're the Successor to Ushiromiya Family Headship, the one who bears the Head's Ring. That should more than qualify you to stand in for Kinzo-san. ......Why don't you let us have a look at your theory?!!"" "
,Erika's expression was no longer a challenging smile. ...It was malicious. Overwhelmingly displeased. 
,She couldn't conceal her anger at having this very pleasurable time of hers ruined. 
{f:5:Beatrice},"""......H-How will he...get us out of here...?"" "
Ushiromiya Kinzo,"""Heh, ...heheheheh, ...I've got it. I see, so that move is still open."" "
Ushiromiya Battler,"""So you finally figured it out, you damn geezer. Hidden doors and hiding under the bed...all that stuff is so pitiful it brings tears to the eyes. This is {i:the} Ushiromiya Kinzo we're talking about here. ...There's gotta be a more thrilling and exciting answer."" "
Ushiromiya Kinzo,"""Exactly. How pitiful that even I couldn't think of it, even though it was about me. And how pitiful that the only one of my relatives to understand me is Battler, the kid who's returned after being gone six years. ......Battler, take my place. Do not shame me!"" "
Ushiromiya Battler,"""Sure, Gramps!! I'll teach these guests what the dignity of the Ushiromiya Family Head is all about!!"" "
Ushiromiya Natsuhi,"""What are you planning to do, ...Father...?!"" "
Ushiromiya Kinzo,"""Wahhahahahaha!! Natsuhi, {f:5:Beatrice}, watch! ...We'll show you what being the Ushiromiya Family Head truly entails!"" "
{f:5:Beatrice},"""...That Battler, what's he trying to prove...?"" "
Furudo Erika,"""There's no way he can do anything. ...This is a perfect closed room!"" "
Ushiromiya Battler,"""Aunt Natsuhi, come over here. Now, move as I tell you to."" "
,Battler called Natsuhi over to the window and whispered something to her with his back towards the others... 
Furudo Erika,"""...<Miss> Dlanor, you're ready for everything, right? It's not possible for Kinzo and the witch to slip out of this room, right?"" "
Dlanor,"""Of {f:5:course}. ...Gertrude, Cornelia, and the palace {f:5:guards}. Double check that the seal of this closed room is {f:5:perfect}."" "
Gertrude,"""Please, allow me to speak. Our barrier is perfect."" "
Cornelia,"""Allow me to speak. There are no hidden doors, and escape will not be granted through either door or window! Palace guards, when Battler engages the barrier, fire arrows without hesitation!"" "
Chiester00,"""Ch-Chiester Corps, roger. Battler-sama, prepare yourself...!"" "
Chiester45,"""Escaping from this room...is impossible...!"" "
Chiester410,"""......But he'll do it nyeh."" "
Chiester45,"""H-How...?!"" "
Chiester410,"""He's certain he can succeed even without any basis. That's what it means to be the Ushiromiya Head nyeh...!"" "
Ronove,"""......True. Let's watch."" "
Gaap,"""Yeah. ...Let's see the majesty of Riiche's opponent...!"" "
Ushiromiya Battler,"""Then I'll begin."" "
,Everyone nodded and watched Battler's every move... 
Ushiromiya Battler,"""Grandfather was lying in bed like this, grunting his understanding of Aunt Natsuhi's daily report or whatever."" "
,Battler laid down on the bed himself. 
,"As if it still mattered now, Erika grumbled about disturbing the crime scene, but no one listened to her. "
Ushiromiya Battler,"""Then, I stop answering and sleep. ......Well, realistically speaking, I probably get tired of all that talking and only pretend to be asleep."" "
Ushiromiya Kinzo,"""Ahahahaha! You really do get it...!"" "
Ushiromiya Natsuhi,"""...I-I see that Father has gone to sleep, ...bow silently, and leave."" "
,"Natsuhi lowered her head to Battler, who was still lying down in the bed, and turned around... "
,"Then, she started wandering around, as though doing an inspection of the room. "
Ushiromiya Battler,"""...After seeing that Grandfather was asleep, Aunt Natsuhi probably did an inspection of the room before leaving."" "
Ushiromiya Battler,"""Of course, she had Shannon-chan and the others clean it every day, but she still checked it thoroughly herself. ...Making sure there was no dust piling up. Making sure he hadn't run out of any consumables."" "
Ushiromiya Natsuhi,"""Y-Yes. This is the room of the precious Family Head, so I check everything carefully myself instead of relying entirely on the servants. I always do that."" "
Shannon,"""......Th-That's true. Madam usually checks things very carefully."" "
Kanon,"""Her inspections are very detailed, and she even checks all of the consumables in the washroom one by one."" "
Ushiromiya Battler,"""In other words, we aren't just talking dust on the windowsill, like you see all the time on TV. ......She checks to see that there's enough soap and toilet paper in the washroom. Though she probably doesn't have to do it each day, she's very devoted."" "
Ushiromiya Natsuhi,"""Th-That is my routine. I mustn't slack off in my inspection of the Head's room for even a single day."" "
Furudo Erika,"""......So what's your point? Please keep any showing off to a minimum."" "
Ushiromiya Kyrie,"""*giggle* Isn't getting to show off the biggest perk to being a detective?"" "
Furudo Erika,"""Nng, gah, ...b-but...I'm...the...detective..."" "
Ushiromiya Battler,"""Since we're inside the study, you can probably tell, but even though we call it a study, it wouldn't be wrong to call it a second house inside the mansion."" "
Ushiromiya Battler,"""It has a sleeping room, a study, a washroom, and even a toilet and bath. In other words, it isn't a single room. You could call it a full house."" "
Dlanor,"""...Thank you for the explanation of the room's {f:5:layout}. However, the move of having him hide somewhere in this room has already been {f:5:defeated}."" "
Ushiromiya Battler,"""He isn't hiding. However, there's gotta be several blind spots. ...For example, if Aunt Natsuhi went into the bathroom to check the amount of toilet paper, most of the study would be outside her range of vision."" "
Ushiromiya Battler,"""...In other words, for almost every location in the study, the sole observer would have disappeared."" "
Chiester45,"""!! ...O-Observer disappearance...! We've lost track of Kinzo...!"" "
Gertrude,"""Let it be said that the witch's darkness is filling the study."" "
Ushiromiya Kinzo,"""Excellent. ...Watch as it fills with the power of darkness. Heheheheheheheh!"" "
Furudo Erika,"""So? If the observer...if Natsuhi goes away, so what...? ...What next?!"" "
Ushiromiya Battler,"""When Grandfather noticed that fussy Aunt Natsuhi leaving, he got up."" "
Furudo Erika,"""Why?!"" "
Ushiromiya Kinzo,"""Wahhahhahhahhahha!! On a twisted night such as this, what better way to enjoy a drink than bathed in twisted weather under the night sky!!"" "
Ushiromiya Battler,"""...Since Aunt Natsuhi's in the blind spot of the bathroom, it becomes possible for Grandfather to walk about the study at will."" "
,It was possible for him to move without Natsuhi's knowledge. It was possible for him to move without contradicting what Natsuhi knew! 
Chiester00,"""Warning, Battler is approaching the study door."" "
Gertrude,"""Allow me to speak. A noise rings out when the lock on the study door is released. Know that {p:1:you cannot leave through the door without drawing Natsuhi's suspicion}."" "
,"Because Battler had acted as though he was heading for the door, Gertrude, who was sealing the door, immediately sent out a warning. "
,Maybe it was possible for him to leave the study while in Natsuhi's blind spot. 
,...However. 
Furudo Erika,"""That's right, ...there's the sound!! We know there's a loud sound when the auto-lock is released! Even if Natsuhi was in a blind spot inside the study, she wouldn't miss hearing that. Of course she'd find it odd...!!"" "
Gertrude,"""Allow me to speak. Let it be said that {p:1:Natsuhi did not hear the sound of the door opening while in the room}."" "
,"The washroom and toilet are very close to the door. Even if they hadn't been, that auto-lock always lets off such a massive sound. "
,She'd be able to hear that sound no matter what. 
,"Natsuhi had already spoken with Erika and the others about the details of the previous night, making it quite clear that nothing out of the ordinary had occurred. "
,Any argument that relied on Natsuhi failing to hear the lock wouldn't work...! 
Gertrude,"""Please, allow me to speak once more. {p:1:Kinzo entering or exiting through the door will not be permitted}."" "
Cornelia,"""Let it be said that this is a useless struggle! It is foolish...!!"" "
Ushiromiya Battler,"""......It's true I can't break through the red of that girl by the door. ...But what about you over there by the window?"" "
Cornelia,"""......!"" "
,"Turning his back to Gertrude, who claimed that leaving through the door was impossible, Battler locked his gaze on Cornelia, who stood in front of the window. "
Ushiromiya Battler,"""Make sure you hold that barrier of yours up tight. ...'Cause you're gonna be......{i:blasted away}, okay?"" "
,"By now, Battler's target was clear. ......It was Cornelia. It was...the window. "
,He was going...to smash this closed room from the window. 
,"Not expecting to be chosen as the target herself, Cornelia was overawed for just a second, but she quickly regained her composure. "
,"On rare occasions, struggling, fleeing witches would directly challenge the barriers Cornelia set up. "
,"Such witches were always fighting desperately, on the brink of death! "
Gertrude,"""Please, allow me to speak. You are Battler's target, Cornelia. I ask that you be on your guard."" "
Cornelia,"""Fool! God, have pity on this foolish lamb...!!"" "
Ushiromiya Battler,"""I'm no sheep. ...The Head of the Ushiromiya family is an eagle. With one wing. ...Don't think you can keep me shut up in this study forever with just a flimsy window like that."" "
,"...Starting from a low posture, ...both silent and supple, ...Battler ran forward like a white leopard. "
Furudo Erika,""".........Th- This guy... ...couldn't possibly mean to......!!"" "
Cornelia,""".........!! Th-This is.........agh. A-Allow me to speak...! There is no way to defeat my red! Know that your wish will not be granted...!!"" "
,"Cornelia thrust out both her arms and made a sign. When she did, a red barrier closed in front of Battler. "
Cornelia,"""Know that your course is a fruitless one, Ushiromiya Battler...! Know that {p:1:these windows are sealed from the inside, and Natsuhi did not help Kinzo to escape}!"" "
Ushiromiya Battler,"""{p:2:I'm not saying Aunt Natsuhi helped Grandfather escape. ......What if Grandfather snuck out, keeping it a secret from Aunt Natsuhi}?!"" "
Furudo Erika,"""Wh-Why would Kinzo go out the window on his own?!!!"" "
Ushiromiya Kinzo,"""What better way to enjoy a drink on a twisted night... than leaping through the rainswept skies!!!"" "
Furudo Erika,"""But this is the third floor, right?! It's impossible!!!"" "
{f:5:Beatrice},"""Even you've jumped down a flight of stairs at least once in your life, right? Three stories is nothing for Kinzo...!"" "
Nanjo Terumasa,"""I wouldn't put it past him."" "
Kumasawa Chiyo,"""I certainly wouldn't."" "
Furudo Erika,"""Th-That's...r-ridiculous...!!!"" "
,"Blue cracks appeared in Cornelia's red barrier, and it shattered with a crisp sound. "
,It was all far too quick. 
,It looked almost as though she'd gotten out of the way herself in fear of Battler. 
Chiester45,"""E‐...{ruby:99.9999999...:endless nine}...!! Magic resistance, {ruby:99.9999999...:endless nine}!!"" "
Chiester00,"""Cornelia-sama, you can't block it, retreat...!"" "
,"At the same time the barrier shattered, the window behind Cornelia's back was flung open. "
,The curtains fluttered for just an instant. 
,"Though it was all filled with rain, the heavens and the courtyard were spread out in front of them... A fitting exit for an eagle leaping from this closed room! "
Dlanor,"""Cornelia, repair the {f:5:barrier}!!"" "
Cornelia,"""As you wish, Commander Dlanor! Kn-Know that you will not be allowed to break this...!!"" "
,Cornelia quickly returned to her senses and set up another red barrier. 
,"...However, this was her last one. "
Cornelia,"""Please, allow me to speak...!! Let us accept for the time being that Kinzo escaped through the window...! In that case, how did he lock a window which cannot be locked from the outside?! {p:1:The window was locked from the inside}!!"" "
Ushiromiya Kinzo,"""......Useless!"" "
Ushiromiya Battler,"""Yeah, it's all useless!!"" "
,Kinzo and Battler grinned! 
,"Did she think this feeble red could block the charge of Battler and Kinzo, the two Family Heads? "
Ushiromiya Battler,"""{p:2:After Grandfather jumped out the window, Aunt Natsuhi probably noticed a slight draft. She then approached the window, realized that it was wide open, and quickly closed and locked it}...!!"" "
Ushiromiya Kinzo,"""{p:2:Natsuhi probably couldn't even imagine that I had slipped out the window}!"" "
Ushiromiya Battler,"""{p:2:Yeah!! So it's only natural that Aunt Natsuhi thought Grandfather was sleeping in bed}!!"" "
,"Now that Battler had found the answer, the red barrier was more fragile than thin glass. "
,"The red magical wall of certainty had been smashed again, so easily that it disgraced the name of certainty itself! "
,"Unbelievable, right? "
,That barrier was more firm than any Ronove had ever used against Jessica. 
,And yet it had been...destroyed so easily...! 
,"Though Battler was rushing fiercely and had almost reached Cornelia, she didn't step aside. "
,"Her steel spirit, worthy of the name Eiserne Jungfrau, didn't allow her to step aside. "
,"She took a charm from her pocket, placed it against the thin air, and made a sign. "
,"Then, not red, but blue burned there. Though it was far more frail than the red barrier, it was her last method of resistance. "
Cornelia,"""Y-You won't get through, you won't!! Let me speak, let me speak!! {p:2:Be that as it may, this is the third floor...! How could a wingless human escape from the window}......?!! Know that you won't get through, you wooooooooon't!!"" "
Ushiromiya Kinzo,"""Just quit your whining and watch!!!"" "
Ushiromiya Battler,"""{p:2:This is the answe{-}e{-}e{-}e{-}e{-}e{-}e{-}er{-}r{-}r{0}r{0}r{0}r{0}ra{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}aahhhh}!!"" "
,Battler...jumped. 
,"He burst through Cornelia and her blue barrier, knocked them away, ...and his body flew out the window through the darkness of the rainy sky. "
,"The fragments of the blue barrier scattered, beautifully adorning the surrounding air. "
,The closed room... ...had been smashed open...!! 
,Battler...flew out of the mansion. 
,Through the sky above the rainy courtyard. 
,...All the raindrops became small round gems and were scattered through the air. 
,"Battler flew across the treasure box world of that exquisite stormy sky, ...through the countless gems of rain that filled it. "
,"In the sky over the world frozen in time, Dlanor and Battler faced each other. "
,"If Battler, who had smashed and flown out the window, was like a knight leaping off a white horse, ...then Dlanor was another knight, who floated in the air, waiting for him. "
,"In the air above the courtyard, surrounded by the Ushiromiya mansion and frozen in time, ...the true new Head of the Ushiromiya family and the disciple of heaven who would test him crossed paths... "
Dlanor,"""...Well {f:5:done}. When you fall into the courtyard, whether you live or die, it won't change the fact that Kinzo could have defeated this closed {f:5:room}...!! You who have thrown away your life and jumped are a {f:5:martyr}...!! Well done, you have smashed our closed room {f:5:barrier}. Splendid, Ushiromiya Battler!!"" "
Dlanor,"""However, I am the Head Inquisitor of Heresy, Dlanor A. Knox!! I cannot allow you to escape out from under my {f:5:nose}...! Now, at the end, allow me the honor of crossing swords with {f:5:you}!!"" "
Ushiromiya Battler,"""Sure, bring it on. ...This game is surprisingly unrelenting."" "
,In this world where the gems of rain...fell slowly like large snowflakes on a snowy field... 
,...Dlanor and Battler slowly......crossed paths. 
,"It seemed slow. And yet, ...it happened in a flash. "
,Their gazes crossed and clashed like lightning. 
,"Knight confronted knight head on, and everything would be settled with a single strike...! "
,Blue and red...crossed paths... 
Dlanor,"""{p:2:Was the existence of Natsuhi's blind spot within the study depicted {f:5:beforehand}? If it was not, this theory is {f:5:impermissible}}. {p:1:Knox's 8th: It is forbidden for the case to be resolved with clues that are not {f:5:presented}}...!!"" "
,Dlanor's double strike with both the blue and red blades reached out to slice Battler. .....and failed. 
,"Those longswords, which had never lost over the course of a hundred battles, cut through empty air... "
Ushiromiya Battler,"""{p:1:When we entered the study, its structure was mentioned clearly}. ...Too bad for you."" "
,"For the first time, an expression showed on Dlanor's face. ...It was a sudden smile. "
,She had known about that long before. 
,"...However, she still couldn't let him escape without attempting that single strike. Not even with her reputation as an Inquisitor of Heresy on the line. "
,"She still crossed swords with Battler, even though she knew it would fail. "
Dlanor,"""Yes, I {f:5:knew}. ...With your answer, Knox's 8th is not {f:5:violated}."" "
Ushiromiya Battler,"""...Here it comes. No hard feelings."" "
Dlanor,"""Yes, {f:5:come}."" "
,In Battler's hand...was a blade that shone red. That blade etched out the red truth... 
,{p:1:― It wouldn't be an exaggeration to say that Kinzo's study was a small villa he had created inside the mansion.} 
,{p:1:― A study. A book archive. A place to sleep. And a bathroom and washroom. It was divided into multiple rooms.} 
,That has already been shown. 
,And it suggests that there could have been a blind spot somewhere within the room... 
,"Without any mercy...no, without any reluctance, which would have been dishonorable, ...the sword of red truth cut into Dlanor. "
,It cut a beautiful hemisphere through the countless gems of rain that filled the sky... 
Dlanor,"""Well......{f:5:done}..."" "
Ushiromiya Battler,"""........."" "
,Time...exploded into life. 
,Both of them...fell through the courtyard. 
,One drifted down. The other tumbled through the air. 
,"Then, there was a soft sound and a dull thud. "
,...The first was the sound of Battler landing gently in the courtyard. The second was the sound of Dlanor crashing down. 
,"After crouching down for a while, ......Battler slowly stood up. "
,"Though he had jumped down from the third floor, ...he had landed as lightly as though he had merely jumped over a fence... "
{f:5:Beatrice},"""B-Battleeeeeeeeeeer......!!"" "
,"Beato leaned out of the study window, looking to see if the supposedly wingless Battler had landed safely. "
Ushiromiya Battler,"""Beato!! Come on, jump!!"" "
{f:5:Beatrice},"""Huh...?!"" "
Ushiromiya Battler,"""That window is our way out! ...So jump!! You aren't the kind of witch who can be locked up inside a closed room, right?!!"" "
,"The study was no longer a closed room. She could jump from here, escape from here...! "
,"By now, the closed room that had threatened to capture the witch and suffocate her...had been destroyed. "
{f:5:Beatrice},"""...Y-Yes...!! Y-You too, Kinzo...!"" "
